Dependency=Geometry Building Type	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Shared	Dependency=HVAC System Cooling Type	Option=None	Option=Fan Coil Heating And Cooling	Option=Fan Coil Cooling Only	Option=Boiler Baseboards Heating Only	Option=Fan Coil Heating Only	Option=PTAC Heating And Cooling	Count	Weight
Mobile Home	<1940	Other Fuel	Only Heating Shared	Central	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	Propane	Only Heating Shared	Central	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	Electricity	Both Shared	Room	0	0.5	0	0	0	0.5	3	20739.18705
Mobile Home	<1940	Fuel Oil	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	<1940	Natural Gas	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	<1940	None	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	<1940	Other Fuel	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	<1940	Propane	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	<1940	Electricity	Neither Shared	Room	1	0	0	0	0	0	3	20739.18705
Mobile Home	<1940	Fuel Oil	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	<1940	Natural Gas	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	<1940	None	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	<1940	Other Fuel	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	<1940	Propane	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	<1940	Electricity	Only Cooling Shared	Room	0	0	1	0	0	0	3	20739.18705
Mobile Home	<1940	Fuel Oil	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	<1940	Natural Gas	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	<1940	None	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	<1940	Other Fuel	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	<1940	Propane	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	<1940	Electricity	Only Heating Shared	Room	0	0	0	0.5	0.5	0	3	20739.18705
Mobile Home	<1940	Fuel Oil	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	Natural Gas	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	None	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	Other Fuel	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	Propane	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	Electricity	Both Shared	None	0	0.5	0	0	0	0.5	3	20739.18705
Mobile Home	<1940	Fuel Oil	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	<1940	Natural Gas	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	<1940	None	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	<1940	Other Fuel	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	<1940	Propane	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	<1940	Electricity	Neither Shared	None	1	0	0	0	0	0	3	20739.18705
Mobile Home	<1940	Fuel Oil	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	<1940	Natural Gas	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	<1940	None	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	<1940	Other Fuel	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	<1940	Propane	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	<1940	Electricity	Only Cooling Shared	None	0	0	1	0	0	0	3	20739.18705
Mobile Home	<1940	Fuel Oil	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	<1940	Natural Gas	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	<1940	None	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	<1940	Other Fuel	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	<1940	Propane	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	<1940	Electricity	Only Heating Shared	None	0	0	0	0.5	0.5	0	3	20739.18705
Mobile Home	<1940	Fuel Oil	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	Natural Gas	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	None	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	Other Fuel	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	<1940	Propane	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Electricity	Both Shared	Central	0	0.5	0	0	0	0.5	3	20739.18705
Mobile Home	1940s	Fuel Oil	Both Shared	Central	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Natural Gas	Both Shared	Central	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	None	Both Shared	Central	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Other Fuel	Both Shared	Central	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Propane	Both Shared	Central	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Electricity	Neither Shared	Central	1	0	0	0	0	0	3	20739.18705
Mobile Home	1940s	Fuel Oil	Neither Shared	Central	1	0	0	0	0	0	0	0
Mobile Home	1940s	Natural Gas	Neither Shared	Central	1	0	0	0	0	0	0	0
Mobile Home	1940s	None	Neither Shared	Central	1	0	0	0	0	0	0	0
Mobile Home	1940s	Other Fuel	Neither Shared	Central	1	0	0	0	0	0	0	0
Mobile Home	1940s	Propane	Neither Shared	Central	1	0	0	0	0	0	0	0
Mobile Home	1940s	Electricity	Only Cooling Shared	Central	0	0	1	0	0	0	3	20739.18705
Mobile Home	1940s	Fuel Oil	Only Cooling Shared	Central	0	0	1	0	0	0	0	0
Mobile Home	1940s	Natural Gas	Only Cooling Shared	Central	0	0	1	0	0	0	0	0
Mobile Home	1940s	None	Only Cooling Shared	Central	0	0	1	0	0	0	0	0
Mobile Home	1940s	Other Fuel	Only Cooling Shared	Central	0	0	1	0	0	0	0	0
Mobile Home	1940s	Propane	Only Cooling Shared	Central	0	0	1	0	0	0	0	0
Mobile Home	1940s	Electricity	Only Heating Shared	Central	0	0	0	0.5	0.5	0	3	20739.18705
Mobile Home	1940s	Fuel Oil	Only Heating Shared	Central	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Natural Gas	Only Heating Shared	Central	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	None	Only Heating Shared	Central	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Other Fuel	Only Heating Shared	Central	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Propane	Only Heating Shared	Central	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Electricity	Both Shared	Room	0	0.5	0	0	0	0.5	3	20739.18705
Mobile Home	1940s	Fuel Oil	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Natural Gas	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	None	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Other Fuel	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Propane	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Electricity	Neither Shared	Room	1	0	0	0	0	0	3	20739.18705
Mobile Home	1940s	Fuel Oil	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	1940s	Natural Gas	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	1940s	None	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	1940s	Other Fuel	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	1940s	Propane	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	1940s	Electricity	Only Cooling Shared	Room	0	0	1	0	0	0	3	20739.18705
Mobile Home	1940s	Fuel Oil	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	1940s	Natural Gas	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	1940s	None	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	1940s	Other Fuel	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	1940s	Propane	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	1940s	Electricity	Only Heating Shared	Room	0	0	0	0.5	0.5	0	3	20739.18705
Mobile Home	1940s	Fuel Oil	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Natural Gas	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	None	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Other Fuel	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Propane	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Electricity	Both Shared	None	0	0.5	0	0	0	0.5	3	20739.18705
Mobile Home	1940s	Fuel Oil	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Natural Gas	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	None	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Other Fuel	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Propane	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	1940s	Electricity	Neither Shared	None	1	0	0	0	0	0	3	20739.18705
Mobile Home	1940s	Fuel Oil	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	1940s	Natural Gas	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	1940s	None	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	1940s	Other Fuel	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	1940s	Propane	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	1940s	Electricity	Only Cooling Shared	None	0	0	1	0	0	0	3	20739.18705
Mobile Home	1940s	Fuel Oil	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	1940s	Natural Gas	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	1940s	None	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	1940s	Other Fuel	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	1940s	Propane	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	1940s	Electricity	Only Heating Shared	None	0	0	0	0.5	0.5	0	3	20739.18705
Mobile Home	1940s	Fuel Oil	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Natural Gas	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	None	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Other Fuel	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	1940s	Propane	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	1950s	Electricity	Both Shared	Central	0	0.5	0	0	0	0.5	5	51371.74617
Mobile Home	1950s	Fuel Oil	Both Shared	Central	0	0.5	0	0	0	0.5	0	0
Mobile Home	1950s	Natural Gas	Both Shared	Central	0	0.5	0	0	0	0.5	5	77818.40577
Mobile Home	1950s	None	Both Shared	Central	0	0.5	0	0	0	0.5	1	7949.288391
Mobile Home	1950s	Other Fuel	Both Shared	Central	0	0.5	0	0	0	0.5	1	9663.475869
Mobile Home	1950s	Propane	Both Shared	Central	0	0.5	0	0	0	0.5	0	0
Mobile Home	1950s	Electricity	Neither Shared	Central	1	0	0	0	0	0	5	51371.74617
Mobile Home	1950s	Fuel Oil	Neither Shared	Central	1	0	0	0	0	0	0	0
Mobile Home	1950s	Natural Gas	Neither Shared	Central	1	0	0	0	0	0	5	77818.40577
Mobile Home	1950s	None	Neither Shared	Central	1	0	0	0	0	0	1	7949.288391
Mobile Home	1950s	Other Fuel	Neither Shared	Central	1	0	0	0	0	0	1	9663.475869
Mobile Home	1950s	Propane	Neither Shared	Central	1	0	0	0	0	0	0	0
Mobile Home	1950s	Electricity	Only Cooling Shared	Central	0	0	1	0	0	0	5	51371.74617
Mobile Home	1950s	Fuel Oil	Only Cooling Shared	Central	0	0	1	0	0	0	0	0
Mobile Home	1950s	Natural Gas	Only Cooling Shared	Central	0	0	1	0	0	0	5	77818.40577
Mobile Home	1950s	None	Only Cooling Shared	Central	0	0	1	0	0	0	1	7949.288391
Mobile Home	1950s	Other Fuel	Only Cooling Shared	Central	0	0	1	0	0	0	1	9663.475869
Mobile Home	1950s	Propane	Only Cooling Shared	Central	0	0	1	0	0	0	0	0
Mobile Home	1950s	Electricity	Only Heating Shared	Central	0	0	0	0.5	0.5	0	5	51371.74617
Mobile Home	1950s	Fuel Oil	Only Heating Shared	Central	0	0	0	0.5	0.5	0	0	0
Mobile Home	1950s	Natural Gas	Only Heating Shared	Central	0	0	0	0.5	0.5	0	5	77818.40577
Mobile Home	1950s	None	Only Heating Shared	Central	0	0	0	0.5	0.5	0	1	7949.288391
Mobile Home	1950s	Other Fuel	Only Heating Shared	Central	0	0	0	0.5	0.5	0	1	9663.475869
Mobile Home	1950s	Propane	Only Heating Shared	Central	0	0	0	0.5	0.5	0	0	0
Mobile Home	1950s	Electricity	Both Shared	Room	0	0.5	0	0	0	0.5	5	51371.74617
Mobile Home	1950s	Fuel Oil	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	1950s	Natural Gas	Both Shared	Room	0	0.5	0	0	0	0.5	5	77818.40577
Mobile Home	1950s	None	Both Shared	Room	0	0.5	0	0	0	0.5	1	7949.288391
Mobile Home	1950s	Other Fuel	Both Shared	Room	0	0.5	0	0	0	0.5	1	9663.475869
Mobile Home	1950s	Propane	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	1950s	Electricity	Neither Shared	Room	1	0	0	0	0	0	5	51371.74617
Mobile Home	1950s	Fuel Oil	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	1950s	Natural Gas	Neither Shared	Room	1	0	0	0	0	0	5	77818.40577
Mobile Home	1950s	None	Neither Shared	Room	1	0	0	0	0	0	1	7949.288391
Mobile Home	1950s	Other Fuel	Neither Shared	Room	1	0	0	0	0	0	1	9663.475869
Mobile Home	1950s	Propane	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	1950s	Electricity	Only Cooling Shared	Room	0	0	1	0	0	0	5	51371.74617
Mobile Home	1950s	Fuel Oil	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	1950s	Natural Gas	Only Cooling Shared	Room	0	0	1	0	0	0	5	77818.40577
Mobile Home	1950s	None	Only Cooling Shared	Room	0	0	1	0	0	0	1	7949.288391
Mobile Home	1950s	Other Fuel	Only Cooling Shared	Room	0	0	1	0	0	0	1	9663.475869
Mobile Home	1950s	Propane	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	1950s	Electricity	Only Heating Shared	Room	0	0	0	0.5	0.5	0	5	51371.74617
Mobile Home	1950s	Fuel Oil	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	1950s	Natural Gas	Only Heating Shared	Room	0	0	0	0.5	0.5	0	5	77818.40577
Mobile Home	1950s	None	Only Heating Shared	Room	0	0	0	0.5	0.5	0	1	7949.288391
Mobile Home	1950s	Other Fuel	Only Heating Shared	Room	0	0	0	0.5	0.5	0	1	9663.475869
Mobile Home	1950s	Propane	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	1950s	Electricity	Both Shared	None	0	0.5	0	0	0	0.5	5	51371.74617
Mobile Home	1950s	Fuel Oil	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	1950s	Natural Gas	Both Shared	None	0	0.5	0	0	0	0.5	5	77818.40577
Mobile Home	1950s	None	Both Shared	None	0	0.5	0	0	0	0.5	1	7949.288391
Mobile Home	1950s	Other Fuel	Both Shared	None	0	0.5	0	0	0	0.5	1	9663.475869
Mobile Home	1950s	Propane	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	1950s	Electricity	Neither Shared	None	1	0	0	0	0	0	5	51371.74617
Mobile Home	1950s	Fuel Oil	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	1950s	Natural Gas	Neither Shared	None	1	0	0	0	0	0	5	77818.40577
Mobile Home	1950s	None	Neither Shared	None	1	0	0	0	0	0	1	7949.288391
Mobile Home	1950s	Other Fuel	Neither Shared	None	1	0	0	0	0	0	1	9663.475869
Mobile Home	1950s	Propane	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	1950s	Electricity	Only Cooling Shared	None	0	0	1	0	0	0	5	51371.74617
Mobile Home	1950s	Fuel Oil	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	1950s	Natural Gas	Only Cooling Shared	None	0	0	1	0	0	0	5	77818.40577
Mobile Home	1950s	None	Only Cooling Shared	None	0	0	1	0	0	0	1	7949.288391
Mobile Home	1950s	Other Fuel	Only Cooling Shared	None	0	0	1	0	0	0	1	9663.475869
Mobile Home	1950s	Propane	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	1950s	Electricity	Only Heating Shared	None	0	0	0	0.5	0.5	0	5	51371.74617
Mobile Home	1950s	Fuel Oil	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	1950s	Natural Gas	Only Heating Shared	None	0	0	0	0.5	0.5	0	5	77818.40577
Mobile Home	1950s	None	Only Heating Shared	None	0	0	0	0.5	0.5	0	1	7949.288391
Mobile Home	1950s	Other Fuel	Only Heating Shared	None	0	0	0	0.5	0.5	0	1	9663.475869
Mobile Home	1950s	Propane	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	1960s	Electricity	Both Shared	Central	0	0.5	0	0	0	0.5	13	138414.3113
Mobile Home	1960s	Fuel Oil	Both Shared	Central	0	0.5	0	0	0	0.5	1	7659.045405
Mobile Home	1960s	Natural Gas	Both Shared	Central	0	0.5	0	0	0	0.5	9	109271.0665
Mobile Home	1960s	None	Both Shared	Central	0	0.5	0	0	0	0.5	0	0
Mobile Home	1960s	Other Fuel	Both Shared	Central	0	0.5	0	0	0	0.5	6	59998.3383
Mobile Home	1960s	Propane	Both Shared	Central	0	0.5	0	0	0	0.5	6	41372.01013
Mobile Home	1960s	Electricity	Neither Shared	Central	1	0	0	0	0	0	13	138414.3113
Mobile Home	1960s	Fuel Oil	Neither Shared	Central	1	0	0	0	0	0	1	7659.045405
Mobile Home	1960s	Natural Gas	Neither Shared	Central	1	0	0	0	0	0	9	109271.0665
Mobile Home	1960s	None	Neither Shared	Central	1	0	0	0	0	0	0	0
Mobile Home	1960s	Other Fuel	Neither Shared	Central	1	0	0	0	0	0	6	59998.3383
Mobile Home	1960s	Propane	Neither Shared	Central	1	0	0	0	0	0	6	41372.01013
Mobile Home	1960s	Electricity	Only Cooling Shared	Central	0	0	1	0	0	0	13	138414.3113
Mobile Home	1960s	Fuel Oil	Only Cooling Shared	Central	0	0	1	0	0	0	1	7659.045405
Mobile Home	1960s	Natural Gas	Only Cooling Shared	Central	0	0	1	0	0	0	9	109271.0665
Mobile Home	1960s	None	Only Cooling Shared	Central	0	0	1	0	0	0	0	0
Mobile Home	1960s	Other Fuel	Only Cooling Shared	Central	0	0	1	0	0	0	6	59998.3383
Mobile Home	1960s	Propane	Only Cooling Shared	Central	0	0	1	0	0	0	6	41372.01013
Mobile Home	1960s	Electricity	Only Heating Shared	Central	0	0	0	0.5	0.5	0	13	138414.3113
Mobile Home	1960s	Fuel Oil	Only Heating Shared	Central	0	0	0	0.5	0.5	0	1	7659.045405
Mobile Home	1960s	Natural Gas	Only Heating Shared	Central	0	0	0	0.5	0.5	0	9	109271.0665
Mobile Home	1960s	None	Only Heating Shared	Central	0	0	0	0.5	0.5	0	0	0
Mobile Home	1960s	Other Fuel	Only Heating Shared	Central	0	0	0	0.5	0.5	0	6	59998.3383
Mobile Home	1960s	Propane	Only Heating Shared	Central	0	0	0	0.5	0.5	0	6	41372.01013
Mobile Home	1960s	Electricity	Both Shared	Room	0	0.5	0	0	0	0.5	13	138414.3113
Mobile Home	1960s	Fuel Oil	Both Shared	Room	0	0.5	0	0	0	0.5	1	7659.045405
Mobile Home	1960s	Natural Gas	Both Shared	Room	0	0.5	0	0	0	0.5	9	109271.0665
Mobile Home	1960s	None	Both Shared	Room	0	0.5	0	0	0	0.5	0	0
Mobile Home	1960s	Other Fuel	Both Shared	Room	0	0.5	0	0	0	0.5	6	59998.3383
Mobile Home	1960s	Propane	Both Shared	Room	0	0.5	0	0	0	0.5	6	41372.01013
Mobile Home	1960s	Electricity	Neither Shared	Room	1	0	0	0	0	0	13	138414.3113
Mobile Home	1960s	Fuel Oil	Neither Shared	Room	1	0	0	0	0	0	1	7659.045405
Mobile Home	1960s	Natural Gas	Neither Shared	Room	1	0	0	0	0	0	9	109271.0665
Mobile Home	1960s	None	Neither Shared	Room	1	0	0	0	0	0	0	0
Mobile Home	1960s	Other Fuel	Neither Shared	Room	1	0	0	0	0	0	6	59998.3383
Mobile Home	1960s	Propane	Neither Shared	Room	1	0	0	0	0	0	6	41372.01013
Mobile Home	1960s	Electricity	Only Cooling Shared	Room	0	0	1	0	0	0	13	138414.3113
Mobile Home	1960s	Fuel Oil	Only Cooling Shared	Room	0	0	1	0	0	0	1	7659.045405
Mobile Home	1960s	Natural Gas	Only Cooling Shared	Room	0	0	1	0	0	0	9	109271.0665
Mobile Home	1960s	None	Only Cooling Shared	Room	0	0	1	0	0	0	0	0
Mobile Home	1960s	Other Fuel	Only Cooling Shared	Room	0	0	1	0	0	0	6	59998.3383
Mobile Home	1960s	Propane	Only Cooling Shared	Room	0	0	1	0	0	0	6	41372.01013
Mobile Home	1960s	Electricity	Only Heating Shared	Room	0	0	0	0.5	0.5	0	13	138414.3113
Mobile Home	1960s	Fuel Oil	Only Heating Shared	Room	0	0	0	0.5	0.5	0	1	7659.045405
Mobile Home	1960s	Natural Gas	Only Heating Shared	Room	0	0	0	0.5	0.5	0	9	109271.0665
Mobile Home	1960s	None	Only Heating Shared	Room	0	0	0	0.5	0.5	0	0	0
Mobile Home	1960s	Other Fuel	Only Heating Shared	Room	0	0	0	0.5	0.5	0	6	59998.3383
Mobile Home	1960s	Propane	Only Heating Shared	Room	0	0	0	0.5	0.5	0	6	41372.01013
Mobile Home	1960s	Electricity	Both Shared	None	0	0.5	0	0	0	0.5	13	138414.3113
Mobile Home	1960s	Fuel Oil	Both Shared	None	0	0.5	0	0	0	0.5	1	7659.045405
Mobile Home	1960s	Natural Gas	Both Shared	None	0	0.5	0	0	0	0.5	9	109271.0665
Mobile Home	1960s	None	Both Shared	None	0	0.5	0	0	0	0.5	0	0
Mobile Home	1960s	Other Fuel	Both Shared	None	0	0.5	0	0	0	0.5	6	59998.3383
Mobile Home	1960s	Propane	Both Shared	None	0	0.5	0	0	0	0.5	6	41372.01013
Mobile Home	1960s	Electricity	Neither Shared	None	1	0	0	0	0	0	13	138414.3113
Mobile Home	1960s	Fuel Oil	Neither Shared	None	1	0	0	0	0	0	1	7659.045405
Mobile Home	1960s	Natural Gas	Neither Shared	None	1	0	0	0	0	0	9	109271.0665
Mobile Home	1960s	None	Neither Shared	None	1	0	0	0	0	0	0	0
Mobile Home	1960s	Other Fuel	Neither Shared	None	1	0	0	0	0	0	6	59998.3383
Mobile Home	1960s	Propane	Neither Shared	None	1	0	0	0	0	0	6	41372.01013
Mobile Home	1960s	Electricity	Only Cooling Shared	None	0	0	1	0	0	0	13	138414.3113
Mobile Home	1960s	Fuel Oil	Only Cooling Shared	None	0	0	1	0	0	0	1	7659.045405
Mobile Home	1960s	Natural Gas	Only Cooling Shared	None	0	0	1	0	0	0	9	109271.0665
Mobile Home	1960s	None	Only Cooling Shared	None	0	0	1	0	0	0	0	0
Mobile Home	1960s	Other Fuel	Only Cooling Shared	None	0	0	1	0	0	0	6	59998.3383
Mobile Home	1960s	Propane	Only Cooling Shared	None	0	0	1	0	0	0	6	41372.01013
Mobile Home	1960s	Electricity	Only Heating Shared	None	0	0	0	0.5	0.5	0	13	138414.3113
Mobile Home	1960s	Fuel Oil	Only Heating Shared	None	0	0	0	0.5	0.5	0	1	7659.045405
Mobile Home	1960s	Natural Gas	Only Heating Shared	None	0	0	0	0.5	0.5	0	9	109271.0665
Mobile Home	1960s	None	Only Heating Shared	None	0	0	0	0.5	0.5	0	0	0
Mobile Home	1960s	Other Fuel	Only Heating Shared	None	0	0	0	0.5	0.5	0	6	59998.3383
Mobile Home	1960s	Propane	Only Heating Shared	None	0	0	0	0.5	0.5	0	6	41372.01013
Mobile Home	1970s	Electricity	Both Shared	Central	0	0.5	0	0	0	0.5	66	845946.3426
Mobile Home	1970s	Fuel Oil	Both Shared	Central	0	0.5	0	0	0	0.5	3	20826.88885
