Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Geometry House Size	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	Count	Weight
Multi-Family with 2 - 4 Units	1950s	2500-3499	0.0	0.0	0.0	1.0	1	37321.43949
Multi-Family with 2 - 4 Units	1950s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 2 - 4 Units	1960s	0-1499	0.0	0.0	0.0	1.0	101	1067688.883
Multi-Family with 2 - 4 Units	1960s	1500-2499	0.0	0.0	0.0	1.0	8	86587.88427000001
Multi-Family with 2 - 4 Units	1960s	2500-3499	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 2 - 4 Units	1960s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	0-1499	0.0	0.0	0.0	1.0	162	1450731.379
Multi-Family with 2 - 4 Units	1970s	1500-2499	0.0	0.0	0.0	1.0	9	78781.61249
Multi-Family with 2 - 4 Units	1970s	2500-3499	0.0	0.0	0.0	1.0	1	8878.279956
Multi-Family with 2 - 4 Units	1970s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	0-1499	0.0	0.0	0.0	1.0	111	1053118.999
Multi-Family with 2 - 4 Units	1980s	1500-2499	0.0	0.0	0.0	1.0	5	32756.53365
Multi-Family with 2 - 4 Units	1980s	2500-3499	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	0-1499	0.0	0.0	0.0	1.0	72	737677.3671
Multi-Family with 2 - 4 Units	1990s	1500-2499	0.0	0.0	0.0	1.0	5	23890.91836
Multi-Family with 2 - 4 Units	1990s	2500-3499	0.0	0.0	0.0	1.0	2	7862.508814
Multi-Family with 2 - 4 Units	1990s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 2 - 4 Units	2000s	0-1499	0.0	0.0	0.0	1.0	38	315474.7047
Multi-Family with 2 - 4 Units	2000s	1500-2499	0.0	0.0	0.0	1.0	6	42915.97827
Multi-Family with 2 - 4 Units	2000s	2500-3499	0.0	0.0	0.0	1.0	2	10243.56429
Multi-Family with 2 - 4 Units	2000s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 2 - 4 Units	2010s	0-1499	0.0	0.0	0.0	1.0	38	315474.7047
Multi-Family with 2 - 4 Units	2010s	1500-2499	0.0	0.0	0.0	1.0	6	42915.97827
Multi-Family with 2 - 4 Units	2010s	2500-3499	0.0	0.0	0.0	1.0	2	10243.56429
Multi-Family with 2 - 4 Units	2010s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	<1940	0-1499	0.0	0.0	0.0	1.0	265	2600040.639
Multi-Family with 5+ Units	<1940	1500-2499	0.0	0.0	0.0	1.0	10	107485.8211
Multi-Family with 5+ Units	<1940	2500-3499	0.0	0.0	0.0	1.0	1	16295.24531
Multi-Family with 5+ Units	<1940	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	1940s	0-1499	0.0	0.0	0.0	1.0	265	2600040.639
Multi-Family with 5+ Units	1940s	1500-2499	0.0	0.0	0.0	1.0	10	107485.8211
Multi-Family with 5+ Units	1940s	2500-3499	0.0	0.0	0.0	1.0	1	16295.24531
Multi-Family with 5+ Units	1940s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	1950s	0-1499	0.0	0.0	0.0	1.0	129	1239925.215
Multi-Family with 5+ Units	1950s	1500-2499	0.0	0.0	0.0	1.0	4	39639.49325
Multi-Family with 5+ Units	1950s	2500-3499	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	1950s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	1960s	0-1499	0.0	0.0	0.0	1.0	248	2502644.297
Multi-Family with 5+ Units	1960s	1500-2499	0.0	0.0	0.0	1.0	5	62775.37635
Multi-Family with 5+ Units	1960s	2500-3499	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	1960s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	1970s	0-1499	0.0	0.0	0.0	1.0	411	4033394.14
Multi-Family with 5+ Units	1970s	1500-2499	0.0	0.0	0.0	1.0	9	70442.13479
Multi-Family with 5+ Units	1970s	2500-3499	0.0	0.0	0.0	1.0	1	8775.313793000001
Multi-Family with 5+ Units	1970s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	1980s	0-1499	0.0	0.0	0.0	1.0	359	3374715.815
Multi-Family with 5+ Units	1980s	1500-2499	0.0	0.0	0.0	1.0	10	119692.8171
Multi-Family with 5+ Units	1980s	2500-3499	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	1980s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	1990s	0-1499	0.0	0.0	0.0	1.0	226	2426663.079
Multi-Family with 5+ Units	1990s	1500-2499	0.0	0.0	0.0	1.0	7	64224.84262
Multi-Family with 5+ Units	1990s	2500-3499	0.0	0.0	0.0	1.0	1	8884.939148000001
Multi-Family with 5+ Units	1990s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	2000s	0-1499	0.0	0.0	0.0	1.0	215	2194465.242
Multi-Family with 5+ Units	2000s	1500-2499	0.0	0.0	0.0	1.0	21	231142.4711
Multi-Family with 5+ Units	2000s	2500-3499	0.0	0.0	0.0	1.0	1	8491.418082
Multi-Family with 5+ Units	2000s	3500+	0.0	0.0	0.0	1.0	0	0.0
Multi-Family with 5+ Units	2010s	0-1499	0.0	0.0	0.0	1.0	215	2194465.242
Multi-Family with 5+ Units	2010s	1500-2499	0.0	0.0	0.0	1.0	21	231142.4711
Multi-Family with 5+ Units	2010s	2500-3499	0.0	0.0	0.0	1.0	1	8491.418082
Multi-Family with 5+ Units	2010s	3500+	0.0	0.0	0.0	1.0	0	0.0
Single-Family Attached	<1940	0-1499	0.053726787000000005	0.0150369	0.0	0.931236313	99	894675.9703
Single-Family Attached	<1940	1500-2499	0.129421885	0.035276881	0.0	0.8353012340000001	41	374120.4615
Single-Family Attached	<1940	2500-3499	0.083552947	0.0	0.0	0.916447053	9	70260.052
Single-Family Attached	<1940	3500+	0.0	0.0	0.0	1.0	2	27096.761039999998
Single-Family Attached	1940s	0-1499	0.053726787000000005	0.0150369	0.0	0.931236313	99	894675.9703
Single-Family Attached	1940s	1500-2499	0.129421885	0.035276881	0.0	0.8353012340000001	41	374120.4615
Single-Family Attached	1940s	2500-3499	0.083552947	0.0	0.0	0.916447053	9	70260.052
Single-Family Attached	1940s	3500+	0.0	0.0	0.0	1.0	2	27096.761039999998
Single-Family Attached	1950s	0-1499	0.235921911	0.069456218	0.0	0.694621871	44	337999.8018
Single-Family Attached	1950s	1500-2499	0.321011974	0.02853471	0.0	0.650453315	26	229651.6433
Single-Family Attached	1950s	2500-3499	0.0	0.0	0.0	1.0	1	7942.9580430000005
Single-Family Attached	1950s	3500+	0.0	0.0	0.0	1.0	0	0.0
Single-Family Attached	1960s	0-1499	0.131285156	0.0	0.0	0.8687148440000001	58	395111.3573
Single-Family Attached	1960s	1500-2499	0.309060597	0.134606064	0.0	0.556333339	14	103048.9814
Single-Family Attached	1960s	2500-3499	0.0	0.0	0.0	1.0	1	5242.407862
Single-Family Attached	1960s	3500+	0.0	0.0	0.0	1.0	0	0.0
Single-Family Attached	1970s	0-1499	0.260633093	0.16858956	0.0	0.570777347	91	706211.543
Single-Family Attached	1970s	1500-2499	0.23431372399999997	0.288338075	0.0	0.477348201	38	312499.2059
Single-Family Attached	1970s	2500-3499	0.38905245899999996	0.315794941	0.0	0.29515259899999996	6	47951.5992
Single-Family Attached	1970s	3500+	1.0	0.0	0.0	0.0	2	12609.8831
Single-Family Attached	1980s	0-1499	0.259210256	0.117210774	0.0	0.62357897	120	856604.3149
Single-Family Attached	1980s	1500-2499	0.196353505	0.340749959	0.012090548000000001	0.450805988	59	451874.1263
Single-Family Attached	1980s	2500-3499	0.281992717	0.514969286	0.0	0.203037997	13	79886.43878
Single-Family Attached	1980s	3500+	0.0	1.0	0.0	0.0	3	16481.48652
Single-Family Attached	1990s	0-1499	0.311410748	0.219441864	0.0	0.46914738799999994	56	383478.3448
Single-Family Attached	1990s	1500-2499	0.241875895	0.472727385	0.0	0.28539672	42	264523.2512
Single-Family Attached	1990s	2500-3499	0.134951035	0.798295373	0.0	0.066753592	10	97520.61867000001
Single-Family Attached	1990s	3500+	0.705463594	0.29453640600000003	0.0	0.0	3	14215.5178
Single-Family Attached	2000s	0-1499	0.293770947	0.272915148	0.0	0.433313905	69	482193.1319
Single-Family Attached	2000s	1500-2499	0.260581987	0.643537893	0.0	0.095880121	59	408410.8162
Single-Family Attached	2000s	2500-3499	0.17382078	0.490064889	0.0	0.336114331	15	90761.46252
Single-Family Attached	2000s	3500+	0.0	0.816709273	0.183290727	0.0	9	46477.21947
Single-Family Attached	2010s	0-1499	0.293770947	0.272915148	0.0	0.433313905	69	482193.1319
Single-Family Attached	2010s	1500-2499	0.260581987	0.643537893	0.0	0.095880121	59	408410.8162
Single-Family Attached	2010s	2500-3499	0.17382078	0.490064889	0.0	0.336114331	15	90761.46252
Single-Family Attached	2010s	3500+	0.0	0.816709273	0.183290727	0.0	9	46477.21947
Single-Family Detached	<1940	0-1499	0.116462651	0.032298982999999996	0.0	0.8512383659999999	593	5642881.197000001
Single-Family Detached	<1940	1500-2499	0.075726729	0.096273259	0.004882215	0.8231177959999999	450	4207616.56
Single-Family Detached	<1940	2500-3499	0.08654290699999999	0.091014667	0.005868189	0.816574237	193	1767455.927
Single-Family Detached	<1940	3500+	0.138099567	0.268283114	0.037432166	0.556185154	109	1013195.559
Single-Family Detached	1940s	0-1499	0.116462651	0.032298982999999996	0.0	0.8512383659999999	593	5642881.197000001
Single-Family Detached	1940s	1500-2499	0.075726729	0.096273259	0.004882215	0.8231177959999999	450	4207616.56
Single-Family Detached	1940s	2500-3499	0.08654290699999999	0.091014667	0.005868189	0.816574237	193	1767455.927
Single-Family Detached	1940s	3500+	0.138099567	0.268283114	0.037432166	0.556185154	109	1013195.559
Single-Family Detached	1950s	0-1499	0.180179693	0.134641812	0.0	0.685178495	520	4704980.719
Single-Family Detached	1950s	1500-2499	0.23015829100000001	0.182913642	0.006658712	0.580269355	434	4078571.527
Single-Family Detached	1950s	2500-3499	0.222037995	0.254086689	0.02465098	0.499224337	109	1046418.084
Single-Family Detached	1950s	3500+	0.18597877699999998	0.447413228	0.10093356199999999	0.265674433	57	510967.9715
Single-Family Detached	1960s	0-1499	0.206692817	0.207217545	0.0	0.586089638	399	3677143.8239999996
Single-Family Detached	1960s	1500-2499	0.19914369699999998	0.357972542	0.003916719	0.438967041	353	3212853.732
Single-Family Detached	1960s	2500-3499	0.17848291300000002	0.502641566	0.017092837	0.30178268399999997	119	1104859.164
Single-Family Detached	1960s	3500+	0.066520629	0.66194954	0.105823148	0.165706684	76	696651.5876
Single-Family Detached	1970s	0-1499	0.158246029	0.300386423	0.0	0.541367548	389	3453731.729
Single-Family Detached	1970s	1500-2499	0.10983244800000001	0.502165494	0.028268843999999998	0.35973321399999997	463	4007564.1689999998
Single-Family Detached	1970s	2500-3499	0.08581989	0.653938899	0.036359527	0.223881683	188	1583212.8480000002
Single-Family Detached	1970s	3500+	0.045316366	0.663740177	0.135690496	0.155252961	96	745789.2205
Single-Family Detached	1980s	0-1499	0.13201275199999998	0.336760127	0.0	0.531227121	298	2859601.6319999998
Single-Family Detached	1980s	1500-2499	0.122063576	0.56711748	0.025740766	0.285078178	416	3870139.651
Single-Family Detached	1980s	2500-3499	0.118214761	0.661861719	0.082022466	0.137901053	182	1620047.602
Single-Family Detached	1980s	3500+	0.039543278	0.67250014	0.181011858	0.106944724	101	869421.6269
Single-Family Detached	1990s	0-1499	0.09592438	0.31319964	0.0	0.59087598	246	2447476.3
Single-Family Detached	1990s	1500-2499	0.049136159000000006	0.618715259	0.09388215400000001	0.238266427	408	3900135.8710000003
Single-Family Detached	1990s	2500-3499	0.049507105	0.6680651360000001	0.150516059	0.131911699	236	2137182.248
Single-Family Detached	1990s	3500+	0.016454276	0.604999673	0.328130924	0.050415127000000004	212	1872290.294
Single-Family Detached	2000s	0-1499	0.067533988	0.529983846	0.0	0.40248216600000003	226	2268849.847
Single-Family Detached	2000s	1500-2499	0.050019878	0.670162901	0.08990940300000001	0.18990781699999998	423	3910028.5239999997
Single-Family Detached	2000s	2500-3499	0.035942257000000005	0.6576521129999999	0.207084497	0.09932113199999999	243	2229392.981
Single-Family Detached	2000s	3500+	0.021622122	0.49582237799999995	0.433295737	0.049259763	264	2397242.798
Single-Family Detached	2010s	0-1499	0.067533988	0.529983846	0.0	0.40248216600000003	226	2268849.847
Single-Family Detached	2010s	1500-2499	0.050019878	0.670162901	0.08990940300000001	0.18990781699999998	423	3910028.5239999997
Single-Family Detached	2010s	2500-3499	0.035942257000000005	0.6576521129999999	0.207084497	0.09932113199999999	243	2229392.981
Single-Family Detached	2010s	3500+	0.021622122	0.49582237799999995	0.433295737	0.049259763	264	2397242.798
