Dependency=Geometry Building Type RECS to ACS	Dependency=Location EPW	Option=<1940	Option=1940-59s	Option=1960-79s	Option=1980-99s	Option=2000-09s	Option=2010s	Count
1 Attached	USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	0.062979906	0.115218166	0.21321314	0.36490084	0.241641007	0.002046942	2825.203303
1 Attached	USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	0.080865862	0.094688682	0.245705274	0.421802522	0.143175432	0.013762228	70988.28972
1 Attached	USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	0.144458993	0.116405127	0.238558151	0.377052035	0.115219816	0.008305879	44570.82946
1 Attached	USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	0.270245229	0.136080097	0.135660579	0.282407748	0.152054408	0.02355194	76326.04613
1 Attached	USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	0.011065013	0.03474102	0.179872892	0.53909462	0.224938507	0.010287949	16536.83677
1 Attached	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.016226462	0.050193111	0.149819982	0.39290855	0.357449577	0.033402317	30448.13972
1 Attached	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.045386234	0.14368482	0.295683475	0.319012534	0.172948253	0.023284684	1868.998998
1 Attached	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.018055299	0.089156146	0.253510173	0.422170802	0.204958584	0.012148996	157667.9161
1 Attached	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.014503209	0.043663732	0.199383059	0.419225199	0.289611662	0.033613139	160613.9573
1 Attached	USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.016783684	0.083549384	0.184095291	0.469039039	0.224897032	0.021635571	14692.06588
1 Attached	USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	0.004366393	0.018066852	0.17963787	0.541840648	0.240481529	0.015606708	86874.71267
1 Attached	USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	0.033098728	0.067951697	0.204626627	0.379645025	0.300615598	0.014062326	7376.668747
1 Attached	USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	0.01053378	0.029841582	0.151400011	0.340296032	0.44378594	0.024142654	98933.73472
1 Attached	USA_GA_Augusta-Bush-Field.722180_TMY3.epw	0.025393666	0.036701239	0.137270206	0.311134625	0.424756966	0.064743297	7971.885872
1 Attached	USA_GA_Columbus.Metro.AP.722255_TMY3.epw	0.082990582	0.152995192	0.197766015	0.270526821	0.245890682	0.049830708	4398.680722
1 Attached	USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	0.044744828	0.114805335	0.214812426	0.417268673	0.194511629	0.013857109	4522.643356
1 Attached	USA_GA_Savannah.Intl.AP.722070_TMY3.epw	0.135860589	0.05588836	0.171533005	0.258894763	0.348497323	0.02932596	11443.41745
1 Attached	USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	0.046025758	0.045892342	0.184974202	0.300618723	0.371831701	0.050657274	21439.18975
1 Attached	USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	0.113346022	0.143368606	0.256179158	0.269993294	0.2034917	0.01362122	2513.865447
1 Attached	USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	0.08395065	0.225952098	0.219199045	0.234713839	0.181258842	0.054925526	2578.805423
1 Attached	USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	0.056799036	0.045344635	0.143749958	0.274654934	0.406505659	0.072945778	9725.986256
1 Attached	USA_ID_Boise.Air.Terminal.726810_TMY3.epw	0.032684133	0.055894189	0.316319605	0.309607635	0.247745492	0.037748947	9810.321719
1 Attached	USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	0.035840488	0.064162675	0.250402746	0.224435896	0.389017733	0.036140462	5828.650711
1 Attached	USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	0.051965259	0.085790349	0.211746946	0.385594208	0.255224833	0.009678404	247221.636
1 Attached	USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	0.104074255	0.072466262	0.22623056	0.317146004	0.222490547	0.057592372	13541.14439
1 Attached	USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	0.073241743	0.064201098	0.225996676	0.280797466	0.336024106	0.019738911	11988.58309
1 Attached	USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	0.081812696	0.080407358	0.171430563	0.306264514	0.352394609	0.007690259	15271.58734
1 Attached	USA_IL_Springfield-Capital.AP.724390_TMY3.epw	0.031747819	0.068673961	0.207368442	0.442642149	0.23307413	0.016493499	9557.039681
1 Attached	USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	0.114827111	0.127168602	0.256373563	0.302467445	0.181709605	0.017453673	6300.953487
1 Attached	USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	0.164231489	0.113530817	0.175557572	0.362384166	0.166779066	0.017516889	7780.225043
1 Attached	USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw	0.129052805	0.09728997	0.217094551	0.326899139	0.217041928	0.012621607	54259.79391
1 Attached	USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw	0.091435944	0.152937939	0.250604815	0.335857596	0.155663698	0.013500007	9388.130512
1 Attached	USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw	0.140722202	0.152171434	0.337716024	0.258389221	0.093782273	0.017218846	1829.653318
1 Attached	USA_KS_Goodland-Renner.Field.724650_TMY3.epw	0.129996251	0.230345667	0.289813399	0.168161851	0.139517705	0.042165127	389.0378845
1 Attached	USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw	0.02944707	0.067871536	0.264092661	0.343412834	0.248581574	0.046594325	12587.08736
1 Attached	USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw	0.053862125	0.19718187	0.303823059	0.328389151	0.095634475	0.021109319	11170.92386
1 Attached	USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw	0.131453121	0.07956581	0.214293758	0.36745864	0.18986832	0.017360352	35197.36525
1 Attached	USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw	0.045726956	0.059704941	0.206627752	0.389294448	0.255578237	0.043067666	12676.79661
1 Attached	USA_KY_Louisville-Standiford.Field.724230_TMY3.epw	0.060751069	0.075512251	0.182528208	0.345829858	0.297783305	0.037595308	20814.33229
1 Attached	USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw	0.04336216	0.12321467	0.281270657	0.369027328	0.158868584	0.024256601	9147.753217
1 Attached	USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw	0.036823495	0.164444571	0.294345539	0.301468152	0.112933948	0.089984295	3131.140726
1 Attached	USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw	0.222356835	0.222936286	0.243001701	0.171560838	0.127895349	0.01224899	31811.75699
1 Attached	USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw	0.037533965	0.172479732	0.32813342	0.332895464	0.098413017	0.030544403	9839.886239
1 Attached	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	0.304914243	0.093498976	0.131085243	0.291901502	0.152890704	0.025709332	94376.03317
1 Attached	USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw	0.229126754	0.078607023	0.101449188	0.339018399	0.227878034	0.023920603	23611.595
1 Attached	USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw	0.217540574	0.227403888	0.162174833	0.282278408	0.094450132	0.016152165	387585.8445
1 Attached	USA_ME_Caribou.Muni.AP.727120_TMY3.epw	0.200654988	0.255552477	0.297607054	0.128266485	0.079108318	0.038810678	439.0247481
1 Attached	USA_ME_Portland.Intl.Jetport.726060_TMY3.epw	0.20578737	0.063594324	0.145864665	0.362013404	0.205603769	0.017136467	12955.37148
1 Attached	USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw	0.027585568	0.238035695	0.288662311	0.320883684	0.122869806	0.001962936	876.8372458
1 Attached	USA_MI_Detroit.Metro.AP.725370_TMY3.epw	0.080467427	0.124763671	0.258364118	0.325196693	0.201975714	0.009232378	100848.9398
1 Attached	USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw	0.038946347	0.071878697	0.254669991	0.378961828	0.243122549	0.012420588	30994.2288
1 Attached	USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw	0.05288903	0.063767915	0.203700947	0.434689914	0.22521578	0.019736414	22218.65521
1 Attached	USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw	0.08920819	0.13312776	0.295358713	0.306263873	0.169341842	0.006699622	1703.482792
1 Attached	USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw	0.066287519	0.122163033	0.385808486	0.280169497	0.141948046	0.003623419	12973.52336
1 Attached	USA_MI_Muskegon.County.AP.726360_TMY3.epw	0.053970004	0.087936899	0.139818109	0.468235943	0.233502287	0.016536758	7469.646112
1 Attached	USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw	0.146372975	0.356983381	0.337071255	0.090660714	0.064539908	0.004371768	894.5548569
1 Attached	USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw	0.106302064	0.070689521	0.178444486	0.350935812	0.28732663	0.006301487	2627.171033
1 Attached	USA_MN_Duluth.Intl.AP.727450_TMY3.epw	0.171815309	0.130574774	0.209453897	0.200291559	0.270638884	0.017225577	3582.000458
1 Attached	USA_MN_International.Falls.Intl.AP.727470_TMY3.epw	0.030265421	0.101416324	0.07917436	0.305715023	0.423475516	0.059953356	763.1225417
1 Attached	USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw	0.028143963	0.027549633	0.165688455	0.456818595	0.306175034	0.015624321	140999.7214
1 Attached	USA_MN_Rochester.Intl.AP.726440_TMY3.epw	0.036937436	0.07671716	0.131702107	0.401860561	0.325323459	0.027459276	6725.163247
1 Attached	USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw	0.035868514	0.034520823	0.098686226	0.350752146	0.459920259	0.020252031	13312.46207
1 Attached	USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw	0.041097657	0.069920813	0.179764844	0.354720034	0.303994827	0.050501824	9344.676606
1 Attached	USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw	0.036776284	0.081218133	0.312288665	0.341446979	0.215751063	0.012518875	52728.94215
1 Attached	USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw	0.026679666	0.031390639	0.177587198	0.478980557	0.257002622	0.028359319	14291.78651
1 Attached	USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw	0.096777527	0.077256609	0.198033338	0.330184335	0.2769973	0.020750891	45673.15122
1 Attached	USA_MS_Jackson.Intl.AP.722350_TMY3.epw	0.039639136	0.108555997	0.326278942	0.396188188	0.120123592	0.009214145	4646.224044
1 Attached	USA_MS_Meridian-Key.Field.722340_TMY3.epw	0.107052244	0.132796625	0.336200545	0.200017616	0.180702061	0.043230909	2171.825454
1 Attached	USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw	0.045766954	0.094452781	0.23438928	0.269166649	0.317622603	0.038601734	3547.542652
1 Attached	USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw	0.087757824	0.1956496	0.132858961	0.366294565	0.198524852	0.018914198	227.7923409
1 Attached	USA_MT_Glasgow.Intl.AP.727680_TMY3.epw	0.091727186	0.137918999	0.415013533	0.175451706	0.177317206	0.00257137	320.5414536
1 Attached	USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw	0.072323241	0.061871829	0.214335649	0.186365645	0.332454708	0.132648928	1503.276389
1 Attached	USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	0.03764823	0.034761248	0.142137801	0.251076997	0.442880561	0.091495163	3774.05191
1 Attached	USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw	0.036569407	0.082992365	0.088872579	0.453551145	0.315016373	0.022998131	1489.617162
1 Attached	USA_MT_Lewistown.Muni.AP.726776_TMY3.epw	0.097483501	0.060594726	0.231739623	0.320313547	0.226321933	0.063546671	278.9951659
1 Attached	USA_MT_Miles.City.Muni.AP.742300_TMY3.epw	0.073400511	0.096918264	0.243357978	0.324854864	0.226112596	0.035355787	233.0260733
1 Attached	USA_MT_Missoula.Intl.AP.727730_TMY3.epw	0.07725384	0.124446761	0.296573731	0.233415079	0.260241012	0.008069577	2249.359328
1 Attached	USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw	0.050628777	0.078085244	0.14977429	0.404872736	0.30464927	0.011989683	6652.003526
1 Attached	USA_NC_Cape.Hatteras.723040_TMY3.epw	0.075589993	0.108119464	0.142536943	0.45657514	0.21055074	0.00662772	1142.959081
1 Attached	USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw	0.015316869	0.046895284	0.115122643	0.326452128	0.461030731	0.035182345	42682.58855
1 Attached	USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw	0.013396762	0.048040554	0.177415507	0.366105039	0.368612848	0.026429289	21805.15528
1 Attached	USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw	0.014302206	0.037611299	0.132716565	0.358455221	0.392522345	0.064392364	60164.09863
1 Attached	USA_NC_Wilmington.Intl.AP.723013_TMY3.epw	0.023658599	0.066749589	0.151758545	0.349332927	0.3299982	0.07850214	27961.24324
1 Attached	USA_ND_Bismarck.Muni.AP.727640_TMY3.epw	0.021025435	0.020419306	0.35288611	0.26148401	0.251633925	0.092551215	3644.347257
1 Attached	USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw	0.023736636	0.040589841	0.161063067	0.327711064	0.417923893	0.0289755	12282.29291
1 Attached	USA_ND_Minot.Intl.AP.727676_TMY3.epw	0.030782936	0.059533507	0.108539711	0.277658702	0.43192561	0.091559535	3493.352325
1 Attached	USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw	0.092544196	0.092890299	0.18449241	0.339459564	0.231510461	0.05910307	3382.360249
1 Attached	USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw	0.044205071	0.216743648	0.301599035	0.164971399	0.238575699	0.033905149	1170.413222
1 Attached	USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw	0.066092233	0.384419175	0.170249236	0.291747167	0.086533628	0.00095856	943.6449412
1 Attached	USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw	0.077861755	0.082603323	0.256279418	0.290083736	0.26175498	0.031416789	24397.96267
1 Attached	USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw	0.102876932	0.164268016	0.286843327	0.312255632	0.112716142	0.02103995	1214.195911
1 Attached	USA_NH_Concord.Muni.AP.726050_TMY3.epw	0.106975716	0.047575035	0.173530003	0.509018256	0.1482078	0.014693191	24380.78712
1 Attached	USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw	0.072338619	0.068535061	0.216276314	0.406352711	0.215010954	0.021486341	36229.31993
1 Attached	USA_NJ_Newark.Intl.AP.725020_TMY3.epw	0.136154562	0.088641487	0.165749911	0.464422365	0.134189798	0.010841878	221893.516
1 Attached	USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw	0.043499932	0.111660618	0.309965282	0.364973961	0.157433441	0.012466766	23052.28599
1 Attached	USA_NM_Tucumcari.AP.723676_TMY3.epw	0.020481715	0.107401837	0.381301444	0.368584011	0.111777041	0.010453952	1570.665829
1 Attached	USA_NV_Elko.Muni.AP.725825_TMY3.epw	0.007484333	0.102187447	0.382285701	0.370011436	0.121938733	0.01609235	144.2294876
1 Attached	USA_NV_Ely-Yelland.Field.724860_TMY3.epw	0.035109608	0.123255215	0.323066511	0.403408143	0.108893548	0.006266976	31.77455223
1 Attached	USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw	0.002646851	0.020488778	0.181503546	0.507484596	0.273983874	0.013892354	37014.47759
1 Attached	USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw	0.024111538	0.110768243	0.400184061	0.3023952	0.15555132	0.006989638	11382.4991
1 Attached	USA_NV_Tonopah.AP.724855_TMY3.epw	0.078909253	0.08294324	0.412286358	0.337302036	0.088325306	0.000233807	112.689082
1 Attached	USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw	0.035766886	0.138673261	0.318901456	0.341325621	0.049466876	0.115865901	138.80951
1 Attached	USA_NY_Albany.County.AP.725180_TMY3.epw	0.243829851	0.073025192	0.140386837	0.402330029	0.122441861	0.01798623	20301.46447
1 Attached	USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw	0.295669145	0.165479477	0.143266239	0.304833047	0.082495936	0.008256156	5750.590947
1 Attached	USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw	0.244907362	0.174955383	0.214112338	0.253005317	0.102913704	0.010105898	14323.77393
1 Attached	USA_NY_Massena.AP.726223_TMY3.epw	0.38447735	0.184716248	0.155380369	0.193398938	0.075935046	0.006092049	926.5397988
1 Attached	USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw	0.370665351	0.296107108	0.1423174	0.135679344	0.050548884	0.004681914	201399.7349
1 Attached	USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw	0.22801395	0.056931069	0.254902804	0.348541182	0.097170425	0.014440569	19902.34431
1 Attached	USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw	0.238967033	0.113361733	0.139991936	0.315250256	0.155611174	0.036817868	13255.68532
1 Attached	USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw	0.059764079	0.083666184	0.222810723	0.410005464	0.213217803	0.010535747	23422.15564
1 Attached	USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw	0.192073671	0.139941948	0.208231343	0.283305591	0.167345789	0.009101658	45700.98507
1 Attached	USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw	0.112453329	0.089483354	0.200412669	0.352208867	0.229900316	0.015541466	52890.5887
1 Attached	USA_OH_Dayton.Intl.AP.724290_TMY3.epw	0.152221347	0.10642881	0.260133497	0.296895984	0.169533629	0.014786733	28448.68976
1 Attached	USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw	0.145597038	0.083814026	0.193491277	0.215804045	0.343549139	0.017744475	4095.877972
1 Attached	USA_OH_Toledo.Express.AP.725360_TMY3.epw	0.103375047	0.103476855	0.236041042	0.333497317	0.217411635	0.006198105	14931.79076
1 Attached	USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw	0.131451642	0.127781583	0.179700777	0.353920365	0.191703824	0.015441809	10209.26394
1 Attached	USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw	0.048865804	0.103528634	0.341900144	0.325370602	0.150010144	0.030324672	16400.26849
1 Attached	USA_OK_Tulsa.Intl.AP.723560_TMY3.epw	0.071078965	0.107862612	0.36865259	0.326103336	0.103958209	0.022344289	10363.05409
1 Attached	USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw	0.135298851	0.213042465	0.186067879	0.245962278	0.209241007	0.01038752	826.0574423
1 Attached	USA_OR_Burns.Muni.AP.726830_TMY3.epw	0.130491312	0.200487462	0.237864728	0.221001193	0.207618875	0.002536429	195.3574813
1 Attached	USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw	0.031773025	0.131051916	0.486707741	0.253977326	0.089496955	0.006993036	8054.242746
1 Attached	USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw	0.088323191	0.13299149	0.251842454	0.244563498	0.266683735	0.015595632	6802.586822
1 Attached	USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	0.07719281	0.17440743	0.347925065	0.129649382	0.269692386	0.001132926	1789.518437
1 Attached	USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	0.063866218	0.256719059	0.224902202	0.26494704	0.163867192	0.025698289	4119.93017
1 Attached	USA_OR_Portland.Intl.AP.726980_TMY3.epw	0.053446841	0.069673428	0.239186162	0.274477322	0.343256544	0.019959702	45500.20888
1 Attached	USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	0.027988223	0.058777843	0.142993867	0.283185873	0.446016585	0.04103761	2709.618226
1 Attached	USA_OR_Salem-McNary.Field.726940_TMY3.epw	0.034143634	0.134485227	0.326643521	0.333490384	0.159459598	0.011777635	10556.85707
1 Attached	USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	0.400816107	0.137364013	0.143062069	0.20771182	0.101610169	0.009435823	146354.2386
1 Attached	USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	0.461501419	0.240188228	0.130648681	0.103176406	0.059882012	0.004603254	2884.329106
1 Attached	USA_PA_Erie.Intl.AP.725260_TMY3.epw	0.33254259	0.20096257	0.16029289	0.183556346	0.111352821	0.011292783	5792.20285
1 Attached	USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	0.34387269	0.149551874	0.101779459	0.228535508	0.155504576	0.020755893	122150.2523
1 Attached	USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	0.372562669	0.296853451	0.146097673	0.126415646	0.051247558	0.006823003	572057.3394
1 Attached	USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	0.339949886	0.161423416	0.150531433	0.198591056	0.129897475	0.019606735	86465.00408
1 Attached	USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	0.54868807	0.20263283	0.097110107	0.097177328	0.048371694	0.006019971	35730.12423
1 Attached	USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	0.515815973	0.1769916	0.086755303	0.134119847	0.075277984	0.011039293	19500.96849
1 Attached	USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	0.179807858	0.088949401	0.190048388	0.355601162	0.166314809	0.019278382	29791.05931
1 Attached	USA_SC_Charleston.Intl.AP.722080_TMY3.epw	0.044099107	0.038794749	0.20277747	0.256160624	0.413769699	0.04439835	15265.94706
1 Attached	USA_SC_Columbia.Metro.AP.723100_TMY3.epw	0.036657644	0.110626141	0.20570572	0.292101305	0.312754517	0.042154673	8717.776078
1 Attached	USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	0.019831419	0.0926833	0.189574686	0.385529905	0.288563656	0.023817034	13098.30958
1 Attached	USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	0.038448616	0.117006343	0.179953692	0.365015392	0.281996233	0.017579724	1512.701962
1 Attached	USA_SD_Pierre.Muni.AP.726686_TMY3.epw	0.100194849	0.146212692	0.283112568	0.239501746	0.203057058	0.027921088	415.5055452
1 Attached	USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	0.061443347	0.061877333	0.156090664	0.334281161	0.341403342	0.044904152	3438.864556
1 Attached	USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	0.039426335	0.061763274	0.159634295	0.281503858	0.327066271	0.130605967	7590.072139
1 Attached	USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	0.062410039	0.093972818	0.199234287	0.395493149	0.230902161	0.017987545	7022.804544
1 Attached	USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	0.028426504	0.111749699	0.171200168	0.3606043	0.294963481	0.033055847	9267.614591
1 Attached	USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	0.012535784	0.044214988	0.144205858	0.443441221	0.332763425	0.022838724	15743.61001
1 Attached	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.055784353	0.123446418	0.323733902	0.357479657	0.133997922	0.005557748	20610.05907
