Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Heating Fuel	Option=Both Shared	Option=Neither Shared	Option=Only Cooling Shared	Option=Only Heating Shared	Count	Weight
Multi-Family with 2 - 4 Units	1950s	Other Fuel	0.0	1.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1950s	Propane	0.0	1.0	0.0	0.0	1	14466.91654
Multi-Family with 2 - 4 Units	1960s	Electricity	0.0	0.8697484759999999	0.01699899	0.113252535	44	421294.9085
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	0.0	0.0	0.0	1.0	5	60754.85799
Multi-Family with 2 - 4 Units	1960s	Natural Gas	0.0	0.6508126710000001	0.0	0.349187329	54	629081.9636
Multi-Family with 2 - 4 Units	1960s	None	0.0	1.0	0.0	0.0	6	43145.03697
Multi-Family with 2 - 4 Units	1960s	Other Fuel	0.0	1.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1960s	Propane	0.0	1.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Electricity	0.031868111	0.8814339409999999	0.007912559	0.07878539	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	0.111856306	0.0	0.0	0.888143694	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	0.0	0.797217485	0.0	0.202782515	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	0.0	1.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	0.0	1.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	0.0	0.666666667	0.333333333	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1980s	Electricity	0.0	0.9281204209999999	0.0	0.071879579	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	0.0	0.0	0.0	1.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	0.057546395	0.840647447	0.0	0.10180615800000001	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	0.0	1.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	0.0	1.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	0.0	1.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Electricity	0.0	1.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	0.0	0.0	0.0	1.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	0.0	0.8589067570000001	0.078437311	0.062655932	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	0.0	1.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	0.0	1.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	0.0	0.0	0.0	1.0	1	53483.17588
Multi-Family with 2 - 4 Units	2000s	Electricity	0.0	1.0	0.0	0.0	29	243555.6484
Multi-Family with 2 - 4 Units	2000s	Fuel Oil	0.0	1.0	0.0	0.0	1	6454.552118
Multi-Family with 2 - 4 Units	2000s	Natural Gas	0.0	0.80738118	0.0	0.19261882	8	63536.237120000005
Multi-Family with 2 - 4 Units	2000s	None	0.0	1.0	0.0	0.0	6	39616.70741
Multi-Family with 2 - 4 Units	2000s	Other Fuel	0.0	1.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	2000s	Propane	0.0	1.0	0.0	0.0	2	15471.102219999999
Multi-Family with 2 - 4 Units	2010s	Electricity	0.0	1.0	0.0	0.0	29	243555.6484
Multi-Family with 2 - 4 Units	2010s	Fuel Oil	0.0	1.0	0.0	0.0	1	6454.552118
Multi-Family with 2 - 4 Units	2010s	Natural Gas	0.0	0.80738118	0.0	0.19261882	8	63536.237120000005
Multi-Family with 2 - 4 Units	2010s	None	0.0	1.0	0.0	0.0	6	39616.70741
Multi-Family with 2 - 4 Units	2010s	Other Fuel	0.0	1.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	2010s	Propane	0.0	1.0	0.0	0.0	2	15471.102219999999
Multi-Family with 5+ Units	<1940	Electricity	0.059888328	0.728026285	0.006526636999999999	0.20555874899999999	56	502007.7529
Multi-Family with 5+ Units	<1940	Fuel Oil	0.0	0.043691216	0.0	0.9563087840000001	59	565979.1473
Multi-Family with 5+ Units	<1940	Natural Gas	0.04584541599999999	0.245217921	0.0	0.708936663	125	1318270.34
Multi-Family with 5+ Units	<1940	None	0.0	0.974873965	0.025126035	0.0	21	169932.9737
Multi-Family with 5+ Units	<1940	Other Fuel	0.0	0.061829164000000006	0.0	0.938170836	13	144158.2143
Multi-Family with 5+ Units	<1940	Propane	0.0	0.0	0.0	1.0	2	23473.27772
Multi-Family with 5+ Units	1940s	Electricity	0.059888328	0.728026285	0.006526636999999999	0.20555874899999999	56	502007.7529
Multi-Family with 5+ Units	1940s	Fuel Oil	0.0	0.043691216	0.0	0.9563087840000001	59	565979.1473
Multi-Family with 5+ Units	1940s	Natural Gas	0.04584541599999999	0.245217921	0.0	0.708936663	125	1318270.34
Multi-Family with 5+ Units	1940s	None	0.0	0.974873965	0.025126035	0.0	21	169932.9737
Multi-Family with 5+ Units	1940s	Other Fuel	0.0	0.061829164000000006	0.0	0.938170836	13	144158.2143
Multi-Family with 5+ Units	1940s	Propane	0.0	0.0	0.0	1.0	2	23473.27772
Multi-Family with 5+ Units	1950s	Electricity	0.039430833	0.8000409559999999	0.0	0.160528211	48	441126.7363
Multi-Family with 5+ Units	1950s	Fuel Oil	0.054320072000000004	0.076606495	0.0	0.869073433	20	182435.1784
Multi-Family with 5+ Units	1950s	Natural Gas	0.088293217	0.396268169	0.0	0.515438614	47	510796.0669
Multi-Family with 5+ Units	1950s	None	0.0	1.0	0.0	0.0	17	138388.2082
Multi-Family with 5+ Units	1950s	Other Fuel	0.0	1.0	0.0	0.0	1	6818.518652
Multi-Family with 5+ Units	1950s	Propane	0.0	1.0	0.0	0.0	0	0.0
Multi-Family with 5+ Units	1960s	Electricity	0.073965587	0.8118865359999999	0.029024467999999998	0.085123409	91	956384.8813
Multi-Family with 5+ Units	1960s	Fuel Oil	0.0	0.078000855	0.0	0.921999145	21	178527.7472
Multi-Family with 5+ Units	1960s	Natural Gas	0.138599139	0.36654283200000004	0.039220257	0.45563777299999997	111	1170528.395
Multi-Family with 5+ Units	1960s	None	0.0	1.0	0.0	0.0	26	212488.5869
Multi-Family with 5+ Units	1960s	Other Fuel	0.0	0.35892174200000004	0.0	0.641078258	3	36939.525010000005
Multi-Family with 5+ Units	1960s	Propane	0.0	0.0	0.0	1.0	1	10550.53818
Multi-Family with 5+ Units	1970s	Electricity	0.061957134000000004	0.848896588	0.031615217	0.057531060999999994	201	1885519.116
Multi-Family with 5+ Units	1970s	Fuel Oil	0.0	0.0	0.0	1.0	10	68339.64631
Multi-Family with 5+ Units	1970s	Natural Gas	0.085114411	0.596235906	0.016224482	0.30242520100000003	160	1715172.0159999998
Multi-Family with 5+ Units	1970s	None	0.0	0.871847505	0.128152495	0.0	45	388273.8246
Multi-Family with 5+ Units	1970s	Other Fuel	0.539847956	0.17020934899999998	0.0	0.289942695	3	37271.4085
Multi-Family with 5+ Units	1970s	Propane	0.0	0.0	0.0	1.0	2	18035.57697
Multi-Family with 5+ Units	1980s	Electricity	0.031857038	0.878443064	0.023449182000000002	0.066250716	219	2173936.922
Multi-Family with 5+ Units	1980s	Fuel Oil	0.0	0.11753243599999999	0.0	0.882467564	7	64121.921389999996
Multi-Family with 5+ Units	1980s	Natural Gas	0.109641386	0.557018584	0.018944325	0.314395704	113	989707.0909
Multi-Family with 5+ Units	1980s	None	0.0	0.9543856279999999	0.045614372	0.0	24	200150.6692
Multi-Family with 5+ Units	1980s	Other Fuel	0.0	0.328676989	0.0	0.6713230109999999	5	60661.471379999995
Multi-Family with 5+ Units	1980s	Propane	0.0	1.0	0.0	0.0	1	5830.556835
Multi-Family with 5+ Units	1990s	Electricity	0.033008328999999996	0.923115923	0.004593314	0.039282434	139	1434875.506
Multi-Family with 5+ Units	1990s	Fuel Oil	0.113251992	0.0	0.0	0.886748008	6	48843.162260000005
Multi-Family with 5+ Units	1990s	Natural Gas	0.056660997000000005	0.809391375	0.0	0.13394762699999999	71	840879.8484
Multi-Family with 5+ Units	1990s	None	0.0	0.825336928	0.174663072	0.0	15	138399.4958
Multi-Family with 5+ Units	1990s	Other Fuel	0.0	0.0	0.0	1.0	1	6374.842753
Multi-Family with 5+ Units	1990s	Propane	0.5184319589999999	0.0	0.0	0.481568041	2	30400.005110000002
Multi-Family with 5+ Units	2000s	Electricity	0.022985132999999998	0.859721372	0.036681392	0.080612103	152	1510549.494
Multi-Family with 5+ Units	2000s	Fuel Oil	0.143542908	0.0	0.0	0.856457092	6	51635.21878
Multi-Family with 5+ Units	2000s	Natural Gas	0.034190987	0.867858427	0.0	0.09795058599999999	61	704316.5048
Multi-Family with 5+ Units	2000s	None	0.0	1.0	0.0	0.0	15	138293.8008
Multi-Family with 5+ Units	2000s	Other Fuel	0.0	0.0	0.0	1.0	2	13329.17065
Multi-Family with 5+ Units	2000s	Propane	1.0	0.0	0.0	0.0	1	15974.94285
Multi-Family with 5+ Units	2010s	Electricity	0.022985132999999998	0.859721372	0.036681392	0.080612103	152	1510549.494
Multi-Family with 5+ Units	2010s	Fuel Oil	0.143542908	0.0	0.0	0.856457092	6	51635.21878
Multi-Family with 5+ Units	2010s	Natural Gas	0.034190987	0.867858427	0.0	0.09795058599999999	61	704316.5048
Multi-Family with 5+ Units	2010s	None	0.0	1.0	0.0	0.0	15	138293.8008
Multi-Family with 5+ Units	2010s	Other Fuel	0.0	0.0	0.0	1.0	2	13329.17065
Multi-Family with 5+ Units	2010s	Propane	1.0	0.0	0.0	0.0	1	15974.94285
Single-Family Attached	<1940	Electricity	0.0	0.861967855	0.0	0.138032145	24	229975.5085
Single-Family Attached	<1940	Fuel Oil	0.0	0.946550542	0.0	0.053449458	28	273505.6838
Single-Family Attached	<1940	Natural Gas	0.0	0.9008240759999999	0.008997564	0.09017836	91	791037.8639
Single-Family Attached	<1940	None	0.0	1.0	0.0	0.0	2	12663.04579
Single-Family Attached	<1940	Other Fuel	0.0	1.0	0.0	0.0	4	44451.614389999995
Single-Family Attached	<1940	Propane	0.0	1.0	0.0	0.0	2	14519.528409999999
Single-Family Attached	1940s	Electricity	0.0	0.861967855	0.0	0.138032145	24	229975.5085
Single-Family Attached	1940s	Fuel Oil	0.0	0.946550542	0.0	0.053449458	28	273505.6838
Single-Family Attached	1940s	Natural Gas	0.0	0.9008240759999999	0.008997564	0.09017836	91	791037.8639
Single-Family Attached	1940s	None	0.0	1.0	0.0	0.0	2	12663.04579
Single-Family Attached	1940s	Other Fuel	0.0	1.0	0.0	0.0	4	44451.614389999995
Single-Family Attached	1940s	Propane	0.0	1.0	0.0	0.0	2	14519.528409999999
Single-Family Attached	1950s	Electricity	0.0	1.0	0.0	0.0	10	71621.08129
Single-Family Attached	1950s	Fuel Oil	0.0	0.6913425459999999	0.0	0.308657454	4	41551.14951
Single-Family Attached	1950s	Natural Gas	0.0	0.875130718	0.0	0.124869282	52	432912.1906
Single-Family Attached	1950s	None	0.0	1.0	0.0	0.0	5	29509.98173
Single-Family Attached	1950s	Other Fuel	0.0	1.0	0.0	0.0	0	0.0
Single-Family Attached	1950s	Propane	0.0	1.0	0.0	0.0	0	0.0
Single-Family Attached	1960s	Electricity	0.0	1.0	0.0	0.0	19	132337.3383
Single-Family Attached	1960s	Fuel Oil	0.0	0.560285583	0.0	0.439714417	8	50868.64485
Single-Family Attached	1960s	Natural Gas	0.0	0.935080861	0.0	0.064919139	41	298340.1235
Single-Family Attached	1960s	None	0.0	1.0	0.0	0.0	3	14936.38449
Single-Family Attached	1960s	Other Fuel	0.0	1.0	0.0	0.0	2	6920.255437000001
Single-Family Attached	1960s	Propane	0.0	1.0	0.0	0.0	0	0.0
Single-Family Attached	1970s	Electricity	0.0	1.0	0.0	0.0	45	332932.3051
Single-Family Attached	1970s	Fuel Oil	0.0	1.0	0.0	0.0	1	19348.078859999998
Single-Family Attached	1970s	Natural Gas	0.0	0.980706512	0.0	0.019293488	77	628823.6308
Single-Family Attached	1970s	None	0.0	0.922776672	0.077223328	0.0	10	68206.44313
Single-Family Attached	1970s	Other Fuel	0.0	1.0	0.0	0.0	0	0.0
Single-Family Attached	1970s	Propane	0.0	1.0	0.0	0.0	4	29961.77333
Single-Family Attached	1980s	Electricity	0.0	0.993559086	0.006440914	0.0	86	684180.4174
Single-Family Attached	1980s	Fuel Oil	0.0	1.0	0.0	0.0	1	9567.872936
Single-Family Attached	1980s	Natural Gas	0.008923430999999999	0.986420313	0.0	0.004656255	98	647696.2933
Single-Family Attached	1980s	None	0.0	1.0	0.0	0.0	6	44170.38637
Single-Family Attached	1980s	Other Fuel	0.0	1.0	0.0	0.0	2	8572.715247
Single-Family Attached	1980s	Propane	0.0	0.386909581	0.0	0.6130904189999999	2	10658.68118
Single-Family Attached	1990s	Electricity	0.0	1.0	0.0	0.0	40	267405.8735
Single-Family Attached	1990s	Fuel Oil	0.0	1.0	0.0	0.0	0	0.0
Single-Family Attached	1990s	Natural Gas	0.01666508	0.98333492	0.0	0.0	66	459708.3761
Single-Family Attached	1990s	None	0.0	1.0	0.0	0.0	2	10492.173490000001
Single-Family Attached	1990s	Other Fuel	0.0	1.0	0.0	0.0	0	0.0
Single-Family Attached	1990s	Propane	0.262374881	0.737625119	0.0	0.0	3	22131.30936
Single-Family Attached	2000s	Electricity	0.002619595	0.997380405	0.0	0.0	52	343196.9437
Single-Family Attached	2000s	Fuel Oil	0.0	1.0	0.0	0.0	1	2947.922889
Single-Family Attached	2000s	Natural Gas	0.009023719	0.9909762809999999	0.0	0.0	93	636840.3889
Single-Family Attached	2000s	None	0.0	1.0	0.0	0.0	3	16594.071809999998
Single-Family Attached	2000s	Other Fuel	0.0	1.0	0.0	0.0	1	8518.843339000001
Single-Family Attached	2000s	Propane	0.0	0.41936794899999996	0.0	0.580632051	2	19744.45946
Single-Family Attached	2010s	Electricity	0.002619595	0.997380405	0.0	0.0	52	343196.9437
Single-Family Attached	2010s	Fuel Oil	0.0	1.0	0.0	0.0	1	2947.922889
Single-Family Attached	2010s	Natural Gas	0.009023719	0.9909762809999999	0.0	0.0	93	636840.3889
Single-Family Attached	2010s	None	0.0	1.0	0.0	0.0	3	16594.071809999998
Single-Family Attached	2010s	Other Fuel	0.0	1.0	0.0	0.0	1	8518.843339000001
Single-Family Attached	2010s	Propane	0.0	0.41936794899999996	0.0	0.580632051	2	19744.45946
Single-Family Detached	<1940	Electricity	0.0	1.0	0.0	0.0	179	1585427.493
Single-Family Detached	<1940	Fuel Oil	0.0	1.0	0.0	0.0	195	1607788.1940000001
Single-Family Detached	<1940	Natural Gas	0.0	1.0	0.0	0.0	794	7674107.1110000005
Single-Family Detached	<1940	None	0.0	1.0	0.0	0.0	29	234199.0048
Single-Family Detached	<1940	Other Fuel	0.0	1.0	0.0	0.0	74	751935.2115
Single-Family Detached	<1940	Propane	0.0	1.0	0.0	0.0	74	777692.2270000001
Single-Family Detached	1940s	Electricity	0.0	1.0	0.0	0.0	179	1585427.493
Single-Family Detached	1940s	Fuel Oil	0.0	1.0	0.0	0.0	195	1607788.1940000001
Single-Family Detached	1940s	Natural Gas	0.0	1.0	0.0	0.0	794	7674107.1110000005
Single-Family Detached	1940s	None	0.0	1.0	0.0	0.0	29	234199.0048
Single-Family Detached	1940s	Other Fuel	0.0	1.0	0.0	0.0	74	751935.2115
Single-Family Detached	1940s	Propane	0.0	1.0	0.0	0.0	74	777692.2270000001
Single-Family Detached	1950s	Electricity	0.0	1.0	0.0	0.0	207	1807535.956
Single-Family Detached	1950s	Fuel Oil	0.0	1.0	0.0	0.0	130	1125970.7240000002
Single-Family Detached	1950s	Natural Gas	0.0	1.0	0.0	0.0	692	6530017.106000001
Single-Family Detached	1950s	None	0.0	1.0	0.0	0.0	34	245079.1123
Single-Family Detached	1950s	Other Fuel	0.0	1.0	0.0	0.0	31	342901.5305
Single-Family Detached	1950s	Propane	0.0	1.0	0.0	0.0	26	289433.873
Single-Family Detached	1960s	Electricity	0.0	1.0	0.0	0.0	233	2138746.319
Single-Family Detached	1960s	Fuel Oil	0.0	1.0	0.0	0.0	66	582266.985
Single-Family Detached	1960s	Natural Gas	0.0	1.0	0.0	0.0	553	5104250.943
Single-Family Detached	1960s	None	0.0	1.0	0.0	0.0	39	301847.3544
Single-Family Detached	1960s	Other Fuel	0.0	1.0	0.0	0.0	30	283518.8594
Single-Family Detached	1960s	Propane	0.0	1.0	0.0	0.0	26	280877.8472
Single-Family Detached	1970s	Electricity	0.0	1.0	0.0	0.0	368	3152778.6760000004
Single-Family Detached	1970s	Fuel Oil	0.0	1.0	0.0	0.0	65	562191.8664
Single-Family Detached	1970s	Natural Gas	0.0	1.0	0.0	0.0	558	4762722.618
Single-Family Detached	1970s	None	0.0	1.0	0.0	0.0	27	193474.5453
Single-Family Detached	1970s	Other Fuel	0.0	1.0	0.0	0.0	63	523211.2402
Single-Family Detached	1970s	Propane	0.0	1.0	0.0	0.0	55	595919.0203
Single-Family Detached	1980s	Electricity	0.0	1.0	0.0	0.0	358	3398622.546
Single-Family Detached	1980s	Fuel Oil	0.0	1.0	0.0	0.0	39	316475.4071
Single-Family Detached	1980s	Natural Gas	0.0	1.0	0.0	0.0	461	4187871.027
Single-Family Detached	1980s	None	0.0	1.0	0.0	0.0	25	180789.3485
Single-Family Detached	1980s	Other Fuel	0.0	1.0	0.0	0.0	52	452584.6744
Single-Family Detached	1980s	Propane	0.0	1.0	0.0	0.0	62	682867.5101
Single-Family Detached	1990s	Electricity	0.0	1.0	0.0	0.0	406	3809057.2830000003
Single-Family Detached	1990s	Fuel Oil	0.0	1.0	0.0	0.0	35	261198.2521
Single-Family Detached	1990s	Natural Gas	0.0	1.0	0.0	0.0	541	5082152.6389999995
Single-Family Detached	1990s	None	0.0	1.0	0.0	0.0	16	137252.8329
Single-Family Detached	1990s	Other Fuel	0.0	1.0	0.0	0.0	22	203547.4767
Single-Family Detached	1990s	Propane	0.0	1.0	0.0	0.0	82	863876.2305
Single-Family Detached	2000s	Electricity	0.0	1.0	0.0	0.0	467	4108537.787
Single-Family Detached	2000s	Fuel Oil	0.0	1.0	0.0	0.0	35	221335.2064
Single-Family Detached	2000s	Natural Gas	0.0	1.0	0.0	0.0	539	5138095.172
Single-Family Detached	2000s	None	0.0	1.0	0.0	0.0	11	83305.87571000001
Single-Family Detached	2000s	Other Fuel	0.0	1.0	0.0	0.0	32	311768.6376
Single-Family Detached	2000s	Propane	0.0	1.0	0.0	0.0	72	942471.4708
Single-Family Detached	2010s	Electricity	0.0	1.0	0.0	0.0	467	4108537.787
Single-Family Detached	2010s	Fuel Oil	0.0	1.0	0.0	0.0	35	221335.2064
Single-Family Detached	2010s	Natural Gas	0.0	1.0	0.0	0.0	539	5138095.172
Single-Family Detached	2010s	None	0.0	1.0	0.0	0.0	11	83305.87571000001
Single-Family Detached	2010s	Other Fuel	0.0	1.0	0.0	0.0	32	311768.6376
Single-Family Detached	2010s	Propane	0.0	1.0	0.0	0.0	72	942471.4708
