Parameter Name	Option Name	Measure Dir	Measure Arg 1	Measure Arg 2	...										
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 2 Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 2 Stories; Pier & Beam Foundation; FIXME: Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 2 Stories; Unheated Basement Foundation; FIXME: Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 2 Stories; Heated Basement Foundation; FIXME: Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 2 Stories; Crawl Foundation; FIXME: Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 2 Stories; Slab Foundation; FIXME: Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 3+ Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 3+ Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 3+ Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 3+ Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 3+ Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 3+ Stories; Pier & Beam Foundation; FIXME: Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 3+ Stories; Unheated Basement Foundation; FIXME: Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 3+ Stories; Heated Basement Foundation; FIXME: Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 3+ Stories; Crawl Foundation; FIXME: Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Geometry	4500+ sqft; 3+ Stories; Slab Foundation; FIXME: Garage	CreateResidentialGeometry	total_ffa=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_protrusion=0.0	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12	
		AddResidentialBedroomsAndBathrooms	Num_Br=4	Num_Ba=3.5	occupants=auto	"weekday_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"weekend_sch=1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.88310, 0.40861, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.24189, 0.29498, 0.55310, 0.89693, 0.89693, 0.89693, 1.00000, 1.00000, 1.00000"	"monthly_sch=1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0"							
Orientation	North	CreateResidentialOrientation	orientation=180												
Eaves	2 ft	CreateResidentialEaves	"roof_structure=truss, cantilever"	eaves_depth=2											
Overhangs	None	CreateResidentialOverhangs	depth=0	offset=0	front_facade=false	back_facade=false	left_facade=false	right_facade=false							
Door Area	20 ft^2	CreateResidentialDoorArea	userdefineddoorarea=20												
Window Areas	F15 B15 L15 R15	CreateResidentialWindowArea	front_wwr=0.15	back_wwr=0.15	left_wwr=0.15	right_wwr=0.15	aspect_ratio=1.333								
Neighbors	Left/Right at 15ft	CreateResidentialNeighbors	left_neighbor_offset=15	right_neighbor_offset=15	back_neighbor_offset=0	front_neighbor_offset=0									
Orientation	South	CreateResidentialOrientation	orientation=0												
Orientation	East	CreateResidentialOrientation	orientation=270												
Orientation	West	CreateResidentialOrientation	orientation=90												
Insulation Unfinished Attic	"Uninsulated, Vented"	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=0	ceil_grade=I	ceil_ins_thick_in=2.95	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25			
Insulation Unfinished Attic	"Ceiling R-7, Vented"	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=7	ceil_grade=I	ceil_ins_thick_in=2.95	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25			
Insulation Unfinished Attic	"Ceiling R-13, Vented"	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=13	ceil_grade=I	ceil_ins_thick_in=5.47	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25			
Insulation Unfinished Attic	"Ceiling R-19, Vented"	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=19	ceil_grade=I	ceil_ins_thick_in=7.41	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25			
Insulation Unfinished Attic	"Ceiling R-30, Vented"	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=30	ceil_grade=I	ceil_ins_thick_in=11.23	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25			
Insulation Unfinished Attic	"Ceiling R-38, Vented"	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=38	ceil_grade=I	ceil_ins_thick_in=14.01	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25			
Insulation Unfinished Attic	"Ceiling R-49, Vented"	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=49	ceil_grade=I	ceil_ins_thick_in=17.84	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25			
Insulation Unfinished Attic	"Ceiling R-60, Vented"	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=60	ceil_grade=I	ceil_ins_thick_in=21.66	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25			
Insulation Walls	Uninsulated	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=0	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=false	selectedffactor=0.25								
Insulation Walls	R-7	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=7	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=false	selectedffactor=0.25								
Insulation Walls	R-11	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=11	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=true	selectedffactor=0.25								
Insulation Walls	R-13	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=13	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=true	selectedffactor=0.25								
Insulation Walls	R-15	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=15	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=true	selectedffactor=0.25								
Insulation Walls	R-19	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=19	selectedinstallgrade=1	selectedcavitydepth=5.5	selectedinsfills=true	selectedffactor=0.22								
Insulation Walls	R-36	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=36	selectedinstallgrade=1	selectedcavitydepth=5.5	selectedinsfills=true	selectedffactor=0.22								
Insulation Walls Interzonal	Uninsulated	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=0	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=false	selectedffactor=0.25								
Insulation Walls Interzonal	R-7	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=7	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=false	selectedffactor=0.25								
Insulation Walls Interzonal	R-11	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=11	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=true	selectedffactor=0.25								
Insulation Walls Interzonal	R-13	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=13	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=true	selectedffactor=0.25								
Insulation Walls Interzonal	R-15	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=15	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=true	selectedffactor=0.25								
Insulation Walls Interzonal	R-19	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=19	selectedinstallgrade=1	selectedcavitydepth=5.5	selectedinsfills=true	selectedffactor=0.22								
Insulation Walls Interzonal	R-36	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=36	selectedinstallgrade=1	selectedcavitydepth=5.5	selectedinsfills=true	selectedffactor=0.22								
Insulation Slab	Uninsulated	ProcessConstructionsFoundationsFloorsSlab	perim_r=0	perim_width=0	whole_r=0	gap_r=0	ext_r=0	ext_depth=0	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2			
Insulation Slab	"2ft R5 Perimeter, R5 Gap"	ProcessConstructionsFoundationsFloorsSlab	perim_r=5	perim_width=2	whole_r=0	gap_r=5	ext_r=0	ext_depth=0	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2			
Insulation Slab	"2ft R10 Perimeter, R10 Gap"	ProcessConstructionsFoundationsFloorsSlab	perim_r=10	perim_width=2	whole_r=0	gap_r=10	ext_r=0	ext_depth=0	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2			
Insulation Slab	"4ft R5 Perimeter, R5 Gap"	ProcessConstructionsFoundationsFloorsSlab	perim_r=5	perim_width=4	whole_r=0	gap_r=5	ext_r=0	ext_depth=0	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2			
Insulation Slab	2ft R5 Exterior	ProcessConstructionsFoundationsFloorsSlab	perim_r=0	perim_width=0	whole_r=0	gap_r=0	ext_r=5	ext_depth=2	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2			
Insulation Slab	2ft R10 Exterior	ProcessConstructionsFoundationsFloorsSlab	perim_r=0	perim_width=0	whole_r=0	gap_r=0	ext_r=10	ext_depth=2	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2			
