Building,Usage Level,Corridor,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Solar Hot Water,Ceiling Fan,Dehumidifier,Refrigeration Schedule,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Pool Schedule,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,ASHRAE IECC Climate Zone 2004,County,Location,AHS Region,State,Location Region,Census Division,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units HL,Geometry Foundation Type,Geometry Wall Type,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Has Rear Units MF,Geometry Building Horizontal Location MF,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Garage,Bedrooms,Occupants,Vacancy Status,Orientation,Window Areas,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier,Roof Material Unfinished Attic,Roof Material Finished Roof,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Windows,Water Heater,Hot Water Distribution,HVAC System Is Shared,HVAC System Shared Electricity,HVAC System Shared Natural Gas,HVAC System Shared Propane,HVAC System Shared Fuel Oil,HVAC System Shared Other Fuel,HVAC System Shared None,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Ducts,Infiltration,Geometry Perimeter Footprint Ratio
160,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour3,Hour14,None,4A,"MD, Prince George's County",MD_Baltimore-Washington.Intl.AP.724060,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 01102",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Heated Basement,Masonry,2000-2499,1500-2499,1,None,None,No,None,8,Left,2 Car,3,2,Occupied,West,F6 B6 L6 R6,27,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-5,None,R-19,"CMU, 6-in Hollow, R-11",2+ Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 8",Central,70F,72F,No,No,0F,0F,None,None,EF 15.9,"Electric, 80% Usage","318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,In Finished Space,20 ACH50,0.13
161,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour3,Hour14,None,4A,"MD, Prince George's County",MD_Baltimore-Washington.Intl.AP.724060,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 01102",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Heated Basement,Masonry,2000-2499,1500-2499,1,None,None,No,None,8,Middle,2 Car,3,2,Occupied,West,F6 B6 L6 R6,27,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-5,None,R-19,"CMU, 6-in Hollow, R-11",2+ Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 8",Central,70F,72F,No,No,0F,0F,None,None,EF 15.9,"Electric, 80% Usage","318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,In Finished Space,20 ACH50,0.13
162,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour3,Hour14,None,4A,"MD, Prince George's County",MD_Baltimore-Washington.Intl.AP.724060,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 01102",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Heated Basement,Masonry,2000-2499,1500-2499,1,None,None,No,None,8,Right,2 Car,3,2,Occupied,West,F6 B6 L6 R6,27,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-5,None,R-19,"CMU, 6-in Hollow, R-11",2+ Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 8",Central,70F,72F,No,No,0F,0F,None,None,EF 15.9,"Electric, 80% Usage","318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,In Finished Space,20 ACH50,0.13
163,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour2,Hour19,None,4A,"PA, Philadelphia County",PA_Philadelphia.Intl.AP.724080,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03201",Single-Family Attached,1960s,1960-79,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1500-1999,1500-2499,1,None,None,No,None,6,Left,1 Car,2,3,Occupied,Northeast,F15 B15 L15 R15,12,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",1 Pane,Gas Tankless,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 72% AFUE",None,None,None,None,None,None,72F,68F,Yes,Yes,3F,5F,Day Setup -1h,Day -1h,EF 17.6,"Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,"EF 12, National Average",None,None,None,None,"20% Leakage, R-4",20 ACH50,0.13
164,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour2,Hour19,None,4A,"PA, Philadelphia County",PA_Philadelphia.Intl.AP.724080,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03201",Single-Family Attached,1960s,1960-79,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1500-1999,1500-2499,1,None,None,No,None,6,Middle,1 Car,2,3,Occupied,Northeast,F15 B15 L15 R15,12,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",1 Pane,Gas Tankless,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 72% AFUE",None,None,None,None,None,None,72F,68F,Yes,Yes,3F,5F,Day Setup -1h,Day -1h,EF 17.6,"Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,"EF 12, National Average",None,None,None,None,"20% Leakage, R-4",20 ACH50,0.13
165,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour2,Hour19,None,4A,"PA, Philadelphia County",PA_Philadelphia.Intl.AP.724080,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03201",Single-Family Attached,1960s,1960-79,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1500-1999,1500-2499,1,None,None,No,None,6,Right,1 Car,2,3,Occupied,Northeast,F15 B15 L15 R15,12,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",1 Pane,Gas Tankless,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 72% AFUE",None,None,None,None,None,None,72F,68F,Yes,Yes,3F,5F,Day Setup -1h,Day -1h,EF 17.6,"Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,"EF 12, National Average",None,None,None,None,"20% Leakage, R-4",20 ACH50,0.13
166,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour23,Hour4,None,5A,"PA, Schuylkill County",PA_Allentown-Lehigh.Valley.Intl.AP.725170,Non-CBSA Middle Atlantic,PA,CR07,Middle Atlantic,Northeast,PJM,Cold,"PA, 02600",Single-Family Attached,<1940,<1940,Single-Family Attached,Fuel Oil,<5,Heated Basement,Masonry,0-499,0-1499,3,None,None,No,None,8,Left,None,2,3,Occupied,South,F30 B30 L30 R30,27,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Oil Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,None,None,"Oil Furnace, 80% AFUE",None,None,None,None,68F,72F,Yes,No,6F,0F,None,Night -3h,EF 17.6,"Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,In Finished Space,25 ACH50,0.13
167,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour23,Hour4,None,5A,"PA, Schuylkill County",PA_Allentown-Lehigh.Valley.Intl.AP.725170,Non-CBSA Middle Atlantic,PA,CR07,Middle Atlantic,Northeast,PJM,Cold,"PA, 02600",Single-Family Attached,<1940,<1940,Single-Family Attached,Fuel Oil,<5,Heated Basement,Masonry,0-499,0-1499,3,None,None,No,None,8,Middle,None,2,3,Occupied,South,F30 B30 L30 R30,27,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Oil Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,None,None,"Oil Furnace, 80% AFUE",None,None,None,None,68F,72F,Yes,No,6F,0F,None,Night -3h,EF 17.6,"Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,In Finished Space,25 ACH50,0.13
168,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour23,Hour4,None,5A,"PA, Schuylkill County",PA_Allentown-Lehigh.Valley.Intl.AP.725170,Non-CBSA Middle Atlantic,PA,CR07,Middle Atlantic,Northeast,PJM,Cold,"PA, 02600",Single-Family Attached,<1940,<1940,Single-Family Attached,Fuel Oil,<5,Heated Basement,Masonry,0-499,0-1499,3,None,None,No,None,8,Right,None,2,3,Occupied,South,F30 B30 L30 R30,27,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Oil Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,None,None,"Oil Furnace, 80% AFUE",None,None,None,None,68F,72F,Yes,No,6F,0F,None,Night -3h,EF 17.6,"Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,In Finished Space,25 ACH50,0.13
169,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour15,Hour17,None,3C,"CA, Santa Cruz County",CA_San.Francisco.Intl.AP.724940,Non-CBSA Pacific,CA,CR11,Pacific,West,CAISO,Marine,"CA, 08702",Single-Family Attached,1980s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,WoodStud,1500-1999,1500-2499,2,None,None,No,None,10,Left,None,3,3,Occupied,Northeast,F12 B12 L12 R12,27,"Ceiling R-7, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,R-19,"Wood Stud, R-11",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,None,None,68F,60F,Yes,No,12F,0F,None,Night -5h,EF 17.6,"Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"10% Leakage, Uninsulated",8 ACH50,0.13
170,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour15,Hour17,None,3C,"CA, Santa Cruz County",CA_San.Francisco.Intl.AP.724940,Non-CBSA Pacific,CA,CR11,Pacific,West,CAISO,Marine,"CA, 08702",Single-Family Attached,1980s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,WoodStud,1500-1999,1500-2499,2,None,None,No,None,10,Middle,None,3,3,Occupied,Northeast,F12 B12 L12 R12,27,"Ceiling R-7, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,R-19,"Wood Stud, R-11",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,None,None,68F,60F,Yes,No,12F,0F,None,Night -5h,EF 17.6,"Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"10% Leakage, Uninsulated",8 ACH50,0.13
171,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour15,Hour17,None,3C,"CA, Santa Cruz County",CA_San.Francisco.Intl.AP.724940,Non-CBSA Pacific,CA,CR11,Pacific,West,CAISO,Marine,"CA, 08702",Single-Family Attached,1980s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,WoodStud,1500-1999,1500-2499,2,None,None,No,None,10,Right,None,3,3,Occupied,Northeast,F12 B12 L12 R12,27,"Ceiling R-7, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,R-19,"Wood Stud, R-11",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,None,None,68F,60F,Yes,No,12F,0F,None,Night -5h,EF 17.6,"Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"10% Leakage, Uninsulated",8 ACH50,0.13
172,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour20,Hour8,None,4A,"PA, Philadelphia County",PA_Philadelphia.Intl.AP.724080,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03203",Single-Family Attached,1950s,1940-59,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,1000-1499,0-1499,1,None,None,No,None,5,Left,None,2,2,Occupied,West,F18 B18 L18 R18,27,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,70F,70F,Yes,No,12F,0F,None,Day +5h,EF 15.9,"Electric, 80% Usage",None,Yes,"Standard, 80% Usage",None,None,None,None,None,None,None,In Finished Space,25 ACH50,0.13
173,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour20,Hour8,None,4A,"PA, Philadelphia County",PA_Philadelphia.Intl.AP.724080,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03203",Single-Family Attached,1950s,1940-59,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,1000-1499,0-1499,1,None,None,No,None,5,Middle,None,2,2,Occupied,West,F18 B18 L18 R18,27,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,70F,70F,Yes,No,12F,0F,None,Day +5h,EF 15.9,"Electric, 80% Usage",None,Yes,"Standard, 80% Usage",None,None,None,None,None,None,None,In Finished Space,25 ACH50,0.13
174,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour20,Hour8,None,4A,"PA, Philadelphia County",PA_Philadelphia.Intl.AP.724080,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03203",Single-Family Attached,1950s,1940-59,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,1000-1499,0-1499,1,None,None,No,None,5,Right,None,2,2,Occupied,West,F18 B18 L18 R18,27,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,70F,70F,Yes,No,12F,0F,None,Day +5h,EF 15.9,"Electric, 80% Usage",None,Yes,"Standard, 80% Usage",None,None,None,None,None,None,None,In Finished Space,25 ACH50,0.13
175,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour19,Hour17,None,4A,"DE, New Castle County",DE_Wilmington-New.Castle.County.AP.724089,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",DE,CR08,South Atlantic,South,PJM,Mixed-Humid,"DE, 00103",Single-Family Attached,1990s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,Masonry,1500-1999,1500-2499,2,None,None,No,None,6,Left,1 Car,2,2,Occupied,West,F6 B6 L6 R6,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,R-19,"CMU, 6-in Hollow, R-15",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Central,70F,70F,No,Yes,0F,2F,Day Setup and Night Setback +5h,None,EF 15.9,"Gas, 80% Usage","318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",EF 15.9,None,None,None,None,None,"30% Leakage, Uninsulated",6 ACH50,0.13
176,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour19,Hour17,None,4A,"DE, New Castle County",DE_Wilmington-New.Castle.County.AP.724089,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",DE,CR08,South Atlantic,South,PJM,Mixed-Humid,"DE, 00103",Single-Family Attached,1990s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,Masonry,1500-1999,1500-2499,2,None,None,No,None,6,Middle,1 Car,2,2,Occupied,West,F6 B6 L6 R6,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,R-19,"CMU, 6-in Hollow, R-15",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Central,70F,70F,No,Yes,0F,2F,Day Setup and Night Setback +5h,None,EF 15.9,"Gas, 80% Usage","318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",EF 15.9,None,None,None,None,None,"30% Leakage, Uninsulated",6 ACH50,0.13
177,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour19,Hour17,None,4A,"DE, New Castle County",DE_Wilmington-New.Castle.County.AP.724089,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",DE,CR08,South Atlantic,South,PJM,Mixed-Humid,"DE, 00103",Single-Family Attached,1990s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,Masonry,1500-1999,1500-2499,2,None,None,No,None,6,Right,1 Car,2,2,Occupied,West,F6 B6 L6 R6,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,R-19,"CMU, 6-in Hollow, R-15",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Central,70F,70F,No,Yes,0F,2F,Day Setup and Night Setback +5h,None,EF 15.9,"Gas, 80% Usage","318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",EF 15.9,None,None,None,None,None,"30% Leakage, Uninsulated",6 ACH50,0.13
178,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour3,Hour10,None,5A,"PA, Dauphin County",PA_Harrisburg-Capital.City.AP.725118,Non-CBSA Middle Atlantic,PA,CR07,Middle Atlantic,Northeast,PJM,Cold,"PA, 02401",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,750-999,0-1499,2,None,None,No,None,10,Left,None,2,4,Occupied,East,F6 B6 L6 R6,2,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,None,None,70F,72F,Yes,Yes,12F,5F,Day Setup +3h,Night -1h,EF 17.6,"Gas, 120% Usage",None,Yes,"Standard, 120% Usage","Electric, 120% Usage",EF 10.5,"EF 12, National Average",None,Has Pool,None,1.0 HP Pump,In Finished Space,25 ACH50,0.13
179,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour3,Hour10,None,5A,"PA, Dauphin County",PA_Harrisburg-Capital.City.AP.725118,Non-CBSA Middle Atlantic,PA,CR07,Middle Atlantic,Northeast,PJM,Cold,"PA, 02401",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,750-999,0-1499,2,None,None,No,None,10,Middle,None,2,4,Occupied,East,F6 B6 L6 R6,2,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,None,None,70F,72F,Yes,Yes,12F,5F,Day Setup +3h,Night -1h,EF 17.6,"Gas, 120% Usage",None,Yes,"Standard, 120% Usage","Electric, 120% Usage",EF 10.5,"EF 12, National Average",None,Has Pool,None,1.0 HP Pump,In Finished Space,25 ACH50,0.13
