Building,Usage Level,Corridor,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Solar Hot Water,Ceiling Fan,Dehumidifier,Refrigeration Schedule,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Pool Schedule,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,ASHRAE IECC Climate Zone 2004,County,Location,AHS Region,State,Location Region,Census Division,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units HL,Geometry Foundation Type,Geometry Wall Type,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Has Rear Units MF,Geometry Building Horizontal Location MF,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Garage,Bedrooms,Occupants,Vacancy Status,Orientation,Window Areas,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier,Roof Material Unfinished Attic,Roof Material Finished Roof,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Windows,Water Heater,Hot Water Distribution,HVAC System Is Shared,HVAC System Shared Electricity,HVAC System Shared Natural Gas,HVAC System Shared Propane,HVAC System Shared Fuel Oil,HVAC System Shared Other Fuel,HVAC System Shared None,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Ducts,Infiltration,Geometry Perimeter Footprint Ratio
414,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour3,Hour16,None,5B,"UT, Utah County",UT_Salt.Lake.City.Intl.AP.725720,Non-CBSA Mountain,UT,CR05,Mountain,West,None,Cold,"UT, 49003",Single-Family Detached,1990s,1980-99,Single-Family Detached,Natural Gas,<5,Heated Basement,WoodStud,4000+,4000+,3,None,None,No,None,None,None,2 Car,5,4,Occupied,North,F6 B6 L6 R6,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-10,None,R-19,"Wood Stud, R-11",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,None,None,75F,72F,No,Yes,0F,2F,Night Setup +4h,None,EF 17.6,"Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Gas, 100% Usage",EF 17.6,"EF 12, National Average",None,None,None,None,In Finished Space,2 ACH50,0.13
415,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour0,Hour18,None,2A,"FL, Palm Beach County",FL_West.Palm.Beach.Intl.AP.722030,"CBSA Miami-Fort Lauderdale-West Palm Beach, FL",FL,CR09,South Atlantic,South,None,Hot-Humid,"FL, 09904",Single-Family Detached,1970s,1960-79,Single-Family Detached,Electricity,<5,Slab,WoodStud,2500-2999,2500-3999,2,None,None,No,None,None,None,2 Car,3,2,Occupied,West,F18 B18 L18 R18,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Wood Stud, Uninsulated",2+ Pane,Propane Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 8",Central,70F,78F,Yes,No,3F,0F,None,Day and Night -5h,EF 10.2,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,None,None,None,None,None,"10% Leakage, R-4",15 ACH50,0.13
416,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour21,Hour17,None,3A,"AL, Coffee County",AL_Montgomery-Dannelly.Field.722260,Non-CBSA East South Central,AL,CR09,East South Central,South,None,Hot-Humid,"AL, 02300",Single-Family Detached,1960s,1960-79,Single-Family Detached,Electricity,<5,Crawl,Masonry,1000-1499,0-1499,1,None,None,No,None,None,None,2 Car,2,2,Occupied,East,F6 B6 L6 R6,Left/Right at 15ft,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 13",Central,68F,70F,No,No,0F,0F,None,None,EF 17.6,"Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage",None,None,None,None,None,None,None,"20% Leakage, Uninsulated",15 ACH50,0.13
417,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour4,Hour16,None,5A,"NY, Onondaga County",NY_Syracuse-Hancock.Intl.AP.725190,Non-CBSA Middle Atlantic,NY,CR07,Middle Atlantic,Northeast,NYISO,Cold,"NY, 00701",2 Unit,<1940,<1940,Multi-Family with 2 - 4 Units,Natural Gas,<5,Unheated Basement,Masonry,750-999,0-1499,1,Bottom,2,Yes,Right,None,None,None,3,3,Occupied,North,F12 B12 L12 R12,12,None,R-19,None,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Tankless,"Uninsulated, TrunkBranch, Copper",Only Heating Shared,None,Boiler Baseboards Heating Only,None,None,None,None,No,None,None,None,None,None,None,None,"AC, SEER 10",Central,70F,60F,No,Yes,0F,5F,Day Setup,None,EF 15.9,"Gas, 80% Usage",None,None,None,None,None,None,None,None,None,None,"20% Leakage, Uninsulated",15 ACH50,0.13
418,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour4,Hour12,None,5A,"PA, Lawrence County",OH_Youngstown.Rgnl.AP.725250,Non-CBSA Middle Atlantic,PA,CR07,Middle Atlantic,Northeast,PJM,Cold,"PA, 01501",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,<5,Crawl,WoodStud,2500-2999,2500-3999,2,None,None,No,None,None,None,None,3,2,Occupied,West,F12 B12 L12 R12,Left/Right at 15ft,"Ceiling R-7, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 76% AFUE",None,None,None,None,"AC, SEER 13",Central,70F,67F,No,No,0F,0F,None,None,EF 17.6,"Gas, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Gas, 120% Usage",EF 10.5,None,None,None,None,None,"20% Leakage, Uninsulated",15 ACH50,0.13
419,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,Gas Grill,None,National Average,None,"Year-Round, 3 days/wk",None,Hour18,Hour8,None,4A,"NY, Queens County",NY_New.York-J.F.Kennedy.Intl.AP.744860,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04114",50 or more Unit,1960s,1960-79,Multi-Family with 5+ Units,Natural Gas,50 or more Units high,Unheated Basement,Masonry,750-999,0-1499,3,Top,54,Yes,Middle,None,None,None,1,2,Occupied,East,F30 B30 L30 R30,4,None,R-13,None,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Only Heating Shared,None,Boiler Baseboards Heating Only,None,None,None,None,No,None,None,None,None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,70F,72F,Yes,No,3F,0F,None,Day +5h,EF 17.6,"Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",None,None,None,None,None,None,"20% Leakage, Uninsulated",20 ACH50,0.13
420,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour3,Hour17,None,4A,"MO, Jefferson County",MO_St.Louis-Lambert.Intl.AP.724340,Non-CBSA West North Central,MO,CR08,West North Central,Midwest,MISO,Mixed-Humid,"MO, 02001",Single-Family Detached,1990s,1980-99,Single-Family Detached,Natural Gas,<5,Heated Basement,Masonry,1000-1499,0-1499,1,None,None,No,None,None,None,2 Car,2,2,Occupied,West,F12 B12 L12 R12,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-15,None,Uninsulated,"CMU, 6-in Hollow, R-11",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Central,70F,75F,Yes,No,3F,0F,None,Day and Night +1h,EF 10.2,"Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",None,None,None,None,None,None,In Finished Space,15 ACH50,0.13
421,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour3,Hour12,None,2A,"TX, McLennan County",TX_Waco.Rgnl.AP.722560,Non-CBSA West South Central,TX,CR09,West South Central,South,ERCOT,Hot-Humid,"TX, 03801",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,<5,Slab,Masonry,2000-2499,1500-2499,1,None,None,No,None,None,None,None,4,5,Occupied,South,F9 B9 L9 R9,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",2+ Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 10",Central,68F,78F,Yes,No,12F,0F,None,Day and Night +2h,EF 15.9,"Gas, 120% Usage","318 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",EF 15.9,None,None,None,None,None,"30% Leakage, R-4",25 ACH50,0.13
422,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour19,Hour20,None,5A,"OH, Belmont County",PA_Pittsburgh.Intl.AP.725200,Non-CBSA East North Central,OH,CR04,East North Central,Midwest,PJM,Cold,"OH, 03500",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,<5,Heated Basement,Masonry,1000-1499,0-1499,1,None,None,No,None,None,None,None,2,1,Occupied,Southeast,F15 B15 L15 R15,Left/Right at 15ft,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,60F,70F,Yes,Yes,6F,2F,Night Setup +1h,Day,EF 17.6,"Gas, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,None,None,None,None,None,In Finished Space,20 ACH50,0.13
423,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour22,Hour20,None,4A,"NJ, Hudson County",NJ_Newark.Intl.AP.725020,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NJ,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"NJ, 00601",2 Unit,<1940,<1940,Multi-Family with 2 - 4 Units,Natural Gas,<5,Unheated Basement,WoodStud,2000-2499,1500-2499,1,Bottom,2,Yes,Right,None,None,None,3,2,Occupied,Northwest,F9 B9 L9 R9,27,None,R-13,None,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,75F,70F,Yes,No,3F,0F,None,Day and Night +2h,EF 17.6,"Electric, 80% Usage",None,None,None,None,None,None,None,None,None,None,"30% Leakage, Uninsulated",15 ACH50,0.13
424,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour5,Hour19,None,5B,"ID, Ada County",ID_Boise.Air.Terminal.726810,Non-CBSA Mountain,ID,CR05,Mountain,West,None,Cold,"ID, 00600",Single-Family Detached,1990s,1980-99,Single-Family Detached,Natural Gas,<5,Heated Basement,WoodStud,1500-1999,1500-2499,1,None,None,No,None,None,None,1 Car,3,2,Occupied,North,F30 B30 L30 R30,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-5,None,R-19,"Wood Stud, R-11",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Wall/Floor Furnace, 68% AFUE",None,None,None,None,"AC, SEER 10",Central,68F,70F,Yes,No,6F,0F,None,Day and Night +3h,EF 17.6,"Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",None,None,None,None,None,None,In Finished Space,8 ACH50,0.13
425,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour5,Hour16,None,5A,"NY, Monroe County",NY_Rochester-Greater.Rochester.Intl.AP.725290,Non-CBSA Middle Atlantic,NY,CR07,Middle Atlantic,Northeast,NYISO,Cold,"NY, 00902",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,<5,Heated Basement,WoodStud,2500-2999,2500-3999,2,None,None,No,None,None,None,None,3,2,Occupied,West,F15 B15 L15 R15,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,67F,72F,Yes,No,3F,0F,None,Day and Night +3h,EF 15.9,"Gas, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",None,None,None,None,None,None,In Finished Space,30 ACH50,0.13
426,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour2,Hour17,None,5B,"ID, Kootenai County",WA_Spokane.Intl.AP.727850,Non-CBSA Mountain,ID,CR05,Mountain,West,None,Cold,"ID, 00200",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,<5,Unheated Basement,WoodStud,2500-2999,2500-3999,2,None,None,No,None,None,None,None,3,4,Occupied,Northeast,F12 B12 L12 R12,Left/Right at 15ft,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Ceiling R-19,None,None,R-30,"Wood Stud, R-19",2+ Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,None,None,60F,70F,Yes,Yes,12F,5F,Night Setup +3h,Night -3h,EF 17.6,"Gas, 100% Usage","318 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-6",8 ACH50,0.13
427,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour22,Hour17,None,3A,"TX, Dallas County",TX_Dallas-Fort.Worth.Intl.AP.722590,"CBSA Dallas-Fort Worth-Arlington, TX",TX,CR09,West South Central,South,ERCOT,Hot-Humid,"TX, 02319",Single-Family Detached,2000s,2000-09,Single-Family Detached,Electricity,<5,Slab,Masonry,3000-3999,2500-3999,2,None,None,No,None,None,None,3 Car,3,4,Occupied,North,F15 B15 L15 R15,Left/Right at 15ft,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,R-13,"CMU, 6-in Hollow, R-11",2+ Pane,Electric Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 13",Central,68F,70F,No,No,0F,0F,None,None,EF 17.6,"Electric, 120% Usage",None,Yes,"Standard, 120% Usage","Electric, 120% Usage",None,"EF 12, National Average",None,None,None,None,"20% Leakage, R-8",6 ACH50,0.13
428,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour19,Hour7,None,5B,"NV, Lyon County",NV_Reno-Tahoe.Intl.AP.724880,Non-CBSA Mountain,NV,CR10,Mountain,West,None,Cold,"NV, 00200",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,<5,Slab,Masonry,4000+,4000+,2,None,None,No,None,None,None,3 Car,4,3,Occupied,West,F12 B12 L12 R12,Left/Right at 15ft,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,R-13,"CMU, 6-in Hollow, R-19",2+ Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 13",Central,68F,72F,Yes,No,3F,0F,None,Night +2h,EF 15.9,"Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",None,None,Electric,None,None,None,"10% Leakage, R-8",3 ACH50,0.13
429,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,100%,None,None,Gas Grill,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour22,Hour12,None,4A,"VA, Arlington County",VA_Sterling-Washington.Dulles.Intl.AP.724030,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",VA,CR08,South Atlantic,South,PJM,Mixed-Humid,"VA, 01301",50 or more Unit,2000s,2000-09,Multi-Family with 5+ Units,Electricity,50 or more Units low,Unheated Basement,WoodStud,1000-1499,0-1499,3,Top,54,Yes,Middle,None,None,None,1,1,Occupied,Northeast,F12 B12 L12 R12,27,None,R-30,None,None,"Asphalt Shingles, Medium",None,None,Ceiling R-19,None,None,R-19,"Wood Stud, R-19",2+ Pane,Electric Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,72F,72F,No,Yes,0F,2F,Night Setback +5h,None,EF 17.6,"Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-6",15 ACH50,0.13
430,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour4,Hour8,None,2B,"AZ, Maricopa County",AZ_Phoenix-Sky.Harbor.Intl.AP.722780,"CBSA Phoenix-Mesa-Scottsdale, AZ",AZ,CR10,Mountain,West,None,Hot-Dry,"AZ, 00108",Single-Family Detached,1980s,1980-99,Single-Family Detached,Electricity,<5,Slab,Masonry,1500-1999,1500-2499,2,None,None,No,None,None,None,2 Car,4,1,Occupied,West,F12 B12 L12 R12,Left/Right at 15ft,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11",2+ Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 13",Central,70F,70F,No,No,0F,0F,None,None,EF 15.9,"Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,"EF 12, National Average",None,Has Pool,None,1.0 HP Pump,"10% Leakage, R-4",15 ACH50,0.13
431,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour21,Hour14,None,4A,"NJ, Monmouth County",NJ_Newark.Intl.AP.725020,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NJ,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"NJ, 01105",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,<5,Slab,Masonry,2000-2499,1500-2499,1,None,None,No,None,None,None,None,5,2,Occupied,Northwest,F12 B12 L12 R12,Left/Right at 15ft,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 80% AFUE",None,None,None,None,None,None,70F,68F,Yes,Yes,3F,2F,Day Setup and Night Setback -4h,Night -3h,EF 17.6,"Gas, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-4",20 ACH50,0.13
432,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour10,Hour6,None,3B,"CA, San Bernardino County",CA_Long.Beach-Daugherty.Field.722970,"CBSA Riverside-San Bernardino-Ontario, CA",CA,CR11,Pacific,West,CAISO,Hot-Dry,"CA, 07111",Single-Family Detached,1970s,1960-79,Single-Family Detached,Natural Gas,<5,Crawl,WoodStud,2000-2499,1500-2499,1,None,None,No,None,None,None,None,3,3,Occupied,East,F15 B15 L15 R15,Left/Right at 15ft,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"Wood Stud, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Central,65F,72F,Yes,No,6F,0F,None,Day -5h,EF 6.7,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Gas, 120% Usage",EF 15.9,None,Electric,Has Pool,None,1.0 HP Pump,"20% Leakage, Uninsulated",10 ACH50,0.13
433,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour3,Hour10,None,5A,"MI, Jackson County",MI_Lansing-Capital.City.AP.725390,Non-CBSA East North Central,MI,CR04,East North Central,Midwest,MISO,Cold,"MI, 02600",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,<5,Unheated Basement,WoodStud,1500-1999,1500-2499,1,None,None,No,None,None,None,None,3,3,Occupied,West,F15 B15 L15 R15,Left/Right at 15ft,"Ceiling R-7, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 10",Central,67F,72F,Yes,No,3F,0F,None,Day -4h,EF 10.5,"Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",EF 10.5,None,None,None,None,None,"10% Leakage, Uninsulated",40 ACH50,0.13
