WMO,STATION,COUNTY NAME,STATE,STATE NAME,BA ZONE,IECC ZONE
703620,SKAGWAY AIRPORT,Skagway-Hoonah-Angoon,AK,Alaska,Very Cold,7
703670,GUSTAVUS,Skagway-Hoonah-Angoon,AK,Alaska,Very Cold,7
703710,SITKA JAPONSKI AP,Sitka,AK,Alaska,Very Cold,7
703810,JUNEAU INT'L ARPT,Juneau,AK,Alaska,Very Cold,7
703855,KAKE SEAPLANE BASE,Wrangell-Petersburg,AK,Alaska,Very Cold,7
703860,PETERSBURG,Wrangell-Petersburg,AK,Alaska,Very Cold,7
703870,WRANGELL,Wrangell-Petersburg,AK,Alaska,Very Cold,7
703884,HYDABURG SEAPLANE,Prince of Wales-Outer Ketchikan,AK,Alaska,Very Cold,7
703950,KETCHIKAN INTL AP,Ketchikan Gateway,AK,Alaska,Very Cold,7
703980,ANNETTE ISLAND AP,Prince of Wales-Outer Ketchikan,AK,Alaska,Very Cold,7
704140,SHEMYA AFB,Aleutians West,AK,Alaska,Very Cold,7
704540,ADAK NAS,Aleutians West,AK,Alaska,Very Cold,7
704890,DUTCH HARBOR,Aleutians West,AK,Alaska,Very Cold,7
722010,KEY WEST INTL ARPT,Monroe,FL,Florida,Hot-Humid,1A
722015,KEY WEST NAS,Monroe,FL,Florida,Hot-Humid,1A
722016,MARATHON AIRPORT,Monroe,FL,Florida,Hot-Humid,1A
722020,MIAMI INTL AP,Miami-Dade,FL,Florida,Hot-Humid,1A
722024,MIAMI/OPA LOCKA,Miami-Dade,FL,Florida,Hot-Humid,1A
722025,FORT LAUDERDALE HOLLYWOOD INT,Broward,FL,Florida,Hot-Humid,1A
722026,HOMESTEAD AFB,Miami-Dade,FL,Florida,Hot-Humid,1A
722029,MIAMI/KENDALL-TAMIA,Miami-Dade,FL,Florida,Hot-Humid,1A
722030,WEST PALM BEACH INTL ARPT,Palm Beach,FL,Florida,Hot-Humid,2A
722038,NAPLES MUNICIPAL,Collier,FL,Florida,Hot-Humid,2A
722039,FORT LAUDERDALE,Broward,FL,Florida,Hot-Humid,1A
722040,MELBOURNE REGIONAL AP,Brevard,FL,Florida,Hot-Humid,2A
722045,VERO BEACH MUNICIPAL ARPT,Indian River,FL,Florida,Hot-Humid,2A
722050,ORLANDO INTL ARPT,Orange,FL,Florida,Hot-Humid,2A
722053,ORLANDO EXECUTIVE AP,Orange,FL,Florida,Hot-Humid,2A
722055,OCALA MUNI (AWOS),Marion,FL,Florida,Hot-Humid,2A
722056,DAYTONA BEACH INTL AP,Volusia,FL,Florida,Hot-Humid,2A
722057,ORLANDO SANFORD AIRPORT,Seminole,FL,Florida,Hot-Humid,2A
722060,JACKSONVILLE INTL ARPT,Duval,FL,Florida,Hot-Humid,2A
722065,JACKSONVILLE NAS,Duval,FL,Florida,Hot-Humid,2A
722066,MAYPORT NS,Duval,FL,Florida,Hot-Humid,2A
722068,JACKSONVILLE/CRAIG,Duval,FL,Florida,Hot-Humid,2A
722070,SAVANNAH INTL AP,Chatham,GA,Georgia,Hot-Humid,2A
722080,CHARLESTON INTL ARPT,Charleston,SC,South Carolina,Hot-Humid,3A
722085,BEAUFORT MCAS,Beaufort,SC,South Carolina,Hot-Humid,3A
722103,ST LUCIE CO INTL,St. Lucie,FL,Florida,Hot-Humid,2A
722104,ST PETERSBURG ALBERT WHITTED,Pinellas,FL,Florida,Hot-Humid,2A
722106,FORT MYERS PAGE FIELD,Lee,FL,Florida,Hot-Humid,2A
722108,SOUTHWEST FLORIDA I,Lee,FL,Florida,Hot-Humid,2A
722110,TAMPA INTERNATIONAL AP,Hillsborough,FL,Florida,Hot-Humid,2A
722115,SARASOTA BRADENTON,Sarasota,FL,Florida,Hot-Humid,2A
722116,ST PETERSBURG CLEAR,Pinellas,FL,Florida,Hot-Humid,2A
722119,LAKELAND LINDER RGN,Polk,FL,Florida,Hot-Humid,2A
722135,ALMA BACON COUNTY AP,Bacon,GA,Georgia,Hot-Humid,2A
722136,BRUNSWICK GOLDEN IS,Glynn,GA,Georgia,Hot-Humid,2A
722137,BRUNSWICK MALCOLM MCKINNON AP,Glynn,GA,Georgia,Hot-Humid,2A
722140,TALLAHASSEE REGIONAL AP,Leon,FL,Florida,Hot-Humid,2A
722146,GAINESVILLE REGIONAL AP,Alachua,FL,Florida,Hot-Humid,2A
722160,ALBANY DOUGHERTY COUNTY AP,Dougherty,GA,Georgia,Hot-Humid,3A
722166,VALDOSTA WB AIRPORT,Lowndes,GA,Georgia,Hot-Humid,2A
722170,MACON MIDDLE GA REGIONAL AP,Bibb,GA,Georgia,Mixed-Humid,3A
722175,WARNER ROBINS AFB,Houston,GA,Georgia,Hot-Humid,3A
722180,AUGUSTA BUSH FIELD,Richmond,GA,Georgia,Mixed-Humid,3A
722190,ATLANTA HARTSFIELD INTL AP,Clayton,GA,Georgia,Mixed-Humid,3A
722195,FULTON CO ARPT BROW,Fulton,GA,Georgia,Mixed-Humid,3A
722196,DEKALB PEACHTREE,DeKalb,GA,Georgia,Mixed-Humid,3A
722210,EGLIN AFB/VALPARAIS,Okaloosa,FL,Florida,Hot-Humid,2A
722215,CRESTVIEW BOB SIKES AP,Okaloosa,FL,Florida,Hot-Humid,2A
722223,PENSACOLA REGIONAL AP,Escambia,FL,Florida,Hot-Humid,2A
722225,PENSACOLA FOREST SHERMAN NAS,Escambia,FL,Florida,Hot-Humid,2A
722226,WHITING FIELD NAAS,Santa Rosa,FL,Florida,Hot-Humid,2A
722230,MOBILE REGIONAL AP,Mobile,AL,Alabama,Hot-Humid,2A
722235,MOBILE DOWNTOWN AP,Mobile,AL,Alabama,Hot-Humid,2A
722245,PANAMA CITY BAY CO,Bay,FL,Florida,Hot-Humid,2A
722250,FORT BENNING,Chattahoochee,GA,Georgia,Hot-Humid,3A
722255,COLUMBUS METROPOLITAN ARPT,Muscogee,GA,Georgia,Mixed-Humid,3A
722260,MONTGOMERY DANNELLY FIELD,Montgomery,AL,Alabama,Hot-Humid,3A
722265,MAXWELL AFB/MONTGOM,Montgomery,AL,Alabama,Hot-Humid,3A
722267,TROY AF,Pike,AL,Alabama,Hot-Humid,3A
722268,DOTHAN MUNICIPAL,Dale,AL,Alabama,Hot-Humid,3A
722269,CAIRNS AAF/OZARK,Dale,AL,Alabama,Hot-Humid,3A
722270,DOBBINS AFB/MARIETT,Cobb,GA,Georgia,Mixed-Humid,3A
722280,BIRMINGHAM MUNICIPAL AP,Jefferson,AL,Alabama,Mixed-Humid,3A
722284,AUBURN-OPELIKA APT,Lee,AL,Alabama,Mixed-Humid,3A
722285,GADSEN MUNI (AWOS),Etowah,AL,Alabama,Mixed-Humid,3A
722286,TUSCALOOSA MUNICIPAL AP,Tuscaloosa,AL,Alabama,Mixed-Humid,3A
722287,ANNISTON METROPOLITAN AP,Calhoun,AL,Alabama,Mixed-Humid,3A
722310,NEW ORLEANS INTL ARPT,Jefferson,LA,Louisiana,Hot-Humid,2A
722314,NEW IBERIA NAAS,Iberia,LA,Louisiana,Hot-Humid,2A
722315,NEW ORLEANS LAKEFRONT AP,Orleans,LA,Louisiana,Hot-Humid,2A
722316,NEW ORLEANS ALVIN CALLENDER F,Plaquemines,LA,Louisiana,Hot-Humid,2A
722317,BATON ROUGE RYAN ARPT,East Baton Rouge,LA,Louisiana,Hot-Humid,2A
722329,PATTERSON MEMORIAL,St. Mary,LA,Louisiana,Hot-Humid,2A
722340,MERIDIAN KEY FIELD,Lauderdale,MS,Mississippi,Mixed-Humid,3A
722345,MERIDIAN NAAS,Lauderdale,MS,Mississippi,Mixed-Humid,3A
722348,HATTIESBURG LAUREL,Jones,MS,Mississippi,Hot-Humid,3A
722350,JACKSON INTERNATIONAL AP,Rankin,MS,Mississippi,Hot-Humid,3A
722356,GREENVILLE MUNICIPAL,Washington,MS,Mississippi,Mixed-Humid,3A
722357,NATCHEZ/HARDY(AWOS),Adams,MS,Mississippi,Hot-Humid,3A
722358,MCCOMB PIKE COUNTY AP,Pike,MS,Mississippi,Hot-Humid,3A
722359,GREENWOOD LEFLORE ARPT,Carroll,MS,Mississippi,Mixed-Humid,3A
722390,FORT POLK (ARMY),Vernon,LA,Louisiana,Hot-Humid,3A
722400,LAKE CHARLES REGIONAL ARPT,Calcasieu,LA,Louisiana,Hot-Humid,2A
722404,LAKE CHARLES WB AIRP,Calcasieu,LA,Louisiana,Hot-Humid,2A
722405,LAFAYETTE REGIONAL AP,Lafayette,LA,Louisiana,Hot-Humid,2A
722406,HOUMA-TERREBONNE,Terrebonne,LA,Louisiana,Hot-Humid,2A
722410,PORT ARTHUR JEFFERSON COUNTY,Jefferson,TX,Texas,Hot-Humid,2A
722420,GALVESTON/SCHOLES,Galveston,TX,Texas,Hot-Humid,2A
722429,HOUSTON/D.W. HOOKS,Harris,TX,Texas,Hot-Humid,2A
722430,HOUSTON BUSH INTERCONTINENTAL,Harris,TX,Texas,Hot-Humid,2A
722435,HOUSTON WILLIAM P HOBBY AP,Harris,TX,Texas,Hot-Humid,2A
722436,HOUSTON/ELLINGTON,Harris,TX,Texas,Hot-Humid,2A
722445,COLLEGE STATION EASTERWOOD FL,Brazos,TX,Texas,Hot-Humid,2A
722446,LUFKIN ANGELINA CO,Angelina,TX,Texas,Hot-Humid,2A
722448,TYLER/POUNDS FLD,Smith,TX,Texas,Hot-Humid,3A
722470,LONGVIEW GREGG COUNTY AP,Gregg,TX,Texas,Hot-Humid,3A
722480,SHREVEPORT REGIONAL ARPT,Caddo,LA,Louisiana,Hot-Humid,3A
722484,SHREVEPORT DOWNTOWN,Caddo,LA,Louisiana,Hot-Humid,3A
722485,BARKSDALE AFB,Bossier,LA,Louisiana,Hot-Humid,3A
722486,MONROE REGIONAL AP,Ouachita,LA,Louisiana,Hot-Humid,3A
722487,ALEXANDRIA ESLER REGIONAL AP,Rapides,LA,Louisiana,Hot-Humid,2A
722499,NACOGDOCHES (AWOS),Nacogdoches,TX,Texas,Hot-Humid,3A
722500,BROWNSVILLE S PADRE ISL INTL,Cameron,TX,Texas,Hot-Humid,2A
722505,HARLINGEN RIO GRANDE VALLEY I,Cameron,TX,Texas,Hot-Humid,2A
722506,MCALLEN MILLER INTL AP,Hidalgo,TX,Texas,Hot-Humid,2A
722510,CORPUS CHRISTI INTL ARPT,Nueces,TX,Texas,Hot-Humid,2A
722515,CORPUS CHRISTI NAS,Nueces,TX,Texas,Hot-Humid,2A
722516,KINGSVILLE,Kleberg,TX,Texas,Hot-Humid,2A
722517,ALICE INTL AP,Jim Wells,TX,Texas,Hot-Humid,2A
722520,LAREDO INTL AIRPORT,Webb,TX,Texas,Hot-Humid,2B
722523,SAN ANTONIO/STINSON,Bexar,TX,Texas,Hot-Humid,2A
722524,ROCKPORT/ARANSAS CO,Aransas,TX,Texas,Hot-Humid,2A
722526,COTULLA FAA AP,La Salle,TX,Texas,Hot-Humid,2B
722530,SAN ANTONIO INTL AP,Bexar,TX,Texas,Hot-Humid,2A
722533,HONDO MUNICIPAL AP,Medina,TX,Texas,Hot-Humid,2B
722535,KELLY AFB,Bexar,TX,Texas,Hot-Humid,2A
722536,RANDOLPH AFB,Bexar,TX,Texas,Hot-Humid,2A
722540,AUSTIN/BERGSTROM,Travis,TX,Texas,Hot-Humid,2A
722544,CAMP MABRY,Travis,TX,Texas,Hot-Humid,2A
722547,GEORGETOWN (AWOS),Williamson,TX,Texas,Hot-Humid,2A
722550,VICTORIA REGIONAL AP,Victoria,TX,Texas,Hot-Humid,2A
722555,PALACIOS MUNICIPAL AP,Matagorda,TX,Texas,Hot-Humid,2A
722560,WACO REGIONAL AP,McLennan,TX,Texas,Hot-Humid,2A
722563,MC GREGOR (AWOS),McLennan,TX,Texas,Hot-Humid,2A
722570,FORT HOOD,Bell,TX,Texas,Hot-Humid,2A
722575,KILLEEN MUNI (AWOS),Bell,TX,Texas,Hot-Humid,2A
722576,FORT HOOD/GRAY AAF,Bell,TX,Texas,Hot-Humid,2A
722577,DRAUGHON MILLER CEN,Bell,TX,Texas,Hot-Humid,2A
722583,DALLAS LOVE FIELD,Dallas,TX,Texas,Hot-Humid,3A
722587,COX FLD,Lamar,TX,Texas,Hot-Humid,3A
722588,GREENVILLE/MAJORS,Hunt,TX,Texas,Hot-Humid,3A
722590,DALLAS-FORT WORTH INTL AP,Tarrant,TX,Texas,Hot-Humid,3A
722594,FORT WORTH ALLIANCE,Tarrant,TX,Texas,Hot-Humid,3A
722595,FORT WORTH NAS,Tarrant,TX,Texas,Hot-Humid,3A
722596,FORT WORTH MEACHAM,Tarrant,TX,Texas,Hot-Humid,3A
722597,MINERAL WELLS MUNICIPAL AP,Palo Pinto,TX,Texas,Mixed-Humid,3A
722598,DALLAS/ADDISON ARPT,Dallas,TX,Texas,Hot-Humid,3A
722599,DALLAS/REDBIRD ARPT,Dallas,TX,Texas,Hot-Humid,3A
722610,DEL RIO INTERNATIONAL AP,Val Verde,TX,Texas,Hot-Humid,2B
722615,LAUGHLIN AFB,Val Verde,TX,Texas,Hot-Humid,2B
722630,SAN ANGELO MATHIS FIELD,Tom Green,TX,Texas,Hot-Dry,3B
722636,DALHART MUNICIPAL AP,Hartley,TX,Texas,Mixed-Dry,4B
722640,MARFA AP,Presidio,TX,Texas,Hot-Dry,3B
722650,MIDLAND INTERNATIONAL AP,Midland,TX,Texas,Hot-Dry,3B
722656,WINK WINKLER COUNTY AP,Winkler,TX,Texas,Hot-Dry,3B
722660,ABILENE REGIONAL AP,Taylor,TX,Texas,Hot-Dry,3B
722670,LUBBOCK INTERNATIONAL AP,Lubbock,TX,Texas,Hot-Dry,3B
722680,ROSWELL INDUSTRIAL AIR PARK,Chaves,NM,New Mexico,Hot-Dry,3B
722683,SIERRA BLANCA RGNL,Lincoln,NM,New Mexico,Mixed-Dry,4B
722686,CANNON AFB/CLOVIS,Curry,NM,New Mexico,Mixed-Dry,4B
722687,CARLSBAD CAVERN CITY AIR TERM,Eddy,NM,New Mexico,Hot-Dry,3B
722689,CLOVIS MUNI  (AWOS),Curry,NM,New Mexico,Mixed-Dry,4B
722695,LAS CRUCES INTL,Dona Ana,NM,New Mexico,Hot-Dry,3B
722700,EL PASO INTERNATIONAL AP,El Paso,TX,Texas,Hot-Dry,3B
722710,TRUTH OR CONSEQUENCES MUNI AP,Sierra,NM,New Mexico,Mixed-Dry,4B
722725,DEMING MUNI,Luna,NM,New Mexico,Hot-Dry,3B
722735,DOUGLAS BISBEE-DOUGLAS INTL A,Cochise,AZ,Arizona,Hot-Dry,3B
722740,TUCSON INTERNATIONAL AP,Pima,AZ,Arizona,Hot-Dry,2B
722745,DAVIS-MONTHAN AFB,Pima,AZ,Arizona,Hot-Dry,2B
722747,SAFFORD (AMOS),Graham,AZ,Arizona,Hot-Dry,3B
722748,CASA GRANDA (AWOS),Pinal,AZ,Arizona,Hot-Dry,2B
722780,PHOENIX SKY HARBOR INTL AP,Maricopa,AZ,Arizona,Hot-Dry,2B
722784,DEER VALLEY/PHOENIX,Maricopa,AZ,Arizona,Hot-Dry,2B
722785,LUKE AFB/PHOENIX,Maricopa,AZ,Arizona,Hot-Dry,2B
722789,SCOTTSDALE MUNI,Maricopa,AZ,Arizona,Hot-Dry,2B
722800,YUMA INTL AIRPORT,Yuma,AZ,Arizona,Hot-Dry,2B
722860,MARCH AFB/RIVERSIDE,Riverside,CA,California,Hot-Dry,3B
722868,PALM SPRINGS INTL,Riverside,CA,California,Hot-Dry,3B
722869,RIVERSIDE MUNI,Riverside,CA,California,Hot-Dry,3B
722880,BURBANK-GLENDALE-PASSADENA AP,Los Angeles,CA,California,Hot-Dry,3B
722885,SANTA MONICA MUNI,Los Angeles,CA,California,Hot-Dry,3B
722886,VAN NUYS AIRPORT,Los Angeles,CA,California,Hot-Dry,3B
722895,LOMPOC (AWOS),Santa Barbara,CA,California,Marine,3C
722897,SAN LUIS CO RGNL,San Luis Obispo,CA,California,Marine,3C
722899,CHINO AIRPORT,San Bernardino,CA,California,Hot-Dry,3B
722900,SAN DIEGO LINDBERGH FIELD,San Diego,CA,California,Hot-Dry,3B
722903,SAN DIEGO/MONTGOMER,San Diego,CA,California,Hot-Dry,3B
722904,SAN DIEGO/BROWN FLD,San Diego,CA,California,Hot-Dry,3B
722906,SAN DIEGO NORTH ISLAND NAS,San Diego,CA,California,Hot-Dry,3B
722926,CAMP PENDLETON MCAS,San Diego,CA,California,Hot-Dry,3B
722927,CARLSBAD/PALOMAR,San Diego,CA,California,Hot-Dry,3B
722930,SAN DIEGO MIRAMAR NAS,San Diego,CA,California,Hot-Dry,3B
722950,LOS ANGELES INTL ARPT,Los Angeles,CA,California,Hot-Dry,3B
722956,JACK NORTHROP FLD H,Los Angeles,CA,California,Hot-Dry,3B
722970,LONG BEACH DAUGHERTY FLD,Los Angeles,CA,California,Hot-Dry,3B
722976,FULLERTON MUNICIPAL,Orange,CA,California,Hot-Dry,3B
722977,SANTA ANA JOHN WAYNE AP,Orange,CA,California,Hot-Dry,3B
723013,WILMINGTON INTERNATIONAL ARPT,New Hanover,NC,North Carolina,Hot-Humid,3A
723030,POPE AFB,Cumberland,NC,North Carolina,Mixed-Humid,3A
723035,FAYETTEVILLE RGNL G,Cumberland,NC,North Carolina,Mixed-Humid,3A
723040,CAPE HATTERAS,Dare,NC,North Carolina,Mixed-Humid,3A
723046,DARE CO RGNL,Dare,NC,North Carolina,Mixed-Humid,3A
723060,RALEIGH DURHAM INTERNATIONAL,Wake,NC,North Carolina,Mixed-Humid,4A
723065,PITT GREENVILLE ARP,Pitt,NC,North Carolina,Mixed-Humid,3A
723066,SEYMOUR-JOHNSON AFB,Wayne,NC,North Carolina,Mixed-Humid,3A
723067,KINSTON STALLINGS AFB,Lenoir,NC,North Carolina,Mixed-Humid,3A
723068,ROCKY MOUNT WILSON,Nash,NC,North Carolina,Mixed-Humid,4A
723069,JACKSONVILLE (AWOS),Onslow,NC,North Carolina,Hot-Humid,3A
723075,OCEANA NAS,Virginia Beach,VA,Virginia,Mixed-Humid,4A
723080,NORFOLK INTERNATIONAL AP,Norfolk,VA,Virginia,Mixed-Humid,4A
723083,FRANKLIN NAAS,Isle of Wight,VA,Virginia,Mixed-Humid,4A
723085,NORFOLK NAS,Norfolk,VA,Virginia,Mixed-Humid,4A
723086,NEWPORT NEWS,Newport News,VA,Virginia,Mixed-Humid,4A
723090,CHERRY POINT MCAS,Craven,NC,North Carolina,Mixed-Humid,3A
723095,NEW BERN CRAVEN CO REGL AP,Craven,NC,North Carolina,Mixed-Humid,3A
723096,NEW RIVER MCAF,Onslow,NC,North Carolina,Hot-Humid,3A
723100,COLUMBIA METRO ARPT,Lexington,SC,South Carolina,Mixed-Humid,3A
723106,FLORENCE REGIONAL AP,Florence,SC,South Carolina,Mixed-Humid,3A
723110,ATHENS BEN EPPS AP,Clarke,GA,Georgia,Mixed-Humid,3A
723119,GREENVILLE DOWNTOWN AP,Greenville,SC,South Carolina,Mixed-Humid,3A
723120,GREER GREENV'L-SPARTANBRG AP,Spartanburg,SC,South Carolina,Mixed-Humid,3A
723125,ANDERSON COUNTY AP,Anderson,SC,South Carolina,Mixed-Humid,3A
723140,CHARLOTTE DOUGLAS INTL ARPT,Mecklenburg,NC,North Carolina,Mixed-Humid,3A
723143,SOUTHERN PINES AWOS,Moore,NC,North Carolina,Mixed-Humid,3A
723145,HICKORY REGIONAL AP,Burke,NC,North Carolina,Mixed-Humid,4A
723150,ASHEVILLE REGIONAL ARPT,Buncombe,NC,North Carolina,Mixed-Humid,4A
723170,GREENSBORO PIEDMONT TRIAD INT,Guilford,NC,North Carolina,Mixed-Humid,4A
723183,BRISTOL TRI CITY AIRPORT,Sullivan,TN,Tennessee,Mixed-Humid,4A
723193,WINSTON-SALEM REYNOLDS AP,Forsyth,NC,North Carolina,Mixed-Humid,4A
723200,ROME R B RUSSELL AP,Floyd,GA,Georgia,Mixed-Humid,4A
723230,HUNTSVILLE INTL/JONES FIELD,Limestone,AL,Alabama,Mixed-Humid,3A
723235,MUSCLE SHOALS REGIONAL AP,Colbert,AL,Alabama,Mixed-Humid,3A
723240,CHATTANOOGA LOVELL FIELD AP,Hamilton,TN,Tennessee,Mixed-Humid,4A
723260,KNOXVILLE MCGHEE TYSON AP,Blount,TN,Tennessee,Mixed-Humid,4A
723265,CROSSVILLE MEMORIAL AP,Cumberland,TN,Tennessee,Mixed-Humid,4A
723270,NASHVILLE INTERNATIONAL AP,Davidson,TN,Tennessee,Mixed-Humid,4A
723300,POPLAR BLUFF(AMOS),Butler,MO,Missouri,Mixed-Humid,4A
723306,COLUMBUS AFB,Lowndes,MS,Mississippi,Mixed-Humid,3A
723307,GOLDEN TRI(AWOS),Lowndes,MS,Mississippi,Mixed-Humid,3A
723320,TUPELO C D LEMONS ARPT,Lee,MS,Mississippi,Mixed-Humid,3A
723340,MEMPHIS INTERNATIONAL AP,Shelby,TN,Tennessee,Mixed-Humid,3A
723346,JACKSON MCKELLAR-SIPES REGL A,Madison,TN,Tennessee,Mixed-Humid,3A
723347,DYERSBURG MUNICIPAL AP,Dyer,TN,Tennessee,Mixed-Humid,3A
723403,LITTLE ROCK ADAMS FIELD,Pulaski,AR,Arkansas,Mixed-Humid,3A
723405,LITTLE ROCK AFB,Pulaski,AR,Arkansas,Mixed-Humid,3A
723406,WALNUT RIDGE (AWOS),Lawrence,AR,Arkansas,Mixed-Humid,3A
723407,JONESBORO MUNI,Craighead,AR,Arkansas,Mixed-Humid,3A
723415,MEMORIAL FLD,Garland,AR,Arkansas,Mixed-Humid,3A
723416,STUTTGART (AWOS),Prairie,AR,Arkansas,Mixed-Humid,3A
723417,PINE BLUFF FAA AP,Jefferson,AR,Arkansas,Mixed-Humid,3A
723418,TEXARKANA WEBB FIELD,Miller,AR,Arkansas,Hot-Humid,3A
723419,EL DORADO GOODWIN FIELD,Union,AR,Arkansas,Hot-Humid,3A
723434,SPRINGDALE MUNI,Washington,AR,Arkansas,Mixed-Humid,4A
723440,FORT SMITH REGIONAL AP,Sebastian,AR,Arkansas,Mixed-Humid,3A
723443,SILOAM SPRING(AWOS),Benton,AR,Arkansas,Mixed-Humid,4A
723444,BENTONVILLE (AWOS),Benton,AR,Arkansas,Mixed-Humid,4A
723445,FAYETTEVILLE DRAKE FIELD,Washington,AR,Arkansas,Mixed-Humid,4A
723446,HARRISON FAA AP,Boone,AR,Arkansas,Mixed-Humid,4A
723447,FLIPPIN (AWOS),Baxter,AR,Arkansas,Mixed-Humid,4A
