year,performance_id,category_id,type_id,region_id,fuel_primary_id,metric_id,units_id,value
1998,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.08
1999,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.07
2000,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.3
2001,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.63
2002,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.75
2003,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.75
2004,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.71
2005,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.95
2006,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,10.02
2007,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.81
2008,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.93
2009,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.93
2010,shipment_weighted,cooling,packaged_dx,,electric,eer,btu/wh,9.93
1970,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1971,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1972,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1973,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1974,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1975,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1976,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1977,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1978,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1979,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1980,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1981,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8
1982,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8.31
1983,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8.43
1984,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8.66
1985,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8.82
1986,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8.87
1987,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,8.97
1988,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,9.11
1989,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,9.25
1990,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,9.31
1991,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,9.49
1992,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,10.46
1993,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,10.56
1994,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,10.61
1995,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,10.68
1996,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,10.68
1997,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,10.66
1998,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,10.92
1999,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,10.96
2000,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,10.95
2001,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,11.07
2002,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,11.07
2003,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,11.19
2004,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,11.29
2005,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,11.32
2006,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,13.17
2007,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,13.66
2008,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,13.76
2009,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,13.76
2010,shipment_weighted,cooling,split_dx,,electric,seer,btu/wh,13.76
1970,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1971,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1972,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1973,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1974,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1975,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1976,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1977,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1978,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1979,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1980,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1981,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1982,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1983,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1984,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1985,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1986,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1987,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9
1988,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9.13
1989,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9.26
1990,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9.46
1991,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,9.77
1992,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,10.6
1993,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,10.86
1994,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,10.94
1995,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,10.97
1996,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,11
1997,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,10.97
1998,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,11.29
1999,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,11.29
2000,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,11.21
2001,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,11.3
2002,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,11.31
2003,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,11.46
2004,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,11.56
2005,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,11.6
2006,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,13.17
2007,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,13.66
2008,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,13.76
2009,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,13.76
2010,shipment_weighted,cooling,heat_pump,,electric,seer,btu/wh,13.76
1970,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1971,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1972,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1973,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1974,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1975,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1976,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1977,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1978,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1979,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1980,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1981,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1982,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1983,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.72
1984,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.726
1985,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.729
1986,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.737
1987,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.743
1988,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.749
1989,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.747
1990,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.767
1991,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.775
1992,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.821
1993,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.824
1994,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.824
1995,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.823
1996,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.827
1997,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.829
1998,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.826
1999,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.826
2000,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.826
2001,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.831
2002,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.831
2003,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.835
2004,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.836
2005,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.839
2006,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.84
2007,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.841
2008,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.848
2009,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.848
2010,shipment_weighted,heating,central_furnace,,natural_gas,afue,btu/btu,0.848
1970,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1971,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1972,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1973,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1974,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1975,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1976,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1977,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1978,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1979,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1980,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1981,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1982,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1983,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1984,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1985,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1986,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1987,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1988,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1989,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1990,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1991,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1992,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1993,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1994,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1995,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1996,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1997,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1998,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1999,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2000,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2001,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2002,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2003,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2004,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2005,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2006,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2007,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2008,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2009,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
2010,shipment_weighted,heating,central_furnace,,electric,afue,btu/btu,0.98
1970,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.72
1971,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.72
1972,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.736
1973,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.736
1974,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.736
1975,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.736
1976,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.741
1977,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.745
1978,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.75
1979,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.755
1980,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.76
1981,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.768
1982,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.775
1983,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.783
1984,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.786
1985,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.786
1986,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.796
1987,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.798
1988,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.804
1989,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.804
1990,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.803
1991,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.808
1992,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.808
1993,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
1994,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
1995,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
1996,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
1997,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
1998,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
1999,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2000,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2001,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2002,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2003,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2004,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2005,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2006,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2007,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2008,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2009,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
2010,shipment_weighted,heating,central_furnace,,fuel_oil,afue,btu/btu,0.809
1970,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1971,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1972,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1973,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1974,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1975,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1976,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1977,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1978,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1979,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1980,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1981,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1982,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1983,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.72
1984,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.73
1985,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.738
1986,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.743
1987,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.751
1988,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.758
1989,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.755
1990,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.757
1991,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.769
1992,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.832
1993,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.838
1994,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.839
1995,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
1996,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
1997,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
1998,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
1999,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2000,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2001,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2002,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2003,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2004,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2005,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2006,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2007,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2008,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2009,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
2010,shipment_weighted,heating,central_furnace,,lpg,afue,btu/btu,0.841
1970,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1971,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1972,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1973,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1974,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1975,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1976,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1977,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1978,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1979,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1980,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.6
1981,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.631
1982,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.631
1983,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.631
1984,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.631
1985,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.631
1986,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.642
1987,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.642
1988,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.642
1989,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1990,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1991,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1992,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1993,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1994,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1995,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1996,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1997,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1998,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1999,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2000,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2001,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2002,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2003,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2004,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2005,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2006,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2007,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2008,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2009,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
2010,shipment_weighted,heating,wall_furnace,,natural_gas,afue,btu/btu,0.656
1970,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.7
1971,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.712
1972,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.723
1973,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.723
1974,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.723
1975,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.723
1976,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.723
1977,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.723
1978,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.723
1979,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.723
1980,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.723
1981,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.774
1982,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.774
1983,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.774
1984,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.774
1985,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.774
1986,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.782
1987,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.782
1988,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.782
1989,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
1990,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
1991,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
1992,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
1993,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
1994,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
1995,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
1996,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
1997,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
1998,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
1999,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
2000,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
2001,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
2002,shipment_weighted,heating,boiler,,natural_gas,afue,btu/btu,0.797
