Region,Country,Station,Latitude,Longitude,"Ts,avg","Ts,amplitude,1","Ts,amplitude,2",PL1,PL2,
1,ESP,MELILLA,35.28,-2.95,20.9,7.0,-1.0,29,46,
1,ESP,STA-CRUZ-DE-TENERI,28.45,-16.25,23.4,4.3,0.4,38,-26,
1,ESP,TENERIFE-LOS-RODEOS,28.47,-16.32,17.9,3.9,0.6,38,-19,
1,ESP,TENERIFE-SUR,28.05,-16.57,23.3,3.6,0.5,37,-8,
1,FRA,SERGE-FROLOW(ILE-T),-15.80,54.50,26.2,-2.4,0.3,49,0,
1,KEN,GARISSA,-0.47,39.63,30.3,-1.9,0.7,37,6,
1,KEN,KISUMU,-0.10,34.75,24.3,-0.6,0.6,24,-10,
1,KEN,KITALE,1.02,35.00,19.9,-0.8,0.6,51,-5,
1,KEN,LODWAR,3.12,35.62,31.5,-0.1,0.6,14,-2,
1,KEN,MAKINDU,-2.28,37.83,23.4,-1.2,0.7,12,-5,
1,KEN,MARSABIT,2.30,37.90,21.8,0.0,0.4,-7,13,
1,KEN,MERU,0.08,37.65,21.8,-0.7,1.2,57,3,
1,KEN,MOMBASA,-4.03,39.62,27.9,-1.5,0.9,24,16,
1,KEN,MOYALE,3.53,39.03,24.2,-2.3,1.0,36,-38,
1,KEN,NAIROBI-KENYATTA-AP,-1.32,36.92,20.1,-1.0,0.8,35,-5,
1,KEN,NAKURU,-0.27,36.10,19.8,-1.0,0.6,60,-23,
1,KEN,NYERI,-0.50,36.97,18.4,-1.0,0.9,38,3,
1,KEN,VOI,-3.40,38.57,25.4,-1.6,0.6,34,11,
1,LBY,AGEDABIA,30.72,20.17,23.0,8.3,1.1,25,5,
1,LBY,BENINA,32.10,20.27,22.1,8.0,0.4,29,9,
1,LBY,GHADAMES,30.13,9.50,24.6,10.9,1.2,19,-5,
1,LBY,KUFRA,24.22,23.30,25.5,9.2,1.2,15,10,
1,LBY,MISURATA,32.42,15.05,22.8,7.6,0.7,30,9,
1,LBY,NALUT,31.87,10.98,21.4,9.7,0.9,26,-10,
1,LBY,SEBHA,27.02,14.45,25.1,10.2,1.5,19,9,
1,LBY,SIRTE,31.20,16.58,22.8,7.1,1.0,33,-2,
1,LBY,TRIPOLI-INTL-AP,32.70,13.08,22.9,9.1,1.5,24,3,
1,LBY,ZUARA,32.88,12.08,22.9,8.0,1.1,33,-16,
1,MAR,AGADIR-AL-MASSIRA,30.32,-9.40,22.2,5.7,0.7,24,-8,
1,MAR,AL-HOCEIMA,35.18,-3.85,20.1,6.6,1.0,26,-31,
1,MAR,BENI-MELLAL,32.37,-6.40,22.1,9.4,1.1,22,-26,
1,MAR,CASABLANCA,33.57,-7.67,20.3,5.9,0.7,27,-17,
1,MAR,ERRACHIDIA,31.93,-4.40,22.2,11.5,0.8,20,-18,
1,MAR,ESSAOUIRA,31.52,-9.78,20.3,3.3,0.9,29,-3,
1,MAR,FES-SAIS,33.93,-4.98,19.5,9.1,0.9,28,-27,
1,MAR,MARRAKECH,31.62,-8.03,22.8,8.7,1.5,23,-30,
1,MAR,MEKNES,33.88,-5.53,19.7,8.5,-1.0,23,45,
1,MAR,MIDELT,32.68,-4.73,18.1,9.8,1.1,24,-21,
1,MAR,NADOR-AROUI,34.98,-3.02,20.5,6.9,1.4,30,-21,
1,MAR,NOUASSEUR,33.37,-7.58,19.8,6.4,0.8,28,-12,
1,MAR,OUARZAZATE,30.93,-6.90,21.5,10.0,1.5,18,-31,
1,MAR,OUJDA,34.78,-1.93,19.2,8.1,1.2,29,-34,
1,MAR,RABAT-SALE,34.05,-6.77,19.6,6.1,0.7,27,-9,
1,MAR,SAFI,32.28,-9.23,20.7,5.9,0.9,30,-24,
1,MAR,SIDI-IFNI,29.37,-10.18,21.2,2.4,0.7,26,11,
1,MAR,TAN-TAN,28.45,-11.15,20.6,3.6,0.5,44,2,
1,MAR,TANGER(AERODROME),35.73,-5.90,19.6,6.7,0.6,28,-29,
1,MAR,TAZA,34.22,-4.00,21.3,9.7,1.7,23,-36,
1,MAR,TETUAN-SANIA-RAMEL,35.58,-5.33,20.4,6.7,-0.8,28,53,
1,MDG,ANTANANARIVO-IVATO,-18.80,47.48,19.5,-3.3,0.9,21,18,
1,MDG,MAHAJANGA,-15.67,46.35,27.0,-1.8,0.7,34,24,
1,MDG,TAOLAGNARO,-25.03,46.95,24.0,-2.9,0.3,23,20,
1,MDG,TOAMASINA,-18.12,49.40,24.7,-3.2,0.2,33,-13,
1,MLI,BAMAKO-SENOU,12.53,-7.95,28.3,2.7,2.0,-51,16,
1,MLI,MOPTI,14.52,-4.10,30.9,3.9,2.3,-9,21,
1,MOZ,MAPUTO-MAVALANE,-25.92,32.57,24.0,-3.6,0.7,26,-8,
1,MRT,NOUADHIBOU,20.93,-17.03,23.7,2.2,0.6,54,-17,
1,MRT,NOUAKCHOTT,18.10,-15.95,27.3,3.5,1.5,42,-4,
1,MUS,AGALEGA,-10.43,56.75,27.3,-1.8,0.2,38,15,
1,MUS,PLAISANCE(MAURITIU),-20.43,57.68,24.4,-2.8,0.0,36,-7,
1,MUS,RODRIGUES,-19.68,63.42,24.8,-2.4,0.4,47,-8,
1,MUS,ST-BRANDON(ST-RA),-16.45,59.62,26.0,-1.8,0.2,43,-25,
1,MUS,VACOAS(MAURITIUS),-20.30,57.50,23.3,-3.0,0.1,32,15,
1,MYT,DZAOUDZI-PAMANZI(M),-12.80,45.28,26.9,-1.6,1.0,48,35,
1,NAM,GROOTFONTEIN,-19.60,18.12,24.0,-4.3,1.4,-7,10,
1,NAM,LUDERITZ(DIAZ-POIN),-26.63,15.10,17.9,-2.4,-0.2,29,4,
1,NAM,RUNDU,-17.92,19.77,25.3,-4.4,2.4,-9,9,
1,NAM,WINDHOEK,-22.57,17.10,22.8,-5.5,1.4,-4,9,
1,NER,AGADEZ,16.97,7.98,29.3,6.6,2.4,6,17,
1,NER,BIRNI-NKONNI,13.80,5.25,30.8,3.6,2.6,-15,20,
1,NER,MAGARIA,12.98,8.93,28.9,4.7,2.9,-7,18,
1,NER,MAINE-SOROA,13.23,11.98,29.1,4.8,2.8,-6,23,
1,NER,MARADI,13.47,7.08,29.7,4.4,2.5,-10,15,
1,NER,NIAMEY-AERO,13.48,2.17,31.0,3.0,2.8,-18,19,
1,NER,TAHOUA,14.90,5.25,30.6,4.1,2.6,-11,19,
1,NER,TILLABERY,14.20,1.45,31.8,3.5,2.7,-11,20,
1,NER,ZINDER,13.78,8.98,29.7,4.5,2.9,-10,18,
1,REU,SAINT-DENIS-GILLOT,-20.88,55.52,25.5,-3.4,0.4,29,6,
1,SEN,CAP-SKIRRING,12.40,-16.75,26.9,1.7,0.6,35,9,
1,SEN,DAKAR-YOFF,14.73,-17.50,26.7,3.7,0.6,55,25,
1,SEN,DIOURBEL,14.65,-16.23,31.2,2.8,1.4,10,21,
1,SEN,KAOLACK,14.13,-16.07,31.0,2.3,1.7,13,17,
1,SEN,LINGUERE,15.38,-15.12,32.0,3.3,1.5,-2,23,
1,SEN,MATAM,15.65,-13.25,32.2,4.3,2.3,-11,21,
1,SEN,PODOR,16.65,-14.97,30.6,4.2,1.9,8,20,
1,SEN,SAINT-LOUIS,16.05,-16.45,26.8,3.5,0.9,51,-4,
1,SEN,TAMBACOUNDA,13.77,-13.68,29.9,2.8,1.7,-45,24,
1,SEN,ZIGUINCHOR,12.55,-16.27,27.8,1.6,0.9,13,27,
1,SHN,WIDE-AWAKE-FIELD(A),-7.97,-14.40,25.6,-1.9,0.1,96,-15,
1,SYC,SEYCHELLES-INTL-AP,-4.67,55.52,27.7,-1.1,0.7,45,12,
1,TCD,NDJAMENA,12.13,15.03,30.5,3.3,3.0,-17,23,
1,TGO,LOME,6.17,1.25,27.6,-1.7,0.7,54,27,
1,TUN,BIZERTE,37.25,9.80,20.1,8.4,0.9,31,-32,
1,TUN,DJERBA-MELLITA,33.87,10.77,22.8,8.1,1.1,32,-13,
1,TUN,GABES,33.88,10.10,22.3,8.4,1.1,29,-16,
1,TUN,GAFSA,34.42,8.82,21.4,10.4,0.7,22,-22,
1,TUN,JENDOUBA,36.48,8.80,21.0,9.9,1.0,26,-41,
1,TUN,KAIROUAN,35.67,10.10,22.7,9.5,1.0,27,-31,
1,TUN,KELIBIA,36.85,11.08,20.3,7.9,-0.7,33,52,
1,TUN,MEDENINE,33.35,10.48,22.8,9.5,1.5,25,-12,
1,TUN,MONASTIR-SKANES,35.67,10.75,21.7,8.4,1.0,32,-27,
1,TUN,REMADA,32.32,10.40,22.8,9.6,1.4,24,-8,
1,TUN,SFAX-EL-MAOU,34.72,10.68,21.8,8.8,0.9,27,-21,
1,TUN,SIDI-BOUZID,35.00,9.48,21.8,10.1,0.7,23,-34,
1,TUN,TABARKA,36.95,8.75,20.3,8.0,0.9,28,-38,
1,TUN,THALA,35.55,8.68,16.1,9.9,-0.1,26,1,
1,TUN,TOZEUR,33.92,8.17,23.6,10.3,1.2,22,-22,
1,TUN,TUNIS-CARTHAGE,36.83,10.23,20.9,8.6,-0.1,30,4,
1,TZA,DAR-ES-SALAAM-AP,-6.87,39.20,25.9,-1.8,-0.1,38,-7,
1,ZAF,BETHLEHEM,-28.25,28.33,15.2,-5.9,1.3,12,0,
1,ZAF,BLOEMFONTEIN-AP,-29.10,26.30,18.4,-7.9,1.1,8,-5,
1,ZAF,CAPE-COLUMBINE,-32.83,17.85,17.2,-3.2,0.4,22,-22,
1,ZAF,CAPE-TOWN-INTL-AP,-33.97,18.60,18.8,-5.2,0.1,17,15,
1,ZAF,DE-AAR,-30.65,24.00,19.5,-7.8,0.7,12,-17,
1,ZAF,DURBAN-INTL-AP,-29.97,30.95,21.8,-3.5,0.8,27,-14,
1,ZAF,EAST-LONDON,-33.03,27.83,19.4,-3.4,0.5,32,-16,
1,ZAF,GEORGE-AP,-34.02,22.38,17.0,-3.7,0.0,27,11,
1,ZAF,GOUGH-ISLAND,-40.35,-9.88,12.8,-3.0,-0.2,38,34,
1,ZAF,KIMBERLEY,-28.80,24.77,20.8,-8.0,1.5,8,-13,
1,ZAF,MARION-ISLAND,-46.88,37.87,7.4,-2.3,-0.1,42,12,
1,ZAF,MOSSEL-BAY(CAPE-ST),-34.18,22.15,18.3,-3.2,-0.6,34,36,
1,ZAF,PIETERSBURG,-23.83,29.42,20.9,-4.9,1.1,9,-11,
1,ZAF,PORT-ELIZABETH,-33.98,25.62,18.4,-3.6,0.0,28,8,
1,ZAF,PRETORIA,-25.73,28.18,19.9,-5.2,1.5,6,-7,
1,ZAF,SPRINGBOK,-29.67,17.90,19.4,-6.2,0.9,21,3,
1,ZAF,UPINGTON,-28.40,21.27,22.6,-8.1,1.0,14,-10,
1,ZWE,BEITBRIDGE,-22.22,30.00,26.5,-5.5,1.4,4,-1,
1,ZWE,BULAWAYO-AP,-20.02,28.62,21.9,-4.0,1.6,-4,4,
1,ZWE,GWERU,-19.45,29.85,18.6,-3.5,1.3,-3,3,
1,ZWE,HARARE(KUTSAGA),-17.92,31.13,20.1,-3.2,1.5,-2,12,
1,ZWE,KAROI,-16.83,29.62,20.2,-2.9,2.0,-10,18,
1,ZWE,MASVINGO,-20.07,30.87,21.5,-4.3,1.4,-3,6,
1,ZWE,RUSAPE,-18.53,32.13,18.9,-3.7,1.1,-7,10,
2,,BASE ARTURO PRAT,-62.50,-59.68,-0.9,-2.3,0.5,29,25,
2,,BERNARDO O`HIGGINS,-63.32,-57.90,-1.9,-3.6,1.0,27,18,
2,,CASEY,-66.28,110.52,-7.5,-6.4,-2.5,16,11,
2,,DAVIS,-68.58,77.95,-8.4,-8.0,-2.9,17,6,
2,,FREI CHI BASE,-62.18,-58.98,-1.2,-2.5,0.4,38,22,
2,,HALLEY,-75.50,-26.65,-16.1,-9.6,-2.3,15,7,
2,,NEUMAYER,-70.67,-8.25,-13.1,-8.3,-2.1,25,0,
3,ARE,ABU-DHABI-BATEEN-AP,24.43,54.47,29.1,7.9,0.5,27,-1,
3,ARE,ABU-DHABI-INTL-AP,24.43,54.65,29.2,8.0,0.9,24,6,
3,ARE,AL-AIN-INTL-AP,24.27,55.60,30.0,9.1,0.9,22,15,
3,ARE,DUBAI-INTL-AP,25.25,55.33,29.3,7.9,0.6,25,8,
3,ARE,SHARJAH-INTL-AP,25.33,55.52,28.7,8.3,0.6,24,7,
3,BHR,BAHRAIN-INTL-AP,26.27,50.65,28.2,8.8,0.9,27,24,
3,CHN,ABAG-QI,44.02,114.95,5.3,16.5,0.2,24,8,
3,CHN,AIHUI,50.25,127.45,4.7,14.0,-1.8,30,30,
3,CHN,AKQI,40.93,78.45,9.8,13.6,1.0,19,23,
3,CHN,ALAR,40.50,81.05,14.2,17.2,2.3,15,15,
3,CHN,ALTAY,47.73,88.08,7.3,14.7,-1.9,28,7,
3,CHN,ANDA,46.38,125.32,7.7,15.0,-1.6,26,13,
3,CHN,ANDIR,37.93,83.65,14.3,16.8,1.1,14,6,
3,CHN,ANKANG,32.72,109.03,17.6,10.9,0.5,18,-18,
3,CHN,ANQING,30.53,117.05,18.7,11.1,0.7,23,3,
3,CHN,ANYANG,36.05,114.40,15.8,12.9,1.2,18,1,
3,CHN,ARXAN,47.17,119.93,1.9,11.9,-0.2,29,1,
3,CHN,BACHU,39.80,78.57,15.2,16.6,2.7,15,9,
3,CHN,BAILING-MIAO,41.70,110.43,8.4,15.5,-1.0,23,17,
3,CHN,BAINGOIN,31.37,90.02,1.8,6.5,1.3,38,-46,
3,CHN,BAISE,23.90,106.60,23.2,7.0,1.1,19,16,
3,CHN,BALGUNTAY,42.67,86.33,9.8,14.8,0.8,18,9,
3,CHN,BAODING,38.85,115.57,14.9,14.4,1.2,19,7,
3,CHN,BAOJI,34.35,107.13,15.2,12.4,1.0,18,7,
3,CHN,BAOQING,46.32,132.18,7.2,14.4,-1.7,29,19,
3,CHN,BAOSHAN,25.12,99.18,18.2,6.3,0.9,21,2,
3,CHN,BARKAM,31.90,102.23,11.3,8.5,1.2,14,-10,
3,CHN,BATANG,30.00,99.10,15.7,7.9,0.8,15,2,
3,CHN,BAYAN-MOD,40.75,104.50,10.6,16.6,0.0,18,-3,
3,CHN,BAYANBULAK,43.03,84.15,0.2,9.3,1.1,30,38,
3,CHN,BAYTIK-SHAN,45.37,90.53,6.0,13.2,-1.4,25,27,
3,CHN,BEIHAI,21.48,109.10,23.7,6.4,1.0,25,24,
3,CHN,BEIJING,39.93,116.28,13.9,14.4,1.3,18,7,
3,CHN,BENGBU,32.95,117.37,17.5,11.6,1.0,23,14,
3,CHN,BENXI,41.32,123.78,10.2,14.7,-0.6,25,-5,
3,CHN,BIJIE,27.30,105.23,14.9,9.0,0.8,22,18,
3,CHN,BOXIAN,33.88,115.77,16.9,12.1,1.0,20,4,
3,CHN,BUGT(BAOGUOTU),42.33,120.70,9.2,14.1,-1.0,25,9,
3,CHN,BUGT(BOKETU),48.77,121.92,3.3,12.1,-1.3,29,35,
3,CHN,CANGZHOU,38.33,116.83,14.7,13.9,1.0,21,8,
3,CHN,CHANG-DAO,37.93,120.72,13.4,12.7,1.2,31,22,
3,CHN,CHANGBAI,41.35,128.17,5.8,13.1,-1.8,31,31,
3,CHN,CHANGCHUN,43.90,125.22,8.7,14.4,-1.2,26,7,
3,CHN,CHANGDE,29.05,111.68,19.1,10.4,0.3,24,4,
3,CHN,CHANGLING,44.25,123.97,8.3,14.9,-1.4,28,8,
3,CHN,CHANGSHA,28.23,112.87,18.9,10.8,0.8,27,9,
3,CHN,CHANGTING,25.85,116.37,20.4,9.3,1.3,21,9,
3,CHN,CHAOYANG,41.55,120.45,11.3,15.2,0.8,22,32,
3,CHN,CHENGDE,40.98,117.95,12.0,15.1,0.5,19,8,
3,CHN,CHENGDU,30.67,104.02,18.1,9.4,0.8,20,24,
3,CHN,CHENGSHANTOU,37.40,122.68,12.8,10.9,0.9,37,-3,
3,CHN,CHENZHOU,25.80,113.03,20.2,10.1,1.2,25,24,
3,CHN,CHIFENG,42.27,118.97,10.4,16.1,-0.3,22,1,
3,CHN,CHONGQING,29.58,106.47,20.0,9.7,1.0,21,-7,
3,CHN,CHUXIONG,25.02,101.52,18.0,5.9,1.2,8,0,
3,CHN,DA-QAIDAM,37.85,95.37,6.3,12.5,-1.5,25,32,
3,CHN,DACHEN-DAO,28.45,121.88,18.1,9.1,0.3,38,16,
3,CHN,DALIAN,38.90,121.63,12.1,13.3,1.4,28,8,
3,CHN,DALI,25.70,100.18,17.3,5.9,0.7,16,15,
3,CHN,DANDONG,40.05,124.33,10.5,13.9,0.5,27,-11,
3,CHN,DANXIAN,19.52,109.58,24.9,4.7,1.3,14,22,
3,CHN,DAOCHENG,29.05,100.30,7.0,8.8,0.8,27,28,
3,CHN,DARLAG,33.75,99.65,1.4,7.2,1.0,33,-22,
3,CHN,DATONG,40.10,113.33,10.6,15.6,0.1,19,10,
3,CHN,DAWU,30.98,101.12,11.3,8.4,1.2,15,-3,
3,CHN,DAXIAN,31.20,107.50,18.9,9.7,0.9,23,8,
3,CHN,DEGE,31.80,98.57,8.6,8.8,0.9,20,1,
3,CHN,DELINGHA,37.37,97.37,8.3,12.4,-0.5,20,47,
3,CHN,DENGQEN,31.42,95.60,6.5,9.1,0.0,24,12,
3,CHN,DEQEN,28.45,98.88,7.7,8.6,0.5,26,35,
3,CHN,DINGHAI,30.03,122.12,18.0,10.0,0.3,35,0,
3,CHN,DINGTAO,35.07,115.57,16.0,12.3,1.3,18,1,
3,CHN,DONGFANG,19.10,108.62,26.0,4.6,1.2,21,26,
3,CHN,DONGSHENG,39.83,109.98,9.8,14.5,-0.5,21,-1,
3,CHN,DONGTAI,32.85,120.28,16.4,11.5,0.5,27,6,
3,CHN,DULAN,36.30,98.10,7.1,11.1,-0.9,22,30,
3,CHN,DUNHUANG,40.15,94.68,13.2,17.0,1.1,17,37,
3,CHN,DUNHUA,43.37,128.20,6.6,13.8,-1.8,31,22,
3,CHN,DUOLUN,42.18,116.47,5.8,12.8,-1.8,29,30,
3,CHN,DUSHAN,25.83,107.55,16.8,8.2,1.0,24,21,
3,CHN,EJIN-QI,41.95,101.07,11.7,18.5,0.4,18,8,
3,CHN,EMEI-SHAN,29.52,103.33,6.0,7.5,-0.8,28,2,
3,CHN,ENSHI,30.28,109.47,18.4,9.9,0.6,22,6,
3,CHN,ERENHOT,43.65,112.00,8.0,17.4,-0.8,24,25,
3,CHN,FANGXIAN,32.03,110.77,16.8,11.1,0.5,20,11,
3,CHN,FENGJIE,31.02,109.53,18.4,9.8,0.9,23,2,
3,CHN,FENGNING,41.22,116.63,9.5,14.1,-0.8,23,0,
3,CHN,FOGANG,23.87,113.53,22.5,7.5,1.2,28,26,
3,CHN,FUDING,27.33,120.20,20.1,9.0,0.2,30,-6,
3,CHN,FUJIN,47.23,131.98,6.4,14.5,-1.8,31,27,
3,CHN,FUYANG,32.87,115.73,16.9,11.9,0.6,23,4,
3,CHN,FUYUN,46.98,89.52,7.1,17.9,-0.5,25,10,
3,CHN,FUZHOU,26.08,119.28,21.3,8.5,-0.1,33,-11,
3,CHN,GANGCA,37.33,100.13,2.5,8.0,1.4,33,-34,
3,CHN,GANYU,34.83,119.13,15.3,12.0,0.8,27,6,
3,CHN,GANZHOU,25.87,115.00,20.7,9.8,1.0,27,5,
3,CHN,GAOYAO,23.05,112.47,23.4,7.4,1.3,27,17,
3,CHN,GARZE,31.62,100.00,8.6,8.7,0.8,21,17,
3,CHN,GENGMA,23.55,99.40,21.8,5.4,1.2,10,13,
3,CHN,GOLMUD,36.42,94.90,9.2,12.8,0.4,19,-20,
3,CHN,GUAIZIHU,41.37,102.37,12.1,18.1,-0.1,18,7,
3,CHN,GUANGCHANG,26.85,116.33,20.2,10.2,1.4,22,0,
3,CHN,GUANGHUA,32.38,111.67,17.7,11.1,0.7,23,13,
3,CHN,GUANGNAN,24.07,105.07,18.3,6.8,1.5,14,11,
3,CHN,GUANGZHOU,23.17,113.33,23.8,6.9,1.3,28,21,
3,CHN,GUILIN,25.33,110.30,20.3,9.6,1.2,28,19,
3,CHN,GUIPING,23.40,110.08,23.6,7.3,0.9,29,22,
3,CHN,GUIYANG,26.58,106.73,16.4,8.7,1.1,23,18,
3,CHN,GUSHI,32.17,115.67,17.3,11.8,0.6,23,16,
3,CHN,HAIKOU,20.03,110.35,25.0,4.8,1.0,21,27,
3,CHN,HAILAR,49.22,119.75,3.8,13.8,-1.3,29,21,
3,CHN,HAILS,41.45,106.38,8.4,15.5,-0.9,21,18,
3,CHN,HAILUN,47.43,126.97,5.8,14.5,-1.7,29,26,
3,CHN,HAIYANG-DAO,39.05,123.22,12.5,12.9,1.1,31,6,
3,CHN,HAIYANG,36.77,121.17,13.8,12.0,0.8,29,6,
3,CHN,HALIUT,41.57,108.52,9.0,16.1,-0.9,21,18,
3,CHN,HAMI,42.82,93.52,13.2,18.6,1.4,15,26,
3,CHN,HANGZHOU,30.23,120.17,18.2,11.1,0.8,27,-5,
3,CHN,HANZHONG,33.07,107.03,16.3,10.6,0.5,20,-5,
3,CHN,HARBIN,45.75,126.77,7.7,14.7,-1.8,27,18,
3,CHN,HECHI,24.70,108.05,22.4,7.9,0.6,27,14,
3,CHN,HEFEI,31.87,117.23,17.5,11.7,0.6,23,9,
3,CHN,HENAN,34.73,101.60,2.6,7.9,1.3,34,-37,
3,CHN,HEQU,39.38,111.15,12.0,16.3,0.1,18,8,
3,CHN,HEYUAN,23.80,114.73,23.2,7.2,1.3,30,12,
3,CHN,HEZUO,35.00,102.90,5.5,9.7,-1.1,27,32,
3,CHN,HOBOKSAR,46.78,85.72,7.2,14.8,-1.0,26,20,
3,CHN,HOHHOT,40.82,111.68,10.2,15.8,-0.5,20,4,
3,CHN,HOTAN,37.13,79.93,16.3,15.4,1.9,12,0,
3,CHN,HUA-SHAN,34.48,110.08,8.6,10.6,-0.9,24,-26,
3,CHN,HUADE,41.90,114.00,6.6,14.9,-0.9,24,30,
3,CHN,HUADIAN,42.98,126.75,8.2,15.0,-1.7,26,15,
3,CHN,HUAILAI,40.40,115.50,12.0,14.4,0.6,19,39,
3,CHN,HUAJIALING,35.38,105.00,5.5,9.7,-1.1,30,25,
3,CHN,HUANG-SHAN,30.13,118.15,10.4,9.4,0.7,25,21,
3,CHN,HUILI,26.65,102.25,17.2,6.7,0.9,15,7,
3,CHN,HUIMIN,37.50,117.53,14.3,13.9,1.2,20,3,
3,CHN,HUIZE,26.42,103.28,14.6,6.5,1.0,14,2,
3,CHN,HULIN,45.77,132.97,6.7,14.1,-1.8,31,29,
3,CHN,HUMA,51.72,126.65,4.1,14.7,-1.6,28,29,
3,CHN,HUOSHAN,31.40,116.33,17.3,11.2,0.5,21,7,
