Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Option=None	"Option=ASHP, SEER 10, 6.2 HSPF"	"Option=ASHP, SEER 13, 7.7 HSPF"	"Option=ASHP, SEER 15, 8.5 HSPF"					
CR06	1960s	Electricity	Yes	0	0.289154207	0.643875181	0.066970612					
CR06	1970s	Electricity	Yes	0	0.281641383	0.659303216	0.059055402					
CR06	1980s	Electricity	Yes	0	0.326648662	0.6055324	0.067818938					
CR06	1990s	Electricity	Yes	0	0.220813292	0.695436681	0.083750027					
CR06	2000s	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR06	<1950	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR07	1950s	Electricity	Yes	1	0	0	0					
CR07	1960s	Electricity	Yes	0	0.289154207	0.643875181	0.066970612					
CR07	1970s	Electricity	Yes	0	0.281641383	0.659303216	0.059055402					
CR07	1980s	Electricity	Yes	0	0.326648662	0.6055324	0.067818938					
CR07	1990s	Electricity	Yes	0	0.220813292	0.695436681	0.083750027					
CR07	2000s	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR07	<1950	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR08	1950s	Electricity	Yes	0	0.183846691	0.700315907	0.115837402					
CR08	1960s	Electricity	Yes	0	0.289154207	0.643875181	0.066970612					
CR08	1970s	Electricity	Yes	0	0.281641383	0.659303216	0.059055402					
CR08	1980s	Electricity	Yes	0	0.326648662	0.6055324	0.067818938					
CR08	1990s	Electricity	Yes	0	0.220813292	0.695436681	0.083750027					
CR08	2000s	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR08	<1950	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR09	1950s	Electricity	Yes	0	0.183846691	0.700315907	0.115837402					
CR09	1960s	Electricity	Yes	0	0.289154207	0.643875181	0.066970612					
CR09	1970s	Electricity	Yes	0	0.281641383	0.659303216	0.059055402					
CR09	1980s	Electricity	Yes	0	0.326648662	0.6055324	0.067818938					
CR09	1990s	Electricity	Yes	0	0.220813292	0.695436681	0.083750027					
CR09	2000s	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR09	<1950	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR10	1950s	Electricity	Yes	1	0	0	0					
CR10	1960s	Electricity	Yes	0	0.289154207	0.643875181	0.066970612					
CR10	1970s	Electricity	Yes	0	0.281641383	0.659303216	0.059055402					
CR10	1980s	Electricity	Yes	0	0.326648662	0.6055324	0.067818938					
CR10	1990s	Electricity	Yes	0	0.220813292	0.695436681	0.083750027					
CR10	2000s	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR10	<1950	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR11	1950s	Electricity	Yes	0	0.183846691	0.700315907	0.115837402					
CR11	1960s	Electricity	Yes	0	0.289154207	0.643875181	0.066970612					
CR11	1970s	Electricity	Yes	0	0.281641383	0.659303216	0.059055402					
CR11	1980s	Electricity	Yes	0	0.326648662	0.6055324	0.067818938					
CR11	1990s	Electricity	Yes	0	0.220813292	0.695436681	0.083750027					
CR11	2000s	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR11	<1950	Electricity	Yes	0	0.179836912	0.742669008	0.077494079					
CR02	1950s	Fuel Oil	Yes	1	0	0	0					
CR02	1960s	Fuel Oil	Yes	1	0	0	0					
CR02	1970s	Fuel Oil	Yes	1	0	0	0					
CR02	1980s	Fuel Oil	Yes	1	0	0	0					
CR02	1990s	Fuel Oil	Yes	1	0	0	0					
CR02	2000s	Fuel Oil	Yes	1	0	0	0					
CR02	<1950	Fuel Oil	Yes	1	0	0	0					
CR05	1950s	Fuel Oil	Yes	1	0	0	0					
CR05	1960s	Fuel Oil	Yes	1	0	0	0					
CR05	1970s	Fuel Oil	Yes	1	0	0	0					
CR05	1980s	Fuel Oil	Yes	1	0	0	0					
CR05	1990s	Fuel Oil	Yes	1	0	0	0					
CR05	2000s	Fuel Oil	Yes	1	0	0	0					
CR05	<1950	Fuel Oil	Yes	1	0	0	0					
CR03	1950s	Fuel Oil	Yes	1	0	0	0					
CR03	1960s	Fuel Oil	Yes	1	0	0	0					
CR03	1970s	Fuel Oil	Yes	1	0	0	0					
CR03	1980s	Fuel Oil	Yes	1	0	0	0					
CR03	1990s	Fuel Oil	Yes	1	0	0	0					
CR03	2000s	Fuel Oil	Yes	1	0	0	0					
CR03	<1950	Fuel Oil	Yes	1	0	0	0					
CR04	1950s	Fuel Oil	Yes	1	0	0	0					
CR04	1960s	Fuel Oil	Yes	1	0	0	0					
CR04	1970s	Fuel Oil	Yes	1	0	0	0					
CR04	1980s	Fuel Oil	Yes	1	0	0	0					
CR04	1990s	Fuel Oil	Yes	1	0	0	0					
CR04	2000s	Fuel Oil	Yes	1	0	0	0					
CR04	<1950	Fuel Oil	Yes	1	0	0	0					
CR06	1950s	Fuel Oil	Yes	1	0	0	0					
CR06	1960s	Fuel Oil	Yes	1	0	0	0					
CR06	1970s	Fuel Oil	Yes	1	0	0	0					
CR06	1980s	Fuel Oil	Yes	1	0	0	0					
CR06	1990s	Fuel Oil	Yes	1	0	0	0					
CR06	2000s	Fuel Oil	Yes	1	0	0	0					
CR06	<1950	Fuel Oil	Yes	1	0	0	0					
CR07	1950s	Fuel Oil	Yes	1	0	0	0					
CR07	1960s	Fuel Oil	Yes	1	0	0	0					
CR07	1970s	Fuel Oil	Yes	1	0	0	0					
CR07	1980s	Fuel Oil	Yes	1	0	0	0					
CR07	1990s	Fuel Oil	Yes	1	0	0	0					
CR07	2000s	Fuel Oil	Yes	1	0	0	0					
CR07	<1950	Fuel Oil	Yes	1	0	0	0					
CR08	1950s	Fuel Oil	Yes	1	0	0	0					
CR08	1960s	Fuel Oil	Yes	1	0	0	0					
CR08	1970s	Fuel Oil	Yes	1	0	0	0					
CR08	1980s	Fuel Oil	Yes	1	0	0	0					
CR08	1990s	Fuel Oil	Yes	1	0	0	0					
CR08	2000s	Fuel Oil	Yes	1	0	0	0					
CR08	<1950	Fuel Oil	Yes	1	0	0	0					
CR09	1950s	Fuel Oil	Yes	1	0	0	0					
CR09	1960s	Fuel Oil	Yes	1	0	0	0					
CR09	1970s	Fuel Oil	Yes	1	0	0	0					
CR09	1980s	Fuel Oil	Yes	1	0	0	0					
CR09	1990s	Fuel Oil	Yes	1	0	0	0					
CR09	2000s	Fuel Oil	Yes	1	0	0	0					
CR09	<1950	Fuel Oil	Yes	1	0	0	0					
CR10	1950s	Fuel Oil	Yes	1	0	0	0					
CR10	1960s	Fuel Oil	Yes	1	0	0	0					
CR10	1970s	Fuel Oil	Yes	1	0	0	0					
CR10	1980s	Fuel Oil	Yes	1	0	0	0					
CR10	1990s	Fuel Oil	Yes	1	0	0	0					
CR10	2000s	Fuel Oil	Yes	1	0	0	0					
CR10	<1950	Fuel Oil	Yes	1	0	0	0					
CR11	1950s	Fuel Oil	Yes	1	0	0	0					
CR11	1960s	Fuel Oil	Yes	1	0	0	0					
CR11	1970s	Fuel Oil	Yes	1	0	0	0					
CR11	1980s	Fuel Oil	Yes	1	0	0	0					
CR11	1990s	Fuel Oil	Yes	1	0	0	0					
CR11	2000s	Fuel Oil	Yes	1	0	0	0					
CR11	<1950	Fuel Oil	Yes	1	0	0	0					
CR02	1950s	Natural Gas	Yes	1	0	0	0					
CR02	1960s	Natural Gas	Yes	1	0	0	0					
CR02	1970s	Natural Gas	Yes	1	0	0	0					
CR02	1980s	Natural Gas	Yes	1	0	0	0					
CR02	1990s	Natural Gas	Yes	1	0	0	0					
CR02	2000s	Natural Gas	Yes	1	0	0	0					
CR02	<1950	Natural Gas	Yes	1	0	0	0					
CR05	1950s	Natural Gas	Yes	1	0	0	0					
CR05	1960s	Natural Gas	Yes	1	0	0	0					
CR05	1970s	Natural Gas	Yes	1	0	0	0					
CR05	1980s	Natural Gas	Yes	1	0	0	0					
CR05	1990s	Natural Gas	Yes	1	0	0	0					
CR05	2000s	Natural Gas	Yes	1	0	0	0					
CR05	<1950	Natural Gas	Yes	1	0	0	0					
CR03	1950s	Natural Gas	Yes	1	0	0	0					
CR03	1960s	Natural Gas	Yes	1	0	0	0					
CR03	1970s	Natural Gas	Yes	1	0	0	0					
CR03	1980s	Natural Gas	Yes	1	0	0	0					
CR03	1990s	Natural Gas	Yes	1	0	0	0					
CR03	2000s	Natural Gas	Yes	1	0	0	0					
CR03	<1950	Natural Gas	Yes	1	0	0	0					
CR04	1950s	Natural Gas	Yes	1	0	0	0					
CR04	1960s	Natural Gas	Yes	1	0	0	0					
CR04	1970s	Natural Gas	Yes	1	0	0	0					
CR04	1980s	Natural Gas	Yes	1	0	0	0					
CR04	1990s	Natural Gas	Yes	1	0	0	0					
CR04	2000s	Natural Gas	Yes	1	0	0	0					
CR04	<1950	Natural Gas	Yes	1	0	0	0					
CR06	1950s	Natural Gas	Yes	1	0	0	0					
CR06	1960s	Natural Gas	Yes	1	0	0	0					
CR06	1970s	Natural Gas	Yes	1	0	0	0					
CR06	1980s	Natural Gas	Yes	1	0	0	0					
CR06	1990s	Natural Gas	Yes	1	0	0	0					
CR06	2000s	Natural Gas	Yes	1	0	0	0					
CR06	<1950	Natural Gas	Yes	1	0	0	0					
CR07	1950s	Natural Gas	Yes	1	0	0	0					
CR07	1960s	Natural Gas	Yes	1	0	0	0					
CR07	1970s	Natural Gas	Yes	1	0	0	0					
CR07	1980s	Natural Gas	Yes	1	0	0	0					
CR07	1990s	Natural Gas	Yes	1	0	0	0					
CR07	2000s	Natural Gas	Yes	1	0	0	0					
CR07	<1950	Natural Gas	Yes	1	0	0	0					
CR08	1950s	Natural Gas	Yes	1	0	0	0					
CR08	1960s	Natural Gas	Yes	1	0	0	0					
CR08	1970s	Natural Gas	Yes	1	0	0	0					
CR08	1980s	Natural Gas	Yes	1	0	0	0					
CR08	1990s	Natural Gas	Yes	1	0	0	0					
CR08	2000s	Natural Gas	Yes	1	0	0	0					
CR08	<1950	Natural Gas	Yes	1	0	0	0					
CR09	1950s	Natural Gas	Yes	1	0	0	0					
CR09	1960s	Natural Gas	Yes	1	0	0	0					
CR09	1970s	Natural Gas	Yes	1	0	0	0					
CR09	1980s	Natural Gas	Yes	1	0	0	0					
CR09	1990s	Natural Gas	Yes	1	0	0	0					
CR09	2000s	Natural Gas	Yes	1	0	0	0					
CR09	<1950	Natural Gas	Yes	1	0	0	0					
CR10	1950s	Natural Gas	Yes	1	0	0	0					
CR10	1960s	Natural Gas	Yes	1	0	0	0					
CR10	1970s	Natural Gas	Yes	1	0	0	0					
CR10	1980s	Natural Gas	Yes	1	0	0	0					
CR10	1990s	Natural Gas	Yes	1	0	0	0					
CR10	2000s	Natural Gas	Yes	1	0	0	0					
CR10	<1950	Natural Gas	Yes	1	0	0	0					
CR11	1950s	Natural Gas	Yes	1	0	0	0					
CR11	1960s	Natural Gas	Yes	1	0	0	0					
CR11	1970s	Natural Gas	Yes	1	0	0	0					
CR11	1980s	Natural Gas	Yes	1	0	0	0					
CR11	1990s	Natural Gas	Yes	1	0	0	0					
CR11	2000s	Natural Gas	Yes	1	0	0	0					
CR11	<1950	Natural Gas	Yes	1	0	0	0					
CR02	1950s	None	Yes	1	0	0	0					
CR02	1960s	None	Yes	1	0	0	0					
CR02	1970s	None	Yes	1	0	0	0					
CR02	1980s	None	Yes	1	0	0	0					
CR02	1990s	None	Yes	1	0	0	0					
CR02	2000s	None	Yes	1	0	0	0					
CR02	<1950	None	Yes	1	0	0	0					
CR05	1950s	None	Yes	1	0	0	0					
CR05	1960s	None	Yes	1	0	0	0					
CR05	1970s	None	Yes	1	0	0	0					
CR05	1980s	None	Yes	1	0	0	0					
CR05	1990s	None	Yes	1	0	0	0					
CR05	2000s	None	Yes	1	0	0	0					
CR05	<1950	None	Yes	1	0	0	0					
CR03	1950s	None	Yes	1	0	0	0					
CR03	1960s	None	Yes	1	0	0	0					
CR03	1970s	None	Yes	1	0	0	0					
CR03	1980s	None	Yes	1	0	0	0					
CR03	1990s	None	Yes	1	0	0	0					
CR03	2000s	None	Yes	1	0	0	0					
CR03	<1950	None	Yes	1	0	0	0					
CR04	1950s	None	Yes	1	0	0	0					
CR04	1960s	None	Yes	1	0	0	0					
CR04	1970s	None	Yes	1	0	0	0					
CR04	1980s	None	Yes	1	0	0	0					
CR04	1990s	None	Yes	1	0	0	0					
CR04	2000s	None	Yes	1	0	0	0					
CR04	<1950	None	Yes	1	0	0	0					
CR06	1950s	None	Yes	1	0	0	0					
CR06	1960s	None	Yes	1	0	0	0					
CR06	1970s	None	Yes	1	0	0	0					
CR06	1980s	None	Yes	1	0	0	0					
CR06	1990s	None	Yes	1	0	0	0					
CR06	2000s	None	Yes	1	0	0	0					
CR06	<1950	None	Yes	1	0	0	0					
CR07	1950s	None	Yes	1	0	0	0					
CR07	1960s	None	Yes	1	0	0	0					
CR07	1970s	None	Yes	1	0	0	0					
CR07	1980s	None	Yes	1	0	0	0					
CR07	1990s	None	Yes	1	0	0	0					
CR07	2000s	None	Yes	1	0	0	0					
CR07	<1950	None	Yes	1	0	0	0					
CR08	1950s	None	Yes	1	0	0	0					
CR08	1960s	None	Yes	1	0	0	0					
CR08	1970s	None	Yes	1	0	0	0					
CR08	1980s	None	Yes	1	0	0	0					
CR08	1990s	None	Yes	1	0	0	0					
CR08	2000s	None	Yes	1	0	0	0					
CR08	<1950	None	Yes	1	0	0	0					
CR09	1950s	None	Yes	1	0	0	0					
CR09	1960s	None	Yes	1	0	0	0					
CR09	1970s	None	Yes	1	0	0	0					
CR09	1980s	None	Yes	1	0	0	0					
CR09	1990s	None	Yes	1	0	0	0					
CR09	2000s	None	Yes	1	0	0	0					
CR09	<1950	None	Yes	1	0	0	0					
CR10	1950s	None	Yes	1	0	0	0					
CR10	1960s	None	Yes	1	0	0	0					
CR10	1970s	None	Yes	1	0	0	0					
CR10	1980s	None	Yes	1	0	0	0					
CR10	1990s	None	Yes	1	0	0	0					
CR10	2000s	None	Yes	1	0	0	0					
CR10	<1950	None	Yes	1	0	0	0					
CR11	1950s	None	Yes	1	0	0	0					
CR11	1960s	None	Yes	1	0	0	0					
CR11	1970s	None	Yes	1	0	0	0					
CR11	1980s	None	Yes	1	0	0	0					
CR11	1990s	None	Yes	1	0	0	0					
CR11	2000s	None	Yes	1	0	0	0					
CR11	<1950	None	Yes	1	0	0	0					
CR02	1950s	Other Fuel	Yes	1	0	0	0					
CR02	1960s	Other Fuel	Yes	1	0	0	0					
CR02	1970s	Other Fuel	Yes	1	0	0	0					
CR02	1980s	Other Fuel	Yes	1	0	0	0					
CR02	1990s	Other Fuel	Yes	1	0	0	0					
CR02	2000s	Other Fuel	Yes	1	0	0	0					
CR02	<1950	Other Fuel	Yes	1	0	0	0					
CR05	1950s	Other Fuel	Yes	1	0	0	0					
CR05	1960s	Other Fuel	Yes	1	0	0	0					
CR05	1970s	Other Fuel	Yes	1	0	0	0					
CR05	1980s	Other Fuel	Yes	1	0	0	0					
CR05	1990s	Other Fuel	Yes	1	0	0	0					
CR05	2000s	Other Fuel	Yes	1	0	0	0					
CR05	<1950	Other Fuel	Yes	1	0	0	0					
CR03	1950s	Other Fuel	Yes	1	0	0	0					
CR03	1960s	Other Fuel	Yes	1	0	0	0					
CR03	1970s	Other Fuel	Yes	1	0	0	0					
CR03	1980s	Other Fuel	Yes	1	0	0	0					
CR03	1990s	Other Fuel	Yes	1	0	0	0					
CR03	2000s	Other Fuel	Yes	1	0	0	0					
CR03	<1950	Other Fuel	Yes	1	0	0	0					
CR04	1950s	Other Fuel	Yes	1	0	0	0					
CR04	1960s	Other Fuel	Yes	1	0	0	0					
CR04	1970s	Other Fuel	Yes	1	0	0	0					
CR04	1980s	Other Fuel	Yes	1	0	0	0					
CR04	1990s	Other Fuel	Yes	1	0	0	0					
CR04	2000s	Other Fuel	Yes	1	0	0	0					
CR04	<1950	Other Fuel	Yes	1	0	0	0					
CR06	1950s	Other Fuel	Yes	1	0	0	0					
CR06	1960s	Other Fuel	Yes	1	0	0	0					
CR06	1970s	Other Fuel	Yes	1	0	0	0					
CR06	1980s	Other Fuel	Yes	1	0	0	0					
CR06	1990s	Other Fuel	Yes	1	0	0	0					
CR06	2000s	Other Fuel	Yes	1	0	0	0					
CR06	<1950	Other Fuel	Yes	1	0	0	0					
CR07	1950s	Other Fuel	Yes	1	0	0	0					
CR07	1960s	Other Fuel	Yes	1	0	0	0					
CR07	1970s	Other Fuel	Yes	1	0	0	0					
CR07	1980s	Other Fuel	Yes	1	0	0	0					
CR07	1990s	Other Fuel	Yes	1	0	0	0					
CR07	2000s	Other Fuel	Yes	1	0	0	0					
CR07	<1950	Other Fuel	Yes	1	0	0	0					
CR08	1950s	Other Fuel	Yes	1	0	0	0					
CR08	1960s	Other Fuel	Yes	1	0	0	0					
CR08	1970s	Other Fuel	Yes	1	0	0	0					
CR08	1980s	Other Fuel	Yes	1	0	0	0					
CR08	1990s	Other Fuel	Yes	1	0	0	0					
CR08	2000s	Other Fuel	Yes	1	0	0	0					
CR08	<1950	Other Fuel	Yes	1	0	0	0					
CR09	1950s	Other Fuel	Yes	1	0	0	0					
CR09	1960s	Other Fuel	Yes	1	0	0	0					
CR09	1970s	Other Fuel	Yes	1	0	0	0					
CR09	1980s	Other Fuel	Yes	1	0	0	0					
CR09	1990s	Other Fuel	Yes	1	0	0	0					
CR09	2000s	Other Fuel	Yes	1	0	0	0					
CR09	<1950	Other Fuel	Yes	1	0	0	0					
CR10	1950s	Other Fuel	Yes	1	0	0	0					
CR10	1960s	Other Fuel	Yes	1	0	0	0					
CR10	1970s	Other Fuel	Yes	1	0	0	0					
CR10	1980s	Other Fuel	Yes	1	0	0	0					
CR10	1990s	Other Fuel	Yes	1	0	0	0					
CR10	2000s	Other Fuel	Yes	1	0	0	0					
CR10	<1950	Other Fuel	Yes	1	0	0	0					
CR11	1950s	Other Fuel	Yes	1	0	0	0					
CR11	1960s	Other Fuel	Yes	1	0	0	0					
CR11	1970s	Other Fuel	Yes	1	0	0	0					
CR11	1980s	Other Fuel	Yes	1	0	0	0					
CR11	1990s	Other Fuel	Yes	1	0	0	0					
CR11	2000s	Other Fuel	Yes	1	0	0	0					
CR11	<1950	Other Fuel	Yes	1	0	0	0					
CR02	1950s	Propane	Yes	1	0	0	0					
CR02	1960s	Propane	Yes	1	0	0	0					
CR02	1970s	Propane	Yes	1	0	0	0					
CR02	1980s	Propane	Yes	1	0	0	0					
CR02	1990s	Propane	Yes	1	0	0	0					
CR02	2000s	Propane	Yes	1	0	0	0					
CR02	<1950	Propane	Yes	1	0	0	0					
CR05	1950s	Propane	Yes	1	0	0	0					
CR05	1960s	Propane	Yes	1	0	0	0					
CR05	1970s	Propane	Yes	1	0	0	0					
CR05	1980s	Propane	Yes	1	0	0	0					
CR05	1990s	Propane	Yes	1	0	0	0					
CR05	2000s	Propane	Yes	1	0	0	0					
CR05	<1950	Propane	Yes	1	0	0	0					
CR03	1950s	Propane	Yes	1	0	0	0					
CR03	1960s	Propane	Yes	1	0	0	0					
CR03	1970s	Propane	Yes	1	0	0	0					
CR03	1980s	Propane	Yes	1	0	0	0					
CR03	1990s	Propane	Yes	1	0	0	0					
CR03	2000s	Propane	Yes	1	0	0	0					
CR03	<1950	Propane	Yes	1	0	0	0					
CR04	1950s	Propane	Yes	1	0	0	0					
CR04	1960s	Propane	Yes	1	0	0	0					
CR04	1970s	Propane	Yes	1	0	0	0					
CR04	1980s	Propane	Yes	1	0	0	0					
CR04	1990s	Propane	Yes	1	0	0	0					
CR04	2000s	Propane	Yes	1	0	0	0					
CR04	<1950	Propane	Yes	1	0	0	0					
CR06	1950s	Propane	Yes	1	0	0	0					
CR06	1960s	Propane	Yes	1	0	0	0					
CR06	1970s	Propane	Yes	1	0	0	0					
CR06	1980s	Propane	Yes	1	0	0	0					
CR06	1990s	Propane	Yes	1	0	0	0					
CR06	2000s	Propane	Yes	1	0	0	0					
CR06	<1950	Propane	Yes	1	0	0	0					
CR07	1950s	Propane	Yes	1	0	0	0					
CR07	1960s	Propane	Yes	1	0	0	0					
CR07	1970s	Propane	Yes	1	0	0	0					
CR07	1980s	Propane	Yes	1	0	0	0					
CR07	1990s	Propane	Yes	1	0	0	0					
CR07	2000s	Propane	Yes	1	0	0	0					
CR07	<1950	Propane	Yes	1	0	0	0					
CR08	1950s	Propane	Yes	1	0	0	0					
CR08	1960s	Propane	Yes	1	0	0	0					
CR08	1970s	Propane	Yes	1	0	0	0					
CR08	1980s	Propane	Yes	1	0	0	0					
CR08	1990s	Propane	Yes	1	0	0	0					
CR08	2000s	Propane	Yes	1	0	0	0					
CR08	<1950	Propane	Yes	1	0	0	0					
CR09	1950s	Propane	Yes	1	0	0	0					
CR09	1960s	Propane	Yes	1	0	0	0					
CR09	1970s	Propane	Yes	1	0	0	0					
CR09	1980s	Propane	Yes	1	0	0	0					
CR09	1990s	Propane	Yes	1	0	0	0					
CR09	2000s	Propane	Yes	1	0	0	0					
CR09	<1950	Propane	Yes	1	0	0	0					
CR10	1950s	Propane	Yes	1	0	0	0					
CR10	1960s	Propane	Yes	1	0	0	0					
CR10	1970s	Propane	Yes	1	0	0	0					
CR10	1980s	Propane	Yes	1	0	0	0					
CR10	1990s	Propane	Yes	1	0	0	0					
CR10	2000s	Propane	Yes	1	0	0	0					
CR10	<1950	Propane	Yes	1	0	0	0					
CR11	1950s	Propane	Yes	1	0	0	0					
CR11	1960s	Propane	Yes	1	0	0	0					
CR11	1970s	Propane	Yes	1	0	0	0					
CR11	1980s	Propane	Yes	1	0	0	0					
CR11	1990s	Propane	Yes	1	0	0	0					
CR11	2000s	Propane	Yes	1	0	0	0					
CR11	<1950	Propane	Yes	1	0	0	0					
CR02	1950s	Electricity	No	1	0	0	0					
CR02	1960s	Electricity	No	1	0	0	0					
CR02	1970s	Electricity	No	1	0	0	0					
CR02	1980s	Electricity	No	1	0	0	0					
CR02	1990s	Electricity	No	1	0	0	0					
CR02	2000s	Electricity	No	1	0	0	0					
CR02	<1950	Electricity	No	1	0	0	0					
CR05	1950s	Electricity	No	1	0	0	0					
CR05	1960s	Electricity	No	1	0	0	0					
CR05	1970s	Electricity	No	1	0	0	0					
CR05	1980s	Electricity	No	1	0	0	0					
CR05	1990s	Electricity	No	1	0	0	0					
CR05	2000s	Electricity	No	1	0	0	0					
CR05	<1950	Electricity	No	1	0	0	0					
CR03	1950s	Electricity	No	1	0	0	0					
CR03	1960s	Electricity	No	1	0	0	0					
CR03	1970s	Electricity	No	1	0	0	0					
CR03	1980s	Electricity	No	1	0	0	0					
CR03	1990s	Electricity	No	1	0	0	0					
CR03	2000s	Electricity	No	1	0	0	0					
CR03	<1950	Electricity	No	1	0	0	0					
CR04	1950s	Electricity	No	1	0	0	0					
CR04	1960s	Electricity	No	1	0	0	0					
CR04	1970s	Electricity	No	1	0	0	0					
CR04	1980s	Electricity	No	1	0	0	0					
CR04	1990s	Electricity	No	1	0	0	0					
CR04	2000s	Electricity	No	1	0	0	0					
CR04	<1950	Electricity	No	1	0	0	0					
CR06	1950s	Electricity	No	1	0	0	0					
CR06	1960s	Electricity	No	1	0	0	0					
CR06	1970s	Electricity	No	1	0	0	0					
CR06	1980s	Electricity	No	1	0	0	0					
CR06	1990s	Electricity	No	1	0	0	0					
CR06	2000s	Electricity	No	1	0	0	0					
CR06	<1950	Electricity	No	1	0	0	0					
CR07	1950s	Electricity	No	1	0	0	0					
CR07	1960s	Electricity	No	1	0	0	0					
CR07	1970s	Electricity	No	1	0	0	0					
CR07	1980s	Electricity	No	1	0	0	0					
CR07	1990s	Electricity	No	1	0	0	0					
CR07	2000s	Electricity	No	1	0	0	0					
CR07	<1950	Electricity	No	1	0	0	0					
CR08	1950s	Electricity	No	1	0	0	0					
CR08	1960s	Electricity	No	1	0	0	0					
CR08	1970s	Electricity	No	1	0	0	0					
CR08	1980s	Electricity	No	1	0	0	0					
CR08	1990s	Electricity	No	1	0	0	0					
CR08	2000s	Electricity	No	1	0	0	0					
CR08	<1950	Electricity	No	1	0	0	0					
CR09	1950s	Electricity	No	1	0	0	0					
CR09	1960s	Electricity	No	1	0	0	0					
CR09	1970s	Electricity	No	1	0	0	0					
CR09	1980s	Electricity	No	1	0	0	0					
CR09	1990s	Electricity	No	1	0	0	0					
CR09	2000s	Electricity	No	1	0	0	0					
CR09	<1950	Electricity	No	1	0	0	0					
CR10	1950s	Electricity	No	1	0	0	0					
CR10	1960s	Electricity	No	1	0	0	0					
CR10	1970s	Electricity	No	1	0	0	0					
CR10	1980s	Electricity	No	1	0	0	0					
CR10	1990s	Electricity	No	1	0	0	0					
CR10	2000s	Electricity	No	1	0	0	0					
CR10	<1950	Electricity	No	1	0	0	0					
CR11	1950s	Electricity	No	1	0	0	0					
CR11	1960s	Electricity	No	1	0	0	0					
CR11	1970s	Electricity	No	1	0	0	0					
CR11	1980s	Electricity	No	1	0	0	0					
CR11	1990s	Electricity	No	1	0	0	0					
CR11	2000s	Electricity	No	1	0	0	0					
CR11	<1950	Electricity	No	1	0	0	0					
CR02	1950s	Fuel Oil	No	1	0	0	0					
CR02	1960s	Fuel Oil	No	1	0	0	0					
CR02	1970s	Fuel Oil	No	1	0	0	0					
CR02	1980s	Fuel Oil	No	1	0	0	0					
CR02	1990s	Fuel Oil	No	1	0	0	0					
CR02	2000s	Fuel Oil	No	1	0	0	0					
CR02	<1950	Fuel Oil	No	1	0	0	0					
CR05	1950s	Fuel Oil	No	1	0	0	0					
CR05	1960s	Fuel Oil	No	1	0	0	0					
CR05	1970s	Fuel Oil	No	1	0	0	0					
