Dependency=REEDS Balancing Area	Option=AZNMc	Option=CAMXc	Option=ERCTc	Option=FRCCc	Option=MROEc	Option=MROWc	Option=NEWEc	Option=NWPPc	Option=NYSTc	Option=RFCEc	Option=RFCMc	Option=RFCWc	Option=RMPAc	Option=SPNOc	Option=SPSOc	Option=SRMVc	Option=SRMWc	Option=SRSOc	Option=SRTVc	Option=SRVCc	source_count	source_weight	sampling_probability
125	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24115	417927	0.00313723
126	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	169588	3.58644e+06	0.0269221
127	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	299150	7.15398e+06	0.0537022
128	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	51019	1.03759e+06	0.00778882
129	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32580	326812	0.00245326
13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24521	864164	0.00648695
130	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	48837	620729	0.00465957
131	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	157508	2.83666e+06	0.0212937
132	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	67578	1.4938e+06	0.0112134
133	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25181	462657	0.00347299
134	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	69518	727127	0.00545827
14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19680	136189	0.00102232
15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	83769	366023	0.00274759
16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	46393	183801	0.00137973
17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	53004	203283	0.00152597
18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	47444	171451	0.00128702
19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3255	5675	4.26001e-05
2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	53364	601407	0.00451453
20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16561	84210	0.000632133
21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37358	99491	0.000746841
22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5185	18880	0.000141725
23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9975	26697	0.000200404
24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33686	122919	0.000922708
25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	100151	954957	0.00716849
26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15255	69090	0.000518633
27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15677	112617	0.000845374
28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179181	2.29925e+06	0.0172596
29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24145	32725	0.000245654
3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	39918	321479	0.00241322
30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22663	468953	0.00352025
31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136613	802434	0.00602356
32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9211	73763	0.000553711
33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	122458	1.73389e+06	0.0130156
34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	78604	550974	0.00413595
35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12024	26820	0.000201328
36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54240	122169	0.000917078
37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79529	227965	0.00171125
38	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79149	302103	0.00226777
39	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27364	52227	0.000392048
4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7205	51812	0.000388933
40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114303	272787	0.00204771
41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51685	489992	0.00367818
42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30974	125286	0.000940475
43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178338	2.05086e+06	0.015395
44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21953	64827	0.000486633
45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75568	319576	0.00239894
46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61539	402041	0.00301797
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	31996	110011	0.00082581
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	80684	351598	0.00263931
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9653	12426	9.32773e-05
5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	132423	1.42228e+06	0.0106765
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	191581	1.11801e+06	0.00839246
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	67884	569026	0.00427145
52	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28728	50554	0.00037949
53	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	209919	1.19872e+06	0.00899831
54	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	83931	693380	0.00520495
55	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	74468	443279	0.00332753
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	52148	415919	0.00312215
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24924	190671	0.00143129
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	180746	1.85956e+06	0.013959
59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17538	286261	0.00214885
6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	47854	255324	0.00191662
60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39165	77887	0.000584668
61	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50426	178100	0.00133693
62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23519	134946	0.00101299
63	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283213	3.63122e+06	0.0272581
64	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93112	1.22211e+06	0.00917389
65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143459	1.64844e+06	0.0123742
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	51159	541266	0.00406307
67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107032	2.17915e+06	0.016358
68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28512	141886	0.00106509
69	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26075	145714	0.00109382
7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16344	28690	0.000215365
70	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114364	897329	0.0067359
71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17977	59679	0.000447987
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	107068	1.25841e+06	0.0094464
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18495	82202	0.000617061
74	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27152	141384	0.00106132
75	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46705	420007	0.00315284
76	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48328	427999	0.00321283
77	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25737	130476	0.000979435
78	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20629	307129	0.00230551
79	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	50158	961945	0.00722096
8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21021	42002	0.000315293
80	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	223161	3.80402e+06	0.0285553
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	130325	816820	0.00613156
82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	29073	265477	0.00199283
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	68995	424008	0.00318287
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	41626	201827	0.00151504
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	134063	925472	0.00694716
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23701	152137	0.00114203
87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	129731	998255	0.00749351
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	42047	296987	0.00222937
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	125755	1.09175e+06	0.00819535
9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334181	5.78898e+06	0.0434557
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	126511	1.11758e+06	0.00838926
91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	46186	504583	0.0037877
92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	240116	2.87348e+06	0.0215701
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35852	310185	0.00232845
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	291086	4.15652e+06	0.0312014
95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	56375	763218	0.00572918
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	125533	1.42882e+06	0.0107256
97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145503	2.24405e+06	0.0168452
98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	143484	2.20972e+06	0.0165875
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	195323	2.76685e+06	0.0207697
# Created by: sources\spatial\tsv_maker.py
# Source: Pieter Gagnon, Will Frazier, Wesley Cole, and Elaine Hale. 2021. Cambium Documentation: Version 2021. Golden, CO.: National Renewable Energy Laboratory. NREL/TP-6A40-81611. https://www.nrel.gov/docs/fy22osti/81611.pdf
