Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=Ceiling R-30	sampling_probability
CR06	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	6.50717e-06
CR07	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.000479566
CR08	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.000283434
CR09	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	9.99544e-05
CR10	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	9.35103e-06
CR11	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	3.93301e-05
CR02	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.45	0.2	0.35	0	0.000107975
CR03	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.26	0.33	0.41	0	0.000237031
CR04	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.39	0.27	0.34	0	0.000364457
CR05	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.63	0.1	0.27	0	5.98095e-05
CR06	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.13	0.19	0.67	0	1.26796e-05
CR07	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.31	0.26	0.43	0	0.000277856
CR08	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.26	0.15	0.6	0	0.000173768
CR09	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	7.58903e-05
CR10	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	1.39612e-05
CR11	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.13	0.19	0.67	0	9.67434e-06
CR02	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.13	0.46	0.41	0	0.000103198
CR03	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.28	0.7	0	0.000110679
CR04	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.07	0.81	0.12	0	0.00032885
CR05	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.2	0.78	0	5.44885e-05
CR06	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.01	0.09	0.91	0	1.3854e-05
CR07	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.03	0.49	0.47	0	0.000225226
CR08	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.07	0.38	0.55	0	0.000144785
CR09	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.05	0.65	0.3	0	6.08837e-05
CR10	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.09	0.4	0.52	0	1.1475e-05
CR11	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.11	0.13	0.76	0	5.57413e-06
CR02	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.35	0.64	0	8.24339e-05
CR03	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.04	0.23	0.73	0	8.85609e-05
CR04	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.32	0.37	0.31	0	0.000206711
CR05	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.15	0.83	0	6.67951e-05
CR06	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.03	0.14	0.83	0	9.94602e-06
CR07	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.07	0.07	0.86	0	0.000185033
CR08	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.11	0.24	0.64	0	0.000104943
CR09	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.26	0.17	0.57	0	6.83955e-05
CR10	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.85	0.15	0	1.08682e-05
CR11	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.45	0.41	0.14	0	7.10849e-06
CR02	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.35	0.64	0	3.31738e-05
CR03	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.04	0.23	0.73	0	4.00856e-05
CR04	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.32	0.37	0.31	0	7.93248e-05
CR05	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.15	0.83	0	2.98632e-05
CR06	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.03	0.14	0.83	0	3.94416e-06
CR07	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.07	0.07	0.86	0	7.20391e-05
CR08	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.11	0.24	0.64	0	5.61011e-05
CR09	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.26	0.17	0.57	0	2.96493e-05
CR10	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.85	0.15	0	2.48657e-06
CR11	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.45	0.41	0.14	0	2.6773e-06
CR02	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000475141
CR03	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00137267
CR04	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00176459
CR05	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00011383
CR06	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	8.29339e-05
CR07	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00487521
CR08	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000747775
CR09	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	6.82296e-05
CR10	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	7.7314e-06
CR11	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00044869
CR02	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	7.65361e-05
CR03	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000147668
CR04	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000314959
CR05	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	1.39904e-05
CR06	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	5.4097e-06
CR07	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00073294
CR08	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000180636
CR09	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	2.02222e-05
CR10	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	1.48077e-06
CR11	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	1.5753e-05
CR02	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000168238
CR03	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00022687
CR04	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000607887
CR05	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	3.17788e-05
CR06	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	1.05446e-05
CR07	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00114866
CR08	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000335479
CR09	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	5.1307e-05
CR10	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	3.97341e-06
CR11	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	3.75516e-05
CR02	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000361793
CR03	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000332662
CR04	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000980413
CR05	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	5.79615e-05
CR06	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	4.98962e-06
CR07	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00111586
CR08	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000507248
CR09	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	8.75231e-05
CR10	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	7.94347e-06
CR11	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	8.26025e-05
CR02	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000687893
CR03	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000583351
CR04	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00167262
CR05	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000156588
CR06	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	1.25608e-05
CR07	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00109906
CR08	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000798999
CR09	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000211506
CR10	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	2.04041e-05
CR11	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000120862
CR02	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.45	0.2	0.35	0	0.000434565
CR03	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.26	0.33	0.41	0	0.000491281
CR04	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.39	0.27	0.34	0	0.00101975
CR05	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.63	0.1	0.27	0	0.000143762
CR06	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.13	0.19	0.67	0	3.53999e-05
CR07	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.31	0.26	0.43	0	0.000621286
CR08	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.26	0.15	0.6	0	0.000534493
CR09	1980s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00020384
CR10	1980s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	3.54061e-05
CR11	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.13	0.19	0.67	0	2.78561e-05
CR02	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.13	0.46	0.41	0	0.000442387
CR03	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.28	0.7	0	0.000249361
CR04	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.07	0.81	0.12	0	0.000959212
CR05	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.2	0.78	0	0.000141304
CR06	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.01	0.09	0.91	0	4.44779e-05
CR07	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.03	0.49	0.47	0	0.000495141
CR08	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.07	0.38	0.55	0	0.000510506
CR09	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.05	0.65	0.3	0	0.000199938
CR10	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.09	0.4	0.52	0	3.18787e-05
CR11	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.11	0.13	0.76	0	1.82555e-05
CR02	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.35	0.64	0	0.000452248
CR03	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.04	0.23	0.73	0	0.000261289
CR04	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.32	0.37	0.31	0	0.000743547
CR05	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.15	0.83	0	0.000223578
CR06	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.03	0.14	0.83	0	2.65577e-05
CR07	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.07	0.07	0.86	0	0.000489244
CR08	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.11	0.24	0.64	0	0.00045476
CR09	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.26	0.17	0.57	0	0.000295481
CR10	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0	0.85	0.15	0	2.68158e-05
CR11	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.45	0.41	0.14	0	3.55552e-05
CR02	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.35	0.64	0	0.000340325
CR03	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.04	0.23	0.73	0	0.000170258
CR04	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.32	0.37	0.31	0	0.000353553
CR05	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.15	0.83	0	0.000157882
CR06	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.03	0.14	0.83	0	1.69443e-05
CR07	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.07	0.07	0.86	0	0.000331631
CR08	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.11	0.24	0.64	0	0.000313668
CR09	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.26	0.17	0.57	0	0.000182989
CR10	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0	0.85	0.15	0	1.22223e-05
CR11	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.45	0.41	0.14	0	1.91773e-05
CR02	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	6.74786e-05
CR03	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000198382
CR04	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000319726
CR05	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.78644e-05
CR06	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.11489e-05
CR07	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.00206698
CR08	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000605208
CR09	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.63299e-05
CR10	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	4.98045e-06
CR11	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000143469
CR02	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.11112e-05
CR03	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.95213e-05
CR04	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	7.65316e-05
CR05	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.56818e-06
CR06	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.47221e-06
CR07	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000282441
CR08	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000109639
CR09	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	7.50732e-06
CR10	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	5.22702e-07
CR11	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	8.20438e-06
CR02	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.19589e-05
CR03	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.32131e-05
CR04	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000109667
CR05	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	7.20397e-06
CR06	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.95411e-06
CR07	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000325529
CR08	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000171853
CR09	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.33468e-05
CR10	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.43038e-06
CR11	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.17944e-05
CR02	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.42048e-05
CR03	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.11317e-05
CR04	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000100122
CR05	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	6.48184e-06
CR06	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	6.78984e-07
CR07	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000155814
CR08	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	9.34038e-05
CR09	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.3357e-05
CR10	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.00036e-06
CR11	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.57616e-05
CR02	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	6.48236e-05
CR03	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	6.27647e-05
CR04	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000209538
CR05	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.22809e-05
CR06	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.84018e-06
CR07	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000203959
CR08	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000204858
CR09	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.97773e-05
CR10	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	5.78442e-06
CR11	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.72906e-05
CR02	1980s	Single-Family Attached	Unheated Basement	0	0.45	0.2	0.35	0	7.9358e-05
CR03	1980s	Single-Family Attached	Unheated Basement	0	0.26	0.33	0.41	0	0.000141166
CR04	1980s	Single-Family Attached	Unheated Basement	0	0.39	0.27	0.34	0	0.000209126
CR05	1980s	Single-Family Attached	Unheated Basement	0	0.63	0.1	0.27	0	3.60056e-05
CR06	1980s	Single-Family Attached	Unheated Basement	0	0.13	0.19	0.67	0	4.90818e-06
CR07	1980s	Single-Family Attached	Unheated Basement	0	0.31	0.26	0.43	0	0.000254219
CR08	1980s	Single-Family Attached	Unheated Basement	0	0.26	0.15	0.6	0	0.00020594
CR09	1980s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.7612e-05
CR10	1980s	Single-Family Attached	Unheated Basement	0	1	0	0	0	9.15826e-06
CR11	1980s	Single-Family Attached	Unheated Basement	0	0.13	0.19	0.67	0	1.05595e-05
CR02	1990s	Single-Family Attached	Unheated Basement	0	0.13	0.46	0.41	0	0.000110356
CR03	1990s	Single-Family Attached	Unheated Basement	0	0.02	0.28	0.7	0	5.63301e-05
CR04	1990s	Single-Family Attached	Unheated Basement	0	0.07	0.81	0.12	0	0.000303144
CR05	1990s	Single-Family Attached	Unheated Basement	0	0.02	0.2	0.78	0	3.41296e-05
CR06	1990s	Single-Family Attached	Unheated Basement	0	0.01	0.09	0.91	0	8.24881e-06
CR07	1990s	Single-Family Attached	Unheated Basement	0	0.03	0.49	0.47	0	0.000214134
CR08	1990s	Single-Family Attached	Unheated Basement	0	0.07	0.38	0.55	0	0.000182738
CR09	1990s	Single-Family Attached	Unheated Basement	0	0.05	0.65	0.3	0	2.81148e-05
CR10	1990s	Single-Family Attached	Unheated Basement	0	0.09	0.4	0.52	0	5.32506e-06
CR11	1990s	Single-Family Attached	Unheated Basement	0	0.11	0.13	0.76	0	5.25884e-06
CR02	2000s	Single-Family Attached	Unheated Basement	0	0.02	0.35	0.64	0	0.000184628
CR03	2000s	Single-Family Attached	Unheated Basement	0	0.04	0.23	0.73	0	7.50721e-05
CR04	2000s	Single-Family Attached	Unheated Basement	0	0.32	0.37	0.31	0	0.000264112
CR05	2000s	Single-Family Attached	Unheated Basement	0	0.02	0.15	0.83	0	0.000104529
CR06	2000s	Single-Family Attached	Unheated Basement	0	0.03	0.14	0.83	0	6.33092e-06
CR07	2000s	Single-Family Attached	Unheated Basement	0	0.07	0.07	0.86	0	0.000189142
CR08	2000s	Single-Family Attached	Unheated Basement	0	0.11	0.24	0.64	0	0.000211033
CR09	2000s	Single-Family Attached	Unheated Basement	0	0.26	0.17	0.57	0	9.73253e-05
CR10	2000s	Single-Family Attached	Unheated Basement	0	0	0.85	0.15	0	9.53609e-06
CR11	2000s	Single-Family Attached	Unheated Basement	0	0.45	0.41	0.14	0	1.03601e-05
CR02	2010s	Single-Family Attached	Unheated Basement	0	0.02	0.35	0.64	0	4.77312e-05
CR03	2010s	Single-Family Attached	Unheated Basement	0	0.04	0.23	0.73	0	2.7703e-05
CR04	2010s	Single-Family Attached	Unheated Basement	0	0.32	0.37	0.31	0	4.52309e-05
CR05	2010s	Single-Family Attached	Unheated Basement	0	0.02	0.15	0.83	0	4.11329e-05
CR06	2010s	Single-Family Attached	Unheated Basement	0	0.03	0.14	0.83	0	2.90656e-06
CR07	2010s	Single-Family Attached	Unheated Basement	0	0.07	0.07	0.86	0	6.85933e-05
CR08	2010s	Single-Family Attached	Unheated Basement	0	0.11	0.24	0.64	0	9.20632e-05
CR09	2010s	Single-Family Attached	Unheated Basement	0	0.26	0.17	0.57	0	3.43987e-05
CR10	2010s	Single-Family Attached	Unheated Basement	0	0	0.85	0.15	0	2.20094e-06
CR11	2010s	Single-Family Attached	Unheated Basement	0	0.45	0.41	0.14	0	3.86928e-06
CR02	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00340927
CR03	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.0028934
CR04	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00853526
CR05	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000773203
CR06	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000482778
CR07	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00700455
CR08	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00474626
CR09	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000749709
CR10	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	8.33399e-05
CR11	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00111372
CR02	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000493364
CR03	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000459245
CR04	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00188544
CR05	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000121333
CR06	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	5.13229e-05
CR07	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00122222
CR08	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00107362
CR09	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000347652
CR10	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	1.2816e-05
CR11	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	8.2731e-05
CR02	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00101908
CR03	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00110959
CR04	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00417421
CR05	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000250375
CR06	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	7.66939e-05
CR07	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00285767
CR08	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00217865
CR09	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000720218
CR10	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	2.84824e-05
CR11	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000196031
CR02	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000671391
CR03	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000769776
CR04	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.0024552
CR05	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000156357
CR06	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	1.86336e-05
CR07	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.0015897
CR08	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00152222
CR09	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000609838
CR10	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	3.46872e-05
CR11	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000182082
CR02	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000863406
CR03	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000750863
CR04	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00249498
CR05	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000305687
CR06	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	3.59862e-05
CR07	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00142935
CR08	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00184359
CR09	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000802335
CR10	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	5.92356e-05
CR11	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000189434
CR02	1980s	Single-Family Detached	Unheated Basement	0	0.45	0.2	0.35	0	0.000550644
CR03	1980s	Single-Family Detached	Unheated Basement	0	0.26	0.33	0.41	0	0.000717891
CR04	1980s	Single-Family Detached	Unheated Basement	0	0.39	0.27	0.34	0	0.0014235
CR05	1980s	Single-Family Detached	Unheated Basement	0	0.63	0.1	0.27	0	0.000249612
CR06	1980s	Single-Family Detached	Unheated Basement	0	0.13	0.19	0.67	0	7.09925e-05
CR07	1980s	Single-Family Detached	Unheated Basement	0	0.31	0.26	0.43	0	0.00104229
CR08	1980s	Single-Family Detached	Unheated Basement	0	0.26	0.15	0.6	0	0.00107424
CR09	1980s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000520045
CR10	1980s	Single-Family Detached	Unheated Basement	0	1	0	0	0	8.01339e-05
CR11	1980s	Single-Family Detached	Unheated Basement	0	0.13	0.19	0.67	0	5.52366e-05
CR02	1990s	Single-Family Detached	Unheated Basement	0	0.13	0.46	0.41	0	0.000727805
CR03	1990s	Single-Family Detached	Unheated Basement	0	0.02	0.28	0.7	0	0.000602899
CR04	1990s	Single-Family Detached	Unheated Basement	0	0.07	0.81	0.12	0	0.00222439
CR05	1990s	Single-Family Detached	Unheated Basement	0	0.02	0.2	0.78	0	0.00035469
CR06	1990s	Single-Family Detached	Unheated Basement	0	0.01	0.09	0.91	0	0.000110799
CR07	1990s	Single-Family Detached	Unheated Basement	0	0.03	0.49	0.47	0	0.000985444
CR08	1990s	Single-Family Detached	Unheated Basement	0	0.07	0.38	0.55	0	0.00123863
