Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	sampling_probability
Mobile Home	2500-3999	Vented Crawlspace	1	1990s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	2	1990s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	3	1990s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	4+	1990s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	1	1990s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	2	1990s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	3	1990s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	4+	1990s	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	1	2000s	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	2	2000s	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	3	2000s	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	4+	2000s	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	1	2000s	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	2	2000s	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	3	2000s	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	4+	2000s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	1	2000s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	2	2000s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	3	2000s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	4+	2000s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	1	2000s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	2	2000s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	3	2000s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	4+	2000s	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	1	2010s	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	2	2010s	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	3	2010s	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	4+	2010s	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	1	2010s	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	2	2010s	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	3	2010s	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	4+	2010s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	1	2010s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	2	2010s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	3	2010s	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	4+	2010s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	1	2010s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	2	2010s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	3	2010s	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	4+	2010s	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	1	<1940	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	2	<1940	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	3	<1940	0	0	0	1	0
Mobile Home	0-1499	Vented Crawlspace	4+	<1940	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	1	<1940	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	2	<1940	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	3	<1940	0	0	0	1	0
Mobile Home	1500-2499	Vented Crawlspace	4+	<1940	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	1	<1940	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	2	<1940	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	3	<1940	0	0	0	1	0
Mobile Home	2500-3999	Vented Crawlspace	4+	<1940	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	1	<1940	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	2	<1940	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	3	<1940	0	0	0	1	0
Mobile Home	4000+	Vented Crawlspace	4+	<1940	0	0	0	1	0
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1940s	0	0	0	1	0.000153537
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1940s	0	0	0	1	0.0011586
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1940s	0	0	0	1	0.000268348
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1940s	0	0	0	1	4.98209e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1940s	0	0	0	1	1.77309e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1940s	0	0	0	1	0.000133798
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1940s	0	0	0	1	2.87407e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1940s	0	0	0	1	5.33593e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1940s	0	0	0	1	1.8034e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1940s	0	0	0	1	1.36086e-05
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1940s	0	0	0	1	3.6418e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1940s	0	0	0	1	6.76129e-07
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1940s	0	0	0	1	8.15017e-07
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1940s	0	0	0	1	6.15017e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1940s	0	0	0	1	1.51154e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1940s	0	0	0	1	2.80629e-07
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1950s	0	0	0	1	0.000229902
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1950s	0	0	0	1	0.00173485
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1950s	0	0	0	1	0.00043819
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1950s	0	0	0	1	8.13533e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1950s	0	0	0	1	2.55828e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1950s	0	0	0	1	0.00019305
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1950s	0	0	0	1	4.42722e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1950s	0	0	0	1	8.21947e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1950s	0	0	0	1	2.73419e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1950s	0	0	0	1	2.06323e-05
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1950s	0	0	0	1	6.00017e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1950s	0	0	0	1	1.11398e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1950s	0	0	0	1	1.54459e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1950s	0	0	0	1	1.16556e-05
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1950s	0	0	0	1	2.78795e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1950s	0	0	0	1	5.17605e-07
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1960s	0	0	0	1	0.000377586
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1960s	0	0	0	1	0.0017129
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1960s	0	0	0	1	0.000351187
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1960s	0	0	0	1	3.16436e-06
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1960s	0	0	0	1	2.43077e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1960s	0	0	0	1	0.000110271
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1960s	0	0	0	1	2.33606e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1960s	0	0	0	1	2.10491e-07
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1960s	0	0	0	1	7.06082e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1960s	0	0	0	1	3.20311e-05
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1960s	0	0	0	1	4.72071e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1960s	0	0	0	1	4.25359e-08
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1960s	0	0	0	1	2.20604e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1960s	0	0	0	1	1.00076e-05
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1960s	0	0	0	1	2.14041e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1960s	0	0	0	1	1.92861e-08
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1970s	0	0	0	1	0.000533737
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1970s	0	0	0	1	0.00242127
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1970s	0	0	0	1	0.000578548
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1970s	0	0	0	1	5.213e-06
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1970s	0	0	0	1	3.66751e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1970s	0	0	0	1	0.000166375
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1970s	0	0	0	1	4.01071e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1970s	0	0	0	1	3.61384e-07
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1970s	0	0	0	1	5.15414e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1970s	0	0	0	1	2.33815e-05
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1970s	0	0	0	1	4.27519e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1970s	0	0	0	1	3.85215e-08
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1970s	0	0	0	1	3.87383e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1970s	0	0	0	1	1.75734e-05
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1970s	0	0	0	1	4.22024e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1970s	0	0	0	1	3.80264e-08
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1980s	0	0	0	1	0.000244608
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1980s	0	0	0	1	0.0016363
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1980s	0	0	0	1	0.000183305
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1980s	0	0	0	1	9.36385e-06
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1980s	0	0	0	1	2.05769e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1980s	0	0	0	1	0.000137649
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1980s	0	0	0	1	1.53028e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1980s	0	0	0	1	7.81715e-07
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1980s	0	0	0	1	1.49454e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1980s	0	0	0	1	9.99772e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1980s	0	0	0	1	1.19987e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1980s	0	0	0	1	6.12931e-08
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1980s	0	0	0	1	1.7439e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1980s	0	0	0	1	1.16659e-05
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1980s	0	0	0	1	1.01497e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1980s	0	0	0	1	5.18482e-08
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1990s	0	0	0	1	0.000195143
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1990s	0	0	0	1	0.00130541
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1990s	0	0	0	1	0.000142034
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1990s	0	0	0	1	7.25555e-06
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1990s	0	0	0	1	1.69904e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1990s	0	0	0	1	0.000113657
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1990s	0	0	0	1	1.22971e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1990s	0	0	0	1	6.28175e-07
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1990s	0	0	0	1	1.16032e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1990s	0	0	0	1	7.76197e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1990s	0	0	0	1	9.03508e-07
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1990s	0	0	0	1	4.61541e-08
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1990s	0	0	0	1	1.39448e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1990s	0	0	0	1	9.32839e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1990s	0	0	0	1	7.5751e-07
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1990s	0	0	0	1	3.86961e-08
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	2000s	0	0	0	1	8.08737e-05
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	2000s	0	0	0	1	0.000628968
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	2000s	0	0	0	1	6.58604e-05
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	2000s	0	0	0	1	4.32968e-06
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	2000s	0	0	0	1	1.6071e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	2000s	0	0	0	1	0.000124987
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	2000s	0	0	0	1	1.31145e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	2000s	0	0	0	1	8.62151e-07
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	2000s	0	0	0	1	1.22577e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	2000s	0	0	0	1	9.53301e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	2000s	0	0	0	1	1.00902e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	2000s	0	0	0	1	6.63332e-08
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	2000s	0	0	0	1	1.39718e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	2000s	0	0	0	1	1.08661e-05
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	2000s	0	0	0	1	9.06565e-07
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	2000s	0	0	0	1	5.95978e-08
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	2010s	0	0	0	1	1.87278e-05
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	2010s	0	0	0	1	0.000145649
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	2010s	0	0	0	1	1.50342e-05
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	2010s	0	0	0	1	9.88351e-07
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	2010s	0	0	0	1	7.04473e-06
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	2010s	0	0	0	1	5.4788e-05
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	2010s	0	0	0	1	5.6077e-06
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	2010s	0	0	0	1	3.68652e-07
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	2010s	0	0	0	1	4.81826e-07
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	2010s	0	0	0	1	3.74724e-06
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	2010s	0	0	0	1	3.43904e-07
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	2010s	0	0	0	1	2.26084e-08
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	2010s	0	0	0	1	3.96654e-08
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	2010s	0	0	0	1	3.08485e-07
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	2010s	0	0	0	1	3.55139e-08
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	2010s	0	0	0	1	2.33469e-09
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	<1940	0	0	0	1	0.00147724
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	<1940	0	0	0	1	0.00258782
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	<1940	0	0	0	1	0.000956655
Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	<1940	0	0	0	1	0.000397691
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	<1940	0	0	0	1	0.000176204
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	<1940	0	0	0	1	0.000308673
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	<1940	0	0	0	1	0.000114855
Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	<1940	0	0	0	1	4.77466e-05
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	<1940	0	0	0	1	4.01187e-05
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	<1940	0	0	0	1	7.02796e-05
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	<1940	0	0	0	1	2.41744e-05
Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	<1940	0	0	0	1	1.00496e-05
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	<1940	0	0	0	1	1.06872e-05
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	<1940	0	0	0	1	1.87217e-05
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	<1940	0	0	0	1	7.39055e-06
Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	<1940	0	0	0	1	3.07233e-06
Multi-Family with 5+ Units	0-1499	Vented Crawlspace	1	1940s	0	0	0	1	0.000141878
Multi-Family with 5+ Units	0-1499	Vented Crawlspace	2	1940s	0	0	0	1	0.000682738
Multi-Family with 5+ Units	0-1499	Vented Crawlspace	3	1940s	0	0	0	1	0.000523565
Multi-Family with 5+ Units	0-1499	Vented Crawlspace	4+	1940s	0	0	0	1	0.000897576
Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	1	1940s	0	0	0	1	6.15875e-06
Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	2	1940s	0	0	0	1	3.01025e-05
Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	3	1940s	0	0	0	1	2.30128e-05
Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	4+	1940s	0	0	0	1	3.80119e-05
