Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Option=None	Option=Electric Boiler	Option=Electric Furnace	Option=Electric Baseboard
CR09	1950s	Electricity	No	0	0	0.658514542	0.341485458
CR09	1960s	Electricity	No	0	0.017675418	0.808173195	0.174151387
CR09	1970s	Electricity	No	0	0	0.895975258	0.104024742
CR09	1980s	Electricity	No	0	0	0.947482609	0.052517391
CR09	1990s	Electricity	No	0	0	0.92836032	0.07163968
CR09	2000s	Electricity	No	0	0	0.966965198	0.033034802
CR09	<1950	Electricity	No	0	0.021893562	0.719862199	0.258244239
CR10	1950s	Electricity	No	1	0	0	0
CR10	1960s	Electricity	No	0	0	0.72264256	0.27735744
CR10	1970s	Electricity	No	0	0	1	0
CR10	1980s	Electricity	No	0	0	0.626311127	0.373688873
CR10	1990s	Electricity	No	0	0	1	0
CR10	2000s	Electricity	No	0	0	1	0
CR10	<1950	Electricity	No	1	0	0	0
CR11	1950s	Electricity	No	0	0	0.577690765	0.422309235
CR11	1960s	Electricity	No	0	0.06068348	0.514751857	0.424564663
CR11	1970s	Electricity	No	0	0	0.665996637	0.334003363
CR11	1980s	Electricity	No	0	0	0.881440515	0.118559485
CR11	1990s	Electricity	No	0	0	0.80299298	0.19700702
CR11	2000s	Electricity	No	0	0	0.933324034	0.066675966
CR11	<1950	Electricity	No	0	0	0.596003942	0.403996058
CR02	1950s	Electricity	Yes	1	0	0	0
CR02	1960s	Electricity	Yes	1	0	0	0
CR02	1970s	Electricity	Yes	1	0	0	0
CR02	1980s	Electricity	Yes	1	0	0	0
CR02	1990s	Electricity	Yes	1	0	0	0
CR02	2000s	Electricity	Yes	1	0	0	0
CR02	<1950	Electricity	Yes	1	0	0	0
CR05	1950s	Electricity	Yes	1	0	0	0
CR05	1960s	Electricity	Yes	1	0	0	0
CR05	1970s	Electricity	Yes	1	0	0	0
CR05	1980s	Electricity	Yes	1	0	0	0
CR05	1990s	Electricity	Yes	1	0	0	0
CR05	2000s	Electricity	Yes	1	0	0	0
CR05	<1950	Electricity	Yes	1	0	0	0
CR03	1950s	Electricity	Yes	1	0	0	0
CR03	1960s	Electricity	Yes	1	0	0	0
CR03	1970s	Electricity	Yes	1	0	0	0
CR03	1980s	Electricity	Yes	1	0	0	0
CR03	1990s	Electricity	Yes	1	0	0	0
CR03	2000s	Electricity	Yes	1	0	0	0
CR03	<1950	Electricity	Yes	1	0	0	0
CR04	1950s	Electricity	Yes	1	0	0	0
CR04	1960s	Electricity	Yes	1	0	0	0
CR04	1970s	Electricity	Yes	1	0	0	0
CR04	1980s	Electricity	Yes	1	0	0	0
CR04	1990s	Electricity	Yes	1	0	0	0
CR04	2000s	Electricity	Yes	1	0	0	0
CR04	<1950	Electricity	Yes	1	0	0	0
CR06	1950s	Electricity	Yes	1	0	0	0
CR06	1960s	Electricity	Yes	1	0	0	0
CR06	1970s	Electricity	Yes	1	0	0	0
CR06	1980s	Electricity	Yes	1	0	0	0
CR06	1990s	Electricity	Yes	1	0	0	0
CR06	2000s	Electricity	Yes	1	0	0	0
CR06	<1950	Electricity	Yes	1	0	0	0
CR07	1950s	Electricity	Yes	1	0	0	0
CR07	1960s	Electricity	Yes	1	0	0	0
CR07	1970s	Electricity	Yes	1	0	0	0
CR07	1980s	Electricity	Yes	1	0	0	0
CR07	1990s	Electricity	Yes	1	0	0	0
CR07	2000s	Electricity	Yes	1	0	0	0
CR07	<1950	Electricity	Yes	1	0	0	0
CR08	1950s	Electricity	Yes	1	0	0	0
CR08	1960s	Electricity	Yes	1	0	0	0
CR08	1970s	Electricity	Yes	1	0	0	0
CR08	1980s	Electricity	Yes	1	0	0	0
CR08	1990s	Electricity	Yes	1	0	0	0
CR08	2000s	Electricity	Yes	1	0	0	0
CR08	<1950	Electricity	Yes	1	0	0	0
CR09	1950s	Electricity	Yes	1	0	0	0
CR09	1960s	Electricity	Yes	1	0	0	0
CR09	1970s	Electricity	Yes	1	0	0	0
CR09	1980s	Electricity	Yes	1	0	0	0
CR09	1990s	Electricity	Yes	1	0	0	0
CR09	2000s	Electricity	Yes	1	0	0	0
CR09	<1950	Electricity	Yes	1	0	0	0
CR10	1950s	Electricity	Yes	1	0	0	0
CR10	1960s	Electricity	Yes	1	0	0	0
CR10	1970s	Electricity	Yes	1	0	0	0
CR10	1980s	Electricity	Yes	1	0	0	0
CR10	1990s	Electricity	Yes	1	0	0	0
CR10	2000s	Electricity	Yes	1	0	0	0
CR10	<1950	Electricity	Yes	1	0	0	0
CR11	1950s	Electricity	Yes	1	0	0	0
CR11	1960s	Electricity	Yes	1	0	0	0
CR11	1970s	Electricity	Yes	1	0	0	0
CR11	1980s	Electricity	Yes	1	0	0	0
CR11	1990s	Electricity	Yes	1	0	0	0
CR11	2000s	Electricity	Yes	1	0	0	0
CR11	<1950	Electricity	Yes	1	0	0	0
CR02	1950s	Fuel Oil	No	1	0	0	0
CR02	1960s	Fuel Oil	No	1	0	0	0
CR02	1970s	Fuel Oil	No	1	0	0	0
CR02	1980s	Fuel Oil	No	1	0	0	0
CR02	1990s	Fuel Oil	No	1	0	0	0
CR02	2000s	Fuel Oil	No	1	0	0	0
CR02	<1950	Fuel Oil	No	1	0	0	0
CR05	1950s	Fuel Oil	No	1	0	0	0
CR05	1960s	Fuel Oil	No	1	0	0	0
CR05	1970s	Fuel Oil	No	1	0	0	0
CR05	1980s	Fuel Oil	No	1	0	0	0
CR05	1990s	Fuel Oil	No	1	0	0	0
CR05	2000s	Fuel Oil	No	1	0	0	0
CR05	<1950	Fuel Oil	No	1	0	0	0
CR03	1950s	Fuel Oil	No	1	0	0	0
CR03	1960s	Fuel Oil	No	1	0	0	0
CR03	1970s	Fuel Oil	No	1	0	0	0
CR03	1980s	Fuel Oil	No	1	0	0	0
CR03	1990s	Fuel Oil	No	1	0	0	0
CR03	2000s	Fuel Oil	No	1	0	0	0
CR03	<1950	Fuel Oil	No	1	0	0	0
CR04	1950s	Fuel Oil	No	1	0	0	0
CR04	1960s	Fuel Oil	No	1	0	0	0
CR04	1970s	Fuel Oil	No	1	0	0	0
CR04	1980s	Fuel Oil	No	1	0	0	0
CR04	1990s	Fuel Oil	No	1	0	0	0
CR04	2000s	Fuel Oil	No	1	0	0	0
CR04	<1950	Fuel Oil	No	1	0	0	0
CR06	1950s	Fuel Oil	No	1	0	0	0
CR06	1960s	Fuel Oil	No	1	0	0	0
CR06	1970s	Fuel Oil	No	1	0	0	0
CR06	1980s	Fuel Oil	No	1	0	0	0
CR06	1990s	Fuel Oil	No	1	0	0	0
CR06	2000s	Fuel Oil	No	1	0	0	0
CR06	<1950	Fuel Oil	No	1	0	0	0
CR07	1950s	Fuel Oil	No	1	0	0	0
CR07	1960s	Fuel Oil	No	1	0	0	0
CR07	1970s	Fuel Oil	No	1	0	0	0
CR07	1980s	Fuel Oil	No	1	0	0	0
CR07	1990s	Fuel Oil	No	1	0	0	0
CR07	2000s	Fuel Oil	No	1	0	0	0
CR07	<1950	Fuel Oil	No	1	0	0	0
CR08	1950s	Fuel Oil	No	1	0	0	0
CR08	1960s	Fuel Oil	No	1	0	0	0
CR08	1970s	Fuel Oil	No	1	0	0	0
CR08	1980s	Fuel Oil	No	1	0	0	0
CR08	1990s	Fuel Oil	No	1	0	0	0
CR08	2000s	Fuel Oil	No	1	0	0	0
CR08	<1950	Fuel Oil	No	1	0	0	0
CR09	1950s	Fuel Oil	No	1	0	0	0
CR09	1960s	Fuel Oil	No	1	0	0	0
CR09	1970s	Fuel Oil	No	1	0	0	0
CR09	1980s	Fuel Oil	No	1	0	0	0
CR09	1990s	Fuel Oil	No	1	0	0	0
CR09	2000s	Fuel Oil	No	1	0	0	0
CR09	<1950	Fuel Oil	No	1	0	0	0
CR10	1950s	Fuel Oil	No	1	0	0	0
CR10	1960s	Fuel Oil	No	1	0	0	0
CR10	1970s	Fuel Oil	No	1	0	0	0
CR10	1980s	Fuel Oil	No	1	0	0	0
CR10	1990s	Fuel Oil	No	1	0	0	0
CR10	2000s	Fuel Oil	No	1	0	0	0
CR10	<1950	Fuel Oil	No	1	0	0	0
CR11	1950s	Fuel Oil	No	1	0	0	0
CR11	1960s	Fuel Oil	No	1	0	0	0
CR11	1970s	Fuel Oil	No	1	0	0	0
CR11	1980s	Fuel Oil	No	1	0	0	0
CR11	1990s	Fuel Oil	No	1	0	0	0
CR11	2000s	Fuel Oil	No	1	0	0	0
CR11	<1950	Fuel Oil	No	1	0	0	0
CR02	1950s	Fuel Oil	Yes	1	0	0	0
CR02	1960s	Fuel Oil	Yes	1	0	0	0
CR02	1970s	Fuel Oil	Yes	1	0	0	0
CR02	1980s	Fuel Oil	Yes	1	0	0	0
CR02	1990s	Fuel Oil	Yes	1	0	0	0
CR02	2000s	Fuel Oil	Yes	1	0	0	0
CR02	<1950	Fuel Oil	Yes	1	0	0	0
CR05	1950s	Fuel Oil	Yes	1	0	0	0
CR05	1960s	Fuel Oil	Yes	1	0	0	0
CR05	1970s	Fuel Oil	Yes	1	0	0	0
CR05	1980s	Fuel Oil	Yes	1	0	0	0
CR05	1990s	Fuel Oil	Yes	1	0	0	0
CR05	2000s	Fuel Oil	Yes	1	0	0	0
CR05	<1950	Fuel Oil	Yes	1	0	0	0
CR03	1950s	Fuel Oil	Yes	1	0	0	0
CR03	1960s	Fuel Oil	Yes	1	0	0	0
CR03	1970s	Fuel Oil	Yes	1	0	0	0
CR03	1980s	Fuel Oil	Yes	1	0	0	0
CR03	1990s	Fuel Oil	Yes	1	0	0	0
CR03	2000s	Fuel Oil	Yes	1	0	0	0
CR03	<1950	Fuel Oil	Yes	1	0	0	0
CR04	1950s	Fuel Oil	Yes	1	0	0	0
CR04	1960s	Fuel Oil	Yes	1	0	0	0
CR04	1970s	Fuel Oil	Yes	1	0	0	0
CR04	1980s	Fuel Oil	Yes	1	0	0	0
CR04	1990s	Fuel Oil	Yes	1	0	0	0
CR04	2000s	Fuel Oil	Yes	1	0	0	0
CR04	<1950	Fuel Oil	Yes	1	0	0	0
CR06	1950s	Fuel Oil	Yes	1	0	0	0
CR06	1960s	Fuel Oil	Yes	1	0	0	0
CR06	1970s	Fuel Oil	Yes	1	0	0	0
CR06	1980s	Fuel Oil	Yes	1	0	0	0
CR06	1990s	Fuel Oil	Yes	1	0	0	0
CR06	2000s	Fuel Oil	Yes	1	0	0	0
CR06	<1950	Fuel Oil	Yes	1	0	0	0
CR07	1950s	Fuel Oil	Yes	1	0	0	0
CR07	1960s	Fuel Oil	Yes	1	0	0	0
CR07	1970s	Fuel Oil	Yes	1	0	0	0
CR07	1980s	Fuel Oil	Yes	1	0	0	0
CR07	1990s	Fuel Oil	Yes	1	0	0	0
CR07	2000s	Fuel Oil	Yes	1	0	0	0
CR07	<1950	Fuel Oil	Yes	1	0	0	0
CR08	1950s	Fuel Oil	Yes	1	0	0	0
CR08	1960s	Fuel Oil	Yes	1	0	0	0
CR08	1970s	Fuel Oil	Yes	1	0	0	0
CR08	1980s	Fuel Oil	Yes	1	0	0	0
CR08	1990s	Fuel Oil	Yes	1	0	0	0
CR08	2000s	Fuel Oil	Yes	1	0	0	0
CR08	<1950	Fuel Oil	Yes	1	0	0	0
CR09	1950s	Fuel Oil	Yes	1	0	0	0
CR09	1960s	Fuel Oil	Yes	1	0	0	0
CR09	1970s	Fuel Oil	Yes	1	0	0	0
CR09	1980s	Fuel Oil	Yes	1	0	0	0
CR09	1990s	Fuel Oil	Yes	1	0	0	0
CR09	2000s	Fuel Oil	Yes	1	0	0	0
CR09	<1950	Fuel Oil	Yes	1	0	0	0
CR10	1950s	Fuel Oil	Yes	1	0	0	0
CR10	1960s	Fuel Oil	Yes	1	0	0	0
CR10	1970s	Fuel Oil	Yes	1	0	0	0
CR10	1980s	Fuel Oil	Yes	1	0	0	0
CR10	1990s	Fuel Oil	Yes	1	0	0	0
CR10	2000s	Fuel Oil	Yes	1	0	0	0
CR10	<1950	Fuel Oil	Yes	1	0	0	0
CR11	1950s	Fuel Oil	Yes	1	0	0	0
CR11	1960s	Fuel Oil	Yes	1	0	0	0
CR11	1970s	Fuel Oil	Yes	1	0	0	0
CR11	1980s	Fuel Oil	Yes	1	0	0	0
CR11	1990s	Fuel Oil	Yes	1	0	0	0
CR11	2000s	Fuel Oil	Yes	1	0	0	0
CR11	<1950	Fuel Oil	Yes	1	0	0	0
CR02	1950s	Natural Gas	No	1	0	0	0
CR02	1960s	Natural Gas	No	1	0	0	0
CR02	1970s	Natural Gas	No	1	0	0	0
CR02	1980s	Natural Gas	No	1	0	0	0
CR02	1990s	Natural Gas	No	1	0	0	0
CR02	2000s	Natural Gas	No	1	0	0	0
CR02	<1950	Natural Gas	No	1	0	0	0
CR05	1950s	Natural Gas	No	1	0	0	0
CR05	1960s	Natural Gas	No	1	0	0	0
CR05	1970s	Natural Gas	No	1	0	0	0
CR05	1980s	Natural Gas	No	1	0	0	0
CR05	1990s	Natural Gas	No	1	0	0	0
CR05	2000s	Natural Gas	No	1	0	0	0
CR05	<1950	Natural Gas	No	1	0	0	0
CR03	1950s	Natural Gas	No	1	0	0	0
CR03	1960s	Natural Gas	No	1	0	0	0
CR03	1970s	Natural Gas	No	1	0	0	0
CR03	1980s	Natural Gas	No	1	0	0	0
CR03	1990s	Natural Gas	No	1	0	0	0
CR03	2000s	Natural Gas	No	1	0	0	0
CR03	<1950	Natural Gas	No	1	0	0	0
CR04	1950s	Natural Gas	No	1	0	0	0
CR04	1960s	Natural Gas	No	1	0	0	0
CR04	1970s	Natural Gas	No	1	0	0	0
CR04	1980s	Natural Gas	No	1	0	0	0
CR04	1990s	Natural Gas	No	1	0	0	0
CR04	2000s	Natural Gas	No	1	0	0	0
CR04	<1950	Natural Gas	No	1	0	0	0
CR06	1950s	Natural Gas	No	1	0	0	0
CR06	1960s	Natural Gas	No	1	0	0	0
CR06	1970s	Natural Gas	No	1	0	0	0
CR06	1980s	Natural Gas	No	1	0	0	0
CR06	1990s	Natural Gas	No	1	0	0	0
CR06	2000s	Natural Gas	No	1	0	0	0
CR06	<1950	Natural Gas	No	1	0	0	0
CR07	1950s	Natural Gas	No	1	0	0	0
CR07	1960s	Natural Gas	No	1	0	0	0
CR07	1970s	Natural Gas	No	1	0	0	0
CR07	1980s	Natural Gas	No	1	0	0	0
CR07	1990s	Natural Gas	No	1	0	0	0
CR07	2000s	Natural Gas	No	1	0	0	0
CR07	<1950	Natural Gas	No	1	0	0	0
CR08	1950s	Natural Gas	No	1	0	0	0
CR08	1960s	Natural Gas	No	1	0	0	0
CR08	1970s	Natural Gas	No	1	0	0	0
CR08	1980s	Natural Gas	No	1	0	0	0
CR08	1990s	Natural Gas	No	1	0	0	0
CR08	2000s	Natural Gas	No	1	0	0	0
CR08	<1950	Natural Gas	No	1	0	0	0
CR09	1950s	Natural Gas	No	1	0	0	0
CR09	1960s	Natural Gas	No	1	0	0	0
CR09	1970s	Natural Gas	No	1	0	0	0
CR09	1980s	Natural Gas	No	1	0	0	0
CR09	1990s	Natural Gas	No	1	0	0	0
CR09	2000s	Natural Gas	No	1	0	0	0
CR09	<1950	Natural Gas	No	1	0	0	0
CR10	1950s	Natural Gas	No	1	0	0	0
CR10	1960s	Natural Gas	No	1	0	0	0
CR10	1970s	Natural Gas	No	1	0	0	0
CR10	1980s	Natural Gas	No	1	0	0	0
CR10	1990s	Natural Gas	No	1	0	0	0
CR10	2000s	Natural Gas	No	1	0	0	0
CR10	<1950	Natural Gas	No	1	0	0	0
CR11	1950s	Natural Gas	No	1	0	0	0
CR11	1960s	Natural Gas	No	1	0	0	0
CR11	1970s	Natural Gas	No	1	0	0	0
CR11	1980s	Natural Gas	No	1	0	0	0
CR11	1990s	Natural Gas	No	1	0	0	0
CR11	2000s	Natural Gas	No	1	0	0	0
CR11	<1950	Natural Gas	No	1	0	0	0
CR02	1950s	Natural Gas	Yes	1	0	0	0
CR02	1960s	Natural Gas	Yes	1	0	0	0
CR02	1970s	Natural Gas	Yes	1	0	0	0
CR02	1980s	Natural Gas	Yes	1	0	0	0
CR02	1990s	Natural Gas	Yes	1	0	0	0
CR02	2000s	Natural Gas	Yes	1	0	0	0
CR02	<1950	Natural Gas	Yes	1	0	0	0
CR05	1950s	Natural Gas	Yes	1	0	0	0
CR05	1960s	Natural Gas	Yes	1	0	0	0
CR05	1970s	Natural Gas	Yes	1	0	0	0
CR05	1980s	Natural Gas	Yes	1	0	0	0
CR05	1990s	Natural Gas	Yes	1	0	0	0
CR05	2000s	Natural Gas	Yes	1	0	0	0
CR05	<1950	Natural Gas	Yes	1	0	0	0
CR03	1950s	Natural Gas	Yes	1	0	0	0
CR03	1960s	Natural Gas	Yes	1	0	0	0
CR03	1970s	Natural Gas	Yes	1	0	0	0
CR03	1980s	Natural Gas	Yes	1	0	0	0
CR03	1990s	Natural Gas	Yes	1	0	0	0
CR03	2000s	Natural Gas	Yes	1	0	0	0
CR03	<1950	Natural Gas	Yes	1	0	0	0
CR04	1950s	Natural Gas	Yes	1	0	0	0
CR04	1960s	Natural Gas	Yes	1	0	0	0
CR04	1970s	Natural Gas	Yes	1	0	0	0
CR04	1980s	Natural Gas	Yes	1	0	0	0
CR04	1990s	Natural Gas	Yes	1	0	0	0
CR04	2000s	Natural Gas	Yes	1	0	0	0
CR04	<1950	Natural Gas	Yes	1	0	0	0
CR06	1950s	Natural Gas	Yes	1	0	0	0
CR06	1960s	Natural Gas	Yes	1	0	0	0
CR06	1970s	Natural Gas	Yes	1	0	0	0
CR06	1980s	Natural Gas	Yes	1	0	0	0
CR06	1990s	Natural Gas	Yes	1	0	0	0
CR06	2000s	Natural Gas	Yes	1	0	0	0
CR06	<1950	Natural Gas	Yes	1	0	0	0
CR07	1950s	Natural Gas	Yes	1	0	0	0
CR07	1960s	Natural Gas	Yes	1	0	0	0
CR07	1970s	Natural Gas	Yes	1	0	0	0
CR07	1980s	Natural Gas	Yes	1	0	0	0
CR07	1990s	Natural Gas	Yes	1	0	0	0
CR07	2000s	Natural Gas	Yes	1	0	0	0
CR07	<1950	Natural Gas	Yes	1	0	0	0
CR08	1950s	Natural Gas	Yes	1	0	0	0
CR08	1960s	Natural Gas	Yes	1	0	0	0
CR08	1970s	Natural Gas	Yes	1	0	0	0
CR08	1980s	Natural Gas	Yes	1	0	0	0
CR08	1990s	Natural Gas	Yes	1	0	0	0
CR08	2000s	Natural Gas	Yes	1	0	0	0
CR08	<1950	Natural Gas	Yes	1	0	0	0
CR09	1950s	Natural Gas	Yes	1	0	0	0
CR09	1960s	Natural Gas	Yes	1	0	0	0
CR09	1970s	Natural Gas	Yes	1	0	0	0
CR09	1980s	Natural Gas	Yes	1	0	0	0
CR09	1990s	Natural Gas	Yes	1	0	0	0
CR09	2000s	Natural Gas	Yes	1	0	0	0
CR09	<1950	Natural Gas	Yes	1	0	0	0
CR10	1950s	Natural Gas	Yes	1	0	0	0
CR10	1960s	Natural Gas	Yes	1	0	0	0
CR10	1970s	Natural Gas	Yes	1	0	0	0
CR10	1980s	Natural Gas	Yes	1	0	0	0
CR10	1990s	Natural Gas	Yes	1	0	0	0
CR10	2000s	Natural Gas	Yes	1	0	0	0
CR10	<1950	Natural Gas	Yes	1	0	0	0
CR11	1950s	Natural Gas	Yes	1	0	0	0
CR11	1960s	Natural Gas	Yes	1	0	0	0
CR11	1970s	Natural Gas	Yes	1	0	0	0
CR11	1980s	Natural Gas	Yes	1	0	0	0
CR11	1990s	Natural Gas	Yes	1	0	0	0
CR11	2000s	Natural Gas	Yes	1	0	0	0
CR11	<1950	Natural Gas	Yes	1	0	0	0
CR02	1950s	None	No	1	0	0	0
CR02	1960s	None	No	1	0	0	0
CR02	1970s	None	No	1	0	0	0
CR02	1980s	None	No	1	0	0	0
CR02	1990s	None	No	1	0	0	0
CR02	2000s	None	No	1	0	0	0
CR02	<1950	None	No	1	0	0	0
CR05	1950s	None	No	1	0	0	0
CR05	1960s	None	No	1	0	0	0
CR05	1970s	None	No	1	0	0	0
CR05	1980s	None	No	1	0	0	0
CR05	1990s	None	No	1	0	0	0
CR05	2000s	None	No	1	0	0	0
CR05	<1950	None	No	1	0	0	0
CR03	1950s	None	No	1	0	0	0
CR03	1960s	None	No	1	0	0	0
CR03	1970s	None	No	1	0	0	0
CR03	1980s	None	No	1	0	0	0
CR03	1990s	None	No	1	0	0	0
CR03	2000s	None	No	1	0	0	0
CR03	<1950	None	No	1	0	0	0
CR04	1950s	None	No	1	0	0	0
CR04	1960s	None	No	1	0	0	0
CR04	1970s	None	No	1	0	0	0
CR04	1980s	None	No	1	0	0	0
CR04	1990s	None	No	1	0	0	0
CR04	2000s	None	No	1	0	0	0
CR04	<1950	None	No	1	0	0	0
CR06	1950s	None	No	1	0	0	0
CR06	1960s	None	No	1	0	0	0
CR06	1970s	None	No	1	0	0	0
CR06	1980s	None	No	1	0	0	0
CR06	1990s	None	No	1	0	0	0
CR06	2000s	None	No	1	0	0	0
CR06	<1950	None	No	1	0	0	0
CR07	1950s	None	No	1	0	0	0
CR07	1960s	None	No	1	0	0	0
CR07	1970s	None	No	1	0	0	0
CR07	1980s	None	No	1	0	0	0
CR07	1990s	None	No	1	0	0	0
CR07	2000s	None	No	1	0	0	0
CR07	<1950	None	No	1	0	0	0
CR08	1950s	None	No	1	0	0	0
CR08	1960s	None	No	1	0	0	0
CR08	1970s	None	No	1	0	0	0
CR08	1980s	None	No	1	0	0	0
CR08	1990s	None	No	1	0	0	0
CR08	2000s	None	No	1	0	0	0
CR08	<1950	None	No	1	0	0	0
CR09	1950s	None	No	1	0	0	0
CR09	1960s	None	No	1	0	0	0
CR09	1970s	None	No	1	0	0	0
CR09	1980s	None	No	1	0	0	0
CR09	1990s	None	No	1	0	0	0
CR09	2000s	None	No	1	0	0	0
CR09	<1950	None	No	1	0	0	0
CR10	1950s	None	No	1	0	0	0
CR10	1960s	None	No	1	0	0	0
CR10	1970s	None	No	1	0	0	0
CR10	1980s	None	No	1	0	0	0
CR10	1990s	None	No	1	0	0	0
CR10	2000s	None	No	1	0	0	0
CR10	<1950	None	No	1	0	0	0
CR11	1950s	None	No	1	0	0	0
CR11	1960s	None	No	1	0	0	0
CR11	1970s	None	No	1	0	0	0
CR11	1980s	None	No	1	0	0	0
CR11	1990s	None	No	1	0	0	0
CR11	2000s	None	No	1	0	0	0
CR11	<1950	None	No	1	0	0	0
CR02	1950s	None	Yes	1	0	0	0
CR02	1960s	None	Yes	1	0	0	0
CR02	1970s	None	Yes	1	0	0	0
CR02	1980s	None	Yes	1	0	0	0
CR02	1990s	None	Yes	1	0	0	0
CR02	2000s	None	Yes	1	0	0	0
CR02	<1950	None	Yes	1	0	0	0
CR05	1950s	None	Yes	1	0	0	0
CR05	1960s	None	Yes	1	0	0	0
CR05	1970s	None	Yes	1	0	0	0
CR05	1980s	None	Yes	1	0	0	0
CR05	1990s	None	Yes	1	0	0	0
CR05	2000s	None	Yes	1	0	0	0
CR05	<1950	None	Yes	1	0	0	0
CR03	1950s	None	Yes	1	0	0	0
CR03	1960s	None	Yes	1	0	0	0
CR03	1970s	None	Yes	1	0	0	0
CR03	1980s	None	Yes	1	0	0	0
CR03	1990s	None	Yes	1	0	0	0
CR03	2000s	None	Yes	1	0	0	0
CR03	<1950	None	Yes	1	0	0	0
CR04	1950s	None	Yes	1	0	0	0
CR04	1960s	None	Yes	1	0	0	0
CR04	1970s	None	Yes	1	0	0	0
CR04	1980s	None	Yes	1	0	0	0
CR04	1990s	None	Yes	1	0	0	0
CR04	2000s	None	Yes	1	0	0	0
CR04	<1950	None	Yes	1	0	0	0
CR06	1950s	None	Yes	1	0	0	0
CR06	1960s	None	Yes	1	0	0	0
CR06	1970s	None	Yes	1	0	0	0
CR06	1980s	None	Yes	1	0	0	0
CR06	1990s	None	Yes	1	0	0	0
CR06	2000s	None	Yes	1	0	0	0
CR06	<1950	None	Yes	1	0	0	0
CR07	1950s	None	Yes	1	0	0	0
CR07	1960s	None	Yes	1	0	0	0
CR07	1970s	None	Yes	1	0	0	0
CR07	1980s	None	Yes	1	0	0	0
CR07	1990s	None	Yes	1	0	0	0
CR07	2000s	None	Yes	1	0	0	0
CR07	<1950	None	Yes	1	0	0	0
CR08	1950s	None	Yes	1	0	0	0
CR08	1960s	None	Yes	1	0	0	0
CR08	1970s	None	Yes	1	0	0	0
CR08	1980s	None	Yes	1	0	0	0
CR08	1990s	None	Yes	1	0	0	0
CR08	2000s	None	Yes	1	0	0	0
CR08	<1950	None	Yes	1	0	0	0
CR09	1950s	None	Yes	1	0	0	0
CR09	1960s	None	Yes	1	0	0	0
CR09	1970s	None	Yes	1	0	0	0
CR09	1980s	None	Yes	1	0	0	0
CR09	1990s	None	Yes	1	0	0	0
