Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Heat Pump	Dependency=HVAC System Is Shared	Option=None	"Option=ASHP, SEER 10, 6.2 HSPF"	"Option=ASHP, SEER 13, 7.7 HSPF"	"Option=ASHP, SEER 15, 8.5 HSPF"
CR03	1970s	Fuel Oil	No	Neither Shared	1	0	0	0
CR03	1970s	Natural Gas	No	Neither Shared	1	0	0	0
CR03	1970s	None	No	Neither Shared	1	0	0	0
CR03	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	1970s	Propane	No	Neither Shared	1	0	0	0
CR03	1980s	Electricity	Yes	Neither Shared	1	0	0	0
CR03	1980s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR03	1980s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR03	1980s	None	Yes	Neither Shared	1	0	0	0
CR03	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR03	1980s	Electricity	No	Neither Shared	1	0	0	0
CR03	1980s	Fuel Oil	No	Neither Shared	1	0	0	0
CR03	1980s	Natural Gas	No	Neither Shared	1	0	0	0
CR03	1980s	None	No	Neither Shared	1	0	0	0
CR03	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	1980s	Propane	No	Neither Shared	1	0	0	0
CR03	1990s	Electricity	Yes	Neither Shared	1	0	0	0
CR03	1990s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR03	1990s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR03	1990s	None	Yes	Neither Shared	1	0	0	0
CR03	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR03	1990s	Electricity	No	Neither Shared	1	0	0	0
CR03	1990s	Fuel Oil	No	Neither Shared	1	0	0	0
CR03	1990s	Natural Gas	No	Neither Shared	1	0	0	0
CR03	1990s	None	No	Neither Shared	1	0	0	0
CR03	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	1990s	Propane	No	Neither Shared	1	0	0	0
CR03	2000s	Electricity	Yes	Neither Shared	1	0	0	0
CR03	2000s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR03	2000s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR03	2000s	None	Yes	Neither Shared	1	0	0	0
CR03	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR03	2000s	Electricity	No	Neither Shared	1	0	0	0
CR03	2000s	Fuel Oil	No	Neither Shared	1	0	0	0
CR03	2000s	Natural Gas	No	Neither Shared	1	0	0	0
CR03	2000s	None	No	Neither Shared	1	0	0	0
CR03	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	2000s	Propane	No	Neither Shared	1	0	0	0
CR03	2010s	Electricity	Yes	Neither Shared	1	0	0	0
CR03	2010s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR03	2010s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR03	2010s	None	Yes	Neither Shared	1	0	0	0
CR03	2010s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	2010s	Propane	Yes	Neither Shared	1	0	0	0
CR03	2010s	Electricity	No	Neither Shared	1	0	0	0
CR03	2010s	Fuel Oil	No	Neither Shared	1	0	0	0
CR03	2010s	Natural Gas	No	Neither Shared	1	0	0	0
CR03	2010s	None	No	Neither Shared	1	0	0	0
CR03	2010s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	2010s	Propane	No	Neither Shared	1	0	0	0
CR04	<1940	Electricity	Yes	Neither Shared	0	0.179836912	0.742669008	0.077494079
CR04	<1940	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR04	<1940	Natural Gas	Yes	Neither Shared	1	0	0	0
CR04	<1940	None	Yes	Neither Shared	1	0	0	0
CR04	<1940	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	<1940	Propane	Yes	Neither Shared	1	0	0	0
CR04	<1940	Electricity	No	Neither Shared	1	0	0	0
CR04	<1940	Fuel Oil	No	Neither Shared	1	0	0	0
CR04	<1940	Natural Gas	No	Neither Shared	1	0	0	0
CR04	<1940	None	No	Neither Shared	1	0	0	0
CR04	<1940	Other Fuel	No	Neither Shared	1	0	0	0
CR04	<1940	Propane	No	Neither Shared	1	0	0	0
CR04	1940s	Electricity	Yes	Neither Shared	0	0.179836912	0.742669008	0.077494079
CR04	1940s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR04	1940s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR04	1940s	None	Yes	Neither Shared	1	0	0	0
CR04	1940s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1940s	Propane	Yes	Neither Shared	1	0	0	0
CR04	1940s	Electricity	No	Neither Shared	1	0	0	0
CR04	1940s	Fuel Oil	No	Neither Shared	1	0	0	0
CR04	1940s	Natural Gas	No	Neither Shared	1	0	0	0
CR04	1940s	None	No	Neither Shared	1	0	0	0
CR04	1940s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1940s	Propane	No	Neither Shared	1	0	0	0
CR04	1950s	Electricity	Yes	Neither Shared	0	0.183846691	0.700315907	0.115837402
CR04	1950s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR04	1950s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR04	1950s	None	Yes	Neither Shared	1	0	0	0
CR04	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR04	1950s	Electricity	No	Neither Shared	1	0	0	0
CR04	1950s	Fuel Oil	No	Neither Shared	1	0	0	0
CR04	1950s	Natural Gas	No	Neither Shared	1	0	0	0
CR04	1950s	None	No	Neither Shared	1	0	0	0
CR04	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1950s	Propane	No	Neither Shared	1	0	0	0
CR04	1960s	Electricity	Yes	Neither Shared	0	0.289154207	0.643875181	0.066970612
CR04	1960s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR04	1960s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR04	1960s	None	Yes	Neither Shared	1	0	0	0
CR04	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR04	1960s	Electricity	No	Neither Shared	1	0	0	0
CR04	1960s	Fuel Oil	No	Neither Shared	1	0	0	0
CR04	1960s	Natural Gas	No	Neither Shared	1	0	0	0
CR04	1960s	None	No	Neither Shared	1	0	0	0
CR04	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1960s	Propane	No	Neither Shared	1	0	0	0
CR04	1970s	Electricity	Yes	Neither Shared	0	0.281641383	0.659303216	0.059055402
CR04	1970s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR04	1970s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR04	1970s	None	Yes	Neither Shared	1	0	0	0
CR04	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR04	1970s	Electricity	No	Neither Shared	1	0	0	0
CR04	1970s	Fuel Oil	No	Neither Shared	1	0	0	0
CR04	1970s	Natural Gas	No	Neither Shared	1	0	0	0
CR04	1970s	None	No	Neither Shared	1	0	0	0
CR04	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1970s	Propane	No	Neither Shared	1	0	0	0
CR04	1980s	Electricity	Yes	Neither Shared	0	0.326648662	0.6055324	0.067818938
CR04	1980s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR04	1980s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR04	1980s	None	Yes	Neither Shared	1	0	0	0
CR04	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR04	1980s	Electricity	No	Neither Shared	1	0	0	0
CR04	1980s	Fuel Oil	No	Neither Shared	1	0	0	0
CR04	1980s	Natural Gas	No	Neither Shared	1	0	0	0
CR04	1980s	None	No	Neither Shared	1	0	0	0
CR04	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1980s	Propane	No	Neither Shared	1	0	0	0
CR04	1990s	Electricity	Yes	Neither Shared	0	0.220813292	0.695436681	0.083750027
CR04	1990s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR04	1990s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR04	1990s	None	Yes	Neither Shared	1	0	0	0
CR04	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR04	1990s	Electricity	No	Neither Shared	1	0	0	0
CR04	1990s	Fuel Oil	No	Neither Shared	1	0	0	0
CR04	1990s	Natural Gas	No	Neither Shared	1	0	0	0
CR04	1990s	None	No	Neither Shared	1	0	0	0
CR04	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1990s	Propane	No	Neither Shared	1	0	0	0
CR04	2000s	Electricity	Yes	Neither Shared	0	0.179836912	0.742669008	0.077494079
CR04	2000s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR04	2000s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR04	2000s	None	Yes	Neither Shared	1	0	0	0
CR04	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR04	2000s	Electricity	No	Neither Shared	1	0	0	0
CR04	2000s	Fuel Oil	No	Neither Shared	1	0	0	0
CR04	2000s	Natural Gas	No	Neither Shared	1	0	0	0
CR04	2000s	None	No	Neither Shared	1	0	0	0
CR04	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	2000s	Propane	No	Neither Shared	1	0	0	0
CR04	2010s	Electricity	Yes	Neither Shared	0	0.179836912	0.742669008	0.077494079
CR04	2010s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR04	2010s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR04	2010s	None	Yes	Neither Shared	1	0	0	0
CR04	2010s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	2010s	Propane	Yes	Neither Shared	1	0	0	0
CR04	2010s	Electricity	No	Neither Shared	1	0	0	0
CR04	2010s	Fuel Oil	No	Neither Shared	1	0	0	0
CR04	2010s	Natural Gas	No	Neither Shared	1	0	0	0
CR04	2010s	None	No	Neither Shared	1	0	0	0
CR04	2010s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	2010s	Propane	No	Neither Shared	1	0	0	0
CR05	<1940	Electricity	Yes	Neither Shared	1	0	0	0
CR05	<1940	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR05	<1940	Natural Gas	Yes	Neither Shared	1	0	0	0
CR05	<1940	None	Yes	Neither Shared	1	0	0	0
CR05	<1940	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	<1940	Propane	Yes	Neither Shared	1	0	0	0
CR05	<1940	Electricity	No	Neither Shared	1	0	0	0
CR05	<1940	Fuel Oil	No	Neither Shared	1	0	0	0
CR05	<1940	Natural Gas	No	Neither Shared	1	0	0	0
CR05	<1940	None	No	Neither Shared	1	0	0	0
CR05	<1940	Other Fuel	No	Neither Shared	1	0	0	0
CR05	<1940	Propane	No	Neither Shared	1	0	0	0
CR05	1940s	Electricity	Yes	Neither Shared	1	0	0	0
CR05	1940s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR05	1940s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR05	1940s	None	Yes	Neither Shared	1	0	0	0
CR05	1940s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1940s	Propane	Yes	Neither Shared	1	0	0	0
CR05	1940s	Electricity	No	Neither Shared	1	0	0	0
CR05	1940s	Fuel Oil	No	Neither Shared	1	0	0	0
CR05	1940s	Natural Gas	No	Neither Shared	1	0	0	0
CR05	1940s	None	No	Neither Shared	1	0	0	0
CR05	1940s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1940s	Propane	No	Neither Shared	1	0	0	0
CR05	1950s	Electricity	Yes	Neither Shared	0	0.183846691	0.700315907	0.115837402
CR05	1950s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR05	1950s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR05	1950s	None	Yes	Neither Shared	1	0	0	0
CR05	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR05	1950s	Electricity	No	Neither Shared	1	0	0	0
CR05	1950s	Fuel Oil	No	Neither Shared	1	0	0	0
CR05	1950s	Natural Gas	No	Neither Shared	1	0	0	0
CR05	1950s	None	No	Neither Shared	1	0	0	0
CR05	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1950s	Propane	No	Neither Shared	1	0	0	0
CR05	1960s	Electricity	Yes	Neither Shared	1	0	0	0
CR05	1960s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR05	1960s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR05	1960s	None	Yes	Neither Shared	1	0	0	0
CR05	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR05	1960s	Electricity	No	Neither Shared	1	0	0	0
CR05	1960s	Fuel Oil	No	Neither Shared	1	0	0	0
CR05	1960s	Natural Gas	No	Neither Shared	1	0	0	0
CR05	1960s	None	No	Neither Shared	1	0	0	0
CR05	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1960s	Propane	No	Neither Shared	1	0	0	0
CR05	1970s	Electricity	Yes	Neither Shared	1	0	0	0
CR05	1970s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR05	1970s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR05	1970s	None	Yes	Neither Shared	1	0	0	0
CR05	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR05	1970s	Electricity	No	Neither Shared	1	0	0	0
CR05	1970s	Fuel Oil	No	Neither Shared	1	0	0	0
CR05	1970s	Natural Gas	No	Neither Shared	1	0	0	0
CR05	1970s	None	No	Neither Shared	1	0	0	0
CR05	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1970s	Propane	No	Neither Shared	1	0	0	0
CR05	1980s	Electricity	Yes	Neither Shared	1	0	0	0
CR05	1980s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR05	1980s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR05	1980s	None	Yes	Neither Shared	1	0	0	0
CR05	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR05	1980s	Electricity	No	Neither Shared	1	0	0	0
CR05	1980s	Fuel Oil	No	Neither Shared	1	0	0	0
CR05	1980s	Natural Gas	No	Neither Shared	1	0	0	0
CR05	1980s	None	No	Neither Shared	1	0	0	0
CR05	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1980s	Propane	No	Neither Shared	1	0	0	0
CR05	1990s	Electricity	Yes	Neither Shared	1	0	0	0
CR05	1990s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR05	1990s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR05	1990s	None	Yes	Neither Shared	1	0	0	0
CR05	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR05	1990s	Electricity	No	Neither Shared	1	0	0	0
CR05	1990s	Fuel Oil	No	Neither Shared	1	0	0	0
CR05	1990s	Natural Gas	No	Neither Shared	1	0	0	0
CR05	1990s	None	No	Neither Shared	1	0	0	0
CR05	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1990s	Propane	No	Neither Shared	1	0	0	0
CR05	2000s	Electricity	Yes	Neither Shared	1	0	0	0
CR05	2000s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR05	2000s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR05	2000s	None	Yes	Neither Shared	1	0	0	0
CR05	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR05	2000s	Electricity	No	Neither Shared	1	0	0	0
CR05	2000s	Fuel Oil	No	Neither Shared	1	0	0	0
CR05	2000s	Natural Gas	No	Neither Shared	1	0	0	0
CR05	2000s	None	No	Neither Shared	1	0	0	0
CR05	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	2000s	Propane	No	Neither Shared	1	0	0	0
CR05	2010s	Electricity	Yes	Neither Shared	1	0	0	0
CR05	2010s	Fuel Oil	Yes	Neither Shared	1	0	0	0
CR05	2010s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR05	2010s	None	Yes	Neither Shared	1	0	0	0
CR05	2010s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	2010s	Propane	Yes	Neither Shared	1	0	0	0
CR05	2010s	Electricity	No	Neither Shared	1	0	0	0
CR05	2010s	Fuel Oil	No	Neither Shared	1	0	0	0
