Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Option=None	"Option=Gas Boiler, 80% AFUE"	"Option=Gas Boiler, 76% AFUE"	"Option=Gas Boiler, 72% AFUE"	"Option=Gas Furnace, 96% AFUE"	"Option=Gas Furnace, 92.5% AFUE"	"Option=Gas Furnace, 80% AFUE"	"Option=Gas Furnace, 76% AFUE"	"Option=Gas Furnace, 60% AFUE"	"Option=Gas Wall/Floor Furnace, 68% AFUE"	"Option=Gas Wall/Floor Furnace, 60% AFUE"
CR06	1960s	Natural Gas	No	0	0	0	0	0	0.250628184	0.483453798	0.216230962	0.049687056	0	0
CR06	1970s	Natural Gas	No	0	0	0	0	0	0.227600886	0.43913441	0.263714528	0.069550176	0	0
CR06	1980s	Natural Gas	No	0	0.037537127	0.013712296	0.024691695	0	0.17346106	0.311269373	0.288888188	0.089460219	0.036226727	0.024753315
CR06	1990s	Natural Gas	No	0	0	0	0	0.004792205	0.037433844	0.95282936	0.004944591	0	0	0
CR06	2000s	Natural Gas	No	0	0	0	0	0.020244222	0.24029936	0.736909262	0.002547156	0	0	0
CR06	<1950	Natural Gas	No	0	0	0	0	0	0.289516242	0.557196167	0	0	0.107301314	0.045986277
CR07	1950s	Natural Gas	No	0	0.14656115	0.029059105	0.039751522	0	0.182452068	0.368568197	0.183658992	0.044202726	0.003061068	0.002685172
CR07	1960s	Natural Gas	No	0	0.204146658	0.048490213	0.073916657	0	0.158114132	0.304997132	0.136413911	0.031346138	0.024666365	0.017908794
CR07	1970s	Natural Gas	No	0	0.076508667	0.012622111	0.014855423	0	0.199876786	0.385643378	0.23159142	0.061078258	0.01112286	0.006701097
CR07	1980s	Natural Gas	No	0	0.110910756	0.040515649	0.072956424	0	0.14912091	0.267591886	0.248351241	0.076907113	0.019988264	0.013657756
CR07	1990s	Natural Gas	No	0	0.104129962	0.00844297	0	0.044458333	0.484163336	0.358805399	0	0	0	0
CR07	2000s	Natural Gas	No	0	0.057273761	0.004643818	0	0.074002568	0.618958043	0.241759117	0.003362693	0	0	0
CR07	<1950	Natural Gas	No	0	0.317880363	0.025774084	0	0	0.222189984	0.427621632	0	0	0.004573756	0.001960181
CR08	1950s	Natural Gas	No	0	0.030997276	0.00614592	0.008407336	0	0.191709114	0.387268193	0.192977275	0.046445434	0.072474638	0.063574815
CR08	1960s	Natural Gas	No	0	0.009731097	0.002311392	0.003523399	0	0.219790071	0.423968058	0.189625196	0.043573398	0.062268153	0.045209237
CR08	1970s	Natural Gas	No	0	0.015405153	0.002541484	0.002991165	0	0.210216341	0.405592571	0.243571561	0.064237814	0.034599211	0.0208447
CR08	1980s	Natural Gas	No	0	0	0	0	0	0.194372259	0.348793738	0.32371444	0.10024489	0.019530025	0.013344647
CR08	1990s	Natural Gas	No	0	0.002730496	0.000221392	0	0.021986238	0.366237927	0.583797136	0.012942075	0	0.008459315	0.003625421
CR08	2000s	Natural Gas	No	0	0	0	0	0.035075224	0.458821467	0.499026343	0.007076965	0	0	0
CR08	<1950	Natural Gas	No	0	0.096534006	0.007827082	0	0	0.262070602	0.504374933	0	0	0.090435364	0.038758013
CR09	1950s	Natural Gas	No	0	0	0	0	0	0.192377599	0.388618588	0.193650182	0.046607388	0.095219561	0.083526681
CR09	1960s	Natural Gas	No	0	0.008298332	0.001971073	0.003004629	0	0.214589237	0.413935815	0.185138146	0.042542332	0.075618384	0.054902053
CR09	1970s	Natural Gas	No	0	0	0	0	0	0.204578535	0.394714957	0.237039199	0.062515016	0.063123063	0.038029229
CR09	1980s	Natural Gas	No	0	0	0	0	0	0.184435469	0.330962539	0.307165357	0.095120123	0.048902193	0.033414319
CR09	1990s	Natural Gas	No	0	0	0	0	0.073304443	0.242454974	0.663983033	0.010741248	0	0.006661411	0.002854891
CR09	2000s	Natural Gas	No	0	0	0	0	0.067516401	0.267704052	0.647418259	0.007135176	0	0.007158278	0.003067834
CR09	<1950	Natural Gas	No	0	0	0	0	0	0.226368572	0.435663643	0	0	0.236577449	0.101390335
CR10	1950s	Natural Gas	No	0	0	0	0	0	0.136609191	0.275961812	0.137512864	0.033096356	0.222043248	0.194776529
CR10	1960s	Natural Gas	No	0	0	0	0	0	0.250628184	0.483453798	0.216230962	0.049687056	0	0
CR10	1970s	Natural Gas	No	0	0	0	0	0	0.207997946	0.401312388	0.241001171	0.063559918	0.053747665	0.032380911
CR10	1980s	Natural Gas	No	0	0.024357406	0.00889775	0.016022154	0	0.175011234	0.314051103	0.291469903	0.090259701	0.047484871	0.032445878
CR10	1990s	Natural Gas	No	0	0	0	0	0.002149833	0.016691647	0.923655846	0.037316806	0	0.014130108	0.00605576
CR10	2000s	Natural Gas	No	0	0.027850712	0.002258166	0	0.062283389	0.224638374	0.664131654	0.018837705	0	0	0
CR10	<1950	Natural Gas	No	0	0	0	0	0	0.341929844	0.658070156	0	0	0	0
CR11	1950s	Natural Gas	No	0	0.004925358	0.000976565	0.001335896	0	0.174981234	0.353476497	0.176138739	0.042392765	0.130925225	0.114847721
CR11	1960s	Natural Gas	No	0	0.006133145	0.001456784	0.002220666	0	0.195449678	0.377016214	0.168625377	0.038747913	0.121868607	0.088481616
CR11	1970s	Natural Gas	No	0	0	0	0	0	0.213133807	0.411221548	0.246951945	0.065129333	0.039666075	0.023897292
CR11	1980s	Natural Gas	No	0	0	0	0	0	0.193678466	0.347548751	0.322558972	0.099887075	0.021580811	0.014745925
CR11	1990s	Natural Gas	No	0	0	0	0	0.037777321	0.389982844	0.532625185	0.003064999	0	0.025584756	0.010964895
CR11	2000s	Natural Gas	No	0	0	0	0	0.053422817	0.435923383	0.506676653	0.003977147	0	0	0
CR11	<1950	Natural Gas	No	0	0	0	0	0	0.200682911	0.386229622	0	0	0.289161227	0.12392624
CR02	1950s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1960s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1970s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1980s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1990s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	2000s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	<1950	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1950s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1960s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1970s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1980s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1990s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	2000s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	<1950	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1950s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1960s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1970s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1980s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1990s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	2000s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	<1950	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1950s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1960s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1970s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1980s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1990s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	2000s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	<1950	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1950s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1960s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1970s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1980s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1990s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	2000s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	<1950	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1950s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1960s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1970s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1980s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1990s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	2000s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	<1950	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1950s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1960s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1970s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1980s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1990s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	2000s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	<1950	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1950s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1960s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1970s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1980s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1990s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	2000s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	<1950	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1950s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1960s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1970s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1980s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1990s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	2000s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	<1950	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1950s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1960s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1970s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1980s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1990s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	2000s	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	<1950	Natural Gas	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR02	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR02	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR05	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR05	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR03	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR03	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR04	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR04	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR06	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR06	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR07	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR07	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR08	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR08	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR09	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR09	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR10	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR10	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR11	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR11	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR02	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR02	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR05	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR05	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
