Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Shared	Option=None	Option=Fan Coil Heating And Cooling	Option=Fan Coil Cooling Only	Option=Boiler Baseboards Heating Only	Option=PTAC Heating And Cooling
Mobile Home	1980s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1990s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1990s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1990s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1990s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2000s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2000s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2000s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2000s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2010s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2010s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2010s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2010s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	<1940	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	<1940	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	<1940	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	<1940	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	<1940	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	<1940	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	<1940	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	<1940	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1940s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1940s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1940s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1940s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1950s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1950s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1950s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1950s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1960s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1960s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1960s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1960s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1970s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1970s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1970s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1970s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1980s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1980s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1980s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1980s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1990s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1990s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1990s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	1990s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2000s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2000s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2000s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2000s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2010s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2010s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2010s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2010s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	<1940	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	<1940	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	<1940	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	<1940	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1940s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1940s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1940s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1940s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1950s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1950s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1950s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1950s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1960s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1960s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1960s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1960s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1970s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1970s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1970s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1970s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1980s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1980s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1980s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1980s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1990s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1990s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1990s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	1990s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	2000s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	2000s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	2000s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	2000s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	2010s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	2010s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	2010s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	2010s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	<1940	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	<1940	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	<1940	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	<1940	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1940s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1940s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1940s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1940s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1950s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1950s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1950s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1950s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1960s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1960s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1960s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1960s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1970s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1970s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1970s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1970s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1980s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1980s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1980s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1980s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1990s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1990s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1990s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1990s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	2000s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	2000s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	2000s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	2000s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	2010s	Electricity	Both Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	2010s	Electricity	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	2010s	Electricity	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	2010s	Electricity	Only Heating Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	<1940	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Mobile Home	<1940	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	<1940	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	<1940	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Mobile Home	1940s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Mobile Home	1940s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1940s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	1940s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Mobile Home	1950s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Mobile Home	1950s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1950s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	1950s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Mobile Home	1960s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Mobile Home	1960s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1960s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	1960s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Mobile Home	1970s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Mobile Home	1970s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1970s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	1970s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Mobile Home	1980s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Mobile Home	1980s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1980s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	1980s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Mobile Home	1990s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Mobile Home	1990s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1990s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	1990s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Mobile Home	2000s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Mobile Home	2000s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2000s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2000s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Mobile Home	2010s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Mobile Home	2010s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2010s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2010s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Multi-Family with 2 - 4 Units	<1940	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Multi-Family with 2 - 4 Units	<1940	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	<1940	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	<1940	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Multi-Family with 2 - 4 Units	1940s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Multi-Family with 2 - 4 Units	1950s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Multi-Family with 2 - 4 Units	2000s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
Multi-Family with 2 - 4 Units	2010s	Fuel Oil	Neither Shared	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Fuel Oil	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Fuel Oil	Only Heating Shared	0.000000	0.000000	0.000000	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Fuel Oil	Both Shared	0.000000	0.500000	0.000000	0.000000	0.500000
