Dependency=AHS Region	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Option=None	Option=Yes	source_count	source_weight	sampling_probability
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	Fuel Oil	0.264222	0.735778	59	54754.4	0.000436671
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	Natural Gas	0.357538	0.642462	245	243969	0.00203072
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	1.54039e-05
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	Other Fuel	0.520549	0.479451	5	4347.25	1.81905e-05
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	Propane	0.600022	0.399978	3	3008.69	9.4241e-05
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	Electricity	0.672877	0.327123	219	188680	0.00151626
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	Fuel Oil	0.80112	0.19888	33	29701.5	0.000212319
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	Natural Gas	0.591942	0.408058	194	175770	0.00157869
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	None	0.5	0.5	0	0	6.07309e-05
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	Other Fuel	0	1	1	857.325	3.75521e-05
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	Propane	0.429477	0.570523	6	5091.35	8.42584e-05
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	Electricity	0.109657	0.890343	29	28074.4	0.000140393
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	Fuel Oil	0.087716	0.912284	14	12500.6	9.4634e-05
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	Natural Gas	0.106951	0.893049	77	74942	0.000575631
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	None	0.5	0.5	0	0	3.10747e-06
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	Other Fuel	0	1	2	2101.51	7.1572e-06
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	Propane	0.065671	0.934329	6	4667.86	5.08824e-05
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	Electricity	0.04158	0.95842	77	74851	0.00024203
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	Fuel Oil	0.031168	0.968832	368	343418	0.00271782
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	Natural Gas	0.016934	0.983066	483	472878	0.0033176
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	None	0.5	0.5	0	0	5.23481e-06
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	Other Fuel	0.05745	0.94255	16	14942	0.000185218
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	Propane	0.047325	0.952675	46	41872.5	0.000354551
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	Electricity	0	1	3	4243.83	5.41633e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	Fuel Oil	0.5	0.5	0	0	8.58021e-07
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	Natural Gas	0	1	15	25198.1	0.000207381
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	None	0.5	0.5	0	0	1.27804e-06
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	Other Fuel	0.5	0.5	0	0	5.98203e-06
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	Propane	0	1	1	1457.6	2.80605e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	Electricity	0.732184	0.267816	29	51927.3	0.00036636
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	2.13202e-06
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	Natural Gas	0.551818	0.448182	201	390017	0.00355784
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	2.52272e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	Other Fuel	0.5	0.5	0	0	1.9606e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	Propane	0	1	1	1720.46	4.92573e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	Electricity	0.739361	0.260639	183	312546	0.00245518
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	Fuel Oil	0.544113	0.455887	4	7633.04	1.593e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	Natural Gas	0.634803	0.365197	287	522073	0.00437392
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	None	0.5	0.5	0	0	0.000161416
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	Other Fuel	1	0	3	4401.24	0.000116546
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	Propane	0.7459	0.2541	4	6022.19	9.75203e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	Electricity	0.079542	0.920458	10	14236	0.000193794
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	Fuel Oil	0.5	0.5	0	0	9.65677e-07
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	Natural Gas	0.040728	0.959272	149	248759	0.00187013
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	None	0.5	0.5	0	0	4.82833e-06
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	Other Fuel	0.5	0.5	0	0	2.17196e-06
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	Propane	0	1	3	4224.16	1.55913e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	Electricity	0.059541	0.940459	57	95434.7	0.000639428
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	Fuel Oil	0	1	1	1530.24	1.42364e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	Natural Gas	0.018024	0.981976	1032	1.7948e+06	0.0140045
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	None	0.5	0.5	0	0	2.51799e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	Other Fuel	0	1	3	3959.25	4.70031e-05
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	Propane	0	1	23	36349.1	0.000228686
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	Electricity	0.102711	0.897289	78	73348	0.000574872
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	Fuel Oil	0.5	0.5	0	0	7.4388e-07
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	Natural Gas	0	1	4	3553.12	5.19914e-05
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	None	0.5	0.5	0	0	4.034e-06
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	Other Fuel	0	1	1	921.451	7.88271e-06
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	Propane	0.128647	0.871353	8	7619.81	6.30299e-05
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	Electricity	0.360226	0.639774	119	113960	0.000759174
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	8.00059e-07
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	Natural Gas	0.750845	0.249155	2	1393.8	0.000125807
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	6.29706e-06
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	Other Fuel	1	0	1	1107.22	1.10055e-06
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	Propane	0.5	0.5	0	0	4.51933e-06
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	Electricity	0.325496	0.674504	607	583313	0.00481201
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	Fuel Oil	0.5	0.5	0	0	5.10407e-06
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	Natural Gas	0.355005	0.644995	19	19458.9	0.000294558
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	None	0.5	0.5	0	0	2.35704e-05
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	Other Fuel	0	1	1	983.853	8.43753e-06
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	Propane	0.5	0.5	0	0	1.56976e-05
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	Electricity	0.080293	0.919707	92	90214.8	0.000363795
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	Fuel Oil	0.5	0.5	0	0	6.64171e-07
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	Natural Gas	0.03594	0.96406	32	33124.3	0.000183229
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	None	0.5	0.5	0	0	3.47581e-06
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	Other Fuel	0	1	1	420.416	7.50669e-07
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	Propane	0.5	0.5	0	0	5.169e-06
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	Electricity	0.026371	0.973629	1004	1.02997e+06	0.00590834
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	Fuel Oil	0.5	0.5	0	0	4.95367e-06
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	Natural Gas	0.026468	0.973533	553	559215	0.00632653
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	None	1	0	1	1154.72	2.53291e-05
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	Other Fuel	0.10342	0.89658	9	9625.72	4.64842e-05
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	Propane	0.028208	0.971792	34	35291	0.000277102
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	Electricity	0	1	3	2176.42	2.47015e-05
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	Fuel Oil	0.5	0.5	0	0	1.61924e-06
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	Natural Gas	0.035341	0.964659	57	42439.1	0.000329286
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	None	0.5	0.5	0	0	1.68909e-06
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	Other Fuel	0	1	1	680.035	7.66721e-06
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	Propane	0	1	2	1580.72	2.45839e-05
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	Electricity	0.461209	0.538791	14	11477.7	0.000117881
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	1.83078e-06
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	Natural Gas	0.537523	0.462477	50	43012.2	0.000586911
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	4.39144e-06
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	Other Fuel	0.5	0.5	0	0	5.34529e-06
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	Propane	0.5	0.5	0	0	1.28704e-05
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	Electricity	0.6718	0.3282	100	80717.2	0.000621501
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	Fuel Oil	0.178611	0.821389	4	2460.4	2.05311e-06
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	Natural Gas	0.565365	0.434635	184	152135	0.00149077
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	None	0.5	0.5	0	0	3.34018e-05
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	Other Fuel	0.801784	0.198216	5	4553.2	2.98803e-05
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	Propane	1	0	1	320.73	2.45824e-05
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	Electricity	0.121397	0.878603	26	21968.7	7.98987e-05
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	Fuel Oil	0.5	0.5	0	0	7.677e-07
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	Natural Gas	0.113805	0.886195	169	134799	0.000842091
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	None	0.5	0.5	0	0	2.45773e-06
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	Other Fuel	0.5	0.5	0	0	3.17411e-06
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	Propane	0	1	3	2009.95	9.81511e-06
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	Electricity	0.056233	0.943767	128	108621	0.000495256
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	Fuel Oil	0	1	5	3978.24	3.49634e-05
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	Natural Gas	0.025332	0.974668	1289	1.06959e+06	0.00906556
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	None	0.5	0.5	0	0	1.73128e-05
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	Other Fuel	0.086347	0.913653	11	9426.86	0.000100872
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	Propane	0.024416	0.975584	38	31369.8	0.000244724
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	Electricity	0.100648	0.899352	100	95081.5	0.00073914
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	Fuel Oil	0.5	0.5	0	0	2.12492e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	Natural Gas	0	1	5	4950.23	7.44548e-05
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	None	0	1	2	1807.37	6.67913e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	Other Fuel	0.5	0.5	0	0	4.80511e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	Propane	0	1	2	2019.49	6.27621e-05
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	Electricity	0.436133	0.563867	73	71754.8	0.000550368
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	5.71831e-07
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	Natural Gas	0.857499	0.142501	3	2374.35	0.000113485
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	8.07775e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	Other Fuel	0.5	0.5	0	0	7.11021e-07
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	Propane	0.5	0.5	0	0	4.26e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	Electricity	0.362075	0.637925	511	511004	0.00447235
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	Fuel Oil	0.5	0.5	0	0	3.61254e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	Natural Gas	0.450632	0.549368	23	22586.9	0.000312448
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	None	1	0	1	1002.96	3.17734e-05
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	Other Fuel	1	0	1	1034.1	7.51498e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	Propane	0.5	0.5	0	0	1.38519e-05
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	Electricity	0.177219	0.822781	62	61911.4	0.000350502
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	Fuel Oil	0.5	0.5	0	0	3.95868e-07
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	Natural Gas	0.129298	0.870702	30	31119.6	0.000223994
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	None	0.5	0.5	0	0	3.09348e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	Other Fuel	1	0	1	923.462	1.11727e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	Propane	1	0	1	1318.71	7.1339e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	Electricity	0.050554	0.949446	694	733236	0.00399567
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	Fuel Oil	0.5	0.5	0	0	7.98281e-06
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	Natural Gas	0.01575	0.98425	714	744539	0.00706191
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	None	0.653108	0.346892	6	6514.53	3.33392e-05
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	Other Fuel	0	1	8	8527.85	2.74057e-05
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	Propane	0.036808	0.963192	26	27248	0.000264474
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	Electricity	0.295614	0.704386	10	18320.4	0.000139376
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	Fuel Oil	0.5	0.5	0	0	2.86073e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	Natural Gas	0.073738	0.926262	26	45442.4	0.000441857
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	None	0.562232	0.437768	5	9921.89	4.06074e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	Other Fuel	0.5	0.5	0	0	1.37786e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	Propane	0	1	2	3659.1	3.07653e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	Electricity	0.57833	0.42167	82	129945	0.000769234
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	1.3715e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	Natural Gas	0.56838	0.43162	128	209089	0.00189524
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	None	0.687977	0.312023	6	11037.3	0.000233249
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	Other Fuel	0.5	0.5	0	0	6.50022e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	Propane	0.5	0.5	0	0	3.65007e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	Electricity	0.665842	0.334158	422	685473	0.0046073
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	Fuel Oil	1	0	1	1674.26	7.53655e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	Natural Gas	0.727645	0.272355	388	627726	0.00554121
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	None	0.833182	0.166818	16	25708.3	0.000883127
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	Other Fuel	0.886032	0.113968	9	17133.1	2.78903e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	Propane	0.857463	0.142537	7	12795.9	0.000128564
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	Electricity	0.289341	0.710659	79	135893	0.000671578
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	Fuel Oil	0.5	0.5	0	0	1.16185e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	Natural Gas	0.231856	0.768144	146	247165	0.00174186
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	None	0.49244	0.50756	6	11196.4	0.000150596
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	Other Fuel	0.5	0.5	0	0	8.97227e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	Propane	0	1	2	3715.81	4.14332e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	Electricity	0.076163	0.923837	332	592355	0.0026476
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	Fuel Oil	1	0	1	1901.42	1.32217e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	Natural Gas	0.037132	0.962868	857	1.53681e+06	0.0131436
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	None	0.340237	0.659763	21	37550.2	0.00062331
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	Other Fuel	0.088487	0.911513	10	18263.4	0.000173638
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	Propane	0	1	8	12883.1	0.000220211
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	Electricity	0.125955	0.874045	31	34326.6	0.000400555
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	Fuel Oil	0.5	0.5	0	0	4.76398e-07
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	Natural Gas	0.5	0.5	0	0	6.30354e-06
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	None	0	1	2	2132.77	1.78702e-05
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	Other Fuel	0.5	0.5	0	0	9.70114e-07
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	Propane	0	1	1	1066.39	7.96932e-06
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	Electricity	0.377745	0.622255	107	105438	0.00121591
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	1.5879e-06
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	Natural Gas	0.5	0.5	0	0	2.98503e-05
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	None	0.565226	0.434774	9	8919.42	5.46829e-05
