Level,Parameter,Option,Saturation
0,Doors,Fiberglass,1
0,Eaves,2 ft,1
0,Electric Vehicle,None,1
0,Electric Vehicle,"EV, 5000 miles, 0.3 kWh/mi",0
0,Electric Vehicle,"EV, 4000 miles, 0.3 kWh/mi",0
0,HVAC Secondary Heating Efficiency,None,1
0,HVAC Secondary Heating Type And Fuel,None,1
0,HVAC System Is Faulted,No,1
0,HVAC System Is Faulted,Yes,0
0,Holiday Lighting,No Exterior Use,1
0,Hot Water Distribution,Uninsulated,1
0,Interior Shading,"Summer = 0.7, Winter = 0.85",1
0,Lighting Interior Use,100% Usage,1
0,Lighting Other Use,100% Usage,1
0,Mechanical Ventilation,None,1
0,Misc Gas Fireplace,Gas Fireplace,0.032
0,Misc Gas Fireplace,None,0.968
0,Misc Gas Grill,Gas Grill,0.029
0,Misc Gas Grill,None,0.971
0,Misc Gas Lighting,Gas Lighting,0.012
0,Misc Gas Lighting,None,0.988
0,Misc Well Pump,Typical Efficiency,0.127
0,Misc Well Pump,None,0.873
0,Natural Ventilation,"Cooling Season, 7 days/wk",1
0,Orientation,East,0.165906
0,Orientation,West,0.165906
0,Orientation,Northeast,0.072205
0,Orientation,Southwest,0.072205
0,Orientation,North,0.18484
0,Orientation,South,0.18484
0,Orientation,Northwest,0.077049
0,Orientation,Southeast,0.077049
0,Overhangs,None,1
0,Range Spot Vent Hour,Hour0,0.007
0,Range Spot Vent Hour,Hour1,0.007
0,Range Spot Vent Hour,Hour2,0.004
0,Range Spot Vent Hour,Hour3,0.004
0,Range Spot Vent Hour,Hour4,0.007
0,Range Spot Vent Hour,Hour5,0.011
0,Range Spot Vent Hour,Hour6,0.025
0,Range Spot Vent Hour,Hour7,0.042
0,Range Spot Vent Hour,Hour8,0.046
0,Range Spot Vent Hour,Hour9,0.048
0,Range Spot Vent Hour,Hour10,0.042
0,Range Spot Vent Hour,Hour11,0.05
0,Range Spot Vent Hour,Hour12,0.057
0,Range Spot Vent Hour,Hour13,0.046
0,Range Spot Vent Hour,Hour14,0.057
0,Range Spot Vent Hour,Hour15,0.044
0,Range Spot Vent Hour,Hour16,0.092
0,Range Spot Vent Hour,Hour17,0.15
0,Range Spot Vent Hour,Hour18,0.117
0,Range Spot Vent Hour,Hour19,0.06
0,Range Spot Vent Hour,Hour20,0.035
0,Range Spot Vent Hour,Hour21,0.025
0,Range Spot Vent Hour,Hour22,0.016
0,Range Spot Vent Hour,Hour23,0.011
0,Schedules,Stochastic,1
0,Solar Hot Water,None,1
0,Usage Level,Low,0.25
0,Usage Level,Medium,0.5
0,Usage Level,High,0.25
0,Usage Level,Average,0
1,County and PUMA,"G0100010, G01002100",0.000170505
1,County and PUMA,"G0100030, G01002600",0.000807553
1,County and PUMA,"G0100050, G01002400",8.85931e-05
1,County and PUMA,"G0100070, G01001700",6.73493e-05
1,County and PUMA,"G0100090, G01000800",0.000179032
1,County and PUMA,"G0100110, G01002400",3.34945e-05
1,County and PUMA,"G0100130, G01002300",7.44205e-05
1,County and PUMA,"G0100150, G01001100",0.000400297
1,County and PUMA,"G0100170, G01001800",0.000126899
1,County and PUMA,"G0100190, G01001000",0.000122057
1,County and PUMA,"G0100210, G01001800",0.000144578
1,County and PUMA,"G0100230, G01002200",5.43553e-05
1,County and PUMA,"G0100250, G01002200",9.45007e-05
1,County and PUMA,"G0100270, G01001000",5.0632e-05
1,County and PUMA,"G0100290, G01001000",5.02118e-05
1,County and PUMA,"G0100310, G01002300",0.000171616
1,County and PUMA,"G0100330, G01000100",0.000196343
1,County and PUMA,"G0100350, G01002200",5.29591e-05
1,County and PUMA,"G0100370, G01001800",4.84402e-05
1,County and PUMA,"G0100390, G01002300",0.000140996
1,County and PUMA,"G0100410, G01002300",5.02867e-05
1,County and PUMA,"G0100430, G01000700",0.00027887
1,County and PUMA,"G0100450, G01002500",0.000171444
1,County and PUMA,"G0100470, G01001700",0.000151948
1,County and PUMA,"G0100490, G01000400",0.000233216
1,County and PUMA,"G0100510, G01002100",0.000250135
1,County and PUMA,"G0100530, G01002200",0.000123266
1,County and PUMA,"G0100550, G01000900",0.000356593
1,County and PUMA,"G0100570, G01001400",6.31456e-05
1,County and PUMA,"G0100590, G01000100",0.000105468
1,County and PUMA,"G0100610, G01002500",9.4906e-05
1,County and PUMA,"G0100630, G01001700",3.7503e-05
1,County and PUMA,"G0100650, G01001700",5.74631e-05
1,County and PUMA,"G0100670, G01002500",6.71841e-05
1,County and PUMA,"G0100690, G01002500",0.000348195
1,County and PUMA,"G0100710, G01000400",0.000185961
1,County and PUMA,"G0100730, G01001301",0.000384587
1,County and PUMA,"G0100730, G01001302",0.000411197
1,County and PUMA,"G0100730, G01001303",0.0005687
1,County and PUMA,"G0100730, G01001304",0.000564542
1,County and PUMA,"G0100730, G01001305",0.000362456
1,County and PUMA,"G0100750, G01001400",5.50009e-05
1,County and PUMA,"G0100770, G01000100",0.000332641
1,County and PUMA,"G0100790, G01000600",0.000113958
1,County and PUMA,"G0100810, G01001900",0.000493191
1,County and PUMA,"G0100830, G01000200",0.000266597
1,County and PUMA,"G0100850, G01002100",3.81411e-05
1,County and PUMA,"G0100870, G01002400",7.67326e-05
1,County and PUMA,"G0100890, G01000200",0.000290686
1,County and PUMA,"G0100890, G01000301",0.000413622
1,County and PUMA,"G0100890, G01000302",0.000371112
1,County and PUMA,"G0100890, G01000500",8.59281e-05
1,County and PUMA,"G0100910, G01001700",7.66275e-05
1,County and PUMA,"G0100930, G01000100",2.55975e-05
1,County and PUMA,"G0100930, G01001400",8.47647e-05
1,County and PUMA,"G0100950, G01000500",0.000302907
1,County and PUMA,"G0100970, G01002701",0.000382746
1,County and PUMA,"G0100970, G01002702",0.000382139
1,County and PUMA,"G0100970, G01002703",0.000598404
1,County and PUMA,"G0100990, G01002200",8.46371e-05
1,County and PUMA,"G0101010, G01002000",0.00066977
1,County and PUMA,"G0101010, G01002100",0.000107742
1,County and PUMA,"G0101030, G01000600",0.000386762
1,County and PUMA,"G0101050, G01001700",3.52285e-05
1,County and PUMA,"G0101070, G01001500",7.093e-05
1,County and PUMA,"G0101090, G01002400",0.000118109
1,County and PUMA,"G0101110, G01001000",8.96064e-05
1,County and PUMA,"G0101130, G01002400",0.00020057
1,County and PUMA,"G0101150, G01000800",0.000269067
1,County and PUMA,"G0101170, G01001200",0.000627718
1,County and PUMA,"G0101190, G01001700",5.07973e-05
1,County and PUMA,"G0101210, G01001000",0.000279224
1,County and PUMA,"G0101230, G01001800",0.000165581
1,County and PUMA,"G0101250, G01001500",0.000250158
1,County and PUMA,"G0101250, G01001600",0.000409846
1,County and PUMA,"G0101270, G01001400",0.000230512
1,County and PUMA,"G0101290, G01002200",6.28603e-05
1,County and PUMA,"G0101310, G01002200",4.21797e-05
1,County and PUMA,"G0101330, G01000700",0.000100619
1,County and PUMA,"G0400010, G04000300",0.000245654
1,County and PUMA,"G0400030, G04000900",0.000453408
1,County and PUMA,"G0400050, G04000400",0.000483689
1,County and PUMA,"G0400070, G04000800",0.000248755
1,County and PUMA,"G0400090, G04000800",9.95977e-05
1,County and PUMA,"G0400110, G04000800",3.32093e-05
1,County and PUMA,"G0400120, G04000600",0.000121863
1,County and PUMA,"G0400130, G04000100",0.000332371
1,County and PUMA,"G0400130, G04000101",0.000548959
1,County and PUMA,"G0400130, G04000102",0.000430798
1,County and PUMA,"G0400130, G04000103",0.00034297
1,County and PUMA,"G0400130, G04000104",0.000404195
1,County and PUMA,"G0400130, G04000105",0.000358298
1,County and PUMA,"G0400130, G04000106",0.0003324
1,County and PUMA,"G0400130, G04000107",0.000334083
1,County and PUMA,"G0400130, G04000108",0.000325697
1,County and PUMA,"G0400130, G04000109",0.000358058
1,County and PUMA,"G0400130, G04000110",0.000532843
1,County and PUMA,"G0400130, G04000111",0.00045111
1,County and PUMA,"G0400130, G04000112",0.000431819
1,County and PUMA,"G0400130, G04000113",0.00035625
1,County and PUMA,"G0400130, G04000114",0.000373553
1,County and PUMA,"G0400130, G04000115",0.000344786
1,County and PUMA,"G0400130, G04000116",0.000387665
1,County and PUMA,"G0400130, G04000117",0.000381148
1,County and PUMA,"G0400130, G04000118",0.000373672
1,County and PUMA,"G0400130, G04000119",0.000258071
1,County and PUMA,"G0400130, G04000120",0.000327829
1,County and PUMA,"G0400130, G04000121",0.000309161
1,County and PUMA,"G0400130, G04000122",0.000249363
1,County and PUMA,"G0400130, G04000123",0.000261681
1,County and PUMA,"G0400130, G04000124",0.000291145
1,County and PUMA,"G0400130, G04000125",0.000305775
1,County and PUMA,"G0400130, G04000126",0.000382155
1,County and PUMA,"G0400130, G04000127",0.000339982
1,County and PUMA,"G0400130, G04000128",0.000314857
1,County and PUMA,"G0400130, G04000129",0.000340147
1,County and PUMA,"G0400130, G04000130",0.000530929
1,County and PUMA,"G0400130, G04000131",0.000366893
1,County and PUMA,"G0400130, G04000132",0.000305354
1,County and PUMA,"G0400130, G04000133",0.000286528
1,County and PUMA,"G0400130, G04000134",0.000343675
1,County and PUMA,"G0400150, G04000600",0.000845374
1,County and PUMA,"G0400170, G04000300",0.000432036
1,County and PUMA,"G0400190, G04000201",0.000322125
1,County and PUMA,"G0400190, G04000202",0.000393414
1,County and PUMA,"G0400190, G04000203",0.000381531
1,County and PUMA,"G0400190, G04000204",0.000407956
1,County and PUMA,"G0400190, G04000205",0.000407362
1,County and PUMA,"G0400190, G04000206",0.000419703
1,County and PUMA,"G0400190, G04000207",0.000371902
1,County and PUMA,"G0400190, G04000208",0.000288389
1,County and PUMA,"G0400190, G04000209",0.000391815
1,County and PUMA,"G0400210, G04000800",3.99502e-05
1,County and PUMA,"G0400210, G04000803",0.000472812
1,County and PUMA,"G0400210, G04000805",0.000338128
1,County and PUMA,"G0400210, G04000807",0.000398624
1,County and PUMA,"G0400230, G04000900",0.000136057
1,County and PUMA,"G0400250, G04000500",0.000847156
1,County and PUMA,"G0400270, G04000700",0.000676129
1,County and PUMA,"G0500010, G05001700",4.0288e-05
1,County and PUMA,"G0500010, G05001800",3.05819e-05
1,County and PUMA,"G0500030, G05001800",7.58243e-05
1,County and PUMA,"G0500050, G05000300",0.00016956
1,County and PUMA,"G0500070, G05000100",0.000735852
1,County and PUMA,"G0500090, G05000300",0.000126922
1,County and PUMA,"G0500110, G05001800",4.3681e-05
1,County and PUMA,"G0500130, G05001900",2.1679e-05
1,County and PUMA,"G0500150, G05000300",0.000101948
1,County and PUMA,"G0500170, G05001800",4.05883e-05
1,County and PUMA,"G0500190, G05001600",7.81063e-05
1,County and PUMA,"G0500210, G05000500",6.03456e-05
1,County and PUMA,"G0500230, G05000400",0.00011901
1,County and PUMA,"G0500250, G05001800",3.04618e-05
1,County and PUMA,"G0500270, G05001900",8.69116e-05
1,County and PUMA,"G0500290, G05001300",7.30618e-05
1,County and PUMA,"G0500310, G05000500",0.00029299
1,County and PUMA,"G0500310, G05000600",3.18806e-05
1,County and PUMA,"G0500330, G05001400",0.000198399
1,County and PUMA,"G0500350, G05000600",0.000162195
1,County and PUMA,"G0500370, G05000700",5.91746e-05
1,County and PUMA,"G0500390, G05001900",3.21658e-05
1,County and PUMA,"G0500410, G05001800",4.71641e-05
1,County and PUMA,"G0500430, G05001800",6.36485e-05
1,County and PUMA,"G0500450, G05001100",0.00036597
1,County and PUMA,"G0500470, G05001500",6.0233e-05
1,County and PUMA,"G0500490, G05000400",5.06397e-05
1,County and PUMA,"G0500510, G05001600",0.000379309
1,County and PUMA,"G0500530, G05001700",5.88518e-05
1,County and PUMA,"G0500550, G05000500",0.000138715
1,County and PUMA,"G0500570, G05002000",7.8294e-05
1,County and PUMA,"G0500590, G05001600",0.000107577
1,County and PUMA,"G0500610, G05001500",4.67662e-05
1,County and PUMA,"G0500630, G05000400",0.000122155
1,County and PUMA,"G0500650, G05000400",5.41379e-05
1,County and PUMA,"G0500670, G05000800",5.70352e-05
1,County and PUMA,"G0500690, G05001700",0.000249271
1,County and PUMA,"G0500710, G05001300",8.52001e-05
1,County and PUMA,"G0500730, G05002000",3.25937e-05
1,County and PUMA,"G0500750, G05000500",5.98201e-05
1,County and PUMA,"G0500770, G05000700",3.27513e-05
1,County and PUMA,"G0500790, G05001800",3.64221e-05
1,County and PUMA,"G0500810, G05002000",4.84102e-05
1,County and PUMA,"G0500830, G05001500",7.60345e-05
1,County and PUMA,"G0500850, G05001100",0.000214336
1,County and PUMA,"G0500870, G05000300",5.61647e-05
1,County and PUMA,"G0500890, G05000300",7.01345e-05
1,County and PUMA,"G0500910, G05002000",0.000145606
1,County and PUMA,"G0500930, G05000600",0.000153848
1,County and PUMA,"G0500950, G05000700",3.33368e-05
1,County and PUMA,"G0500970, G05001600",4.3088e-05
1,County and PUMA,"G0500990, G05002000",3.4095e-05
1,County and PUMA,"G0501010, G05000300",3.50561e-05
1,County and PUMA,"G0501030, G05001900",9.80588e-05
1,County and PUMA,"G0501050, G05001300",3.68349e-05
1,County and PUMA,"G0501070, G05000700",7.62371e-05
1,County and PUMA,"G0501090, G05002000",4.18268e-05
1,County and PUMA,"G0501110, G05000700",8.20171e-05
1,County and PUMA,"G0501130, G05001500",7.53063e-05
1,County and PUMA,"G0501150, G05001300",0.000194174
1,County and PUMA,"G0501170, G05000800",3.37572e-05
1,County and PUMA,"G0501190, G05000900",0.000685609
1,County and PUMA,"G0501190, G05001000",0.000674829
1,County and PUMA,"G0501210, G05000500",6.40839e-05
1,County and PUMA,"G0501230, G05000700",8.18071e-05
1,County and PUMA,"G0501250, G05001200",0.000351309
1,County and PUMA,"G0501270, G05001500",3.88918e-05
1,County and PUMA,"G0501290, G05000300",3.68125e-05
1,County and PUMA,"G0501310, G05001400",0.000420783
1,County and PUMA,"G0501330, G05001500",5.16005e-05
1,County and PUMA,"G0501350, G05000400",7.376e-05
1,County and PUMA,"G0501370, G05000400",5.07374e-05
1,County and PUMA,"G0501390, G05001900",0.00014779
1,County and PUMA,"G0501410, G05000400",7.76334e-05
1,County and PUMA,"G0501430, G05000200",0.000676085
1,County and PUMA,"G0501450, G05000800",0.000248755
1,County and PUMA,"G0501470, G05000800",2.91857e-05
1,County and PUMA,"G0501490, G05001300",7.31294e-05
1,County and PUMA,"G0600010, G06000101",0.000430708
1,County and PUMA,"G0600010, G06000102",0.000585653
1,County and PUMA,"G0600010, G06000103",0.000431008
1,County and PUMA,"G0600010, G06000104",0.000329323
1,County and PUMA,"G0600010, G06000105",0.000502561
1,County and PUMA,"G0600010, G06000106",0.000373289
1,County and PUMA,"G0600010, G06000107",0.00035908
1,County and PUMA,"G0600010, G06000108",0.000326501
1,County and PUMA,"G0600010, G06000109",0.000507485
1,County and PUMA,"G0600010, G06000110",0.000604291
1,County and PUMA,"G0600030, G06000300",1.32943e-05
1,County and PUMA,"G0600050, G06000300",0.000136643
1,County and PUMA,"G0600070, G06000701",0.000377576
1,County and PUMA,"G0600070, G06000702",0.000354418
1,County and PUMA,"G0600090, G06000300",0.000210966
1,County and PUMA,"G0600110, G06001100",5.95951e-05
1,County and PUMA,"G0600130, G06001301",0.000315015
1,County and PUMA,"G0600130, G06001302",0.000353067
1,County and PUMA,"G0600130, G06001303",0.000396816
1,County and PUMA,"G0600130, G06001304",0.000394451
1,County and PUMA,"G0600130, G06001305",0.000345222
1,County and PUMA,"G0600130, G06001306",0.000358096
1,County and PUMA,"G0600130, G06001307",0.000321013
1,County and PUMA,"G0600130, G06001308",0.000281723
1,County and PUMA,"G0600130, G06001309",0.000288314
1,County and PUMA,"G0600150, G06001500",8.50202e-05
1,County and PUMA,"G0600170, G06001700",0.000667204
1,County and PUMA,"G0600190, G06001901",0.000312959
1,County and PUMA,"G0600190, G06001902",0.000533458
1,County and PUMA,"G0600190, G06001903",0.000264128
1,County and PUMA,"G0600190, G06001904",0.000436923
1,County and PUMA,"G0600190, G06001905",0.000242239
1,County and PUMA,"G0600190, G06001906",0.000297217
1,County and PUMA,"G0600190, G06001907",0.000344149
1,County and PUMA,"G0600210, G06001100",8.18598e-05
1,County and PUMA,"G0600230, G06002300",0.000468308
1,County and PUMA,"G0600250, G06002500",0.000427172
1,County and PUMA,"G0600270, G06000300",7.14105e-05
1,County and PUMA,"G0600290, G06002901",0.000412917
1,County and PUMA,"G0600290, G06002902",0.000542061
1,County and PUMA,"G0600290, G06002903",0.000401461
1,County and PUMA,"G0600290, G06002904",0.000236631
1,County and PUMA,"G0600290, G06002905",0.000593549
1,County and PUMA,"G0600310, G06003100",0.000337445
1,County and PUMA,"G0600330, G06003300",0.000267484
1,County and PUMA,"G0600350, G06001500",9.55291e-05
1,County and PUMA,"G0600370, G06003701",0.000332528
1,County and PUMA,"G0600370, G06003702",0.000498935
1,County and PUMA,"G0600370, G06003703",0.000421227
1,County and PUMA,"G0600370, G06003704",0.000384932
1,County and PUMA,"G0600370, G06003705",0.000462318
1,County and PUMA,"G0600370, G06003706",0.000319099
1,County and PUMA,"G0600370, G06003707",0.000270223
1,County and PUMA,"G0600370, G06003708",0.000323033
1,County and PUMA,"G0600370, G06003709",0.000314422
1,County and PUMA,"G0600370, G06003710",0.000365047
1,County and PUMA,"G0600370, G06003711",0.000441314
1,County and PUMA,"G0600370, G06003712",0.000299266
1,County and PUMA,"G0600370, G06003713",0.000260427
1,County and PUMA,"G0600370, G06003714",0.000268294
1,County and PUMA,"G0600370, G06003715",0.000251599
1,County and PUMA,"G0600370, G06003716",0.000197192
1,County and PUMA,"G0600370, G06003717",0.000513664
1,County and PUMA,"G0600370, G06003718",0.000443514
1,County and PUMA,"G0600370, G06003719",0.000569813
1,County and PUMA,"G0600370, G06003720",0.000381269
1,County and PUMA,"G0600370, G06003721",0.000419808
1,County and PUMA,"G0600370, G06003722",0.000464135
1,County and PUMA,"G0600370, G06003723",0.00030281
1,County and PUMA,"G0600370, G06003724",0.000477827
1,County and PUMA,"G0600370, G06003725",0.000501157
1,County and PUMA,"G0600370, G06003726",0.000311097
1,County and PUMA,"G0600370, G06003727",0.000576989
1,County and PUMA,"G0600370, G06003728",0.000437898
1,County and PUMA,"G0600370, G06003729",0.00070783
1,County and PUMA,"G0600370, G06003730",0.000591988
1,County and PUMA,"G0600370, G06003731",0.00049025
1,County and PUMA,"G0600370, G06003732",0.000646395
1,County and PUMA,"G0600370, G06003733",0.000361512
1,County and PUMA,"G0600370, G06003734",0.000595478
1,County and PUMA,"G0600370, G06003735",0.000486324
1,County and PUMA,"G0600370, G06003736",0.0003315
1,County and PUMA,"G0600370, G06003737",0.000306428
1,County and PUMA,"G0600370, G06003738",0.000276897
1,County and PUMA,"G0600370, G06003739",0.00040562
1,County and PUMA,"G0600370, G06003740",0.000298426
1,County and PUMA,"G0600370, G06003741",0.000268257
1,County and PUMA,"G0600370, G06003742",0.000246473
1,County and PUMA,"G0600370, G06003743",0.000242892
1,County and PUMA,"G0600370, G06003744",0.000479658
1,County and PUMA,"G0600370, G06003745",0.000219921
1,County and PUMA,"G0600370, G06003746",0.000253266
1,County and PUMA,"G0600370, G06003747",0.000482428
1,County and PUMA,"G0600370, G06003748",0.000654547
1,County and PUMA,"G0600370, G06003749",0.000295446
1,County and PUMA,"G0600370, G06003750",0.000417398
1,County and PUMA,"G0600370, G06003751",0.000299514
1,County and PUMA,"G0600370, G06003752",0.000311472
1,County and PUMA,"G0600370, G06003753",0.000254212
1,County and PUMA,"G0600370, G06003754",0.000306203
1,County and PUMA,"G0600370, G06003755",0.000248627
1,County and PUMA,"G0600370, G06003756",0.000266162
1,County and PUMA,"G0600370, G06003757",0.000311405
1,County and PUMA,"G0600370, G06003758",0.000398241
1,County and PUMA,"G0600370, G06003759",0.00028547
1,County and PUMA,"G0600370, G06003760",0.000473225
1,County and PUMA,"G0600370, G06003761",0.000374212
1,County and PUMA,"G0600370, G06003762",0.000252162
1,County and PUMA,"G0600370, G06003763",0.000345988
1,County and PUMA,"G0600370, G06003764",0.000390352
1,County and PUMA,"G0600370, G06003765",0.000420859
1,County and PUMA,"G0600370, G06003766",0.00027216
1,County and PUMA,"G0600370, G06003767",0.000473661
1,County and PUMA,"G0600370, G06003768",0.000348645
1,County and PUMA,"G0600370, G06003769",0.00029766
1,County and PUMA,"G0600390, G06003900",0.00037416
1,County and PUMA,"G0600410, G06004101",0.000361399
1,County and PUMA,"G0600410, G06004102",0.000481288
1,County and PUMA,"G0600430, G06000300",7.75734e-05
1,County and PUMA,"G0600450, G06003300",0.000305483
1,County and PUMA,"G0600470, G06004701",0.000251247
1,County and PUMA,"G0600470, G06004702",0.000380361
1,County and PUMA,"G0600490, G06001500",3.93496e-05
1,County and PUMA,"G0600510, G06000300",0.000105093
1,County and PUMA,"G0600530, G06005301",0.00056609
1,County and PUMA,"G0600530, G06005302",0.000348225
1,County and PUMA,"G0600530, G06005303",0.000137882
1,County and PUMA,"G0600550, G06005500",0.000415123
1,County and PUMA,"G0600570, G06005700",0.00039927
1,County and PUMA,"G0600590, G06005901",0.000589547
1,County and PUMA,"G0600590, G06005902",0.000294807
1,County and PUMA,"G0600590, G06005903",0.00073372
1,County and PUMA,"G0600590, G06005904",0.00065475
1,County and PUMA,"G0600590, G06005905",0.000547338
1,County and PUMA,"G0600590, G06005906",0.000468818
1,County and PUMA,"G0600590, G06005907",0.000488959
1,County and PUMA,"G0600590, G06005908",0.000479088
1,County and PUMA,"G0600590, G06005909",0.000329196
1,County and PUMA,"G0600590, G06005910",0.00043925
1,County and PUMA,"G0600590, G06005911",0.000344344
1,County and PUMA,"G0600590, G06005912",0.00040189
1,County and PUMA,"G0600590, G06005913",0.000330659
1,County and PUMA,"G0600590, G06005914",0.00058942
1,County and PUMA,"G0600590, G06005915",0.000272317
1,County and PUMA,"G0600590, G06005916",0.00026307
1,County and PUMA,"G0600590, G06005917",0.000300475
1,County and PUMA,"G0600590, G06005918",0.000520359
1,County and PUMA,"G0600610, G06006101",0.000387928
1,County and PUMA,"G0600610, G06006102",0.000342317
1,County and PUMA,"G0600610, G06006103",0.000454962
1,County and PUMA,"G0600630, G06001500",0.000117801
1,County and PUMA,"G0600650, G06006501",0.000519962
1,County and PUMA,"G0600650, G06006502",0.000653309
1,County and PUMA,"G0600650, G06006503",0.000335696
1,County and PUMA,"G0600650, G06006504",0.000316532
1,County and PUMA,"G0600650, G06006505",0.000475822
1,County and PUMA,"G0600650, G06006506",0.000435377
1,County and PUMA,"G0600650, G06006507",0.0004117
1,County and PUMA,"G0600650, G06006508",0.000387995
1,County and PUMA,"G0600650, G06006509",0.000249182
1,County and PUMA,"G0600650, G06006510",0.000361834
1,County and PUMA,"G0600650, G06006511",0.000391651
1,County and PUMA,"G0600650, G06006512",0.000243012
1,County and PUMA,"G0600650, G06006513",0.000353307
1,County and PUMA,"G0600650, G06006514",0.000313627
1,County and PUMA,"G0600650, G06006515",0.000708678
1,County and PUMA,"G0600670, G06006701",0.000334465
1,County and PUMA,"G0600670, G06006702",0.000334007
1,County and PUMA,"G0600670, G06006703",0.000370219
1,County and PUMA,"G0600670, G06006704",0.00038744
1,County and PUMA,"G0600670, G06006705",0.000314362
1,County and PUMA,"G0600670, G06006706",0.000288524
1,County and PUMA,"G0600670, G06006707",0.00045879
1,County and PUMA,"G0600670, G06006708",0.000374551
1,County and PUMA,"G0600670, G06006709",0.000380549
1,County and PUMA,"G0600670, G06006710",0.000382478
1,County and PUMA,"G0600670, G06006711",0.000275028
1,County and PUMA,"G0600670, G06006712",0.000318333
1,County and PUMA,"G0600690, G06005303",0.000136163
1,County and PUMA,"G0600710, G06007101",0.000504994
1,County and PUMA,"G0600710, G06007102",0.000375061
1,County and PUMA,"G0600710, G06007103",0.000428231
1,County and PUMA,"G0600710, G06007104",0.000558883
1,County and PUMA,"G0600710, G06007105",0.000391343
1,County and PUMA,"G0600710, G06007106",0.00026379
1,County and PUMA,"G0600710, G06007107",0.0002491
1,County and PUMA,"G0600710, G06007108",0.000367292
1,County and PUMA,"G0600710, G06007109",0.000222962
1,County and PUMA,"G0600710, G06007110",0.000215958
1,County and PUMA,"G0600710, G06007111",0.000438101
1,County and PUMA,"G0600710, G06007112",0.000322943
1,County and PUMA,"G0600710, G06007113",0.000392243
1,County and PUMA,"G0600710, G06007114",0.000353157
1,County and PUMA,"G0600710, G06007115",0.000233951
1,County and PUMA,"G0600730, G06007301",0.000506202
1,County and PUMA,"G0600730, G06007302",0.000361189
1,County and PUMA,"G0600730, G06007303",0.000273422
1,County and PUMA,"G0600730, G06007304",0.000383844
1,County and PUMA,"G0600730, G06007305",0.000329871
1,County and PUMA,"G0600730, G06007306",0.000329744
1,County and PUMA,"G0600730, G06007307",0.000295979
1,County and PUMA,"G0600730, G06007308",0.000365002
1,County and PUMA,"G0600730, G06007309",0.000503094
1,County and PUMA,"G0600730, G06007310",0.000624896
1,County and PUMA,"G0600730, G06007311",0.000306037
1,County and PUMA,"G0600730, G06007312",0.000320735
1,County and PUMA,"G0600730, G06007313",0.000471626
1,County and PUMA,"G0600730, G06007314",0.000474471
1,County and PUMA,"G0600730, G06007315",0.000496368
1,County and PUMA,"G0600730, G06007316",0.000648948
1,County and PUMA,"G0600730, G06007317",0.000462693
1,County and PUMA,"G0600730, G06007318",0.000342144
1,County and PUMA,"G0600730, G06007319",0.000338038
1,County and PUMA,"G0600730, G06007320",0.000344126
1,County and PUMA,"G0600730, G06007321",0.000431248
1,County and PUMA,"G0600730, G06007322",0.000305519
1,County and PUMA,"G0600750, G06007501",0.00052177
1,County and PUMA,"G0600750, G06007502",0.000502757
1,County and PUMA,"G0600750, G06007503",0.000546138
1,County and PUMA,"G0600750, G06007504",0.000426601
