Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Space Combination	Dependency=Vintage ACS	Dependency=Water Heater In Unit	Option=Attic	Option=Conditioned Mechanical Room	Option=Crawlspace	Option=Garage	Option=Heated Basement	Option=Living Space	Option=Outside	Option=Unheated Basement	source_count	source_weight	sampling_probability
3A	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.499536	0.0362782	0.395324	0.0688623	0	42	3887.4	1.0582e-05
3A	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	1980-99	Yes	0.0614887	0	0	0.566806	0.0948792	0.240465	0.0363617	0	39	0	3.07176e-05
3A	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	1980-99	Yes	0.0227365	0	0	0.416483	0.0587412	0.349389	0.152651	0	19	0	1.40998e-06
3A	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	1980-99	Yes	0.0350322	0	0	0	0.048421	0.651331	0.265216	0	22	2506.52	2.61552e-05
3A	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.579303	0	0.364509	0.0561882	0	28	2609.59	0.000107339
3A	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	1980-99	Yes	0.0056074	0	0	0.242052	0.701135	0.041513	0.00969253	0	20	113225	0.000269466
3A	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	1980-99	Yes	0.0247428	0	0	0.407648	0.0639244	0.380218	0.123466	0	17	3732.73	1.1745e-05
3A	Single-Family Detached, Heated Basement, Vented Attic, No Garage	1980-99	Yes	0.034138	0	0	0	0.0604586	0.775023	0.130381	0	78	40980.5	0.000287023
3A	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.51834	0	0.410205	0.0714546	0	42	9912.98	3.63209e-05
3A	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	1980-99	Yes	0	0	0	0.706628	0	0.194489	0.0988826	0	23	83672.2	0.000209972
3A	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	1980-99	Yes	0	0	0	0.453427	0	0.380381	0.166192	0	19	5152.53	4.58897e-05
3A	Single-Family Detached, Slab, Finished Attic, No Garage	1980-99	Yes	0	0	0	0	0	0.716806	0.283194	0	18	20982.9	8.70798e-05
3A	Single-Family Detached, Slab, No Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.51834	0	0.410205	0.0714546	0	42	8854.66	0.000557135
3A	Single-Family Detached, Slab, No Attic, 2 Car Garage	1980-99	Yes	0	0	0	0.4399	0	0.361749	0.198352	0	15	55546.4	0.00142958
3A	Single-Family Detached, Slab, No Attic, 3 Car Garage	1980-99	Yes	0	0	0	0.453427	0	0.380381	0.166192	0	19	0	0.000110235
3A	Single-Family Detached, Slab, No Attic, No Garage	1980-99	Yes	0	0	0	0	0	0.910163	0.0898371	0	17	125138	0.000880899
3A	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.51834	0	0.410205	0.0714546	0	42	4247.97	0.000171879
3A	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	1980-99	Yes	0.112547	0	0	0.621274	0	0.266179	0	0	24	82023.1	0.000480492
3A	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	1980-99	Yes	0.0241555	0	0	0.442474	0	0.371193	0.162177	0	19	5152.53	5.02082e-05
3A	Single-Family Detached, Slab, Unvented Attic, No Garage	1980-99	Yes	0.0748136	0	0	0	0	0.775511	0.149675	0	10	33510.6	0.000291918
3A	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.481275	0	0.494831	0.0238937	0	16	129173	0.00175712
3A	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	1980-99	Yes	0.0454772	0	0	0.671068	0	0.251106	0.0323492	0	122	802227	0.00474659
3A	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	1980-99	Yes	0.0364727	0	0	0.399554	0	0.5054	0.0585734	0	13	85848.8	0.00046333
3A	Single-Family Detached, Slab, Vented Attic, No Garage	1980-99	Yes	0.0542216	0	0	0	0	0.929896	0.0158825	0	26	188385	0.00278914
3A	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.499536	0	0.395324	0.0688623	0.0362782	42	1267.15	1.56978e-06
3A	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	1980-99	Yes	0	0	0	0.527987	0	0.242957	0.147995	0.0810602	42	11001.4	9.85185e-06
3A	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	1980-99	Yes	0	0	0	0.426172	0	0.357517	0.156202	0.0601078	19	0	1.51969e-06
3A	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	1980-99	Yes	0	0	0	0	0	0.663339	0.262071	0.0745903	18	2506.52	4.25094e-06
3A	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.499536	0	0.395324	0.0688623	0.0362782	42	0	2.05012e-05
3A	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	1980-99	Yes	0	0	0	0.335927	0	0.276248	0.15147	0.236355	15	0	6.08075e-05
3A	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	1980-99	Yes	0	0	0	0.426172	0	0.357517	0.156202	0.0601078	19	0	3.08713e-06
3A	Single-Family Detached, Unheated Basement, No Attic, No Garage	1980-99	Yes	0	0	0	0	0	0.726251	0.19854	0.0752084	53	12595.2	5.05922e-05
3A	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.499536	0	0.395324	0.0688623	0.0362782	42	1267.15	6.72335e-06
3A	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	1980-99	Yes	0.0614887	0	0	0.566806	0	0.240465	0.0363617	0.0948792	39	11001.4	2.10467e-05
3A	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	1980-99	Yes	0.0227365	0	0	0.416483	0	0.349389	0.152651	0.0587412	19	0	1.61625e-06
3A	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	1980-99	Yes	0.0350322	0	0	0	0	0.651331	0.265216	0.048421	22	2506.52	1.5695e-05
3A	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.579303	0	0.364509	0.0561882	0	28	0	6.54477e-05
3A	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	1980-99	Yes	0.0332053	0	0	0.563279	0	0.23873	0.0655982	0.0991868	184	38898.2	0.00020513
3A	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	1980-99	Yes	0.0247428	0	0	0.407648	0	0.380218	0.123466	0.0639244	17	0	1.36659e-05
3A	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	1980-99	Yes	0.034138	0	0	0	0	0.775023	0.130381	0.0604586	78	0	0.000158011
3A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.51834	0	0.410205	0.0714546	0	42	0	2.84729e-06
3A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	1980-99	Yes	0	0	0.0303173	0.557142	0	0.256373	0.156167	0	42	0	1.69791e-05
3A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	1980-99	Yes	0	0	0.0241555	0.442474	0	0.371193	0.162177	0	19	0	2.94077e-06
3A	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	1980-99	Yes	0	0	0.0295516	0	0	0.695623	0.274826	0	18	0	7.22536e-06
3A	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.51834	0	0.410205	0.0714546	0	42	1381.35	3.6108e-05
3A	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	1980-99	Yes	0	0	0.084958	0.402527	0	0.331015	0.1815	0	15	4391.52	0.000105426
3A	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	1980-99	Yes	0	0	0.0241555	0.442474	0	0.371193	0.162177	0	19	0	6.29864e-06
3A	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	1980-99	Yes	0	0	0	0	0	0.785313	0.214687	0	53	4152.35	8.76593e-05
3A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.51834	0	0.410205	0.0714546	0	42	0	1.18493e-05
3A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	1980-99	Yes	0.0636127	0	0.0636127	0.586385	0	0.248771	0.0376178	0	39	0	3.64873e-05
3A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	1980-99	Yes	0.0235857	0	0.0235857	0.432038	0	0.362438	0.158352	0	19	0	3.1395e-06
3A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	1980-99	Yes	0.0355076	0	0.0355076	0	0	0.66017	0.268815	0	22	0	2.717e-05
3A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.579303	0	0.364509	0.0561882	0	28	2609.59	0.000115477
3A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	1980-99	Yes	0.035551	0	0.035551	0.603071	0	0.255595	0.0702322	0	184	9353.96	0.000355371
3A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	1980-99	Yes	0.0257518	0	0.0257518	0.424272	0	0.395723	0.128501	0	17	0	2.73057e-05
3A	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	1980-99	Yes	0.0350608	0	0.0350608	0	0	0.795973	0.133905	0	78	4497.1	0.000273376
3A	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.51834	0	0.410205	0.0714546	0	42	0	1.53807e-05
3A	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	1980-99	Yes	0	0	0	0.393863	0	0.350683	0.255454	0	17	64434.2	0.000101193
3A	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	1980-99	Yes	0	0	0.0241555	0.442474	0	0.371193	0.162177	0	19	0	1.59968e-05
3A	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	1980-99	Yes	0	0	0.0295516	0	0	0.695623	0.274826	0	18	18328	4.16734e-05
3A	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.51834	0	0.410205	0.0714546	0	42	13203.5	0.000127873
3A	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	1980-99	Yes	0	0	0.084958	0.402527	0	0.331015	0.1815	0	15	14310.2	0.000514466
3A	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	1980-99	Yes	0	0	0.0241555	0.442474	0	0.371193	0.162177	0	19	0	2.9297e-05
3A	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	1980-99	Yes	0	0	0	0	0	0.721688	0.278312	0	19	140828	0.000696471
3A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.51834	0	0.410205	0.0714546	0	42	0	4.67536e-05
3A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	1980-99	Yes	0	0	0	0.581796	0	0.302479	0.115725	0	14	44202.7	0.000171891
3A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	1980-99	Yes	0.0235857	0	0.0235857	0.432038	0	0.362438	0.158352	0	19	0	1.70829e-05
3A	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	1980-99	Yes	0.0355076	0	0.0355076	0	0	0.66017	0.268815	0	22	30950.5	0.000221173
3A	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	1980-99	Yes	0	0	0	0.579303	0	0.364509	0.0561882	0	28	48413.6	0.000420828
3A	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	1980-99	Yes	0.013228	0	0.013228	0.494193	0	0.294378	0.184973	0	49	304768	0.0017626
3A	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	1980-99	Yes	0.0257518	0	0.0257518	0.424272	0	0.395723	0.128501	0	17	23105.3	0.000138263
3A	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	1980-99	Yes	0.0125008	0	0.0125008	0	0	0.760073	0.214925	0	31	229755	0.00216057
3A	Mobile Home, Ambient, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3901.99	0.000111375
3A	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3913.7	6.65725e-06
3A	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3901.99	8.98928e-05
3A	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3901.99	8.02162e-06
3A	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3913.7	4.7948e-07
3A	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3901.99	6.47441e-06
3A	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3901.99	1.74161e-06
3A	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3913.7	1.04102e-07
3A	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3901.99	1.40569e-06
3A	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3901.99	3.52002e-05
3A	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3913.7	2.10403e-06
3A	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	17	3901.99	2.84108e-05
3A	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11157.6	0.00029193
3A	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11191.1	0.000217737
3A	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11157.6	0.000250045
3A	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11157.6	2.10259e-05
3A	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11191.1	1.56822e-05
3A	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11157.6	1.80092e-05
3A	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11157.6	4.92726e-06
3A	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11191.1	3.67502e-06
3A	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11157.6	4.22033e-06
3A	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11157.6	9.19027e-05
3A	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11191.1	6.85459e-05
3A	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	11	11157.6	7.8717e-05
3A	Single-Family Attached, Heated Basement, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	9.25418e-09
3A	Single-Family Attached, Heated Basement, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	159.375	1.22446e-07
3A	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	1.9478e-08
3A	Single-Family Attached, Heated Basement, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	1.74136e-07
3A	Single-Family Attached, Slab, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	53.6817	4.57195e-07
3A	Single-Family Attached, Slab, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	285.223	6.04933e-06
3A	Single-Family Attached, Slab, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	53.6817	9.62293e-07
3A	Single-Family Attached, Slab, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	440.708	8.60306e-06
3A	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	3.29289e-08
3A	Single-Family Attached, Unheated Basement, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	4.35696e-07
3A	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	6.93079e-08
3A	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	6.19624e-07
3A	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	8.13455e-09
3A	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	1.07632e-07
3A	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	1.71214e-08
3A	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	1.53068e-07
3A	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	20.7173	1.43512e-07
3A	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	1.89887e-06
3A	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	20.7173	3.02062e-07
3A	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	84.8348	2.70048e-06
3A	Single-Family Detached, Ambient, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Ambient, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Ambient, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Ambient, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Heated Basement, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Heated Basement, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Heated Basement, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Slab, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Slab, No Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Slab, No Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Slab, No Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Slab, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Slab, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Slab, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unheated Basement, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
3A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	36	0	0
3A	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	15	0	0
3A	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	11	0	0
