Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Wall R-5, Exterior	Option=Wall R-10, Exterior	Option=Wall R-15, Exterior	sampling_probability
CR11	<1940	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000145
CR02	1940s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000030
CR03	1940s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000027
CR04	1940s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000075
CR05	1940s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000020
CR06	1940s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000020
CR07	1940s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000073
CR08	1940s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000071
CR09	1940s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000163
CR10	1940s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000021
CR11	1940s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000058
CR02	1950s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000063
CR03	1950s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000057
CR04	1950s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000157
CR05	1950s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000042
CR06	1950s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000041
CR07	1950s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000153
CR08	1950s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000151
CR09	1950s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000343
CR10	1950s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000044
CR11	1950s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000123
CR02	1960s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000064
CR03	1960s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000058
CR04	1960s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000159
CR05	1960s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000042
CR06	1960s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000042
CR07	1960s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000155
CR08	1960s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000153
CR09	1960s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000347
CR10	1960s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000045
CR11	1960s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000124
CR02	1970s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000091
CR03	1970s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000082
CR04	1970s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000227
CR05	1970s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000061
CR06	1970s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000060
CR07	1970s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000221
CR08	1970s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000218
CR09	1970s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000496
CR10	1970s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000064
CR11	1970s	Single-Family Attached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000177
CR02	1980s	Single-Family Attached	Heated Basement	0.000000	0.300000	0.340000	0.360000	0.000000	0.000080
CR03	1980s	Single-Family Attached	Heated Basement	0.000000	0.310000	0.340000	0.350000	0.000000	0.000072
CR04	1980s	Single-Family Attached	Heated Basement	0.000000	0.370000	0.260000	0.370000	0.000000	0.000199
CR05	1980s	Single-Family Attached	Heated Basement	0.000000	0.330000	0.230000	0.440000	0.000000	0.000053
CR06	1980s	Single-Family Attached	Heated Basement	0.000000	0.400000	0.040000	0.560000	0.000000	0.000052
CR07	1980s	Single-Family Attached	Heated Basement	0.000000	0.380000	0.330000	0.290000	0.000000	0.000194
CR08	1980s	Single-Family Attached	Heated Basement	0.000000	0.110000	0.150000	0.740000	0.000000	0.000191
CR09	1980s	Single-Family Attached	Heated Basement	0.000000	0.330000	0.350000	0.320000	0.000000	0.000435
CR10	1980s	Single-Family Attached	Heated Basement	0.000000	0.910000	0.000000	0.090000	0.000000	0.000056
CR11	1980s	Single-Family Attached	Heated Basement	0.000000	0.400000	0.040000	0.560000	0.000000	0.000155
CR02	1990s	Single-Family Attached	Heated Basement	0.000000	0.060000	0.260000	0.450000	0.230000	0.000084
CR03	1990s	Single-Family Attached	Heated Basement	0.000000	0.100000	0.340000	0.430000	0.120000	0.000076
CR04	1990s	Single-Family Attached	Heated Basement	0.000000	0.120000	0.370000	0.440000	0.070000	0.000209
CR05	1990s	Single-Family Attached	Heated Basement	0.000000	0.020000	0.090000	0.780000	0.110000	0.000056
CR06	1990s	Single-Family Attached	Heated Basement	0.000000	0.020000	0.340000	0.280000	0.360000	0.000055
CR07	1990s	Single-Family Attached	Heated Basement	0.000000	0.080000	0.460000	0.460000	0.000000	0.000203
CR08	1990s	Single-Family Attached	Heated Basement	0.000000	0.070000	0.060000	0.690000	0.190000	0.000200
CR09	1990s	Single-Family Attached	Heated Basement	0.000000	0.550000	0.040000	0.220000	0.190000	0.000457
CR10	1990s	Single-Family Attached	Heated Basement	0.000000	0.300000	0.000000	0.700000	0.000000	0.000059
CR11	1990s	Single-Family Attached	Heated Basement	0.000000	0.670000	0.170000	0.070000	0.090000	0.000163
CR02	2000s	Single-Family Attached	Heated Basement	0.000000	0.010000	0.300000	0.510000	0.180000	0.000085
CR03	2000s	Single-Family Attached	Heated Basement	0.000000	0.060000	0.150000	0.560000	0.220000	0.000077
CR04	2000s	Single-Family Attached	Heated Basement	0.000000	0.130000	0.240000	0.530000	0.100000	0.000213
CR05	2000s	Single-Family Attached	Heated Basement	0.000000	0.020000	0.050000	0.580000	0.360000	0.000057
CR06	2000s	Single-Family Attached	Heated Basement	0.000000	0.030000	0.040000	0.070000	0.870000	0.000056
CR07	2000s	Single-Family Attached	Heated Basement	0.000000	0.050000	0.080000	0.790000	0.090000	0.000207
CR08	2000s	Single-Family Attached	Heated Basement	0.000000	0.090000	0.230000	0.510000	0.170000	0.000204
CR09	2000s	Single-Family Attached	Heated Basement	0.000000	0.450000	0.090000	0.210000	0.250000	0.000465
CR10	2000s	Single-Family Attached	Heated Basement	0.000000	0.000000	0.510000	0.000000	0.490000	0.000060
CR11	2000s	Single-Family Attached	Heated Basement	0.000000	0.240000	0.000000	0.400000	0.360000	0.000166
CR02	2010s	Single-Family Attached	Heated Basement	0.000000	0.010000	0.300000	0.510000	0.180000	0.000019
CR03	2010s	Single-Family Attached	Heated Basement	0.000000	0.060000	0.150000	0.560000	0.220000	0.000018
CR04	2010s	Single-Family Attached	Heated Basement	0.000000	0.130000	0.240000	0.530000	0.100000	0.000048
CR05	2010s	Single-Family Attached	Heated Basement	0.000000	0.020000	0.050000	0.580000	0.360000	0.000013
CR06	2010s	Single-Family Attached	Heated Basement	0.000000	0.030000	0.040000	0.070000	0.870000	0.000013
CR07	2010s	Single-Family Attached	Heated Basement	0.000000	0.050000	0.080000	0.790000	0.090000	0.000047
CR08	2010s	Single-Family Attached	Heated Basement	0.000000	0.090000	0.230000	0.510000	0.170000	0.000046
CR09	2010s	Single-Family Attached	Heated Basement	0.000000	0.450000	0.090000	0.210000	0.250000	0.000106
CR10	2010s	Single-Family Attached	Heated Basement	0.000000	0.000000	0.510000	0.000000	0.490000	0.000014
CR11	2010s	Single-Family Attached	Heated Basement	0.000000	0.240000	0.000000	0.400000	0.360000	0.000038
CR02	<1940	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000782
CR03	<1940	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000710
CR04	<1940	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001957
CR05	<1940	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000522
CR06	<1940	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000513
CR07	<1940	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001904
CR08	<1940	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001877
CR09	<1940	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.004275
CR10	<1940	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000550
CR11	<1940	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001527
CR02	1940s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000313
CR03	1940s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000284
CR04	1940s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000783
CR05	1940s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000209
CR06	1940s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000205
CR07	1940s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000762
CR08	1940s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000751
CR09	1940s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001711
CR10	1940s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000220
CR11	1940s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000611
CR02	1950s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000660
CR03	1950s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000599
CR04	1950s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001652
CR05	1950s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000440
CR06	1950s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000433
CR07	1950s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001607
CR08	1950s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001584
CR09	1950s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.003609
CR10	1950s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000464
CR11	1950s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001289
CR02	1960s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000668
CR03	1960s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000606
CR04	1960s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001672
CR05	1960s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000446
CR06	1960s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000438
CR07	1960s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001626
CR08	1960s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001603
CR09	1960s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.003652
CR10	1960s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000470
CR11	1960s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001304
CR02	1970s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000953
CR03	1970s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000866
CR04	1970s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.002387
CR05	1970s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000636
CR06	1970s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000626
CR07	1970s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.002322
CR08	1970s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.002289
CR09	1970s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.005214
CR10	1970s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.000671
CR11	1970s	Single-Family Detached	Heated Basement	0.000000	1.000000	0.000000	0.000000	0.000000	0.001862
CR02	1980s	Single-Family Detached	Heated Basement	0.000000	0.300000	0.340000	0.360000	0.000000	0.000836
CR03	1980s	Single-Family Detached	Heated Basement	0.000000	0.310000	0.340000	0.350000	0.000000	0.000759
CR04	1980s	Single-Family Detached	Heated Basement	0.000000	0.370000	0.260000	0.370000	0.000000	0.002092
CR05	1980s	Single-Family Detached	Heated Basement	0.000000	0.330000	0.230000	0.440000	0.000000	0.000558
CR06	1980s	Single-Family Detached	Heated Basement	0.000000	0.400000	0.040000	0.560000	0.000000	0.000548
CR07	1980s	Single-Family Detached	Heated Basement	0.000000	0.380000	0.330000	0.290000	0.000000	0.002035
CR08	1980s	Single-Family Detached	Heated Basement	0.000000	0.110000	0.150000	0.740000	0.000000	0.002007
CR09	1980s	Single-Family Detached	Heated Basement	0.000000	0.330000	0.350000	0.320000	0.000000	0.004571
CR10	1980s	Single-Family Detached	Heated Basement	0.000000	0.910000	0.000000	0.090000	0.000000	0.000588
CR11	1980s	Single-Family Detached	Heated Basement	0.000000	0.400000	0.040000	0.560000	0.000000	0.001632
CR02	1990s	Single-Family Detached	Heated Basement	0.000000	0.060000	0.260000	0.450000	0.230000	0.000878
CR03	1990s	Single-Family Detached	Heated Basement	0.000000	0.100000	0.340000	0.430000	0.120000	0.000797
CR04	1990s	Single-Family Detached	Heated Basement	0.000000	0.120000	0.370000	0.440000	0.070000	0.002197
CR05	1990s	Single-Family Detached	Heated Basement	0.000000	0.020000	0.090000	0.780000	0.110000	0.000586
CR06	1990s	Single-Family Detached	Heated Basement	0.000000	0.020000	0.340000	0.280000	0.360000	0.000576
CR07	1990s	Single-Family Detached	Heated Basement	0.000000	0.080000	0.460000	0.460000	0.000000	0.002137
CR08	1990s	Single-Family Detached	Heated Basement	0.000000	0.070000	0.060000	0.690000	0.190000	0.002107
CR09	1990s	Single-Family Detached	Heated Basement	0.000000	0.550000	0.040000	0.220000	0.190000	0.004799
CR10	1990s	Single-Family Detached	Heated Basement	0.000000	0.300000	0.000000	0.700000	0.000000	0.000618
CR11	1990s	Single-Family Detached	Heated Basement	0.000000	0.670000	0.170000	0.070000	0.090000	0.001714
CR02	2000s	Single-Family Detached	Heated Basement	0.000000	0.010000	0.300000	0.510000	0.180000	0.000895
CR03	2000s	Single-Family Detached	Heated Basement	0.000000	0.060000	0.150000	0.560000	0.220000	0.000812
CR04	2000s	Single-Family Detached	Heated Basement	0.000000	0.130000	0.240000	0.530000	0.100000	0.002239
CR05	2000s	Single-Family Detached	Heated Basement	0.000000	0.020000	0.050000	0.580000	0.360000	0.000597
CR06	2000s	Single-Family Detached	Heated Basement	0.000000	0.030000	0.040000	0.070000	0.870000	0.000587
CR07	2000s	Single-Family Detached	Heated Basement	0.000000	0.050000	0.080000	0.790000	0.090000	0.002178
CR08	2000s	Single-Family Detached	Heated Basement	0.000000	0.090000	0.230000	0.510000	0.170000	0.002148
CR09	2000s	Single-Family Detached	Heated Basement	0.000000	0.450000	0.090000	0.210000	0.250000	0.004892
CR10	2000s	Single-Family Detached	Heated Basement	0.000000	0.000000	0.510000	0.000000	0.490000	0.000630
CR11	2000s	Single-Family Detached	Heated Basement	0.000000	0.240000	0.000000	0.400000	0.360000	0.001747
CR02	2010s	Single-Family Detached	Heated Basement	0.000000	0.010000	0.300000	0.510000	0.180000	0.000203
CR03	2010s	Single-Family Detached	Heated Basement	0.000000	0.060000	0.150000	0.560000	0.220000	0.000185
CR04	2010s	Single-Family Detached	Heated Basement	0.000000	0.130000	0.240000	0.530000	0.100000	0.000509
CR05	2010s	Single-Family Detached	Heated Basement	0.000000	0.020000	0.050000	0.580000	0.360000	0.000136
CR06	2010s	Single-Family Detached	Heated Basement	0.000000	0.030000	0.040000	0.070000	0.870000	0.000133
CR07	2010s	Single-Family Detached	Heated Basement	0.000000	0.050000	0.080000	0.790000	0.090000	0.000495
CR08	2010s	Single-Family Detached	Heated Basement	0.000000	0.090000	0.230000	0.510000	0.170000	0.000488
CR09	2010s	Single-Family Detached	Heated Basement	0.000000	0.450000	0.090000	0.210000	0.250000	0.001112
CR10	2010s	Single-Family Detached	Heated Basement	0.000000	0.000000	0.510000	0.000000	0.490000	0.000143
CR11	2010s	Single-Family Detached	Heated Basement	0.000000	0.240000	0.000000	0.400000	0.360000	0.000397
CR02	<1940	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000408
CR03	<1940	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000370
CR04	<1940	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001020
CR05	<1940	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000272
CR06	<1940	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000267
CR07	<1940	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000992
CR08	<1940	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000979
CR09	<1940	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.002229
CR10	<1940	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000287
CR11	<1940	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000796
CR02	1940s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000163
CR03	1940s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000148
CR04	1940s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000408
CR05	1940s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000109
CR06	1940s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000107
CR07	1940s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000397
CR08	1940s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000392
CR09	1940s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000892
CR10	1940s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000115
CR11	1940s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000319
CR02	1950s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000344
CR03	1950s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000312
CR04	1950s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000861
CR05	1950s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000230
CR06	1950s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000226
CR07	1950s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000838
CR08	1950s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000826
CR09	1950s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001881
CR10	1950s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000242
CR11	1950s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000672
CR02	1960s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000348
CR03	1960s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000316
CR04	1960s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000871
CR05	1960s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000232
CR06	1960s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000228
CR07	1960s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000848
CR08	1960s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000836
CR09	1960s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001904
CR10	1960s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000245
CR11	1960s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000680
CR02	1970s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000497
CR03	1970s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000451
CR04	1970s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001244
CR05	1970s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000332
CR06	1970s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000326
CR07	1970s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001210
CR08	1970s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001193
CR09	1970s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.002718
CR10	1970s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000350
CR11	1970s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000971
CR02	1980s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000436
CR03	1980s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000396
CR04	1980s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001091
CR05	1980s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000291
CR06	1980s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000286
CR07	1980s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001061
CR08	1980s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001046
CR09	1980s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.002383
CR10	1980s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000307
CR11	1980s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000851
CR02	1990s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000458
CR03	1990s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000415
CR04	1990s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001145
CR05	1990s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000305
CR06	1990s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000300
CR07	1990s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001114
CR08	1990s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001098
CR09	1990s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.002502
CR10	1990s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000322
CR11	1990s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000893
CR02	2000s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000466
CR03	2000s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000423
CR04	2000s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001168
CR05	2000s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000311
CR06	2000s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000306
CR07	2000s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001136
CR08	2000s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.001120
CR09	2000s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.002550
CR10	2000s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000328
CR11	2000s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000911
CR02	2010s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000106
CR03	2010s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000096
CR04	2010s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000265
CR05	2010s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000071
CR06	2010s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000070
CR07	2010s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000258
CR08	2010s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000254
CR09	2010s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000580
CR10	2010s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000075
CR11	2010s	Mobile Home	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000207
CR02	<1940	Multi-Family with 2 - 4 Units	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	<1940	Multi-Family with 2 - 4 Units	Ambient	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
