Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Wall R-5, Exterior	Option=Wall R-10, Exterior	Option=Wall R-15, Exterior	sampling_probability
CR03	1960s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1960s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1960s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1960s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1960s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1960s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1960s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1960s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1960s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1970s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1970s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1970s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1970s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1970s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1970s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1970s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1970s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1970s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1970s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1980s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1980s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1980s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1980s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1980s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1980s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1980s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1980s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1980s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1980s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1990s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1990s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1990s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1990s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1990s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1990s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1990s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1990s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1990s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1990s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	2000s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	2000s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	2000s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	2000s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	2000s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	2000s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	2000s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	2000s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	2000s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	2000s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	2010s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	2010s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	2010s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	2010s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	2010s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	2010s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	2010s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	2010s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	2010s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	2010s	Mobile Home	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000157
CR03	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000142
CR04	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000392
CR05	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000105
CR06	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000103
CR07	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000381
CR08	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000376
CR09	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000857
CR10	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000110
CR11	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000306
CR02	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000063
CR03	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000057
CR04	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000157
CR05	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000042
CR06	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000041
CR07	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000153
CR08	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000151
CR09	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000343
CR10	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000044
CR11	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000122
CR02	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000132
CR03	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000120
CR04	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000331
CR05	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000088
CR06	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000087
CR07	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000322
CR08	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000317
CR09	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000723
CR10	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000093
CR11	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000258
CR02	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000134
CR03	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000121
CR04	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000335
CR05	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000089
CR06	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000088
CR07	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000326
CR08	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000321
CR09	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000732
CR10	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000094
CR11	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000261
CR02	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000191
CR03	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000173
CR04	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000478
CR05	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000128
CR06	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000125
CR07	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000465
CR08	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000459
CR09	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.001045
CR10	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000134
CR11	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000373
CR02	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000167
CR03	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000152
CR04	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000419
CR05	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000112
CR06	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000110
CR07	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000408
CR08	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000402
CR09	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000916
CR10	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000118
CR11	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000327
CR02	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000176
CR03	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000160
CR04	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000440
CR05	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000117
CR06	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000115
CR07	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000428
CR08	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000422
CR09	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000962
CR10	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000124
CR11	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000343
CR02	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000179
CR03	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000163
CR04	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000449
CR05	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000120
CR06	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000118
CR07	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000436
CR08	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000430
CR09	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000980
CR10	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000126
CR11	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000350
CR02	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000041
CR03	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000037
CR04	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000102
CR05	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000027
CR06	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000027
CR07	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000099
CR08	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000098
CR09	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000223
CR10	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000029
CR11	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000080
CR02	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000347
CR03	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000315
CR04	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000868
CR05	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000231
CR06	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000227
CR07	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000844
CR08	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000832
CR09	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.001895
CR10	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000244
CR11	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000677
CR02	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000139
CR03	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000126
CR04	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000347
CR05	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000093
CR06	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000091
CR07	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000338
CR08	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000333
CR09	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000759
CR10	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000098
CR11	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000271
CR02	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000292
CR03	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000266
CR04	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000732
CR05	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000195
CR06	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000192
CR07	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000712
CR08	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000702
CR09	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.001600
CR10	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000206
CR11	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000571
CR02	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000296
CR03	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000269
CR04	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000741
CR05	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000198
CR06	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000194
CR07	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000721
CR08	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000711
CR09	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.001619
CR10	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000208
CR11	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000578
CR02	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000423
CR03	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000384
CR04	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.001058
CR05	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000282
CR06	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000277
CR07	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.001029
CR08	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.001015
