Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=Ceiling R-30	sampling_probability
CR04	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.39	0.27	0.34	0	0.00034402
CR05	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.63	0.1	0.27	0	6.24918e-05
CR06	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.13	0.19	0.67	0	1.40865e-05
CR07	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.31	0.26	0.43	0	0.000274089
CR08	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.26	0.15	0.6	0	0.000173052
CR09	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	7.60057e-05
CR10	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	1.26435e-05
CR11	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.13	0.19	0.67	0	9.5733e-06
CR02	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.13	0.46	0.41	0	0.000109277
CR03	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.28	0.7	0	0.000114717
CR04	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.07	0.81	0.12	0	0.000309542
CR05	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.2	0.78	0	5.41613e-05
CR06	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.01	0.09	0.91	0	1.487e-05
CR07	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.03	0.49	0.47	0	0.000212554
CR08	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.07	0.38	0.55	0	0.00014953
CR09	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.05	0.65	0.3	0	6.30577e-05
CR10	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.09	0.4	0.52	0	1.05888e-05
CR11	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.11	0.13	0.76	0	5.36715e-06
CR02	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.35	0.64	0	9.55122e-05
CR03	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.04	0.23	0.73	0	9.4342e-05
CR04	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.32	0.37	0.31	0	0.000210337
CR05	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.15	0.83	0	6.92764e-05
CR06	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.03	0.14	0.83	0	1.08866e-05
CR07	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.07	0.07	0.86	0	0.000196208
CR08	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.11	0.24	0.64	0	0.000115625
CR09	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.26	0.17	0.57	0	7.12522e-05
CR10	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.85	0.15	0	1.13327e-05
CR11	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.45	0.41	0.14	0	7.64465e-06
CR02	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.35	0.64	0	2.2872e-05
CR03	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.04	0.23	0.73	0	2.68439e-05
CR04	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.32	0.37	0.31	0	4.71798e-05
CR05	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.02	0.15	0.83	0	1.90543e-05
CR06	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.03	0.14	0.83	0	2.42013e-06
CR07	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.07	0.07	0.86	0	4.60901e-05
CR08	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.11	0.24	0.64	0	3.9554e-05
CR09	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.26	0.17	0.57	0	2.12568e-05
CR10	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.85	0.15	0	1.71855e-06
CR11	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.45	0.41	0.14	0	1.82383e-06
CR02	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000437591
CR03	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00136063
CR04	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00168604
CR05	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000112763
CR06	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	8.85843e-05
CR07	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00483133
CR08	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000735468
CR09	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	6.3211e-05
CR10	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	7.4753e-06
CR11	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000456405
CR02	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	7.61808e-05
CR03	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000155561
CR04	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000307852
CR05	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	1.55541e-05
CR06	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	5.73052e-06
CR07	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000784197
CR08	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000177671
CR09	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	2.1197e-05
CR10	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	1.32754e-06
CR11	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	1.64506e-05
CR02	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000178302
CR03	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000236492
CR04	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000607195
CR05	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	3.23828e-05
CR06	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	1.07957e-05
CR07	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00117659
CR08	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000333405
CR09	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	4.78971e-05
CR10	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	3.82854e-06
CR11	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	3.79701e-05
CR02	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000350314
CR03	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000338907
CR04	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000965241
CR05	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	5.14537e-05
CR06	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	4.62724e-06
CR07	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00109855
CR08	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000487404
CR09	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	8.5299e-05
CR10	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	7.92775e-06
CR11	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	7.96421e-05
CR02	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000700651
CR03	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000579033
CR04	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00162348
CR05	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000139903
CR06	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	1.33797e-05
CR07	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.00110444
CR08	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000796456
CR09	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000203127
CR10	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	2.0558e-05
CR11	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000118197
CR02	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.45	0.2	0.35	0	0.000431469
CR03	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.26	0.33	0.41	0	0.000478413
CR04	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.39	0.27	0.34	0	0.00100377
CR05	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.63	0.1	0.27	0	0.000129646
CR06	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.13	0.19	0.67	0	3.41737e-05
CR07	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.31	0.26	0.43	0	0.000624194
CR08	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.26	0.15	0.6	0	0.000516607
CR09	1980s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	0.000194305
CR10	1980s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0	3.38306e-05
CR11	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.13	0.19	0.67	0	2.74835e-05
CR02	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.13	0.46	0.41	0	0.000434557
CR03	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.28	0.7	0	0.000249788
CR04	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.07	0.81	0.12	0	0.000957849
CR05	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.2	0.78	0	0.000128804
CR06	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.01	0.09	0.91	0	4.29636e-05
CR07	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.03	0.49	0.47	0	0.00048687
CR08	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.07	0.38	0.55	0	0.000498346
CR09	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.05	0.65	0.3	0	0.000197899
CR10	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.09	0.4	0.52	0	3.17823e-05
CR11	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.11	0.13	0.76	0	1.79543e-05
CR02	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.35	0.64	0	0.000461826
CR03	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.04	0.23	0.73	0	0.000262263
CR04	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.32	0.37	0.31	0	0.000755495
CR05	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.15	0.83	0	0.000212919
CR06	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.03	0.14	0.83	0	2.74879e-05
CR07	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.07	0.07	0.86	0	0.000504989
CR08	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.11	0.24	0.64	0	0.000461281
CR09	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.26	0.17	0.57	0	0.000298189
CR10	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0	0.85	0.15	0	2.79838e-05
CR11	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.45	0.41	0.14	0	3.72334e-05
CR02	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.35	0.64	0	0.00020219
CR03	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.04	0.23	0.73	0	9.76548e-05
CR04	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.32	0.37	0.31	0	0.000215201
CR05	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.02	0.15	0.83	0	9.29445e-05
CR06	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.03	0.14	0.83	0	1.04145e-05
CR07	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.07	0.07	0.86	0	0.000195168
CR08	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.11	0.24	0.64	0	0.000187346
CR09	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.26	0.17	0.57	0	0.000111024
CR10	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0	0.85	0.15	0	8.17467e-06
CR11	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.45	0.41	0.14	0	1.11616e-05
CR02	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	6.85307e-05
CR03	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000213598
CR04	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000289652
CR05	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.8857e-05
CR06	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.04931e-05
CR07	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.00199102
CR08	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000590292
CR09	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.68032e-05
CR10	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	4.23166e-06
CR11	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000145408
CR02	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.11725e-05
CR03	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.88853e-05
CR04	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	7.1003e-05
CR05	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.77575e-06
CR06	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.54165e-06
CR07	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000307143
CR08	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000113361
CR09	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	7.90375e-06
CR10	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	4.1234e-07
CR11	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0	8.35837e-06
CR02	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.39106e-05
CR03	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.54866e-05
CR04	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000108665
CR05	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	7.40663e-06
CR06	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.45362e-06
CR07	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000333929
CR08	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000176877
CR09	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.42509e-05
CR10	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.55525e-06
CR11	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.17297e-05
CR02	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.52294e-05
CR03	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.18601e-05
CR04	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000101018
CR05	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	6.33179e-06
CR06	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	7.04899e-07
CR07	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000155624
CR08	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	9.35036e-05
CR09	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.34794e-05
CR10	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.0671e-06
CR11	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.59915e-05
CR02	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	6.56927e-05
CR03	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	6.03635e-05
CR04	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000207838
CR05	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	2.43138e-05
CR06	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	1.83122e-06
CR07	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000198284
CR08	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	0.000213668
CR09	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.13361e-05
CR10	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	5.74138e-06
CR11	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.81211e-05
CR02	1980s	Single-Family Attached	Unheated Basement	0	0.45	0.2	0.35	0	8.26862e-05
CR03	1980s	Single-Family Attached	Unheated Basement	0	0.26	0.33	0.41	0	0.000140484
CR04	1980s	Single-Family Attached	Unheated Basement	0	0.39	0.27	0.34	0	0.000210661
CR05	1980s	Single-Family Attached	Unheated Basement	0	0.63	0.1	0.27	0	3.60604e-05
CR06	1980s	Single-Family Attached	Unheated Basement	0	0.13	0.19	0.67	0	4.93864e-06
CR07	1980s	Single-Family Attached	Unheated Basement	0	0.31	0.26	0.43	0	0.000252058
CR08	1980s	Single-Family Attached	Unheated Basement	0	0.26	0.15	0.6	0	0.000207902
CR09	1980s	Single-Family Attached	Unheated Basement	0	1	0	0	0	3.81309e-05
CR10	1980s	Single-Family Attached	Unheated Basement	0	1	0	0	0	8.97554e-06
CR11	1980s	Single-Family Attached	Unheated Basement	0	0.13	0.19	0.67	0	1.04696e-05
CR02	1990s	Single-Family Attached	Unheated Basement	0	0.13	0.46	0.41	0	0.00011142
CR03	1990s	Single-Family Attached	Unheated Basement	0	0.02	0.28	0.7	0	5.64982e-05
CR04	1990s	Single-Family Attached	Unheated Basement	0	0.07	0.81	0.12	0	0.000316158
CR05	1990s	Single-Family Attached	Unheated Basement	0	0.02	0.2	0.78	0	3.40115e-05
CR06	1990s	Single-Family Attached	Unheated Basement	0	0.01	0.09	0.91	0	8.18947e-06
CR07	1990s	Single-Family Attached	Unheated Basement	0	0.03	0.49	0.47	0	0.000222664
CR08	1990s	Single-Family Attached	Unheated Basement	0	0.07	0.38	0.55	0	0.000185269
CR09	1990s	Single-Family Attached	Unheated Basement	0	0.05	0.65	0.3	0	2.94439e-05
CR10	1990s	Single-Family Attached	Unheated Basement	0	0.09	0.4	0.52	0	5.07955e-06
CR11	1990s	Single-Family Attached	Unheated Basement	0	0.11	0.13	0.76	0	5.1135e-06
CR02	2000s	Single-Family Attached	Unheated Basement	0	0.02	0.35	0.64	0	0.000204111
CR03	2000s	Single-Family Attached	Unheated Basement	0	0.04	0.23	0.73	0	7.63557e-05
CR04	2000s	Single-Family Attached	Unheated Basement	0	0.32	0.37	0.31	0	0.00027984
CR05	2000s	Single-Family Attached	Unheated Basement	0	0.02	0.15	0.83	0	0.000114214
CR06	2000s	Single-Family Attached	Unheated Basement	0	0.03	0.14	0.83	0	7.00867e-06
CR07	2000s	Single-Family Attached	Unheated Basement	0	0.07	0.07	0.86	0	0.000195071
CR08	2000s	Single-Family Attached	Unheated Basement	0	0.11	0.24	0.64	0	0.000224534
CR09	2000s	Single-Family Attached	Unheated Basement	0	0.26	0.17	0.57	0	0.000104035
CR10	2000s	Single-Family Attached	Unheated Basement	0	0	0.85	0.15	0	1.02274e-05
CR11	2000s	Single-Family Attached	Unheated Basement	0	0.45	0.41	0.14	0	1.02733e-05
CR02	2010s	Single-Family Attached	Unheated Basement	0	0.02	0.35	0.64	0	3.3077e-05
CR03	2010s	Single-Family Attached	Unheated Basement	0	0.04	0.23	0.73	0	1.93447e-05
CR04	2010s	Single-Family Attached	Unheated Basement	0	0.32	0.37	0.31	0	2.8467e-05
CR05	2010s	Single-Family Attached	Unheated Basement	0	0.02	0.15	0.83	0	2.70372e-05
CR06	2010s	Single-Family Attached	Unheated Basement	0	0.03	0.14	0.83	0	1.79332e-06
CR07	2010s	Single-Family Attached	Unheated Basement	0	0.07	0.07	0.86	0	4.57149e-05
CR08	2010s	Single-Family Attached	Unheated Basement	0	0.11	0.24	0.64	0	6.41513e-05
CR09	2010s	Single-Family Attached	Unheated Basement	0	0.26	0.17	0.57	0	2.34486e-05
CR10	2010s	Single-Family Attached	Unheated Basement	0	0	0.85	0.15	0	1.14678e-06
CR11	2010s	Single-Family Attached	Unheated Basement	0	0.45	0.41	0.14	0	2.46584e-06
CR02	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.0034576
CR03	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00284922
CR04	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00852619
CR05	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00078858
CR06	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000493609
CR07	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00704166
CR08	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.0045934
CR09	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000722509
CR10	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	8.20675e-05
CR11	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.0011189
CR02	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000504678
CR03	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000469156
CR04	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00193627
CR05	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000126836
CR06	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	5.14373e-05
CR07	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00124586
CR08	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00108845
CR09	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000343878
CR10	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	1.23471e-05
CR11	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0	8.51799e-05
CR02	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00105031
CR03	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00112433
CR04	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00429185
CR05	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000265766
CR06	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	8.03786e-05
CR07	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00294206
CR08	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00223747
CR09	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000735836
CR10	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	2.96936e-05
CR11	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000199927
CR02	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000687108
CR03	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000772973
CR04	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00254374
CR05	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000162016
CR06	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	2.07127e-05
CR07	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00162429
CR08	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00157793
CR09	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000630828
CR10	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	3.58503e-05
CR11	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000182904
CR02	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000897392
CR03	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000778974
CR04	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.002581
CR05	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000327504
CR06	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	3.67835e-05
CR07	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00146658
CR08	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.00194242
CR09	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000840811
CR10	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	6.16346e-05
CR11	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000192707
CR02	1980s	Single-Family Detached	Unheated Basement	0	0.45	0.2	0.35	0	0.000559853
CR03	1980s	Single-Family Detached	Unheated Basement	0	0.26	0.33	0.41	0	0.000747316
CR04	1980s	Single-Family Detached	Unheated Basement	0	0.39	0.27	0.34	0	0.00146592
CR05	1980s	Single-Family Detached	Unheated Basement	0	0.63	0.1	0.27	0	0.000255175
CR06	1980s	Single-Family Detached	Unheated Basement	0	0.13	0.19	0.67	0	7.12005e-05
CR07	1980s	Single-Family Detached	Unheated Basement	0	0.31	0.26	0.43	0	0.00105211
CR08	1980s	Single-Family Detached	Unheated Basement	0	0.26	0.15	0.6	0	0.0011159
CR09	1980s	Single-Family Detached	Unheated Basement	0	1	0	0	0	0.000537762
CR10	1980s	Single-Family Detached	Unheated Basement	0	1	0	0	0	8.29692e-05
CR11	1980s	Single-Family Detached	Unheated Basement	0	0.13	0.19	0.67	0	5.64288e-05
CR02	1990s	Single-Family Detached	Unheated Basement	0	0.13	0.46	0.41	0	0.000752271
CR03	1990s	Single-Family Detached	Unheated Basement	0	0.02	0.28	0.7	0	0.000638757
CR04	1990s	Single-Family Detached	Unheated Basement	0	0.07	0.81	0.12	0	0.00231882
CR05	1990s	Single-Family Detached	Unheated Basement	0	0.02	0.2	0.78	0	0.000365783
CR06	1990s	Single-Family Detached	Unheated Basement	0	0.01	0.09	0.91	0	0.000112764
CR07	1990s	Single-Family Detached	Unheated Basement	0	0.03	0.49	0.47	0	0.00102571
CR08	1990s	Single-Family Detached	Unheated Basement	0	0.07	0.38	0.55	0	0.00131276
CR09	1990s	Single-Family Detached	Unheated Basement	0	0.05	0.65	0.3	0	0.000649467
CR10	1990s	Single-Family Detached	Unheated Basement	0	0.09	0.4	0.52	0	0.000114779
CR11	1990s	Single-Family Detached	Unheated Basement	0	0.11	0.13	0.76	0	4.75191e-05
CR02	2000s	Single-Family Detached	Unheated Basement	0	0.02	0.35	0.64	0	0.00102423
CR03	2000s	Single-Family Detached	Unheated Basement	0	0.04	0.23	0.73	0	0.00053799
CR04	2000s	Single-Family Detached	Unheated Basement	0	0.32	0.37	0.31	0	0.00176806
CR05	2000s	Single-Family Detached	Unheated Basement	0	0.02	0.15	0.83	0	0.000870627
CR06	2000s	Single-Family Detached	Unheated Basement	0	0.03	0.14	0.83	0	0.000134122
CR07	2000s	Single-Family Detached	Unheated Basement	0	0.07	0.07	0.86	0	0.000859158
