Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Dependency=Geometry Building Type RECS	Option=Uninsulated	Option=Wall R-5	Option=Wall R-10	Option=Wall R-15	Option=None	resstock_probability
CR08	2000s	Crawl	Single-Family Detached	0.0	0.0	0.0	0.0	1.0	0.002924168543554496
CR09	2000s	Crawl	Single-Family Detached	0.0	0.0	0.0	0.0	1.0	0.0066606712110531124
CR10	2000s	Crawl	Single-Family Detached	0.0	0.0	0.0	0.0	1.0	0.0008571695295320748
CR11	2000s	Crawl	Single-Family Detached	0.0	0.0	0.0	0.0	1.0	0.002378453212782821
CR02	<1940	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	9.991180841154037e-05
CR05	<1940	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	6.670494975764959e-05
CR03	<1940	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	9.074569209676382e-05
CR04	<1940	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.000250202757265468
CR06	<1940	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	6.556486496294733e-05
CR07	<1940	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00024336047089431305
CR08	<1940	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00023994055280706698
CR09	<1940	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0005465365995981674
CR10	<1940	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.033443103635062e-05
CR11	<1940	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0001951622726941556
CR02	1950s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	8.319651433258924e-05
CR05	1950s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	5.5545179261572916e-05
CR03	1950s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.556389372967356e-05
CR04	1950s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00020834371444011904
CR06	1950s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	5.459583120681528e-05
CR07	1950s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0002026461459024674
CR08	1950s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00019979838177242704
CR09	1950s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00045510076100775974
CR10	1950s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	5.8567446559343455e-05
CR11	1950s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00016251152967324895
CR02	1960s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	8.434513608516887e-05
CR05	1960s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	5.6312043133966985e-05
CR03	1960s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.660713854279814e-05
CR04	1960s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00021122013449616244
CR06	1960s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	5.534958825814586e-05
CR07	1960s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00020544390459617298
CR08	1960s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0002025568238691307
CR09	1960s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0004613839405123643
CR10	1960s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	5.9376036241865244e-05
CR11	1960s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0001647551847052551
CR02	1970s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00012066825999015834
CR05	1970s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	8.056275177035817e-05
CR03	1970s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00010959790380147252
CR04	1970s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0003021818125801902
CR06	1970s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.918581694548448e-05
CR07	1970s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00029391805673502754
CR08	1970s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0002897876584221772
CR09	1970s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0006600783385163027
CR10	1970s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	8.494624955235928e-05
CR11	1970s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00023570679218141752
CR02	1980s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00010547244552109825
CR05	1980s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.041744405547813e-05
CR03	1980s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	9.579618483659391e-05
CR04	1980s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.000264127905444483
CR06	1980s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	6.921390732332968e-05
CR07	1980s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00025690480851535137
CR08	1980s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0002532945533325214
CR09	1980s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0005769543424633452
CR10	1980s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.424892576443519e-05
CR11	1980s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00020602411768707866
CR02	1990s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00011052574716978022
CR05	1990s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.3791221769491e-05
CR03	1990s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00010038588612189658
CR04	1990s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0002767825658484511
CR06	1990s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.253002225989611e-05
CR07	1990s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00026921340234771165
CR08	1990s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00026543017584163773
CR09	1990s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0006045968638401822
CR10	1990s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.780627400951055e-05
CR11	1990s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00021589496128450054
CR02	2000s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00011255210457123588
CR05	2000s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.514409557694306e-05
CR03	2000s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00010222634129685522
CR04	2000s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0002818570432011294
CR06	2000s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.385977348255303e-05
CR07	2000s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0002741491081392352
CR08	2000s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.00027029652069936736
CR09	2000s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0006156814243277717
CR10	2000s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	7.923275899835817e-05
CR11	2000s	Crawl	Single-Family Attached	0.0	0.0	0.0	0.0	1.0	0.0002198531372203195
CR02	<1940	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR05	<1940	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR03	<1940	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR04	<1940	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR06	<1940	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR07	<1940	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR08	<1940	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR09	<1940	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR10	<1940	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR11	<1940	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR02	1950s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR05	1950s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR03	1950s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR04	1950s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR06	1950s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR07	1950s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR08	1950s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR09	1950s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR10	1950s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR11	1950s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR02	1960s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR05	1960s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR03	1960s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR04	1960s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR06	1960s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR07	1960s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR08	1960s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR09	1960s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR10	1960s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR11	1960s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR02	1970s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR05	1970s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR03	1970s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR04	1970s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR06	1970s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR07	1970s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR08	1970s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR09	1970s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR10	1970s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR11	1970s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR02	1980s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR05	1980s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR03	1980s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR04	1980s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR06	1980s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR07	1980s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR08	1980s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR09	1980s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR10	1980s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR11	1980s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR02	1990s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR05	1990s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR03	1990s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR04	1990s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR06	1990s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR07	1990s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR08	1990s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR09	1990s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR10	1990s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR11	1990s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR02	2000s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR05	2000s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR03	2000s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR04	2000s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR06	2000s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR07	2000s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR08	2000s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR09	2000s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR10	2000s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR11	2000s	Crawl	Mobile Home	0.0	0.0	0.0	0.0	1.0	0.0
CR02	<1940	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00014340265955264735
CR05	<1940	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	9.574110760933623e-05
CR03	<1940	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0001302466024438258
CR04	<1940	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0003591141166365802
CR06	<1940	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	9.410475256507148e-05
CR07	<1940	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00034929343499099497
CR08	<1940	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0003443848525425299
CR09	<1940	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0007844398291982554
CR10	<1940	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00010095047451438119
CR11	<1940	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00028011492729069945
CR02	1950s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00011941132495230854
CR05	1950s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	7.972357380049254e-05
CR03	1950s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00010845628258828691
CR04	1950s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0002990341504852534
CR06	1950s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	7.83609817499852e-05
CR07	1950s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0002908564736493254
CR08	1950s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00028676909942880984
CR09	1950s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0006532026647353557
CR10	1950s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	8.406141109189751e-05
CR11	1950s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00023325156389043057
CR02	1960s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00012105993302735683
CR05	1960s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	8.082424769044136e-05
CR03	1960s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00010995364394271607
CR04	1960s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0003031626543386533
CR06	1960s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	7.94428435192381e-05
CR07	1960s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00029487207544697615
CR08	1960s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00029072827041348384
CR09	1960s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0006622208645430864
CR10	1960s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	8.522197372011896e-05
CR11	1960s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00023647186491213842
CR02	1970s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00017319423681035374
CR05	1970s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00011563110555623457
CR03	1970s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00015730503867760043
CR04	1970s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00043371925982908766
CR06	1970s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00011365480146308659
CR07	1970s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00042185835384679567
CR08	1970s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00041593002452825536
CR09	1970s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0009474054244562855
CR10	1970s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00012192270661997315
CR11	1970s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00033830816808170415
CR02	1980s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0001513837997501422
CR05	1980s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0001010696224700597
CR03	1980s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00013749553630317243
CR04	1980s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00037910077602432894
CR06	1980s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	9.934219534204214e-05
CR07	1980s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00036873351987801346
CR08	1980s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00036355174804230566
CR09	1980s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0008280981844397888
CR10	1980s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00010656891905799238
CR11	1980s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0002957048508882975
CR02	1990s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0001586367652150238
CR05	1990s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0001059119799913656
CR03	1990s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0001440830996886089
CR04	1990s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0003972639139608352
CR06	1990s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.00010410178991696085
CR07	1990s	Crawl	Multi-Family with 2 - 4 Units	0.0	0.0	0.0	0.0	1.0	0.0003863999510934643
