Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None	source_count	source_weight	sampling_probability
Mobile Home	Natural Gas	AK	1990s	0	0.66177	0	0.33823	0	17	0	1.04288e-06
Mobile Home	None	AK	1990s	0	0	0	0	1	37	0	0
Mobile Home	Other Fuel	AK	1990s	0	0	0	1	0	10	0	1.68626e-06
Mobile Home	Propane	AK	1990s	0	0.836653	0	0.163347	0	16	0	3.74887e-07
Mobile Home	Electricity	AK	2000s	0.289123	0.462928	0.0460196	0.201929	0	71	0	5.27383e-07
Mobile Home	Fuel Oil	AK	2000s	0	0.194183	0	0.805817	0	17	0	2.14313e-06
Mobile Home	Natural Gas	AK	2000s	0	0.64608	0	0.35392	0	29	0	6.2916e-07
Mobile Home	None	AK	2000s	0	0	0	0	1	29	0	0
Mobile Home	Other Fuel	AK	2000s	0	0	0	1	0	16	0	6.09117e-07
Mobile Home	Propane	AK	2000s	0	0.850267	0	0.149733	0	24	0	7.40187e-08
Mobile Home	Electricity	AK	2010s	0.336715	0.501926	0.0520078	0.10935	0	49	0	3.15966e-07
Mobile Home	Fuel Oil	AK	2010s	0	0.638122	0	0.361878	0	12	944.437	8.1375e-07
Mobile Home	Natural Gas	AK	2010s	0	0.601814	0	0.398186	0	15	967.128	1.98504e-06
Mobile Home	None	AK	2010s	0	0	0	0	1	16	0	2.03438e-07
Mobile Home	Other Fuel	AK	2010s	0	0	0	1	0	25	0	3.28161e-07
Mobile Home	Propane	AK	2010s	0	0.638122	0	0.361878	0	12	0	1.9346e-07
Mobile Home	Electricity	AK	<1940	0.162036	0.304233	0.146521	0.38721	0	49	0	7.60454e-08
Mobile Home	Fuel Oil	AK	<1940	0	0.709307	0	0.290693	0	11	0	3.91028e-07
Mobile Home	Natural Gas	AK	<1940	0	0.884529	0	0.115471	0	124	0	6.59059e-08
Mobile Home	None	AK	<1940	0	0	0	0	1	24	0	6.39222e-09
Mobile Home	Other Fuel	AK	<1940	0	0.0276248	0	0.972375	0	16	0	6.87712e-08
Mobile Home	Propane	AK	<1940	0	0.709307	0	0.290693	0	11	0	2.16013e-08
Multi-Family with 2 - 4 Units	Electricity	AK	1940s	0	0.0920464	0	0.907954	0	27	287.439	8.84157e-07
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1940s	0	0.297684	0	0.702316	0	13	0	2.39215e-06
Multi-Family with 2 - 4 Units	Natural Gas	AK	1940s	0	0.473764	0	0.526236	0	17	0	7.34973e-07
Multi-Family with 2 - 4 Units	None	AK	1940s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Other Fuel	AK	1940s	0	0.30158	0	0.69842	0	78	0	9.49105e-08
Multi-Family with 2 - 4 Units	Propane	AK	1940s	0	0.297684	0	0.702316	0	13	0	3.36536e-07
Multi-Family with 2 - 4 Units	Electricity	AK	1950s	0	0.315381	0	0.684619	0	11	1157.15	4.56176e-06
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1950s	0	0.297684	0	0.702316	0	13	0	6.30095e-06
Multi-Family with 2 - 4 Units	Natural Gas	AK	1950s	0	0.564095	0	0.435905	0	16	0	7.79007e-06
Multi-Family with 2 - 4 Units	None	AK	1950s	0	0	0	0	1	20	0	0
Multi-Family with 2 - 4 Units	Other Fuel	AK	1950s	0	0.30158	0	0.69842	0	78	0	3.53051e-07
Multi-Family with 2 - 4 Units	Propane	AK	1950s	0	0.297684	0	0.702316	0	13	0	5.97566e-07
Multi-Family with 2 - 4 Units	Electricity	AK	1960s	0.182286	0.188644	0	0.62907	0	28	2134.45	3.69587e-06
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1960s	0	0.297684	0	0.702316	0	13	1078.84	4.31107e-06
Multi-Family with 2 - 4 Units	Natural Gas	AK	1960s	0	0.653071	0	0.346929	0	15	1005.49	1.397e-05
Multi-Family with 2 - 4 Units	None	AK	1960s	0	0	0	0	1	22	0	3.47961e-07
Multi-Family with 2 - 4 Units	Other Fuel	AK	1960s	0	0.283877	0	0.716123	0	39	0	1.57054e-06
Multi-Family with 2 - 4 Units	Propane	AK	1960s	0	0.297684	0	0.702316	0	13	0	1.62608e-07
Multi-Family with 2 - 4 Units	Electricity	AK	1970s	0.064719	0.230143	0.040574	0.664564	0	55	903.291	1.74077e-05
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1970s	0	0.297684	0	0.702316	0	13	0	1.49978e-05
Multi-Family with 2 - 4 Units	Natural Gas	AK	1970s	0	0.719272	0	0.280728	0	24	3375.84	3.95724e-05
Multi-Family with 2 - 4 Units	None	AK	1970s	0	0	0	0	1	37	0	0
Multi-Family with 2 - 4 Units	Other Fuel	AK	1970s	0	0.283877	0	0.716123	0	39	0	1.8105e-06
Multi-Family with 2 - 4 Units	Propane	AK	1970s	0	0.297684	0	0.702316	0	13	0	1.0123e-06
Multi-Family with 2 - 4 Units	Electricity	AK	1980s	0.0676444	0.277044	0.0681408	0.587171	0	42	2456.08	1.609e-05
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1980s	0	0.297684	0	0.702316	0	13	2159.18	1.35745e-05
Multi-Family with 2 - 4 Units	Natural Gas	AK	1980s	0	0.672067	0	0.327933	0	24	5424.22	4.30092e-05
Multi-Family with 2 - 4 Units	None	AK	1980s	0	0	0	0	1	17	0	1.19768e-06
Multi-Family with 2 - 4 Units	Other Fuel	AK	1980s	0	0.334885	0	0.665115	0	29	0	1.54225e-06
Multi-Family with 2 - 4 Units	Propane	AK	1980s	0	0.297684	0	0.702316	0	13	0	1.83675e-06
Multi-Family with 2 - 4 Units	Electricity	AK	1990s	0.124713	0.159857	0.0385467	0.676883	0	27	987.261	5.14913e-06
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1990s	0	0.297684	0	0.702316	0	13	0	1.14919e-05
Multi-Family with 2 - 4 Units	Natural Gas	AK	1990s	0	0.738852	0	0.261148	0	11	969.398	1.02306e-05
Multi-Family with 2 - 4 Units	None	AK	1990s	0	0	0	0	1	22	0	1.32806e-06
Multi-Family with 2 - 4 Units	Other Fuel	AK	1990s	0	0.334885	0	0.665115	0	29	0	1.32954e-06
Multi-Family with 2 - 4 Units	Propane	AK	1990s	0	0.297684	0	0.702316	0	13	0	5.02588e-07
Multi-Family with 2 - 4 Units	Electricity	AK	2000s	0.172178	0.205158	0.0288688	0.593796	0	32	0	8.08458e-06
Multi-Family with 2 - 4 Units	Fuel Oil	AK	2000s	0	0.297684	0	0.702316	0	13	0	1.06822e-05
Multi-Family with 2 - 4 Units	Natural Gas	AK	2000s	0	0.803547	0	0.196453	0	15	1113.17	1.3938e-05
Multi-Family with 2 - 4 Units	None	AK	2000s	0	0	0	0	1	18	0	1.82995e-06
Multi-Family with 2 - 4 Units	Other Fuel	AK	2000s	0	0.502224	0	0.497776	0	22	0	9.51542e-07
Multi-Family with 2 - 4 Units	Propane	AK	2000s	0	0.297684	0	0.702316	0	13	0	2.20014e-07
Multi-Family with 2 - 4 Units	Electricity	AK	2010s	0.159452	0.173925	0.0456759	0.620947	0	43	0	3.95572e-06
Multi-Family with 2 - 4 Units	Fuel Oil	AK	2010s	0	0.297684	0	0.702316	0	13	898.59	1.70954e-06
Multi-Family with 2 - 4 Units	Natural Gas	AK	2010s	0	0.734804	0	0.265196	0	18	1052.13	7.09926e-06
Multi-Family with 2 - 4 Units	None	AK	2010s	0	0	0	0	1	13	0	2.0964e-06
Multi-Family with 2 - 4 Units	Other Fuel	AK	2010s	0	0.502224	0	0.497776	0	22	0	2.29049e-06
Multi-Family with 2 - 4 Units	Propane	AK	2010s	0	0.297684	0	0.702316	0	13	0	0
Multi-Family with 2 - 4 Units	Electricity	AK	<1940	0	0.0920464	0	0.907954	0	27	742.807	1.1721e-06
Multi-Family with 2 - 4 Units	Fuel Oil	AK	<1940	0	0.297684	0	0.702316	0	13	0	4.19297e-06
Multi-Family with 2 - 4 Units	Natural Gas	AK	<1940	0	0.473764	0	0.526236	0	17	0	6.55155e-07
Multi-Family with 2 - 4 Units	None	AK	<1940	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Other Fuel	AK	<1940	0	0.30158	0	0.69842	0	78	0	0
Multi-Family with 2 - 4 Units	Propane	AK	<1940	0	0.297684	0	0.702316	0	13	0	1.50823e-07
Multi-Family with 5+ Units	Electricity	AK	1940s	0	0.0920464	0	0.907954	0	27	0	2.37874e-06
Multi-Family with 5+ Units	Fuel Oil	AK	1940s	0	0.297684	0	0.702316	0	13	0	1.36213e-06
Multi-Family with 5+ Units	Natural Gas	AK	1940s	0	0.473764	0	0.526236	0	17	0	2.92591e-07
Multi-Family with 5+ Units	None	AK	1940s	0	0	0	0	1	10	0	6.76061e-07
Multi-Family with 5+ Units	Other Fuel	AK	1940s	0	0.30158	0	0.69842	0	78	0	2.36511e-07
Multi-Family with 5+ Units	Propane	AK	1940s	0	0.297684	0	0.702316	0	13	0	0
Multi-Family with 5+ Units	Electricity	AK	1950s	0	0.315381	0	0.684619	0	11	2298.27	3.86289e-06
Multi-Family with 5+ Units	Fuel Oil	AK	1950s	0	0.297684	0	0.702316	0	13	1104.88	4.39692e-06
Multi-Family with 5+ Units	Natural Gas	AK	1950s	0	0.564095	0	0.435905	0	16	2065.89	4.03329e-06
Multi-Family with 5+ Units	None	AK	1950s	0	0	0	0	1	20	0	1.56424e-07
Multi-Family with 5+ Units	Other Fuel	AK	1950s	0	0.30158	0	0.69842	0	78	0	1.35014e-06
Multi-Family with 5+ Units	Propane	AK	1950s	0	0.297684	0	0.702316	0	13	0	0
Multi-Family with 5+ Units	Electricity	AK	1960s	0.182286	0.188644	0	0.62907	0	28	2510.94	9.58785e-06
Multi-Family with 5+ Units	Fuel Oil	AK	1960s	0	0.297684	0	0.702316	0	13	0	3.9616e-06
Multi-Family with 5+ Units	Natural Gas	AK	1960s	0	0.653071	0	0.346929	0	15	0	1.10494e-05
Multi-Family with 5+ Units	None	AK	1960s	0	0	0	0	1	22	0	1.57419e-07
Multi-Family with 5+ Units	Other Fuel	AK	1960s	0	0.283877	0	0.716123	0	39	0	4.11666e-06
Multi-Family with 5+ Units	Propane	AK	1960s	0	0.297684	0	0.702316	0	13	0	0
Multi-Family with 5+ Units	Electricity	AK	1970s	0.064719	0.230143	0.040574	0.664564	0	55	4302.8	3.1072e-05
Multi-Family with 5+ Units	Fuel Oil	AK	1970s	0	0.297684	0	0.702316	0	13	0	1.24298e-05
Multi-Family with 5+ Units	Natural Gas	AK	1970s	0	0.719272	0	0.280728	0	24	5932.12	3.10086e-05
Multi-Family with 5+ Units	None	AK	1970s	0	0	0	0	1	37	0	8.47107e-07
Multi-Family with 5+ Units	Other Fuel	AK	1970s	0	0.283877	0	0.716123	0	39	0	8.91769e-07
Multi-Family with 5+ Units	Propane	AK	1970s	0	0.297684	0	0.702316	0	13	0	1.45881e-06
Multi-Family with 5+ Units	Electricity	AK	1980s	0.0676444	0.277044	0.0681408	0.587171	0	42	4812.21	2.38964e-05
Multi-Family with 5+ Units	Fuel Oil	AK	1980s	0	0.297684	0	0.702316	0	13	1184.54	1.30967e-05
Multi-Family with 5+ Units	Natural Gas	AK	1980s	0	0.672067	0	0.327933	0	24	1145.49	3.66963e-05
Multi-Family with 5+ Units	None	AK	1980s	0	0	0	0	1	17	0	2.31571e-06
Multi-Family with 5+ Units	Other Fuel	AK	1980s	0	0.334885	0	0.665115	0	29	0	1.84419e-06
Multi-Family with 5+ Units	Propane	AK	1980s	0	0.297684	0	0.702316	0	13	0	1.18483e-06
Multi-Family with 5+ Units	Electricity	AK	1990s	0.124713	0.159857	0.0385467	0.676883	0	27	1098.22	1.15637e-05
Multi-Family with 5+ Units	Fuel Oil	AK	1990s	0	0.297684	0	0.702316	0	13	0	5.80332e-06
Multi-Family with 5+ Units	Natural Gas	AK	1990s	0	0.738852	0	0.261148	0	11	0	1.10455e-05
Multi-Family with 5+ Units	None	AK	1990s	0	0	0	0	1	22	0	9.21272e-07
Multi-Family with 5+ Units	Other Fuel	AK	1990s	0	0.334885	0	0.665115	0	29	0	4.63654e-08
Multi-Family with 5+ Units	Propane	AK	1990s	0	0.297684	0	0.702316	0	13	0	8.4763e-07
Multi-Family with 5+ Units	Electricity	AK	2000s	0.172178	0.205158	0.0288688	0.593796	0	32	0	6.83806e-06
Multi-Family with 5+ Units	Fuel Oil	AK	2000s	0	0.297684	0	0.702316	0	13	0	5.19844e-06
Multi-Family with 5+ Units	Natural Gas	AK	2000s	0	0.803547	0	0.196453	0	15	1938.94	6.50783e-06
Multi-Family with 5+ Units	None	AK	2000s	0	0	0	0	1	18	1070.2	8.55067e-08
Multi-Family with 5+ Units	Other Fuel	AK	2000s	0	0.502224	0	0.497776	0	22	0	4.82978e-07
Multi-Family with 5+ Units	Propane	AK	2000s	0	0.297684	0	0.702316	0	13	0	1.2826e-07
Multi-Family with 5+ Units	Electricity	AK	2010s	0.159452	0.173925	0.0456759	0.620947	0	43	848.57	7.49609e-06
Multi-Family with 5+ Units	Fuel Oil	AK	2010s	0	0.297684	0	0.702316	0	13	0	1.18881e-06
Multi-Family with 5+ Units	Natural Gas	AK	2010s	0	0.734804	0	0.265196	0	18	995.93	2.403e-06
Multi-Family with 5+ Units	None	AK	2010s	0	0	0	0	1	13	915.055	0
Multi-Family with 5+ Units	Other Fuel	AK	2010s	0	0.502224	0	0.497776	0	22	0	6.12304e-07
Multi-Family with 5+ Units	Propane	AK	2010s	0	0.297684	0	0.702316	0	13	0	1.84532e-07
Multi-Family with 5+ Units	Electricity	AK	<1940	0	0.0920464	0	0.907954	0	27	0	1.36049e-06
Multi-Family with 5+ Units	Fuel Oil	AK	<1940	0	0.297684	0	0.702316	0	13	0	2.56638e-06
Multi-Family with 5+ Units	Natural Gas	AK	<1940	0	0.473764	0	0.526236	0	17	0	1.23139e-07
Multi-Family with 5+ Units	None	AK	<1940	0	0	0	0	1	10	0	2.78056e-08
Multi-Family with 5+ Units	Other Fuel	AK	<1940	0	0.30158	0	0.69842	0	78	0	0
Multi-Family with 5+ Units	Propane	AK	<1940	0	0.297684	0	0.702316	0	13	0	2.14239e-07
Single-Family Attached	Electricity	AK	1940s	0.162036	0.304233	0.146521	0.38721	0	49	0	1.44842e-07
Single-Family Attached	Fuel Oil	AK	1940s	0	0.709307	0	0.290693	0	11	0	1.78178e-07
Single-Family Attached	Natural Gas	AK	1940s	0	0.884529	0	0.115471	0	124	0	1.23e-07
Single-Family Attached	None	AK	1940s	0	0	0	0	1	24	0	0
Single-Family Attached	Other Fuel	AK	1940s	0	0.0276248	0	0.972375	0	16	0	3.79346e-08
Single-Family Attached	Propane	AK	1940s	0	0.709307	0	0.290693	0	11	0	8.39159e-08
Single-Family Attached	Electricity	AK	1950s	0.256824	0.280061	0.0939452	0.36917	0	47	0	9.42801e-07
Single-Family Attached	Fuel Oil	AK	1950s	0	0.572786	0	0.427214	0	31	608.423	1.07137e-06
Single-Family Attached	Natural Gas	AK	1950s	0	0.838017	0	0.161983	0	123	0	9.17088e-07
Single-Family Attached	None	AK	1950s	0	0	0	0	1	31	0	0
Single-Family Attached	Other Fuel	AK	1950s	0	0.0180471	0	0.981953	0	25	0	0
Single-Family Attached	Propane	AK	1950s	0	0.572786	0	0.427214	0	31	0	6.25679e-07
Single-Family Attached	Electricity	AK	1960s	0.144514	0.353435	0.0420816	0.459969	0	47	0	2.23674e-06
Single-Family Attached	Fuel Oil	AK	1960s	0	0.7715	0	0.2285	0	10	0	2.79177e-06
Single-Family Attached	Natural Gas	AK	1960s	0	0.823604	0	0.176396	0	114	530.718	1.37292e-06
Single-Family Attached	None	AK	1960s	0	0	0	0	1	36	0	0
Single-Family Attached	Other Fuel	AK	1960s	0	0	0	1	0	12	0	2.33478e-08
Single-Family Attached	Propane	AK	1960s	0	0.7715	0	0.2285	0	10	0	0
Single-Family Attached	Electricity	AK	1970s	0.290638	0.301462	0.0465469	0.361354	0	96	2201.53	4.3541e-06
Single-Family Attached	Fuel Oil	AK	1970s	0	0.139271	0	0.860729	0	11	497.425	2.66324e-06
Single-Family Attached	Natural Gas	AK	1970s	0	0.311602	0	0.688398	0	34	4938.88	1.98445e-05
Single-Family Attached	None	AK	1970s	0	0	0	0	1	51	0	1.59929e-07
Single-Family Attached	Other Fuel	AK	1970s	0	0	0	1	0	16	0	2.20052e-07
Single-Family Attached	Propane	AK	1970s	0	0.472974	0	0.527026	0	21	0	2.85847e-07
Single-Family Attached	Electricity	AK	1980s	0.280973	0.474405	0.0166799	0.227942	0	57	2661.03	7.65625e-06
Single-Family Attached	Fuel Oil	AK	1980s	0	0.172299	0	0.827701	0	16	3065.18	1.40954e-05
Single-Family Attached	Natural Gas	AK	1980s	0	0.590323	0	0.409677	0	36	3895.78	3.40325e-05
Single-Family Attached	None	AK	1980s	0	0	0	0	1	43	673.015	2.77724e-07
Single-Family Attached	Other Fuel	AK	1980s	0	0	0	1	0	11	0	4.14103e-07
Single-Family Attached	Propane	AK	1980s	0	0.752612	0	0.247388	0	23	0	9.61066e-08
Single-Family Attached	Electricity	AK	1990s	0.257473	0.500684	0.00686706	0.234977	0	72	479.764	4.63391e-06
Single-Family Attached	Fuel Oil	AK	1990s	0	0.836653	0	0.163347	0	16	0	2.33097e-06
Single-Family Attached	Natural Gas	AK	1990s	0	0.66177	0	0.33823	0	17	1337.59	1.19692e-05
Single-Family Attached	None	AK	1990s	0	0	0	0	1	37	0	7.80443e-07
Single-Family Attached	Other Fuel	AK	1990s	0	0	0	1	0	10	0	8.66338e-07
Single-Family Attached	Propane	AK	1990s	0	0.836653	0	0.163347	0	16	0	7.43235e-07
Single-Family Attached	Electricity	AK	2000s	0.289123	0.462928	0.0460196	0.201929	0	71	1092.84	9.21615e-06
Single-Family Attached	Fuel Oil	AK	2000s	0	0.194183	0	0.805817	0	17	1051.4	3.78444e-06
Single-Family Attached	Natural Gas	AK	2000s	0	0.64608	0	0.35392	0	29	1975.31	2.90532e-05
Single-Family Attached	None	AK	2000s	0	0	0	0	1	29	0	0
Single-Family Attached	Other Fuel	AK	2000s	0	0	0	1	0	16	0	1.42838e-06
Single-Family Attached	Propane	AK	2000s	0	0.850267	0	0.149733	0	24	0	2.77889e-07
Single-Family Attached	Electricity	AK	2010s	0.336715	0.501926	0.0520078	0.10935	0	49	1416.53	3.82185e-06
Single-Family Attached	Fuel Oil	AK	2010s	0	0.638122	0	0.361878	0	12	0	3.55959e-07
Single-Family Attached	Natural Gas	AK	2010s	0	0.558357	0	0.441643	0	14	2163.6	2.93922e-06
Single-Family Attached	None	AK	2010s	0	0	0	0	1	16	0	7.65219e-07
Single-Family Attached	Other Fuel	AK	2010s	0	0	0	1	0	25	0	5.78812e-08
Single-Family Attached	Propane	AK	2010s	0	0.638122	0	0.361878	0	12	0	1.58011e-07
Single-Family Attached	Electricity	AK	<1940	0.162036	0.304233	0.146521	0.38721	0	49	0	1.60156e-07
Single-Family Attached	Fuel Oil	AK	<1940	0	0.709307	0	0.290693	0	11	0	1.89274e-07
Single-Family Attached	Natural Gas	AK	<1940	0	0.884529	0	0.115471	0	124	0	4.73186e-07
Single-Family Attached	None	AK	<1940	0	0	0	0	1	24	0	0
Single-Family Attached	Other Fuel	AK	<1940	0	0.0276248	0	0.972375	0	16	0	4.36788e-08
Single-Family Attached	Propane	AK	<1940	0	0.709307	0	0.290693	0	11	0	0
Single-Family Detached	Electricity	AK	1940s	0.162036	0.304233	0.146521	0.38721	0	49	295.22	2.71697e-06
Single-Family Detached	Fuel Oil	AK	1940s	0	0.709307	0	0.290693	0	11	2014.14	1.22224e-05
Single-Family Detached	Natural Gas	AK	1940s	0	0.884529	0	0.115471	0	124	0	1.21279e-06
Single-Family Detached	None	AK	1940s	0	0	0	0	1	24	0	4.7404e-07
Single-Family Detached	Other Fuel	AK	1940s	0	0.0276248	0	0.972375	0	16	0	3.80209e-06
Single-Family Detached	Propane	AK	1940s	0	0.709307	0	0.290693	0	11	0	3.09529e-07
Single-Family Detached	Electricity	AK	1950s	0.256824	0.280061	0.0939452	0.36917	0	47	0	5.14234e-06
Single-Family Detached	Fuel Oil	AK	1950s	0	0.572786	0	0.427214	0	31	1766.37	2.78751e-05
Single-Family Detached	Natural Gas	AK	1950s	0	0.838017	0	0.161983	0	123	4096.81	3.43765e-05
Single-Family Detached	None	AK	1950s	0	0	0	0	1	31	0	6.39869e-08
Single-Family Detached	Other Fuel	AK	1950s	0	0.0180471	0	0.981953	0	25	0	2.4613e-06
Single-Family Detached	Propane	AK	1950s	0	0.572786	0	0.427214	0	31	0	6.84917e-07
Single-Family Detached	Electricity	AK	1960s	0.144514	0.353435	0.0420816	0.459969	0	47	882.862	5.42068e-06
Single-Family Detached	Fuel Oil	AK	1960s	0	0.7715	0	0.2285	0	10	1744.91	4.38768e-05
Single-Family Detached	Natural Gas	AK	1960s	0	0.823604	0	0.176396	0	114	6702.69	5.47909e-05
Single-Family Detached	None	AK	1960s	0	0	0	0	1	36	0	6.66737e-08
Single-Family Detached	Other Fuel	AK	1960s	0	0	0	1	0	12	0	5.98378e-06
Single-Family Detached	Propane	AK	1960s	0	0.7715	0	0.2285	0	10	0	1.62727e-06
Single-Family Detached	Electricity	AK	1970s	0.290638	0.301462	0.0465469	0.361354	0	96	817.673	1.53849e-05
Single-Family Detached	Fuel Oil	AK	1970s	0	0.146578	0	0.853422	0	10	9481.46	0.000106413
Single-Family Detached	Natural Gas	AK	1970s	0	0.226291	0	0.773709	0	25	19970.2	0.000147979
Single-Family Detached	None	AK	1970s	0	0	0	0	1	51	0	1.82365e-06
Single-Family Detached	Other Fuel	AK	1970s	0	0	0	1	0	16	0	2.45116e-05
Single-Family Detached	Propane	AK	1970s	0	0.472974	0	0.527026	0	21	0	2.84365e-06
Single-Family Detached	Electricity	AK	1980s	0.280973	0.474405	0.0166799	0.227942	0	57	876.867	1.63944e-05
Single-Family Detached	Fuel Oil	AK	1980s	0	0.167841	0	0.832159	0	11	9102.07	0.000143305
Single-Family Detached	Natural Gas	AK	1980s	0	0.588655	0	0.411345	0	29	22963.7	0.000156071
Single-Family Detached	None	AK	1980s	0	0	0	0	1	43	0	1.71044e-07
Single-Family Detached	Other Fuel	AK	1980s	0	0	0	1	0	11	3057.45	3.87776e-05
Single-Family Detached	Propane	AK	1980s	0	0.752612	0	0.247388	0	23	0	5.8142e-06
Single-Family Detached	Electricity	AK	1990s	0.257473	0.500684	0.00686706	0.234977	0	72	0	1.54234e-05
Single-Family Detached	Fuel Oil	AK	1990s	0	0.836653	0	0.163347	0	16	6131.61	8.37189e-05
Single-Family Detached	Natural Gas	AK	1990s	0	0.7313	0	0.2687	0	15	12731	0.000104739
Single-Family Detached	None	AK	1990s	0	0	0	0	1	37	0	0
Single-Family Detached	Other Fuel	AK	1990s	0	0	0	1	0	10	3292.92	2.54361e-05
Single-Family Detached	Propane	AK	1990s	0	0.836653	0	0.163347	0	16	858.051	2.89037e-06
Single-Family Detached	Electricity	AK	2000s	0.289123	0.462928	0.0460196	0.201929	0	71	862.757	1.37257e-05
Single-Family Detached	Fuel Oil	AK	2000s	0	0.123287	0	0.876713	0	15	11950.4	9.22845e-05
Single-Family Detached	Natural Gas	AK	2000s	0	0.606985	0	0.393015	0	25	17882.4	0.000136889
Single-Family Detached	None	AK	2000s	0	0	0	0	1	29	0	0
Single-Family Detached	Other Fuel	AK	2000s	0	0	0	1	0	16	3467.16	2.6726e-05
Single-Family Detached	Propane	AK	2000s	0	0.850267	0	0.149733	0	24	0	6.96372e-06
Single-Family Detached	Electricity	AK	2010s	0.336715	0.501926	0.0520078	0.10935	0	49	2593.96	5.1269e-06
Single-Family Detached	Fuel Oil	AK	2010s	0	0.638122	0	0.361878	0	12	660.421	1.56048e-05
Single-Family Detached	Natural Gas	AK	2010s	0	0.594714	0	0.405286	0	10	6698.05	3.0576e-05
Single-Family Detached	None	AK	2010s	0	0	0	0	1	16	0	2.86924e-06
Single-Family Detached	Other Fuel	AK	2010s	0	0	0	1	0	25	741.797	5.78894e-06
Single-Family Detached	Propane	AK	2010s	0	0.638122	0	0.361878	0	12	1517.83	2.3284e-06
Single-Family Detached	Electricity	AK	<1940	0.162036	0.304233	0.146521	0.38721	0	49	762.917	3.47797e-06
Single-Family Detached	Fuel Oil	AK	<1940	0	0.709307	0	0.290693	0	11	5204.99	1.76518e-05
Single-Family Detached	Natural Gas	AK	<1940	0	0.884529	0	0.115471	0	124	0	2.24132e-06
