Dependency=Geometry Attic Type	Dependency=Geometry Building Type RECS	Dependency=Location Region	Dependency=Vintage	Option=None	Option=Uninsulated, Vented	Option=Ceiling R-7, Vented	Option=Ceiling R-13, Vented	Option=Ceiling R-19, Vented	Option=Ceiling R-30, Vented	Option=Ceiling R-38, Vented	Option=Ceiling R-49, Vented	sampling_probability
Finished Attic or Cathedral Ceilings	Mobile Home	CR08	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR08	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR08	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR08	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR08	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR09	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR09	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR09	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR09	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR09	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR09	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR09	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR09	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR09	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR10	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR10	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR10	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR10	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR10	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR10	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR10	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR10	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR10	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR11	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR11	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR11	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR11	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR11	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR11	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR11	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR11	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Mobile Home	CR11	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR02	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR02	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR02	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR02	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR02	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR02	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR02	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR02	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR02	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR03	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR03	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR03	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR03	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR03	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR03	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR03	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR03	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR03	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR04	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR04	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR04	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR04	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR04	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR04	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR04	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR04	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR04	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR05	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR05	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR05	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR05	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR05	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR05	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR05	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR05	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR05	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR06	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR06	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR06	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR06	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR06	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR06	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR06	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR06	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR06	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR07	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR07	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR07	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR07	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR07	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR07	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR07	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR07	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR07	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR08	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR08	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR08	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR08	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR08	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR08	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR08	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR08	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR08	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR09	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR09	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR09	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR09	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR09	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR09	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR09	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR09	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR09	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR10	<1940	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR10	1940s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR10	1950s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR10	1960s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR10	1970s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR10	1980s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR10	1990s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR10	2000s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Finished Attic or Cathedral Ceilings	Multi-Family with 2 - 4 Units	CR10	2010s	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
