Dependency=Geometry Building Number Units MF	Dependency=Geometry Stories	Option=Left	Option=Middle	Option=None	Option=Not Applicable	Option=Right	sampling_probability
36	3	0.166667	0.666667	0	0	0.166667	0.00232851
43	3	0.139535	0.72093	0	0	0.139535	0.00187666
67	3	0.0895522	0.820896	0	0	0.0895522	0.00694682
116	3	0.0517241	0.896552	0	0	0.0517241	0.00223301
183	3	0.0327869	0.934426	0	0	0.0327869	0.000413005
323	3	0.0185759	0.962848	0	0	0.0185759	0.00110817
None	3	0	0	1	0	0	0.0118007
2	4	0	0	0	1	0	0
3	4	0	0	0	1	0	0
4	4	0	0	0	1	0	0.0015358
5	4	0.5	0	0	0	0.5	0.00010063
6	4	0.5	0	0	0	0.5	0.000664572
7	4	0.5	0	0	0	0.5	0.000249309
8	4	0.5	0	0	0	0.5	0.000442208
9	4	0.444444	0.111111	0	0	0.444444	0.000119392
10	4	0.4	0.2	0	0	0.4	0.000797496
11	4	0.363636	0.272727	0	0	0.363636	7.0225e-05
12	4	0.333333	0.333333	0	0	0.333333	0.000987097
13	4	0.307692	0.384615	0	0	0.307692	6.94976e-05
14	4	0.285714	0.428571	0	0	0.285714	0.000319233
15	4	0.266667	0.466667	0	0	0.266667	0.000215271
16	4	0.5	0	0	0	0.5	0.00064687
17	4	0.470588	0.0588235	0	0	0.470588	9.24232e-05
18	4	0.444444	0.111111	0	0	0.444444	0.000108148
19	4	0.421053	0.157895	0	0	0.421053	0
20	4	0.4	0.2	0	0	0.4	0.000713291
24	4	0.333333	0.333333	0	0	0.333333	0.000392863
30	4	0.266667	0.466667	0	0	0.266667	0.000864145
36	4	0.222222	0.555556	0	0	0.222222	0.000478074
43	4	0.186047	0.627907	0	0	0.186047	0.00136984
67	4	0.119403	0.761194	0	0	0.119403	0.0047434
116	4	0.0689655	0.862069	0	0	0.0689655	0.00095994
183	4	0.0437158	0.912568	0	0	0.0437158	0.000816484
323	4	0.0247678	0.950464	0	0	0.0247678	0.000485557
None	4	0	0	1	0	0	0
2	5	0	0	0	1	0	0
3	5	0	0	0	1	0	0
4	5	0	0	0	1	0	0
5	5	0	0	0	1	0	2.72608e-05
6	5	0.5	0	0	0	0.5	0.000180034
7	5	0.5	0	0	0	0.5	6.75382e-05
8	5	0.5	0	0	0	0.5	0.000119795
9	5	0.5	0	0	0	0.5	3.23435e-05
10	5	0.5	0	0	0	0.5	0.000367348
11	5	0.454545	0.0909091	0	0	0.454545	3.23474e-05
12	5	0.416667	0.166667	0	0	0.416667	0.000454683
13	5	0.384615	0.230769	0	0	0.384615	3.20124e-05
14	5	0.357143	0.285714	0	0	0.357143	0.000147047
15	5	0.333333	0.333333	0	0	0.333333	9.91592e-05
16	5	0.3125	0.375	0	0	0.3125	0.000297965
17	5	0.294118	0.411765	0	0	0.294118	4.25725e-05
18	5	0.277778	0.444444	0	0	0.277778	4.98157e-05
19	5	0.263158	0.473684	0	0	0.263158	0
20	5	0.5	0	0	0	0.5	0.000443894
24	5	0.416667	0.166667	0	0	0.416667	0.000244486
30	5	0.333333	0.333333	0	0	0.333333	0.000537772
36	5	0.277778	0.444444	0	0	0.277778	0.000297514
43	5	0.232558	0.534884	0	0	0.232558	0.000852473
67	5	0.149254	0.701493	0	0	0.149254	0.00254243
116	5	0.0862069	0.827586	0	0	0.0862069	0.000514522
183	5	0.0546448	0.89071	0	0	0.0546448	0.00043763
323	5	0.0309598	0.93808	0	0	0.0309598	0.000260255
None	5	0	0	1	0	0	0
2	6	0	0	0	1	0	0
3	6	0	0	0	1	0	0
4	6	0	0	0	1	0	0
5	6	0	0	0	1	0	6.3688e-06
6	6	0	0	0	1	0	4.20603e-05
7	6	0.5	0	0	0	0.5	1.57786e-05
8	6	0.5	0	0	0	0.5	2.7987e-05
9	6	0.5	0	0	0	0.5	7.55623e-06
10	6	0.5	0	0	0	0.5	0.000149463
11	6	0.5	0	0	0	0.5	1.31612e-05
12	6	0.5	0	0	0	0.5	0.000184997
13	6	0.461538	0.0769231	0	0	0.461538	1.30249e-05
14	6	0.428571	0.142857	0	0	0.428571	5.98289e-05
15	6	0.4	0.2	0	0	0.4	4.03449e-05
16	6	0.375	0.25	0	0	0.375	0.000121233
17	6	0.352941	0.294118	0	0	0.352941	1.73215e-05
18	6	0.333333	0.333333	0	0	0.333333	2.02685e-05
19	6	0.315789	0.368421	0	0	0.315789	0
20	6	0.3	0.4	0	0	0.3	0.000352854
24	6	0.5	0	0	0	0.5	0.000194343
30	6	0.4	0.2	0	0	0.4	0.000427479
36	6	0.333333	0.333333	0	0	0.333333	0.000236496
43	6	0.27907	0.44186	0	0	0.27907	0.000677637
67	6	0.179104	0.641791	0	0	0.179104	0.00291034
116	6	0.103448	0.793103	0	0	0.103448	0.000588977
183	6	0.0655738	0.868852	0	0	0.0655738	0.000500958
323	6	0.0371517	0.925697	0	0	0.0371517	0.000297916
None	6	0	0	1	0	0	0
2	7	0	0	0	1	0	0
3	7	0	0	0	1	0	0
4	7	0	0	0	1	0	0
5	7	0	0	0	1	0	2.0739e-06
6	7	0	0	0	1	0	1.36963e-05
7	7	0	0	0	1	0	5.13805e-06
8	7	0.5	0	0	0	0.5	9.11353e-06
9	7	0.5	0	0	0	0.5	2.46057e-06
10	7	0.5	0	0	0	0.5	6.46437e-06
11	7	0.5	0	0	0	0.5	5.69232e-07
12	7	0.5	0	0	0	0.5	8.00125e-06
13	7	0.5	0	0	0	0.5	5.63336e-07
14	7	0.5	0	0	0	0.5	2.58765e-06
15	7	0.466667	0.0666667	0	0	0.466667	1.74495e-06
16	7	0.4375	0.125	0	0	0.4375	5.24342e-06
17	7	0.411765	0.176471	0	0	0.411765	7.49167e-07
18	7	0.388889	0.222222	0	0	0.388889	8.76628e-07
19	7	0.368421	0.263158	0	0	0.368421	0
20	7	0.35	0.3	0	0	0.35	0.000174085
24	7	0.291667	0.416667	0	0	0.291667	9.58815e-05
30	7	0.466667	0.0666667	0	0	0.466667	0.000210902
36	7	0.388889	0.222222	0	0	0.388889	0.000116678
43	7	0.325581	0.348837	0	0	0.325581	0.00033432
67	7	0.208955	0.58209	0	0	0.208955	0.000324201
116	7	0.12069	0.758621	0	0	0.12069	6.56098e-05
183	7	0.0765027	0.846995	0	0	0.0765027	5.58048e-05
323	7	0.0433437	0.913313	0	0	0.0433437	3.31867e-05
None	7	0	0	1	0	0	0
2	8	0	0	0	1	0	0
3	8	0	0	0	1	0	0
4	8	0	0	0	1	0	0
5	8	0	0	0	1	0	0
6	8	0	0	0	1	0	0
7	8	0	0	0	1	0	0
8	8	0	0	0	1	0	0
9	8	0.5	0	0	0	0.5	0
10	8	0.5	0	0	0	0.5	3.92168e-05
11	8	0.5	0	0	0	0.5	0
12	8	0.5	0	0	0	0.5	0
13	8	0.5	0	0	0	0.5	0
14	8	0.5	0	0	0	0.5	0
15	8	0.5	0	0	0	0.5	0
16	8	0.5	0	0	0	0.5	0.000108049
17	8	0.470588	0.0588235	0	0	0.470588	0
18	8	0.444444	0.111111	0	0	0.444444	0
19	8	0.421053	0.157895	0	0	0.421053	0
20	8	0.4	0.2	0	0	0.4	0
24	8	0.333333	0.333333	0	0	0.333333	0
30	8	0.266667	0.466667	0	0	0.266667	0
36	8	0.444444	0.111111	0	0	0.444444	0
43	8	0.372093	0.255814	0	0	0.372093	0
67	8	0.238806	0.522388	0	0	0.238806	0.000256398
116	8	0.137931	0.724138	0	0	0.137931	0.000467079
183	8	0.0874317	0.825137	0	0	0.0874317	0.000249521
323	8	0.0495356	0.900929	0	0	0.0495356	0.000550516
None	8	0	0	1	0	0	0
2	9	0	0	0	1	0	0
3	9	0	0	0	1	0	0
4	9	0	0	0	1	0	0
5	9	0	0	0	1	0	1.03937e-05
6	9	0	0	0	1	0	1.91177e-05
7	9	0	0	0	1	0	0
8	9	0	0	0	1	0	1.28362e-05
9	9	0	0	0	1	0	1.21862e-05
10	9	0.5	0	0	0	0.5	0
11	9	0.5	0	0	0	0.5	0
12	9	0.5	0	0	0	0.5	0
13	9	0.5	0	0	0	0.5	0
14	9	0.5	0	0	0	0.5	0
15	9	0.5	0	0	0	0.5	0
16	9	0.5	0	0	0	0.5	0
17	9	0.5	0	0	0	0.5	0
18	9	0.5	0	0	0	0.5	0
19	9	0.473684	0.0526316	0	0	0.473684	0
20	9	0.45	0.1	0	0	0.45	2.72948e-05
24	9	0.375	0.25	0	0	0.375	1.88421e-05
30	9	0.3	0.4	0	0	0.3	7.40543e-05
36	9	0.5	0	0	0	0.5	0
43	9	0.418605	0.162791	0	0	0.418605	9.49245e-06
67	9	0.268657	0.462687	0	0	0.268657	0.000188526
116	9	0.155172	0.689655	0	0	0.155172	0.000343436
183	9	0.0983607	0.803279	0	0	0.0983607	0.000183469
323	9	0.0557276	0.888545	0	0	0.0557276	0.000404786
None	9	0	0	1	0	0	0
2	10	0	0	0	1	0	0
3	10	0	0	0	1	0	0
4	10	0	0	0	1	0	0
5	10	0	0	0	1	0	0
6	10	0	0	0	1	0	0
7	10	0	0	0	1	0	0
8	10	0	0	0	1	0	0
9	10	0	0	0	1	0	0
10	10	0	0	0	1	0	0
11	10	0.5	0	0	0	0.5	0
12	10	0.5	0	0	0	0.5	0
13	10	0.5	0	0	0	0.5	0
14	10	0.5	0	0	0	0.5	0
15	10	0.5	0	0	0	0.5	0
16	10	0.5	0	0	0	0.5	0
17	10	0.5	0	0	0	0.5	0
18	10	0.5	0	0	0	0.5	0
19	10	0.5	0	0	0	0.5	0
20	10	0.5	0	0	0	0.5	2.39937e-05
24	10	0.416667	0.166667	0	0	0.416667	1.65634e-05
30	10	0.333333	0.333333	0	0	0.333333	6.50982e-05
36	10	0.277778	0.444444	0	0	0.277778	0
43	10	0.465116	0.0697674	0	0	0.465116	8.34444e-06
67	10	0.298507	0.402985	0	0	0.298507	0.000241649
116	10	0.172414	0.655172	0	0	0.172414	0.000440211
183	10	0.10929	0.781421	0	0	0.10929	0.000235168
323	10	0.0619195	0.876161	0	0	0.0619195	0.000518848
None	10	0	0	1	0	0	0
2	11	0	0	0	1	0	0
3	11	0	0	0	1	0	0
4	11	0	0	0	1	0	0
5	11	0	0	0	1	0	0
6	11	0	0	0	1	0	0
7	11	0	0	0	1	0	0
8	11	0	0	0	1	0	0
9	11	0	0	0	1	0	0
10	11	0	0	0	1	0	0
11	11	0	0	0	1	0	0
12	11	0.5	0	0	0	0.5	0
13	11	0.5	0	0	0	0.5	0
14	11	0.5	0	0	0	0.5	0
15	11	0.5	0	0	0	0.5	0
16	11	0.5	0	0	0	0.5	0
17	11	0.5	0	0	0	0.5	0
18	11	0.5	0	0	0	0.5	0
19	11	0.5	0	0	0	0.5	0
20	11	0.5	0	0	0	0.5	5.78421e-06
24	11	0.458333	0.0833333	0	0	0.458333	3.99296e-06
30	11	0.366667	0.266667	0	0	0.366667	1.56933e-05
36	11	0.305556	0.388889	0	0	0.305556	0
43	11	0.255814	0.488372	0	0	0.255814	2.01161e-06
67	11	0.328358	0.343284	0	0	0.328358	0.000136019
116	11	0.189655	0.62069	0	0	0.189655	0.000247784
183	11	0.120219	0.759563	0	0	0.120219	0.00013237
323	11	0.0681115	0.863777	0	0	0.0681115	0.000292047
None	11	0	0	1	0	0	0
2	12	0	0	0	1	0	0
3	12	0	0	0	1	0	0
4	12	0	0	0	1	0	0
5	12	0	0	0	1	0	0
6	12	0	0	0	1	0	0
7	12	0	0	0	1	0	0
8	12	0	0	0	1	0	0
9	12	0	0	0	1	0	0
10	12	0	0	0	1	0	0
11	12	0	0	0	1	0	0
12	12	0	0	0	1	0	0
13	12	0.5	0	0	0	0.5	0
14	12	0.5	0	0	0	0.5	0
15	12	0.5	0	0	0	0.5	0
16	12	0.5	0	0	0	0.5	0
17	12	0.5	0	0	0	0.5	0
18	12	0.5	0	0	0	0.5	0
19	12	0.5	0	0	0	0.5	0
20	12	0.5	0	0	0	0.5	1.14804e-05
24	12	0.5	0	0	0	0.5	7.92512e-06
30	12	0.4	0.2	0	0	0.4	3.11477e-05
36	12	0.333333	0.333333	0	0	0.333333	0
43	12	0.27907	0.44186	0	0	0.27907	3.99259e-06
67	12	0.358209	0.283582	0	0	0.358209	0.000282111
116	12	0.206897	0.586207	0	0	0.206897	0.000513919
183	12	0.131148	0.737705	0	0	0.131148	0.000274544
323	12	0.0743034	0.851393	0	0	0.0743034	0.000605723
None	12	0	0	1	0	0	0
2	13	0	0	0	1	0	0
3	13	0	0	0	1	0	0
4	13	0	0	0	1	0	0
5	13	0	0	0	1	0	0
6	13	0	0	0	1	0	0
7	13	0	0	0	1	0	0
8	13	0	0	0	1	0	0
9	13	0	0	0	1	0	0
10	13	0	0	0	1	0	0
11	13	0	0	0	1	0	0
12	13	0	0	0	1	0	0
13	13	0	0	0	1	0	0
14	13	0.5	0	0	0	0.5	0
15	13	0.5	0	0	0	0.5	0
16	13	0.5	0	0	0	0.5	0
17	13	0.5	0	0	0	0.5	0
18	13	0.5	0	0	0	0.5	0
19	13	0.5	0	0	0	0.5	0
20	13	0.5	0	0	0	0.5	0
24	13	0.5	0	0	0	0.5	0
30	13	0.433333	0.133333	0	0	0.433333	0
36	13	0.361111	0.277778	0	0	0.361111	0
43	13	0.302326	0.395349	0	0	0.302326	0
67	13	0.38806	0.223881	0	0	0.38806	0.000145208
116	13	0.224138	0.551724	0	0	0.224138	0.000264524
183	13	0.142077	0.715847	0	0	0.142077	0.000141313
323	13	0.0804954	0.839009	0	0	0.0804954	0.000311777
None	13	0	0	1	0	0	0
2	14	0	0	0	1	0	0
3	14	0	0	0	1	0	0
4	14	0	0	0	1	0	0
5	14	0	0	0	1	0	0
6	14	0	0	0	1	0	0
7	14	0	0	0	1	0	0
8	14	0	0	0	1	0	0
9	14	0	0	0	1	0	0
10	14	0	0	0	1	0	0
11	14	0	0	0	1	0	0
12	14	0	0	0	1	0	0
13	14	0	0	0	1	0	0
14	14	0	0	0	1	0	0
15	14	0.5	0	0	0	0.5	0
16	14	0.5	0	0	0	0.5	0
17	14	0.5	0	0	0	0.5	0
18	14	0.5	0	0	0	0.5	0
19	14	0.5	0	0	0	0.5	0
20	14	0.5	0	0	0	0.5	0
24	14	0.5	0	0	0	0.5	0
30	14	0.466667	0.0666667	0	0	0.466667	0
36	14	0.388889	0.222222	0	0	0.388889	0
43	14	0.325581	0.348837	0	0	0.325581	0
67	14	0.41791	0.164179	0	0	0.41791	0.000267971
116	14	0.241379	0.517241	0	0	0.241379	0.00048816
183	14	0.153005	0.693989	0	0	0.153005	0.000260783
323	14	0.0866873	0.826625	0	0	0.0866873	0.000575363
None	14	0	0	1	0	0	0
2	15	0	0	0	1	0	0
3	15	0	0	0	1	0	0
4	15	0	0	0	1	0	0
5	15	0	0	0	1	0	0
6	15	0	0	0	1	0	0
7	15	0	0	0	1	0	0
8	15	0	0	0	1	0	0
9	15	0	0	0	1	0	0
10	15	0	0	0	1	0	0
11	15	0	0	0	1	0	0
12	15	0	0	0	1	0	0
13	15	0	0	0	1	0	0
14	15	0	0	0	1	0	0
15	15	0	0	0	1	0	0
16	15	0.5	0	0	0	0.5	0
17	15	0.5	0	0	0	0.5	0
18	15	0.5	0	0	0	0.5	0
19	15	0.5	0	0	0	0.5	0
20	15	0.5	0	0	0	0.5	1.54745e-05
24	15	0.5	0	0	0	0.5	1.06823e-05
30	15	0.5	0	0	0	0.5	4.19842e-05
36	15	0.416667	0.166667	0	0	0.416667	0
43	15	0.348837	0.302326	0	0	0.348837	5.38163e-06
67	15	0.447761	0.104478	0	0	0.447761	0.000182333
116	15	0.258621	0.482759	0	0	0.258621	0.000332154
183	15	0.163934	0.672131	0	0	0.163934	0.000177442
323	15	0.0928793	0.814241	0	0	0.0928793	0.000391488
None	15	0	0	1	0	0	0
2	20	0	0	0	1	0	0
3	20	0	0	0	1	0	0
4	20	0	0	0	1	0	0
5	20	0	0	0	1	0	0
6	20	0	0	0	1	0	0
7	20	0	0	0	1	0	0
8	20	0	0	0	1	0	0
9	20	0	0	0	1	0	0
10	20	0	0	0	1	0	2.0039e-05
11	20	0	0	0	1	0	0
12	20	0	0	0	1	0	0
13	20	0	0	0	1	0	0
14	20	0	0	0	1	0	0
15	20	0	0	0	1	0	0
16	20	0	0	0	1	0	5.52107e-05
17	20	0	0	0	1	0	0
18	20	0	0	0	1	0	0
19	20	0	0	0	1	0	0
20	20	0	0	0	1	0	0
24	20	0.5	0	0	0	0.5	0
30	20	0.5	0	0	0	0.5	0
36	20	0.5	0	0	0	0.5	0
43	20	0.465116	0.0697674	0	0	0.465116	0
67	20	0.298507	0.402985	0	0	0.298507	0.000244249
116	20	0.344828	0.310345	0	0	0.344828	0.000444946
183	20	0.218579	0.562842	0	0	0.218579	0.000237697
323	20	0.123839	0.752322	0	0	0.123839	0.000524429
None	20	0	0	1	0	0	0
2	21	0	0	0	1	0	0
3	21	0	0	0	1	0	0
4	21	0	0	0	1	0	0
5	21	0	0	0	1	0	0
6	21	0	0	0	1	0	0
7	21	0	0	0	1	0	0
8	21	0	0	0	1	0	0
9	21	0	0	0	1	0	0
10	21	0	0	0	1	0	0
11	21	0	0	0	1	0	0
12	21	0	0	0	1	0	0
13	21	0	0	0	1	0	0
14	21	0	0	0	1	0	0
15	21	0	0	0	1	0	0
16	21	0	0	0	1	0	0
17	21	0	0	0	1	0	0
18	21	0	0	0	1	0	0
19	21	0	0	0	1	0	0
20	21	0	0	0	1	0	0
24	21	0.5	0	0	0	0.5	0
30	21	0.5	0	0	0	0.5	0
36	21	0.5	0	0	0	0.5	0
43	21	0.488372	0.0232558	0	0	0.488372	0
67	21	0.313433	0.373134	0	0	0.313433	0.00120141
116	21	0.362069	0.275862	0	0	0.362069	0.00218859
183	21	0.229508	0.540984	0	0	0.229508	0.00116918
323	21	0.130031	0.739938	0	0	0.130031	0.00257955
None	21	0	0	1	0	0	0
# Created by: sources\recs\2009\tsv_maker.py
# Source: Calculated directly from other distributions
# Assumption: All values are calculated assuming the building has double-loaded corridors (with some exceptions like 3 units in single-story building).
