Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=HVAC Heating Type	Dependency=Vintage	Option=Cooling Only	Option=Heating and Cooling	Option=Heating Only	Option=None	Option=Void	source_count	source_weight	sampling_probability
Mobile Home	Central AC	Ducted Heating	1950s	0	0	0	1	0	301	2940.12	0.000331437
Mobile Home	Ducted Heat Pump	Ducted Heating	1950s	0	0	0	0	1	6	0	0
Mobile Home	Evaporative or Swamp Cooler	Ducted Heating	1950s	0	0	0	0	1	19	8312.16	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heating	1950s	0	0	0	0	1	10	0	0
Mobile Home	None	Ducted Heating	1950s	0	0	0	1	0	10	12284.4	5.05282e-05
Mobile Home	Room AC	Ducted Heating	1950s	0	0	0	1	0	10	34386.9	6.92544e-05
Mobile Home	Central AC	Non-Ducted Heat Pump	1950s	0	0	0	0	1	2	7878.44	0
Mobile Home	Ducted Heat Pump	Non-Ducted Heat Pump	1950s	0	0	0	0	1	3	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1950s	0	0	0	0	1	1	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1950s	0	0	0	1	0	5	0	1.98911e-05
Mobile Home	None	Non-Ducted Heat Pump	1950s	0	0	0	0	1	1	0	0
Mobile Home	Room AC	Non-Ducted Heat Pump	1950s	0	0	0	0	1	1	0	0
Mobile Home	Central AC	Non-Ducted Heating	1950s	0	0	0	1	0	45	19799.7	5.02234e-05
Mobile Home	Ducted Heat Pump	Non-Ducted Heating	1950s	0	0	0	0	1	3	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heating	1950s	0	0	0	0	1	6	7514.34	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heating	1950s	0	0	0	0	1	1	0	0
Mobile Home	None	Non-Ducted Heating	1950s	0	0	0	1	0	34	6433.79	5.02158e-05
Mobile Home	Room AC	Non-Ducted Heating	1950s	0	0	0	1	0	109	42073.1	0.000131583
Mobile Home	Central AC	None	1950s	0	0	0	1	0	6	0	7.44776e-06
Mobile Home	Ducted Heat Pump	None	1950s	0	0	0	0	1	3	0	0
Mobile Home	Evaporative or Swamp Cooler	None	1950s	0	0	0	0	1	1	0	0
Mobile Home	Non-Ducted Heat Pump	None	1950s	0	0	0	0	1	2	10894.8	0
Mobile Home	None	None	1950s	0	0	0	1	0	3	0	1.07727e-05
Mobile Home	Room AC	None	1950s	0	0	0	1	0	10	0	5.15805e-06
Mobile Home	Central AC	Ducted Heat Pump	1960s	0	0	0	0	1	24	0	0
Mobile Home	Ducted Heat Pump	Ducted Heat Pump	1960s	0	0	0	1	0	24	26934.4	0.000801199
Mobile Home	Evaporative or Swamp Cooler	Ducted Heat Pump	1960s	0	0	0	0	1	6	0	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heat Pump	1960s	0	0	0	0	1	33	0	0
Mobile Home	None	Ducted Heat Pump	1960s	0	0	0	0	1	33	3634.8	0
Mobile Home	Room AC	Ducted Heat Pump	1960s	0	0	0	0	1	59	0	0
Mobile Home	Central AC	Ducted Heating	1960s	0	0	0	1	0	13	113364	0.000856997
Mobile Home	Ducted Heat Pump	Ducted Heating	1960s	0	0	0	0	1	61	0	0
Mobile Home	Evaporative or Swamp Cooler	Ducted Heating	1960s	0	0	0	0	1	19	6362.02	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heating	1960s	0	0	0	0	1	31	0	0
Mobile Home	None	Ducted Heating	1960s	0	0	0	1	0	30	14745.2	0.000236228
Mobile Home	Room AC	Ducted Heating	1960s	0	0	0	1	0	11	82380.8	0.000628068
Mobile Home	Central AC	Non-Ducted Heat Pump	1960s	0	0	0	0	1	10	0	0
Mobile Home	Ducted Heat Pump	Non-Ducted Heat Pump	1960s	0	0	0	0	1	10	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1960s	0	0	0	0	1	3	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1960s	0	0	0	1	0	58	0	5.53042e-05
Mobile Home	None	Non-Ducted Heat Pump	1960s	0	0	0	0	1	58	0	0
Mobile Home	Room AC	Non-Ducted Heat Pump	1960s	0	0	0	0	1	58	0	0
Mobile Home	Central AC	Non-Ducted Heating	1960s	0	0	0	1	0	10	0	0.000240913
Mobile Home	Ducted Heat Pump	Non-Ducted Heating	1960s	0	0	0	0	1	10	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heating	1960s	0	0	0	0	1	6	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heating	1960s	0	0	0	0	1	15	0	0
Mobile Home	None	Non-Ducted Heating	1960s	0	0	0	1	0	15	27605.9	0.000198918
Mobile Home	Room AC	Non-Ducted Heating	1960s	0	0	0	1	0	10	69254	0.000538127
Mobile Home	Central AC	None	1960s	0	0	0	1	0	10	0	2.69174e-05
Mobile Home	Ducted Heat Pump	None	1960s	0	0	0	0	1	10	0	0
Mobile Home	Evaporative or Swamp Cooler	None	1960s	0	0	0	0	1	1	4487.39	0
Mobile Home	Non-Ducted Heat Pump	None	1960s	0	0	0	0	1	58	0	0
Mobile Home	None	None	1960s	0	0	0	1	0	58	0	1.48895e-05
Mobile Home	Room AC	None	1960s	0	0	0	1	0	58	23160.9	7.84977e-06
Mobile Home	Central AC	Ducted Heat Pump	1970s	0	0	0	0	1	24	0	0
Mobile Home	Ducted Heat Pump	Ducted Heat Pump	1970s	0	0	0	1	0	20	180819	0.00242027
Mobile Home	Evaporative or Swamp Cooler	Ducted Heat Pump	1970s	0	0	0	0	1	6	0	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heat Pump	1970s	0	0	0	0	1	33	0	0
Mobile Home	None	Ducted Heat Pump	1970s	0	0	0	0	1	33	7867.11	0
Mobile Home	Room AC	Ducted Heat Pump	1970s	0	0	0	0	1	59	17847.4	0
Mobile Home	Central AC	Ducted Heating	1970s	0	0	0	1	0	48	349980	0.00373549
Mobile Home	Ducted Heat Pump	Ducted Heating	1970s	0	0	0	0	1	61	0	0
Mobile Home	Evaporative or Swamp Cooler	Ducted Heating	1970s	0	0	0	0	1	19	11189	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heating	1970s	0	0	0	0	1	31	3215.32	0
Mobile Home	None	Ducted Heating	1970s	0	0	0	1	0	26	120442	0.000901962
Mobile Home	Room AC	Ducted Heating	1970s	0	0	0	1	0	46	296902	0.00249083
Mobile Home	Central AC	Non-Ducted Heat Pump	1970s	0	0	0	0	1	10	0	0
Mobile Home	Ducted Heat Pump	Non-Ducted Heat Pump	1970s	0	0	0	0	1	10	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1970s	0	0	0	0	1	3	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1970s	0	0	0	1	0	58	4875.77	5.85553e-05
Mobile Home	None	Non-Ducted Heat Pump	1970s	0	0	0	0	1	58	0	0
Mobile Home	Room AC	Non-Ducted Heat Pump	1970s	0	0	0	0	1	58	0	0
Mobile Home	Central AC	Non-Ducted Heating	1970s	0	0	0	1	0	10	53851.1	0.00070662
Mobile Home	Ducted Heat Pump	Non-Ducted Heating	1970s	0	0	0	0	1	10	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heating	1970s	0	0	0	0	1	6	6700.49	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heating	1970s	0	0	0	0	1	15	0	0
Mobile Home	None	Non-Ducted Heating	1970s	0	0	0	1	0	12	66995.4	0.000682877
Mobile Home	Room AC	Non-Ducted Heating	1970s	0	0	0	1	0	27	175559	0.00162953
Mobile Home	Central AC	None	1970s	0	0	0	1	0	10	19049.6	7.29892e-05
Mobile Home	Ducted Heat Pump	None	1970s	0	0	0	0	1	10	0	0
Mobile Home	Evaporative or Swamp Cooler	None	1970s	0	0	0	0	1	1	0	0
Mobile Home	Non-Ducted Heat Pump	None	1970s	0	0	0	0	1	58	0	0
Mobile Home	None	None	1970s	0	0	0	1	0	58	9576.53	2.77498e-05
Mobile Home	Room AC	None	1970s	0	0	0	1	0	58	12805.5	1.809e-05
Mobile Home	Central AC	Ducted Heat Pump	1980s	0	0	0	0	1	85	0	0
Mobile Home	Ducted Heat Pump	Ducted Heat Pump	1980s	0	0	0	1	0	29	239365	0.00370498
Mobile Home	Evaporative or Swamp Cooler	Ducted Heat Pump	1980s	0	0	0	0	1	7	0	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heat Pump	1980s	0	0	0	0	1	10	0	0
Mobile Home	None	Ducted Heat Pump	1980s	0	0	0	0	1	10	46697.6	0
Mobile Home	Room AC	Ducted Heat Pump	1980s	0	0	0	0	1	83	19648.2	0
Mobile Home	Central AC	Ducted Heating	1980s	0	0	0	1	0	44	309447	0.00361426
Mobile Home	Ducted Heat Pump	Ducted Heating	1980s	0	0	0	0	1	121	0	0
Mobile Home	Evaporative or Swamp Cooler	Ducted Heating	1980s	0	0	0	0	1	19	19189.5	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heating	1980s	0	0	0	0	1	29	2876.23	0
Mobile Home	None	Ducted Heating	1980s	0	0	0	1	0	13	64689.7	0.000719694
Mobile Home	Room AC	Ducted Heating	1980s	0	0	0	1	0	36	238858	0.00206343
Mobile Home	Central AC	Non-Ducted Heat Pump	1980s	0	0	0	0	1	26	0	0
Mobile Home	Ducted Heat Pump	Non-Ducted Heat Pump	1980s	0	0	0	0	1	26	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1980s	0	0	0	0	1	2	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1980s	0	0	0	1	0	11	7757.03	5.76101e-05
Mobile Home	None	Non-Ducted Heat Pump	1980s	0	0	0	0	1	11	6954.09	0
Mobile Home	Room AC	Non-Ducted Heat Pump	1980s	0	0	0	0	1	11	0	0
Mobile Home	Central AC	Non-Ducted Heating	1980s	0	0	0	1	0	12	94965.6	0.00113064
Mobile Home	Ducted Heat Pump	Non-Ducted Heating	1980s	0	0	0	0	1	23	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heating	1980s	0	0	0	0	1	6	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heating	1980s	0	0	0	0	1	10	0	0
Mobile Home	None	Non-Ducted Heating	1980s	0	0	0	1	0	10	19666	0.000538366
Mobile Home	Room AC	Non-Ducted Heating	1980s	0	0	0	1	0	27	220884	0.00200824
Mobile Home	Central AC	None	1980s	0	0	0	1	0	26	12289.1	6.97762e-05
Mobile Home	Ducted Heat Pump	None	1980s	0	0	0	0	1	26	0	0
Mobile Home	Evaporative or Swamp Cooler	None	1980s	0	0	0	0	1	1	0	0
Mobile Home	Non-Ducted Heat Pump	None	1980s	0	0	0	0	1	11	0	0
Mobile Home	None	None	1980s	0	0	0	1	0	11	14519.6	2.06175e-05
Mobile Home	Room AC	None	1980s	0	0	0	1	0	11	14169.2	1.0341e-05
Mobile Home	Central AC	Ducted Heat Pump	1990s	0	0	0	0	1	85	0	0
Mobile Home	Ducted Heat Pump	Ducted Heat Pump	1990s	0	0	0	1	0	56	501079	0.00531683
Mobile Home	Evaporative or Swamp Cooler	Ducted Heat Pump	1990s	0	0	0	0	1	7	0	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heat Pump	1990s	0	0	0	0	1	10	0	0
Mobile Home	None	Ducted Heat Pump	1990s	0	0	0	0	1	10	42470.9	0
Mobile Home	Room AC	Ducted Heat Pump	1990s	0	0	0	0	1	83	44626.8	0
Mobile Home	Central AC	Ducted Heating	1990s	0	0	0	1	0	77	565162	0.00519749
Mobile Home	Ducted Heat Pump	Ducted Heating	1990s	0	0	0	0	1	121	0	0
Mobile Home	Evaporative or Swamp Cooler	Ducted Heating	1990s	0	0	0	0	1	19	19070.3	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heating	1990s	0	0	0	0	1	29	0	0
Mobile Home	None	Ducted Heating	1990s	0	0	0	1	0	15	88528.4	0.000911538
Mobile Home	Room AC	Ducted Heating	1990s	0	0	0	1	0	39	252310	0.00274573
Mobile Home	Central AC	Non-Ducted Heat Pump	1990s	0	0	0	0	1	26	5513.22	0
Mobile Home	Ducted Heat Pump	Non-Ducted Heat Pump	1990s	0	0	0	0	1	26	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1990s	0	0	0	0	1	2	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1990s	0	0	0	1	0	11	5808.92	6.82002e-05
Mobile Home	None	Non-Ducted Heat Pump	1990s	0	0	0	0	1	11	0	0
Mobile Home	Room AC	Non-Ducted Heat Pump	1990s	0	0	0	0	1	11	8088.1	0
Mobile Home	Central AC	Non-Ducted Heating	1990s	0	0	0	1	0	11	79415.5	0.0010127
Mobile Home	Ducted Heat Pump	Non-Ducted Heating	1990s	0	0	0	0	1	23	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heating	1990s	0	0	0	0	1	6	11748.3	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heating	1990s	0	0	0	0	1	10	0	0
Mobile Home	None	Non-Ducted Heating	1990s	0	0	0	1	0	10	49047.7	0.000508166
Mobile Home	Room AC	Non-Ducted Heating	1990s	0	0	0	1	0	27	197449	0.00186528
Mobile Home	Central AC	None	1990s	0	0	0	1	0	26	7985.57	8.13195e-05
Mobile Home	Ducted Heat Pump	None	1990s	0	0	0	0	1	26	0	0
Mobile Home	Evaporative or Swamp Cooler	None	1990s	0	0	0	0	1	1	0	0
Mobile Home	Non-Ducted Heat Pump	None	1990s	0	0	0	0	1	11	0	0
Mobile Home	None	None	1990s	0	0	0	1	0	11	5535.44	1.93624e-05
Mobile Home	Room AC	None	1990s	0	0	0	1	0	11	37249.5	1.15251e-05
Mobile Home	Central AC	Ducted Heat Pump	2000s	0	0	0	0	1	35	0	0
Mobile Home	Ducted Heat Pump	Ducted Heat Pump	2000s	0	0	0	1	0	35	225385	0.00277705
Mobile Home	Evaporative or Swamp Cooler	Ducted Heat Pump	2000s	0	0	0	0	1	4	0	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heat Pump	2000s	0	0	0	0	1	22	0	0
Mobile Home	None	Ducted Heat Pump	2000s	0	0	0	0	1	22	9836.52	0
Mobile Home	Room AC	Ducted Heat Pump	2000s	0	0	0	0	1	14	6295.43	0
Mobile Home	Central AC	Ducted Heating	2000s	0	0	0	1	0	71	453582	0.00470444
Mobile Home	Ducted Heat Pump	Ducted Heating	2000s	0	0	0	0	1	71	0	0
Mobile Home	Evaporative or Swamp Cooler	Ducted Heating	2000s	0	0	0	0	1	19	18836.9	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heating	2000s	0	0	0	0	1	22	0	0
Mobile Home	None	Ducted Heating	2000s	0	0	0	1	0	22	44612.5	0.000482878
Mobile Home	Room AC	Ducted Heating	2000s	0	0	0	1	0	13	41848.2	0.000288366
Mobile Home	Central AC	Non-Ducted Heat Pump	2000s	0	0	0	0	1	2	0	0
Mobile Home	Ducted Heat Pump	Non-Ducted Heat Pump	2000s	0	0	0	0	1	9	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	2000s	0	0	0	0	1	1	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heat Pump	2000s	0	0	0	1	0	19	3195.89	5.45922e-05
Mobile Home	None	Non-Ducted Heat Pump	2000s	0	0	0	0	1	19	0	0
Mobile Home	Room AC	Non-Ducted Heat Pump	2000s	0	0	0	0	1	19	0	0
Mobile Home	Central AC	Non-Ducted Heating	2000s	0	0	0	1	0	12	43445.8	0.00094612
Mobile Home	Ducted Heat Pump	Non-Ducted Heating	2000s	0	0	0	0	1	9	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heating	2000s	0	0	0	0	1	6	2278.66	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heating	2000s	0	0	0	0	1	17	0	0
Mobile Home	None	Non-Ducted Heating	2000s	0	0	0	1	0	17	26892.4	0.000150739
Mobile Home	Room AC	Non-Ducted Heating	2000s	0	0	0	1	0	12	71627.7	0.000439864
Mobile Home	Central AC	None	2000s	0	0	0	1	0	6	23864.7	5.81351e-05
Mobile Home	Ducted Heat Pump	None	2000s	0	0	0	0	1	9	0	0
Mobile Home	Evaporative or Swamp Cooler	None	2000s	0	0	0	0	1	1	0	0
Mobile Home	Non-Ducted Heat Pump	None	2000s	0	0	0	0	1	19	9950.11	0
Mobile Home	None	None	2000s	0	0	0	1	0	19	0	8.23664e-06
Mobile Home	Room AC	None	2000s	0	0	0	1	0	19	0	4.92182e-06
Mobile Home	Central AC	Ducted Heat Pump	2010s	0	0	0	0	1	22	0	0
Mobile Home	Ducted Heat Pump	Ducted Heat Pump	2010s	0	0	0	1	0	22	189392	0.00100173
Mobile Home	Evaporative or Swamp Cooler	Ducted Heat Pump	2010s	0	0	0	0	1	0	0	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heat Pump	2010s	0	0	0	0	1	14	0	0
Mobile Home	None	Ducted Heat Pump	2010s	0	0	0	0	1	14	0	0
Mobile Home	Room AC	Ducted Heat Pump	2010s	0	0	0	0	1	14	0	0
Mobile Home	Central AC	Ducted Heating	2010s	0	0	0	1	0	44	293871	0.00147898
Mobile Home	Ducted Heat Pump	Ducted Heating	2010s	0	0	0	0	1	44	0	0
Mobile Home	Evaporative or Swamp Cooler	Ducted Heating	2010s	0	0	0	0	1	19	0	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heating	2010s	0	0	0	0	1	14	13678.6	0
Mobile Home	None	Ducted Heating	2010s	0	0	0	1	0	14	29396.5	7.54434e-05
Mobile Home	Room AC	Ducted Heating	2010s	0	0	0	1	0	14	28039.1	7.22725e-05
Mobile Home	Central AC	Non-Ducted Heat Pump	2010s	0	0	0	0	1	2	0	0
Mobile Home	Ducted Heat Pump	Non-Ducted Heat Pump	2010s	0	0	0	0	1	5	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	2010s	0	0	0	0	1	0	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heat Pump	2010s	0	0	0	1	0	5	12762	6.97444e-05
Mobile Home	None	Non-Ducted Heat Pump	2010s	0	0	0	0	1	1	0	0
Mobile Home	Room AC	Non-Ducted Heat Pump	2010s	0	0	0	0	1	1	0	0
Mobile Home	Central AC	Non-Ducted Heating	2010s	0	0	0	1	0	12	35639.7	0.000191897
Mobile Home	Ducted Heat Pump	Non-Ducted Heating	2010s	0	0	0	0	1	5	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heating	2010s	0	0	0	0	1	6	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heating	2010s	0	0	0	0	1	1	0	0
Mobile Home	None	Non-Ducted Heating	2010s	0	0	0	1	0	34	13848.4	7.01531e-05
Mobile Home	Room AC	Non-Ducted Heating	2010s	0	0	0	1	0	12	0	3.17588e-05
Mobile Home	Central AC	None	2010s	0	0	0	1	0	6	0	1.91824e-05
Mobile Home	Ducted Heat Pump	None	2010s	0	0	0	0	1	5	0	0
Mobile Home	Evaporative or Swamp Cooler	None	2010s	0	0	0	0	1	1	0	0
Mobile Home	Non-Ducted Heat Pump	None	2010s	0	0	0	0	1	2	0	0
Mobile Home	None	None	2010s	0	0	0	1	0	3	0	4.18754e-06
Mobile Home	Room AC	None	2010s	0	0	0	1	0	10	13153.1	8.05253e-07
Mobile Home	Central AC	Ducted Heat Pump	<1940	0	0	0	0	1	4	0	0
Mobile Home	Ducted Heat Pump	Ducted Heat Pump	<1940	0	0	0	1	0	168	3036.83	3.59157e-05
Mobile Home	Evaporative or Swamp Cooler	Ducted Heat Pump	<1940	0	0	0	0	1	0	0	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heat Pump	<1940	0	0	0	0	1	2	0	0
Mobile Home	None	Ducted Heat Pump	<1940	0	0	0	0	1	13	0	0
Mobile Home	Room AC	Ducted Heat Pump	<1940	0	0	0	0	1	11	0	0
Mobile Home	Central AC	Ducted Heating	<1940	0	0	0	1	0	301	18142.3	0.000116542
Mobile Home	Ducted Heat Pump	Ducted Heating	<1940	0	0	0	0	1	4	0	0
Mobile Home	Evaporative or Swamp Cooler	Ducted Heating	<1940	0	0	0	0	1	19	0	0
Mobile Home	Non-Ducted Heat Pump	Ducted Heating	<1940	0	0	0	0	1	4	0	0
Mobile Home	None	Ducted Heating	<1940	0	0	0	1	0	77	22732.1	2.17093e-05
Mobile Home	Room AC	Ducted Heating	<1940	0	0	0	1	0	155	0	3.3646e-05
Mobile Home	Central AC	Non-Ducted Heat Pump	<1940	0	0	0	0	1	2	0	0
Mobile Home	Ducted Heat Pump	Non-Ducted Heat Pump	<1940	0	0	0	0	1	1	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	<1940	0	0	0	0	1	0	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heat Pump	<1940	0	0	0	1	0	5	0	8.83945e-06
Mobile Home	None	Non-Ducted Heat Pump	<1940	0	0	0	0	1	1	0	0
Mobile Home	Room AC	Non-Ducted Heat Pump	<1940	0	0	0	0	1	1	0	0
Mobile Home	Central AC	Non-Ducted Heating	<1940	0	0	0	1	0	45	3365.97	1.81327e-05
Mobile Home	Ducted Heat Pump	Non-Ducted Heating	<1940	0	0	0	0	1	1	0	0
Mobile Home	Evaporative or Swamp Cooler	Non-Ducted Heating	<1940	0	0	0	0	1	6	0	0
Mobile Home	Non-Ducted Heat Pump	Non-Ducted Heating	<1940	0	0	0	0	1	1	3494.82	0
Mobile Home	None	Non-Ducted Heating	<1940	0	0	0	1	0	34	0	2.51068e-05
Mobile Home	Room AC	Non-Ducted Heating	<1940	0	0	0	1	0	109	17044.6	6.98611e-05
Mobile Home	Central AC	None	<1940	0	0	0	1	0	6	0	1.65472e-05
Mobile Home	Ducted Heat Pump	None	<1940	0	0	0	0	1	1	0	0
Mobile Home	Evaporative or Swamp Cooler	None	<1940	0	0	0	0	1	1	0	0
Mobile Home	Non-Ducted Heat Pump	None	<1940	0	0	0	0	1	2	0	0
Mobile Home	None	None	<1940	0	0	0	1	0	3	0	2.87615e-05
Mobile Home	Room AC	None	<1940	0	0	0	1	0	10	0	1.1093e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1940s	0	0	0	0	1	47	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heat Pump	1940s	0	0	0	1	0	47	8216.15	0.000282393
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heat Pump	1940s	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heat Pump	1940s	0	0	0	0	1	24	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1940s	0	0	0	0	1	24	3817.28	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1940s	0	0	0	0	1	66	7869.85	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1940s	0.0552619	0.308628	0.185987	0.450124	0	32	94543.7	0.000618529
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heating	1940s	0	0	0	0	1	40	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heating	1940s	0	0	0	0	1	2	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heating	1940s	0	0	0	0	1	20	1464.03	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1940s	0	0	0.719816	0.280184	0	17	45917.4	0.000236448
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1940s	0	0	0.575192	0.424808	0	47	128048	0.00121025
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1940s	0	0	0	0	1	15	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heat Pump	1940s	0	0	0	0	1	15	0	0
