Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=2ft R5 Under, Horizontal	Option=2ft R10 Under, Horizontal	Option=4ft R5 Under, Horizontal	Option=2ft R5 Perimeter, Vertical	Option=2ft R10 Perimeter, Vertical	Option=R10 Whole Slab, Horizontal	sampling_probability
CR05	2010s	Multi-Family with 5+ Units	Vented Crawlspace	1	0	0	0	0	0	0	0	8.32471e-05
CR06	2010s	Multi-Family with 5+ Units	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000387757
CR07	2010s	Multi-Family with 5+ Units	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000269962
CR08	2010s	Multi-Family with 5+ Units	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000404953
CR09	2010s	Multi-Family with 5+ Units	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000738732
CR10	2010s	Multi-Family with 5+ Units	Vented Crawlspace	1	0	0	0	0	0	0	0	2.78786e-05
CR11	2010s	Multi-Family with 5+ Units	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00012724
CR02	<1940	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	3.44548e-05
CR03	<1940	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	7.21874e-05
CR04	<1940	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000115376
CR05	<1940	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	2.63815e-05
CR06	<1940	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	3.29136e-05
CR07	<1940	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000984508
CR08	<1940	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000332356
CR09	<1940	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000188051
CR10	<1940	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.15275e-05
CR11	<1940	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000360739
CR02	1940s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.00105e-05
CR03	1940s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.03547e-05
CR04	1940s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	4.17855e-05
CR05	1940s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	9.38381e-06
CR06	1940s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.69341e-05
CR07	1940s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000316823
CR08	1940s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000154301
CR09	1940s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000103788
CR10	1940s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	5.36758e-06
CR11	1940s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000207791
CR02	1950s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	2.02532e-05
CR03	1950s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.7692e-05
CR04	1950s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	6.08937e-05
CR05	1950s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	2.02216e-05
CR06	1950s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	2.22198e-05
CR07	1950s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000369485
CR08	1950s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00024109
CR09	1950s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00020571
CR10	1950s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.54639e-05
CR11	1950s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000304776
CR02	1960s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.30228e-05
CR03	1960s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.99007e-05
CR04	1960s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	6.97297e-05
CR05	1960s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	2.98838e-05
CR06	1960s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	4.78706e-05
CR07	1960s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000226527
CR08	1960s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000173956
CR09	1960s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000150348
CR10	1960s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.28536e-05
CR11	1960s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000216745
CR02	1970s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	3.51106e-05
CR03	1970s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	3.9595e-05
CR04	1970s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000144355
CR05	1970s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	9.94086e-05
CR06	1970s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00013457
CR07	1970s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000260585
CR08	1970s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000377256
CR09	1970s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000367228
CR10	1970s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	4.01598e-05
CR11	1970s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00050891
CR02	1980s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	5.29898e-05
CR03	1980s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	6.67275e-05
CR04	1980s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000106164
CR05	1980s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	5.52137e-05
CR06	1980s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000101587
CR07	1980s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00031328
CR08	1980s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000482247
CR09	1980s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000329302
CR10	1980s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	3.32623e-05
CR11	1980s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000322532
CR02	1990s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	7.22594e-05
CR03	1990s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	2.64123e-05
CR04	1990s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000147752
CR05	1990s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	4.89205e-05
CR06	1990s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000165029
CR07	1990s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000259388
CR08	1990s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000420298
CR09	1990s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000220884
CR10	1990s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	3.26378e-05
CR11	1990s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000156235
CR02	2000s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	7.93277e-05
CR03	2000s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.69008e-05
CR04	2000s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	5.3674e-05
CR05	2000s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	5.25458e-05
CR06	2000s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000204242
CR07	2000s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000136472
CR08	2000s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000279334
CR09	2000s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000371422
CR10	2000s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.95869e-05
CR11	2000s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	6.61078e-05
CR02	2010s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.95086e-05
CR03	2010s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	5.98538e-06
CR04	2010s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	1.04272e-05
CR05	2010s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	2.19678e-05
CR06	2010s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	6.00653e-05
CR07	2010s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	4.64189e-05
CR08	2010s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000120589
CR09	2010s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000126377
CR10	2010s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	4.71707e-06
CR11	2010s	Single-Family Attached	Vented Crawlspace	1	0	0	0	0	0	0	0	2.78506e-05
CR02	<1940	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00171152
CR03	<1940	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00112819
CR04	<1940	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00318795
CR05	<1940	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000656442
CR06	<1940	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00145892
CR07	<1940	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00300652
CR08	<1940	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00253651
CR09	<1940	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00592639
CR10	<1940	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000212357
CR11	<1940	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00290223
CR02	1940s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000394605
CR03	1940s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000263934
CR04	1940s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00111128
CR05	1940s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000256996
CR06	1940s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000521793
CR07	1940s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00103119
CR08	1940s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00142306
CR09	1940s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.0032955
CR10	1940s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000157713
CR11	1940s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00209383
CR02	1950s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000844457
CR03	1950s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000618593
CR04	1950s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.0024141
CR05	1950s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000585322
CR06	1950s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000800019
CR07	1950s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00252289
CR08	1950s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00297026
CR09	1950s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.007831
CR10	1950s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000401781
CR11	1950s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00502811
CR02	1960s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000377678
CR03	1960s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000484424
CR04	1960s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00177696
CR05	1960s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000516325
CR06	1960s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00111392
CR07	1960s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00167852
CR08	1960s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00272877
CR09	1960s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00599721
CR10	1960s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000302721
CR11	1960s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00247798
CR02	1970s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000489198
CR03	1970s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000463346
CR04	1970s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00182038
CR05	1970s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00100897
CR06	1970s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00169345
CR07	1970s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00142156
CR08	1970s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00329018
CR09	1970s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00790905
CR10	1970s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000483521
CR11	1970s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00254709
CR02	1980s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000367514
CR03	1980s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000356627
CR04	1980s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000808428
CR05	1980s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000377941
CR06	1980s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00125946
CR07	1980s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000901198
CR08	1980s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00228157
CR09	1980s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00436177
CR10	1980s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000332711
CR11	1980s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00141416
CR02	1990s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.0004807
CR03	1990s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000298879
CR04	1990s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00121375
CR05	1990s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00057125
CR06	1990s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00187367
CR07	1990s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00084782
CR08	1990s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00263256
CR09	1990s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00477261
CR10	1990s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000516657
CR11	1990s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00120887
CR02	2000s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000399056
CR03	2000s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000155012
CR04	2000s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000438988
CR05	2000s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000447951
CR06	2000s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00142061
CR07	2000s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.0004488
CR08	2000s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00183235
CR09	2000s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00471749
CR10	2000s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000387441
CR11	2000s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000649596
CR02	2010s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000126788
CR03	2010s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	4.29944e-05
CR04	2010s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000115118
CR05	2010s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000157861
CR06	2010s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000502979
CR07	2010s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000124817
CR08	2010s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000580189
CR09	2010s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.00169739
CR10	2010s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	8.24803e-05
CR11	2010s	Single-Family Detached	Vented Crawlspace	1	0	0	0	0	0	0	0	0.000142292
CR02	<1940	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	<1940	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	<1940	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	<1940	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	<1940	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	<1940	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	<1940	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	<1940	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	<1940	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	<1940	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1940s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1940s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1940s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1940s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1940s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1940s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1940s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1940s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1940s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1940s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1950s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1950s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1950s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1950s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1950s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1950s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1950s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1950s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1950s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1950s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1960s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1960s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1960s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1960s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1960s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1960s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1960s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1960s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1960s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1960s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1970s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1970s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1970s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1970s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1970s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1970s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1970s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1970s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1970s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1970s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1980s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1980s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1980s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1980s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1980s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1980s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1980s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1980s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1980s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1980s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1990s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1990s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1990s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1990s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1990s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1990s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1990s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1990s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1990s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1990s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	2000s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	2000s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	2000s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	2000s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	2000s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	2000s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	2000s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	2000s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	2000s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	2000s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	2010s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	2010s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	2010s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	2010s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	2010s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	2010s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	2010s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	2010s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	2010s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	2010s	Mobile Home	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
