Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Option=No	Option=Yes
CR08	<1950	Electricity	0.660000	0.340000
CR09	1950s	Electricity	0.740000	0.260000
CR09	1960s	Electricity	0.680000	0.320000
CR09	1970s	Electricity	0.610000	0.390000
CR09	1980s	Electricity	0.690000	0.310000
CR09	1990s	Electricity	0.610000	0.390000
CR09	2000s	Electricity	0.700000	0.300000
CR09	<1950	Electricity	0.640000	0.360000
CR10	1950s	Electricity	1.000000	0.000000
CR10	1960s	Electricity	0.680000	0.320000
CR10	1970s	Electricity	0.390000	0.610000
CR10	1980s	Electricity	0.540000	0.460000
CR10	1990s	Electricity	0.350000	0.650000
CR10	2000s	Electricity	0.420000	0.580000
CR10	<1950	Electricity	0.000000	1.000000
CR11	1950s	Electricity	0.900000	0.100000
CR11	1960s	Electricity	0.950000	0.050000
CR11	1970s	Electricity	0.930000	0.070000
CR11	1980s	Electricity	0.890000	0.110000
CR11	1990s	Electricity	0.960000	0.040000
CR11	2000s	Electricity	0.940000	0.060000
CR11	<1950	Electricity	0.940000	0.060000
CR02	1950s	Fuel Oil	1.000000	0.000000
CR02	1960s	Fuel Oil	1.000000	0.000000
CR02	1970s	Fuel Oil	1.000000	0.000000
CR02	1980s	Fuel Oil	1.000000	0.000000
CR02	1990s	Fuel Oil	1.000000	0.000000
CR02	2000s	Fuel Oil	1.000000	0.000000
CR02	<1950	Fuel Oil	1.000000	0.000000
CR05	1950s	Fuel Oil	1.000000	0.000000
CR05	1960s	Fuel Oil	1.000000	0.000000
CR05	1970s	Fuel Oil	1.000000	0.000000
CR05	1980s	Fuel Oil	1.000000	0.000000
CR05	1990s	Fuel Oil	1.000000	0.000000
CR05	2000s	Fuel Oil	1.000000	0.000000
CR05	<1950	Fuel Oil	1.000000	0.000000
CR03	1950s	Fuel Oil	1.000000	0.000000
CR03	1960s	Fuel Oil	1.000000	0.000000
CR03	1970s	Fuel Oil	1.000000	0.000000
CR03	1980s	Fuel Oil	1.000000	0.000000
CR03	1990s	Fuel Oil	1.000000	0.000000
CR03	2000s	Fuel Oil	1.000000	0.000000
CR03	<1950	Fuel Oil	1.000000	0.000000
CR04	1950s	Fuel Oil	1.000000	0.000000
CR04	1960s	Fuel Oil	1.000000	0.000000
CR04	1970s	Fuel Oil	1.000000	0.000000
CR04	1980s	Fuel Oil	1.000000	0.000000
CR04	1990s	Fuel Oil	1.000000	0.000000
CR04	2000s	Fuel Oil	1.000000	0.000000
CR04	<1950	Fuel Oil	1.000000	0.000000
CR06	1950s	Fuel Oil	1.000000	0.000000
CR06	1960s	Fuel Oil	1.000000	0.000000
CR06	1970s	Fuel Oil	1.000000	0.000000
CR06	1980s	Fuel Oil	1.000000	0.000000
CR06	1990s	Fuel Oil	1.000000	0.000000
CR06	2000s	Fuel Oil	1.000000	0.000000
CR06	<1950	Fuel Oil	1.000000	0.000000
CR07	1950s	Fuel Oil	1.000000	0.000000
CR07	1960s	Fuel Oil	1.000000	0.000000
CR07	1970s	Fuel Oil	1.000000	0.000000
CR07	1980s	Fuel Oil	1.000000	0.000000
CR07	1990s	Fuel Oil	1.000000	0.000000
CR07	2000s	Fuel Oil	1.000000	0.000000
CR07	<1950	Fuel Oil	1.000000	0.000000
CR08	1950s	Fuel Oil	1.000000	0.000000
CR08	1960s	Fuel Oil	1.000000	0.000000
CR08	1970s	Fuel Oil	1.000000	0.000000
CR08	1980s	Fuel Oil	1.000000	0.000000
CR08	1990s	Fuel Oil	1.000000	0.000000
CR08	2000s	Fuel Oil	1.000000	0.000000
CR08	<1950	Fuel Oil	1.000000	0.000000
CR09	1950s	Fuel Oil	1.000000	0.000000
CR09	1960s	Fuel Oil	1.000000	0.000000
CR09	1970s	Fuel Oil	1.000000	0.000000
CR09	1980s	Fuel Oil	1.000000	0.000000
CR09	1990s	Fuel Oil	1.000000	0.000000
CR09	2000s	Fuel Oil	1.000000	0.000000
CR09	<1950	Fuel Oil	1.000000	0.000000
CR10	1950s	Fuel Oil	1.000000	0.000000
CR10	1960s	Fuel Oil	1.000000	0.000000
CR10	1970s	Fuel Oil	1.000000	0.000000
CR10	1980s	Fuel Oil	1.000000	0.000000
CR10	1990s	Fuel Oil	1.000000	0.000000
CR10	2000s	Fuel Oil	1.000000	0.000000
CR10	<1950	Fuel Oil	1.000000	0.000000
CR11	1950s	Fuel Oil	1.000000	0.000000
CR11	1960s	Fuel Oil	1.000000	0.000000
CR11	1970s	Fuel Oil	1.000000	0.000000
CR11	1980s	Fuel Oil	1.000000	0.000000
CR11	1990s	Fuel Oil	1.000000	0.000000
CR11	2000s	Fuel Oil	1.000000	0.000000
CR11	<1950	Fuel Oil	1.000000	0.000000
CR02	1950s	Natural Gas	1.000000	0.000000
CR02	1960s	Natural Gas	1.000000	0.000000
CR02	1970s	Natural Gas	1.000000	0.000000
CR02	1980s	Natural Gas	1.000000	0.000000
CR02	1990s	Natural Gas	1.000000	0.000000
CR02	2000s	Natural Gas	1.000000	0.000000
CR02	<1950	Natural Gas	1.000000	0.000000
CR05	1950s	Natural Gas	1.000000	0.000000
CR05	1960s	Natural Gas	1.000000	0.000000
CR05	1970s	Natural Gas	1.000000	0.000000
CR05	1980s	Natural Gas	1.000000	0.000000
CR05	1990s	Natural Gas	1.000000	0.000000
CR05	2000s	Natural Gas	1.000000	0.000000
CR05	<1950	Natural Gas	1.000000	0.000000
CR03	1950s	Natural Gas	1.000000	0.000000
CR03	1960s	Natural Gas	1.000000	0.000000
CR03	1970s	Natural Gas	1.000000	0.000000
CR03	1980s	Natural Gas	1.000000	0.000000
CR03	1990s	Natural Gas	1.000000	0.000000
CR03	2000s	Natural Gas	1.000000	0.000000
CR03	<1950	Natural Gas	1.000000	0.000000
CR04	1950s	Natural Gas	1.000000	0.000000
CR04	1960s	Natural Gas	1.000000	0.000000
CR04	1970s	Natural Gas	1.000000	0.000000
CR04	1980s	Natural Gas	1.000000	0.000000
CR04	1990s	Natural Gas	1.000000	0.000000
CR04	2000s	Natural Gas	1.000000	0.000000
CR04	<1950	Natural Gas	1.000000	0.000000
CR06	1950s	Natural Gas	1.000000	0.000000
CR06	1960s	Natural Gas	1.000000	0.000000
CR06	1970s	Natural Gas	1.000000	0.000000
CR06	1980s	Natural Gas	1.000000	0.000000
CR06	1990s	Natural Gas	1.000000	0.000000
CR06	2000s	Natural Gas	1.000000	0.000000
CR06	<1950	Natural Gas	1.000000	0.000000
CR07	1950s	Natural Gas	1.000000	0.000000
CR07	1960s	Natural Gas	1.000000	0.000000
CR07	1970s	Natural Gas	1.000000	0.000000
CR07	1980s	Natural Gas	1.000000	0.000000
CR07	1990s	Natural Gas	1.000000	0.000000
CR07	2000s	Natural Gas	1.000000	0.000000
CR07	<1950	Natural Gas	1.000000	0.000000
CR08	1950s	Natural Gas	1.000000	0.000000
CR08	1960s	Natural Gas	1.000000	0.000000
CR08	1970s	Natural Gas	1.000000	0.000000
CR08	1980s	Natural Gas	1.000000	0.000000
CR08	1990s	Natural Gas	1.000000	0.000000
CR08	2000s	Natural Gas	1.000000	0.000000
CR08	<1950	Natural Gas	1.000000	0.000000
CR09	1950s	Natural Gas	1.000000	0.000000
CR09	1960s	Natural Gas	1.000000	0.000000
CR09	1970s	Natural Gas	1.000000	0.000000
CR09	1980s	Natural Gas	1.000000	0.000000
CR09	1990s	Natural Gas	1.000000	0.000000
CR09	2000s	Natural Gas	1.000000	0.000000
CR09	<1950	Natural Gas	1.000000	0.000000
CR10	1950s	Natural Gas	1.000000	0.000000
CR10	1960s	Natural Gas	1.000000	0.000000
CR10	1970s	Natural Gas	1.000000	0.000000
CR10	1980s	Natural Gas	1.000000	0.000000
CR10	1990s	Natural Gas	1.000000	0.000000
CR10	2000s	Natural Gas	1.000000	0.000000
CR10	<1950	Natural Gas	1.000000	0.000000
CR11	1950s	Natural Gas	1.000000	0.000000
CR11	1960s	Natural Gas	1.000000	0.000000
CR11	1970s	Natural Gas	1.000000	0.000000
CR11	1980s	Natural Gas	1.000000	0.000000
CR11	1990s	Natural Gas	1.000000	0.000000
CR11	2000s	Natural Gas	1.000000	0.000000
CR11	<1950	Natural Gas	1.000000	0.000000
CR02	1950s	None	1.000000	0.000000
CR02	1960s	None	1.000000	0.000000
CR02	1970s	None	1.000000	0.000000
CR02	1980s	None	1.000000	0.000000
CR02	1990s	None	1.000000	0.000000
CR02	2000s	None	1.000000	0.000000
CR02	<1950	None	1.000000	0.000000
CR05	1950s	None	1.000000	0.000000
CR05	1960s	None	1.000000	0.000000
CR05	1970s	None	1.000000	0.000000
CR05	1980s	None	1.000000	0.000000
CR05	1990s	None	1.000000	0.000000
CR05	2000s	None	1.000000	0.000000
CR05	<1950	None	1.000000	0.000000
CR03	1950s	None	1.000000	0.000000
CR03	1960s	None	1.000000	0.000000
CR03	1970s	None	1.000000	0.000000
CR03	1980s	None	1.000000	0.000000
CR03	1990s	None	1.000000	0.000000
CR03	2000s	None	1.000000	0.000000
CR03	<1950	None	1.000000	0.000000
CR04	1950s	None	1.000000	0.000000
CR04	1960s	None	1.000000	0.000000
CR04	1970s	None	1.000000	0.000000
CR04	1980s	None	1.000000	0.000000
CR04	1990s	None	1.000000	0.000000
CR04	2000s	None	1.000000	0.000000
CR04	<1950	None	1.000000	0.000000
CR06	1950s	None	1.000000	0.000000
CR06	1960s	None	1.000000	0.000000
CR06	1970s	None	1.000000	0.000000
CR06	1980s	None	1.000000	0.000000
CR06	1990s	None	1.000000	0.000000
CR06	2000s	None	1.000000	0.000000
CR06	<1950	None	1.000000	0.000000
CR07	1950s	None	1.000000	0.000000
CR07	1960s	None	1.000000	0.000000
CR07	1970s	None	1.000000	0.000000
CR07	1980s	None	1.000000	0.000000
CR07	1990s	None	1.000000	0.000000
CR07	2000s	None	1.000000	0.000000
CR07	<1950	None	1.000000	0.000000
CR08	1950s	None	1.000000	0.000000
CR08	1960s	None	1.000000	0.000000
CR08	1970s	None	1.000000	0.000000
CR08	1980s	None	1.000000	0.000000
CR08	1990s	None	1.000000	0.000000
CR08	2000s	None	1.000000	0.000000
CR08	<1950	None	1.000000	0.000000
CR09	1950s	None	1.000000	0.000000
CR09	1960s	None	1.000000	0.000000
CR09	1970s	None	1.000000	0.000000
CR09	1980s	None	1.000000	0.000000
CR09	1990s	None	1.000000	0.000000
CR09	2000s	None	1.000000	0.000000
CR09	<1950	None	1.000000	0.000000
CR10	1950s	None	1.000000	0.000000
CR10	1960s	None	1.000000	0.000000
CR10	1970s	None	1.000000	0.000000
CR10	1980s	None	1.000000	0.000000
CR10	1990s	None	1.000000	0.000000
CR10	2000s	None	1.000000	0.000000
CR10	<1950	None	1.000000	0.000000
CR11	1950s	None	1.000000	0.000000
CR11	1960s	None	1.000000	0.000000
CR11	1970s	None	1.000000	0.000000
CR11	1980s	None	1.000000	0.000000
CR11	1990s	None	1.000000	0.000000
CR11	2000s	None	1.000000	0.000000
CR11	<1950	None	1.000000	0.000000
CR02	1950s	Other Fuel	1.000000	0.000000
CR02	1960s	Other Fuel	1.000000	0.000000
CR02	1970s	Other Fuel	1.000000	0.000000
CR02	1980s	Other Fuel	1.000000	0.000000
CR02	1990s	Other Fuel	1.000000	0.000000
CR02	2000s	Other Fuel	1.000000	0.000000
CR02	<1950	Other Fuel	1.000000	0.000000
CR05	1950s	Other Fuel	1.000000	0.000000
CR05	1960s	Other Fuel	1.000000	0.000000
CR05	1970s	Other Fuel	1.000000	0.000000
CR05	1980s	Other Fuel	1.000000	0.000000
CR05	1990s	Other Fuel	1.000000	0.000000
CR05	2000s	Other Fuel	1.000000	0.000000
CR05	<1950	Other Fuel	1.000000	0.000000
CR03	1950s	Other Fuel	1.000000	0.000000
CR03	1960s	Other Fuel	1.000000	0.000000
CR03	1970s	Other Fuel	1.000000	0.000000
CR03	1980s	Other Fuel	1.000000	0.000000
CR03	1990s	Other Fuel	1.000000	0.000000
CR03	2000s	Other Fuel	1.000000	0.000000
CR03	<1950	Other Fuel	1.000000	0.000000
CR04	1950s	Other Fuel	1.000000	0.000000
CR04	1960s	Other Fuel	1.000000	0.000000
CR04	1970s	Other Fuel	1.000000	0.000000
CR04	1980s	Other Fuel	1.000000	0.000000
CR04	1990s	Other Fuel	1.000000	0.000000
CR04	2000s	Other Fuel	1.000000	0.000000
CR04	<1950	Other Fuel	1.000000	0.000000
CR06	1950s	Other Fuel	1.000000	0.000000
CR06	1960s	Other Fuel	1.000000	0.000000
CR06	1970s	Other Fuel	1.000000	0.000000
CR06	1980s	Other Fuel	1.000000	0.000000
CR06	1990s	Other Fuel	1.000000	0.000000
CR06	2000s	Other Fuel	1.000000	0.000000
CR06	<1950	Other Fuel	1.000000	0.000000
CR07	1950s	Other Fuel	1.000000	0.000000
CR07	1960s	Other Fuel	1.000000	0.000000
CR07	1970s	Other Fuel	1.000000	0.000000
CR07	1980s	Other Fuel	1.000000	0.000000
CR07	1990s	Other Fuel	1.000000	0.000000
CR07	2000s	Other Fuel	1.000000	0.000000
CR07	<1950	Other Fuel	1.000000	0.000000
CR08	1950s	Other Fuel	1.000000	0.000000
CR08	1960s	Other Fuel	1.000000	0.000000
CR08	1970s	Other Fuel	1.000000	0.000000
CR08	1980s	Other Fuel	1.000000	0.000000
CR08	1990s	Other Fuel	1.000000	0.000000
CR08	2000s	Other Fuel	1.000000	0.000000
CR08	<1950	Other Fuel	1.000000	0.000000
CR09	1950s	Other Fuel	1.000000	0.000000
CR09	1960s	Other Fuel	1.000000	0.000000
CR09	1970s	Other Fuel	1.000000	0.000000
CR09	1980s	Other Fuel	1.000000	0.000000
CR09	1990s	Other Fuel	1.000000	0.000000
CR09	2000s	Other Fuel	1.000000	0.000000
CR09	<1950	Other Fuel	1.000000	0.000000
CR10	1950s	Other Fuel	1.000000	0.000000
CR10	1960s	Other Fuel	1.000000	0.000000
CR10	1970s	Other Fuel	1.000000	0.000000
CR10	1980s	Other Fuel	1.000000	0.000000
CR10	1990s	Other Fuel	1.000000	0.000000
CR10	2000s	Other Fuel	1.000000	0.000000
CR10	<1950	Other Fuel	1.000000	0.000000
CR11	1950s	Other Fuel	1.000000	0.000000
CR11	1960s	Other Fuel	1.000000	0.000000
CR11	1970s	Other Fuel	1.000000	0.000000
CR11	1980s	Other Fuel	1.000000	0.000000
CR11	1990s	Other Fuel	1.000000	0.000000
CR11	2000s	Other Fuel	1.000000	0.000000
CR11	<1950	Other Fuel	1.000000	0.000000
CR02	1950s	Propane	1.000000	0.000000
CR02	1960s	Propane	1.000000	0.000000
CR02	1970s	Propane	1.000000	0.000000
CR02	1980s	Propane	1.000000	0.000000
CR02	1990s	Propane	1.000000	0.000000
CR02	2000s	Propane	1.000000	0.000000
CR02	<1950	Propane	1.000000	0.000000
CR05	1950s	Propane	1.000000	0.000000
CR05	1960s	Propane	1.000000	0.000000
CR05	1970s	Propane	1.000000	0.000000
CR05	1980s	Propane	1.000000	0.000000
CR05	1990s	Propane	1.000000	0.000000
CR05	2000s	Propane	1.000000	0.000000
CR05	<1950	Propane	1.000000	0.000000
CR03	1950s	Propane	1.000000	0.000000
CR03	1960s	Propane	1.000000	0.000000
CR03	1970s	Propane	1.000000	0.000000
CR03	1980s	Propane	1.000000	0.000000
CR03	1990s	Propane	1.000000	0.000000
CR03	2000s	Propane	1.000000	0.000000
CR03	<1950	Propane	1.000000	0.000000
CR04	1950s	Propane	1.000000	0.000000
CR04	1960s	Propane	1.000000	0.000000
CR04	1970s	Propane	1.000000	0.000000
CR04	1980s	Propane	1.000000	0.000000
CR04	1990s	Propane	1.000000	0.000000
CR04	2000s	Propane	1.000000	0.000000
CR04	<1950	Propane	1.000000	0.000000
CR06	1950s	Propane	1.000000	0.000000
CR06	1960s	Propane	1.000000	0.000000
CR06	1970s	Propane	1.000000	0.000000
CR06	1980s	Propane	1.000000	0.000000
CR06	1990s	Propane	1.000000	0.000000
CR06	2000s	Propane	1.000000	0.000000
CR06	<1950	Propane	1.000000	0.000000
CR07	1950s	Propane	1.000000	0.000000
CR07	1960s	Propane	1.000000	0.000000
CR07	1970s	Propane	1.000000	0.000000
CR07	1980s	Propane	1.000000	0.000000
CR07	1990s	Propane	1.000000	0.000000
CR07	2000s	Propane	1.000000	0.000000
CR07	<1950	Propane	1.000000	0.000000
CR08	1950s	Propane	1.000000	0.000000
CR08	1960s	Propane	1.000000	0.000000
CR08	1970s	Propane	1.000000	0.000000
CR08	1980s	Propane	1.000000	0.000000
CR08	1990s	Propane	1.000000	0.000000
CR08	2000s	Propane	1.000000	0.000000
CR08	<1950	Propane	1.000000	0.000000
CR09	1950s	Propane	1.000000	0.000000
CR09	1960s	Propane	1.000000	0.000000
CR09	1970s	Propane	1.000000	0.000000
CR09	1980s	Propane	1.000000	0.000000
CR09	1990s	Propane	1.000000	0.000000
CR09	2000s	Propane	1.000000	0.000000
CR09	<1950	Propane	1.000000	0.000000
CR10	1950s	Propane	1.000000	0.000000
CR10	1960s	Propane	1.000000	0.000000
CR10	1970s	Propane	1.000000	0.000000
CR10	1980s	Propane	1.000000	0.000000
CR10	1990s	Propane	1.000000	0.000000
CR10	2000s	Propane	1.000000	0.000000
CR10	<1950	Propane	1.000000	0.000000
CR11	1950s	Propane	1.000000	0.000000
CR11	1960s	Propane	1.000000	0.000000
CR11	1970s	Propane	1.000000	0.000000
CR11	1980s	Propane	1.000000	0.000000
CR11	1990s	Propane	1.000000	0.000000
CR11	2000s	Propane	1.000000	0.000000
CR11	<1950	Propane	1.000000	0.000000
