Dependency=Location	Dependency=Cooling Setpoint Has Offset	Option=0F	Option=2F	Option=5F	Option=9F
OR_Salem-McNary.Field.726940	Yes	0.000000	0.458484	0.428619	0.112897
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Yes	0.000000	0.542244	0.337119	0.120636
PA_Bradford.Rgnl.AP.725266	Yes	0.000000	0.542244	0.337119	0.120636
PA_Erie.Intl.AP.725260	Yes	0.000000	0.542244	0.337119	0.120636
PA_Harrisburg-Capital.City.AP.725118	Yes	0.000000	0.542244	0.337119	0.120636
PA_Philadelphia.Intl.AP.724080	Yes	0.000000	0.458484	0.428619	0.112897
PA_Pittsburgh.Intl.AP.725200	Yes	0.000000	0.542244	0.337119	0.120636
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Yes	0.000000	0.599826	0.308978	0.091196
PA_Williamsport.Rgnl.AP.725140	Yes	0.000000	0.542244	0.337119	0.120636
RI_Providence-T.F.Green.State.AP.725070	Yes	0.000000	0.542244	0.337119	0.120636
SC_Charleston.Intl.AP.722080	Yes	0.000000	0.538703	0.333870	0.127427
SC_Columbia.Metro.AP.723100	Yes	0.000000	0.524991	0.292206	0.182802
SC_Greer.Greenville-Spartanburg.AP.723120	Yes	0.000000	0.524991	0.292206	0.182802
SD_Huron.Rgnl.AP.726540	Yes	0.000000	0.599826	0.308978	0.091196
SD_Pierre.Muni.AP.726686	Yes	0.000000	0.599826	0.308978	0.091196
SD_Rapid.City.Rgnl.AP.726620	Yes	0.000000	0.599826	0.308978	0.091196
SD_Sioux.Falls-Foss.Field.726510	Yes	0.000000	0.599826	0.308978	0.091196
TN_Bristol-TriCities.Rgnl.AP.723183	Yes	0.000000	0.524991	0.292206	0.182802
TN_Chattanooga-Lovell.Field.AP.723240	Yes	0.000000	0.524991	0.292206	0.182802
TN_Knoxville-McGhee.Tyson.AP.723260	Yes	0.000000	0.524991	0.292206	0.182802
TN_Memphis.Intl.AP.723340	Yes	0.000000	0.524991	0.292206	0.182802
TN_Nashville.Intl.AP.723270	Yes	0.000000	0.524991	0.292206	0.182802
TX_Abilene.Rgnl.AP.722660	Yes	0.000000	0.538703	0.333870	0.127427
TX_Amarillo.Intl.AP.723630	Yes	0.000000	0.524991	0.292206	0.182802
TX_Austin-Mueller.Muni.AP.722540	Yes	0.000000	0.538703	0.333870	0.127427
TX_Brownsville-South.Padre.Island.AP.722500	Yes	0.000000	0.538703	0.333870	0.127427
TX_Corpus.Christi.Intl.AP.722510	Yes	0.000000	0.538703	0.333870	0.127427
TX_Dallas-Fort.Worth.Intl.AP.722590	Yes	0.000000	0.538703	0.333870	0.127427
TX_El.Paso.Intl.AP.722700	Yes	0.000000	0.538703	0.333870	0.127427
TX_Houston-Bush.Intercontinental.AP.722430	Yes	0.000000	0.538703	0.333870	0.127427
TX_Lubbock.Intl.AP.722670	Yes	0.000000	0.524991	0.292206	0.182802
TX_Lufkin-Angelina.Co.AP.722446	Yes	0.000000	0.538703	0.333870	0.127427
TX_Midland.Intl.AP.722650	Yes	0.000000	0.538703	0.333870	0.127427
TX_Port.Arthur-Jefferson.Co.AP.722410	Yes	0.000000	0.538703	0.333870	0.127427
TX_San.Angelo-Mathis.AP.722630	Yes	0.000000	0.538703	0.333870	0.127427
TX_San.Antonio.Intl.AP.722530	Yes	0.000000	0.538703	0.333870	0.127427
TX_Victoria.Rgnl.AP.722550	Yes	0.000000	0.538703	0.333870	0.127427
TX_Waco.Rgnl.AP.722560	Yes	0.000000	0.538703	0.333870	0.127427
TX_Wichita.Falls.Muni.AP.723510	Yes	0.000000	0.538703	0.333870	0.127427
UT_Cedar.City.Muni.AP.724755	Yes	0.000000	0.542244	0.337119	0.120636
UT_Salt.Lake.City.Intl.AP.725720	Yes	0.000000	0.599826	0.308978	0.091196
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Yes	0.000000	0.458484	0.428619	0.112897
VA_Norfolk.Intl.AP.723080	Yes	0.000000	0.524991	0.292206	0.182802
VA_Richmond.Intl.AP.724010	Yes	0.000000	0.458484	0.428619	0.112897
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Yes	0.000000	0.458484	0.428619	0.112897
VA_Sterling-Washington.Dulles.Intl.AP.724030	Yes	0.000000	0.458484	0.428619	0.112897
VT_Burlington.Intl.AP.726170	Yes	0.000000	0.599826	0.308978	0.091196
WA_Olympia.AP.727920	Yes	0.000000	0.458484	0.428619	0.112897
WA_Quillayute.State.AP.727970	Yes	0.000000	0.542244	0.337119	0.120636
WA_Seattle-Tacoma.Intl.AP.727930	Yes	0.000000	0.458484	0.428619	0.112897
WA_Spokane.Intl.AP.727850	Yes	0.000000	0.599826	0.308978	0.091196
WA_Yakima.Air.Terminal-McAllister.Field.727810	Yes	0.000000	0.542244	0.337119	0.120636
WI_Eau.Claire.County.AP.726435	Yes	0.000000	0.599826	0.308978	0.091196
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Yes	0.000000	0.599826	0.308978	0.091196
WI_La.Crosse.Muni.AP.726430	Yes	0.000000	0.599826	0.308978	0.091196
WI_Madison-Dane.County.Rgnl.AP.726410	Yes	0.000000	0.599826	0.308978	0.091196
WI_Milwaukee-Mitchell.Intl.AP.726400	Yes	0.000000	0.599826	0.308978	0.091196
WV_Charleston-Yeager.AP.724140	Yes	0.000000	0.458484	0.428619	0.112897
WV_Elkins-Randolph.County.AP.724170	Yes	0.000000	0.458484	0.428619	0.112897
WV_Huntington-Tri.State.Walker.Long.Field.724250	Yes	0.000000	0.458484	0.428619	0.112897
WY_Casper-Natrona.County.Intl.AP.725690	Yes	0.000000	0.599826	0.308978	0.091196
WY_Cheyenne.Muni.AP.725640	Yes	0.000000	0.599826	0.308978	0.091196
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Yes	0.000000	0.599826	0.308978	0.091196
WY_Lander-Hunt.Field.725760	Yes	0.000000	0.599826	0.308978	0.091196
WY_Sheridan.County.AP.726660	Yes	0.000000	0.599826	0.308978	0.091196
AL_Birmingham.Muni.AP.722280	No	1.000000	0.000000	0.000000	0.000000
AL_Huntsville.Intl.AP-Jones.Field.723230	No	1.000000	0.000000	0.000000	0.000000
AL_Mobile-Rgnl.AP.722230	No	1.000000	0.000000	0.000000	0.000000
AL_Montgomery-Dannelly.Field.722260	No	1.000000	0.000000	0.000000	0.000000
AR_Fort.Smith.Rgnl.AP.723440	No	1.000000	0.000000	0.000000	0.000000
AR_Little.Rock-Adams.Field.723403	No	1.000000	0.000000	0.000000	0.000000
AZ_Flagstaff-Pulliam.AP.723755	No	1.000000	0.000000	0.000000	0.000000
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	No	1.000000	0.000000	0.000000	0.000000
AZ_Prescott-Love.Field.723723	No	1.000000	0.000000	0.000000	0.000000
AZ_Tucson.Intl.AP.722740	No	1.000000	0.000000	0.000000	0.000000
CA_Arcata.AP.725945	No	1.000000	0.000000	0.000000	0.000000
CA_Bakersfield-Meadows.Field.723840	No	1.000000	0.000000	0.000000	0.000000
CA_Fresno.Air.Terminal.723890	No	1.000000	0.000000	0.000000	0.000000
CA_Long.Beach-Daugherty.Field.722970	No	1.000000	0.000000	0.000000	0.000000
CA_Los.Angeles.Intl.AP.722950	No	1.000000	0.000000	0.000000	0.000000
CA_Sacramento.Exec.AP.724830	No	1.000000	0.000000	0.000000	0.000000
CA_San.Diego-Lindbergh.Field.722900	No	1.000000	0.000000	0.000000	0.000000
CA_San.Francisco.Intl.AP.724940	No	1.000000	0.000000	0.000000	0.000000
CA_Santa.Maria.Public.AP.723940	No	1.000000	0.000000	0.000000	0.000000
CO_Alamosa.Muni.AP.724620	No	1.000000	0.000000	0.000000	0.000000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	No	1.000000	0.000000	0.000000	0.000000
CO_Colorado.Springs-Peterson.Field.724660	No	1.000000	0.000000	0.000000	0.000000
CO_Eagle.County.Rgnl.AP.724675	No	1.000000	0.000000	0.000000	0.000000
CO_Grand.Junction-Walker.Field.724760	No	1.000000	0.000000	0.000000	0.000000
CO_Pueblo.Mem.AP.724640	No	1.000000	0.000000	0.000000	0.000000
CT_Bridgeport-Sikorsky.Mem.AP.725040	No	1.000000	0.000000	0.000000	0.000000
CT_Hartford-Bradley.Intl.AP.725080	No	1.000000	0.000000	0.000000	0.000000
DE_Wilmington-New.Castle.County.AP.724089	No	1.000000	0.000000	0.000000	0.000000
FL_Daytona.Beach.Intl.AP.722056	No	1.000000	0.000000	0.000000	0.000000
FL_Jacksonville.Intl.AP.722060	No	1.000000	0.000000	0.000000	0.000000
FL_Key.West.Intl.AP.722010	No	1.000000	0.000000	0.000000	0.000000
FL_Miami.Intl.AP.722020	No	1.000000	0.000000	0.000000	0.000000
FL_Orlando.Intl.AP.722050	No	1.000000	0.000000	0.000000	0.000000
FL_Tallahassee.Rgnl.AP.722140	No	1.000000	0.000000	0.000000	0.000000
FL_West.Palm.Beach.Intl.AP.722030	No	1.000000	0.000000	0.000000	0.000000
GA_Athens-Ben.Epps.AP.723110	No	1.000000	0.000000	0.000000	0.000000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	No	1.000000	0.000000	0.000000	0.000000
GA_Augusta-Bush-Field.722180	No	1.000000	0.000000	0.000000	0.000000
GA_Columbus.Metro.AP.722255	No	1.000000	0.000000	0.000000	0.000000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	No	1.000000	0.000000	0.000000	0.000000
GA_Savannah.Intl.AP.722070	No	1.000000	0.000000	0.000000	0.000000
IA_Des.Moines.Intl.AP.725460	No	1.000000	0.000000	0.000000	0.000000
IA_Mason.City.Muni.AP.725485	No	1.000000	0.000000	0.000000	0.000000
IA_Sioux.City-Sioux.Gateway.AP.725570	No	1.000000	0.000000	0.000000	0.000000
IA_Waterloo.Muni.AP.725480	No	1.000000	0.000000	0.000000	0.000000
ID_Boise.Air.Terminal.726810	No	1.000000	0.000000	0.000000	0.000000
ID_Pocatello.Muni.AP.725780	No	1.000000	0.000000	0.000000	0.000000
IL_Chicago-OHare.Intl.AP.725300	No	1.000000	0.000000	0.000000	0.000000
IL_Moline-Quad.City.Intl.AP.725440	No	1.000000	0.000000	0.000000	0.000000
IL_Peoria-Greater.Peoria.AP.725320	No	1.000000	0.000000	0.000000	0.000000
IL_Rockford-Greater.Rockford.AP.725430	No	1.000000	0.000000	0.000000	0.000000
IL_Springfield-Capital.AP.724390	No	1.000000	0.000000	0.000000	0.000000
IN_Evansville.Rgnl.AP.724320	No	1.000000	0.000000	0.000000	0.000000
IN_Fort.Wayne.Intl.AP.725330	No	1.000000	0.000000	0.000000	0.000000
IN_Indianapolis.Intl.AP.724380	No	1.000000	0.000000	0.000000	0.000000
IN_South.Bend-Michiana.Rgnl.AP.725350	No	1.000000	0.000000	0.000000	0.000000
KS_Dodge.City.Rgnl.AP.724510	No	1.000000	0.000000	0.000000	0.000000
KS_Goodland-Renner.Field.724650	No	1.000000	0.000000	0.000000	0.000000
KS_Topeka-Phillip.Billard.Muni.AP.724560	No	1.000000	0.000000	0.000000	0.000000
KS_Wichita-Mid.Continent.AP.724500	No	1.000000	0.000000	0.000000	0.000000
KY_Cincinnati-Northern.Kentucky.AP.724210	No	1.000000	0.000000	0.000000	0.000000
KY_Lexington-Bluegrass.AP.724220	No	1.000000	0.000000	0.000000	0.000000
KY_Louisville-Standiford.Field.724230	No	1.000000	0.000000	0.000000	0.000000
LA_Baton.Rouge-Ryan.AP.722317	No	1.000000	0.000000	0.000000	0.000000
LA_Lake.Charles.Rgnl.AP.722400	No	1.000000	0.000000	0.000000	0.000000
LA_New.Orleans.Intl.AP.722310	No	1.000000	0.000000	0.000000	0.000000
LA_Shreveport.Rgnl.AP.722480	No	1.000000	0.000000	0.000000	0.000000
MA_Boston-Logan.Intl.AP.725090	No	1.000000	0.000000	0.000000	0.000000
MA_Worcester.Rgnl.AP.725095	No	1.000000	0.000000	0.000000	0.000000
MD_Baltimore-Washington.Intl.AP.724060	No	1.000000	0.000000	0.000000	0.000000
ME_Caribou.Muni.AP.727120	No	1.000000	0.000000	0.000000	0.000000
ME_Portland.Intl.Jetport.726060	No	1.000000	0.000000	0.000000	0.000000
MI_Alpena.County.Rgnl.AP.726390	No	1.000000	0.000000	0.000000	0.000000
MI_Detroit.Metro.AP.725370	No	1.000000	0.000000	0.000000	0.000000
MI_Flint-Bishop.Intl.AP.726370	No	1.000000	0.000000	0.000000	0.000000
MI_Grand.Rapids-Kent.County.Intl.AP.726350	No	1.000000	0.000000	0.000000	0.000000
MI_Houghton-Lake.Roscommon.County.AP.726380	No	1.000000	0.000000	0.000000	0.000000
MI_Lansing-Capital.City.AP.725390	No	1.000000	0.000000	0.000000	0.000000
MI_Muskegon.County.AP.726360	No	1.000000	0.000000	0.000000	0.000000
MI_Sault.Ste.Marie-Sanderson.Field.727340	No	1.000000	0.000000	0.000000	0.000000
MI_Traverse.City-Cherry.Capital.AP.726387	No	1.000000	0.000000	0.000000	0.000000
MN_Duluth.Intl.AP.727450	No	1.000000	0.000000	0.000000	0.000000
MN_International.Falls.Intl.AP.727470	No	1.000000	0.000000	0.000000	0.000000
MN_Minneapolis-St.Paul.Intl.AP.726580	No	1.000000	0.000000	0.000000	0.000000
MN_Rochester.Intl.AP.726440	No	1.000000	0.000000	0.000000	0.000000
MN_St.Cloud.Muni.AP.726550	No	1.000000	0.000000	0.000000	0.000000
MO_Columbia.Rgnl.AP.724450	No	1.000000	0.000000	0.000000	0.000000
MO_Kansas.City.Intl.AP.724460	No	1.000000	0.000000	0.000000	0.000000
MO_Springfield.Rgnl.AP.724400	No	1.000000	0.000000	0.000000	0.000000
MO_St.Louis-Lambert.Intl.AP.724340	No	1.000000	0.000000	0.000000	0.000000
MS_Jackson.Intl.AP.722350	No	1.000000	0.000000	0.000000	0.000000
MS_Meridian-Key.Field.722340	No	1.000000	0.000000	0.000000	0.000000
MT_Billings-Logan.Intl.AP.726770	No	1.000000	0.000000	0.000000	0.000000
MT_Cut.Bank.Muni.AP.727796	No	1.000000	0.000000	0.000000	0.000000
MT_Glasgow.Intl.AP.727680	No	1.000000	0.000000	0.000000	0.000000
