Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Option=1 Pane	Option=2+ Pane	Option=No Windows	Count	Weight
CR03	1970s	Single-Family Detached	1	0	0	0	0
CR03	1980s	Mobile Home	1	0	0	0	0
CR03	1980s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR03	1980s	Multi-Family with 5+ Units	1	0	0	0	0
CR03	1980s	Single-Family Attached	1	0	0	0	0
CR03	1980s	Single-Family Detached	1	0	0	0	0
CR03	1990s	Mobile Home	1	0	0	0	0
CR03	1990s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR03	1990s	Multi-Family with 5+ Units	1	0	0	0	0
CR03	1990s	Single-Family Attached	1	0	0	0	0
CR03	1990s	Single-Family Detached	1	0	0	0	0
CR03	2000s	Mobile Home	1	0	0	0	0
CR03	2000s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR03	2000s	Multi-Family with 5+ Units	1	0	0	0	0
CR03	2000s	Single-Family Attached	1	0	0	0	0
CR03	2000s	Single-Family Detached	1	0	0	0	0
CR03	2010s	Mobile Home	1	0	0	0	0
CR03	2010s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR03	2010s	Multi-Family with 5+ Units	1	0	0	0	0
CR03	2010s	Single-Family Attached	1	0	0	0	0
CR03	2010s	Single-Family Detached	1	0	0	0	0
CR04	<1940	Mobile Home	1	0	0	0	0
CR04	<1940	Multi-Family with 2 - 4 Units	0.493647	0.506352	0	205	2122334.44
CR04	<1940	Multi-Family with 5+ Units	0.436376	0.563622	0	185	1850540.616
CR04	<1940	Single-Family Attached	0.440072	0.559923	0	87	869626.6432
CR04	<1940	Single-Family Detached	0.401976	0.59707	0.000953	543	5996297.814
CR04	1940s	Mobile Home	1	0	0	0	0
CR04	1940s	Multi-Family with 2 - 4 Units	0.493647	0.506352	0	205	2122334.44
CR04	1940s	Multi-Family with 5+ Units	0.436376	0.563622	0	185	1850540.616
CR04	1940s	Single-Family Attached	0.440072	0.559923	0	87	869626.6432
CR04	1940s	Single-Family Detached	0.401976	0.59707	0.000953	543	5996297.814
CR04	1950s	Mobile Home	1	0	0	0	0
CR04	1950s	Multi-Family with 2 - 4 Units	0.3381	0.661894	0	55	701953.3942
CR04	1950s	Multi-Family with 5+ Units	0.371406	0.628586	0	49	519834.1457
CR04	1950s	Single-Family Attached	0.478654	0.521328	0	24	223492.7568
CR04	1950s	Single-Family Detached	0.257332	0.736852	0.005815	376	4295787.526
CR04	1960s	Mobile Home	0.378581	0.621367	0	8	76890.87621
CR04	1960s	Multi-Family with 2 - 4 Units	0.465733	0.53426	0	44	598075.8774
CR04	1960s	Multi-Family with 5+ Units	0.557967	0.442029	0	86	1029776.796
CR04	1960s	Single-Family Attached	0.324723	0.675256	0	24	189995.6104
CR04	1960s	Single-Family Detached	0.241803	0.756271	0.001924	240	2772143.557
CR04	1970s	Mobile Home	0.769145	0.230841	0	23	285518.7965
CR04	1970s	Multi-Family with 2 - 4 Units	0.440039	0.559953	0	41	475772.6587
CR04	1970s	Multi-Family with 5+ Units	0.348995	0.651002	0	104	1308808.091
CR04	1970s	Single-Family Attached	0.03997	0.960019	0	31	355579.5481
CR04	1970s	Single-Family Detached	0.247678	0.74798	0.004341	202	2444154.555
CR04	1980s	Mobile Home	0.470955	0.529034	0	22	367130.2687
CR04	1980s	Multi-Family with 2 - 4 Units	0.458167	0.541818	0	23	262391.7435
CR04	1980s	Multi-Family with 5+ Units	0.301252	0.698743	0	81	889784.917
CR04	1980s	Single-Family Attached	0.217249	0.782742	0	58	469824.8436
CR04	1980s	Single-Family Detached	0.243514	0.747838	0.008646	167	1992885.359
CR04	1990s	Mobile Home	0.454187	0.545796	0	16	243210.4417
CR04	1990s	Multi-Family with 2 - 4 Units	0.357711	0.642266	0	11	171574.0255
CR04	1990s	Multi-Family with 5+ Units	0.242789	0.757205	0	46	688215.2937
CR04	1990s	Single-Family Attached	0.315609	0.684371	0	18	200829.9279
CR04	1990s	Single-Family Detached	0.09623	0.89477	0.008998	164	1973929.391
CR04	2000s	Mobile Home	0.562048	0.437881	0	3	56157.29372
CR04	2000s	Multi-Family with 2 - 4 Units	0.102177	0.897775	0	8	84291.48193
CR04	2000s	Multi-Family with 5+ Units	0.108949	0.891044	0	45	563972.8442
CR04	2000s	Single-Family Attached	0.020371	0.979608	0	22	190235.5077
CR04	2000s	Single-Family Detached	0.08831	0.911688	0	163	2080569.959
CR04	2010s	Mobile Home	0.562048	0.437881	0	3	56157.29372
CR04	2010s	Multi-Family with 2 - 4 Units	0.102177	0.897775	0	8	84291.48193
CR04	2010s	Multi-Family with 5+ Units	0.108949	0.891044	0	45	563972.8442
CR04	2010s	Single-Family Attached	0.020371	0.979608	0	22	190235.5077
CR04	2010s	Single-Family Detached	0.08831	0.911688	0	163	2080569.959
CR05	<1940	Mobile Home	1	0	0	0	0
CR05	<1940	Multi-Family with 2 - 4 Units	0.537664	0.462087	0	2	20048.22723
CR05	<1940	Multi-Family with 5+ Units	0.540533	0.45911	0	2	14012.45888
CR05	<1940	Single-Family Attached	0.344838	0.654824	0	3	14774.16004
CR05	<1940	Single-Family Detached	0.385643	0.614345	0	32	403337.8409
CR05	1940s	Mobile Home	1	0	0	0	0
CR05	1940s	Multi-Family with 2 - 4 Units	0.537664	0.462087	0	2	20048.22723
CR05	1940s	Multi-Family with 5+ Units	0.540533	0.45911	0	2	14012.45888
CR05	1940s	Single-Family Attached	0.344838	0.654824	0	3	14774.16004
CR05	1940s	Single-Family Detached	0.385643	0.614345	0	32	403337.8409
CR05	1950s	Mobile Home	1	0	0	0	0
CR05	1950s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR05	1950s	Multi-Family with 5+ Units	0.999102	0	0	1	5565.541157
CR05	1950s	Single-Family Attached	0.353571	0.646216	0	3	23460.86104
CR05	1950s	Single-Family Detached	0.268084	0.731899	0	26	292676.9273
CR05	1960s	Mobile Home	0.402935	0.596833	0	3	21564.36792
CR05	1960s	Multi-Family with 2 - 4 Units	0.186287	0.813565	0	4	33835.77291
CR05	1960s	Multi-Family with 5+ Units	0.460929	0.538612	0	2	10885.82036
CR05	1960s	Single-Family Attached	0.664381	0.335172	0	2	11163.97343
CR05	1960s	Single-Family Detached	0.218121	0.781843	0	15	135881.6282
CR05	1970s	Mobile Home	0.212783	0.787165	0	6	96189.84515
CR05	1970s	Multi-Family with 2 - 4 Units	0.770756	0.229131	0	7	44414.82136
CR05	1970s	Multi-Family with 5+ Units	0.566873	0.433066	0	12	81459.54688
CR05	1970s	Single-Family Attached	0.351077	0.648804	0	7	42267.45708
CR05	1970s	Single-Family Detached	0.18752	0.812472	0	86	573854.0632
CR05	1980s	Mobile Home	0.99972	0	0	2	17825.83085
CR05	1980s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR05	1980s	Multi-Family with 5+ Units	0.362068	0.637902	0	19	169251.7942
CR05	1980s	Single-Family Attached	0.359113	0.640819	0	18	74191.55045
CR05	1980s	Single-Family Detached	0.10822	0.891771	0	51	526527.0407
CR05	1990s	Mobile Home	0.634008	0.365849	0	5	34878.97227
CR05	1990s	Multi-Family with 2 - 4 Units	0.056099	0.943841	0	5	83325.8767
CR05	1990s	Multi-Family with 5+ Units	0.088256	0.911656	0	8	56873.60622
CR05	1990s	Single-Family Attached	0.272897	0.727024	0	11	63468.06583
CR05	1990s	Single-Family Detached	0.176398	0.823592	0	51	492764.419
CR05	2000s	Mobile Home	0.307869	0.692061	0	3	71011.84041
CR05	2000s	Multi-Family with 2 - 4 Units	0	0.999434	0	2	8824.637368
CR05	2000s	Multi-Family with 5+ Units	0.699849	0.300025	0	4	39574.19728
CR05	2000s	Single-Family Attached	0	0.999924	0	11	65938.84677
CR05	2000s	Single-Family Detached	0.025501	0.974487	0	42	390742.0091
CR05	2010s	Mobile Home	0.307869	0.692061	0	3	71011.84041
CR05	2010s	Multi-Family with 2 - 4 Units	0	0.999434	0	2	8824.637368
CR05	2010s	Multi-Family with 5+ Units	0.699849	0.300025	0	4	39574.19728
CR05	2010s	Single-Family Attached	0	0.999924	0	11	65938.84677
CR05	2010s	Single-Family Detached	0.025501	0.974487	0	42	390742.0091
CR06	<1940	Mobile Home	1	0	0	0	0
CR06	<1940	Multi-Family with 2 - 4 Units	0.589423	0.226486	0.183975	5	51825.41108
CR06	<1940	Multi-Family with 5+ Units	0.602201	0.217012	0.180683	5	57887.28473
CR06	<1940	Single-Family Attached	0.538906	0.460933	0	4	37380.33695
CR06	<1940	Single-Family Detached	0.590388	0.352002	0.057595	40	407336.0734
CR06	1940s	Mobile Home	1	0	0	0	0
CR06	1940s	Multi-Family with 2 - 4 Units	0.589423	0.226486	0.183975	5	51825.41108
CR06	1940s	Multi-Family with 5+ Units	0.602201	0.217012	0.180683	5	57887.28473
CR06	1940s	Single-Family Attached	0.538906	0.460933	0	4	37380.33695
CR06	1940s	Single-Family Detached	0.590388	0.352002	0.057595	40	407336.0734
CR06	1950s	Mobile Home	0.999645	0	0	1	16873.12954
CR06	1950s	Multi-Family with 2 - 4 Units	0.662573	0.337306	0	6	49534.90564
CR06	1950s	Multi-Family with 5+ Units	0.29439	0.705528	0	6	72605.73236
CR06	1950s	Single-Family Attached	0	0.999245	0	1	7942.958043
CR06	1950s	Single-Family Detached	0.345538	0.654441	0	28	284195.7901
CR06	1960s	Mobile Home	0.999775	0	0	2	26605.51209
CR06	1960s	Multi-Family with 2 - 4 Units	0.562263	0.437538	0	3	30119.79441
CR06	1960s	Multi-Family with 5+ Units	0.694393	0.305572	0	15	172119.8561
CR06	1960s	Single-Family Attached	0.999522	0	0	2	12553.0256
CR06	1960s	Single-Family Detached	0.274029	0.725956	0	42	417558.7772
CR06	1970s	Mobile Home	0.441777	0.558188	0	15	170271.9932
CR06	1970s	Multi-Family with 2 - 4 Units	0.690842	0.309093	0	9	92154.85303
CR06	1970s	Multi-Family with 5+ Units	0.42077	0.34472	0.234477	16	182279.8639
CR06	1970s	Single-Family Attached	0.662566	0.337111	0	3	18612.5238
CR06	1970s	Single-Family Detached	0.331906	0.668075	0	35	321497.6894
CR06	1980s	Mobile Home	0.255115	0.744822	0	9	95615.69648
CR06	1980s	Multi-Family with 2 - 4 Units	0.197652	0.802258	0	7	66682.74898
CR06	1980s	Multi-Family with 5+ Units	0.216852	0.78312	0	19	213047.2077
CR06	1980s	Single-Family Attached	0.135907	0.863991	0	8	58938.46601
CR06	1980s	Single-Family Detached	0.233316	0.766669	0	41	396413.168
CR06	1990s	Mobile Home	0	0.999905	0	6	62829.09406
CR06	1990s	Multi-Family with 2 - 4 Units	0.500989	0.498882	0	4	46188.56796
CR06	1990s	Multi-Family with 5+ Units	0.133784	0.866181	0	15	170625.3404
CR06	1990s	Single-Family Attached	0	0.99926	0	1	8107.240499
CR06	1990s	Single-Family Detached	0.122768	0.858215	0.019005	49	487417.4182
CR06	2000s	Mobile Home	0	0.999504	0	1	12102.54009
CR06	2000s	Multi-Family with 2 - 4 Units	0	0.999843	0	4	38236.61627
CR06	2000s	Multi-Family with 5+ Units	0.116036	0.76785	0.116036	7	77631.1812
CR06	2000s	Single-Family Attached	0.169709	0.830161	0	6	46110.78153
CR06	2000s	Single-Family Detached	0.017861	0.964267	0.017861	51	518638.422
CR06	2010s	Mobile Home	0	0.999504	0	1	12102.54009
CR06	2010s	Multi-Family with 2 - 4 Units	0	0.999843	0	4	38236.61627
CR06	2010s	Multi-Family with 5+ Units	0.116036	0.76785	0.116036	7	77631.1812
CR06	2010s	Single-Family Attached	0.169709	0.830161	0	6	46110.78153
CR06	2010s	Single-Family Detached	0.017861	0.964267	0.017861	51	518638.422
CR07	<1940	Mobile Home	1	0	0	0	0
CR07	<1940	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR07	<1940	Multi-Family with 5+ Units	1	0	0	0	0
CR07	<1940	Single-Family Attached	1	0	0	0	0
CR07	<1940	Single-Family Detached	1	0	0	0	0
CR07	1940s	Mobile Home	1	0	0	0	0
CR07	1940s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR07	1940s	Multi-Family with 5+ Units	1	0	0	0	0
CR07	1940s	Single-Family Attached	1	0	0	0	0
CR07	1940s	Single-Family Detached	1	0	0	0	0
CR07	1950s	Mobile Home	1	0	0	0	0
CR07	1950s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR07	1950s	Multi-Family with 5+ Units	1	0	0	0	0
CR07	1950s	Single-Family Attached	1	0	0	0	0
CR07	1950s	Single-Family Detached	1	0	0	0	0
CR07	1960s	Mobile Home	1	0	0	0	0
CR07	1960s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR07	1960s	Multi-Family with 5+ Units	1	0	0	0	0
CR07	1960s	Single-Family Attached	1	0	0	0	0
CR07	1960s	Single-Family Detached	1	0	0	0	0
CR07	1970s	Mobile Home	1	0	0	0	0
CR07	1970s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR07	1970s	Multi-Family with 5+ Units	1	0	0	0	0
CR07	1970s	Single-Family Attached	1	0	0	0	0
CR07	1970s	Single-Family Detached	1	0	0	0	0
CR07	1980s	Mobile Home	1	0	0	0	0
CR07	1980s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR07	1980s	Multi-Family with 5+ Units	1	0	0	0	0
CR07	1980s	Single-Family Attached	1	0	0	0	0
CR07	1980s	Single-Family Detached	1	0	0	0	0
CR07	1990s	Mobile Home	1	0	0	0	0
CR07	1990s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR07	1990s	Multi-Family with 5+ Units	1	0	0	0	0
CR07	1990s	Single-Family Attached	1	0	0	0	0
CR07	1990s	Single-Family Detached	1	0	0	0	0
CR07	2000s	Mobile Home	1	0	0	0	0
CR07	2000s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR07	2000s	Multi-Family with 5+ Units	1	0	0	0	0
CR07	2000s	Single-Family Attached	1	0	0	0	0
CR07	2000s	Single-Family Detached	1	0	0	0	0
CR07	2010s	Mobile Home	1	0	0	0	0
CR07	2010s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR07	2010s	Multi-Family with 5+ Units	1	0	0	0	0
CR07	2010s	Single-Family Attached	1	0	0	0	0
CR07	2010s	Single-Family Detached	1	0	0	0	0
CR08	<1940	Mobile Home	1	0	0	0	0
CR08	<1940	Multi-Family with 2 - 4 Units	0.67595	0.323991	0	13	136217.2335
CR08	<1940	Multi-Family with 5+ Units	0.476144	0.523824	0	23	255196.3484
CR08	<1940	Single-Family Attached	0.368668	0.631288	0	20	179812.0202
CR08	<1940	Single-Family Detached	0.571228	0.426694	0.002072	208	1416592.139
CR08	1940s	Mobile Home	1	0	0	0	0
CR08	1940s	Multi-Family with 2 - 4 Units	0.67595	0.323991	0	13	136217.2335
CR08	1940s	Multi-Family with 5+ Units	0.476144	0.523824	0	23	255196.3484
CR08	1940s	Single-Family Attached	0.368668	0.631288	0	20	179812.0202
CR08	1940s	Single-Family Detached	0.571228	0.426694	0.002072	208	1416592.139
CR08	1950s	Mobile Home	1	0	0	0	0
CR08	1950s	Multi-Family with 2 - 4 Units	0.787996	0.211842	0	8	49426.29646
CR08	1950s	Multi-Family with 5+ Units	0.54121	0.458713	0	11	103536.2935
CR08	1950s	Single-Family Attached	0.560638	0.364614	0.07469	16	138288.912
CR08	1950s	Single-Family Detached	0.416731	0.58326	0	144	896347.9627
CR08	1960s	Mobile Home	0.999687	0	0	3	25578.28393
CR08	1960s	Multi-Family with 2 - 4 Units	0.770579	0.229274	0	8	54301.18009
CR08	1960s	Multi-Family with 5+ Units	0.736958	0.262992	0	13	159382.3322
CR08	1960s	Single-Family Attached	0.674609	0.324959	0	5	18486.52415
CR08	1960s	Single-Family Detached	0.434261	0.557074	0.008658	169	1136045.046
CR08	1970s	Mobile Home	0.673151	0.326824	0	28	317598.9116
CR08	1970s	Multi-Family with 2 - 4 Units	0.686112	0.313818	0	21	113688.8411
CR08	1970s	Multi-Family with 5+ Units	0.496481	0.503501	0	47	436358.604
CR08	1970s	Single-Family Attached	0.292951	0.706959	0	16	89737.53962
CR08	1970s	Single-Family Detached	0.350737	0.637366	0.01189	187	1089069.278
CR08	1980s	Mobile Home	0.599405	0.400562	0	21	244505.9798
CR08	1980s	Multi-Family with 2 - 4 Units	0.049009	0.950918	0	12	109576.9706
CR08	1980s	Multi-Family with 5+ Units	0.594363	0.405611	0	36	298642.6898
CR08	1980s	Single-Family Attached	0.359213	0.640757	0	31	273977.2007
CR08	1980s	Single-Family Detached	0.206966	0.793027	0	149	1121320.159
CR08	1990s	Mobile Home	0.59013	0.409844	0	25	302059.3357
CR08	1990s	Multi-Family with 2 - 4 Units	0.545204	0.454718	0	16	103539.5952
CR08	1990s	Multi-Family with 5+ Units	0.500927	0.49905	0	36	347584.4685
CR08	1990s	Single-Family Attached	0.23205	0.767901	0	24	164193.7529
CR08	1990s	Single-Family Detached	0.101691	0.898303	0	183	1426602.65
CR08	2000s	Mobile Home	0.298309	0.701654	0	13	216281.9734
CR08	2000s	Multi-Family with 2 - 4 Units	0.455537	0.544197	0	5	30107.07853
CR08	2000s	Multi-Family with 5+ Units	0.23131	0.76867	0	50	398885.9801
CR08	2000s	Single-Family Attached	0.320493	0.679465	0	34	187431.9601
CR08	2000s	Single-Family Detached	0.105949	0.882322	0.011722	177	1154235.459
CR08	2010s	Mobile Home	0.298309	0.701654	0	13	216281.9734
CR08	2010s	Multi-Family with 2 - 4 Units	0.455537	0.544197	0	5	30107.07853
CR08	2010s	Multi-Family with 5+ Units	0.23131	0.76867	0	50	398885.9801
CR08	2010s	Single-Family Attached	0.320493	0.679465	0	34	187431.9601
CR08	2010s	Single-Family Detached	0.105949	0.882322	0.011722	177	1154235.459
CR09	<1940	Mobile Home	1	0	0	0	0
CR09	<1940	Multi-Family with 2 - 4 Units	0.801916	0.198042	0	20	214444.9784
CR09	<1940	Multi-Family with 5+ Units	0.87917	0.120774	0	19	162433.6653
CR09	<1940	Single-Family Attached	0.911828	0.088095	0	14	117198.3399
CR09	<1940	Single-Family Detached	0.670577	0.326509	0.002909	204	2164358.016
CR09	1940s	Mobile Home	1	0	0	0	0
CR09	1940s	Multi-Family with 2 - 4 Units	0.801916	0.198042	0	20	214444.9784
CR09	1940s	Multi-Family with 5+ Units	0.87917	0.120774	0	19	162433.6653
CR09	1940s	Single-Family Attached	0.911828	0.088095	0	14	117198.3399
CR09	1940s	Single-Family Detached	0.670577	0.326509	0.002909	204	2164358.016
CR09	1950s	Mobile Home	0.720456	0.279408	0	4	65875.42277
CR09	1950s	Multi-Family with 2 - 4 Units	0.885802	0.11415	0	19	188189.6641
CR09	1950s	Multi-Family with 5+ Units	0.718317	0.281635	0	22	189093.3706
CR09	1950s	Single-Family Attached	0.801267	0.19862	0	10	79831.11098
CR09	1950s	Single-Family Detached	0.683959	0.27515	0.040887	242	2343689.028
CR09	1960s	Mobile Home	0.999936	0	0	12	141057.1163
CR09	1960s	Multi-Family with 2 - 4 Units	0.77436	0.225593	0	20	192248.0678
CR09	1960s	Multi-Family with 5+ Units	0.748659	0.251325	0	58	542118.9328
CR09	1960s	Single-Family Attached	0.629768	0.370176	0	20	161985.002
CR09	1960s	Single-Family Detached	0.698874	0.29415	0.006972	238	2448000.909
CR09	1970s	Mobile Home	0.889642	0.110342	0	40	561857.5655
CR09	1970s	Multi-Family with 2 - 4 Units	0.77143	0.228547	0	40	401664.0607
CR09	1970s	Multi-Family with 5+ Units	0.835268	0.164724	0	112	1054787.432
CR09	1970s	Single-Family Attached	0.605536	0.394419	0	25	200391.5336
CR09	1970s	Single-Family Detached	0.572655	0.421914	0.005428	326	3111499.307
CR09	1980s	Mobile Home	0.751532	0.248457	0	55	831787.4985
CR09	1980s	Multi-Family with 2 - 4 Units	0.730115	0.269864	0	48	419602.5708
CR09	1980s	Multi-Family with 5+ Units	0.730106	0.262893	0.006993	120	1116999.711
CR09	1980s	Single-Family Attached	0.537878	0.440954	0.021135	38	275940.4169
CR09	1980s	Single-Family Detached	0.476475	0.508785	0.014737	348	3304929.763
CR09	1990s	Mobile Home	0.60152	0.398471	0	65	1064220.184
CR09	1990s	Multi-Family with 2 - 4 Units	0.593226	0.406742	0	32	278531.4842
CR09	1990s	Multi-Family with 5+ Units	0.580837	0.419152	0	76	783542.6587
CR09	1990s	Single-Family Attached	0.53663	0.417719	0.045588	22	140277.4477
CR09	1990s	Single-Family Detached	0.409844	0.57712	0.013034	396	3902584.068
CR09	2000s	Mobile Home	0.446088	0.553891	0	35	446165.8156
CR09	2000s	Multi-Family with 2 - 4 Units	0.328383	0.671559	0	19	153806.1928
CR09	2000s	Multi-Family with 5+ Units	0.417086	0.582903	0	77	825020.6021
CR09	2000s	Single-Family Attached	0.190768	0.809204	0	43	319081.5387
CR09	2000s	Single-Family Detached	0.245907	0.743305	0.010786	513	5038215.524
CR09	2010s	Mobile Home	0.446088	0.553891	0	35	446165.8156
CR09	2010s	Multi-Family with 2 - 4 Units	0.328383	0.671559	0	19	153806.1928
CR09	2010s	Multi-Family with 5+ Units	0.417086	0.582903	0	77	825020.6021
CR09	2010s	Single-Family Attached	0.190768	0.809204	0	43	319081.5387
CR09	2010s	Single-Family Detached	0.245907	0.743305	0.010786	513	5038215.524
CR10	<1940	Mobile Home	1	0	0	0	0
CR10	<1940	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR10	<1940	Multi-Family with 5+ Units	0.998153	0	0	1	5403.89631
CR10	<1940	Single-Family Attached	1	0	0	0	0
CR10	<1940	Single-Family Detached	0.624481	0.375391	0	6	77936.27259
CR10	1940s	Mobile Home	1	0	0	0	0
CR10	1940s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR10	1940s	Multi-Family with 5+ Units	0.998153	0	0	1	5403.89631
CR10	1940s	Single-Family Attached	1	0	0	0	0
CR10	1940s	Single-Family Detached	0.624481	0.375391	0	6	77936.27259
CR10	1950s	Mobile Home	0.999346	0	0	1	15282.66603
CR10	1950s	Multi-Family with 2 - 4 Units	0	0.998985	0	1	9844.422535
CR10	1950s	Multi-Family with 5+ Units	1	0	0	0	0
CR10	1950s	Single-Family Attached	0.999405	0	0	2	16785.24583
CR10	1950s	Single-Family Detached	0.609543	0.32966	0.060739	14	170307.6028
CR10	1960s	Mobile Home	0.693225	0.306456	0	3	31382.25359
CR10	1960s	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR10	1960s	Multi-Family with 5+ Units	0.999204	0	0	1	12549.29767
CR10	1960s	Single-Family Attached	1	0	0	0	0
CR10	1960s	Single-Family Detached	0.735077	0.186919	0.077934	14	142118.2737
CR10	1970s	Mobile Home	0.66698	0.332921	0	10	100601.3715
CR10	1970s	Multi-Family with 2 - 4 Units	0.62496	0.374857	0	6	54642.27774
