Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	source_count	source_weight
AL, 00200	5 to 9 Unit	0.000000	0.000000	0.034746	0.100420	0.142039	0.352806	0.263078	0.106911	0.000000	84.000000	2619.000000
AL, 00200	50 or more Unit	0.000000	0.000000	0.182254	0.350120	0.091127	0.160671	0.088729	0.127098	0.000000	25.000000	417.000000
AL, 00200	Mobile Home	0.000478	0.000000	0.036832	0.082062	0.276694	0.365878	0.176668	0.058411	0.002976	593.000000	18815.000000
AL, 00200	Single-Family Attached	0.000000	0.009272	0.136424	0.051656	0.058940	0.039073	0.369536	0.335099	0.000000	66.000000	1510.000000
AL, 00200	Single-Family Detached	0.016749	0.031757	0.060326	0.096147	0.119267	0.221414	0.324533	0.107651	0.022155	5478.000000	142990.000000
AL, 00301	10 to 19 Unit	0.007065	0.008075	0.060434	0.071284	0.216124	0.224830	0.258264	0.153924	0.000000	195.000000	7926.000000
AL, 00301	2 Unit	0.003992	0.037924	0.044910	0.492515	0.105788	0.219561	0.095309	0.000000	0.000000	49.000000	2004.000000
AL, 00301	20 to 49 Unit	0.000000	0.004165	0.052065	0.030892	0.256161	0.178063	0.330788	0.147865	0.000000	78.000000	2881.000000
AL, 00301	3 or 4 Unit	0.000000	0.034502	0.088395	0.163958	0.320787	0.218420	0.125178	0.048760	0.000000	103.000000	3507.000000
AL, 00301	5 to 9 Unit	0.000000	0.007949	0.090643	0.206945	0.125645	0.179752	0.302887	0.086180	0.000000	180.000000	7171.000000
AL, 00301	50 or more Unit	0.000000	0.011217	0.049916	0.134605	0.253505	0.261918	0.194055	0.094784	0.000000	77.000000	1783.000000
AL, 00301	Mobile Home	0.000000	0.000000	0.066594	0.007962	0.146580	0.695259	0.078538	0.005067	0.000000	66.000000	2763.000000
AL, 00301	Single-Family Attached	0.000000	0.000000	0.016489	0.135106	0.387234	0.051064	0.278191	0.131915	0.000000	80.000000	1880.000000
AL, 00301	Single-Family Detached	0.006530	0.059975	0.161532	0.117798	0.128197	0.215454	0.242636	0.059376	0.008503	3958.000000	90205.000000
AL, 00302	10 to 19 Unit	0.000000	0.007371	0.052334	0.470762	0.225061	0.111548	0.066093	0.062162	0.004668	148.000000	4070.000000
AL, 00302	2 Unit	0.149319	0.122071	0.218256	0.299728	0.025886	0.090736	0.004905	0.000000	0.089101	120.000000	3670.000000
AL, 00302	20 to 49 Unit	0.000000	0.019021	0.307568	0.334682	0.126265	0.071631	0.112100	0.028733	0.000000	86.000000	2471.000000
AL, 00302	3 or 4 Unit	0.044539	0.139712	0.102117	0.239797	0.212193	0.194412	0.030821	0.004572	0.031837	225.000000	5905.000000
AL, 00302	5 to 9 Unit	0.008551	0.053596	0.156971	0.254390	0.277905	0.076348	0.088258	0.027791	0.056192	276.000000	6549.000000
AL, 00302	50 or more Unit	0.025953	0.054114	0.097736	0.283269	0.118167	0.152402	0.071231	0.150745	0.046383	101.000000	1811.000000
AL, 00302	Mobile Home	0.000000	0.000000	0.000000	0.114312	0.252788	0.513476	0.064591	0.047862	0.006970	82.000000	2152.000000
AL, 00302	Single-Family Attached	0.000000	0.065757	0.265509	0.188586	0.305211	0.093052	0.062655	0.013027	0.006203	96.000000	1612.000000
AL, 00302	Single-Family Detached	0.044383	0.163357	0.283567	0.165261	0.142961	0.078546	0.057903	0.024132	0.039891	3938.000000	68788.000000
AL, 00400	10 to 19 Unit	0.000000	0.000000	0.123077	0.271795	0.410256	0.051282	0.143590	0.000000	0.000000	16.000000	195.000000
AL, 00400	2 Unit	0.001039	0.050208	0.210526	0.224723	0.100762	0.277701	0.122230	0.000000	0.012812	140.000000	2888.000000
AL, 00400	20 to 49 Unit	0.000000	0.000000	0.060000	0.053333	0.393333	0.000000	0.406667	0.086667	0.000000	9.000000	150.000000
AL, 00400	3 or 4 Unit	0.000000	0.042701	0.145978	0.231380	0.214499	0.265144	0.093347	0.006951	0.000000	57.000000	1007.000000
AL, 00400	5 to 9 Unit	0.028269	0.000000	0.000000	0.170789	0.392226	0.260895	0.111896	0.035925	0.000000	75.000000	1698.000000
AL, 00400	50 or more Unit	0.000000	0.000000	0.000000	0.000000	0.048980	0.755102	0.195918	0.000000	0.000000	12.000000	245.000000
AL, 00400	Mobile Home	0.000000	0.011914	0.044863	0.102790	0.215973	0.450844	0.154225	0.017132	0.002260	1238.000000	24341.000000
AL, 00400	Single-Family Attached	0.019318	0.009091	0.107955	0.310227	0.104545	0.321591	0.026136	0.065909	0.035227	60.000000	880.000000
AL, 00400	Single-Family Detached	0.052804	0.073420	0.114489	0.243456	0.126263	0.159860	0.136766	0.030968	0.061974	5177.000000	79501.000000
AL, 00500	10 to 19 Unit	0.024221	0.005190	0.100346	0.365052	0.110727	0.048443	0.262976	0.010381	0.072664	80.000000	578.000000
AL, 00500	2 Unit	0.008874	0.207509	0.158362	0.254608	0.199317	0.041638	0.090785	0.000000	0.038908	244.000000	1465.000000
AL, 00500	20 to 49 Unit	0.000000	0.097902	0.000000	0.251748	0.265734	0.055944	0.090909	0.167832	0.069930	32.000000	143.000000
AL, 00500	3 or 4 Unit	0.008547	0.012263	0.123003	0.217763	0.279450	0.307692	0.037904	0.005203	0.008175	175.000000	2691.000000
AL, 00500	5 to 9 Unit	0.000000	0.010905	0.016155	0.478595	0.198304	0.196688	0.095315	0.004039	0.000000	221.000000	2476.000000
AL, 00500	50 or more Unit	0.000000	0.439286	0.014286	0.382143	0.000000	0.021429	0.064286	0.000000	0.078571	23.000000	280.000000
AL, 00500	Mobile Home	0.000000	0.004401	0.014869	0.101880	0.238298	0.494799	0.130084	0.015669	0.000000	793.000000	14998.000000
AL, 00500	Single-Family Attached	0.036918	0.025682	0.041734	0.317817	0.224719	0.032103	0.276083	0.038523	0.006421	80.000000	623.000000
AL, 00500	Single-Family Detached	0.029356	0.083993	0.131018	0.159804	0.120393	0.169454	0.206226	0.061253	0.038502	7513.000000	91293.000000
AL, 00600	10 to 19 Unit	0.000000	0.028422	0.211668	0.209424	0.255049	0.267764	0.027674	0.000000	0.000000	41.000000	1337.000000
AL, 00600	2 Unit	0.013344	0.055880	0.079233	0.114262	0.269391	0.344454	0.050042	0.000000	0.073394	49.000000	1199.000000
AL, 00600	20 to 49 Unit	0.000000	0.060829	0.137327	0.027650	0.336406	0.072811	0.273733	0.000000	0.091244	36.000000	1085.000000
AL, 00600	3 or 4 Unit	0.000000	0.091033	0.016365	0.156495	0.194340	0.197409	0.297647	0.016706	0.030003	96.000000	2933.000000
AL, 00600	5 to 9 Unit	0.003556	0.031778	0.078000	0.113556	0.395333	0.194000	0.132000	0.036889	0.014889	136.000000	4500.000000
AL, 00600	50 or more Unit	0.026866	0.028358	0.237313	0.319403	0.253731	0.134328	0.000000	0.000000	0.000000	28.000000	670.000000
AL, 00600	Mobile Home	0.000000	0.000198	0.017573	0.046679	0.285863	0.453024	0.170726	0.025938	0.000000	767.000000	20202.000000
AL, 00600	Single-Family Attached	0.000000	0.000000	0.039646	0.092366	0.186841	0.467735	0.213412	0.000000	0.000000	126.000000	2371.000000
AL, 00600	Single-Family Detached	0.040050	0.087355	0.153927	0.189798	0.159106	0.145988	0.131803	0.033044	0.058928	5361.000000	105043.000000
AL, 00700	10 to 19 Unit	0.000000	0.094758	0.112903	0.453629	0.195565	0.074597	0.000000	0.000000	0.068548	24.000000	496.000000
AL, 00700	2 Unit	0.009541	0.304711	0.172928	0.090042	0.337507	0.038163	0.047108	0.000000	0.000000	75.000000	1677.000000
AL, 00700	20 to 49 Unit	0.000000	0.000000	0.000000	0.024145	0.245473	0.181087	0.503018	0.046278	0.000000	27.000000	497.000000
AL, 00700	3 or 4 Unit	0.000000	0.140735	0.361220	0.149335	0.102424	0.101642	0.105551	0.039093	0.000000	52.000000	1279.000000
AL, 00700	5 to 9 Unit	0.000000	0.031383	0.201085	0.162340	0.266563	0.260752	0.077877	0.000000	0.000000	98.000000	2581.000000
AL, 00700	50 or more Unit	0.106667	0.000000	0.066667	0.520000	0.280000	0.000000	0.000000	0.026667	0.000000	10.000000	150.000000
AL, 00700	Mobile Home	0.003274	0.000645	0.012154	0.094107	0.202550	0.428862	0.173827	0.081010	0.003572	1062.000000	20158.000000
AL, 00700	Single-Family Attached	0.000000	0.054487	0.089744	0.179487	0.314103	0.112179	0.153846	0.000000	0.096154	30.000000	312.000000
AL, 00700	Single-Family Detached	0.059092	0.080244	0.132928	0.184337	0.119475	0.193296	0.147904	0.029169	0.053554	3914.000000	68977.000000
AL, 00800	10 to 19 Unit	0.000000	0.000000	0.000000	0.186047	0.172093	0.355814	0.146512	0.139535	0.000000	17.000000	430.000000
AL, 00800	2 Unit	0.000000	0.216629	0.218917	0.073989	0.020595	0.185355	0.136537	0.000000	0.147979	57.000000	1311.000000
AL, 00800	20 to 49 Unit	0.000000	0.000000	0.207469	0.023513	0.650069	0.020747	0.034578	0.063624	0.000000	22.000000	723.000000
AL, 00800	3 or 4 Unit	0.019948	0.003469	0.103209	0.048569	0.210755	0.221162	0.273200	0.116219	0.003469	54.000000	1153.000000
AL, 00800	5 to 9 Unit	0.000000	0.000000	0.044110	0.050565	0.278644	0.395912	0.102743	0.128026	0.000000	50.000000	1859.000000
AL, 00800	50 or more Unit	0.000000	0.000000	0.212500	0.200000	0.350000	0.000000	0.237500	0.000000	0.000000	9.000000	80.000000
AL, 00800	Mobile Home	0.000000	0.000757	0.025105	0.084159	0.220284	0.448109	0.204991	0.016595	0.000000	1371.000000	33021.000000
AL, 00800	Single-Family Attached	0.000000	0.063354	0.044720	0.057143	0.227329	0.119255	0.269565	0.089441	0.129193	37.000000	805.000000
AL, 00800	Single-Family Detached	0.035803	0.060078	0.064951	0.157059	0.111781	0.190357	0.300954	0.047752	0.031265	4323.000000	95410.000000
AL, 00900	10 to 19 Unit	0.000000	0.024740	0.037760	0.295573	0.428385	0.140625	0.041667	0.000000	0.031250	40.000000	768.000000
AL, 00900	2 Unit	0.235756	0.014735	0.085462	0.397839	0.050098	0.027505	0.080550	0.057957	0.050098	62.000000	1018.000000
AL, 00900	20 to 49 Unit	0.000000	0.195382	0.049734	0.142096	0.250444	0.044405	0.104796	0.092362	0.120782	27.000000	563.000000
AL, 00900	3 or 4 Unit	0.022472	0.088483	0.231273	0.151217	0.216760	0.176498	0.044944	0.000000	0.068352	95.000000	2136.000000
AL, 00900	5 to 9 Unit	0.007913	0.057864	0.160237	0.242334	0.405539	0.082591	0.001484	0.010880	0.031157	86.000000	2022.000000
AL, 00900	50 or more Unit	0.000000	0.000000	0.029851	0.537313	0.042289	0.144279	0.000000	0.000000	0.246269	28.000000	402.000000
AL, 00900	Mobile Home	0.001867	0.002075	0.009648	0.089117	0.215790	0.473597	0.195456	0.012449	0.000000	531.000000	9639.000000
AL, 00900	Single-Family Attached	0.106195	0.155752	0.026549	0.000000	0.495575	0.092035	0.000000	0.000000	0.123894	25.000000	565.000000
AL, 00900	Single-Family Detached	0.077711	0.127317	0.146013	0.170360	0.090421	0.125317	0.147060	0.021689	0.094112	3870.000000	74507.000000
AL, 01000	10 to 19 Unit	0.038462	0.032967	0.079121	0.087912	0.080220	0.473626	0.207692	0.000000	0.000000	29.000000	910.000000
AL, 01000	2 Unit	0.046503	0.166084	0.175175	0.120979	0.170280	0.180070	0.043357	0.038811	0.058741	130.000000	2860.000000
AL, 01000	20 to 49 Unit	0.045845	0.143266	0.156160	0.040115	0.045845	0.355301	0.213467	0.000000	0.000000	30.000000	698.000000
AL, 01000	3 or 4 Unit	0.023595	0.117117	0.114972	0.107250	0.140283	0.256971	0.118404	0.047619	0.073788	81.000000	2331.000000
AL, 01000	5 to 9 Unit	0.000000	0.026927	0.203299	0.264894	0.118142	0.066644	0.263548	0.056547	0.000000	106.000000	2971.000000
AL, 01000	50 or more Unit	0.031603	0.000000	0.108352	0.417607	0.099323	0.133183	0.121896	0.088036	0.000000	25.000000	443.000000
AL, 01000	Mobile Home	0.000000	0.025478	0.033159	0.123027	0.222417	0.380813	0.184753	0.028539	0.001814	1609.000000	35285.000000
AL, 01000	Single-Family Attached	0.000000	0.061350	0.363497	0.213190	0.079755	0.098160	0.150307	0.033742	0.000000	32.000000	652.000000
AL, 01000	Single-Family Detached	0.058387	0.106256	0.128176	0.158028	0.120509	0.155689	0.165086	0.027562	0.080307	5253.000000	101735.000000
AL, 01100	10 to 19 Unit	0.074973	0.048544	0.046926	0.102481	0.155340	0.309601	0.262136	0.000000	0.000000	76.000000	1854.000000
AL, 01100	2 Unit	0.051760	0.173913	0.165631	0.311594	0.096273	0.152692	0.000000	0.024845	0.023292	86.000000	1932.000000
AL, 01100	20 to 49 Unit	0.000000	0.019062	0.038123	0.448680	0.282991	0.077713	0.074780	0.000000	0.058651	28.000000	682.000000
AL, 01100	3 or 4 Unit	0.041860	0.071036	0.075264	0.155180	0.232981	0.277801	0.145877	0.000000	0.000000	88.000000	2365.000000
AL, 01100	5 to 9 Unit	0.013001	0.065535	0.062881	0.200053	0.288936	0.251526	0.072433	0.045635	0.000000	114.000000	3769.000000
AL, 01100	50 or more Unit	0.033688	0.019504	0.198582	0.129433	0.354610	0.108156	0.079787	0.026596	0.049645	38.000000	564.000000
AL, 01100	Mobile Home	0.001392	0.000000	0.019296	0.122042	0.242819	0.390358	0.188409	0.035683	0.000000	706.000000	15806.000000
AL, 01100	Single-Family Attached	0.089814	0.123768	0.092552	0.190581	0.109529	0.093647	0.240416	0.044359	0.015334	81.000000	1826.000000
AL, 01100	Single-Family Detached	0.075871	0.119344	0.125602	0.192378	0.151917	0.107362	0.133814	0.022918	0.070795	3627.000000	80373.000000
AL, 01200	10 to 19 Unit	0.004579	0.013319	0.043704	0.066389	0.327992	0.329240	0.125911	0.054735	0.034131	180.000000	4805.000000
AL, 01200	2 Unit	0.000000	0.112982	0.106667	0.280702	0.171228	0.009825	0.062456	0.193684	0.062456	43.000000	1425.000000
AL, 01200	20 to 49 Unit	0.000000	0.000000	0.000000	0.071267	0.290724	0.249152	0.315611	0.073247	0.000000	87.000000	3536.000000
AL, 01200	3 or 4 Unit	0.012571	0.148571	0.252000	0.166857	0.082286	0.224571	0.113143	0.000000	0.000000	77.000000	1750.000000
AL, 01200	5 to 9 Unit	0.000000	0.033351	0.000000	0.165167	0.311805	0.335098	0.104553	0.050026	0.000000	174.000000	3778.000000
AL, 01200	50 or more Unit	0.000000	0.000000	0.000000	0.085405	0.162524	0.244742	0.199490	0.307839	0.000000	71.000000	1569.000000
AL, 01200	Mobile Home	0.010243	0.009801	0.006133	0.096554	0.190642	0.334619	0.307999	0.040089	0.003920	792.000000	15815.000000
AL, 01200	Single-Family Attached	0.000000	0.001465	0.001691	0.050276	0.147898	0.436366	0.325330	0.036974	0.000000	375.000000	8871.000000
AL, 01200	Single-Family Detached	0.008590	0.024456	0.027690	0.120440	0.168226	0.265895	0.313452	0.054281	0.016971	7569.000000	148431.000000
AL, 01301	10 to 19 Unit	0.088822	0.158859	0.175557	0.163729	0.221939	0.025974	0.058210	0.020640	0.086271	171.000000	4312.000000
AL, 01301	2 Unit	0.058207	0.063975	0.240692	0.377556	0.067121	0.070792	0.055060	0.026219	0.040378	71.000000	1907.000000
AL, 01301	20 to 49 Unit	0.011356	0.062461	0.263091	0.154574	0.198738	0.131230	0.153312	0.000000	0.025237	63.000000	1585.000000
AL, 01301	3 or 4 Unit	0.027526	0.176385	0.211880	0.278160	0.087649	0.088012	0.101050	0.026078	0.003260	99.000000	2761.000000
AL, 01301	5 to 9 Unit	0.146028	0.102250	0.074238	0.305679	0.133017	0.073779	0.053421	0.058013	0.053574	220.000000	6533.000000
AL, 01301	50 or more Unit	0.048421	0.009123	0.089123	0.248421	0.300351	0.058246	0.044912	0.046316	0.155088	66.000000	1425.000000
AL, 01301	Mobile Home	0.061867	0.000000	0.000000	0.280652	0.152981	0.402137	0.041620	0.000000	0.060742	94.000000	1778.000000
AL, 01301	Single-Family Attached	0.189245	0.136505	0.024819	0.274043	0.246122	0.024819	0.072389	0.000000	0.032058	59.000000	967.000000
AL, 01301	Single-Family Detached	0.168487	0.307373	0.170598	0.113079	0.050099	0.021355	0.011198	0.003947	0.153863	3068.000000	65370.000000
AL, 01302	10 to 19 Unit	0.049183	0.139374	0.175733	0.223788	0.137542	0.045237	0.097097	0.014938	0.117108	264.000000	7096.000000
AL, 01302	2 Unit	0.102627	0.191708	0.160099	0.310755	0.091133	0.043924	0.036125	0.000000	0.063629	96.000000	2436.000000
AL, 01302	20 to 49 Unit	0.006341	0.030000	0.135854	0.146829	0.154146	0.058293	0.155854	0.077805	0.234878	182.000000	4100.000000
AL, 01302	3 or 4 Unit	0.066408	0.124854	0.149320	0.240777	0.097282	0.086408	0.050874	0.008738	0.175340	194.000000	5150.000000
AL, 01302	5 to 9 Unit	0.029705	0.118357	0.147598	0.210954	0.159898	0.081573	0.033999	0.101648	0.116268	307.000000	8618.000000
AL, 01302	50 or more Unit	0.049163	0.122385	0.072176	0.115586	0.084205	0.101203	0.131799	0.186454	0.137029	190.000000	3824.000000
AL, 01302	Mobile Home	0.000000	0.000000	0.000000	0.013216	0.316446	0.620411	0.029369	0.000000	0.020558	32.000000	1362.000000
AL, 01302	Single-Family Attached	0.032389	0.134413	0.097166	0.063968	0.268826	0.063968	0.036437	0.021053	0.281781	80.000000	1235.000000
AL, 01302	Single-Family Detached	0.109926	0.299729	0.172420	0.086175	0.028256	0.025036	0.029206	0.001935	0.247317	2713.000000	56838.000000
AL, 01303	10 to 19 Unit	0.009803	0.023399	0.085796	0.227979	0.212952	0.254311	0.159785	0.025975	0.000000	435.000000	13975.000000
AL, 01303	2 Unit	0.000000	0.135616	0.432877	0.202740	0.097260	0.131507	0.000000	0.000000	0.000000	34.000000	730.000000
AL, 01303	20 to 49 Unit	0.000000	0.022370	0.057870	0.352731	0.117199	0.207975	0.233425	0.008429	0.000000	182.000000	6169.000000
AL, 01303	3 or 4 Unit	0.035129	0.063548	0.289323	0.207223	0.256957	0.060391	0.055654	0.025261	0.006513	191.000000	5067.000000
AL, 01303	5 to 9 Unit	0.011655	0.009470	0.154998	0.258762	0.229057	0.188264	0.105059	0.017807	0.024929	377.000000	12355.000000
AL, 01303	50 or more Unit	0.007293	0.008104	0.068071	0.241694	0.183549	0.223055	0.141207	0.121556	0.005470	211.000000	4936.000000
AL, 01303	Mobile Home	0.000000	0.005029	0.039871	0.085848	0.075790	0.640445	0.145115	0.000000	0.007902	92.000000	2784.000000
AL, 01303	Single-Family Attached	0.032779	0.011430	0.033115	0.205245	0.280719	0.096319	0.310809	0.029585	0.000000	242.000000	5949.000000
AL, 01303	Single-Family Detached	0.064607	0.148650	0.162847	0.178311	0.086276	0.128901	0.126240	0.045607	0.058562	5056.000000	112001.000000
AL, 01304	10 to 19 Unit	0.014549	0.006365	0.089793	0.227779	0.220959	0.117754	0.245738	0.018413	0.058650	106.000000	4399.000000
AL, 01304	2 Unit	0.012048	0.012048	0.227410	0.407380	0.185241	0.092620	0.000000	0.000000	0.063253	51.000000	1328.000000
AL, 01304	20 to 49 Unit	0.000000	0.011447	0.061325	0.201962	0.324612	0.132461	0.123467	0.144726	0.000000	36.000000	1223.000000
AL, 01304	3 or 4 Unit	0.000000	0.095541	0.219933	0.115774	0.161484	0.111278	0.194080	0.101911	0.000000	97.000000	2669.000000
AL, 01304	5 to 9 Unit	0.004179	0.077054	0.028079	0.315920	0.263680	0.096513	0.150059	0.056680	0.007836	188.000000	7657.000000
AL, 01304	50 or more Unit	0.000000	0.081359	0.059242	0.610585	0.068720	0.063981	0.050553	0.065561	0.000000	53.000000	1266.000000
AL, 01304	Mobile Home	0.009808	0.000000	0.032090	0.119616	0.224520	0.322708	0.233795	0.057463	0.000000	432.000000	9380.000000
AL, 01304	Single-Family Attached	0.017845	0.004461	0.030885	0.116678	0.389156	0.233699	0.185655	0.000000	0.021620	128.000000	2914.000000
AL, 01304	Single-Family Detached	0.027277	0.076920	0.132834	0.224944	0.148909	0.151713	0.172578	0.028154	0.036671	6124.000000	134438.000000
AL, 01305	10 to 19 Unit	0.000000	0.275000	0.000000	0.207386	0.000000	0.169886	0.290341	0.047727	0.009659	54.000000	1760.000000
AL, 01305	2 Unit	0.000000	0.167903	0.259609	0.020229	0.000000	0.132839	0.157788	0.112610	0.149022	55.000000	1483.000000
AL, 01305	20 to 49 Unit	0.000000	0.020052	0.000000	0.091543	0.007847	0.539669	0.195292	0.145597	0.000000	32.000000	1147.000000
AL, 01305	3 or 4 Unit	0.000000	0.172032	0.100604	0.336016	0.118712	0.157948	0.058350	0.056338	0.000000	40.000000	994.000000
AL, 01305	5 to 9 Unit	0.000000	0.147761	0.082090	0.192040	0.109453	0.109950	0.150746	0.207960	0.000000	55.000000	2010.000000
AL, 01305	50 or more Unit	0.000000	0.000000	0.020433	0.129808	0.037260	0.294471	0.354567	0.143029	0.020433	24.000000	832.000000
AL, 01305	Mobile Home	0.000000	0.008153	0.004233	0.070241	0.181091	0.406083	0.295547	0.034650	0.000000	321.000000	6378.000000
AL, 01305	Single-Family Attached	0.055652	0.072174	0.107826	0.093043	0.036522	0.000000	0.595652	0.005217	0.033913	57.000000	1150.000000
AL, 01305	Single-Family Detached	0.046136	0.141268	0.140744	0.127982	0.108714	0.133851	0.190971	0.045623	0.064709	4130.000000	87762.000000
AL, 01400	10 to 19 Unit	0.000000	0.000000	0.254777	0.016985	0.070064	0.000000	0.598726	0.059448	0.000000	23.000000	471.000000
AL, 01400	2 Unit	0.029762	0.028108	0.320106	0.268519	0.215608	0.065476	0.072421	0.000000	0.000000	148.000000	3024.000000
AL, 01400	20 to 49 Unit	0.000000	0.000000	0.019481	0.483766	0.129870	0.159091	0.146104	0.061688	0.000000	15.000000	308.000000
AL, 01400	3 or 4 Unit	0.006487	0.071357	0.186128	0.218563	0.289920	0.091816	0.032934	0.097305	0.005489	94.000000	2004.000000
AL, 01400	5 to 9 Unit	0.025954	0.106567	0.183248	0.143531	0.114432	0.164373	0.261895	0.000000	0.000000	101.000000	2543.000000
AL, 01400	50 or more Unit	0.043478	0.000000	0.228261	0.293478	0.163043	0.173913	0.076087	0.021739	0.000000	10.000000	92.000000
AL, 01400	Mobile Home	0.000000	0.005495	0.028147	0.139520	0.169925	0.375143	0.217319	0.064316	0.000135	1534.000000	29666.000000
AL, 01400	Single-Family Attached	0.000000	0.205776	0.069795	0.270758	0.030084	0.356197	0.067389	0.000000	0.000000	46.000000	831.000000
AL, 01400	Single-Family Detached	0.055521	0.100955	0.137879	0.220412	0.124461	0.145741	0.111177	0.027039	0.076815	4288.000000	74152.000000
AL, 01500	10 to 19 Unit	0.179676	0.083947	0.000000	0.020619	0.088365	0.491900	0.135493	0.000000	0.000000	21.000000	679.000000
AL, 01500	2 Unit	0.024550	0.019640	0.412439	0.207856	0.132570	0.125205	0.077741	0.000000	0.000000	66.000000	1222.000000
AL, 01500	20 to 49 Unit	0.050439	0.072368	0.048246	0.000000	0.083333	0.010965	0.734649	0.000000	0.000000	15.000000	456.000000
AL, 01500	3 or 4 Unit	0.041758	0.017582	0.316484	0.156044	0.000000	0.351648	0.068132	0.000000	0.048352	27.000000	455.000000
AL, 01500	5 to 9 Unit	0.036993	0.042959	0.106205	0.036993	0.000000	0.072792	0.674224	0.029833	0.000000	22.000000	838.000000
AL, 01500	50 or more Unit	0.000000	0.000000	0.012539	0.000000	0.322884	0.000000	0.583072	0.065831	0.015674	7.000000	319.000000
AL, 01500	Mobile Home	0.000000	0.002445	0.002751	0.052680	0.242307	0.415172	0.248675	0.035969	0.000000	943.000000	19628.000000
AL, 01500	Single-Family Attached	0.000000	0.000000	0.000000	0.363958	0.247350	0.084806	0.303887	0.000000	0.000000	32.000000	283.000000
AL, 01500	Single-Family Detached	0.014116	0.039136	0.078764	0.134092	0.100982	0.220358	0.323472	0.067968	0.021112	3943.000000	73181.000000
AL, 01600	10 to 19 Unit	0.066130	0.010841	0.043364	0.116308	0.217903	0.177637	0.255072	0.109958	0.002788	213.000000	6457.000000
AL, 01600	2 Unit	0.063520	0.037400	0.092312	0.272188	0.124072	0.251113	0.112199	0.017513	0.029682	149.000000	3369.000000
AL, 01600	20 to 49 Unit	0.008104	0.056726	0.058023	0.054133	0.183468	0.253160	0.172771	0.209400	0.004214	122.000000	3085.000000
AL, 01600	3 or 4 Unit	0.013173	0.101623	0.090567	0.203482	0.147965	0.134557	0.182075	0.106563	0.019995	142.000000	4251.000000
AL, 01600	5 to 9 Unit	0.073553	0.027237	0.049079	0.127105	0.092368	0.166579	0.335658	0.084868	0.043553	248.000000	7600.000000
AL, 01600	50 or more Unit	0.000000	0.021701	0.036950	0.089736	0.195308	0.176540	0.209677	0.236364	0.033724	169.000000	3410.000000
AL, 01600	Mobile Home	0.000000	0.000000	0.013082	0.082724	0.247018	0.307811	0.297037	0.052328	0.000000	205.000000	5198.000000
AL, 01600	Single-Family Attached	0.024453	0.023166	0.039254	0.088803	0.339768	0.187902	0.182111	0.104891	0.009653	86.000000	1554.000000
AL, 01600	Single-Family Detached	0.049422	0.173135	0.162208	0.199780	0.102191	0.131363	0.080651	0.036195	0.065054	2559.000000	57383.000000
AL, 01700	10 to 19 Unit	0.000000	0.076543	0.000000	0.165432	0.170370	0.276543	0.051852	0.148148	0.111111	28.000000	405.000000
AL, 01700	2 Unit	0.146723	0.132622	0.107088	0.202744	0.078125	0.116616	0.071646	0.019436	0.125000	96.000000	2624.000000
AL, 01700	20 to 49 Unit	0.000000	0.077922	0.089728	0.066116	0.309327	0.245573	0.077922	0.133412	0.000000	32.000000	847.000000
