Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Geometry House Size	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	Count	Weight
Mobile Home	1980s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	1990s	0-1499	0.000000	0.000000	0.000000	1.000000	110.000000	1522099.407000
Mobile Home	1990s	1500-2499	0.000000	0.000000	0.000000	1.000000	30.000000	429277.383400
Mobile Home	1990s	2500-3499	0.000000	0.000000	0.000000	1.000000	2.000000	12732.062070
Mobile Home	1990s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2000s	0-1499	0.000000	0.000000	0.000000	1.000000	50.000000	659522.043800
Mobile Home	2000s	1500-2499	0.000000	0.000000	0.000000	1.000000	17.000000	256916.314400
Mobile Home	2000s	2500-3499	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2000s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2010s	0-1499	0.000000	0.000000	0.000000	1.000000	50.000000	659522.043800
Mobile Home	2010s	1500-2499	0.000000	0.000000	0.000000	1.000000	17.000000	256916.314400
Mobile Home	2010s	2500-3499	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2010s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	<1940	0-1499	0.000000	0.000000	0.000000	1.000000	249.000000	2524345.215000
Multi-Family with 2 - 4 Units	<1940	1500-2499	0.000000	0.000000	0.000000	1.000000	26.000000	248308.193300
Multi-Family with 2 - 4 Units	<1940	2500-3499	0.000000	0.000000	0.000000	1.000000	11.000000	109019.024100
Multi-Family with 2 - 4 Units	<1940	3500+	0.000000	0.000000	0.000000	1.000000	2.000000	11834.515820
Multi-Family with 2 - 4 Units	1940s	0-1499	0.000000	0.000000	0.000000	1.000000	249.000000	2524345.215000
Multi-Family with 2 - 4 Units	1940s	1500-2499	0.000000	0.000000	0.000000	1.000000	26.000000	248308.193300
Multi-Family with 2 - 4 Units	1940s	2500-3499	0.000000	0.000000	0.000000	1.000000	11.000000	109019.024100
Multi-Family with 2 - 4 Units	1940s	3500+	0.000000	0.000000	0.000000	1.000000	2.000000	11834.515820
Multi-Family with 2 - 4 Units	1950s	0-1499	0.000000	0.000000	0.000000	1.000000	105.000000	1039648.154000
Multi-Family with 2 - 4 Units	1950s	1500-2499	0.000000	0.000000	0.000000	1.000000	10.000000	125931.728200
Multi-Family with 2 - 4 Units	1950s	2500-3499	0.000000	0.000000	0.000000	1.000000	1.000000	37321.439490
Multi-Family with 2 - 4 Units	1950s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	0-1499	0.000000	0.000000	0.000000	1.000000	101.000000	1067688.883000
Multi-Family with 2 - 4 Units	1960s	1500-2499	0.000000	0.000000	0.000000	1.000000	8.000000	86587.884270
Multi-Family with 2 - 4 Units	1960s	2500-3499	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	0-1499	0.000000	0.000000	0.000000	1.000000	162.000000	1450731.379000
Multi-Family with 2 - 4 Units	1970s	1500-2499	0.000000	0.000000	0.000000	1.000000	9.000000	78781.612490
Multi-Family with 2 - 4 Units	1970s	2500-3499	0.000000	0.000000	0.000000	1.000000	1.000000	8878.279956
Multi-Family with 2 - 4 Units	1970s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	0-1499	0.000000	0.000000	0.000000	1.000000	111.000000	1053118.999000
Multi-Family with 2 - 4 Units	1980s	1500-2499	0.000000	0.000000	0.000000	1.000000	5.000000	32756.533650
Multi-Family with 2 - 4 Units	1980s	2500-3499	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	0-1499	0.000000	0.000000	0.000000	1.000000	72.000000	737677.367100
Multi-Family with 2 - 4 Units	1990s	1500-2499	0.000000	0.000000	0.000000	1.000000	5.000000	23890.918360
Multi-Family with 2 - 4 Units	1990s	2500-3499	0.000000	0.000000	0.000000	1.000000	2.000000	7862.508814
Multi-Family with 2 - 4 Units	1990s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	0-1499	0.000000	0.000000	0.000000	1.000000	38.000000	315474.704700
Multi-Family with 2 - 4 Units	2000s	1500-2499	0.000000	0.000000	0.000000	1.000000	6.000000	42915.978270
Multi-Family with 2 - 4 Units	2000s	2500-3499	0.000000	0.000000	0.000000	1.000000	2.000000	10243.564290
Multi-Family with 2 - 4 Units	2000s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	0-1499	0.000000	0.000000	0.000000	1.000000	38.000000	315474.704700
Multi-Family with 2 - 4 Units	2010s	1500-2499	0.000000	0.000000	0.000000	1.000000	6.000000	42915.978270
Multi-Family with 2 - 4 Units	2010s	2500-3499	0.000000	0.000000	0.000000	1.000000	2.000000	10243.564290
Multi-Family with 2 - 4 Units	2010s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	<1940	0-1499	0.000000	0.000000	0.000000	1.000000	265.000000	2600040.639000
Multi-Family with 5+ Units	<1940	1500-2499	0.000000	0.000000	0.000000	1.000000	10.000000	107485.821100
Multi-Family with 5+ Units	<1940	2500-3499	0.000000	0.000000	0.000000	1.000000	1.000000	16295.245310
Multi-Family with 5+ Units	<1940	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1940s	0-1499	0.000000	0.000000	0.000000	1.000000	265.000000	2600040.639000
Multi-Family with 5+ Units	1940s	1500-2499	0.000000	0.000000	0.000000	1.000000	10.000000	107485.821100
Multi-Family with 5+ Units	1940s	2500-3499	0.000000	0.000000	0.000000	1.000000	1.000000	16295.245310
Multi-Family with 5+ Units	1940s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1950s	0-1499	0.000000	0.000000	0.000000	1.000000	129.000000	1239925.215000
Multi-Family with 5+ Units	1950s	1500-2499	0.000000	0.000000	0.000000	1.000000	4.000000	39639.493250
Multi-Family with 5+ Units	1950s	2500-3499	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1950s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1960s	0-1499	0.000000	0.000000	0.000000	1.000000	248.000000	2502644.297000
Multi-Family with 5+ Units	1960s	1500-2499	0.000000	0.000000	0.000000	1.000000	5.000000	62775.376350
Multi-Family with 5+ Units	1960s	2500-3499	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1960s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1970s	0-1499	0.000000	0.000000	0.000000	1.000000	411.000000	4033394.140000
Multi-Family with 5+ Units	1970s	1500-2499	0.000000	0.000000	0.000000	1.000000	9.000000	70442.134790
Multi-Family with 5+ Units	1970s	2500-3499	0.000000	0.000000	0.000000	1.000000	1.000000	8775.313793
Multi-Family with 5+ Units	1970s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1980s	0-1499	0.000000	0.000000	0.000000	1.000000	359.000000	3374715.815000
Multi-Family with 5+ Units	1980s	1500-2499	0.000000	0.000000	0.000000	1.000000	10.000000	119692.817100
Multi-Family with 5+ Units	1980s	2500-3499	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1980s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1990s	0-1499	0.000000	0.000000	0.000000	1.000000	226.000000	2426663.079000
Multi-Family with 5+ Units	1990s	1500-2499	0.000000	0.000000	0.000000	1.000000	7.000000	64224.842620
Multi-Family with 5+ Units	1990s	2500-3499	0.000000	0.000000	0.000000	1.000000	1.000000	8884.939148
Multi-Family with 5+ Units	1990s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	2000s	0-1499	0.000000	0.000000	0.000000	1.000000	215.000000	2194465.242000
Multi-Family with 5+ Units	2000s	1500-2499	0.000000	0.000000	0.000000	1.000000	21.000000	231142.471100
Multi-Family with 5+ Units	2000s	2500-3499	0.000000	0.000000	0.000000	1.000000	1.000000	8491.418082
Multi-Family with 5+ Units	2000s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	2010s	0-1499	0.000000	0.000000	0.000000	1.000000	215.000000	2194465.242000
Multi-Family with 5+ Units	2010s	1500-2499	0.000000	0.000000	0.000000	1.000000	21.000000	231142.471100
Multi-Family with 5+ Units	2010s	2500-3499	0.000000	0.000000	0.000000	1.000000	1.000000	8491.418082
Multi-Family with 5+ Units	2010s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Attached	<1940	0-1499	0.053727	0.015037	0.000000	0.931236	99.000000	894675.970300
Single-Family Attached	<1940	1500-2499	0.129422	0.035277	0.000000	0.835301	41.000000	374120.461500
Single-Family Attached	<1940	2500-3499	0.083553	0.000000	0.000000	0.916447	9.000000	70260.052000
Single-Family Attached	<1940	3500+	0.000000	0.000000	0.000000	1.000000	2.000000	27096.761040
Single-Family Attached	1940s	0-1499	0.053727	0.015037	0.000000	0.931236	99.000000	894675.970300
Single-Family Attached	1940s	1500-2499	0.129422	0.035277	0.000000	0.835301	41.000000	374120.461500
Single-Family Attached	1940s	2500-3499	0.083553	0.000000	0.000000	0.916447	9.000000	70260.052000
Single-Family Attached	1940s	3500+	0.000000	0.000000	0.000000	1.000000	2.000000	27096.761040
Single-Family Attached	1950s	0-1499	0.235922	0.069456	0.000000	0.694622	44.000000	337999.801800
Single-Family Attached	1950s	1500-2499	0.321012	0.028535	0.000000	0.650453	26.000000	229651.643300
Single-Family Attached	1950s	2500-3499	0.000000	0.000000	0.000000	1.000000	1.000000	7942.958043
Single-Family Attached	1950s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Attached	1960s	0-1499	0.131285	0.000000	0.000000	0.868715	58.000000	395111.357300
Single-Family Attached	1960s	1500-2499	0.309061	0.134606	0.000000	0.556333	14.000000	103048.981400
Single-Family Attached	1960s	2500-3499	0.000000	0.000000	0.000000	1.000000	1.000000	5242.407862
Single-Family Attached	1960s	3500+	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Attached	1970s	0-1499	0.260633	0.168590	0.000000	0.570777	91.000000	706211.543000
Single-Family Attached	1970s	1500-2499	0.234314	0.288338	0.000000	0.477348	38.000000	312499.205900
Single-Family Attached	1970s	2500-3499	0.389052	0.315795	0.000000	0.295153	6.000000	47951.599200
Single-Family Attached	1970s	3500+	1.000000	0.000000	0.000000	0.000000	2.000000	12609.883100
Single-Family Attached	1980s	0-1499	0.259210	0.117211	0.000000	0.623579	120.000000	856604.314900
Single-Family Attached	1980s	1500-2499	0.196354	0.340750	0.012091	0.450806	59.000000	451874.126300
Single-Family Attached	1980s	2500-3499	0.281993	0.514969	0.000000	0.203038	13.000000	79886.438780
Single-Family Attached	1980s	3500+	0.000000	1.000000	0.000000	0.000000	3.000000	16481.486520
Single-Family Attached	1990s	0-1499	0.311411	0.219442	0.000000	0.469147	56.000000	383478.344800
Single-Family Attached	1990s	1500-2499	0.241876	0.472727	0.000000	0.285397	42.000000	264523.251200
Single-Family Attached	1990s	2500-3499	0.134951	0.798295	0.000000	0.066754	10.000000	97520.618670
Single-Family Attached	1990s	3500+	0.705464	0.294536	0.000000	0.000000	3.000000	14215.517800
Single-Family Attached	2000s	0-1499	0.293771	0.272915	0.000000	0.433314	69.000000	482193.131900
Single-Family Attached	2000s	1500-2499	0.260582	0.643538	0.000000	0.095880	59.000000	408410.816200
Single-Family Attached	2000s	2500-3499	0.173821	0.490065	0.000000	0.336114	15.000000	90761.462520
Single-Family Attached	2000s	3500+	0.000000	0.816709	0.183291	0.000000	9.000000	46477.219470
Single-Family Attached	2010s	0-1499	0.293771	0.272915	0.000000	0.433314	69.000000	482193.131900
Single-Family Attached	2010s	1500-2499	0.260582	0.643538	0.000000	0.095880	59.000000	408410.816200
Single-Family Attached	2010s	2500-3499	0.173821	0.490065	0.000000	0.336114	15.000000	90761.462520
Single-Family Attached	2010s	3500+	0.000000	0.816709	0.183291	0.000000	9.000000	46477.219470
Single-Family Detached	<1940	0-1499	0.116463	0.032299	0.000000	0.851238	593.000000	5642881.197000
Single-Family Detached	<1940	1500-2499	0.075727	0.096273	0.004882	0.823118	450.000000	4207616.560000
Single-Family Detached	<1940	2500-3499	0.086543	0.091015	0.005868	0.816574	193.000000	1767455.927000
Single-Family Detached	<1940	3500+	0.138100	0.268283	0.037432	0.556185	109.000000	1013195.559000
Single-Family Detached	1940s	0-1499	0.116463	0.032299	0.000000	0.851238	593.000000	5642881.197000
Single-Family Detached	1940s	1500-2499	0.075727	0.096273	0.004882	0.823118	450.000000	4207616.560000
Single-Family Detached	1940s	2500-3499	0.086543	0.091015	0.005868	0.816574	193.000000	1767455.927000
Single-Family Detached	1940s	3500+	0.138100	0.268283	0.037432	0.556185	109.000000	1013195.559000
Single-Family Detached	1950s	0-1499	0.180180	0.134642	0.000000	0.685178	520.000000	4704980.719000
Single-Family Detached	1950s	1500-2499	0.230158	0.182914	0.006659	0.580269	434.000000	4078571.527000
Single-Family Detached	1950s	2500-3499	0.222038	0.254087	0.024651	0.499224	109.000000	1046418.084000
Single-Family Detached	1950s	3500+	0.185979	0.447413	0.100934	0.265674	57.000000	510967.971500
Single-Family Detached	1960s	0-1499	0.206693	0.207218	0.000000	0.586090	399.000000	3677143.824000
Single-Family Detached	1960s	1500-2499	0.199144	0.357973	0.003917	0.438967	353.000000	3212853.732000
Single-Family Detached	1960s	2500-3499	0.178483	0.502642	0.017093	0.301783	119.000000	1104859.164000
Single-Family Detached	1960s	3500+	0.066521	0.661950	0.105823	0.165707	76.000000	696651.587600
Single-Family Detached	1970s	0-1499	0.158246	0.300386	0.000000	0.541368	389.000000	3453731.729000
Single-Family Detached	1970s	1500-2499	0.109832	0.502165	0.028269	0.359733	463.000000	4007564.169000
Single-Family Detached	1970s	2500-3499	0.085820	0.653939	0.036360	0.223882	188.000000	1583212.848000
Single-Family Detached	1970s	3500+	0.045316	0.663740	0.135690	0.155253	96.000000	745789.220500
Single-Family Detached	1980s	0-1499	0.132013	0.336760	0.000000	0.531227	298.000000	2859601.632000
Single-Family Detached	1980s	1500-2499	0.122064	0.567117	0.025741	0.285078	416.000000	3870139.651000
Single-Family Detached	1980s	2500-3499	0.118215	0.661862	0.082022	0.137901	182.000000	1620047.602000
Single-Family Detached	1980s	3500+	0.039543	0.672500	0.181012	0.106945	101.000000	869421.626900
Single-Family Detached	1990s	0-1499	0.095924	0.313200	0.000000	0.590876	246.000000	2447476.300000
Single-Family Detached	1990s	1500-2499	0.049136	0.618715	0.093882	0.238266	408.000000	3900135.871000
Single-Family Detached	1990s	2500-3499	0.049507	0.668065	0.150516	0.131912	236.000000	2137182.248000
Single-Family Detached	1990s	3500+	0.016454	0.605000	0.328131	0.050415	212.000000	1872290.294000
Single-Family Detached	2000s	0-1499	0.067534	0.529984	0.000000	0.402482	226.000000	2268849.847000
Single-Family Detached	2000s	1500-2499	0.050020	0.670163	0.089909	0.189908	423.000000	3910028.524000
Single-Family Detached	2000s	2500-3499	0.035942	0.657652	0.207084	0.099321	243.000000	2229392.981000
Single-Family Detached	2000s	3500+	0.021622	0.495822	0.433296	0.049260	264.000000	2397242.798000
Single-Family Detached	2010s	0-1499	0.067534	0.529984	0.000000	0.402482	226.000000	2268849.847000
Single-Family Detached	2010s	1500-2499	0.050020	0.670163	0.089909	0.189908	423.000000	3910028.524000
Single-Family Detached	2010s	2500-3499	0.035942	0.657652	0.207084	0.099321	243.000000	2229392.981000
Single-Family Detached	2010s	3500+	0.021622	0.495822	0.433296	0.049260	264.000000	2397242.798000
