Dependency=Geometry Building Type	Dependency=Vintage	Dependency=Location Region	Dependency=Geometry Foundation Type	Option=Uninsulated	Option=R-13	Option=R-19	Option=R-30	Option=R-38	Option=None
Mobile Home	1960s	CR02	Crawl	0	0	0	0	0	1
Mobile Home	1960s	CR03	Crawl	0	0	0	0	0	1
Mobile Home	1960s	CR04	Crawl	0	0	0	0	0	1
Mobile Home	1960s	CR05	Crawl	0	0	0	0	0	1
Mobile Home	1960s	CR06	Crawl	0	0	0	0	0	1
Mobile Home	1960s	CR07	Crawl	0	0	0	0	0	1
Mobile Home	1960s	CR08	Crawl	0	0	0	0	0	1
Mobile Home	1960s	CR09	Crawl	0	0	0	0	0	1
Mobile Home	1960s	CR10	Crawl	0	0	0	0	0	1
Mobile Home	1960s	CR11	Crawl	0	0	0	0	0	1
Mobile Home	1970s	CR02	Crawl	0	0	0	0	0	1
Mobile Home	1970s	CR03	Crawl	0	0	0	0	0	1
Mobile Home	1970s	CR04	Crawl	0	0	0	0	0	1
Mobile Home	1970s	CR05	Crawl	0	0	0	0	0	1
Mobile Home	1970s	CR06	Crawl	0	0	0	0	0	1
Mobile Home	1970s	CR07	Crawl	0	0	0	0	0	1
Mobile Home	1970s	CR08	Crawl	0	0	0	0	0	1
Mobile Home	1970s	CR09	Crawl	0	0	0	0	0	1
Mobile Home	1970s	CR10	Crawl	0	0	0	0	0	1
Mobile Home	1970s	CR11	Crawl	0	0	0	0	0	1
Mobile Home	1980s	CR02	Crawl	0	0	0	0	0	1
Mobile Home	1980s	CR03	Crawl	0	0	0	0	0	1
Mobile Home	1980s	CR04	Crawl	0	0	0	0	0	1
Mobile Home	1980s	CR05	Crawl	0	0	0	0	0	1
Mobile Home	1980s	CR06	Crawl	0	0	0	0	0	1
Mobile Home	1980s	CR07	Crawl	0	0	0	0	0	1
Mobile Home	1980s	CR08	Crawl	0	0	0	0	0	1
Mobile Home	1980s	CR09	Crawl	0	0	0	0	0	1
Mobile Home	1980s	CR10	Crawl	0	0	0	0	0	1
Mobile Home	1980s	CR11	Crawl	0	0	0	0	0	1
Mobile Home	1990s	CR02	Crawl	0	0	0	0	0	1
Mobile Home	1990s	CR03	Crawl	0	0	0	0	0	1
Mobile Home	1990s	CR04	Crawl	0	0	0	0	0	1
Mobile Home	1990s	CR05	Crawl	0	0	0	0	0	1
Mobile Home	1990s	CR06	Crawl	0	0	0	0	0	1
Mobile Home	1990s	CR07	Crawl	0	0	0	0	0	1
Mobile Home	1990s	CR08	Crawl	0	0	0	0	0	1
Mobile Home	1990s	CR09	Crawl	0	0	0	0	0	1
Mobile Home	1990s	CR10	Crawl	0	0	0	0	0	1
Mobile Home	1990s	CR11	Crawl	0	0	0	0	0	1
Mobile Home	2000s	CR02	Crawl	0	0	0	0	0	1
Mobile Home	2000s	CR03	Crawl	0	0	0	0	0	1
Mobile Home	2000s	CR04	Crawl	0	0	0	0	0	1
Mobile Home	2000s	CR05	Crawl	0	0	0	0	0	1
Mobile Home	2000s	CR06	Crawl	0	0	0	0	0	1
Mobile Home	2000s	CR07	Crawl	0	0	0	0	0	1
Mobile Home	2000s	CR08	Crawl	0	0	0	0	0	1
Mobile Home	2000s	CR09	Crawl	0	0	0	0	0	1
Mobile Home	2000s	CR10	Crawl	0	0	0	0	0	1
Mobile Home	2000s	CR11	Crawl	0	0	0	0	0	1
Mobile Home	2010s	CR02	Crawl	0	0	0	0	0	1
Mobile Home	2010s	CR03	Crawl	0	0	0	0	0	1
Mobile Home	2010s	CR04	Crawl	0	0	0	0	0	1
Mobile Home	2010s	CR05	Crawl	0	0	0	0	0	1
Mobile Home	2010s	CR06	Crawl	0	0	0	0	0	1
Mobile Home	2010s	CR07	Crawl	0	0	0	0	0	1
Mobile Home	2010s	CR08	Crawl	0	0	0	0	0	1
Mobile Home	2010s	CR09	Crawl	0	0	0	0	0	1
Mobile Home	2010s	CR10	Crawl	0	0	0	0	0	1
Mobile Home	2010s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	<1940	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	<1940	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	<1940	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	<1940	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	<1940	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	<1940	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	<1940	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	<1940	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	<1940	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	<1940	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1940s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1940s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1940s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1940s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1940s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1940s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1940s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1940s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1940s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1940s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1950s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1950s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1950s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1950s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1950s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1950s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1950s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1950s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1950s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1950s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1960s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1960s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1960s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1960s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1960s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1960s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1960s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1960s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1960s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1960s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1970s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1970s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1970s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1970s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1970s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1970s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1970s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1970s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1970s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1970s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1980s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1980s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1980s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1980s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1980s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1980s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1980s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1980s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1980s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1980s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1990s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1990s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1990s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1990s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1990s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1990s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1990s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1990s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1990s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	1990s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2000s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2000s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2000s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2000s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2000s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2000s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2000s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2000s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2000s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2000s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2010s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2010s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2010s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2010s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2010s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2010s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2010s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2010s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2010s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 2 - 4 Units	2010s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	<1940	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	<1940	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	<1940	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	<1940	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	<1940	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	<1940	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	<1940	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	<1940	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	<1940	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	<1940	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1940s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1940s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1940s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1940s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1940s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1940s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1940s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1940s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1940s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1940s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1950s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1950s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1950s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1950s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1950s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1950s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1950s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1950s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1950s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1950s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1960s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1960s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1960s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1960s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1960s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1960s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1960s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1960s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1960s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1960s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1970s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1970s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1970s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1970s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1970s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1970s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1970s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1970s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1970s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1970s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1980s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1980s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1980s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1980s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1980s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1980s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1980s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1980s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1980s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1980s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1990s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1990s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1990s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1990s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1990s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1990s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1990s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1990s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1990s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	1990s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2000s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2000s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2000s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2000s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2000s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2000s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2000s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2000s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2000s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2000s	CR11	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2010s	CR02	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2010s	CR03	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2010s	CR04	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2010s	CR05	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2010s	CR06	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2010s	CR07	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2010s	CR08	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2010s	CR09	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2010s	CR10	Crawl	0	0	0	0	0	1
Multi-Family with 5+ Units	2010s	CR11	Crawl	0	0	0	0	0	1
Single-Family Attached	<1940	CR02	Crawl	0	0	0	0	0	1
Single-Family Attached	<1940	CR03	Crawl	0	0	0	0	0	1
Single-Family Attached	<1940	CR04	Crawl	0	0	0	0	0	1
Single-Family Attached	<1940	CR05	Crawl	0	0	0	0	0	1
Single-Family Attached	<1940	CR06	Crawl	0	0	0	0	0	1
Single-Family Attached	<1940	CR07	Crawl	0	0	0	0	0	1
Single-Family Attached	<1940	CR08	Crawl	0	0	0	0	0	1
Single-Family Attached	<1940	CR09	Crawl	0	0	0	0	0	1
Single-Family Attached	<1940	CR10	Crawl	0	0	0	0	0	1
Single-Family Attached	<1940	CR11	Crawl	0	0	0	0	0	1
Single-Family Attached	1940s	CR02	Crawl	0	0	0	0	0	1
Single-Family Attached	1940s	CR03	Crawl	0	0	0	0	0	1
Single-Family Attached	1940s	CR04	Crawl	0	0	0	0	0	1
Single-Family Attached	1940s	CR05	Crawl	0	0	0	0	0	1
Single-Family Attached	1940s	CR06	Crawl	0	0	0	0	0	1
Single-Family Attached	1940s	CR07	Crawl	0	0	0	0	0	1
Single-Family Attached	1940s	CR08	Crawl	0	0	0	0	0	1
Single-Family Attached	1940s	CR09	Crawl	0	0	0	0	0	1
Single-Family Attached	1940s	CR10	Crawl	0	0	0	0	0	1
Single-Family Attached	1940s	CR11	Crawl	0	0	0	0	0	1
Single-Family Attached	1950s	CR02	Crawl	0	0	0	0	0	1
Single-Family Attached	1950s	CR03	Crawl	0	0	0	0	0	1
Single-Family Attached	1950s	CR04	Crawl	0	0	0	0	0	1
Single-Family Attached	1950s	CR05	Crawl	0	0	0	0	0	1
Single-Family Attached	1950s	CR06	Crawl	0	0	0	0	0	1
Single-Family Attached	1950s	CR07	Crawl	0	0	0	0	0	1
Single-Family Attached	1950s	CR08	Crawl	0	0	0	0	0	1
Single-Family Attached	1950s	CR09	Crawl	0	0	0	0	0	1
Single-Family Attached	1950s	CR10	Crawl	0	0	0	0	0	1
Single-Family Attached	1950s	CR11	Crawl	0	0	0	0	0	1
Single-Family Attached	1960s	CR02	Crawl	0	0	0	0	0	1
Single-Family Attached	1960s	CR03	Crawl	0	0	0	0	0	1
Single-Family Attached	1960s	CR04	Crawl	0	0	0	0	0	1
Single-Family Attached	1960s	CR05	Crawl	0	0	0	0	0	1
Single-Family Attached	1960s	CR06	Crawl	0	0	0	0	0	1
Single-Family Attached	1960s	CR07	Crawl	0	0	0	0	0	1
Single-Family Attached	1960s	CR08	Crawl	0	0	0	0	0	1
Single-Family Attached	1960s	CR09	Crawl	0	0	0	0	0	1
Single-Family Attached	1960s	CR10	Crawl	0	0	0	0	0	1
Single-Family Attached	1960s	CR11	Crawl	0	0	0	0	0	1
Single-Family Attached	1970s	CR02	Crawl	0	0	0	0	0	1
Single-Family Attached	1970s	CR03	Crawl	0	0	0	0	0	1
Single-Family Attached	1970s	CR04	Crawl	0	0	0	0	0	1
Single-Family Attached	1970s	CR05	Crawl	0	0	0	0	0	1
Single-Family Attached	1970s	CR06	Crawl	0	0	0	0	0	1
Single-Family Attached	1970s	CR07	Crawl	0	0	0	0	0	1
Single-Family Attached	1970s	CR08	Crawl	0	0	0	0	0	1
Single-Family Attached	1970s	CR09	Crawl	0	0	0	0	0	1
Single-Family Attached	1970s	CR10	Crawl	0	0	0	0	0	1
Single-Family Attached	1970s	CR11	Crawl	0	0	0	0	0	1
Single-Family Attached	1980s	CR02	Crawl	0	0	0	0	0	1
Single-Family Attached	1980s	CR03	Crawl	0	0	0	0	0	1
Single-Family Attached	1980s	CR04	Crawl	0	0	0	0	0	1
Single-Family Attached	1980s	CR05	Crawl	0	0	0	0	0	1
Single-Family Attached	1980s	CR06	Crawl	0	0	0	0	0	1
Single-Family Attached	1980s	CR07	Crawl	0	0	0	0	0	1
Single-Family Attached	1980s	CR08	Crawl	0	0	0	0	0	1
Single-Family Attached	1980s	CR09	Crawl	0	0	0	0	0	1
Single-Family Attached	1980s	CR10	Crawl	0	0	0	0	0	1
Single-Family Attached	1980s	CR11	Crawl	0	0	0	0	0	1
Single-Family Attached	1990s	CR02	Crawl	0	0	0	0	0	1
Single-Family Attached	1990s	CR03	Crawl	0	0	0	0	0	1
Single-Family Attached	1990s	CR04	Crawl	0	0	0	0	0	1
Single-Family Attached	1990s	CR05	Crawl	0	0	0	0	0	1
Single-Family Attached	1990s	CR06	Crawl	0	0	0	0	0	1
Single-Family Attached	1990s	CR07	Crawl	0	0	0	0	0	1
Single-Family Attached	1990s	CR08	Crawl	0	0	0	0	0	1
Single-Family Attached	1990s	CR09	Crawl	0	0	0	0	0	1
Single-Family Attached	1990s	CR10	Crawl	0	0	0	0	0	1
Single-Family Attached	1990s	CR11	Crawl	0	0	0	0	0	1
Single-Family Attached	2000s	CR02	Crawl	0	0	0	0	0	1
Single-Family Attached	2000s	CR03	Crawl	0	0	0	0	0	1
Single-Family Attached	2000s	CR04	Crawl	0	0	0	0	0	1
Single-Family Attached	2000s	CR05	Crawl	0	0	0	0	0	1
Single-Family Attached	2000s	CR06	Crawl	0	0	0	0	0	1
Single-Family Attached	2000s	CR07	Crawl	0	0	0	0	0	1
Single-Family Attached	2000s	CR08	Crawl	0	0	0	0	0	1
Single-Family Attached	2000s	CR09	Crawl	0	0	0	0	0	1
Single-Family Attached	2000s	CR10	Crawl	0	0	0	0	0	1
Single-Family Attached	2000s	CR11	Crawl	0	0	0	0	0	1
Single-Family Attached	2010s	CR02	Crawl	0	0	0	0	0	1
Single-Family Attached	2010s	CR03	Crawl	0	0	0	0	0	1
Single-Family Attached	2010s	CR04	Crawl	0	0	0	0	0	1
Single-Family Attached	2010s	CR05	Crawl	0	0	0	0	0	1
Single-Family Attached	2010s	CR06	Crawl	0	0	0	0	0	1
Single-Family Attached	2010s	CR07	Crawl	0	0	0	0	0	1
Single-Family Attached	2010s	CR08	Crawl	0	0	0	0	0	1
Single-Family Attached	2010s	CR09	Crawl	0	0	0	0	0	1
Single-Family Attached	2010s	CR10	Crawl	0	0	0	0	0	1
Single-Family Attached	2010s	CR11	Crawl	0	0	0	0	0	1
Single-Family Detached	<1940	CR02	Crawl	0	0	0	0	0	1
Single-Family Detached	<1940	CR03	Crawl	0	0	0	0	0	1
Single-Family Detached	<1940	CR04	Crawl	0	0	0	0	0	1
Single-Family Detached	<1940	CR05	Crawl	0	0	0	0	0	1
Single-Family Detached	<1940	CR06	Crawl	0	0	0	0	0	1
Single-Family Detached	<1940	CR07	Crawl	0	0	0	0	0	1
Single-Family Detached	<1940	CR08	Crawl	0	0	0	0	0	1
Single-Family Detached	<1940	CR09	Crawl	0	0	0	0	0	1
Single-Family Detached	<1940	CR10	Crawl	0	0	0	0	0	1
Single-Family Detached	<1940	CR11	Crawl	0	0	0	0	0	1
Single-Family Detached	1940s	CR02	Crawl	0	0	0	0	0	1
Single-Family Detached	1940s	CR03	Crawl	0	0	0	0	0	1
Single-Family Detached	1940s	CR04	Crawl	0	0	0	0	0	1
Single-Family Detached	1940s	CR05	Crawl	0	0	0	0	0	1
Single-Family Detached	1940s	CR06	Crawl	0	0	0	0	0	1
Single-Family Detached	1940s	CR07	Crawl	0	0	0	0	0	1
Single-Family Detached	1940s	CR08	Crawl	0	0	0	0	0	1
