Dependency=County	Option=CAISO	Option=ERCOT	Option=MISO	Option=NEISO	Option=NYISO	Option=None	Option=PJM	Option=SPP	sample_count	sample_weight
AL, Greene County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	3.000000	3107.000000
AL, Hale County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	6.000000	5948.000000
AL, Henry County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	6.000000	6831.000000
AL, Houston County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	22.000000	39363.000000
AL, Jackson County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	11.000000	19945.000000
AL, Jefferson County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	163.000000	261773.000000
AL, Lamar County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	3.000000	6010.000000
AL, Lauderdale County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	22.000000	38361.000000
AL, Lawrence County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	9.000000	13321.000000
AL, Lee County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	27.000000	57901.000000
AL, Limestone County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	16.000000	32073.000000
AL, Lowndes County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	4.000000	4238.000000
AL, Macon County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	12.000000	7915.000000
AL, Madison County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	73.000000	139949.000000
AL, Marengo County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	6.000000	8149.000000
AL, Marion County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	8.000000	12486.000000
AL, Marshall County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	18.000000	34461.000000
AL, Mobile County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	115.000000	154261.000000
AL, Monroe County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	7.000000	8316.000000
AL, Montgomery County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	65.000000	90281.000000
AL, Morgan County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	27.000000	46164.000000
AL, Perry County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	3.000000	3198.000000
AL, Pickens County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	5.000000	7618.000000
AL, Pike County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	8.000000	12802.000000
AL, Randolph County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	6.000000	8691.000000
AL, Russell County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	13.000000	22333.000000
AL, Shelby County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	48.000000	75942.000000
AL, St. Clair County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	13.000000	31832.000000
AL, Sumter County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	4.000000	4878.000000
AL, Talladega County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	22.000000	31461.000000
AL, Tallapoosa County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	10.000000	16338.000000
AL, Tuscaloosa County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	47.000000	70440.000000
AL, Walker County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	18.000000	25194.000000
AL, Washington County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	5.000000	6113.000000
AL, Wilcox County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	4.000000	3792.000000
AL, Winston County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	7.000000	9436.000000
AR, Arkansas County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.000000	7685.000000
AR, Ashley County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	8338.000000
AR, Baxter County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.000000	18061.000000
AR, Benton County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	49.000000	88014.000000
AR, Boone County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	14883.000000
AR, Bradley County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	4550.000000
AR, Calhoun County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	2079.000000
AR, Carroll County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	5.000000	10874.000000
AR, Chicot County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	4384.000000
AR, Clark County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	8783.000000
AR, Clay County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	6453.000000
AR, Cleburne County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	10360.000000
AR, Cleveland County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	3342.000000
AR, Columbia County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	9518.000000
AR, Conway County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	8360.000000
AR, Craighead County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.000000	39042.000000
AR, Crawford County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	11.000000	23548.000000
AR, Crittenden County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.000000	18496.000000
AR, Cross County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	6703.000000
AR, Dallas County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	3222.000000
AR, Desha County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	5224.000000
AR, Drew County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	7094.000000
AR, Faulkner County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.000000	43451.000000
AR, Franklin County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	3.000000	6779.000000
AR, Fulton County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	5240.000000
AR, Garland County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.000000	40353.000000
AR, Grant County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	6869.000000
AR, Greene County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.000000	16766.000000
AR, Hempstead County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	5.000000	7729.000000
AR, Hot Spring County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	12226.000000
AR, Howard County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	3.000000	5068.000000
AR, Independence County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.000000	14316.000000
AR, Izard County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	5349.000000
AR, Jackson County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	6219.000000
AR, Jefferson County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.000000	27660.000000
AR, Johnson County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	6.000000	10014.000000
AR, Lafayette County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	2947.000000
AR, Lawrence County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	6603.000000
AR, Lee County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	3541.000000
AR, Lincoln County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	3940.000000
AR, Little River County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	4.000000	5191.000000
AR, Logan County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	6.000000	8401.000000
AR, Lonoke County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	25993.000000
AR, Madison County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	4.000000	6279.000000
AR, Marion County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	6667.000000
AR, Miller County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	12.000000	17003.000000
AR, Mississippi County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.000000	16835.000000
AR, Monroe County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	3306.000000
AR, Montgomery County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	3735.000000
AR, Nevada County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	3509.000000
AR, Newton County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	3243.000000
AR, Ouachita County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	10313.000000
AR, Perry County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	3730.000000
AR, Phillips County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	7953.000000
AR, Pike County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	4298.000000
AR, Poinsett County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	9471.000000
AR, Polk County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	6.000000	7925.000000
AR, Pope County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.000000	22919.000000
AR, Prairie County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	3846.000000
AR, Pulaski County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	95.000000	155440.000000
AR, Randolph County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	7318.000000
AR, Saline County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.000000	42633.000000
AR, Scott County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	3.000000	3965.000000
AR, Searcy County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	3194.000000
AR, Sebastian County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	26.000000	50437.000000
AR, Sevier County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	4.000000	6005.000000
AR, Sharp County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	7320.000000
AR, St. Francis County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	9308.000000
AR, Stone County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	4966.000000
AR, Union County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	16383.000000
AR, Van Buren County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	6825.000000
AR, Washington County	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	32.000000	83467.000000
AR, White County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.000000	29108.000000
AR, Woodruff County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	2919.000000
AR, Yell County	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	7492.000000
AZ, Apache County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	16.000000	19351.000000
AZ, Cochise County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	32.000000	49230.000000
AZ, Coconino County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	28.000000	47366.000000
AZ, Gila County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	16.000000	21408.000000
AZ, Graham County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	9.000000	10915.000000
AZ, Greenlee County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	3.000000	3295.000000
AZ, La Paz County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	9.000000	9181.000000
AZ, Maricopa County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	916.000000	1465840.000000
AZ, Mohave County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	43.000000	82145.000000
AZ, Navajo County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	31.000000	34090.000000
AZ, Pima County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	241.000000	383951.000000
AZ, Pinal County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	75.000000	130801.000000
AZ, Santa Cruz County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	10.000000	15538.000000
AZ, Yavapai County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	42.000000	93445.000000
AZ, Yuma County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	55.000000	70924.000000
CA, Alameda County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	361.000000	564293.000000
CA, Alpine County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	343.000000
CA, Amador County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.000000	14248.000000
CA, Butte County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	51.000000	85505.000000
CA, Calaveras County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	17713.000000
CA, Colusa County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	6962.000000
CA, Contra Costa County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	208.000000	387540.000000
CA, Del Norte County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	8.000000	9443.000000
CA, El Dorado County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	43.000000	67528.000000
CA, Fresno County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	199.000000	299456.000000
CA, Glenn County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	9801.000000
CA, Humboldt County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	31.000000	53689.000000
CA, Imperial County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	31.000000	45800.000000
CA, Inyo County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	7973.000000
CA, Kern County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	151.000000	262337.000000
CA, Kings County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	27.000000	41845.000000
CA, Lake County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.000000	26194.000000
CA, Lassen County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	9.000000	9501.000000
CA, Los Angeles County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2346.000000	3280102.000000
CA, Madera County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.000000	43574.000000
CA, Marin County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	56.000000	104400.000000
CA, Mariposa County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	7255.000000
CA, Mendocino County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.000000	34594.000000
CA, Merced County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49.000000	78270.000000
CA, Modoc County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	4.000000	3670.000000
CA, Mono County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	4950.000000
CA, Monterey County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	94.000000	125916.000000
CA, Napa County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	49375.000000
CA, Nevada County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.000000	40587.000000
CA, Orange County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	583.000000	1017012.000000
CA, Placer County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	85.000000	136730.000000
CA, Plumas County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	8376.000000
CA, Riverside County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	453.000000	705716.000000
CA, Sacramento County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	317.000000	527335.000000
CA, San Benito County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.000000	17390.000000
CA, San Bernardino County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	369.000000	618922.000000
CA, San Diego County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	628.000000	1103128.000000
CA, San Francisco County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	197.000000	356797.000000
CA, San Joaquin County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	139.000000	221707.000000
CA, San Luis Obispo County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	54.000000	104404.000000
CA, San Mateo County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	158.000000	261010.000000
CA, Santa Barbara County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	90.000000	143051.000000
CA, Santa Clara County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	372.000000	626579.000000
CA, Santa Cruz County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	53.000000	95062.000000
CA, Shasta County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	48.000000	69713.000000
CA, Sierra County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1275.000000
CA, Siskiyou County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	14.000000	19045.000000
CA, Solano County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	96.000000	145315.000000
CA, Sonoma County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	189043.000000
CA, Stanislaus County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	94.000000	170328.000000
CA, Sutter County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.000000	32028.000000
CA, Tehama County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.000000	23573.000000
CA, Trinity County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	5468.000000
CA, Tulare County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	78.000000	134153.000000
CA, Tuolumne County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.000000	22083.000000
CA, Ventura County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	174.000000	269338.000000
CA, Yolo County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	41.000000	72544.000000
CA, Yuba County	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.000000	25655.000000
CO, Adams County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	97.000000	158748.000000
CO, Alamosa County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	4.000000	5946.000000
CO, Arapahoe County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	147.000000	231844.000000
CO, Archuleta County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	4.000000	5382.000000
CO, Baca County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2.000000	1545.000000
CO, Bent County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1720.000000
CO, Boulder County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	68.000000	123669.000000
CO, Broomfield County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	18.000000	24581.000000
CO, Chaffee County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	5.000000	7736.000000
CO, Cheyenne County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	776.000000
CO, Clear Creek County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	3.000000	4411.000000
CO, Conejos County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2.000000	2900.000000
CO, Costilla County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2.000000	1506.000000
CO, Crowley County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1174.000000
CO, Custer County	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1950.000000
