Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Geometry House Size	Option=1	Option=2	Option=3	Count	Weight
Multi-Family with 5+ Units	1980s	0-1499	0.088295	0.513127	0.398578	359.000000	3374715.815000
Multi-Family with 5+ Units	1980s	1500-2499	0.061208	0.656822	0.281970	10.000000	119692.817100
Multi-Family with 5+ Units	1980s	2500-3499	0.088263	0.513294	0.398443	0.000000	0.000000
Multi-Family with 5+ Units	1980s	3500+	0.088263	0.513294	0.398443	0.000000	0.000000
Multi-Family with 5+ Units	1990s	0-1499	0.084675	0.490804	0.424521	226.000000	2426663.079000
Multi-Family with 5+ Units	1990s	1500-2499	0.000000	0.615434	0.384566	7.000000	64224.842620
Multi-Family with 5+ Units	1990s	2500-3499	0.000000	0.000000	1.000000	1.000000	8884.939148
Multi-Family with 5+ Units	1990s	3500+	0.084596	0.490909	0.424495	0.000000	0.000000
Multi-Family with 5+ Units	2000s	0-1499	0.089068	0.565363	0.345570	215.000000	2194465.242000
Multi-Family with 5+ Units	2000s	1500-2499	0.000000	0.364511	0.635489	21.000000	231142.471100
Multi-Family with 5+ Units	2000s	2500-3499	0.000000	1.000000	0.000000	1.000000	8491.418082
Multi-Family with 5+ Units	2000s	3500+	0.127460	0.294789	0.577752	0.000000	0.000000
Multi-Family with 5+ Units	1940s	0-1499	0.127460	0.294789	0.577752	265.000000	2600040.639000
Multi-Family with 5+ Units	1940s	1500-2499	0.000000	1.000000	0.000000	10.000000	107485.821100
Multi-Family with 5+ Units	1940s	2500-3499	0.000000	0.000000	1.000000	1.000000	16295.245310
Multi-Family with 5+ Units	1940s	3500+	0.127410	0.295014	0.577577	0.000000	0.000000
Multi-Family with 5+ Units	2010s	0-1499	0.089068	0.565363	0.345570	215.000000	2194465.242000
Multi-Family with 5+ Units	2010s	1500-2499	0.000000	0.364511	0.635489	21.000000	231142.471100
Multi-Family with 5+ Units	2010s	2500-3499	0.000000	1.000000	0.000000	1.000000	8491.418082
Multi-Family with 5+ Units	2010s	3500+	0.088430	0.563938	0.347632	0.000000	0.000000
Single-Family Attached	<1940	0-1499	0.370637	0.544538	0.084825	99.000000	894675.970300
Single-Family Attached	<1940	1500-2499	0.105893	0.729891	0.164216	41.000000	374120.461500
Single-Family Attached	<1940	2500-3499	0.063284	0.724554	0.212162	9.000000	70260.052000
Single-Family Attached	<1940	3500+	0.000000	0.418886	0.581114	2.000000	27096.761040
Single-Family Attached	1950s	0-1499	0.370637	0.544538	0.084825	44.000000	337999.801800
Single-Family Attached	1950s	1500-2499	0.105893	0.729891	0.164216	26.000000	229651.643300
Single-Family Attached	1950s	2500-3499	0.063284	0.724554	0.212162	1.000000	7942.958043
Single-Family Attached	1950s	3500+	0.000000	0.418886	0.581114	0.000000	0.000000
Single-Family Attached	1960s	0-1499	0.672980	0.327020	0.000000	58.000000	395111.357300
Single-Family Attached	1960s	1500-2499	0.266708	0.625982	0.107310	14.000000	103048.981400
Single-Family Attached	1960s	2500-3499	0.330000	0.330000	0.340000	1.000000	5242.407862
Single-Family Attached	1960s	3500+	0.559929	0.410211	0.029861	0.000000	0.000000
Single-Family Attached	1970s	0-1499	0.643166	0.356834	0.000000	91.000000	706211.543000
Single-Family Attached	1970s	1500-2499	0.187144	0.812856	0.000000	38.000000	312499.205900
Single-Family Attached	1970s	2500-3499	1.000000	0.000000	0.000000	6.000000	47951.599200
Single-Family Attached	1970s	3500+	0.617610	0.382390	0.000000	2.000000	12609.883100
Single-Family Attached	1980s	0-1499	0.644265	0.342112	0.013623	120.000000	856604.314900
Single-Family Attached	1980s	1500-2499	0.334112	0.628924	0.036964	59.000000	451874.126300
Single-Family Attached	1980s	2500-3499	0.797040	0.202960	0.000000	13.000000	79886.438780
Single-Family Attached	1980s	3500+	0.000000	1.000000	0.000000	3.000000	16481.486520
Single-Family Attached	1990s	0-1499	0.435694	0.552309	0.011997	56.000000	383478.344800
Single-Family Attached	1990s	1500-2499	0.336700	0.534517	0.128784	42.000000	264523.251200
Single-Family Attached	1990s	2500-3499	0.128943	0.799122	0.071935	10.000000	97520.618670
Single-Family Attached	1990s	3500+	0.258973	0.741027	0.000000	3.000000	14215.517800
Single-Family Attached	2000s	0-1499	0.565060	0.434940	0.000000	69.000000	482193.131900
Single-Family Attached	2000s	1500-2499	0.171286	0.725974	0.102739	59.000000	408410.816200
Single-Family Attached	2000s	2500-3499	0.302550	0.697450	0.000000	15.000000	90761.462520
Single-Family Attached	2000s	3500+	0.187683	0.812317	0.000000	9.000000	46477.219470
Single-Family Attached	1940s	0-1499	0.488069	0.487722	0.024209	99.000000	894675.970300
Single-Family Attached	1940s	1500-2499	0.371631	0.563492	0.064877	41.000000	374120.461500
Single-Family Attached	1940s	2500-3499	0.286064	0.342189	0.371747	9.000000	70260.052000
Single-Family Attached	1940s	3500+	0.443087	0.417840	0.139073	2.000000	27096.761040
Single-Family Attached	2010s	0-1499	0.488069	0.487722	0.024209	69.000000	482193.131900
Single-Family Attached	2010s	1500-2499	0.371631	0.563492	0.064877	59.000000	408410.816200
Single-Family Attached	2010s	2500-3499	0.286064	0.342189	0.371747	15.000000	90761.462520
Single-Family Attached	2010s	3500+	0.443087	0.417840	0.139073	9.000000	46477.219470
Single-Family Detached	<1940	0-1499	0.689096	0.306279	0.004625	593.000000	5642881.197000
Single-Family Detached	<1940	1500-2499	0.308086	0.673907	0.018007	450.000000	4207616.560000
Single-Family Detached	<1940	2500-3499	0.105376	0.820205	0.074419	193.000000	1767455.927000
Single-Family Detached	<1940	3500+	0.103709	0.785225	0.111066	109.000000	1013195.559000
Single-Family Detached	1950s	0-1499	0.689096	0.306279	0.004625	520.000000	4704980.719000
Single-Family Detached	1950s	1500-2499	0.308086	0.673907	0.018007	434.000000	4078571.527000
Single-Family Detached	1950s	2500-3499	0.105376	0.820205	0.074419	109.000000	1046418.084000
Single-Family Detached	1950s	3500+	0.103709	0.785225	0.111066	57.000000	510967.971500
Single-Family Detached	1960s	0-1499	0.900758	0.097768	0.001474	399.000000	3677143.824000
Single-Family Detached	1960s	1500-2499	0.662435	0.326086	0.011479	353.000000	3212853.732000
Single-Family Detached	1960s	2500-3499	0.414605	0.551477	0.033918	119.000000	1104859.164000
Single-Family Detached	1960s	3500+	0.461478	0.515881	0.022641	76.000000	696651.587600
Single-Family Detached	1970s	0-1499	0.892286	0.101545	0.006169	389.000000	3453731.729000
Single-Family Detached	1970s	1500-2499	0.768146	0.217521	0.014333	463.000000	4007564.169000
Single-Family Detached	1970s	2500-3499	0.592292	0.385264	0.022444	188.000000	1583212.848000
Single-Family Detached	1970s	3500+	0.401261	0.546867	0.051872	96.000000	745789.220500
Single-Family Detached	1980s	0-1499	0.915977	0.075973	0.008050	298.000000	2859601.632000
Single-Family Detached	1980s	1500-2499	0.727676	0.261019	0.011305	416.000000	3870139.651000
Single-Family Detached	1980s	2500-3499	0.498451	0.466599	0.034950	182.000000	1620047.602000
Single-Family Detached	1980s	3500+	0.333648	0.631494	0.034859	101.000000	869421.626900
Single-Family Detached	1990s	0-1499	0.846101	0.147389	0.006509	246.000000	2447476.300000
Single-Family Detached	1990s	1500-2499	0.658097	0.336410	0.005494	408.000000	3900135.871000
Single-Family Detached	1990s	2500-3499	0.446657	0.501952	0.051391	236.000000	2137182.248000
Single-Family Detached	1990s	3500+	0.203984	0.763933	0.032083	212.000000	1872290.294000
Single-Family Detached	2000s	0-1499	0.857529	0.138916	0.003555	226.000000	2268849.847000
Single-Family Detached	2000s	1500-2499	0.664322	0.327503	0.008175	423.000000	3910028.524000
Single-Family Detached	2000s	2500-3499	0.274989	0.701826	0.023185	243.000000	2229392.981000
Single-Family Detached	2000s	3500+	0.164564	0.816109	0.019327	264.000000	2397242.798000
Single-Family Detached	1940s	0-1499	0.864502	0.133764	0.001734	593.000000	5642881.197000
Single-Family Detached	1940s	1500-2499	0.656553	0.339436	0.004011	450.000000	4207616.560000
Single-Family Detached	1940s	2500-3499	0.319013	0.674793	0.006194	193.000000	1767455.927000
Single-Family Detached	1940s	3500+	0.221145	0.749270	0.029585	109.000000	1013195.559000
Single-Family Detached	2010s	0-1499	0.864502	0.133764	0.001734	226.000000	2268849.847000
Single-Family Detached	2010s	1500-2499	0.656553	0.339436	0.004011	423.000000	3910028.524000
Single-Family Detached	2010s	2500-3499	0.319013	0.674793	0.006194	243.000000	2229392.981000
Single-Family Detached	2010s	3500+	0.221145	0.749270	0.029585	264.000000	2397242.798000
