Dependency=Geometry Building Type FPL	Dependency=Location	Option=<1940	Option=1940-59s	Option=1960-79s	Option=1980-99s	Option=2000-09s	Option=2010s	Counts
10 to 19 Unit	IN_Indianapolis.Intl.AP.724380	0.02275841	0.046430125	0.303196246	0.383581368	0.188385536	0.055648316	46047.11642
10 to 19 Unit	IN_South.Bend-Michiana.Rgnl.AP.725350	0.029185315	0.035677286	0.340610374	0.431377566	0.135390888	0.027758572	11208.58809
10 to 19 Unit	KS_Dodge.City.Rgnl.AP.724510	0.014837178	0.019874811	0.245455455	0.384065856	0.282356244	0.053410456	1899.944943
10 to 19 Unit	KS_Goodland-Renner.Field.724650	0.039139551	0.118958133	0.56764209	0.233587595	0.038968647	0.001703984	402.2469347
10 to 19 Unit	KS_Topeka-Phillip.Billard.Muni.AP.724560	0.020233356	0.040770197	0.300525048	0.347755657	0.245318379	0.045397363	9631.975538
10 to 19 Unit	KS_Wichita-Mid.Continent.AP.724500	0.012011704	0.066665301	0.390369968	0.370142417	0.147542648	0.013267962	11710.67702
10 to 19 Unit	KY_Cincinnati-Northern.Kentucky.AP.724210	0.04006417	0.063512024	0.359987497	0.415256893	0.107581323	0.013598093	48169.06084
10 to 19 Unit	KY_Lexington-Bluegrass.AP.724220	0.032566594	0.047220025	0.306755492	0.431641896	0.144819517	0.036996475	13213.43762
10 to 19 Unit	KY_Louisville-Standiford.Field.724230	0.039438826	0.068011019	0.38735617	0.338979523	0.141918297	0.024296164	20562.49783
10 to 19 Unit	LA_Baton.Rouge-Ryan.AP.722317	0.007770052	0.030171509	0.310203053	0.358782477	0.230385198	0.062687712	17972.9653
10 to 19 Unit	LA_Lake.Charles.Rgnl.AP.722400	0.006383255	0.034798895	0.303120512	0.233580208	0.257196463	0.164920667	1745.481561
10 to 19 Unit	LA_New.Orleans.Intl.AP.722310	0.04709937	0.047918979	0.342312556	0.329837957	0.190811429	0.042019708	17398.76098
10 to 19 Unit	LA_Shreveport.Rgnl.AP.722480	0.018254659	0.043821028	0.343442128	0.352460747	0.195950694	0.046070743	10184.20994
10 to 19 Unit	MA_Boston-Logan.Intl.AP.725090	0.183202445	0.096549331	0.357511751	0.247760044	0.100174004	0.014802425	59426.39888
10 to 19 Unit	MA_Worcester.Rgnl.AP.725095	0.128962987	0.06647862	0.405045729	0.305703208	0.070912805	0.022896651	11786.26748
10 to 19 Unit	MD_Baltimore-Washington.Intl.AP.724060	0.024017898	0.079729303	0.402281163	0.372328462	0.107790542	0.013852631	136302.1851
10 to 19 Unit	ME_Caribou.Muni.AP.727120	0.096726442	0.133443448	0.294132397	0.344282503	0.070701892	0.060713318	570.4513172
10 to 19 Unit	ME_Portland.Intl.Jetport.726060	0.194086747	0.064303698	0.288939275	0.332106882	0.090975966	0.029587431	6935.51195
10 to 19 Unit	MI_Alpena.County.Rgnl.AP.726390	0.037529876	0.005299625	0.304432615	0.62588977	0.026848114	0	496.1952881
10 to 19 Unit	MI_Detroit.Metro.AP.725370	0.032888857	0.073924023	0.416766175	0.375148296	0.096654677	0.004617972	52803.89392
10 to 19 Unit	MI_Flint-Bishop.Intl.AP.726370	0.017549402	0.054289131	0.449256739	0.354929538	0.113400362	0.010574828	19966.69107
10 to 19 Unit	MI_Grand.Rapids-Kent.County.Intl.AP.726350	0.019105966	0.034475404	0.343491898	0.478731997	0.112572773	0.011621961	23930.13589
10 to 19 Unit	MI_Houghton-Lake.Roscommon.County.AP.726380	0.028393711	0.038950767	0.280683725	0.490883926	0.140806738	0.020281133	1053.641941
10 to 19 Unit	MI_Lansing-Capital.City.AP.725390	0.025184827	0.064320235	0.352814575	0.388555578	0.153662725	0.01546206	16335.75667
10 to 19 Unit	MI_Muskegon.County.AP.726360	0.036446634	0.049609766	0.317118191	0.37546566	0.191284866	0.030074883	3865.06238
10 to 19 Unit	MI_Sault.Ste.Marie-Sanderson.Field.727340	0.082566443	0.041598628	0.255376941	0.44088115	0.166584375	0.012992463	681.7877881
10 to 19 Unit	MI_Traverse.City-Cherry.Capital.AP.726387	0.036690876	0.065364736	0.248812648	0.454551672	0.189508948	0.00507112	2056.192812
10 to 19 Unit	MN_Duluth.Intl.AP.727450	0.086774258	0.054822887	0.354402457	0.373372691	0.125820515	0.004807191	3720.79811
10 to 19 Unit	MN_International.Falls.Intl.AP.727470	0.040666647	0.047380404	0.265541999	0.416759212	0.19271144	0.036940297	712.7542772
10 to 19 Unit	MN_Minneapolis-St.Paul.Intl.AP.726580	0.096060348	0.101450925	0.458691762	0.267067966	0.067634986	0.009094011	43573.3668
10 to 19 Unit	MN_Rochester.Intl.AP.726440	0.034142458	0.066459891	0.376117216	0.410492808	0.108392035	0.004395592	3010.781246
10 to 19 Unit	MN_St.Cloud.Muni.AP.726550	0.022646269	0.031221819	0.307024451	0.536438334	0.089098755	0.013570373	8916.542236
10 to 19 Unit	MO_Columbia.Rgnl.AP.724450	0.01904825	0.024851715	0.272656435	0.41844305	0.225471196	0.039529354	6587.786583
10 to 19 Unit	MO_Kansas.City.Intl.AP.724460	0.021811142	0.04720611	0.329521788	0.41077176	0.170081576	0.020607623	32411.04679
10 to 19 Unit	MO_Springfield.Rgnl.AP.724400	0.007785796	0.014427522	0.139125587	0.523206684	0.288251932	0.02720248	17895.34857
10 to 19 Unit	MO_St.Louis-Lambert.Intl.AP.724340	0.040003652	0.05636141	0.357599403	0.41438521	0.11380123	0.017849094	34396.96461
10 to 19 Unit	MS_Jackson.Intl.AP.722350	0.005384062	0.024159979	0.383212154	0.429495506	0.13713792	0.020610379	7472.21883
10 to 19 Unit	MS_Meridian-Key.Field.722340	0.009013253	0.056277858	0.195567179	0.409581438	0.250715071	0.078845201	2680.700903
10 to 19 Unit	MT_Billings-Logan.Intl.AP.726770	0.088317889	0.042732208	0.276518492	0.333684515	0.183874986	0.074871909	1099.109388
10 to 19 Unit	MT_Cut.Bank.Muni.AP.727796	0.027742439	0.079430188	0.490676016	0.383747245	0.018404112	0	252.7894188
10 to 19 Unit	MT_Glasgow.Intl.AP.727680	0.059297279	0.185086651	0.454637267	0.150657697	0.129653775	0.020667331	187.3885117
10 to 19 Unit	MT_Great.Falls.Intl.AP.727750	0.08114273	0.095566987	0.561351841	0.162556808	0.058557344	0.040824291	1143.308567
10 to 19 Unit	MT_Helena.Rgnl.AP.727720	0.099099068	0.150921111	0.230308965	0.233026453	0.235428457	0.051215947	1960.376215
10 to 19 Unit	MT_Kalispell-Glacier.Park.Intl.AP.727790	0.075797999	0.070075898	0.155003796	0.414720564	0.274236402	0.010165342	567.2725051
10 to 19 Unit	MT_Lewistown.Muni.AP.726776	0.120830628	0.058869478	0.69182419	0.052487814	0.024569009	0.05141888	313.3903903
10 to 19 Unit	MT_Miles.City.Muni.AP.742300	0.085000298	0.186611552	0.357388321	0.245362173	0.088302347	0.03733531	229.4584762
10 to 19 Unit	MT_Missoula.Intl.AP.727730	0.081277492	0.021849319	0.21816208	0.346248963	0.314104031	0.018358116	1927.24016
10 to 19 Unit	NC_Asheville.Rgnl.AP.723150	0.041570732	0.02625638	0.142110401	0.413630477	0.290468095	0.085963916	4144.760806
10 to 19 Unit	NC_Cape.Hatteras.723040	0.013870506	0.015713278	0.262945816	0.472519572	0.177186041	0.057764787	442.5871952
10 to 19 Unit	NC_Charlotte-Douglas.Intl.AP.723140	0.005871876	0.016005659	0.152317014	0.553306668	0.236890834	0.035607949	43903.02683
10 to 19 Unit	NC_Greensboro-Piedmont.Triad.Intl.AP.723170	0.009317519	0.026346531	0.245363351	0.504531866	0.195486795	0.018953938	30915.95098
10 to 19 Unit	NC_Raleigh-Durham.Intl.AP.723060	0.006592115	0.017579418	0.145714395	0.516493274	0.262570358	0.051050439	51250.85212
10 to 19 Unit	NC_Wilmington.Intl.AP.723013	0.002937385	0.01596661	0.10357382	0.505225975	0.325389753	0.046906457	21490.51563
10 to 19 Unit	ND_Bismarck.Muni.AP.727640	0.015206826	0.013801149	0.425219281	0.463349712	0.067796798	0.014626233	3144.619089
10 to 19 Unit	ND_Fargo-Hector.Intl.AP.727530	0.02426176	0.056095294	0.333731286	0.458085213	0.101839418	0.025987029	12525.50622
10 to 19 Unit	ND_Minot.Intl.AP.727676	0.026997361	0.034043437	0.400232353	0.359610391	0.059494457	0.119622002	2863.216884
10 to 19 Unit	NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	0.037105581	0.070765642	0.367351761	0.33754236	0.16783446	0.019400195	2060.422085
10 to 19 Unit	NE_Norfolk-Karl.Stefan.Mem.AP.725560	0.029853132	0.024568948	0.44863546	0.385980826	0.110906478	5.52E-05	1313.696455
10 to 19 Unit	NE_North.Platte.Rgnl.AP.725620	0.04531642	0.032692563	0.210142467	0.538264875	0.155076134	0.01850754	714.6814576
10 to 19 Unit	NE_Omaha-Eppley.Airfield.725500	0.037645594	0.052849712	0.32223352	0.406185054	0.155121292	0.025964828	29021.48928
10 to 19 Unit	NE_Scottsbluff-W.B.Heilig.Field.725660	0.108377714	0.123771415	0.222939222	0.427959258	0.109325015	0.007627375	851.7494922
10 to 19 Unit	NH_Concord.Muni.AP.726050	0.090516332	0.037161776	0.386215821	0.39652658	0.072719136	0.016860355	12413.70668
10 to 19 Unit	NJ_Atlantic.City.Intl.AP.724070	0.039733784	0.066297817	0.403725487	0.374446298	0.096300844	0.01949577	11573.01678
10 to 19 Unit	NJ_Newark.Intl.AP.725020	0.171948774	0.137327924	0.326141352	0.268391383	0.079527638	0.016662929	129819.7814
10 to 19 Unit	NM_Albuquerque.Intl.AP.723650	0.007491885	0.041292704	0.358344324	0.433194347	0.147296496	0.012380243	15229.7076
10 to 19 Unit	NM_Tucumcari.AP.723676	0.002051627	0.040916109	0.330230974	0.460288423	0.129401912	0.037110955	634.5427023
10 to 19 Unit	NV_Elko.Muni.AP.725825	0	0.064588326	0.4264126	0.245087126	0.164860202	0.099051745	219.578017
10 to 19 Unit	NV_Ely-Yelland.Field.724860	0	0.145206819	0.442910785	0.353796391	0.058086006	0	13.33587993
10 to 19 Unit	NV_Las.Vegas-McCarran.Intl.AP.723860	0.001366475	0.021512432	0.22086276	0.519904414	0.213983667	0.022370252	40593.37755
10 to 19 Unit	NV_Reno-Tahoe.Intl.AP.724880	0.007131877	0.034021319	0.343582312	0.405493375	0.184670292	0.025100825	8800.275088
10 to 19 Unit	NV_Tonopah.AP.724855	0.043996549	0.029088199	0.507479341	0.322105269	0.067715708	0.029614934	191.2699335
10 to 19 Unit	NV_Winnemucca.Muni.AP.725830	0.006669913	0.014095793	0.019739148	0.788764963	0.166952126	0.003778056	32.62343374
10 to 19 Unit	NY_Albany.County.AP.725180	0.096754921	0.084528787	0.422947879	0.262972289	0.099696353	0.03309977	14468.55022
10 to 19 Unit	NY_Binghamton-Edwin.A.Link.Field.725150	0.144636573	0.10659979	0.39311825	0.295032063	0.036090623	0.024522701	4971.622806
10 to 19 Unit	NY_Buffalo-Greater.Buffalo.Intl.AP.725280	0.135737472	0.093858023	0.466731014	0.232431097	0.047788888	0.023453505	8892.637312
10 to 19 Unit	NY_Massena.AP.726223	0.148415339	0.061809697	0.297390711	0.453481227	0.038903025	0	733.624296
10 to 19 Unit	NY_New.York-J.F.Kennedy.Intl.AP.744860	0.343741754	0.192279971	0.224626738	0.131372284	0.092968457	0.015010796	123847.1421
10 to 19 Unit	NY_Rochester-Greater.Rochester.Intl.AP.725290	0.100029272	0.084661073	0.483172875	0.25242284	0.074076868	0.005637071	8725.690865
10 to 19 Unit	NY_Syracuse-Hancock.Intl.AP.725190	0.105745943	0.101914102	0.468702015	0.25643333	0.060878956	0.006325653	9983.494669
10 to 19 Unit	OH_Akron.Canton.Rgnl.AP.725210	0.035655286	0.046762563	0.427045387	0.339224068	0.13758692	0.013725776	13646.70078
10 to 19 Unit	OH_Cleveland-Hopkins.Intl.AP.725240	0.089892013	0.120710899	0.428917896	0.290514225	0.062406867	0.0075581	30789.04177
10 to 19 Unit	OH_Columbus-Port.Columbus.Intl.AP.724280	0.026543033	0.046834043	0.328158131	0.406766412	0.143359661	0.04833872	31300.53012
10 to 19 Unit	OH_Dayton.Intl.AP.724290	0.027837865	0.052494896	0.415371251	0.358700392	0.129414784	0.016180811	17608.60771
10 to 19 Unit	OH_Mansfield-Lahm.Muni.AP.725246	0.037485896	0.08216223	0.479738942	0.229217488	0.165409725	0.005985719	2156.632687
10 to 19 Unit	OH_Toledo.Express.AP.725360	0.032192589	0.058730514	0.434488638	0.345714204	0.12092707	0.007946985	13908.70672
10 to 19 Unit	OH_Youngstown.Rgnl.AP.725250	0.035896193	0.073392383	0.553546438	0.289877336	0.040936347	0.006351302	5833.669646
10 to 19 Unit	OK_Oklahoma.City-Will.Rogers.World.AP.723530	0.012388734	0.028610819	0.275314267	0.436111518	0.199384753	0.048189909	22168.35041
10 to 19 Unit	OK_Tulsa.Intl.AP.723560	0.013678826	0.019910763	0.350256901	0.43223735	0.133261942	0.050654218	19001.8916
10 to 19 Unit	OR_Astoria.Rgnl.AP.727910	0.178045161	0.031069124	0.339513146	0.344177816	0.102206712	0.004988041	755.1393949
10 to 19 Unit	OR_Burns.Muni.AP.726830	0.089292308	0.196226006	0.224945434	0.409373415	0.080107816	5.50E-05	208.3834666
10 to 19 Unit	OR_Eugene-Mahlon.Sweet.AP.726930	0.018344519	0.037751109	0.398720184	0.372516369	0.149376314	0.023291505	4167.927793
10 to 19 Unit	OR_Medford-Rogue.Valley.Intl.AP.725970	0.052087405	0.058563966	0.336224166	0.326532879	0.205757048	0.020834537	2121.798789
10 to 19 Unit	OR_North.Bend.Muni.AP.726917	0.089197791	0.038499957	0.346305527	0.360731264	0.147095561	0.0181699	1355.574264
10 to 19 Unit	OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	0.038826538	0.035105879	0.453240549	0.205743624	0.245106207	0.021977203	4731.981646
10 to 19 Unit	OR_Portland.Intl.AP.726980	0.041971816	0.04904336	0.302804634	0.413328678	0.167015404	0.025836108	37511.26567
10 to 19 Unit	OR_Redmond-Roberts.Field.726835	0.053518374	0.100938088	0.098957544	0.472312241	0.24656936	0.027704393	1019.729463
10 to 19 Unit	OR_Salem-McNary.Field.726940	0.03138019	0.051985267	0.373599514	0.37617388	0.143675949	0.0231852	8172.548044
10 to 19 Unit	PA_Allentown-Lehigh.Valley.Intl.AP.725170	0.042818482	0.075910605	0.476413068	0.280006402	0.102963008	0.021888435	22148.33214
10 to 19 Unit	PA_Bradford.Rgnl.AP.725266	0.180571668	0.155654972	0.352233789	0.219845545	0.07219038	0.019503646	1576.923977
10 to 19 Unit	PA_Erie.Intl.AP.725260	0.074916582	0.069026716	0.441101693	0.304439405	0.083443289	0.027072316	2987.622206
10 to 19 Unit	PA_Harrisburg-Capital.City.AP.725118	0.071443883	0.087344653	0.383534561	0.301634692	0.113279971	0.042762241	15005.97046
10 to 19 Unit	PA_Philadelphia.Intl.AP.724080	0.053305179	0.104852426	0.471700648	0.266536186	0.089095519	0.014510041	51288.51173
10 to 19 Unit	PA_Pittsburgh.Intl.AP.725200	0.0732409	0.11477797	0.405920007	0.306873658	0.09076763	0.008419834	28999.26495
10 to 19 Unit	PA_Wilkes-Barre-Scranton.Intl.AP.725130	0.12874787	0.069992357	0.464655828	0.215770123	0.099415802	0.02141802	4023.23821
10 to 19 Unit	PA_Williamsport.Rgnl.AP.725140	0.111540751	0.061409165	0.404793979	0.273462734	0.121932738	0.026860633	5067.09406
10 to 19 Unit	RI_Providence-T.F.Green.State.AP.725070	0.100774716	0.087162483	0.432636756	0.299195894	0.071542508	0.008687642	21140.57808
10 to 19 Unit	SC_Charleston.Intl.AP.722080	0.017255679	0.021640395	0.192052677	0.366125844	0.367000794	0.035924611	12341.70345
10 to 19 Unit	SC_Columbia.Metro.AP.723100	0.016475531	0.011989378	0.229713735	0.458866949	0.226492152	0.056462256	12308.11116
10 to 19 Unit	SC_Greer.Greenville-Spartanburg.AP.723120	0.011096951	0.013226718	0.2097627	0.496352635	0.242745557	0.026815439	14961.26146
10 to 19 Unit	SD_Huron.Rgnl.AP.726540	0.068523437	0.079879845	0.362078661	0.375135552	0.048233869	0.066148636	2088.029699
10 to 19 Unit	SD_Pierre.Muni.AP.726686	0.036593652	0.021677351	0.325536562	0.419546855	0.137475108	0.059170473	710.0345687
10 to 19 Unit	SD_Rapid.City.Rgnl.AP.726620	0.008916234	0.107154002	0.237203993	0.238974253	0.293378511	0.114373007	2369.151528
10 to 19 Unit	SD_Sioux.Falls-Foss.Field.726510	0.028175278	0.055786573	0.319286289	0.417469401	0.141311908	0.037970552	7804.700034
10 to 19 Unit	TN_Bristol-TriCities.Rgnl.AP.723183	0.014750615	0.040975386	0.375662092	0.362679415	0.174869461	0.03106303	9571.095814
10 to 19 Unit	TN_Chattanooga-Lovell.Field.AP.723240	0.017924476	0.045071223	0.306521214	0.411365546	0.173752833	0.045364707	9908.987291
10 to 19 Unit	TN_Knoxville-McGhee.Tyson.AP.723260	0.016679327	0.045365618	0.329617984	0.421563581	0.14304333	0.043730159	14225.07974
10 to 19 Unit	TN_Memphis.Intl.AP.723340	0.023848018	0.057459087	0.241225044	0.407418421	0.227040835	0.043008594	23409.63767
10 to 19 Unit	TN_Nashville.Intl.AP.723270	0.008109038	0.035573453	0.274398929	0.433726345	0.208430056	0.039762178	40550.8415
10 to 19 Unit	TX_Abilene.Rgnl.AP.722660	0.003335055	0.03351443	0.420611167	0.390709316	0.148558531	0.0032715	2477.345688
10 to 19 Unit	TX_Amarillo.Intl.AP.723630	0.002525518	0.075866599	0.263055022	0.44646658	0.150700872	0.061385409	3848.997515
10 to 19 Unit	TX_Austin-Mueller.Muni.AP.722540	0.002715374	0.011761215	0.187323085	0.474272038	0.286899399	0.037028889	50640.37584
10 to 19 Unit	TX_Brownsville-South.Padre.Island.AP.722500	0.006775398	0.020739363	0.212972678	0.403936231	0.316460541	0.039115789	6679.637093
10 to 19 Unit	TX_Corpus.Christi.Intl.AP.722510	0.005367701	0.050697021	0.270270368	0.357657799	0.279159949	0.036847164	7386.445306
10 to 19 Unit	TX_Dallas-Fort.Worth.Intl.AP.722590	0.004906067	0.021949407	0.251117681	0.520236517	0.172861645	0.028928683	166266.7929
10 to 19 Unit	TX_El.Paso.Intl.AP.722700	0.018426835	0.111369222	0.391324477	0.32171379	0.118559136	0.03860654	13194.81303
10 to 19 Unit	TX_Houston-Bush.Intercontinental.AP.722430	0.005016072	0.019327344	0.354095092	0.379453673	0.206483013	0.035624807	172122.8112
10 to 19 Unit	TX_Lubbock.Intl.AP.722670	0.008534333	0.021925253	0.338448088	0.361357569	0.229487788	0.040246969	5530.866423
10 to 19 Unit	TX_Lufkin-Angelina.Co.AP.722446	0.004465317	0.013397556	0.21124158	0.476792165	0.243047543	0.051055839	4361.842444
10 to 19 Unit	TX_Midland.Intl.AP.722650	0.004084273	0.027592234	0.326963063	0.496274894	0.057224823	0.087860713	6805.93599
10 to 19 Unit	TX_Port.Arthur-Jefferson.Co.AP.722410	0.004207519	0.041158126	0.283267097	0.403860506	0.164989914	0.102516838	5896.335458
10 to 19 Unit	TX_San.Angelo-Mathis.AP.722630	0.004036724	0.037734308	0.43763234	0.431457645	0.017382681	0.071756302	2234.471916
10 to 19 Unit	TX_San.Antonio.Intl.AP.722530	0.004167183	0.019273781	0.230222524	0.412905436	0.263011428	0.070419647	45085.93823
10 to 19 Unit	TX_Victoria.Rgnl.AP.722550	0.018658493	0.042254709	0.256995693	0.525018681	0.134463727	0.022608696	1298.083773
10 to 19 Unit	TX_Waco.Rgnl.AP.722560	0.007044811	0.022043849	0.381855586	0.434412232	0.121982337	0.032661185	8696.861274
10 to 19 Unit	TX_Wichita.Falls.Muni.AP.723510	0.027193292	0.015390144	0.357248502	0.348327512	0.178279407	0.073561142	3691.455489
10 to 19 Unit	UT_Cedar.City.Muni.AP.724755	0.001129819	0.034941301	0.195183491	0.435708027	0.297049042	0.035988321	1398.753607
10 to 19 Unit	UT_Salt.Lake.City.Intl.AP.725720	0.016747946	0.029026781	0.282732193	0.414023941	0.20062077	0.056848369	35291.352
10 to 19 Unit	VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	0.026470579	0.038691697	0.379215522	0.32267481	0.209912805	0.023034587	5428.899033
10 to 19 Unit	VA_Norfolk.Intl.AP.723080	0.018796053	0.038979905	0.241849993	0.430393467	0.224788014	0.045192568	30216.30559
10 to 19 Unit	VA_Richmond.Intl.AP.724010	0.037689093	0.04069567	0.276408217	0.437328481	0.174246582	0.033631958	26750.73888
10 to 19 Unit	VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	0.023861872	0.072490204	0.414039731	0.40592364	0.074976864	0.008707688	13495.49536
10 to 19 Unit	VA_Sterling-Washington.Dulles.Intl.AP.724030	0.022788591	0.07902765	0.325698456	0.431528375	0.127228417	0.013728511	125461.5084
10 to 19 Unit	VT_Burlington.Intl.AP.726170	0.215916893	0.073645579	0.202312179	0.385479297	0.082619046	0.040027005	3596.51125
10 to 19 Unit	WA_Olympia.AP.727920	0.034409636	0.032616036	0.267011578	0.422874592	0.187060094	0.056028064	6159.830569
10 to 19 Unit	WA_Quillayute.State.AP.727970	0.051910523	0.056138183	0.3146427	0.411447941	0.163944228	0.001916425	3301.887459
10 to 19 Unit	WA_Seattle-Tacoma.Intl.AP.727930	0.037830974	0.048807685	0.313433809	0.471131946	0.119336107	0.00945948	85826.67407
10 to 19 Unit	WA_Spokane.Intl.AP.727850	0.040024621	0.030982065	0.249998474	0.37702122	0.241633727	0.060339894	13084.24359
10 to 19 Unit	WA_Yakima.Air.Terminal-McAllister.Field.727810	0.054302059	0.12056284	0.326915512	0.353042623	0.09420837	0.050968596	3568.914966
10 to 19 Unit	WI_Eau.Claire.County.AP.726435	0.035380324	0.045203091	0.336964322	0.395165983	0.168912455	0.018373825	5148.319286
10 to 19 Unit	WI_Green.Bay-Austin.Straubel.Intl.AP.726450	0.02324941	0.031835999	0.259155416	0.427725657	0.22239999	0.035633528	16670.27339
10 to 19 Unit	WI_La.Crosse.Muni.AP.726430	0.020322655	0.02907884	0.309749349	0.444871748	0.176150171	0.019827237	3924.302366
10 to 19 Unit	WI_Madison-Dane.County.Rgnl.AP.726410	0.030323845	0.055080114	0.324176101	0.405273881	0.16565469	0.019491369	18337.85997
10 to 19 Unit	WI_Milwaukee-Mitchell.Intl.AP.726400	0.069791284	0.087137122	0.360396622	0.372585785	0.10219317	0.007896017	27509.87657
10 to 19 Unit	WV_Charleston-Yeager.AP.724140	0.039015453	0.121894727	0.336150196	0.42375504	0.058844046	0.020340539	3579.635666
10 to 19 Unit	WV_Elkins-Randolph.County.AP.724170	0.028065582	0.076360544	0.239104255	0.493119057	0.142364785	0.020985777	4390.148112
10 to 19 Unit	WV_Huntington-Tri.State.Walker.Long.Field.724250	0.052186182	0.117638475	0.357433162	0.332669773	0.117965712	0.022106695	4142.216454
10 to 19 Unit	WY_Casper-Natrona.County.Intl.AP.725690	0.017176649	0.000958815	0.487066535	0.226014045	0.127226109	0.141557846	798.2280365
10 to 19 Unit	WY_Cheyenne.Muni.AP.725640	0.025665226	0.023527856	0.236965626	0.302822163	0.304565156	0.106453972	1907.632302
10 to 19 Unit	WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	0.008069347	0.014030806	0.212108202	0.366131527	0.244326929	0.155333189	678.8343083
10 to 19 Unit	WY_Lander-Hunt.Field.725760	0.005494011	0.078924524	0.27352603	0.46400926	0.144928212	0.033117964	290.344228
10 to 19 Unit	WY_Sheridan.County.AP.726660	0.005321485	0.045606475	0.245738952	0.422761275	0.182219523	0.09835229	1017.930136
2 Unit	AL_Birmingham.Muni.AP.722280	0.063667002	0.200968159	0.424946231	0.223562345	0.070873209	0.015983054	10056.48092
2 Unit	AL_Huntsville.Intl.AP-Jones.Field.723230	0.024148324	0.153970321	0.401640972	0.29832455	0.095968444	0.025947388	8898.789238
2 Unit	AL_Mobile-Rgnl.AP.722230	0.034682606	0.151816054	0.315305945	0.298302878	0.179075492	0.020817026	13621.07505
2 Unit	AL_Montgomery-Dannelly.Field.722260	0.063971919	0.151505078	0.379992341	0.283772237	0.09684019	0.023918235	7631.956874
2 Unit	AR_Fort.Smith.Rgnl.AP.723440	0.025914952	0.070898664	0.308876383	0.3982852	0.165541155	0.030483647	10214.03423
2 Unit	AR_Little.Rock-Adams.Field.723403	0.040827066	0.097587505	0.339905615	0.335302163	0.15401617	0.03236148	13262.33604
2 Unit	AZ_Flagstaff-Pulliam.AP.723755	0.064971972	0.11793239	0.225020951	0.385483281	0.186509568	0.020081837	2114.230491
2 Unit	AZ_Phoenix-Sky.Harbor.Intl.AP.722780	0.032532044	0.129774879	0.356819316	0.338929487	0.130735217	0.011209056	16576.4865
2 Unit	AZ_Prescott-Love.Field.723723	0.03416251	0.019427679	0.178678987	0.479329552	0.280299287	0.008101986	3554.152203
2 Unit	AZ_Tucson.Intl.AP.722740	0.107373053	0.237715374	0.341928628	0.196992826	0.10384603	0.012144088	8449.114521
2 Unit	CA_Arcata.AP.725945	0.114177678	0.145553911	0.313381227	0.337358392	0.076140281	0.01338851	5389.672218
2 Unit	CA_Bakersfield-Meadows.Field.723840	0.06388721	0.188110116	0.368393677	0.217076386	0.136051331	0.02648128	9286.006893
2 Unit	CA_Barstow.Daggett.AP.723815	0.041899999	0.142212515	0.334072461	0.321267778	0.150071906	0.010475341	12385.56902
2 Unit	CA_Fresno.Air.Terminal.723890	0.052993791	0.169001235	0.323457644	0.355727903	0.09171243	0.007106998	15892.56417
2 Unit	CA_Long.Beach-Daugherty.Field.722970	0.12011976	0.255100845	0.357862868	0.211266234	0.045325658	0.010324636	51433.15996
2 Unit	CA_Los.Angeles.Intl.AP.722950	0.309605527	0.27623863	0.248924088	0.131559118	0.029316683	0.004355953	56548.10051
2 Unit	CA_Sacramento.Exec.AP.724830	0.096891587	0.164525235	0.413413364	0.247810689	0.069758257	0.007600868	29309.20653
2 Unit	CA_San.Diego-Lindbergh.Field.722900	0.072316539	0.182072766	0.409248995	0.275859934	0.050607817	0.009893949	24501.49197
2 Unit	CA_San.Francisco.Intl.AP.724940	0.350826767	0.209055255	0.252596136	0.143858384	0.040713664	0.002949793	93841.63466
2 Unit	CA_Santa.Maria.Public.AP.723940	0.080082961	0.206545823	0.391889783	0.251197611	0.0582764	0.012007423	7258.022335
2 Unit	CO_Alamosa.Muni.AP.724620	0.155160659	0.119896864	0.280982311	0.281851185	0.127841399	0.03426758	2379.089079
2 Unit	CO_Boulder-Broomfield-Jefferson.County.AP.724699	0.176176696	0.211979918	0.330572339	0.183488439	0.082079675	0.015702932	19282.11643
2 Unit	CO_Colorado.Springs-Peterson.Field.724660	0.157801891	0.208124811	0.28604052	0.272580367	0.055903939	0.019548472	4167.988482
2 Unit	CO_Eagle.County.Rgnl.AP.724675	0.028103817	0.108952862	0.280923944	0.450035334	0.118661059	0.013322984	2362.076067
2 Unit	CO_Grand.Junction-Walker.Field.724760	0.131154194	0.052694108	0.292699901	0.339196769	0.17548909	0.008765938	2378.024212
2 Unit	CO_Pueblo.Mem.AP.724640	0.186544537	0.129939734	0.270091895	0.296816808	0.101626331	0.014980695	1366.897808
2 Unit	CT_Bridgeport-Sikorsky.Mem.AP.725040	0.390444783	0.188060843	0.233626395	0.142627736	0.04065982	0.004580423	67523.33582
2 Unit	CT_Hartford-Bradley.Intl.AP.725080	0.521788042	0.174841827	0.159253743	0.116912511	0.024549709	0.002654168	77176.93951
2 Unit	DE_Wilmington-New.Castle.County.AP.724089	0.326231369	0.232336332	0.214828689	0.151672012	0.07076615	0.004165447	11347.12572
2 Unit	FL_Daytona.Beach.Intl.AP.722056	0.062151312	0.110669081	0.34875092	0.34101509	0.110384553	0.027029045	6880.659572
