Dependency=County Name	Option=Single-Family Detached	Option=Single-Family Attached	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home
"Calhoun County, AR"	0.69048437	0.00755754	0.007901065	0.013740982	0.001374098	0	0	0	0.278941944
"Carroll County, AR"	0.725913986	0.017583706	0.029159645	0.032969448	0.012455125	0.007692871	0.003077149	0.008498791	0.162649278
"Chicot County, AR"	0.687097368	0.00515369	0.023559728	0.043438248	0.013252347	0.012332045	0.033314927	0.003497147	0.1783545
"Clark County, AR"	0.638269487	0.008385744	0.032018296	0.039832285	0.050981513	0.026014866	0.018391462	0.00447875	0.181627597
"Clay County, AR"	0.788674549	0.005476042	0.030989421	0.03074051	0.029495955	0.002240199	0.012321095	0.0011201	0.098942128
"Cleburne County, AR"	0.709270365	0.008370815	0.021114443	0.01318091	0.003998001	0.006496752	0.004310345	0	0.233258371
"Cleveland County, AR"	0.67115573	0.002938296	0.013467189	0.007345739	0.003183154	0.001714006	0.002938296	0.001958864	0.295298727
"Columbia County, AR"	0.712344086	0.006193548	0.009892473	0.018924731	0.020387097	0.02855914	0.01255914	0.016430108	0.174709677
"Conway County, AR"	0.736788306	0.004088725	0.040171726	0.010324031	0.016048247	0.000613309	0.010221813	0.007359706	0.174384136
"Craighead County, AR"	0.692777374	0.012211731	0.040221536	0.062534048	0.039722172	0.053431996	0.018953151	0.015344107	0.064803886
"Crawford County, AR"	0.770445086	0.009674154	0.030409839	0.018560876	0.028984964	0.01462372	0.00468709	0.006111965	0.116502306
"Crittenden County, AR"	0.693353614	0.009080015	0.029728982	0.054572271	0.074668142	0.032494469	0.011615044	0.005392699	0.089094764
"Cross County, AR"	0.717353089	0.007533903	0.040683074	0.02913109	0.01469111	0.007282772	0.006529382	0.001130085	0.175665495
"Dallas County, AR"	0.690697674	0.004883721	0.01255814	0.028139535	0.013953488	0.00627907	0.002790698	0.001627907	0.239069767
"Desha County, AR"	0.691295386	0.008720469	0.038687173	0.045822102	0.05327414	0.007769145	0.004122404	0	0.15030918
"Drew County, AR"	0.564897959	0.002332362	0.015276968	0.020991254	0.029387755	0.02425656	0.022157434	0.004897959	0.315801749
"Faulkner County, AR"	0.639919151	0.009782719	0.0502476	0.023547246	0.052147549	0.066275897	0.011824154	0.016270844	0.129984841
"Franklin County, AR"	0.772151899	0.002482005	0.006329114	0.021345247	0.012285927	0.007073716	0.002233805	0.002854306	0.173243981
"Fulton County, AR"	0.731492362	0.014835488	0.016745006	0.005728555	0.006169213	0.001028202	0.007050529	0.00073443	0.216216216
"Garland County, AR"	0.660974938	0.023586576	0.023252154	0.04148798	0.037101153	0.028681591	0.018530905	0.027186529	0.139198174
"Grant County, AR"	0.715615956	0.000755002	0.00931169	0.002516673	0.008682522	0.009437524	0.010570026	0.005536681	0.237573927
"Greene County, AR"	0.741612713	0.011397078	0.030873776	0.045427792	0.015945208	0.014607523	0.008186634	0.005725293	0.126223982
"Hempstead County, AR"	0.719798018	0.005907012	0.022675305	0.030201982	0.015053354	0.015625	0.002000762	0	0.188738567
"Hot Spring County, AR"	0.678759711	0.001942286	0.011029412	0.026220866	0.014220311	0.00423141	0.000346837	0.00423141	0.259017758
"Howard County, AR"	0.736741214	0.004472843	0.053354633	0.024121406	0.002555911	0.020766773	0	0.0014377	0.156549521
"Independence County, AR"	0.742390045	0.002074056	0.025620692	0.01592143	0.01146831	0.008479229	0.011529311	0.007137193	0.175379735
"Izard County, AR"	0.783285144	0.003579788	0.006746523	0.013217679	0.012391574	0.002202946	0.001376842	0.001376842	0.175822663
"Jackson County, AR"	0.747068897	0.008167567	0.066262679	0.017784218	0.015412989	0.009089712	0.00052694	0.002502964	0.133184034
"Jefferson County, AR"	0.708448421	0.011979104	0.029752612	0.01939474	0.037318362	0.034556263	0.017022937	0.016602618	0.124924943
"Johnson County, AR"	0.728355073	0.002538738	0.03825615	0.02617526	0.016282938	0.018208877	0.009629694	0	0.16055327
"Lafayette County, AR"	0.66536965	0.003891051	0.016479744	0.043259327	0.014648661	0.000457771	0.000457771	0	0.255436027
"Lawrence County, AR"	0.783712785	0.004628471	0.026144608	0.028521391	0.007755817	0.010007506	0.027270453	0.000625469	0.1113335
"Lee County, AR"	0.734035248	0.00686656	0.065690089	0.007324331	0.032959487	0.009384298	0.004119936	0.004119936	0.135500114
"Lincoln County, AR"	0.578144078	0.002035002	0.037647538	0.008954009	0.014245014	0.001831502	0.002849003	0	0.354293854
"Little River County, AR"	0.714351709	0.002155836	0.025408069	0.029103788	0.016784724	0.010471204	0.014936865	0	0.186787804
"Logan County, AR"	0.799764081	0.007863954	0.021527573	0.024574855	0.007175858	0.007863954	0.001474491	0.00176939	0.127985845
"Lonoke County, AR"	0.728714727	0.014022422	0.024678074	0.034570129	0.024018604	0.014300094	0.007115338	0.001284232	0.15129638
"Madison County, AR"	0.760927152	0.012317881	0.002384106	0.004635762	0.009139073	0.009933775	0.006490066	0	0.194172185
"Marion County, AR"	0.7439983	0.009878904	0.006267262	0.026237519	0.008285532	0.00446144	0.003080518	0.000318674	0.19747185
"Miller County, AR"	0.66594927	0.004919293	0.040635409	0.023315398	0.053753523	0.046374584	0.020548296	0.012042019	0.132462209
"Mississippi County, AR"	0.704118392	0.015772564	0.107438419	0.045467822	0.025460033	0.007350793	0.004965437	0.0012657	0.088160841
"Monroe County, AR"	0.714157303	0.008314607	0.085168539	0.023820225	0.036853933	0.004044944	0.001348315	0.000674157	0.125617978
"Montgomery County, AR"	0.64897819	0.000515198	0.003949854	0.03331616	0.008243174	0.00309119	0.004808518	0	0.297097716
"Nevada County, AR"	0.686120219	0.001092896	0.010928962	0.020765027	0.004371585	0	0.001530055	0	0.275191257
"Newton County, AR"	0.807002562	0.001280956	0.007472246	0.005123826	0.014730999	0	0.008112724	0	0.156276687
"Ouachita County, AR"	0.748988163	0.005880107	0.028713249	0.034975181	0.034364261	0.007865598	0.003970981	0.001145475	0.134096984
"Perry County, AR"	0.704563813	0.003634895	0.024838449	0.003634895	0.008885299	0.002423263	0.000201939	0	0.251817447
"Phillips County, AR"	0.68674462	0.003340867	0.120664243	0.028200845	0.023189545	0.027709541	0.015328682	0.002849563	0.091972094
"Pike County, AR"	0.739153627	0.000889047	0.017247511	0.018314367	0.01458037	0.004267425	0.001778094	0	0.203769559
"Poinsett County, AR"	0.738571038	0.007391185	0.07309061	0.045350853	0.011041153	0.003649968	0.006387444	0	0.114517748
"Polk County, AR"	0.733854218	0.008505588	0.013055089	0.010978143	0.006725349	0.012857284	0.006824251	0	0.207200079
"Pope County, AR"	0.703980385	0.007125618	0.027161629	0.060337892	0.034708654	0.024135157	0.007278857	0.008696318	0.126575489
"Prairie County, AR"	0.671157244	0.008392226	0.011925795	0.015680212	0.023189046	0.005742049	0.004196113	0	0.259717314
"Pulaski County, AR"	0.659966646	0.015365795	0.027928333	0.035762091	0.065314228	0.069165277	0.024477749	0.047968051	0.05405183
"Randolph County, AR"	0.790838981	0.003972891	0.032367376	0.023837345	0.012619771	0.000350549	0.004089741	0.000817948	0.131105398
"St. Francis County, AR"	0.628537629	0.02020202	0.055055055	0.046228046	0.054509055	0.015470015	0.003094003	0.001547002	0.175357175
"Saline County, AR"	0.73555779	0.005990532	0.012567551	0.012462821	0.022956726	0.026852666	0.005613506	0.007980395	0.170018013
"Scott County, AR"	0.703229505	0.003630805	0.030766291	0.033250526	0.008599274	0.008408179	0.003248615	0.005159564	0.203707242
"Searcy County, AR"	0.768542979	0.003657793	0.003454582	0.010770169	0.002641739	0.00548669	0.009957326	0.001016054	0.194472668
"Sebastian County, AR"	0.690208896	0.030517266	0.054479892	0.051602245	0.03971863	0.045065369	0.01874023	0.025135001	0.044532471
"Sevier County, AR"	0.698642011	0.006067611	0.023981508	0.015169026	0.007801214	0.006789945	0.000144467	0	0.241404218
"Sharp County, AR"	0.774373542	0.01227554	0.015927767	0.029623618	0.005579791	0.006695749	0.003043522	0.000608704	0.151871766
"Stone County, AR"	0.662523761	0.009358093	0.01418336	0.002631964	0.002924404	0.004971487	0.00687235	0.004386606	0.292147975
"Union County, AR"	0.686498741	0.005944584	0.011032746	0.016473552	0.041057935	0.007355164	0.004937028	0.000957179	0.225743073
"Van Buren County, AR"	0.618073562	0.008931144	0.007490637	0.026697397	0.043695381	0.03130702	0.011331989	0.012772496	0.239700375
"Washington County, AR"	0.619231317	0.027069383	0.046401526	0.045787807	0.050982498	0.110666652	0.023781604	0.022915822	0.053163392
"White County, AR"	0.672602535	0.009873229	0.023146905	0.02404176	0.025085757	0.032423565	0.013542133	0.008739746	0.19054437
"Woodruff County, AR"	0.745823696	0	0.040092521	0.030840401	0.030326394	0.005911077	0.013621177	0	0.133384734
"Yell County, AR"	0.74180745	0.008446977	0.025137391	0.032159577	0.03378791	0.012314268	0.006513332	0.001933645	0.13789945
"Alameda County, CA"	0.529262956	0.08299743	0.038220936	0.068296426	0.056229037	0.050929975	0.064925666	0.095915885	0.013221689
"Alpine County, CA"	0.640642939	0.057405281	0.006314581	0.005166475	0.048794489	0.072330654	0.105051665	0.056831228	0.007462687
"Amador County, CA"	0.837614327	0.026233638	0.007448382	0.017908976	0.015444438	0.008160359	0.013308505	0.005312449	0.068568925
"Butte County, CA"	0.627809089	0.034733334	0.022635779	0.065339027	0.040512031	0.030157258	0.018273729	0.030473201	0.130066552
"Calaveras County, CA"	0.862543931	0.014874507	0.010721005	0.012176506	0.005964003	0.002982001	0.003834002	0.005999503	0.08090454
"Colusa County, CA"	0.782352941	0.04543179	0.012390488	0.028035044	0.031289111	0.011138924	0.014267835	0.003128911	0.071964956
"Contra Costa County, CA"	0.669754618	0.075858495	0.018605924	0.04938685	0.044398057	0.037336508	0.035002212	0.051677149	0.017980187
"Del Norte County, CA"	0.636131644	0.032206969	0.038366772	0.045054558	0.016103485	0.007567758	0.013463569	0.006511792	0.204593453
"El Dorado County, CA"	0.806061421	0.020585534	0.01861434	0.031012701	0.024516722	0.016721546	0.014380754	0.014078355	0.054028627
"Fresno County, CA"	0.677057628	0.023588882	0.030645621	0.084426433	0.072158375	0.027687431	0.014990206	0.030293091	0.039152333
"Glenn County, CA"	0.73253056	0.022532385	0.023535851	0.046980478	0.036216019	0.014960774	0.012497719	0.006659369	0.104086845
"Humboldt County, CA"	0.686672099	0.03812537	0.038397009	0.072064299	0.040570123	0.015962801	0.013278366	0.009571289	0.085358644
"Imperial County, CA"	0.64332669	0.029913633	0.023462359	0.063009196	0.074058534	0.028112871	0.013234728	0.020035666	0.104846323
"Inyo County, CA"	0.625026244	0.030547974	0.018265799	0.029183288	0.010917489	0.013751837	0.012492127	0.00860802	0.251207222
"Kern County, CA"	0.712534236	0.024067614	0.035125431	0.063621622	0.04126412	0.017840353	0.010192541	0.019860466	0.075493616
"Kings County, CA"	0.703068512	0.041949564	0.032999735	0.06723393	0.05184728	0.022462746	0.013446786	0.023366546	0.043624901
"Lake County, CA"	0.682406915	0.011105827	0.018630934	0.019665986	0.016728677	0.007385235	0.0078608	0.005147285	0.231068341
"Lassen County, CA"	0.771982116	0.009647816	0.026276571	0.012550004	0.01678563	0.011059691	0.010275316	0.012785316	0.12863754
"Los Angeles County, CA"	0.493112014	0.064998091	0.02556073	0.056489444	0.077749798	0.076980458	0.089964849	0.098858737	0.01628588
"Madera County, CA"	0.79862248	0.018746257	0.018187263	0.047774007	0.022978638	0.01036135	0.008344979	0.008804153	0.066180874
"Marin County, CA"	0.632284248	0.086611726	0.032547111	0.041178978	0.055814077	0.048096904	0.046773707	0.041081292	0.015611957
"Mariposa County, CA"	0.729427635	0.008672191	0.021969551	0.016958952	0.011273849	0.003854307	0.008864907	0.001349008	0.197629601
"Mendocino County, CA"	0.731977185	0.029913588	0.025360456	0.031529216	0.033193802	0.017698465	0.014638565	0.007931262	0.10775746
"Merced County, CA"	0.758155004	0.020748509	0.030738093	0.045686961	0.042526749	0.014416248	0.010605056	0.0133155	0.063807878
"Modoc County, CA"	0.828380952	0.010095238	0.007238095	0.012380952	0.016190476	0.00552381	0.006666667	0.00247619	0.111047619
"Mono County, CA"	0.420055552	0.151200057	0.02072502	0.106260238	0.110390998	0.076561498	0.056548679	0.00683712	0.051420839
"Monterey County, CA"	0.62705268	0.063928338	0.029164414	0.058620542	0.072615761	0.048880098	0.027442582	0.02580613	0.046489456
"Napa County, CA"	0.693991633	0.059668927	0.027066503	0.039184218	0.034333526	0.02111584	0.022143681	0.037615407	0.064880265
"Nevada County, CA"	0.822841946	0.021051449	0.013990598	0.027550428	0.015844774	0.009383252	0.010787931	0.017661491	0.060888131
"Orange County, CA"	0.508706195	0.119731793	0.017018566	0.070966931	0.068001231	0.055046635	0.042316685	0.09002118	0.028190785
"Placer County, CA"	0.776372074	0.032912249	0.010327745	0.039494698	0.043415358	0.024313102	0.013377843	0.031471751	0.028315181
"Plumas County, CA"	0.813595934	0.025412961	0.013977128	0.013278272	0.00794155	0.003684879	0.005273189	0.005908513	0.110927573
"Riverside County, CA"	0.680245892	0.05762643	0.01439814	0.035185508	0.042659767	0.034167005	0.017887902	0.026477433	0.091351923
"Sacramento County, CA"	0.650363516	0.062929145	0.015979474	0.050979093	0.063730068	0.050847968	0.027805489	0.052724467	0.024640781
"San Benito County, CA"	0.776462244	0.048559581	0.015822785	0.055543431	0.019423832	0.010366652	0.018550851	0.004255784	0.051014841
"San Bernardino County, CA"	0.709453575	0.037907009	0.017251018	0.046262115	0.043676078	0.033003231	0.020241607	0.035298497	0.056906869
"San Diego County, CA"	0.512692872	0.094441025	0.01869019	0.049847475	0.079926882	0.065293159	0.053587018	0.088700425	0.036820953
"San Francisco County, CA"	0.199661352	0.118147632	0.098781687	0.114522921	0.102229645	0.098587003	0.094900814	0.171114515	0.00205443
"San Joaquin County, CA"	0.732187266	0.049295098	0.02050131	0.041077855	0.038983837	0.0288941	0.020559826	0.031372647	0.037128061
"San Luis Obispo County, CA"	0.672238771	0.054309298	0.032267727	0.051505217	0.041894793	0.025935664	0.020077882	0.014702701	0.087067947
"San Mateo County, CA"	0.56396919	0.083490544	0.027214668	0.044953091	0.069743265	0.059441894	0.062073578	0.077711016	0.011402753
"Santa Barbara County, CA"	0.581392953	0.071469496	0.031028911	0.064027707	0.072724815	0.056740419	0.036964317	0.037653133	0.047998249
"Santa Clara County, CA"	0.529259169	0.105423832	0.016548984	0.055029624	0.049965903	0.056422376	0.052180332	0.105243094	0.029926687
"Santa Cruz County, CA"	0.644318376	0.076515826	0.032428542	0.061561192	0.037997462	0.028943231	0.026774383	0.031225731	0.060235258
"Shasta County, CA"	0.707381315	0.017734078	0.023513317	0.053291736	0.034841646	0.014895603	0.011839767	0.021160706	0.115341832
"Sierra County, CA"	0.854271357	0.023031826	0.00879397	0	0	0.006700168	0	0.01758794	0.08961474
"Siskiyou County, CA"	0.752816462	0.009020994	0.022074413	0.028975265	0.025275411	0.01604656	0.00744128	0.008688422	0.129661193
"Solano County, CA"	0.706449193	0.045392472	0.020202214	0.055298032	0.059721875	0.03590365	0.018310861	0.029364057	0.029357645
"Sonoma County, CA"	0.68490871	0.080083498	0.02215403	0.04242742	0.034467168	0.025169787	0.024943725	0.03628528	0.049560382
"Stanislaus County, CA"	0.755182429	0.035490028	0.026787641	0.041448369	0.02857459	0.01828995	0.015899975	0.03467124	0.043655777
"Sutter County, CA"	0.720178926	0.043796047	0.018945153	0.047070518	0.029382528	0.030698164	0.025377149	0.028797801	0.055753713
"Tehama County, CA"	0.6620125	0.015132132	0.012829416	0.032055265	0.035746921	0.012463906	0.006286779	0.008223985	0.215249095
"Trinity County, CA"	0.7195371	0.004538235	0.002269117	0.012820513	0.010778307	0.003630588	0.002836397	0.007034264	0.23655548
"Tulare County, CA"	0.753551175	0.026350946	0.02783685	0.056859698	0.027775506	0.011362397	0.010803479	0.016644855	0.068815094
"Tuolumne County, CA"	0.808195209	0.015556899	0.012407343	0.024591989	0.018674641	0.008271562	0.008017052	0.006203671	0.098081634
"Ventura County, CA"	0.636562621	0.111801872	0.012975661	0.04541656	0.049042472	0.044000462	0.026304472	0.035521352	0.038374528
"Yolo County, CA"	0.588317125	0.070011441	0.017057569	0.063861875	0.073768787	0.050886682	0.036936398	0.055255083	0.043905039
