Dependency=Location	Dependency=Heating Setpoint Has Offset	Option=0F	Option=3F	Option=6F	Option=12F
MO_Springfield.Rgnl.AP.724400	Yes	0.000000	0.478249	0.328605	0.193147
MO_St.Louis-Lambert.Intl.AP.724340	Yes	0.000000	0.478249	0.328605	0.193147
MS_Jackson.Intl.AP.722350	Yes	0.000000	0.445959	0.341490	0.212551
MS_Meridian-Key.Field.722340	Yes	0.000000	0.445959	0.341490	0.212551
MT_Billings-Logan.Intl.AP.726770	Yes	0.000000	0.496347	0.357648	0.146005
MT_Cut.Bank.Muni.AP.727796	Yes	0.000000	0.496347	0.357648	0.146005
MT_Glasgow.Intl.AP.727680	Yes	0.000000	0.496347	0.357648	0.146005
MT_Great.Falls.Intl.AP.727750	Yes	0.000000	0.496347	0.357648	0.146005
MT_Helena.Rgnl.AP.727720	Yes	0.000000	0.496347	0.357648	0.146005
MT_Kalispell-Glacier.Park.Intl.AP.727790	Yes	0.000000	0.496347	0.357648	0.146005
MT_Lewistown.Muni.AP.726776	Yes	0.000000	0.496347	0.357648	0.146005
MT_Miles.City.Muni.AP.742300	Yes	0.000000	0.496347	0.357648	0.146005
MT_Missoula.Intl.AP.727730	Yes	0.000000	0.496347	0.357648	0.146005
NC_Asheville.Rgnl.AP.723150	Yes	0.000000	0.380896	0.356228	0.262877
NC_Cape.Hatteras.723040	Yes	0.000000	0.380896	0.356228	0.262877
NC_Charlotte-Douglas.Intl.AP.723140	Yes	0.000000	0.380896	0.356228	0.262877
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	Yes	0.000000	0.380896	0.356228	0.262877
NC_Raleigh-Durham.Intl.AP.723060	Yes	0.000000	0.380896	0.356228	0.262877
NC_Wilmington.Intl.AP.723013	Yes	0.000000	0.380896	0.356228	0.262877
ND_Bismarck.Muni.AP.727640	Yes	0.000000	0.496347	0.357648	0.146005
ND_Fargo-Hector.Intl.AP.727530	Yes	0.000000	0.496347	0.357648	0.146005
ND_Minot.Intl.AP.727676	Yes	0.000000	0.496347	0.357648	0.146005
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Yes	0.000000	0.496347	0.357648	0.146005
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Yes	0.000000	0.496347	0.357648	0.146005
NE_North.Platte.Rgnl.AP.725620	Yes	0.000000	0.496347	0.357648	0.146005
NE_Omaha-Eppley.Airfield.725500	Yes	0.000000	0.496347	0.357648	0.146005
NE_Scottsbluff-W.B.Heilig.Field.725660	Yes	0.000000	0.496347	0.357648	0.146005
NH_Concord.Muni.AP.726050	Yes	0.000000	0.496347	0.357648	0.146005
NJ_Atlantic.City.Intl.AP.724070	Yes	0.000000	0.521195	0.331008	0.147797
NJ_Newark.Intl.AP.725020	Yes	0.000000	0.521195	0.331008	0.147797
NM_Albuquerque.Intl.AP.723650	Yes	0.000000	0.521195	0.331008	0.147797
NM_Tucumcari.AP.723676	Yes	0.000000	0.478249	0.328605	0.193147
NV_Elko.Muni.AP.725825	Yes	0.000000	0.496347	0.357648	0.146005
NV_Ely-Yelland.Field.724860	Yes	0.000000	0.496347	0.357648	0.146005
NV_Las.Vegas-McCarran.Intl.AP.723860	Yes	0.000000	0.445959	0.341490	0.212551
NV_Reno-Tahoe.Intl.AP.724880	Yes	0.000000	0.521195	0.331008	0.147797
NV_Tonopah.AP.724855	Yes	0.000000	0.521195	0.331008	0.147797
NV_Winnemucca.Muni.AP.725830	Yes	0.000000	0.521195	0.331008	0.147797
NY_Albany.County.AP.725180	Yes	0.000000	0.496347	0.357648	0.146005
NY_Binghamton-Edwin.A.Link.Field.725150	Yes	0.000000	0.496347	0.357648	0.146005
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Yes	0.000000	0.521195	0.331008	0.147797
NY_Massena.AP.726223	Yes	0.000000	0.496347	0.357648	0.146005
NY_New.York-J.F.Kennedy.Intl.AP.744860	Yes	0.000000	0.478249	0.328605	0.193147
NY_Rochester-Greater.Rochester.Intl.AP.725290	Yes	0.000000	0.521195	0.331008	0.147797
NY_Syracuse-Hancock.Intl.AP.725190	Yes	0.000000	0.496347	0.357648	0.146005
OH_Akron.Canton.Rgnl.AP.725210	Yes	0.000000	0.521195	0.331008	0.147797
OH_Cleveland-Hopkins.Intl.AP.725240	Yes	0.000000	0.521195	0.331008	0.147797
OH_Columbus-Port.Columbus.Intl.AP.724280	Yes	0.000000	0.521195	0.331008	0.147797
OH_Dayton.Intl.AP.724290	Yes	0.000000	0.521195	0.331008	0.147797
OH_Mansfield-Lahm.Muni.AP.725246	Yes	0.000000	0.521195	0.331008	0.147797
OH_Toledo.Express.AP.725360	Yes	0.000000	0.521195	0.331008	0.147797
OH_Youngstown.Rgnl.AP.725250	Yes	0.000000	0.521195	0.331008	0.147797
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Yes	0.000000	0.478249	0.328605	0.193147
OK_Tulsa.Intl.AP.723560	Yes	0.000000	0.380896	0.356228	0.262877
OR_Astoria.Rgnl.AP.727910	Yes	0.000000	0.478249	0.328605	0.193147
OR_Burns.Muni.AP.726830	Yes	0.000000	0.521195	0.331008	0.147797
OR_Eugene-Mahlon.Sweet.AP.726930	Yes	0.000000	0.478249	0.328605	0.193147
OR_Medford-Rogue.Valley.Intl.AP.725970	Yes	0.000000	0.478249	0.328605	0.193147
OR_North.Bend.Muni.AP.726917	Yes	0.000000	0.521195	0.331008	0.147797
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	Yes	0.000000	0.521195	0.331008	0.147797
OR_Portland.Intl.AP.726980	Yes	0.000000	0.478249	0.328605	0.193147
OR_Redmond-Roberts.Field.726835	Yes	0.000000	0.521195	0.331008	0.147797
OR_Salem-McNary.Field.726940	Yes	0.000000	0.478249	0.328605	0.193147
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Yes	0.000000	0.521195	0.331008	0.147797
PA_Bradford.Rgnl.AP.725266	Yes	0.000000	0.521195	0.331008	0.147797
PA_Erie.Intl.AP.725260	Yes	0.000000	0.521195	0.331008	0.147797
PA_Harrisburg-Capital.City.AP.725118	Yes	0.000000	0.521195	0.331008	0.147797
PA_Philadelphia.Intl.AP.724080	Yes	0.000000	0.478249	0.328605	0.193147
PA_Pittsburgh.Intl.AP.725200	Yes	0.000000	0.521195	0.331008	0.147797
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Yes	0.000000	0.496347	0.357648	0.146005
PA_Williamsport.Rgnl.AP.725140	Yes	0.000000	0.521195	0.331008	0.147797
RI_Providence-T.F.Green.State.AP.725070	Yes	0.000000	0.521195	0.331008	0.147797
SC_Charleston.Intl.AP.722080	Yes	0.000000	0.445959	0.341490	0.212551
SC_Columbia.Metro.AP.723100	Yes	0.000000	0.380896	0.356228	0.262877
SC_Greer.Greenville-Spartanburg.AP.723120	Yes	0.000000	0.380896	0.356228	0.262877
SD_Huron.Rgnl.AP.726540	Yes	0.000000	0.496347	0.357648	0.146005
SD_Pierre.Muni.AP.726686	Yes	0.000000	0.496347	0.357648	0.146005
SD_Rapid.City.Rgnl.AP.726620	Yes	0.000000	0.496347	0.357648	0.146005
SD_Sioux.Falls-Foss.Field.726510	Yes	0.000000	0.496347	0.357648	0.146005
TN_Bristol-TriCities.Rgnl.AP.723183	Yes	0.000000	0.380896	0.356228	0.262877
TN_Chattanooga-Lovell.Field.AP.723240	Yes	0.000000	0.380896	0.356228	0.262877
TN_Knoxville-McGhee.Tyson.AP.723260	Yes	0.000000	0.380896	0.356228	0.262877
TN_Memphis.Intl.AP.723340	Yes	0.000000	0.380896	0.356228	0.262877
TN_Nashville.Intl.AP.723270	Yes	0.000000	0.380896	0.356228	0.262877
TX_Abilene.Rgnl.AP.722660	Yes	0.000000	0.445959	0.341490	0.212551
TX_Amarillo.Intl.AP.723630	Yes	0.000000	0.380896	0.356228	0.262877
TX_Austin-Mueller.Muni.AP.722540	Yes	0.000000	0.445959	0.341490	0.212551
TX_Brownsville-South.Padre.Island.AP.722500	Yes	0.000000	0.445959	0.341490	0.212551
TX_Corpus.Christi.Intl.AP.722510	Yes	0.000000	0.445959	0.341490	0.212551
TX_Dallas-Fort.Worth.Intl.AP.722590	Yes	0.000000	0.445959	0.341490	0.212551
TX_El.Paso.Intl.AP.722700	Yes	0.000000	0.445959	0.341490	0.212551
TX_Houston-Bush.Intercontinental.AP.722430	Yes	0.000000	0.445959	0.341490	0.212551
TX_Lubbock.Intl.AP.722670	Yes	0.000000	0.380896	0.356228	0.262877
TX_Lufkin-Angelina.Co.AP.722446	Yes	0.000000	0.445959	0.341490	0.212551
TX_Midland.Intl.AP.722650	Yes	0.000000	0.445959	0.341490	0.212551
TX_Port.Arthur-Jefferson.Co.AP.722410	Yes	0.000000	0.445959	0.341490	0.212551
TX_San.Angelo-Mathis.AP.722630	Yes	0.000000	0.445959	0.341490	0.212551
TX_San.Antonio.Intl.AP.722530	Yes	0.000000	0.445959	0.341490	0.212551
TX_Victoria.Rgnl.AP.722550	Yes	0.000000	0.445959	0.341490	0.212551
TX_Waco.Rgnl.AP.722560	Yes	0.000000	0.445959	0.341490	0.212551
TX_Wichita.Falls.Muni.AP.723510	Yes	0.000000	0.445959	0.341490	0.212551
UT_Cedar.City.Muni.AP.724755	Yes	0.000000	0.521195	0.331008	0.147797
UT_Salt.Lake.City.Intl.AP.725720	Yes	0.000000	0.496347	0.357648	0.146005
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Yes	0.000000	0.478249	0.328605	0.193147
VA_Norfolk.Intl.AP.723080	Yes	0.000000	0.380896	0.356228	0.262877
VA_Richmond.Intl.AP.724010	Yes	0.000000	0.478249	0.328605	0.193147
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Yes	0.000000	0.478249	0.328605	0.193147
VA_Sterling-Washington.Dulles.Intl.AP.724030	Yes	0.000000	0.478249	0.328605	0.193147
VT_Burlington.Intl.AP.726170	Yes	0.000000	0.496347	0.357648	0.146005
WA_Olympia.AP.727920	Yes	0.000000	0.478249	0.328605	0.193147
WA_Quillayute.State.AP.727970	Yes	0.000000	0.521195	0.331008	0.147797
WA_Seattle-Tacoma.Intl.AP.727930	Yes	0.000000	0.478249	0.328605	0.193147
WA_Spokane.Intl.AP.727850	Yes	0.000000	0.496347	0.357648	0.146005
WA_Yakima.Air.Terminal-McAllister.Field.727810	Yes	0.000000	0.521195	0.331008	0.147797
WI_Eau.Claire.County.AP.726435	Yes	0.000000	0.496347	0.357648	0.146005
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Yes	0.000000	0.496347	0.357648	0.146005
WI_La.Crosse.Muni.AP.726430	Yes	0.000000	0.496347	0.357648	0.146005
WI_Madison-Dane.County.Rgnl.AP.726410	Yes	0.000000	0.496347	0.357648	0.146005
WI_Milwaukee-Mitchell.Intl.AP.726400	Yes	0.000000	0.496347	0.357648	0.146005
WV_Charleston-Yeager.AP.724140	Yes	0.000000	0.478249	0.328605	0.193147
WV_Elkins-Randolph.County.AP.724170	Yes	0.000000	0.478249	0.328605	0.193147
WV_Huntington-Tri.State.Walker.Long.Field.724250	Yes	0.000000	0.478249	0.328605	0.193147
WY_Casper-Natrona.County.Intl.AP.725690	Yes	0.000000	0.496347	0.357648	0.146005
WY_Cheyenne.Muni.AP.725640	Yes	0.000000	0.496347	0.357648	0.146005
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Yes	0.000000	0.496347	0.357648	0.146005
WY_Lander-Hunt.Field.725760	Yes	0.000000	0.496347	0.357648	0.146005
WY_Sheridan.County.AP.726660	Yes	0.000000	0.496347	0.357648	0.146005
AL_Birmingham.Muni.AP.722280	No	1.000000	0.000000	0.000000	0.000000
AL_Huntsville.Intl.AP-Jones.Field.723230	No	1.000000	0.000000	0.000000	0.000000
AL_Mobile-Rgnl.AP.722230	No	1.000000	0.000000	0.000000	0.000000
AL_Montgomery-Dannelly.Field.722260	No	1.000000	0.000000	0.000000	0.000000
AR_Fort.Smith.Rgnl.AP.723440	No	1.000000	0.000000	0.000000	0.000000
AR_Little.Rock-Adams.Field.723403	No	1.000000	0.000000	0.000000	0.000000
AZ_Flagstaff-Pulliam.AP.723755	No	1.000000	0.000000	0.000000	0.000000
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	No	1.000000	0.000000	0.000000	0.000000
AZ_Prescott-Love.Field.723723	No	1.000000	0.000000	0.000000	0.000000
AZ_Tucson.Intl.AP.722740	No	1.000000	0.000000	0.000000	0.000000
CA_Arcata.AP.725945	No	1.000000	0.000000	0.000000	0.000000
CA_Bakersfield-Meadows.Field.723840	No	1.000000	0.000000	0.000000	0.000000
CA_Fresno.Air.Terminal.723890	No	1.000000	0.000000	0.000000	0.000000
CA_Long.Beach-Daugherty.Field.722970	No	1.000000	0.000000	0.000000	0.000000
CA_Los.Angeles.Intl.AP.722950	No	1.000000	0.000000	0.000000	0.000000
CA_Sacramento.Exec.AP.724830	No	1.000000	0.000000	0.000000	0.000000
CA_San.Diego-Lindbergh.Field.722900	No	1.000000	0.000000	0.000000	0.000000
CA_San.Francisco.Intl.AP.724940	No	1.000000	0.000000	0.000000	0.000000
CA_Santa.Maria.Public.AP.723940	No	1.000000	0.000000	0.000000	0.000000
CO_Alamosa.Muni.AP.724620	No	1.000000	0.000000	0.000000	0.000000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	No	1.000000	0.000000	0.000000	0.000000
CO_Colorado.Springs-Peterson.Field.724660	No	1.000000	0.000000	0.000000	0.000000
CO_Eagle.County.Rgnl.AP.724675	No	1.000000	0.000000	0.000000	0.000000
CO_Grand.Junction-Walker.Field.724760	No	1.000000	0.000000	0.000000	0.000000
CO_Pueblo.Mem.AP.724640	No	1.000000	0.000000	0.000000	0.000000
CT_Bridgeport-Sikorsky.Mem.AP.725040	No	1.000000	0.000000	0.000000	0.000000
CT_Hartford-Bradley.Intl.AP.725080	No	1.000000	0.000000	0.000000	0.000000
DE_Wilmington-New.Castle.County.AP.724089	No	1.000000	0.000000	0.000000	0.000000
FL_Daytona.Beach.Intl.AP.722056	No	1.000000	0.000000	0.000000	0.000000
FL_Jacksonville.Intl.AP.722060	No	1.000000	0.000000	0.000000	0.000000
FL_Key.West.Intl.AP.722010	No	1.000000	0.000000	0.000000	0.000000
FL_Miami.Intl.AP.722020	No	1.000000	0.000000	0.000000	0.000000
FL_Orlando.Intl.AP.722050	No	1.000000	0.000000	0.000000	0.000000
FL_Tallahassee.Rgnl.AP.722140	No	1.000000	0.000000	0.000000	0.000000
FL_West.Palm.Beach.Intl.AP.722030	No	1.000000	0.000000	0.000000	0.000000
GA_Athens-Ben.Epps.AP.723110	No	1.000000	0.000000	0.000000	0.000000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	No	1.000000	0.000000	0.000000	0.000000
GA_Augusta-Bush-Field.722180	No	1.000000	0.000000	0.000000	0.000000
GA_Columbus.Metro.AP.722255	No	1.000000	0.000000	0.000000	0.000000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	No	1.000000	0.000000	0.000000	0.000000
GA_Savannah.Intl.AP.722070	No	1.000000	0.000000	0.000000	0.000000
IA_Des.Moines.Intl.AP.725460	No	1.000000	0.000000	0.000000	0.000000
IA_Mason.City.Muni.AP.725485	No	1.000000	0.000000	0.000000	0.000000
IA_Sioux.City-Sioux.Gateway.AP.725570	No	1.000000	0.000000	0.000000	0.000000
IA_Waterloo.Muni.AP.725480	No	1.000000	0.000000	0.000000	0.000000
ID_Boise.Air.Terminal.726810	No	1.000000	0.000000	0.000000	0.000000
ID_Pocatello.Muni.AP.725780	No	1.000000	0.000000	0.000000	0.000000
IL_Chicago-OHare.Intl.AP.725300	No	1.000000	0.000000	0.000000	0.000000
IL_Moline-Quad.City.Intl.AP.725440	No	1.000000	0.000000	0.000000	0.000000
IL_Peoria-Greater.Peoria.AP.725320	No	1.000000	0.000000	0.000000	0.000000
IL_Rockford-Greater.Rockford.AP.725430	No	1.000000	0.000000	0.000000	0.000000
IL_Springfield-Capital.AP.724390	No	1.000000	0.000000	0.000000	0.000000
IN_Evansville.Rgnl.AP.724320	No	1.000000	0.000000	0.000000	0.000000
IN_Fort.Wayne.Intl.AP.725330	No	1.000000	0.000000	0.000000	0.000000
IN_Indianapolis.Intl.AP.724380	No	1.000000	0.000000	0.000000	0.000000
IN_South.Bend-Michiana.Rgnl.AP.725350	No	1.000000	0.000000	0.000000	0.000000
KS_Dodge.City.Rgnl.AP.724510	No	1.000000	0.000000	0.000000	0.000000
KS_Goodland-Renner.Field.724650	No	1.000000	0.000000	0.000000	0.000000
KS_Topeka-Phillip.Billard.Muni.AP.724560	No	1.000000	0.000000	0.000000	0.000000
KS_Wichita-Mid.Continent.AP.724500	No	1.000000	0.000000	0.000000	0.000000
KY_Cincinnati-Northern.Kentucky.AP.724210	No	1.000000	0.000000	0.000000	0.000000
KY_Lexington-Bluegrass.AP.724220	No	1.000000	0.000000	0.000000	0.000000
KY_Louisville-Standiford.Field.724230	No	1.000000	0.000000	0.000000	0.000000
LA_Baton.Rouge-Ryan.AP.722317	No	1.000000	0.000000	0.000000	0.000000
LA_Lake.Charles.Rgnl.AP.722400	No	1.000000	0.000000	0.000000	0.000000
LA_New.Orleans.Intl.AP.722310	No	1.000000	0.000000	0.000000	0.000000
LA_Shreveport.Rgnl.AP.722480	No	1.000000	0.000000	0.000000	0.000000
MA_Boston-Logan.Intl.AP.725090	No	1.000000	0.000000	0.000000	0.000000
MA_Worcester.Rgnl.AP.725095	No	1.000000	0.000000	0.000000	0.000000
MD_Baltimore-Washington.Intl.AP.724060	No	1.000000	0.000000	0.000000	0.000000
ME_Caribou.Muni.AP.727120	No	1.000000	0.000000	0.000000	0.000000
ME_Portland.Intl.Jetport.726060	No	1.000000	0.000000	0.000000	0.000000
MI_Alpena.County.Rgnl.AP.726390	No	1.000000	0.000000	0.000000	0.000000
MI_Detroit.Metro.AP.725370	No	1.000000	0.000000	0.000000	0.000000
MI_Flint-Bishop.Intl.AP.726370	No	1.000000	0.000000	0.000000	0.000000
MI_Grand.Rapids-Kent.County.Intl.AP.726350	No	1.000000	0.000000	0.000000	0.000000
MI_Houghton-Lake.Roscommon.County.AP.726380	No	1.000000	0.000000	0.000000	0.000000
MI_Lansing-Capital.City.AP.725390	No	1.000000	0.000000	0.000000	0.000000
MI_Muskegon.County.AP.726360	No	1.000000	0.000000	0.000000	0.000000
MI_Sault.Ste.Marie-Sanderson.Field.727340	No	1.000000	0.000000	0.000000	0.000000
MI_Traverse.City-Cherry.Capital.AP.726387	No	1.000000	0.000000	0.000000	0.000000
MN_Duluth.Intl.AP.727450	No	1.000000	0.000000	0.000000	0.000000
MN_International.Falls.Intl.AP.727470	No	1.000000	0.000000	0.000000	0.000000
MN_Minneapolis-St.Paul.Intl.AP.726580	No	1.000000	0.000000	0.000000	0.000000
MN_Rochester.Intl.AP.726440	No	1.000000	0.000000	0.000000	0.000000
MN_St.Cloud.Muni.AP.726550	No	1.000000	0.000000	0.000000	0.000000
MO_Columbia.Rgnl.AP.724450	No	1.000000	0.000000	0.000000	0.000000
MO_Kansas.City.Intl.AP.724460	No	1.000000	0.000000	0.000000	0.000000
MO_Springfield.Rgnl.AP.724400	No	1.000000	0.000000	0.000000	0.000000
MO_St.Louis-Lambert.Intl.AP.724340	No	1.000000	0.000000	0.000000	0.000000
MS_Jackson.Intl.AP.722350	No	1.000000	0.000000	0.000000	0.000000
MS_Meridian-Key.Field.722340	No	1.000000	0.000000	0.000000	0.000000
MT_Billings-Logan.Intl.AP.726770	No	1.000000	0.000000	0.000000	0.000000
MT_Cut.Bank.Muni.AP.727796	No	1.000000	0.000000	0.000000	0.000000
MT_Glasgow.Intl.AP.727680	No	1.000000	0.000000	0.000000	0.000000
