Dependency=Location	Dependency=Geometry Building Type	Option=East	Option=West	Option=Northeast	Option=Southwest	Option=North	Option=South	Option=Northwest	Option=Southeast
IA_Des.Moines.Intl.AP.725460	Mobile Home	0.19375	0.19375	0.025	0.025	0.252083334	0.252083334	0.029166667	0.029166667
IA_Mason.City.Muni.AP.725485	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IA_Sioux.City-Sioux.Gateway.AP.725570	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IA_Waterloo.Muni.AP.725480	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ID_Boise.Air.Terminal.726810	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ID_Pocatello.Muni.AP.725780	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IL_Chicago-OHare.Intl.AP.725300	Mobile Home	0.237931035	0.237931035	0.010344828	0.010344828	0.237931035	0.237931035	0.013793104	0.013793104
IL_Moline-Quad.City.Intl.AP.725440	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IL_Peoria-Greater.Peoria.AP.725320	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IL_Rockford-Greater.Rockford.AP.725430	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IL_Springfield-Capital.AP.724390	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IN_Evansville.Rgnl.AP.724320	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IN_Fort.Wayne.Intl.AP.725330	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IN_Indianapolis.Intl.AP.724380	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IN_South.Bend-Michiana.Rgnl.AP.725350	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KS_Dodge.City.Rgnl.AP.724510	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KS_Goodland-Renner.Field.724650	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KS_Topeka-Phillip.Billard.Muni.AP.724560	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KS_Wichita-Mid.Continent.AP.724500	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KY_Cincinnati-Northern.Kentucky.AP.724210	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KY_Lexington-Bluegrass.AP.724220	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KY_Louisville-Standiford.Field.724230	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
LA_Baton.Rouge-Ryan.AP.722317	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
LA_Lake.Charles.Rgnl.AP.722400	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
LA_New.Orleans.Intl.AP.722310	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
LA_Shreveport.Rgnl.AP.722480	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MA_Boston-Logan.Intl.AP.725090	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MA_Worcester.Rgnl.AP.725095	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MD_Baltimore-Washington.Intl.AP.724060	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ME_Caribou.Muni.AP.727120	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ME_Portland.Intl.Jetport.726060	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Alpena.County.Rgnl.AP.726390	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Detroit.Metro.AP.725370	Mobile Home	0.09375	0.09375	0.10625	0.10625	0.225	0.225	0.075	0.075
MI_Flint-Bishop.Intl.AP.726370	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Grand.Rapids-Kent.County.Intl.AP.726350	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Houghton-Lake.Roscommon.County.AP.726380	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Lansing-Capital.City.AP.725390	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Muskegon.County.AP.726360	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Sault.Ste.Marie-Sanderson.Field.727340	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Traverse.City-Cherry.Capital.AP.726387	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MN_Duluth.Intl.AP.727450	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MN_International.Falls.Intl.AP.727470	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MN_Minneapolis-St.Paul.Intl.AP.726580	Mobile Home	0.024509804	0.024509804	0.205882353	0.205882353	0.06372549	0.06372549	0.205882353	0.205882353
MN_Rochester.Intl.AP.726440	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MN_St.Cloud.Muni.AP.726550	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MO_Columbia.Rgnl.AP.724450	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MO_Kansas.City.Intl.AP.724460	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MO_Springfield.Rgnl.AP.724400	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MO_St.Louis-Lambert.Intl.AP.724340	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MS_Jackson.Intl.AP.722350	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MS_Meridian-Key.Field.722340	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Billings-Logan.Intl.AP.726770	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Cut.Bank.Muni.AP.727796	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Glasgow.Intl.AP.727680	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Great.Falls.Intl.AP.727750	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Helena.Rgnl.AP.727720	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Kalispell-Glacier.Park.Intl.AP.727790	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Lewistown.Muni.AP.726776	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Miles.City.Muni.AP.742300	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Missoula.Intl.AP.727730	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NC_Asheville.Rgnl.AP.723150	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NC_Cape.Hatteras.723040	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NC_Charlotte-Douglas.Intl.AP.723140	Mobile Home	0.127691444	0.127691444	0.124882981	0.124882981	0.123010672	0.123010672	0.124414904	0.124414904
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NC_Raleigh-Durham.Intl.AP.723060	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NC_Wilmington.Intl.AP.723013	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ND_Bismarck.Muni.AP.727640	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ND_Fargo-Hector.Intl.AP.727530	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ND_Minot.Intl.AP.727676	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NE_North.Platte.Rgnl.AP.725620	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NE_Omaha-Eppley.Airfield.725500	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NE_Scottsbluff-W.B.Heilig.Field.725660	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NH_Concord.Muni.AP.726050	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NJ_Atlantic.City.Intl.AP.724070	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NJ_Newark.Intl.AP.725020	Mobile Home	0.086996794	0.086996794	0.146606698	0.146606698	0.086034913	0.086034913	0.180361596	0.180361596
NM_Albuquerque.Intl.AP.723650	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NM_Tucumcari.AP.723676	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Elko.Muni.AP.725825	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Ely-Yelland.Field.724860	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Las.Vegas-McCarran.Intl.AP.723860	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Reno-Tahoe.Intl.AP.724880	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Tonopah.AP.724855	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Winnemucca.Muni.AP.725830	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_Albany.County.AP.725180	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_Binghamton-Edwin.A.Link.Field.725150	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_Massena.AP.726223	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_New.York-J.F.Kennedy.Intl.AP.744860	Mobile Home	0.127376895	0.127376895	0.094984672	0.094984672	0.143168371	0.143168371	0.134470063	0.134470063
NY_Rochester-Greater.Rochester.Intl.AP.725290	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_Syracuse-Hancock.Intl.AP.725190	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Akron.Canton.Rgnl.AP.725210	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Cleveland-Hopkins.Intl.AP.725240	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Columbus-Port.Columbus.Intl.AP.724280	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Dayton.Intl.AP.724290	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Mansfield-Lahm.Muni.AP.725246	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Toledo.Express.AP.725360	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Youngstown.Rgnl.AP.725250	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OK_Tulsa.Intl.AP.723560	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OR_Astoria.Rgnl.AP.727910	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OR_Burns.Muni.AP.726830	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OR_Eugene-Mahlon.Sweet.AP.726930	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OR_Medford-Rogue.Valley.Intl.AP.725970	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OR_North.Bend.Muni.AP.726917	Mobile Home	0.060585886	0.060585886	0.194407457	0.194407457	0.066577896	0.066577896	0.178428762	0.178428762
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OR_Portland.Intl.AP.726980	Mobile Home	0.194800701	0.194800701	0.048463739	0.048463739	0.206103525	0.206103525	0.050632036	0.050632036
OR_Redmond-Roberts.Field.726835	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OR_Salem-McNary.Field.726940	Mobile Home	0.181222708	0.181222708	0.061135371	0.061135371	0.18558952	0.18558952	0.072052402	0.072052402
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
PA_Bradford.Rgnl.AP.725266	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
PA_Erie.Intl.AP.725260	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
PA_Harrisburg-Capital.City.AP.725118	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
PA_Philadelphia.Intl.AP.724080	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
PA_Pittsburgh.Intl.AP.725200	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
PA_Williamsport.Rgnl.AP.725140	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
RI_Providence-T.F.Green.State.AP.725070	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
SC_Charleston.Intl.AP.722080	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
SC_Columbia.Metro.AP.723100	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
SC_Greer.Greenville-Spartanburg.AP.723120	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
SD_Huron.Rgnl.AP.726540	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
SD_Pierre.Muni.AP.726686	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
SD_Rapid.City.Rgnl.AP.726620	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
SD_Sioux.Falls-Foss.Field.726510	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TN_Bristol-TriCities.Rgnl.AP.723183	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TN_Chattanooga-Lovell.Field.AP.723240	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TN_Knoxville-McGhee.Tyson.AP.723260	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TN_Memphis.Intl.AP.723340	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TN_Nashville.Intl.AP.723270	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Abilene.Rgnl.AP.722660	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Amarillo.Intl.AP.723630	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Austin-Mueller.Muni.AP.722540	Mobile Home	0.115488921	0.115488921	0.132091898	0.132091898	0.1229853	0.1229853	0.129433881	0.129433881
TX_Brownsville-South.Padre.Island.AP.722500	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Corpus.Christi.Intl.AP.722510	Mobile Home	0.042506245	0.042506245	0.200784069	0.200784069	0.046454344	0.046454344	0.210255343	0.210255343
TX_Dallas-Fort.Worth.Intl.AP.722590	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_El.Paso.Intl.AP.722700	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Houston-Bush.Intercontinental.AP.722430	Mobile Home	0.080568721	0.080568721	0.180094787	0.180094787	0.116113744	0.116113744	0.123222749	0.123222749
