Dependency=AHS Region	Dependency=Geometry Building Type RECS	Dependency=Vintage ACS	Option=0-499	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	Option=500-749	Option=750-999	sample_count	sample_weight
CBSA Boston-Cambridge-Newton, MA-NH	Mobile Home	1960-79s	0.082648	0.142226	0.206280	0.000000	0.000000	0.000000	0.000000	0.082648	0.486199	11.000000	7880.331055
CBSA Boston-Cambridge-Newton, MA-NH	Mobile Home	1980-99s	0.000000	0.119654	0.148056	0.000000	0.000000	0.000000	0.000000	0.000000	0.732291	8.000000	5814.117676
CBSA Boston-Cambridge-Newton, MA-NH	Mobile Home	2000-09s	0.000000	0.799109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200891	4.000000	3242.009521
CBSA Boston-Cambridge-Newton, MA-NH	Mobile Home	2010s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Boston-Cambridge-Newton, MA-NH	Mobile Home	<1940	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	1940-59s	0.041930	0.510683	0.032658	0.027988	0.000000	0.000000	0.000000	0.215201	0.171540	32.000000	30670.687500
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	1960-79s	0.066993	0.314755	0.027149	0.040706	0.000000	0.000000	0.000000	0.278787	0.271609	33.000000	29600.978516
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	1980-99s	0.137143	0.428956	0.052101	0.000000	0.000000	0.000000	0.000000	0.033910	0.347889	23.000000	23127.136719
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	2000-09s	0.000000	0.499140	0.392059	0.000000	0.000000	0.000000	0.000000	0.108802	0.000000	8.000000	7865.992676
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	2010s	0.000000	0.310069	0.379862	0.000000	0.000000	0.000000	0.310069	0.000000	0.000000	3.000000	3230.340820
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	<1940	0.019188	0.432742	0.156765	0.073721	0.022238	0.013614	0.004530	0.092658	0.184544	187.000000	184581.468750
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	1940-59s	0.268027	0.199748	0.035117	0.000000	0.000000	0.000000	0.000000	0.197507	0.299601	31.000000	28558.910156
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	1960-79s	0.084186	0.159725	0.031852	0.000000	0.000000	0.009370	0.008374	0.301145	0.405347	103.000000	91497.992188
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	1980-99s	0.070294	0.321459	0.117957	0.015464	0.000000	0.000000	0.000000	0.220898	0.253927	67.000000	58845.871094
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	2000-09s	0.131863	0.305205	0.108783	0.024398	0.000000	0.000000	0.000000	0.150278	0.279474	40.000000	37345.828125
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	2010s	0.108472	0.368778	0.100239	0.000000	0.000000	0.000000	0.000000	0.126875	0.295636	21.000000	19139.125000
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	<1940	0.134435	0.180650	0.034286	0.013738	0.000000	0.012261	0.000000	0.357954	0.266677	97.000000	86825.921875
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	1940-59s	0.000000	0.330238	0.239178	0.000000	0.000000	0.000000	0.000000	0.000000	0.430584	13.000000	12574.087891
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	1960-79s	0.016982	0.363781	0.097057	0.047513	0.000000	0.000000	0.000000	0.218958	0.255709	20.000000	19153.197266
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	1980-99s	0.000000	0.300226	0.318245	0.148775	0.036240	0.029186	0.000000	0.063321	0.104007	31.000000	29374.757812
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	2000-09s	0.000000	0.264731	0.278018	0.121781	0.135187	0.056202	0.078890	0.000000	0.065191	16.000000	15273.767578
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	2010s	0.000000	0.000000	0.670003	0.179809	0.000000	0.150188	0.000000	0.000000	0.000000	5.000000	5570.522461
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	<1940	0.000000	0.535448	0.219209	0.081504	0.000000	0.044655	0.058530	0.000000	0.060655	21.000000	20379.027344
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	1940-59s	0.007839	0.303518	0.244620	0.180462	0.065622	0.041772	0.061989	0.018455	0.075723	191.000000	183053.203125
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	1960-79s	0.000000	0.190213	0.291010	0.203829	0.118824	0.102817	0.051530	0.009943	0.031834	212.000000	200754.234375
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	1980-99s	0.000000	0.068414	0.138496	0.252026	0.179212	0.244481	0.103887	0.000000	0.013485	164.000000	155249.953125
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	2000-09s	0.014957	0.058553	0.104506	0.185695	0.186324	0.162855	0.287110	0.000000	0.000000	56.000000	53729.953125
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	2010s	0.000000	0.000000	0.185938	0.178431	0.133380	0.254181	0.171876	0.000000	0.076194	25.000000	24682.642578
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	<1940	0.008606	0.210945	0.294707	0.200067	0.090769	0.053017	0.077620	0.017563	0.046705	245.000000	237425.218750
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	1940-59s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1277.914062
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	1960-79s	0.000000	0.489701	0.179080	0.000000	0.000000	0.000000	0.000000	0.000000	0.331218	6.000000	9136.665039
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	1980-99s	0.000000	0.402861	0.199046	0.000000	0.000000	0.000000	0.000000	0.000000	0.398093	5.000000	8220.174805
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	2000-09s	0.000000	0.257990	0.257793	0.000000	0.000000	0.000000	0.000000	0.000000	0.484217	4.000000	6494.016602
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	2010s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	<1940	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	1940-59s	0.025644	0.294347	0.224289	0.023446	0.000000	0.000000	0.000000	0.153732	0.278543	40.000000	75679.664062
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	1960-79s	0.095663	0.334529	0.000000	0.000000	0.000000	0.000000	0.044923	0.150736	0.374150	30.000000	55529.453125
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	1980-99s	0.051874	0.374101	0.095684	0.000000	0.000000	0.000000	0.000000	0.069750	0.408591	17.000000	30818.130859
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	2000-09s	0.000000	0.451386	0.212256	0.087352	0.000000	0.000000	0.000000	0.053633	0.195374	17.000000	30507.208984
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	2010s	0.000000	0.420638	0.000000	0.198418	0.000000	0.000000	0.000000	0.077281	0.303663	4.000000	8214.791016
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	<1940	0.059199	0.473632	0.141255	0.033210	0.012744	0.026257	0.000000	0.065426	0.188277	75.000000	151969.734375
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	1940-59s	0.081139	0.260280	0.081302	0.000000	0.000000	0.024016	0.000000	0.245120	0.308143	54.000000	103869.671875
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	1960-79s	0.046104	0.266214	0.031219	0.000000	0.008269	0.000000	0.000000	0.239187	0.409007	134.000000	225792.781250
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	1980-99s	0.101759	0.204159	0.062453	0.037874	0.000000	0.000000	0.013199	0.217862	0.362693	98.000000	168824.953125
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	2000-09s	0.045959	0.264254	0.153670	0.133372	0.000000	0.000000	0.061445	0.235701	0.105598	35.000000	58738.394531
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	2010s	0.218873	0.159637	0.000000	0.000000	0.000000	0.000000	0.000000	0.241417	0.380073	6.000000	11955.449219
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	<1940	0.215706	0.205546	0.056909	0.072736	0.011799	0.013312	0.000000	0.177392	0.246600	94.000000	172745.093750
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	1940-59s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	6794.040039
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	1960-79s	0.000000	0.427351	0.238777	0.111537	0.040238	0.000000	0.000000	0.000000	0.182097	38.000000	61513.832031
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	1980-99s	0.000000	0.416466	0.265447	0.153360	0.056318	0.038188	0.023765	0.000000	0.046456	52.000000	88402.562500
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	2000-09s	0.000000	0.335782	0.337417	0.155242	0.060513	0.084250	0.019011	0.000000	0.007785	50.000000	84090.281250
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	2010s	0.000000	0.263714	0.423944	0.000000	0.312342	0.000000	0.000000	0.000000	0.000000	4.000000	6791.626465
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	<1940	0.345178	0.302771	0.256406	0.000000	0.000000	0.000000	0.000000	0.095646	0.000000	4.000000	6075.252930
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	1940-59s	0.004957	0.326514	0.269467	0.161331	0.063679	0.038793	0.008473	0.022432	0.104354	222.000000	391515.500000
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	1960-79s	0.003031	0.245982	0.326136	0.173564	0.075629	0.084587	0.024113	0.010444	0.056514	302.000000	522585.875000
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	1980-99s	0.000000	0.130270	0.228645	0.223100	0.118783	0.187384	0.093613	0.012087	0.006118	221.000000	375891.781250
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	2000-09s	0.021946	0.054081	0.145667	0.145992	0.227418	0.202358	0.202539	0.000000	0.000000	108.000000	182561.093750
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	2010s	0.000000	0.124695	0.116782	0.042517	0.100690	0.304039	0.311277	0.000000	0.000000	19.000000	39012.910156
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	<1940	0.000000	0.254724	0.211485	0.115997	0.072680	0.155633	0.034114	0.015701	0.139666	132.000000	230740.250000
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	1940-59s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1768.375732
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	1960-79s	0.000000	0.332657	0.083300	0.000000	0.000000	0.084865	0.000000	0.252170	0.247009	12.000000	10944.822266
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	1980-99s	0.000000	0.326453	0.217419	0.172065	0.000000	0.000000	0.000000	0.065377	0.218686	46.000000	43156.132812
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	2000-09s	0.119510	0.325820	0.279541	0.111555	0.052844	0.000000	0.000000	0.000000	0.110730	18.000000	17252.691406
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	2010s	0.145680	0.501577	0.352743	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	6208.463867
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	<1940	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	1940-59s	0.000000	0.254255	0.000000	0.000000	0.000000	0.000000	0.000000	0.534453	0.211292	5.000000	4749.225098
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	1960-79s	0.000000	0.235254	0.000000	0.000000	0.000000	0.000000	0.000000	0.301776	0.462970	30.000000	30533.927734
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	1980-99s	0.000000	0.340068	0.000000	0.000000	0.000000	0.000000	0.000000	0.247119	0.412813	45.000000	41870.371094
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	2000-09s	0.066058	0.206407	0.057190	0.000000	0.000000	0.000000	0.000000	0.430158	0.240187	17.000000	16905.980469
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	2010s	0.000000	0.000000	0.000000	0.146282	0.000000	0.000000	0.000000	0.193697	0.660021	6.000000	6454.915039
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	<1940	0.371586	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.628414	5.000000	4918.111328
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	1940-59s	0.071660	0.230810	0.035242	0.036546	0.000000	0.000000	0.000000	0.279436	0.346306	29.000000	27457.888672
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	1960-79s	0.071290	0.233382	0.029789	0.000000	0.000000	0.000000	0.008729	0.247727	0.409083	112.000000	106427.242188
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	1980-99s	0.023032	0.227622	0.023762	0.004449	0.000000	0.000000	0.004455	0.367850	0.348830	223.000000	217017.750000
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	2000-09s	0.032925	0.364502	0.023357	0.030409	0.008095	0.000000	0.000000	0.228403	0.312308	140.000000	131732.953125
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	2010s	0.013628	0.335110	0.047008	0.000000	0.000000	0.000000	0.000000	0.304047	0.300206	69.000000	73734.007812
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	<1940	0.000000	0.210349	0.100870	0.000000	0.000000	0.000000	0.000000	0.220233	0.468548	9.000000	9360.958984
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	1940-59s	0.000000	0.262367	0.094439	0.084531	0.000000	0.000000	0.000000	0.280700	0.277962	11.000000	11081.482422
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	1960-79s	0.000000	0.255837	0.345356	0.196923	0.048105	0.000000	0.000000	0.094634	0.059145	20.000000	20289.500000
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	1980-99s	0.029142	0.449191	0.201427	0.060352	0.057998	0.029141	0.000000	0.033884	0.138864	36.000000	34372.746094
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	2000-09s	0.000000	0.229207	0.306028	0.134436	0.104125	0.148840	0.000000	0.011657	0.065707	31.000000	29500.052734
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	2010s	0.000000	0.152198	0.245770	0.228538	0.064462	0.166547	0.000000	0.070017	0.072468	18.000000	19509.050781
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	<1940	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1190.486450
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	1940-59s	0.000000	0.426177	0.224963	0.073029	0.042073	0.030773	0.010383	0.027152	0.165450	193.000000	195249.062500
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	1960-79s	0.003649	0.271708	0.319599	0.191399	0.071003	0.067341	0.028919	0.003371	0.043011	285.000000	286814.156250
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	1980-99s	0.000000	0.170244	0.340677	0.207940	0.095732	0.122450	0.048562	0.001977	0.012417	480.000000	485045.125000
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	2000-09s	0.000000	0.055287	0.272932	0.212264	0.159462	0.200725	0.094259	0.005072	0.000000	389.000000	396541.718750
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	2010s	0.000000	0.045201	0.140550	0.237284	0.137922	0.227683	0.211360	0.000000	0.000000	124.000000	140654.156250
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	<1940	0.021807	0.277075	0.289785	0.201607	0.042918	0.051710	0.000000	0.022651	0.092448	44.000000	44021.281250
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	1940-59s	0.337407	0.000000	0.000000	0.337407	0.000000	0.000000	0.000000	0.325186	0.000000	3.000000	2263.616943
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	1960-79s	0.000000	0.268912	0.000000	0.000000	0.000000	0.000000	0.000000	0.096447	0.634641	10.000000	7730.445312
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	1980-99s	0.000000	0.413335	0.347386	0.000000	0.000000	0.036063	0.000000	0.032523	0.170694	29.000000	20411.503906
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	2000-09s	0.000000	0.545555	0.280312	0.080751	0.000000	0.000000	0.000000	0.093382	0.000000	11.000000	7984.151855
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	2010s	0.000000	0.517698	0.482302	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	3530.398682
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	<1940	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	1940-59s	0.000000	0.262397	0.089604	0.000000	0.000000	0.000000	0.000000	0.202616	0.445383	12.000000	9462.407227
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	1960-79s	0.000000	0.283266	0.050099	0.000000	0.000000	0.000000	0.000000	0.145262	0.521372	19.000000	17035.650391
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	1980-99s	0.000000	0.632421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.367579	3.000000	2835.862061
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	2000-09s	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.634978	0.365022	3.000000	2080.117432
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	2010s	0.000000	0.000000	0.303532	0.000000	0.000000	0.000000	0.000000	0.696468	0.000000	2.000000	1496.700073
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	<1940	0.000000	0.312887	0.170045	0.046403	0.000000	0.061922	0.000000	0.283030	0.125713	17.000000	15819.890625
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	1940-59s	0.042516	0.138516	0.000000	0.000000	0.000000	0.000000	0.000000	0.279798	0.539171	26.000000	20940.822266
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	1960-79s	0.042637	0.153177	0.017321	0.000000	0.000000	0.000000	0.000000	0.394150	0.392716	108.000000	93096.625000
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	1980-99s	0.044840	0.302771	0.019042	0.019168	0.000000	0.000000	0.000000	0.315193	0.298985	69.000000	54741.453125
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	2000-09s	0.140818	0.357479	0.000000	0.000000	0.000000	0.000000	0.000000	0.160604	0.341099	18.000000	14343.156250
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	2010s	0.335689	0.199343	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.464969	8.000000	7538.030273
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	<1940	0.104137	0.066531	0.000000	0.000000	0.046178	0.000000	0.000000	0.456538	0.326616	23.000000	19544.320312
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	1940-59s	0.000000	0.257345	0.075466	0.000000	0.000000	0.000000	0.000000	0.291293	0.375895	15.000000	13260.822266
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	1960-79s	0.000000	0.325059	0.106418	0.083484	0.000000	0.040548	0.000000	0.114758	0.329734	48.000000	38619.164062
