Dependency=Geometry Building Type RECS	Dependency=Location Region	Dependency=Usage Level	Option=290 Rated kWh, 100% Usage	Option=290 Rated kWh, 120% Usage	Option=290 Rated kWh, 80% Usage	Option=318 Rated kWh, 100% Usage	Option=318 Rated kWh, 120% Usage	Option=318 Rated kWh, 80% Usage	Option=None	sample_count	sample_weight
Multi-Family with 2 - 4 Units	CR10	Average	0.070346	0.000000	0.000000	0.489200	0.000000	0.000000	0.440455	3.250000	34985.945312
Multi-Family with 2 - 4 Units	CR11	Average	0.112192	0.000000	0.000000	0.120640	0.000000	0.000000	0.767167	35.250000	258557.843750
Multi-Family with 5+ Units	CR02	Average	0.063397	0.000000	0.000000	0.253816	0.000000	0.000000	0.682787	28.500000	209798.531250
Multi-Family with 5+ Units	CR03	Average	0.098949	0.000000	0.000000	0.167157	0.000000	0.000000	0.733894	39.750000	256263.156250
Multi-Family with 5+ Units	CR04	Average	0.085706	0.000000	0.000000	0.196595	0.000000	0.000000	0.717699	30.250000	600401.937500
Multi-Family with 5+ Units	CR05	Average	0.071722	0.000000	0.000000	0.432594	0.000000	0.000000	0.495683	12.000000	94405.734375
Multi-Family with 5+ Units	CR06	Average	0.192894	0.000000	0.000000	0.308793	0.000000	0.000000	0.498313	15.000000	180630.453125
Multi-Family with 5+ Units	CR07	Average	0.093136	0.000000	0.000000	0.137433	0.000000	0.000000	0.769431	79.000000	856068.125000
Multi-Family with 5+ Units	CR08	Average	0.139533	0.000000	0.000000	0.323501	0.000000	0.000000	0.536966	56.250000	525149.937500
Multi-Family with 5+ Units	CR09	Average	0.090485	0.000000	0.000000	0.376442	0.000000	0.000000	0.533073	118.750000	1143245.875000
Multi-Family with 5+ Units	CR10	Average	0.173859	0.000000	0.000000	0.501798	0.000000	0.000000	0.324342	13.000000	137625.343750
Multi-Family with 5+ Units	CR11	Average	0.088977	0.000000	0.000000	0.176064	0.000000	0.000000	0.734959	82.500000	717916.937500
Single-Family Attached	CR02	Average	0.265517	0.000000	0.000000	0.212840	0.000000	0.000000	0.521643	16.000000	88724.171875
Single-Family Attached	CR03	Average	0.244253	0.000000	0.000000	0.184652	0.000000	0.000000	0.571095	16.750000	71369.843750
Single-Family Attached	CR04	Average	0.132974	0.000000	0.000000	0.195499	0.000000	0.000000	0.671527	10.750000	172686.781250
Single-Family Attached	CR05	Average	0.279355	0.000000	0.000000	0.295714	0.000000	0.000000	0.424931	13.750000	73816.226562
Single-Family Attached	CR06	Average	0.454776	0.000000	0.000000	0.188163	0.000000	0.000000	0.357061	5.500000	42780.515625
Single-Family Attached	CR07	Average	0.213676	0.000000	0.000000	0.094899	0.000000	0.000000	0.691424	38.500000	380839.625000
Single-Family Attached	CR08	Average	0.228771	0.000000	0.000000	0.308124	0.000000	0.000000	0.463105	40.000000	292989.437500
Single-Family Attached	CR09	Average	0.253563	0.000000	0.000000	0.235885	0.000000	0.000000	0.510553	39.500000	293668.906250
Single-Family Attached	CR10	Average	0.189304	0.000000	0.000000	0.286686	0.000000	0.000000	0.524009	5.000000	43531.351562
Single-Family Attached	CR11	Average	0.239380	0.000000	0.000000	0.208288	0.000000	0.000000	0.552332	36.000000	214174.750000
Single-Family Detached	CR02	Average	0.304390	0.000000	0.000000	0.139633	0.000000	0.000000	0.555977	172.000000	1080154.750000
Single-Family Detached	CR03	Average	0.355969	0.000000	0.000000	0.161810	0.000000	0.000000	0.482221	133.750000	772279.500000
Single-Family Detached	CR04	Average	0.267119	0.000000	0.000000	0.172265	0.000000	0.000000	0.560616	166.500000	2675685.500000
Single-Family Detached	CR05	Average	0.309349	0.000000	0.000000	0.227823	0.000000	0.000000	0.462828	75.750000	703945.937500
Single-Family Detached	CR06	Average	0.396303	0.000000	0.000000	0.160351	0.000000	0.000000	0.443345	56.500000	582432.000000
Single-Family Detached	CR07	Average	0.371997	0.000000	0.000000	0.140312	0.000000	0.000000	0.487691	163.500000	1940977.125000
Single-Family Detached	CR08	Average	0.286665	0.000000	0.000000	0.219205	0.000000	0.000000	0.494130	326.500000	2307623.250000
Single-Family Detached	CR09	Average	0.301601	0.000000	0.000000	0.176690	0.000000	0.000000	0.521710	544.500000	5330749.000000
Single-Family Detached	CR10	Average	0.363528	0.000000	0.000000	0.170922	0.000000	0.000000	0.465550	60.750000	674692.875000
Single-Family Detached	CR11	Average	0.292821	0.000000	0.000000	0.150646	0.000000	0.000000	0.556533	236.000000	1764553.500000
Mobile Home	CR02	Medium	0.060507	0.000000	0.000000	0.213799	0.000000	0.000000	0.725693	7.250000	63468.816406
Mobile Home	CR03	Medium	0.000000	0.000000	0.000000	0.042353	0.000000	0.000000	0.957647	4.250000	21109.205078
Mobile Home	CR04	Medium	0.075068	0.000000	0.000000	0.103187	0.000000	0.000000	0.821745	5.750000	127281.679688
Mobile Home	CR05	Medium	0.123047	0.000000	0.000000	0.245902	0.000000	0.000000	0.631051	4.750000	60367.710938
Mobile Home	CR06	Medium	0.157647	0.000000	0.000000	0.145587	0.000000	0.000000	0.696766	6.500000	71351.156250
Mobile Home	CR07	Medium	0.108519	0.000000	0.000000	0.179669	0.000000	0.000000	0.711812	8.000000	108836.039062
Mobile Home	CR08	Medium	0.108507	0.000000	0.000000	0.172271	0.000000	0.000000	0.719223	24.500000	314624.937500
Mobile Home	CR09	Medium	0.090449	0.000000	0.000000	0.102549	0.000000	0.000000	0.807003	50.750000	739622.062500
Mobile Home	CR10	Medium	0.089560	0.000000	0.000000	0.047107	0.000000	0.000000	0.863333	9.750000	105335.531250
Mobile Home	CR11	Medium	0.082368	0.000000	0.000000	0.061765	0.000000	0.000000	0.855867	11.750000	98519.820312
Multi-Family with 2 - 4 Units	CR02	Medium	0.037674	0.000000	0.000000	0.097350	0.000000	0.000000	0.864976	11.500000	102977.890625
Multi-Family with 2 - 4 Units	CR03	Medium	0.094086	0.000000	0.000000	0.107112	0.000000	0.000000	0.798802	40.000000	256752.640625
Multi-Family with 2 - 4 Units	CR04	Medium	0.140882	0.000000	0.000000	0.149022	0.000000	0.000000	0.710096	13.750000	319229.156250
Multi-Family with 2 - 4 Units	CR05	Medium	0.021974	0.000000	0.000000	0.279831	0.000000	0.000000	0.698195	5.000000	47612.339844
Multi-Family with 2 - 4 Units	CR06	Medium	0.087127	0.000000	0.000000	0.237438	0.000000	0.000000	0.675435	8.250000	84420.992188
Multi-Family with 2 - 4 Units	CR07	Medium	0.113279	0.000000	0.000000	0.055841	0.000000	0.000000	0.830880	43.000000	528116.625000
Multi-Family with 2 - 4 Units	CR08	Medium	0.019085	0.000000	0.000000	0.219806	0.000000	0.000000	0.761109	22.750000	169003.156250
Multi-Family with 2 - 4 Units	CR09	Medium	0.085864	0.000000	0.000000	0.137014	0.000000	0.000000	0.777122	47.500000	442332.875000
Multi-Family with 2 - 4 Units	CR10	Medium	0.070346	0.000000	0.000000	0.489200	0.000000	0.000000	0.440455	3.250000	34985.945312
Multi-Family with 2 - 4 Units	CR11	Medium	0.112192	0.000000	0.000000	0.120640	0.000000	0.000000	0.767167	35.250000	258557.843750
Multi-Family with 5+ Units	CR02	Medium	0.063397	0.000000	0.000000	0.253816	0.000000	0.000000	0.682787	28.500000	209798.531250
Multi-Family with 5+ Units	CR03	Medium	0.098949	0.000000	0.000000	0.167157	0.000000	0.000000	0.733894	39.750000	256263.156250
Multi-Family with 5+ Units	CR04	Medium	0.085706	0.000000	0.000000	0.196595	0.000000	0.000000	0.717699	30.250000	600401.937500
Multi-Family with 5+ Units	CR05	Medium	0.071722	0.000000	0.000000	0.432594	0.000000	0.000000	0.495683	12.000000	94405.734375
Multi-Family with 5+ Units	CR06	Medium	0.192894	0.000000	0.000000	0.308793	0.000000	0.000000	0.498313	15.000000	180630.453125
Multi-Family with 5+ Units	CR07	Medium	0.093136	0.000000	0.000000	0.137433	0.000000	0.000000	0.769431	79.000000	856068.125000
Multi-Family with 5+ Units	CR08	Medium	0.139533	0.000000	0.000000	0.323501	0.000000	0.000000	0.536966	56.250000	525149.937500
Multi-Family with 5+ Units	CR09	Medium	0.090485	0.000000	0.000000	0.376442	0.000000	0.000000	0.533073	118.750000	1143245.875000
Multi-Family with 5+ Units	CR10	Medium	0.173859	0.000000	0.000000	0.501798	0.000000	0.000000	0.324342	13.000000	137625.343750
Multi-Family with 5+ Units	CR11	Medium	0.088977	0.000000	0.000000	0.176064	0.000000	0.000000	0.734959	82.500000	717916.937500
Single-Family Attached	CR02	Medium	0.265517	0.000000	0.000000	0.212840	0.000000	0.000000	0.521643	16.000000	88724.171875
Single-Family Attached	CR03	Medium	0.244253	0.000000	0.000000	0.184652	0.000000	0.000000	0.571095	16.750000	71369.843750
Single-Family Attached	CR04	Medium	0.132974	0.000000	0.000000	0.195499	0.000000	0.000000	0.671527	10.750000	172686.781250
Single-Family Attached	CR05	Medium	0.279355	0.000000	0.000000	0.295714	0.000000	0.000000	0.424931	13.750000	73816.226562
Single-Family Attached	CR06	Medium	0.454776	0.000000	0.000000	0.188163	0.000000	0.000000	0.357061	5.500000	42780.515625
Single-Family Attached	CR07	Medium	0.213676	0.000000	0.000000	0.094899	0.000000	0.000000	0.691424	38.500000	380839.625000
Single-Family Attached	CR08	Medium	0.228771	0.000000	0.000000	0.308124	0.000000	0.000000	0.463105	40.000000	292989.437500
Single-Family Attached	CR09	Medium	0.253563	0.000000	0.000000	0.235885	0.000000	0.000000	0.510553	39.500000	293668.906250
Single-Family Attached	CR10	Medium	0.189304	0.000000	0.000000	0.286686	0.000000	0.000000	0.524009	5.000000	43531.351562
Single-Family Attached	CR11	Medium	0.239380	0.000000	0.000000	0.208288	0.000000	0.000000	0.552332	36.000000	214174.750000
Single-Family Detached	CR02	Medium	0.304390	0.000000	0.000000	0.139633	0.000000	0.000000	0.555977	172.000000	1080154.750000
Single-Family Detached	CR03	Medium	0.355969	0.000000	0.000000	0.161810	0.000000	0.000000	0.482221	133.750000	772279.500000
Single-Family Detached	CR04	Medium	0.267119	0.000000	0.000000	0.172265	0.000000	0.000000	0.560616	166.500000	2675685.500000
Single-Family Detached	CR05	Medium	0.309349	0.000000	0.000000	0.227823	0.000000	0.000000	0.462828	75.750000	703945.937500
Single-Family Detached	CR06	Medium	0.396303	0.000000	0.000000	0.160351	0.000000	0.000000	0.443345	56.500000	582432.000000
Single-Family Detached	CR07	Medium	0.371997	0.000000	0.000000	0.140312	0.000000	0.000000	0.487691	163.500000	1940977.125000
Single-Family Detached	CR08	Medium	0.286665	0.000000	0.000000	0.219205	0.000000	0.000000	0.494130	326.500000	2307623.250000
Single-Family Detached	CR09	Medium	0.301601	0.000000	0.000000	0.176690	0.000000	0.000000	0.521710	544.500000	5330749.000000
Single-Family Detached	CR10	Medium	0.363528	0.000000	0.000000	0.170922	0.000000	0.000000	0.465550	60.750000	674692.875000
Single-Family Detached	CR11	Medium	0.292821	0.000000	0.000000	0.150646	0.000000	0.000000	0.556533	236.000000	1764553.500000
Mobile Home	CR02	Low	0.000000	0.000000	0.060507	0.000000	0.000000	0.213799	0.725693	7.250000	63468.816406
Mobile Home	CR03	Low	0.000000	0.000000	0.000000	0.000000	0.000000	0.042353	0.957647	4.250000	21109.205078
Mobile Home	CR04	Low	0.000000	0.000000	0.075068	0.000000	0.000000	0.103187	0.821745	5.750000	127281.679688
Mobile Home	CR05	Low	0.000000	0.000000	0.123047	0.000000	0.000000	0.245902	0.631051	4.750000	60367.710938
Mobile Home	CR06	Low	0.000000	0.000000	0.157647	0.000000	0.000000	0.145587	0.696766	6.500000	71351.156250
Mobile Home	CR07	Low	0.000000	0.000000	0.108519	0.000000	0.000000	0.179669	0.711812	8.000000	108836.039062
Mobile Home	CR08	Low	0.000000	0.000000	0.108507	0.000000	0.000000	0.172271	0.719223	24.500000	314624.937500
Mobile Home	CR09	Low	0.000000	0.000000	0.090449	0.000000	0.000000	0.102549	0.807003	50.750000	739622.062500
Mobile Home	CR10	Low	0.000000	0.000000	0.089560	0.000000	0.000000	0.047107	0.863333	9.750000	105335.531250
Mobile Home	CR11	Low	0.000000	0.000000	0.082368	0.000000	0.000000	0.061765	0.855867	11.750000	98519.820312
Multi-Family with 2 - 4 Units	CR02	Low	0.000000	0.000000	0.037674	0.000000	0.000000	0.097350	0.864976	11.500000	102977.890625
Multi-Family with 2 - 4 Units	CR03	Low	0.000000	0.000000	0.094086	0.000000	0.000000	0.107112	0.798802	40.000000	256752.640625
Multi-Family with 2 - 4 Units	CR04	Low	0.000000	0.000000	0.140882	0.000000	0.000000	0.149022	0.710096	13.750000	319229.156250
Multi-Family with 2 - 4 Units	CR05	Low	0.000000	0.000000	0.021974	0.000000	0.000000	0.279831	0.698195	5.000000	47612.339844
Multi-Family with 2 - 4 Units	CR06	Low	0.000000	0.000000	0.087127	0.000000	0.000000	0.237438	0.675435	8.250000	84420.992188
Multi-Family with 2 - 4 Units	CR07	Low	0.000000	0.000000	0.113279	0.000000	0.000000	0.055841	0.830880	43.000000	528116.625000
Multi-Family with 2 - 4 Units	CR08	Low	0.000000	0.000000	0.019085	0.000000	0.000000	0.219806	0.761109	22.750000	169003.156250
Multi-Family with 2 - 4 Units	CR09	Low	0.000000	0.000000	0.085864	0.000000	0.000000	0.137014	0.777122	47.500000	442332.875000
Multi-Family with 2 - 4 Units	CR10	Low	0.000000	0.000000	0.070346	0.000000	0.000000	0.489200	0.440455	3.250000	34985.945312
Multi-Family with 2 - 4 Units	CR11	Low	0.000000	0.000000	0.112192	0.000000	0.000000	0.120640	0.767167	35.250000	258557.843750
Multi-Family with 5+ Units	CR02	Low	0.000000	0.000000	0.063397	0.000000	0.000000	0.253816	0.682787	28.500000	209798.531250
Multi-Family with 5+ Units	CR03	Low	0.000000	0.000000	0.098949	0.000000	0.000000	0.167157	0.733894	39.750000	256263.156250
Multi-Family with 5+ Units	CR04	Low	0.000000	0.000000	0.085706	0.000000	0.000000	0.196595	0.717699	30.250000	600401.937500
Multi-Family with 5+ Units	CR05	Low	0.000000	0.000000	0.071722	0.000000	0.000000	0.432594	0.495683	12.000000	94405.734375
Multi-Family with 5+ Units	CR06	Low	0.000000	0.000000	0.192894	0.000000	0.000000	0.308793	0.498313	15.000000	180630.453125
Multi-Family with 5+ Units	CR07	Low	0.000000	0.000000	0.093136	0.000000	0.000000	0.137433	0.769431	79.000000	856068.125000
Multi-Family with 5+ Units	CR08	Low	0.000000	0.000000	0.139533	0.000000	0.000000	0.323501	0.536966	56.250000	525149.937500
Multi-Family with 5+ Units	CR09	Low	0.000000	0.000000	0.090485	0.000000	0.000000	0.376442	0.533073	118.750000	1143245.875000
Multi-Family with 5+ Units	CR10	Low	0.000000	0.000000	0.173859	0.000000	0.000000	0.501798	0.324342	13.000000	137625.343750
Multi-Family with 5+ Units	CR11	Low	0.000000	0.000000	0.088977	0.000000	0.000000	0.176064	0.734959	82.500000	717916.937500
Single-Family Attached	CR02	Low	0.000000	0.000000	0.265517	0.000000	0.000000	0.212840	0.521643	16.000000	88724.171875
Single-Family Attached	CR03	Low	0.000000	0.000000	0.244253	0.000000	0.000000	0.184652	0.571095	16.750000	71369.843750
Single-Family Attached	CR04	Low	0.000000	0.000000	0.132974	0.000000	0.000000	0.195499	0.671527	10.750000	172686.781250
Single-Family Attached	CR05	Low	0.000000	0.000000	0.279355	0.000000	0.000000	0.295714	0.424931	13.750000	73816.226562
Single-Family Attached	CR06	Low	0.000000	0.000000	0.454776	0.000000	0.000000	0.188163	0.357061	5.500000	42780.515625
Single-Family Attached	CR07	Low	0.000000	0.000000	0.213676	0.000000	0.000000	0.094899	0.691424	38.500000	380839.625000
Single-Family Attached	CR08	Low	0.000000	0.000000	0.228771	0.000000	0.000000	0.308124	0.463105	40.000000	292989.437500
Single-Family Attached	CR09	Low	0.000000	0.000000	0.253563	0.000000	0.000000	0.235885	0.510553	39.500000	293668.906250
Single-Family Attached	CR10	Low	0.000000	0.000000	0.189304	0.000000	0.000000	0.286686	0.524009	5.000000	43531.351562
Single-Family Attached	CR11	Low	0.000000	0.000000	0.239380	0.000000	0.000000	0.208288	0.552332	36.000000	214174.750000
Single-Family Detached	CR02	Low	0.000000	0.000000	0.304390	0.000000	0.000000	0.139633	0.555977	172.000000	1080154.750000
Single-Family Detached	CR03	Low	0.000000	0.000000	0.355969	0.000000	0.000000	0.161810	0.482221	133.750000	772279.500000
Single-Family Detached	CR04	Low	0.000000	0.000000	0.267119	0.000000	0.000000	0.172265	0.560616	166.500000	2675685.500000
Single-Family Detached	CR05	Low	0.000000	0.000000	0.309349	0.000000	0.000000	0.227823	0.462828	75.750000	703945.937500
Single-Family Detached	CR06	Low	0.000000	0.000000	0.396303	0.000000	0.000000	0.160351	0.443345	56.500000	582432.000000
Single-Family Detached	CR07	Low	0.000000	0.000000	0.371997	0.000000	0.000000	0.140312	0.487691	163.500000	1940977.125000
Single-Family Detached	CR08	Low	0.000000	0.000000	0.286665	0.000000	0.000000	0.219205	0.494130	326.500000	2307623.250000
Single-Family Detached	CR09	Low	0.000000	0.000000	0.301601	0.000000	0.000000	0.176690	0.521710	544.500000	5330749.000000
Single-Family Detached	CR10	Low	0.000000	0.000000	0.363528	0.000000	0.000000	0.170922	0.465550	60.750000	674692.875000
Single-Family Detached	CR11	Low	0.000000	0.000000	0.292821	0.000000	0.000000	0.150646	0.556533	236.000000	1764553.500000
Mobile Home	CR02	High	0.000000	0.060507	0.000000	0.000000	0.213799	0.000000	0.725693	7.250000	63468.816406
Mobile Home	CR03	High	0.000000	0.000000	0.000000	0.000000	0.042353	0.000000	0.957647	4.250000	21109.205078
Mobile Home	CR04	High	0.000000	0.075068	0.000000	0.000000	0.103187	0.000000	0.821745	5.750000	127281.679688
Mobile Home	CR05	High	0.000000	0.123047	0.000000	0.000000	0.245902	0.000000	0.631051	4.750000	60367.710938
Mobile Home	CR06	High	0.000000	0.157647	0.000000	0.000000	0.145587	0.000000	0.696766	6.500000	71351.156250
Mobile Home	CR07	High	0.000000	0.108519	0.000000	0.000000	0.179669	0.000000	0.711812	8.000000	108836.039062
Mobile Home	CR08	High	0.000000	0.108507	0.000000	0.000000	0.172271	0.000000	0.719223	24.500000	314624.937500
Mobile Home	CR09	High	0.000000	0.090449	0.000000	0.000000	0.102549	0.000000	0.807003	50.750000	739622.062500
Mobile Home	CR10	High	0.000000	0.089560	0.000000	0.000000	0.047107	0.000000	0.863333	9.750000	105335.531250
Mobile Home	CR11	High	0.000000	0.082368	0.000000	0.000000	0.061765	0.000000	0.855867	11.750000	98519.820312
Multi-Family with 2 - 4 Units	CR02	High	0.000000	0.037674	0.000000	0.000000	0.097350	0.000000	0.864976	11.500000	102977.890625
Multi-Family with 2 - 4 Units	CR03	High	0.000000	0.094086	0.000000	0.000000	0.107112	0.000000	0.798802	40.000000	256752.640625
Multi-Family with 2 - 4 Units	CR04	High	0.000000	0.140882	0.000000	0.000000	0.149022	0.000000	0.710096	13.750000	319229.156250
Multi-Family with 2 - 4 Units	CR05	High	0.000000	0.021974	0.000000	0.000000	0.279831	0.000000	0.698195	5.000000	47612.339844
Multi-Family with 2 - 4 Units	CR06	High	0.000000	0.087127	0.000000	0.000000	0.237438	0.000000	0.675435	8.250000	84420.992188
Multi-Family with 2 - 4 Units	CR07	High	0.000000	0.113279	0.000000	0.000000	0.055841	0.000000	0.830880	43.000000	528116.625000
Multi-Family with 2 - 4 Units	CR08	High	0.000000	0.019085	0.000000	0.000000	0.219806	0.000000	0.761109	22.750000	169003.156250
Multi-Family with 2 - 4 Units	CR09	High	0.000000	0.085864	0.000000	0.000000	0.137014	0.000000	0.777122	47.500000	442332.875000
Multi-Family with 2 - 4 Units	CR10	High	0.000000	0.070346	0.000000	0.000000	0.489200	0.000000	0.440455	3.250000	34985.945312
Multi-Family with 2 - 4 Units	CR11	High	0.000000	0.112192	0.000000	0.000000	0.120640	0.000000	0.767167	35.250000	258557.843750
Multi-Family with 5+ Units	CR02	High	0.000000	0.063397	0.000000	0.000000	0.253816	0.000000	0.682787	28.500000	209798.531250
Multi-Family with 5+ Units	CR03	High	0.000000	0.098949	0.000000	0.000000	0.167157	0.000000	0.733894	39.750000	256263.156250
Multi-Family with 5+ Units	CR04	High	0.000000	0.085706	0.000000	0.000000	0.196595	0.000000	0.717699	30.250000	600401.937500
Multi-Family with 5+ Units	CR05	High	0.000000	0.071722	0.000000	0.000000	0.432594	0.000000	0.495683	12.000000	94405.734375
Multi-Family with 5+ Units	CR06	High	0.000000	0.192894	0.000000	0.000000	0.308793	0.000000	0.498313	15.000000	180630.453125
Multi-Family with 5+ Units	CR07	High	0.000000	0.093136	0.000000	0.000000	0.137433	0.000000	0.769431	79.000000	856068.125000
Multi-Family with 5+ Units	CR08	High	0.000000	0.139533	0.000000	0.000000	0.323501	0.000000	0.536966	56.250000	525149.937500
Multi-Family with 5+ Units	CR09	High	0.000000	0.090485	0.000000	0.000000	0.376442	0.000000	0.533073	118.750000	1143245.875000
Multi-Family with 5+ Units	CR10	High	0.000000	0.173859	0.000000	0.000000	0.501798	0.000000	0.324342	13.000000	137625.343750
Multi-Family with 5+ Units	CR11	High	0.000000	0.088977	0.000000	0.000000	0.176064	0.000000	0.734959	82.500000	717916.937500
Single-Family Attached	CR02	High	0.000000	0.265517	0.000000	0.000000	0.212840	0.000000	0.521643	16.000000	88724.171875
Single-Family Attached	CR03	High	0.000000	0.244253	0.000000	0.000000	0.184652	0.000000	0.571095	16.750000	71369.843750
Single-Family Attached	CR04	High	0.000000	0.132974	0.000000	0.000000	0.195499	0.000000	0.671527	10.750000	172686.781250
Single-Family Attached	CR05	High	0.000000	0.279355	0.000000	0.000000	0.295714	0.000000	0.424931	13.750000	73816.226562
Single-Family Attached	CR06	High	0.000000	0.454776	0.000000	0.000000	0.188163	0.000000	0.357061	5.500000	42780.515625
Single-Family Attached	CR07	High	0.000000	0.213676	0.000000	0.000000	0.094899	0.000000	0.691424	38.500000	380839.625000
Single-Family Attached	CR08	High	0.000000	0.228771	0.000000	0.000000	0.308124	0.000000	0.463105	40.000000	292989.437500
Single-Family Attached	CR09	High	0.000000	0.253563	0.000000	0.000000	0.235885	0.000000	0.510553	39.500000	293668.906250
Single-Family Attached	CR10	High	0.000000	0.189304	0.000000	0.000000	0.286686	0.000000	0.524009	5.000000	43531.351562
Single-Family Attached	CR11	High	0.000000	0.239380	0.000000	0.000000	0.208288	0.000000	0.552332	36.000000	214174.750000
Single-Family Detached	CR02	High	0.000000	0.304390	0.000000	0.000000	0.139633	0.000000	0.555977	172.000000	1080154.750000
Single-Family Detached	CR03	High	0.000000	0.355969	0.000000	0.000000	0.161810	0.000000	0.482221	133.750000	772279.500000
Single-Family Detached	CR04	High	0.000000	0.267119	0.000000	0.000000	0.172265	0.000000	0.560616	166.500000	2675685.500000
Single-Family Detached	CR05	High	0.000000	0.309349	0.000000	0.000000	0.227823	0.000000	0.462828	75.750000	703945.937500
Single-Family Detached	CR06	High	0.000000	0.396303	0.000000	0.000000	0.160351	0.000000	0.443345	56.500000	582432.000000
Single-Family Detached	CR07	High	0.000000	0.371997	0.000000	0.000000	0.140312	0.000000	0.487691	163.500000	1940977.125000
Single-Family Detached	CR08	High	0.000000	0.286665	0.000000	0.000000	0.219205	0.000000	0.494130	326.500000	2307623.250000
Single-Family Detached	CR09	High	0.000000	0.301601	0.000000	0.000000	0.176690	0.000000	0.521710	544.500000	5330749.000000
Single-Family Detached	CR10	High	0.000000	0.363528	0.000000	0.000000	0.170922	0.000000	0.465550	60.750000	674692.875000
Single-Family Detached	CR11	High	0.000000	0.292821	0.000000	0.000000	0.150646	0.000000	0.556533	236.000000	1764553.500000
# Created by: sources\recs\2009\tsv_maker.py
# Source: Constructed using U.S. EIA 2009 Residential Energy Consumption Survey (RECS) microdata.
