Dependency=Custom State	Dependency=HVAC Secondary Heating Fuel	Dependency=HVAC Secondary Heating Type	Dependency=Vintage	Option=Fuel Boiler, 76% AFUE	Option=Fuel Boiler, 80% AFUE	Option=Fuel Boiler, 90% AFUE	Option=Fuel Furnace, 60% AFUE	Option=Fuel Furnace, 76% AFUE	Option=Fuel Furnace, 80% AFUE	Option=Fuel Furnace, 92.5% AFUE	Option=None	Option=Shared Heating	Option=Void	source_count	source_weight	fallback_count	fallback_weight
AK	Fuel Oil	None	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Fuel Oil	None	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Fuel Oil	None	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Fuel Oil	None	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Natural Gas	Ducted Heating	1940s	0	0	0	0	0.147982	0.303438	0.539611	0	0.00896861	0	4	4	669	669
AK	Natural Gas	Ducted Heating	1950s	0	0	0	0	0.166667	0.5	0.333333	0	0	0	30	30	30	30
AK	Natural Gas	Ducted Heating	1960s	0	0	0	0	0.16	0.32	0.52	0	0	0	25	25	25	25
AK	Natural Gas	Ducted Heating	1970s	0	0	0	0	0.16875	0.31875	0.49375	0	0.01875	0	160	160	160	160
AK	Natural Gas	Ducted Heating	1980s	0	0	0	0	0.163333	0.323333	0.506667	0	0.00666667	0	300	300	300	300
AK	Natural Gas	Ducted Heating	1990s	0	0	0	0	0.0927835	0.278351	0.628866	0	0	0	97	97	97	97
AK	Natural Gas	Ducted Heating	2000s	0	0	0	0	0.147982	0.303438	0.539611	0	0.00896861	0	9	9	669	669
AK	Natural Gas	Ducted Heating	2010s	0	0	0	0	0.0294118	0	0.941176	0	0.0294118	0	34	34	34	34
AK	Natural Gas	Ducted Heating	<1940	0	0	0	0	0.2	0.1	0.7	0	0	0	10	10	10	10
AK	Natural Gas	Non-Ducted Heating	1940s	0.349771	0.104358	0.511468	0	0	0	0	0	0.0344037	0	4	4	872	872
AK	Natural Gas	Non-Ducted Heating	1950s	0.384615	0.205128	0.384615	0	0	0	0	0	0.025641	0	39	39	39	39
AK	Natural Gas	Non-Ducted Heating	1960s	0.398374	0.113821	0.430894	0	0	0	0	0	0.0569106	0	123	123	123	123
AK	Natural Gas	Non-Ducted Heating	1970s	0.32987	0.0961039	0.54026	0	0	0	0	0	0.0337662	0	385	385	385	385
AK	Natural Gas	Non-Ducted Heating	1980s	0.392308	0.0807692	0.5	0	0	0	0	0	0.0269231	0	260	260	260	260
AK	Natural Gas	Non-Ducted Heating	1990s	0.166667	0.2	0.633333	0	0	0	0	0	0	0	30	30	30	30
AK	Natural Gas	Non-Ducted Heating	2000s	0.349771	0.104358	0.511468	0	0	0	0	0	0.0344037	0	4	4	872	872
AK	Natural Gas	Non-Ducted Heating	2010s	0.349771	0.104358	0.511468	0	0	0	0	0	0.0344037	0	6	6	872	872
AK	Natural Gas	Non-Ducted Heating	<1940	0.190476	0.047619	0.761905	0	0	0	0	0	0	0	21	21	21	21
AK	Natural Gas	None	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Natural Gas	None	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Natural Gas	None	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Natural Gas	None	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Natural Gas	None	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Natural Gas	None	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Natural Gas	None	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Natural Gas	None	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Natural Gas	None	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Ducted Heating	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Ducted Heating	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Ducted Heating	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Ducted Heating	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Ducted Heating	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Ducted Heating	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Ducted Heating	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Ducted Heating	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Ducted Heating	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Non-Ducted Heating	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Non-Ducted Heating	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Non-Ducted Heating	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Non-Ducted Heating	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Non-Ducted Heating	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Non-Ducted Heating	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Non-Ducted Heating	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Non-Ducted Heating	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	Non-Ducted Heating	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	None	None	1940s	0	0	0	0	0	0	0	1	0	0	786	786	786	786
AK	None	None	1950s	0	0	0	0	0	0	0	1	0	0	2998	2998	2998	2998
AK	None	None	1960s	0	0	0	0	0	0	0	1	0	0	5350	5350	5350	5350
AK	None	None	1970s	0	0	0	0	0	0	0	1	0	0	15511	15511	15511	15511
AK	None	None	1980s	0	0	0	0	0	0	0	1	0	0	16715	16715	16715	16715
AK	None	None	1990s	0	0	0	0	0	0	0	1	0	0	5816	5816	5816	5816
AK	None	None	2000s	0	0	0	0	0	0	0	1	0	0	5289	5289	5289	5289
AK	None	None	2010s	0	0	0	0	0	0	0	1	0	0	12297	12297	12297	12297
AK	None	None	<1940	0	0	0	0	0	0	0	1	0	0	2255	2255	2255	2255
AK	Other Fuel	Ducted Heating	1940s	0	0	0	0	0	0	0	1	0	0	0	0	2	2
AK	Other Fuel	Ducted Heating	1950s	0	0	0	0	0	0	0	1	0	0	1	1	2	2
AK	Other Fuel	Ducted Heating	1960s	0	0	0	0	0	0	0	1	0	0	0	0	2	2
AK	Other Fuel	Ducted Heating	1970s	0	0	0	0	0	0	0	1	0	0	1	1	2	2
AK	Other Fuel	Ducted Heating	1980s	0	0	0	0	0	0	0	1	0	0	0	0	2	2
AK	Other Fuel	Ducted Heating	1990s	0	0	0	0	0	0	0	1	0	0	0	0	2	2
AK	Other Fuel	Ducted Heating	2000s	0	0	0	0	0	0	0	1	0	0	0	0	2	2
AK	Other Fuel	Ducted Heating	2010s	0	0	0	0	0	0	0	1	0	0	0	0	2	2
AK	Other Fuel	Ducted Heating	<1940	0	0	0	0	0	0	0	1	0	0	0	0	2	2
AK	Other Fuel	Non-Ducted Heating	1940s	0	0	0	0	0	0	0	1	0	0	0	0	7	7
AK	Other Fuel	Non-Ducted Heating	1950s	0	0	0	0	0	0	0	1	0	0	0	0	7	7
AK	Other Fuel	Non-Ducted Heating	1960s	0	0	0	0	0	0	0	1	0	0	0	0	7	7
AK	Other Fuel	Non-Ducted Heating	1970s	0	0	0	0	0	0	0	1	0	0	1	1	7	7
AK	Other Fuel	Non-Ducted Heating	1980s	0	0	0	0	0	0	0	1	0	0	5	5	7	7
AK	Other Fuel	Non-Ducted Heating	1990s	0	0	0	0	0	0	0	1	0	0	0	0	7	7
AK	Other Fuel	Non-Ducted Heating	2000s	0	0	0	0	0	0	0	1	0	0	1	1	7	7
AK	Other Fuel	Non-Ducted Heating	2010s	0	0	0	0	0	0	0	1	0	0	0	0	7	7
AK	Other Fuel	Non-Ducted Heating	<1940	0	0	0	0	0	0	0	1	0	0	0	0	7	7
AK	Other Fuel	None	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Other Fuel	None	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Other Fuel	None	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Other Fuel	None	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Other Fuel	None	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Other Fuel	None	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Other Fuel	None	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Other Fuel	None	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Other Fuel	None	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Propane	Ducted Heating	1940s	0	0	0	0	0.323529	0.352941	0.323529	0	0	0	0	0	34	34
AK	Propane	Ducted Heating	1950s	0	0	0	0	0.323529	0.352941	0.323529	0	0	0	1	1	34	34
AK	Propane	Ducted Heating	1960s	0	0	0	0	0.323529	0.352941	0.323529	0	0	0	0	0	34	34
AK	Propane	Ducted Heating	1970s	0	0	0	0	0.323529	0.352941	0.323529	0	0	0	9	9	34	34
AK	Propane	Ducted Heating	1980s	0	0	0	0	0.375	0.3125	0.3125	0	0	0	16	16	16	16
AK	Propane	Ducted Heating	1990s	0	0	0	0	0.323529	0.352941	0.323529	0	0	0	2	2	34	34
AK	Propane	Ducted Heating	2000s	0	0	0	0	0.323529	0.352941	0.323529	0	0	0	3	3	34	34
AK	Propane	Ducted Heating	2010s	0	0	0	0	0.323529	0.352941	0.323529	0	0	0	1	1	34	34
AK	Propane	Ducted Heating	<1940	0	0	0	0	0.323529	0.352941	0.323529	0	0	0	2	2	34	34
AK	Propane	Non-Ducted Heating	1940s	0.0909091	0.181818	0.727273	0	0	0	0	0	0	0	0	0	22	22
AK	Propane	Non-Ducted Heating	1950s	0.0909091	0.181818	0.727273	0	0	0	0	0	0	0	1	1	22	22
AK	Propane	Non-Ducted Heating	1960s	0.0909091	0.181818	0.727273	0	0	0	0	0	0	0	0	0	22	22
AK	Propane	Non-Ducted Heating	1970s	0.0909091	0.181818	0.727273	0	0	0	0	0	0	0	4	4	22	22
AK	Propane	Non-Ducted Heating	1980s	0.0909091	0.181818	0.727273	0	0	0	0	0	0	0	4	4	22	22
AK	Propane	Non-Ducted Heating	1990s	0.0909091	0.181818	0.727273	0	0	0	0	0	0	0	4	4	22	22
AK	Propane	Non-Ducted Heating	2000s	0.0909091	0.181818	0.727273	0	0	0	0	0	0	0	1	1	22	22
AK	Propane	Non-Ducted Heating	2010s	0.0909091	0.181818	0.727273	0	0	0	0	0	0	0	7	7	22	22
AK	Propane	Non-Ducted Heating	<1940	0.0909091	0.181818	0.727273	0	0	0	0	0	0	0	1	1	22	22
AK	Propane	None	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Propane	None	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Propane	None	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Propane	None	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Propane	None	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Propane	None	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Propane	None	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Propane	None	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Propane	None	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Wood	Ducted Heating	1940s	0	0	0	1	0	0	0	0	0	0	0	0	17	17
AK	Wood	Ducted Heating	1950s	0	0	0	1	0	0	0	0	0	0	0	0	17	17
AK	Wood	Ducted Heating	1960s	0	0	0	1	0	0	0	0	0	0	3	3	17	17
AK	Wood	Ducted Heating	1970s	0	0	0	1	0	0	0	0	0	0	5	5	17	17
AK	Wood	Ducted Heating	1980s	0	0	0	1	0	0	0	0	0	0	7	7	17	17
AK	Wood	Ducted Heating	1990s	0	0	0	1	0	0	0	0	0	0	1	1	17	17
AK	Wood	Ducted Heating	2000s	0	0	0	1	0	0	0	0	0	0	0	0	17	17
AK	Wood	Ducted Heating	2010s	0	0	0	1	0	0	0	0	0	0	0	0	17	17
AK	Wood	Ducted Heating	<1940	0	0	0	1	0	0	0	0	0	0	1	1	17	17
AK	Wood	Non-Ducted Heating	1940s	0.507937	0.444444	0	0	0	0	0	0	0.047619	0	0	0	63	63
AK	Wood	Non-Ducted Heating	1950s	0.507937	0.444444	0	0	0	0	0	0	0.047619	0	1	1	63	63
AK	Wood	Non-Ducted Heating	1960s	0.507937	0.444444	0	0	0	0	0	0	0.047619	0	1	1	63	63
AK	Wood	Non-Ducted Heating	1970s	0.583333	0.333333	0	0	0	0	0	0	0.0833333	0	12	12	12	12
AK	Wood	Non-Ducted Heating	1980s	0.5	0.4375	0	0	0	0	0	0	0.0625	0	16	16	16	16
AK	Wood	Non-Ducted Heating	1990s	0.5	0.5	0	0	0	0	0	0	0	0	12	12	12	12
AK	Wood	Non-Ducted Heating	2000s	0.507937	0.444444	0	0	0	0	0	0	0.047619	0	5	5	63	63
AK	Wood	Non-Ducted Heating	2010s	0.6	0.3	0	0	0	0	0	0	0.1	0	10	10	10	10
AK	Wood	Non-Ducted Heating	<1940	0.507937	0.444444	0	0	0	0	0	0	0.047619	0	6	6	63	63
AK	Wood	None	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Wood	None	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Wood	None	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Wood	None	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Wood	None	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Wood	None	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Wood	None	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Wood	None	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK	Wood	None	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Ducted Heating	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Ducted Heating	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Ducted Heating	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Ducted Heating	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Ducted Heating	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Ducted Heating	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Ducted Heating	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Ducted Heating	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Ducted Heating	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Non-Ducted Heating	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Non-Ducted Heating	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Non-Ducted Heating	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Non-Ducted Heating	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Non-Ducted Heating	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Non-Ducted Heating	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Non-Ducted Heating	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Non-Ducted Heating	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	Non-Ducted Heating	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	None	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	None	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	None	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	None	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	None	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	None	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	None	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	None	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Electricity	None	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Ducted Heating	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Ducted Heating	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Ducted Heating	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Ducted Heating	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Ducted Heating	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Ducted Heating	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Ducted Heating	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Ducted Heating	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Ducted Heating	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	None	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	None	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	None	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	None	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	None	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	None	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	None	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	None	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Fuel Oil	None	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	2010s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	<1940	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	None	1940s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	None	1950s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	None	1960s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	None	1970s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	None	1980s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	None	1990s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Others	Natural Gas	None	2000s	0	0	0	0	0	0	0	1	0	0	0	0	0	0
