Dependency=Bedrooms	Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2015	Dependency=PUMA Metro Status	Dependency=Tenure	Option=0	Option=1	Option=2	Option=3	Option=4	Option=5	Option=6	Option=7	Option=8	Option=9	Option=10+	source_count	source_weight	fallback_count	fallback_weight
1	East South Central	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Owner	0	0.333333	0.5	0.166667	0	0	0	0	0	0	0	3	26	11	126
1	East South Central	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Renter	0	0.680769	0.25	0.0692308	0	0	0	0	0	0	0	22	520	22	520
1	East South Central	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Owner	0	0.411145	0.393072	0.0286145	0.0271084	0.10994	0.0195783	0	0.0105422	0	0	3	73	41	664
1	East South Central	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Renter	0	0.36391	0.482707	0.0932331	0.0240602	0.00676692	0.0293233	0	0	0	0	2	24	59	1330
1	East South Central	Single-Family Attached	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Single-Family Attached	100000-119999	In metro area, principal city	Owner	0	0.421412	0.14123	0.3918	0.0113895	0.0341686	0	0	0	0	0	0	0	20	439
1	East South Central	Single-Family Attached	100000-119999	In metro area, principal city	Renter	0	0.593548	0.337097	0.0693548	0	0	0	0	0	0	0	0	0	40	620
1	East South Central	Single-Family Attached	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Single-Family Attached	100000-119999	Not/partially in metro area	Owner	0	0.327273	0.593939	0.0212121	0	0.0575758	0	0	0	0	0	1	2	26	330
1	East South Central	Single-Family Attached	100000-119999	Not/partially in metro area	Renter	0	0.626984	0.373016	0	0	0	0	0	0	0	0	3	61	21	378
1	East South Central	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Owner	0	0.0717797	0.567355	0.284169	0.0530973	0.0147493	0	0.00884956	0	0	0	51	1017	51	1017
1	East South Central	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Renter	0	0.372639	0.369576	0.0990301	0.102093	0.0495151	0.0071465	0	0	0	0	8	131	89	1959
1	East South Central	Single-Family Detached	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Single-Family Detached	100000-119999	In metro area, principal city	Owner	0	0.0997537	0.37069	0.254926	0.150246	0.0763547	0	0	0.0418719	0	0.00615764	1	10	61	812
1	East South Central	Single-Family Detached	100000-119999	In metro area, principal city	Renter	0	0.538071	0.36802	0	0	0.0685279	0.0253807	0	0	0	0	4	30	24	394
1	East South Central	Single-Family Detached	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Single-Family Detached	100000-119999	Not/partially in metro area	Owner	0	0.209647	0.592764	0.0352505	0.124304	0.0343228	0	0.00371058	0	0	0	61	1078	61	1078
1	East South Central	Single-Family Detached	100000-119999	Not/partially in metro area	Renter	0	0.0882353	0.829412	0.0294118	0.0411765	0.0117647	0	0	0	0	0	13	170	13	170
1	Middle Atlantic	Mobile Home	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Mobile Home	100000-119999	In metro area, not/partially in principal city	Owner	0	0.11194	0.276119	0.380597	0	0.0559701	0.0186567	0	0.156716	0	0	13	268	13	268
1	Middle Atlantic	Mobile Home	100000-119999	In metro area, not/partially in principal city	Renter	0	0.40648	0.434462	0.0574374	0.0206186	0.0412371	0.017673	0	0	0	0.0220913	2	94	59	1358
1	Middle Atlantic	Mobile Home	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Mobile Home	100000-119999	In metro area, principal city	Owner	0	0.489627	0.327801	0.0456432	0	0.0954357	0.0414938	0	0	0	0	0	0	11	241
1	Middle Atlantic	Mobile Home	100000-119999	In metro area, principal city	Renter	0	0.42723	0.319249	0.0657277	0.187793	0	0	0	0	0	0	4	67	10	213
1	Middle Atlantic	Mobile Home	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Mobile Home	100000-119999	Not/partially in metro area	Owner	0	0.308571	0.622857	0.0342857	0	0.0342857	0	0	0	0	0	6	107	10	175
1	Middle Atlantic	Mobile Home	100000-119999	Not/partially in metro area	Renter	0	0.359684	0.289855	0.206851	0.0685112	0.0606061	0.00658762	0	0.00790514	0	0	2	46	35	759
1	Middle Atlantic	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Owner	0	0.442229	0.434018	0.0692082	0.0392962	0.0152493	0	0	0	0	0	86	1705	86	1705
1	Middle Atlantic	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Renter	0	0.410951	0.417866	0.122435	0.0354835	0.00634849	0.00691532	0	0	0	0	358	8821	358	8821
1	Middle Atlantic	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Owner	0	0.344348	0.326087	0.204783	0.0478261	0.0708696	0.00608696	0	0	0	0	120	2300	120	2300
1	Middle Atlantic	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Renter	0	0.369359	0.461595	0.114956	0.0263679	0.0176133	0.0044815	0.00562793	0	0	0	389	9595	389	9595
1	Middle Atlantic	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Owner	0	0.311111	0.608889	0.0488889	0	0	0	0.0311111	0	0	0	9	141	16	225
1	Middle Atlantic	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Renter	0	0.696386	0.240964	0.0433735	0	0.0192771	0	0	0	0	0	18	415	18	415
1	Middle Atlantic	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Owner	0	0.694196	0.23801	0.0460088	0.0204845	0.0013006	0	0	0	0	0	302	6151	302	6151
1	Middle Atlantic	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Renter	0	0.424822	0.434258	0.114137	0.0183774	0.00721085	0	0	0.00119494	0	0	1002	24269	1002	24269
1	Middle Atlantic	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Owner	0	0.635784	0.268897	0.0514799	0.0339737	0.00815963	0.0017061	0	0	0	0	546	13481	546	13481
1	Middle Atlantic	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Renter	0	0.516848	0.328612	0.0909568	0.0398124	0.0169418	0.00560976	0.000168856	0.00105066	0	0	1993	53300	1993	53300
1	Middle Atlantic	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Owner	0	0.481928	0.427711	0.0421687	0.0401606	0	0	0.00803213	0	0	0	1	4	39	498
1	Middle Atlantic	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Renter	0	0.442105	0.444737	0.0368421	0.0763158	0	0	0	0	0	0	19	380	19	380
1	Middle Atlantic	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Owner	0	0.477727	0.483871	0	0.0384025	0	0	0	0	0	0	38	651	38	651
1	Middle Atlantic	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Renter	0	0.366633	0.484515	0.117882	0.017982	0.012987	0	0	0	0	0	47	1001	47	1001
1	Middle Atlantic	Single-Family Attached	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Single-Family Attached	100000-119999	In metro area, principal city	Owner	0	0.175182	0.576642	0.107056	0.141119	0	0	0	0	0	0	22	411	22	411
1	Middle Atlantic	Single-Family Attached	100000-119999	In metro area, principal city	Renter	0	0.357022	0.480541	0.0423012	0.120135	0	0	0	0	0	0	31	591	31	591
1	Middle Atlantic	Single-Family Attached	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Single-Family Attached	100000-119999	Not/partially in metro area	Owner	0	0.327273	0.593939	0.0212121	0	0.0575758	0	0	0	0	0	3	41	26	330
1	Middle Atlantic	Single-Family Attached	100000-119999	Not/partially in metro area	Renter	0	0.626984	0.373016	0	0	0	0	0	0	0	0	2	17	21	378
1	Middle Atlantic	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Owner	0	0.272929	0.557218	0.0853422	0.0568024	0.0185647	0.00387919	0	0.00526462	0	0	203	3609	203	3609
1	Middle Atlantic	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Renter	0	0.522908	0.351594	0.0388446	0.0268924	0.059761	0	0	0	0	0	52	1004	52	1004
1	Middle Atlantic	Single-Family Detached	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Single-Family Detached	100000-119999	In metro area, principal city	Owner	0	0.244804	0.438799	0.203233	0.0923788	0	0	0.0207852	0	0	0	29	433	29	433
1	Middle Atlantic	Single-Family Detached	100000-119999	In metro area, principal city	Renter	0	0.229469	0.683575	0.0193237	0.0676329	0	0	0	0	0	0	17	414	17	414
1	Middle Atlantic	Single-Family Detached	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Middle Atlantic	Single-Family Detached	100000-119999	Not/partially in metro area	Owner	0	0.176778	0.753138	0.0188285	0.0439331	0.00732218	0	0	0	0	0	95	956	95	956
1	Middle Atlantic	Single-Family Detached	100000-119999	Not/partially in metro area	Renter	0	0.392857	0.4375	0	0.0446429	0	0.125	0	0	0	0	12	112	12	112
1	Mountain	Mobile Home	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mountain	Mobile Home	100000-119999	In metro area, not/partially in principal city	Owner	0	0.225933	0.767191	0.00687623	0	0	0	0	0	0	0	66	1018	66	1018
1	Mountain	Mobile Home	100000-119999	In metro area, not/partially in principal city	Renter	0	0.508532	0.255973	0.0836177	0.0290102	0.0955631	0.0273038	0	0	0	0	8	159	28	586
1	Mountain	Mobile Home	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mountain	Mobile Home	100000-119999	In metro area, principal city	Owner	0	0.489627	0.327801	0.0456432	0	0.0954357	0.0414938	0	0	0	0	2	44	11	241
1	Mountain	Mobile Home	100000-119999	In metro area, principal city	Renter	0	0.42723	0.319249	0.0657277	0.187793	0	0	0	0	0	0	0	0	10	213
1	Mountain	Mobile Home	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mountain	Mobile Home	100000-119999	Not/partially in metro area	Owner	0	0.163142	0.725076	0.111782	0	0	0	0	0	0	0	20	331	20	331
1	Mountain	Mobile Home	100000-119999	Not/partially in metro area	Renter	0	0.78	0.21	0	0.01	0	0	0	0	0	0	6	78	10	200
1	Mountain	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mountain	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Owner	0	0.591346	0.3125	0.0408654	0.0552885	0	0	0	0	0	0	5	92	66	1248
1	Mountain	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Renter	0	0.426819	0.467134	0.0394391	0.035057	0	0	0.0315513	0	0	0	45	1141	45	1141
1	Mountain	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mountain	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Owner	0	0.574427	0.255725	0.0400763	0.0419847	0.0438931	0.0438931	0	0	0	0	4	85	29	524
1	Mountain	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Renter	0	0.262729	0.596741	0.0468432	0.0570265	0	0	0.0366599	0	0	0	18	491	18	491
1	Mountain	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mountain	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Owner	0	0.104651	0.639535	0.0697674	0.186047	0	0	0	0	0	0	5	46	10	86
1	Mountain	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Renter	0	0.639423	0.3125	0	0.0480769	0	0	0	0	0	0	10	208	10	208
1	Mountain	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mountain	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Owner	0	0.734114	0.230769	0.0351171	0	0	0	0	0	0	0	28	598	28	598
1	Mountain	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Renter	0	0.468327	0.43335	0.0851042	0.00721912	0.00203355	0.00396543	0	0	0	0	394	9835	394	9835
1	Mountain	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mountain	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Owner	0	0.697183	0.302817	0	0	0	0	0	0	0	0	27	426	27	426
1	Mountain	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Renter	0	0.511425	0.447878	0.0293798	0.00500544	0	0.00631121	0	0	0	0	181	4595	181	4595
1	Mountain	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mountain	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Owner	0	0.427386	0.489627	0	0.0829876	0	0	0	0	0	0	6	112	19	241
1	Mountain	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Renter	0	0.506891	0.390505	0.0413476	0.0336907	0.0275651	0	0	0	0	0	34	653	34	653
1	Mountain	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mountain	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Owner	0	0.661215	0.245327	0.0934579	0	0	0	0	0	0	0	22	428	22	428
1	Mountain	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Renter	0	0.264045	0.674157	0	0	0.0617978	0	0	0	0	0	11	178	11	178
1	Mountain	Single-Family Attached	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
