Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Location Region	Dependency=Geometry Foundation Type	Option=Uninsulated	Option=2ft R5 Perimeter, R5 Gap	Option=2ft R10 Perimeter, R10 Gap	Option=4ft R10 Perimeter, R10 Gap	Option=2ft R5 Exterior	Option=2ft R10 Exterior	Option=4ft R10 Exterior	Option=None
Mobile Home	2050s	CR11	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2050s	CR02	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2050s	CR05	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2050s	CR03	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2050s	CR04	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2050s	CR06	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2050s	CR07	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2050s	CR08	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2050s	CR09	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2050s	CR10	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2050s	CR11	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2050s	CR02	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2050s	CR05	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2050s	CR03	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2050s	CR04	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2050s	CR06	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2050s	CR07	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2050s	CR08	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2050s	CR09	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2050s	CR10	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2050s	CR11	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2050s	CR02	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2050s	CR05	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2050s	CR03	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2050s	CR04	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2050s	CR06	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2050s	CR07	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2050s	CR08	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2050s	CR09	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2050s	CR10	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2050s	CR11	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2050s	CR02	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2050s	CR05	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2050s	CR03	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2050s	CR04	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2050s	CR06	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2050s	CR07	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2050s	CR08	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2050s	CR09	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2050s	CR10	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2050s	CR11	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
