wmo,station_name,state,latitude,longitude,timezone,elevation,class,filename
702185,Mekoryuk,AK,60.37,-166.27,-9,15,II,USA_AK_Mekoryuk.702185_TMY3.epw
702186,Hooper_Bay,AK,61.52,-166.15,-9,6,II,USA_AK_Hooper.Bay.702186_TMY3.epw
702190,Bethel_Airport,AK,60.78,-161.83,-9,38,II,USA_AK_Bethel.AP.702190_TMY3.epw
702225,Huslia,AK,65.7,-156.38,-9,55,III,USA_AK_Huslia.702225_TMY3.epw
702310,Mcgrath_Arpt,AK,62.95,-155.6,-9,105,II,USA_AK_McGrath.AP.702310_TMY3.epw
702320,Aniak_Airport,AK,61.58,-159.53,-9,26,III,USA_AK_Aniak.AP.702320_TMY3.epw
702460,Minchumina,AK,63.88,-152.28,-9,213,II,USA_AK_Minchumina.702460_TMY3.epw
702495,Hayes_River,AK,61.98,-152.08,-9,305,II,USA_AK_Hayes.River.702495_TMY3.epw
702510,Talkeetna_State_Arpt,AK,62.32,-150.1,-9,105,II,USA_AK_Talkeetna.State.AP.702510_TMY3.epw
702590,Kenai_Municipal_Ap,AK,60.58,-151.23,-9,26,II,USA_AK_Kenai.Muni.AP.702590_TMY3.epw
702595,Soldotna,AK,60.47,-151.03,-9,34,III,USA_AK_Soldotna.702595_TMY3.epw
702600,Nenana_Municipal_Ap,AK,64.55,-149.1,-9,109,II,USA_AK_Nenana.Muni.AP.702600_TMY3.epw
702606,Chulitna,AK,62.88,-149.83,-9,381,II,USA_AK_Chulitna.702606_TMY3.epw
702607,Hoonah,AK,58.08,-135.45,-9,6,II,USA_AK_Hoonah.702607_TMY3.epw
702610,Fairbanks_Intl_Arpt,AK,64.82,-147.85,-9,133,II,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw
702647,Healy_River_Airport,AK,63.88,-149.02,-9,396,II,USA_AK_Healy.River.AP.702647_TMY3.epw
702650,Fairbanks_Eielson_A,AK,64.65,-147.1,-9,167,II,USA_AK_Eielson.AFB.702650_TMY3.epw
702670,Big_Delta_Allen_Aaf,AK,64,-145.72,-9,386,II,USA_AK_Big.Delta-Allen.AAF.702670_TMY3.epw
702710,Gulkana_Intermediate_Field,AK,62.15,-145.45,-9,478,II,USA_AK_Gulkana.702710_TMY3.epw
702720,Anchorage_Elmendorf,AK,61.25,-149.8,-9,59,II,USA_AK_Anchorage-Elmendorf.AFB.702720_TMY3.epw
702725,Lake_Hood_Seaplane,AK,61.18,-149.97,-9,22,III,USA_AK_Anchorage-Lake.Hood.Seaplane.Base.702725_TMY3.epw
702730,Anchorage_Intl_Ap,AK,61.18,-150,-9,35,II,USA_AK_Anchorage.Intl.AP.702730_TMY3.epw
702735,Anchorage_Merrill_Field,AK,61.22,-149.85,-9,42,II,USA_AK_Anchorage-Merrill.Field.702735_TMY3.epw
702740,Palmer_Municipal,AK,61.6,-149.08,-9,71,II,USA_AK_Palmer.Muni.AP.702740_TMY3.epw
702746,Birchwood,AK,61.42,-149.52,-9,30,III,USA_AK_Birchwood.702746_TMY3.epw
702750,Valdez_Wso,AK,61.13,-146.35,-9,7,II,USA_AK_Valdez.702750_TMY3.epw
702756,Valdez_Pioneer_Fiel,AK,61.13,-146.27,-9,38,II,USA_AK_Valdez-Pioneer.Field.702756_TMY3.epw
702757,Whittier,AK,60.77,-148.68,-9,9,II,USA_AK_Whittier.702757_TMY3.epw
702770,Seward,AK,60.12,-149.45,-9,18,II,USA_AK_Seward.702770_TMY3.epw
702910,Northway_Airport,AK,62.97,-141.93,-9,522,II,USA_AK_Northway.AP.702910_TMY3.epw
702960,Cordova,AK,60.5,-145.5,-9,12,II,USA_AK_Cordova.702960_TMY3.epw
702986,Big_River_Lake,AK,60.82,-152.3,-9,12,II,USA_AK_Big.River.Lake.702986_TMY3.epw
703080,St_Paul_Island_Arpt,AK,57.17,-170.22,-9,7,II,USA_AK_St.Paul.Island.AP.703080_TMY3.epw
703160,Cold_Bay_Arpt,AK,55.2,-162.72,-9,29,II,USA_AK_Cold.Bay.AP.703160_TMY3.epw
703165,Sand_Point,AK,55.32,-160.52,-9,7,II,USA_AK_Sand.Point.703165_TMY3.epw
703210,Dillingham_Amos,AK,59.05,-158.52,-9,29,II,USA_AK_Dillingham.AWOS.703210_TMY3.epw
703260,King_Salmon_Arpt,AK,58.68,-156.65,-9,15,II,USA_AK_King.Salmon.AP.703260_TMY3.epw
703330,Port_Heiden,AK,56.95,-158.62,-9,29,II,USA_AK_Port.Heiden.703330_TMY3.epw
703400,Iliamna_Arpt,AK,59.75,-154.92,-9,57,II,USA_AK_Iliamna.AP.703400_TMY3.epw
703407,Sleetmute,AK,61.72,-157.15,-9,54,III,USA_AK_Sleetmute.703407_TMY3.epw
703410,Homer_Arpt,AK,59.65,-151.48,-9,27,II,USA_AK_Homer.AP.703410_TMY3.epw
703430,Middleton_Island_Aut,AK,59.47,-146.32,-9,14,II,USA_AK_Middleton.Island.703430_TMY3.epw
703500,Kodiak_Airport,AK,57.75,-152.5,-9,5,II,USA_AK_Kodiak.AP.703500_TMY3.epw
703606,Togiac_Village_Awos,AK,59.05,-160.4,-9,6,II,USA_AK_Togiak.Village.AWOS.703606_TMY3.epw
703610,Yakutat_State_Arpt,AK,59.52,-139.63,-9,8,II,USA_AK_Yakutat.State.AP.703610_TMY3.epw
703620,Skagway_Airport,AK,59.47,-135.3,-9,9,II,USA_AK_Skagway.AP.703620_TMY3.epw
703670,Gustavus,AK,58.42,-135.7,-9,12,II,USA_AK_Gustavus.703670_TMY3.epw
703710,Sitka_Japonski_Ap,AK,57.05,-135.37,-9,4,II,USA_AK_Sitka-Japonski.Island.AP.703710_TMY3.epw
703810,Juneau_IntL_Arpt,AK,58.35,-134.58,-9,4,II,USA_AK_Juneau.Intl.AP.703810_TMY3.epw
703855,Kake_Seaplane_Base,AK,56.97,-133.95,-9,0,II,USA_AK_Kake.Seaplane.Base.703855_TMY3.epw
703860,Petersburg,AK,56.8,-132.95,-9,33,II,USA_AK_Petersburg.703860_TMY3.epw
703870,Wrangell,AK,56.48,-132.37,-9,13,II,USA_AK_Wrangell.703870_TMY3.epw
703884,Hydaburg_Seaplane,AK,55.2,-132.83,-9,0,III,USA_AK_Hydaburg.Seaplane.Base.703884_TMY3.epw
703950,Ketchikan_Intl_Ap,AK,55.37,-131.72,-9,23,II,USA_AK_Ketchikan.Intl.AP.703950_TMY3.epw
703980,Annette_Island_Ap,AK,55.05,-131.57,-9,33,II,USA_AK_Annette.Island.AP.703980_TMY3.epw
704140,Shemya_Afb,AK,52.72,174.12,-10,31,II,USA_AK_Shemya.AFB.704140_TMY3.epw
704540,Adak_Nas,AK,51.88,-176.65,-10,5,III,USA_AK_Adak.NAS.704540_TMY3.epw
704890,Dutch_Harbor,AK,53.9,-166.55,-9,4,II,USA_AK_Unalaska-Dutch.Harbor.Field.704890_TMY3.epw
722010,Key_West_Intl_Arpt,FL,24.55,-81.75,-5,1,I,USA_FL_Key.West.Intl.AP.722010_TMY3.epw
722015,Key_West_Nas,FL,24.58,-81.68,-5,7,II,USA_FL_Key.West.NAS.722015_TMY3.epw
722016,Marathon_Airport,FL,24.73,-81.05,-5,2,II,USA_FL_Marathon.AP.722016_TMY3.epw
722020,Miami_Intl_Ap,FL,25.82,-80.3,-5,11,I,USA_FL_Miami.Intl.AP.722020_TMY3.epw
722024,Miami_Opa_Locka,FL,25.9,-80.28,-5,3,II,USA_FL_Miami-Opa.Locka.AP.722024_TMY3.epw
722025,Fort_Lauderdale_Hollywood_Int,FL,26.07,-80.15,-5,3,II,USA_FL_Fort.Lauderdale.Intl.AP.722025_TMY3.epw
722026,Homestead_Afb,FL,25.48,-80.38,-5,5,II,USA_FL_Homestead.AFB.722026_TMY3.epw
722029,Miami_Kendall_Tamia,FL,25.65,-80.43,-5,3,II,USA_FL_Miami-Kendall-Tamiami.Executive.AP.722029_TMY3.epw
722030,West_Palm_Beach_Intl_Arpt,FL,26.68,-80.1,-5,6,II,USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw
722038,Naples_Municipal,FL,26.15,-81.77,-5,3,III,USA_FL_Naples.Muni.AP.722038_TMY3.epw
722039,Fort_Lauderdale,FL,26.2,-80.17,-5,4,II,USA_FL_Fort.Lauderdale.Executive.AP.722039_TMY3.epw
722040,Melbourne_Regional_Ap,FL,28.12,-80.65,-5,11,II,USA_FL_Melbourne.Rgnl.AP.722040_TMY3.epw
722045,Vero_Beach_Municipal_Arpt,FL,27.65,-80.42,-5,7,I,USA_FL_Vero.Beach.Muni.AP.722045_TMY3.epw
722050,Orlando_Intl_Arpt,FL,28.43,-81.33,-5,29,I,USA_FL_Orlando.Intl.AP.722050_TMY3.epw
722053,Orlando_Executive_Ap,FL,28.55,-81.33,-5,33,II,USA_FL_Orlando.Executive.AP.722053_TMY3.epw
722055,Ocala_Muni_Awos,FL,29.17,-82.22,-5,27,II,USA_FL_Ocala.Muni.AWOS.722055_TMY3.epw
722056,Daytona_Beach_Intl_Ap,FL,29.18,-81.07,-5,9,I,USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw
722057,Orlando_Sanford_Airport,FL,28.78,-81.25,-5,17,II,USA_FL_Orlando-Sanford.AP.722057_TMY3.epw
722060,Jacksonville_Intl_Arpt,FL,30.5,-81.7,-5,8,I,USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw
722065,Jacksonville_Nas,FL,30.23,-81.67,-5,9,II,USA_FL_Jacksonville.NAS.722065_TMY3.epw
722066,Mayport_Ns,FL,30.4,-81.42,-5,5,II,USA_FL_Mayport.NS.722066_TMY3.epw
722068,Jacksonville_Craig,FL,30.33,-81.52,-5,12,II,USA_FL_Jacksonville-Craig.Field.722068_TMY3.epw
722070,Savannah_Intl_Ap,GA,32.12,-81.2,-5,14,I,USA_GA_Savannah.Intl.AP.722070_TMY3.epw
722080,Charleston_Intl_Arpt,SC,32.9,-80.03,-5,12,I,USA_SC_Charleston.Intl.AP.722080_TMY3.epw
722085,Beaufort_Mcas,SC,32.48,-80.72,-5,10,II,USA_SC_Beaufort.MCAS.722085_TMY3.epw
722103,St_Lucie_Co_Intl,FL,27.48,-80.37,-5,7,II,USA_FL_Fort.Pierce-St.Lucie.County.AP.722103_TMY3.epw
722104,St_Petersburg_Albert_Whitted,FL,27.77,-82.63,-5,2,II,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3.epw
722106,Fort_Myers_Page_Field,FL,26.58,-81.87,-5,5,I,USA_FL_Fort.Myers-Page.Field.722106_TMY3.epw
722108,Southwest_Florida_I,FL,26.53,-81.75,-5,9,II,USA_FL_Southwest.Florida.Intl.AP.722108_TMY3.epw
722110,Tampa_International_Ap,FL,27.97,-82.53,-5,6,I,USA_FL_Tampa.Intl.AP.722110_TMY3.epw
722115,Sarasota_Bradenton,FL,27.38,-82.55,-5,10,II,USA_FL_Sarasota-Bradenton.Intl.AP.722115_TMY3.epw
722116,St_Petersburg_Clear,FL,27.9,-82.68,-5,3,II,USA_FL_St.Petersburg-Clearwater.Intl.AP.722116_TMY3.epw
722119,Lakeland_Linder_Rgn,FL,27.98,-82.02,-5,43,II,USA_FL_Lakeland.Linder.Rgnl.AP.722119_TMY3.epw
722135,Alma_Bacon_County_Ap,GA,31.53,-82.5,-5,63,II,USA_GA_Alma-Bacon.County.AP.722135_TMY3.epw
722136,Brunswick_Golden_Is,GA,31.25,-81.47,-5,8,II,USA_GA_Brunswick-Golden.Isles.AP.722136_TMY3.epw
722137,Brunswick_Malcolm_Mckinnon_Ap,GA,31.15,-81.38,-5,4,II,USA_GA_Brunswick-Malcolm.McKinnon.AP.722137_TMY3.epw
722140,Tallahassee_Regional_Ap_Isis,FL,30.38,-84.37,-5,21,I,USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw
722146,Gainesville_Regional_Ap,FL,29.7,-82.28,-5,41,I,USA_FL_Gainesville.Rgnl.AP.722146_TMY3.epw
722160,Albany_Dougherty_County_Ap,GA,31.53,-84.18,-5,58,II,USA_GA_Albany-Dougherty.County.AP.722160_TMY3.epw
722166,Valdosta_Wb_Airport,GA,30.78,-83.28,-5,61,II,USA_GA_Valdosta.Rgnl.AP.722166_TMY3.epw
722170,Macon_Middle_Ga_Regional_Ap,GA,32.68,-83.65,-5,108,I,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw
722175,Warner_Robins_Afb,GA,32.63,-83.6,-5,92,II,USA_GA_Warner.Robins.AFB.722175_TMY3.epw
722180,Augusta_Bush_Field,GA,33.37,-81.97,-5,40,I,USA_GA_Augusta-Bush-Field.722180_TMY3.epw
722190,Atlanta_Hartsfield_Intl_Ap,GA,33.63,-84.43,-5,308,I,USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw
722195,Fulton_Co_Arpt_Brow,GA,33.77,-84.52,-5,263,II,USA_GA_Fulton.County.AP.722195_TMY3.epw
722196,Dekalb_Peachtree,GA,33.87,-84.3,-5,313,II,USA_GA_Dekalb.Peachtree.AP.722196_TMY3.epw
722210,Valparaiso_Elgin_Afb,FL,30.48,-86.52,-6,20,II,USA_FL_Valparaiso-Elgin.AFB.722210_TMY3.epw
722215,Crestview_Bob_Sikes_Ap,FL,30.78,-86.52,-6,58,II,USA_FL_Crestview-Bob.Sikes.AP.722215_TMY3.epw
722223,Pensacola_Regional_Ap,FL,30.48,-87.18,-6,34,I,USA_FL_Pensacola.Rgnl.AP.722223_TMY3.epw
722225,Pensacola_Forest_Sherman_Nas,FL,30.35,-87.32,-6,10,II,USA_FL_Pensacola-Forest.Sherman.NAS.722225_TMY3.epw
722226,Whiting_Field_Naas,FL,30.72,-87.02,-6,54,II,USA_FL_Whiting.Field.NAS.722226_TMY3.epw
722230,Mobile_Regional_Ap,AL,30.68,-88.25,-6,66,I,USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw
722235,Mobile_Downtown_Ap,AL,30.63,-88.07,-6,8,II,USA_AL_Mobile-Downtown.AP.722235_TMY3.epw
722245,Panama_City_Bay_Co,FL,30.2,-85.68,-6,6,II,USA_FL_Panama.City-Bay.County.AP.722245_TMY3.epw
722250,Fort_Benning_Lawson,GA,32.35,-85,-6,88,II,USA_GA_Fort.Benning-Lawson.Field.722250_TMY3.epw
722255,Columbus_Metropolitan_Arpt,GA,32.52,-84.95,-6,120,I,USA_GA_Columbus.Metro.AP.722255_TMY3.epw
722260,Montgomery_Dannelly_Field,AL,32.3,-86.4,-6,62,I,USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw
722265,Maxwell_Afb,AL,32.38,-86.35,-6,53,II,USA_AL_Maxwell.AFB.722265_TMY3.epw
722267,Troy_Af,AL,31.87,-86.02,-6,120,II,USA_AL_Troy.Air.Field.722267_TMY3.epw
722268,Dothan_Municipal_Ap,AL,31.23,-85.43,-6,98,II,USA_AL_Dothan.Muni.AP.722268_TMY3.epw
722269,Cairns_Field_Fort_Rucker,AL,31.27,-85.72,-6,91,II,USA_AL_Fort.Rucker-Cairns.Field.722269_TMY3.epw
722270,Marietta_Dobbins_Afb,GA,33.92,-84.52,-5,330,II,USA_GA_Marietta-Dobbins.AFB.722270_TMY3.epw
722280,Birmingham_Municipal_Ap,AL,33.57,-86.75,-6,189,I,USA_AL_Birmingham.Muni.AP.722280_TMY3.epw
722284,Auburn_Opelika_Apt,AL,32.62,-85.43,-6,236,III,USA_AL_Auburn-Opelika.AP.722284_TMY3.epw
722285,Gadsen_Muni_Awos,AL,33.97,-86.08,-6,173,III,USA_AL_Gadsen.Muni.AWOS.722285_TMY3.epw
722286,Tuscaloosa_Municipal_Ap,AL,33.22,-87.62,-6,51,II,USA_AL_Tuscaloosa.Muni.AP.722286_TMY3.epw
722287,Anniston_Metropolitan_Ap,AL,33.58,-85.85,-6,186,II,USA_AL_Anniston.Metro.AP.722287_TMY3.epw
722310,New_Orleans_Intl_Arpt,LA,30,-90.25,-6,1,I,USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw
722314,New_Iberia_Naas,LA,30.03,-91.88,-6,8,II,USA_LA_New.Iberia.722314_TMY3.epw
722315,New_Orleans_Lakefront_Ap,LA,30.05,-90.03,-6,3,II,USA_LA_New.Orleans-Lakefront.AP.722315_TMY3.epw
722316,New_Orleans_Alvin_Callender_F,LA,29.82,-90.02,-6,2,II,USA_LA_New.Orleans-Alvin.Callender.Field.722316_TMY3.epw
722317,Baton_Rouge_Ryan_Arpt,LA,30.53,-91.15,-6,20,II,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw
722329,Patterson_Memorial,LA,29.72,-91.33,-6,3,II,USA_LA_Patterson.Mem.AP.722329_TMY3.epw
722340,Meridian_Key_Field,MS,32.33,-88.75,-6,90,I,USA_MS_Meridian-Key.Field.722340_TMY3.epw
722345,Meridian_Naas,MS,32.55,-88.57,-6,83,II,USA_MS_Meridian.NAS.722345_TMY3.epw
722348,Hattiesburg_Laurel,MS,31.47,-89.33,-6,93,II,USA_MS_Hattiesburg-Laurel.AP.722348_TMY3.epw
722350,Jackson_International_Ap,MS,32.32,-90.08,-6,94,I,USA_MS_Jackson.Intl.AP.722350_TMY3.epw
722356,Greenville_Municipal,MS,33.48,-90.98,-6,42,II,USA_MS_Greenville.Muni.AP.722356_TMY3.epw
722357,Natchez_Hardy_Awos,MS,31.62,-91.3,-6,83,II,USA_MS_Natchez-Hardy.Anders.Field.722357_TMY3.epw
722358,Mccomb_Pike_County_Ap,MS,31.23,-90.47,-6,126,II,USA_MS_McComb-Pike.Co.AP.722358_TMY3.epw
722359,Greenwood_Leflore_Arpt,MS,33.5,-90.08,-6,47,II,USA_MS_Greenwood-Leflore.AP.722359_TMY3.epw
722390,Fort_Polk_Aaf,LA,31.05,-93.18,-6,102,II,USA_LA_Fort.Polk.722390_TMY3.epw
722400,Lake_Charles_Regional_Arpt,LA,30.12,-93.23,-6,5,I,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw
722404,Lake_Charles_Wb_Airp,LA,30.22,-93.17,-6,5,III,USA_LA_Lake.Charles.AP.722404_TMY3.epw
722405,Lafayette_Regional_Ap,LA,30.2,-91.98,-6,12,II,USA_LA_Lafayette.RgnlAP.722405_TMY3.epw
722406,Houma_Terrebonne,LA,29.57,-90.67,-6,3,II,USA_LA_Houma-Terrebonne.AP.722406_TMY3.epw
722410,Port_Arthur_Jefferson_County,TX,29.95,-94.02,-6,5,I,USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw
722420,Galveston_Scholes,TX,29.3,-94.8,-6,16,II,USA_TX_Galveston.722420_TMY3.epw
722429,Houston_D_W_Hooks,TX,30.07,-95.55,-6,46,II,USA_TX_Houston-D.W.Hooks.AP.722429_TMY3.epw
722430,Houston_Bush_Intercontinental,TX,30,-95.37,-6,29,I,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw
722435,Houston_William_P_Hobby_Ap,TX,29.65,-95.28,-6,13,II,USA_TX_Houston-William.P.Hobby.AP.722435_TMY3.epw
722436,Houston_Ellington_Afb_Clear_L,TX,29.57,-95.09,-6,6,II,USA_TX_Houston-Ellington.AFB.722436_TMY3.epw
722445,College_Station_Easterwood_Fl,TX,30.58,-96.37,-6,96,II,USA_TX_College.Station-Easterwood.Field.722445_TMY3.epw
722446,Lufkin_Angelina_Co,TX,31.23,-94.75,-6,86,I,USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw
722448,Tyler_Pounds_Fld,TX,32.35,-95.4,-6,166,II,USA_TX_Tyler-Pounds.Field.722448_TMY3.epw
722470,Longview_Gregg_County_Ap_Over,TX,32.29,-94.98,-6,146,II,USA_TX_Longview-Gregg.County.AP.722470_TMY3.epw
722480,Shreveport_Regional_Arpt,LA,32.45,-93.82,-6,77,I,USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw
722484,Shreveport_Downtown,LA,32.53,-93.75,-6,55,III,USA_LA_Shreveport.Downtown.722484_TMY3.epw
722485,Barksdale_Afb,LA,32.5,-93.67,-6,54,II,USA_LA_Barksdale.AFB.722485_TMY3.epw
722486,Monroe_Regional_Ap,LA,32.52,-92.03,-6,40,II,USA_LA_Monroe.Rgnl.AP.722486_TMY3.epw
722487,Alexandria_Esler_Regional_Ap,LA,31.4,-92.3,-6,34,II,USA_LA_Alexandria-Esler.Rgnl.AP.722487_TMY3.epw
722499,Nacogdoches_Awos,TX,31.58,-94.72,-6,108,III,USA_TX_Nacogdoches.AWOS.722499_TMY3.epw
722500,Brownsville_S_Padre_Isl_Intl,TX,25.9,-97.43,-6,6,I,USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw
722505,Harlingen_Rio_Grande_Valley_I,TX,26.23,-97.65,-6,10,II,USA_TX_Harlingen-Valley.Intl.AP.722505_TMY3.epw
722506,Mcallen_Miller_Intl_Ap_Edinbu,TX,26.31,-98.17,-6,30,II,USA_TX_McAllen-Miller.Intl.AP.722506_TMY3.epw
722510,Corpus_Christi_Intl_Arpt_Ut,TX,27.88,-97.63,-6,6,I,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw
722515,Corpus_Christi_Nas,TX,27.68,-97.28,-6,6,II,USA_TX_Corpus.Christi.NAS.722515_TMY3.epw
722516,Kingsville,TX,27.5,-97.82,-6,17,II,USA_TX_Kingsville.722516_TMY3.epw
722517,Alice_Intl_Ap,TX,27.73,-98.03,-6,53,II,USA_TX_Alice.Intl.AP.722517_TMY3.epw
722520,Laredo_Intl_Ap_Ut,TX,27.57,-99.49,-6,142,II,USA_TX_Laredo.Intl.AP.722520_TMY3.epw
722523,San_Antonio_Stinson,TX,29.33,-98.47,-6,176,III,USA_TX_San.Antonio-Stinson.AP.722523_TMY3.epw
722524,Rockport_Aransas_Co,TX,28.08,-97.05,-6,8,II,USA_TX_Rockport-Aransas.Co.AP.722524_TMY3.epw
722526,Cotulla_Faa_Ap,TX,28.45,-99.22,-6,141,II,USA_TX_Cotulla.AP.722526_TMY3.epw
722530,San_Antonio_Intl_Ap,TX,29.53,-98.47,-6,247,I,USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw
722533,Hondo_Municipal_Ap,TX,29.37,-99.17,-6,280,III,USA_TX_Hondo.Muni.AP.722533_TMY3.epw
722535,San_Antonio_Kelly_Field_Afb,TX,29.38,-98.58,-6,208,II,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3.epw
722536,Randolph_Afb,TX,29.53,-98.28,-6,232,II,USA_TX_Randolph.AFB.722536_TMY3.epw
722540,Austin_Mueller_Municipal_Ap_U,TX,30.29,-97.74,-6,213,I,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw
722544,Camp_Mabry,TX,30.32,-97.77,-6,198,III,USA_TX_Austin-Camp.Mabry.722544_TMY3.epw
722547,Georgetown_Awos,TX,30.68,-97.68,-6,240,III,USA_TX_Georgetown.AWOS.722547_TMY3.epw
722550,Victoria_Regional_Ap,TX,28.87,-96.93,-6,35,I,USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw
722555,Palacios_Municipal_Ap,TX,28.72,-96.25,-6,5,II,USA_TX_Palacios.Muni.AP.722555_TMY3.epw
722560,Waco_Regional_Ap,TX,31.62,-97.23,-6,152,I,USA_TX_Waco.Rgnl.AP.722560_TMY3.epw
722563,Mc_Gregor_Awos,TX,31.48,-97.32,-6,180,III,USA_TX_McGregor.AWOS.722563_TMY3.epw
722570,Fort_Hood,TX,31.13,-97.72,-6,280,II,USA_TX_Fort.Hood.722570_TMY3.epw
722575,Killeen_Muni_Awos,TX,31.08,-97.68,-6,258,II,USA_TX_Killeen.Muni.AWOS.722575_TMY3.epw
722576,Robert_Gray_Aaf,TX,31.07,-97.83,-6,312,II,USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3.epw
722577,Draughon_Miller_Cen,TX,31.15,-97.4,-6,213,II,USA_TX_Draughon-Miller.Central.Texas.AP.722577_TMY3.epw
722583,Dallas_Love_Field,TX,32.85,-96.85,-6,134,II,USA_TX_Dallas-Love.Field.722583_TMY3.epw
722587,Cox_Fld,TX,33.63,-95.45,-6,171,III,USA_TX_Cox.Field.722587_TMY3.epw
722588,Greenville_Majors,TX,33.07,-96.07,-6,163,II,USA_TX_Greenville.Muni.AP.722588_TMY3.epw
722590,Dallas_Fort_Worth_Intl_Ap,TX,32.9,-97.02,-6,171,I,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw
722594,Fort_Worth_Alliance,TX,32.98,-97.32,-6,226,II,USA_TX_Fort.Worth-Alliance.AP.722594_TMY3.epw
722595,Fort_Worth_Nas,TX,32.77,-97.45,-6,185,II,USA_TX_Fort.Worth.NAS.722595_TMY3.epw
722596,Fort_Worth_Meacham,TX,32.82,-97.37,-6,209,II,USA_TX_Fort.Worth-Meacham.AP.722596_TMY3.epw
722597,Mineral_Wells_Municipal_Ap,TX,32.78,-98.07,-6,284,II,USA_TX_Mineral.Wells.Muni.AP.722597_TMY3.epw
