Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=HVAC Heating Type	Dependency=Vintage	Option=Cooling Only	Option=Heating and Cooling	Option=Heating Only	Option=None	source_count	source_weight	sampling_probability
Mobile Home	Heat Pump	Ducted Heating	1980s	0	0	0	1	57	190550	0
Mobile Home	None	Ducted Heating	1980s	0	0	0	1	36	123754	0.0015141
Mobile Home	Room AC	Ducted Heating	1980s	0	0	0	1	36	123754	0.00178068
Mobile Home	Central AC	Non-Ducted Heat Pump	1980s	0	0	0	1	7	15916.3	0
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1980s	0	0	0	1	7	15916.3	0
Mobile Home	None	Non-Ducted Heat Pump	1980s	0	0	0	1	28	64330.8	0
Mobile Home	Room AC	Non-Ducted Heat Pump	1980s	0	0	0	1	28	64330.8	0
Mobile Home	Central AC	Non-Ducted Heating	1980s	0	0	0	1	7	15916.3	0.000728799
Mobile Home	Heat Pump	Non-Ducted Heating	1980s	0	0	0	1	7	15916.3	0
Mobile Home	None	Non-Ducted Heating	1980s	0	0	0	1	28	64330.8	0.000812403
Mobile Home	Room AC	Non-Ducted Heating	1980s	0	0	0	1	28	64330.8	0.00109031
Mobile Home	Central AC	None	1980s	0	0	0	1	7	16398.6	1.08057e-05
Mobile Home	Heat Pump	None	1980s	0	0	0	1	7	16398.6	0
Mobile Home	None	None	1980s	0	0	0	1	28	66280.2	3.10298e-05
Mobile Home	Room AC	None	1980s	0	0	0	1	28	66280.2	5.48976e-05
Mobile Home	Central AC	Ducted Heat Pump	1990s	0	0	0	1	88	303033	0
Mobile Home	Heat Pump	Ducted Heat Pump	1990s	0	0	0	1	88	303033	0.00438438
Mobile Home	None	Ducted Heat Pump	1990s	0	0	0	1	25	92348.8	0
Mobile Home	Room AC	Ducted Heat Pump	1990s	0	0	0	1	25	92348.8	0
Mobile Home	Central AC	Ducted Heating	1990s	0	0	0	1	88	303033	0.0071235
Mobile Home	Heat Pump	Ducted Heating	1990s	0	0	0	1	88	303033	0
Mobile Home	None	Ducted Heating	1990s	0	0	0	1	25	92348.8	0.00172284
Mobile Home	Room AC	Ducted Heating	1990s	0	0	0	1	25	92348.8	0.00241686
Mobile Home	Central AC	Non-Ducted Heat Pump	1990s	0	0	0	1	8	15542.3	0
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1990s	0	0	0	1	8	15542.3	0
Mobile Home	None	Non-Ducted Heat Pump	1990s	0	0	0	1	20	45586.8	0
Mobile Home	Room AC	Non-Ducted Heat Pump	1990s	0	0	0	1	20	45586.8	0
Mobile Home	Central AC	Non-Ducted Heating	1990s	0	0	0	1	8	15542.3	0.000567055
Mobile Home	Heat Pump	Non-Ducted Heating	1990s	0	0	0	1	8	15542.3	0
Mobile Home	None	Non-Ducted Heating	1990s	0	0	0	1	20	45586.8	0.000720618
Mobile Home	Room AC	Non-Ducted Heating	1990s	0	0	0	1	20	45586.8	0.000956774
Mobile Home	Central AC	None	1990s	0	0	0	1	8	16013.3	1.36597e-05
Mobile Home	Heat Pump	None	1990s	0	0	0	1	8	16013.3	0
Mobile Home	None	None	1990s	0	0	0	1	20	46968.3	3.59298e-05
Mobile Home	Room AC	None	1990s	0	0	0	1	20	46968.3	5.99468e-05
Mobile Home	Central AC	Ducted Heat Pump	2000s	0	0	0	1	49	83661.5	0
Mobile Home	Heat Pump	Ducted Heat Pump	2000s	0	0	0	1	49	83661.5	0.00253033
Mobile Home	None	Ducted Heat Pump	2000s	0	0	0	1	8	15774.8	0
Mobile Home	Room AC	Ducted Heat Pump	2000s	0	0	0	1	8	15774.8	0
Mobile Home	Central AC	Ducted Heating	2000s	0	0	0	1	49	83661.5	0.00539925
Mobile Home	Heat Pump	Ducted Heating	2000s	0	0	0	1	49	83661.5	0
Mobile Home	None	Ducted Heating	2000s	0	0	0	1	8	15774.8	0.000524343
Mobile Home	Room AC	Ducted Heating	2000s	0	0	0	1	8	15774.8	0.000773056
Mobile Home	Central AC	Non-Ducted Heat Pump	2000s	0	0	0	1	5	5057.72	0
Mobile Home	Heat Pump	Non-Ducted Heat Pump	2000s	0	0	0	1	5	5057.72	0
Mobile Home	None	Non-Ducted Heat Pump	2000s	0	0	0	1	5	4920.49	0
Mobile Home	Room AC	Non-Ducted Heat Pump	2000s	0	0	0	1	5	4920.49	0
Mobile Home	Central AC	Non-Ducted Heating	2000s	0	0	0	1	5	5057.72	0.000203383
Mobile Home	Heat Pump	Non-Ducted Heating	2000s	0	0	0	1	5	5057.72	0
Mobile Home	None	Non-Ducted Heating	2000s	0	0	0	1	5	4920.49	0.00018888
Mobile Home	Room AC	Non-Ducted Heating	2000s	0	0	0	1	5	4920.49	0.000261103
Mobile Home	Central AC	None	2000s	0	0	0	1	5	5210.99	2.26586e-05
Mobile Home	Heat Pump	None	2000s	0	0	0	1	5	5210.99	0
Mobile Home	None	None	2000s	0	0	0	1	5	5069.59	2.19031e-05
Mobile Home	Room AC	None	2000s	0	0	0	1	5	5069.59	2.25839e-05
Mobile Home	Central AC	Ducted Heat Pump	2010s	0	0	0	1	49	83661.5	0
Mobile Home	Heat Pump	Ducted Heat Pump	2010s	0	0	0	1	49	83661.5	0.000493857
Mobile Home	None	Ducted Heat Pump	2010s	0	0	0	1	8	15774.8	0
Mobile Home	Room AC	Ducted Heat Pump	2010s	0	0	0	1	8	15774.8	0
Mobile Home	Central AC	Ducted Heating	2010s	0	0	0	1	49	83661.5	0.000997288
Mobile Home	Heat Pump	Ducted Heating	2010s	0	0	0	1	49	83661.5	0
Mobile Home	None	Ducted Heating	2010s	0	0	0	1	8	15774.8	9.36129e-05
Mobile Home	Room AC	Ducted Heating	2010s	0	0	0	1	8	15774.8	0.000134483
Mobile Home	Central AC	Non-Ducted Heat Pump	2010s	0	0	0	1	5	5057.72	0
Mobile Home	Heat Pump	Non-Ducted Heat Pump	2010s	0	0	0	1	5	5057.72	0
Mobile Home	None	Non-Ducted Heat Pump	2010s	0	0	0	1	5	4920.49	0
Mobile Home	Room AC	Non-Ducted Heat Pump	2010s	0	0	0	1	5	4920.49	0
Mobile Home	Central AC	Non-Ducted Heating	2010s	0	0	0	1	5	5057.72	3.87346e-05
Mobile Home	Heat Pump	Non-Ducted Heating	2010s	0	0	0	1	5	5057.72	0
Mobile Home	None	Non-Ducted Heating	2010s	0	0	0	1	5	4920.49	3.61647e-05
Mobile Home	Room AC	Non-Ducted Heating	2010s	0	0	0	1	5	4920.49	4.59528e-05
Mobile Home	Central AC	None	2010s	0	0	0	1	5	5210.99	6.49643e-06
Mobile Home	Heat Pump	None	2010s	0	0	0	1	5	5210.99	0
Mobile Home	None	None	2010s	0	0	0	1	5	5069.59	6.70036e-06
Mobile Home	Room AC	None	2010s	0	0	0	1	5	5069.59	5.15446e-06
Mobile Home	Central AC	Ducted Heat Pump	<1940	0	0	0	1	2	3456.53	0
Mobile Home	Heat Pump	Ducted Heat Pump	<1940	0	0	0	1	2	3456.53	2.94512e-05
Mobile Home	None	Ducted Heat Pump	<1940	0	0	0	1	0	0	0
Mobile Home	Room AC	Ducted Heat Pump	<1940	0	0	0	1	0	0	0
Mobile Home	Central AC	Ducted Heating	<1940	0	0	0	1	2	3456.53	5.44827e-05
Mobile Home	Heat Pump	Ducted Heating	<1940	0	0	0	1	2	3456.53	0
Mobile Home	None	Ducted Heating	<1940	0	0	0	1	0	0	4.05152e-05
Mobile Home	Room AC	Ducted Heating	<1940	0	0	0	1	0	0	4.05152e-05
Mobile Home	Central AC	Non-Ducted Heat Pump	<1940	0	0	0	1	0	0	0
Mobile Home	Heat Pump	Non-Ducted Heat Pump	<1940	0	0	0	1	0	0	0
Mobile Home	None	Non-Ducted Heat Pump	<1940	0	0	0	1	0	0	0
Mobile Home	Room AC	Non-Ducted Heat Pump	<1940	0	0	0	1	0	0	0
Mobile Home	Central AC	Non-Ducted Heating	<1940	0	0	0	1	0	0	4.76716e-05
Mobile Home	Heat Pump	Non-Ducted Heating	<1940	0	0	0	1	0	0	0
Mobile Home	None	Non-Ducted Heating	<1940	0	0	0	1	0	0	4.76716e-05
Mobile Home	Room AC	Non-Ducted Heating	<1940	0	0	0	1	0	0	4.76716e-05
Mobile Home	Central AC	None	<1940	0	0	0	1	0	0	1.54894e-05
Mobile Home	Heat Pump	None	<1940	0	0	0	1	0	0	0
Mobile Home	None	None	<1940	0	0	0	1	0	0	1.54894e-05
Mobile Home	Room AC	None	<1940	0	0	0	1	0	0	1.54894e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1940s	0	0.120156	0.060698	0.819145	10	24197.6	0
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1940s	0	0.120156	0.060698	0.819145	10	24197.6	0.000321511
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1940s	0	0	0.398057	0.601943	15	40912.7	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1940s	0	0	0.398057	0.601943	15	40912.7	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1940s	0	0.120156	0.060698	0.819145	10	24197.6	0.00102439
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1940s	0	0.120156	0.060698	0.819145	10	24197.6	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1940s	0	0	0.398057	0.601943	15	40912.7	0.00073535
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1940s	0	0	0.398057	0.601943	15	40912.7	0.000755972
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1940s	0	0	0	1	1	1009.51	0
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1940s	0	0	0	1	1	1009.51	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1940s	0	0	0.565813	0.434187	36	54179.5	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1940s	0	0	0.565813	0.434187	36	54179.5	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1940s	0	0	0	1	1	1009.51	5.4216e-05
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1940s	0	0	0	1	1	1009.51	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1940s	0	0	0.565813	0.434187	36	54179.5	0.000627268
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1940s	0	0	0.565813	0.434187	36	54179.5	0.00139726
Multi-Family with 2 - 4 Units	Central AC	None	1940s	0	0	0	1	1	1040.1	2.0446e-06
Multi-Family with 2 - 4 Units	Heat Pump	None	1940s	0	0	0	1	1	1040.1	0
Multi-Family with 2 - 4 Units	None	None	1940s	0	0	0	1	36	55821.3	2.59988e-05
Multi-Family with 2 - 4 Units	Room AC	None	1940s	0	0	0	1	36	55821.3	3.81786e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1950s	0.036594	0.122332	0.062086	0.778988	18	43345.6	0
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1950s	0.036594	0.122332	0.062086	0.778988	18	43345.6	0.000420409
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1950s	0	0	0.283268	0.716732	27	80689.5	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1950s	0	0	0.283268	0.716732	27	80689.5	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1950s	0.036594	0.122332	0.062086	0.778988	18	43345.6	0.0017935
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1950s	0.036594	0.122332	0.062086	0.778988	18	43345.6	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1950s	0	0	0.283268	0.716732	27	80689.5	0.00116582
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1950s	0	0	0.283268	0.716732	27	80689.5	0.0011717
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1950s	0	0	0	1	1	2382.39	0
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1950s	0	0	0	1	1	2382.39	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1950s	0	0	0.339474	0.660526	66	109367	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1950s	0	0	0.339474	0.660526	66	109367	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1950s	0	0	0	1	1	2382.39	9.61087e-05
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1950s	0	0	0	1	1	2382.39	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1950s	0	0	0.339474	0.660526	66	109367	0.00077973
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1950s	0	0	0.339474	0.660526	66	109367	0.00178008
Multi-Family with 2 - 4 Units	Central AC	None	1950s	0	0	0	1	1	2454.59	4.39538e-06
Multi-Family with 2 - 4 Units	Heat Pump	None	1950s	0	0	0	1	1	2454.59	0
Multi-Family with 2 - 4 Units	None	None	1950s	0	0	0	1	66	112681	4.50633e-05
Multi-Family with 2 - 4 Units	Room AC	None	1950s	0	0	0	1	66	112681	6.87112e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1960s	0.025471	0	0	0.974529	31	70290.4	0
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1960s	0.025471	0	0	0.974529	31	70290.4	0.000664613
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1960s	0	0	0.158096	0.841904	17	56237	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1960s	0	0	0.158096	0.841904	17	56237	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1960s	0.025471	0	0	0.974529	31	70290.4	0.00323977
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1960s	0.025471	0	0	0.974529	31	70290.4	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1960s	0	0	0.158096	0.841904	17	56237	0.000717991
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1960s	0	0	0.158096	0.841904	17	56237	0.000589175
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1960s	0	0	0	1	2	2148.92	0
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1960s	0	0	0	1	2	2148.92	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1960s	0	0	0.460639	0.539361	59	104799	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1960s	0	0	0.460639	0.539361	59	104799	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1960s	0	0	0	1	2	2148.92	0.000432106
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1960s	0	0	0	1	2	2148.92	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1960s	0	0	0.460639	0.539361	59	104799	0.000875618
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1960s	0	0	0.460639	0.539361	59	104799	0.00170569
Multi-Family with 2 - 4 Units	Central AC	None	1960s	0	0	0	1	2	2214.04	2.44516e-05
Multi-Family with 2 - 4 Units	Heat Pump	None	1960s	0	0	0	1	2	2214.04	0
Multi-Family with 2 - 4 Units	None	None	1960s	0	0	0	1	59	107974	6.12116e-05
Multi-Family with 2 - 4 Units	Room AC	None	1960s	0	0	0	1	59	107974	5.91073e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1970s	0.019679	0.04924	0.0355	0.89558	77	173957	0
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1970s	0.019679	0.04924	0.0355	0.89558	77	173957	0.00149614
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1970s	0	0	0.197398	0.802602	24	54975.1	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1970s	0	0	0.197398	0.802602	24	54975.1	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1970s	0.019679	0.04924	0.0355	0.89558	77	173957	0.00505845
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1970s	0.019679	0.04924	0.0355	0.89558	77	173957	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1970s	0	0	0.197398	0.802602	24	54975.1	0.00118028
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1970s	0	0	0.197398	0.802602	24	54975.1	0.000760544
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1970s	0	0	0	1	5	9184.96	0
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1970s	0	0	0	1	5	9184.96	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1970s	0	0	0.311289	0.688711	65	92305.7	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1970s	0	0	0.311289	0.688711	65	92305.7	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1970s	0	0	0	1	5	9184.96	0.000422776
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1970s	0	0	0	1	5	9184.96	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1970s	0	0	0.311289	0.688711	65	92305.7	0.00114649
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1970s	0	0	0.311289	0.688711	65	92305.7	0.00193148
Multi-Family with 2 - 4 Units	Central AC	None	1970s	0	0	0	1	5	9463.3	3.31502e-05
Multi-Family with 2 - 4 Units	Heat Pump	None	1970s	0	0	0	1	5	9463.3	0
Multi-Family with 2 - 4 Units	None	None	1970s	0	0	0	1	65	95102.9	6.69408e-05
Multi-Family with 2 - 4 Units	Room AC	None	1970s	0	0	0	1	65	95102.9	6.55656e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1980s	0	0.021988	0.062822	0.91519	57	130514	0
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1980s	0	0.021988	0.062822	0.91519	57	130514	0.00157085
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1980s	0	0	0.157964	0.842036	19	52973.7	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1980s	0	0	0.157964	0.842036	19	52973.7	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1980s	0	0.021988	0.062822	0.91519	57	130514	0.00497242
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1980s	0	0.021988	0.062822	0.91519	57	130514	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1980s	0	0	0.157964	0.842036	19	52973.7	0.000744504
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1980s	0	0	0.157964	0.842036	19	52973.7	0.000251078
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1980s	0	0.20595	0	0.79405	9	11529.2	0
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1980s	0	0.20595	0	0.79405	9	11529.2	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1980s	0	0	0.105345	0.894655	31	46538.7	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1980s	0	0	0.105345	0.894655	31	46538.7	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1980s	0	0.20595	0	0.79405	9	11529.2	0.000432611
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1980s	0	0.20595	0	0.79405	9	11529.2	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1980s	0	0	0.105345	0.894655	31	46538.7	0.000741321
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1980s	0	0	0.105345	0.894655	31	46538.7	0.00120186
Multi-Family with 2 - 4 Units	Central AC	None	1980s	0	0	0	1	9	11878.6	3.4204e-05
Multi-Family with 2 - 4 Units	Heat Pump	None	1980s	0	0	0	1	9	11878.6	0
Multi-Family with 2 - 4 Units	None	None	1980s	0	0	0	1	31	47949	4.59517e-05
Multi-Family with 2 - 4 Units	Room AC	None	1980s	0	0	0	1	31	47949	4.05496e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1990s	0.051025	0	0.040759	0.908216	45	100530	0
