Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Wall R-5, Exterior	Option=Wall R-10, Exterior	Option=Wall R-15, Exterior	sampling_probability
CR08	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	1980s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	1980s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	1980s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	1980s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	1980s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	1980s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	1980s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	1980s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	1980s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	1980s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	1990s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	1990s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	1990s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	1990s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	1990s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	1990s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	1990s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	1990s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	1990s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	1990s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	2000s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	2000s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	2000s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	2000s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	2000s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	2000s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	2000s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	2000s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	2000s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	2000s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	2010s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	2010s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	2010s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	2010s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	2010s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	2010s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	2010s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	2010s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	2010s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	2010s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000369747
CR03	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.00112565
CR04	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.00087286
CR05	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	8.26956e-05
CR06	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000126169
CR07	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.0020417
CR08	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000352674
CR09	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000595685
CR10	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	2.29353e-05
CR11	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000661267
CR02	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	8.55774e-05
CR03	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000139734
CR04	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000189478
CR05	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	3.66279e-05
CR06	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	5.61238e-05
CR07	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000605547
CR08	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000165164
CR09	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000269489
CR10	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	1.3617e-05
CR11	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000283039
CR02	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000131085
CR03	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000160735
CR04	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000244425
CR05	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.45835e-05
CR06	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.83794e-05
CR07	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000816984
CR08	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000265083
CR09	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000508029
CR10	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	3.67429e-05
CR11	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.00048636
CR02	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.85277e-05
CR03	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000137636
CR04	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.00028063
CR05	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	8.00128e-05
CR06	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000152412
CR07	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000693326
CR08	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000317404
CR09	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000503931
CR10	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	3.8265e-05
CR11	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000379069
CR02	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000113159
CR03	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000166056
CR04	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000374707
CR05	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000203722
CR06	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000343129
CR07	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000551105
CR08	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000511245
CR09	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000947099
CR10	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.55646e-05
CR11	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000555056
CR02	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.58526e-05
CR03	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000116922
CR04	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000188195
CR05	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.96026e-05
CR06	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000210857
CR07	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000319976
CR08	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000369682
CR09	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000584746
CR10	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	5.97231e-05
CR11	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000269563
CR02	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.73533e-05
CR03	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	5.82386e-05
CR04	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000167475
CR05	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	6.93043e-05
CR06	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000219769
CR07	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000260197
CR08	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000312182
CR09	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000443889
CR10	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	5.7771e-05
CR11	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000148623
CR02	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	4.36957e-05
CR03	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	2.20014e-05
CR04	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	4.90344e-05
CR05	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	3.36554e-05
CR06	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000130642
CR07	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000172427
CR08	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000145771
CR09	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000292462
CR10	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	2.35347e-05
CR11	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	4.69064e-05
CR02	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	1.00427e-05
CR03	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	6.52833e-06
CR04	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	1.25027e-05
CR05	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	9.02799e-06
CR06	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	3.18416e-05
CR07	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	3.01067e-05
CR08	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	4.89871e-05
CR09	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	8.81891e-05
CR10	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	3.79446e-06
CR11	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	1.21695e-05
CR02	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000228447
CR03	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000503974
CR04	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000605758
CR05	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000103159
CR06	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000299647
CR07	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00251718
CR08	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000413098
CR09	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00061311
CR10	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	2.1655e-05
CR11	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00107089
CR02	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	6.50712e-05
CR03	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	8.67496e-05
CR04	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000171333
CR05	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	3.74021e-05
CR06	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	6.84079e-05
CR07	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000947908
CR08	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000248947
CR09	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000285114
CR10	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	1.33798e-05
CR11	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000430847
CR02	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000159938
CR03	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00012959
CR04	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000337849
CR05	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	8.72227e-05
CR06	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000138549
CR07	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00138325
CR08	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000463895
CR09	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00066422
CR10	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	4.42041e-05
CR11	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000997669
CR02	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000192168
CR03	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000216046
CR04	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000684243
CR05	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000209574
CR06	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000404985
CR07	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.0016129
CR08	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000887249
CR09	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00098046
CR10	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	6.77595e-05
CR11	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00109368
CR02	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000387451
CR03	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000367466
CR04	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00114213
CR05	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000500523
CR06	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000755212
CR07	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00139288
CR08	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00142005
CR09	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00231444
CR10	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000170209
CR11	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.0016233
CR02	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00029707
CR03	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000216771
CR04	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000498635
CR05	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00021029
CR06	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00064115
CR07	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000786357
CR08	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00109376
CR09	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00166521
CR10	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000140276
CR11	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000851835
CR02	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000294466
CR03	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00011412
CR04	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000475694
CR05	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000201479
CR06	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000777206
CR07	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000565572
CR08	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00104748
CR09	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00153774
CR10	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000163504
CR11	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000546368
CR02	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000199278
CR03	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	5.26489e-05
CR04	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000156333
CR05	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000113636
CR06	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000556017
CR07	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000429606
CR08	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00060004
CR09	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.00123325
CR10	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	6.54888e-05
CR11	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000238369
CR02	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	7.76376e-05
CR03	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	2.05294e-05
CR04	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	4.87373e-05
CR05	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	4.88384e-05
CR06	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000226345
CR07	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000157374
CR08	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000241209
CR09	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000448771
CR10	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	1.67682e-05
CR11	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	7.45561e-05
CR02	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	3.58687e-05
CR03	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	7.76781e-05
CR04	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000105656
CR05	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	2.77479e-05
CR06	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	3.19247e-05
CR07	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000951927
CR08	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.00032537
CR09	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000195738
CR10	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	1.05319e-05
CR11	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000367165
CR02	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	1.02803e-05
CR03	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	1.01528e-05
CR04	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	3.90221e-05
CR05	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	1.01797e-05
CR06	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	1.72555e-05
CR07	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000347093
CR08	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000158075
CR09	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000109508
CR10	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	5.33844e-06
CR11	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000211142
CR02	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	2.14628e-05
CR03	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	1.88229e-05
CR04	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	6.04384e-05
CR05	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	2.06752e-05
CR06	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	2.54648e-05
CR07	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000381073
CR08	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000243164
CR09	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000216847
CR10	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	1.65015e-05
CR11	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	0.000302897
CR02	1960s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	1.36967e-05
CR03	1960s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	2.04362e-05
