Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Dependency=Geometry Building Type RECS	Option=Uninsulated	Option=Wall R-5	Option=Wall R-10	Option=Wall R-15	Option=None
CR06	2020s	Crawl	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Crawl	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Crawl	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Crawl	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Crawl	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Crawl	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Heated Basement	Single-Family Detached	0.010000	0.300000	0.510000	0.180000	0.000000
CR05	2020s	Heated Basement	Single-Family Detached	0.020000	0.050000	0.580000	0.360000	0.000000
CR03	2020s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2020s	Heated Basement	Single-Family Detached	0.130000	0.240000	0.530000	0.100000	0.000000
CR06	2020s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2020s	Heated Basement	Single-Family Detached	0.050000	0.080000	0.790000	0.090000	0.000000
CR08	2020s	Heated Basement	Single-Family Detached	0.090000	0.230000	0.510000	0.170000	0.000000
CR09	2020s	Heated Basement	Single-Family Detached	0.450000	0.090000	0.210000	0.250000	0.000000
CR10	2020s	Heated Basement	Single-Family Detached	0.000000	0.510000	0.000000	0.490000	0.000000
CR11	2020s	Heated Basement	Single-Family Detached	0.000000	0.240000	0.400000	0.360000	0.000000
CR02	2020s	Heated Basement	Single-Family Attached	0.010000	0.300000	0.510000	0.180000	0.000000
CR05	2020s	Heated Basement	Single-Family Attached	0.020000	0.050000	0.580000	0.360000	0.000000
CR03	2020s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2020s	Heated Basement	Single-Family Attached	0.130000	0.240000	0.530000	0.100000	0.000000
CR06	2020s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2020s	Heated Basement	Single-Family Attached	0.050000	0.080000	0.790000	0.090000	0.000000
CR08	2020s	Heated Basement	Single-Family Attached	0.090000	0.230000	0.510000	0.170000	0.000000
CR09	2020s	Heated Basement	Single-Family Attached	0.450000	0.090000	0.210000	0.250000	0.000000
CR10	2020s	Heated Basement	Single-Family Attached	0.000000	0.510000	0.000000	0.490000	0.000000
CR11	2020s	Heated Basement	Single-Family Attached	0.000000	0.240000	0.400000	0.360000	0.000000
CR02	2020s	Heated Basement	Mobile Home	0.010000	0.300000	0.510000	0.180000	0.000000
CR05	2020s	Heated Basement	Mobile Home	0.020000	0.050000	0.580000	0.360000	0.000000
CR03	2020s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2020s	Heated Basement	Mobile Home	0.130000	0.240000	0.530000	0.100000	0.000000
CR06	2020s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2020s	Heated Basement	Mobile Home	0.050000	0.080000	0.790000	0.090000	0.000000
CR08	2020s	Heated Basement	Mobile Home	0.090000	0.230000	0.510000	0.170000	0.000000
CR09	2020s	Heated Basement	Mobile Home	0.450000	0.090000	0.210000	0.250000	0.000000
CR10	2020s	Heated Basement	Mobile Home	0.000000	0.510000	0.000000	0.490000	0.000000
CR11	2020s	Heated Basement	Mobile Home	0.000000	0.240000	0.400000	0.360000	0.000000
CR02	2020s	Heated Basement	Multi-Family with 2 - 4 Units	0.010000	0.300000	0.510000	0.180000	0.000000
CR05	2020s	Heated Basement	Multi-Family with 2 - 4 Units	0.020000	0.050000	0.580000	0.360000	0.000000
CR03	2020s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2020s	Heated Basement	Multi-Family with 2 - 4 Units	0.130000	0.240000	0.530000	0.100000	0.000000
CR06	2020s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2020s	Heated Basement	Multi-Family with 2 - 4 Units	0.050000	0.080000	0.790000	0.090000	0.000000
CR08	2020s	Heated Basement	Multi-Family with 2 - 4 Units	0.090000	0.230000	0.510000	0.170000	0.000000
CR09	2020s	Heated Basement	Multi-Family with 2 - 4 Units	0.450000	0.090000	0.210000	0.250000	0.000000
CR10	2020s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.510000	0.000000	0.490000	0.000000
CR11	2020s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.240000	0.400000	0.360000	0.000000
CR02	2020s	Heated Basement	Multi-Family with 5+ Units	0.010000	0.300000	0.510000	0.180000	0.000000
CR05	2020s	Heated Basement	Multi-Family with 5+ Units	0.020000	0.050000	0.580000	0.360000	0.000000
CR03	2020s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2020s	Heated Basement	Multi-Family with 5+ Units	0.130000	0.240000	0.530000	0.100000	0.000000
CR06	2020s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2020s	Heated Basement	Multi-Family with 5+ Units	0.050000	0.080000	0.790000	0.090000	0.000000
CR08	2020s	Heated Basement	Multi-Family with 5+ Units	0.090000	0.230000	0.510000	0.170000	0.000000
CR09	2020s	Heated Basement	Multi-Family with 5+ Units	0.450000	0.090000	0.210000	0.250000	0.000000
CR10	2020s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.510000	0.000000	0.490000	0.000000
CR11	2020s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.240000	0.400000	0.360000	0.000000
CR02	2020s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Pier and Beam	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Pier and Beam	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Pier and Beam	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Pier and Beam	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Pier and Beam	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Pier and Beam	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Pier and Beam	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Pier and Beam	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Pier and Beam	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Pier and Beam	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Slab	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Slab	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Slab	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Slab	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Slab	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Slab	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Slab	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Slab	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Slab	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Slab	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Slab	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Slab	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Slab	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Slab	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Slab	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Slab	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Slab	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Slab	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Slab	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Slab	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Slab	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Slab	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Slab	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Slab	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Slab	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Slab	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Slab	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Slab	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Slab	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Slab	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Unheated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Unheated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Unheated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Unheated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Unheated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Unheated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Unheated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Unheated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Unheated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Unheated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR02	2020s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR05	2020s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR06	2020s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR07	2020s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR08	2020s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR09	2020s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR10	2020s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR11	2020s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
