Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Option=None	"Option=Oil Boiler, 90% AFUE"	"Option=Oil Boiler, 80% AFUE"	"Option=Oil Boiler, 76% AFUE"	"Option=Oil Furnace, 95% AFUE"	"Option=Oil Furnace, 90% AFUE"	"Option=Oil Furnace, 80% AFUE"	"Option=Oil Furnace, 76% AFUE"	"Option=Oil Wall/Floor Furnace, 68% AFUE"	"Option=Oil Wall/Floor Furnace, 60% AFUE"
CR03	2000s	Fuel Oil	No	0	0.21416747	0.476695336	0	0.024573734	0.145279376	0.10467289	0.002992645	0.022132985	0.009485565
CR03	<1950	Fuel Oil	No	0	0.171062802	0.380752688	0	0	0.039422012	0.398600343	0	0.007113508	0.003048646
CR04	1950s	Fuel Oil	No	0	0	0	0	0	0.05681148	0.62640516	0.097223683	0.108516428	0.111043248
CR04	1960s	Fuel Oil	No	0	0	0	0	0	0.078353636	0.846361409	0.075284955	0	0
CR04	1970s	Fuel Oil	No	0	0.111759016	0.24863317	0.009712241	0	0.020669022	0.233055115	0.071128203	0.173167511	0.131875722
CR04	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR04	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR04	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR04	<1950	Fuel Oil	No	0	0	0	0	0	0.09	0.91	0	0	0
CR06	1950s	Fuel Oil	No	0	0	0	0	0	0.049652017	0.547464696	0.084971417	0.157126578	0.160785292
CR06	1960s	Fuel Oil	No	0	0	0	0	0	0.078353636	0.846361409	0.075284955	0	0
CR06	1970s	Fuel Oil	No	0	0	0	0	0	0.063625898	0.717418612	0.21895549	0	0
CR06	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR06	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR06	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR06	<1950	Fuel Oil	No	0	0	0	0	0	0.09	0.91	0	0	0
CR07	1950s	Fuel Oil	No	0	0.113176582	0.251019896	0.071515736	0	0.030224021	0.333250998	0.051723535	0.073686713	0.075402518
CR07	1960s	Fuel Oil	No	0	0.105770561	0.234766688	0.052925609	0	0.041078982	0.443727525	0.039470144	0.039572286	0.042688205
CR07	1970s	Fuel Oil	No	0	0.166636319	0.370720126	0.014481267	0	0.017488284	0.197190468	0.060182347	0.098379942	0.074921247
CR07	1980s	Fuel Oil	No	0	0.095334612	0.211301903	0.071935628	0	0.040278935	0.445209893	0.135939028	0	0
CR07	1990s	Fuel Oil	No	0	0.081325181	0.180948349	0.005288768	0.029755197	0.324042184	0.240142275	0	0.096948632	0.041549414
CR07	2000s	Fuel Oil	No	0	0.152435088	0.339291002	0	0.040096236	0.335365228	0.130990464	0.001821982	0	0
CR07	<1950	Fuel Oil	No	0	0.208198489	0.463409539	0	0	0.027258607	0.275614802	0	0.017862994	0.007655569
CR08	1950s	Fuel Oil	No	0	0	0	0	0	0.072794137	0.80263044	0.124575423	0	0
CR08	1960s	Fuel Oil	No	0	0.169029151	0.375174466	0.084579023	0	0.02908623	0.314184048	0.027947082	0	0
CR08	1970s	Fuel Oil	No	0	0	0	0	0	0.063625898	0.717418612	0.21895549	0	0
CR08	1980s	Fuel Oil	No	0	0	0	0	0	0.064816751	0.716430538	0.218752711	0	0
CR08	1990s	Fuel Oil	No	0	0	0	0	0.022321884	0.37182898	0.592709486	0.013139651	0	0
CR08	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR08	<1950	Fuel Oil	No	0	0.130372097	0.290183055	0	0	0.052150036	0.527294812	0	0	0
CR09	1950s	Fuel Oil	No	0	0	0	0	0	0.040546713	0.447069325	0.069389158	0.218948282	0.224046523
CR09	1960s	Fuel Oil	No	0	0	0	0	0	0.078353636	0.846361409	0.075284955	0	0
CR09	1970s	Fuel Oil	No	0	0	0	0	0	0.063625898	0.717418612	0.21895549	0	0
CR09	1980s	Fuel Oil	No	0	0	0	0	0	0.064816751	0.716430538	0.218752711	0	0
CR09	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR09	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR09	<1950	Fuel Oil	No	0	0	0	0	0	0.09	0.91	0	0	0
CR10	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR10	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR10	1970s	Fuel Oil	No	0	0	0	0	0	0.063625898	0.717418612	0.21895549	0	0
CR10	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR10	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR10	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR10	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR11	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR11	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR11	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR11	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR11	1990s	Fuel Oil	No	0	0	0	0	0.039210449	0.404777314	0.552830964	0.003181273	0	0
CR11	2000s	Fuel Oil	No	0	0	0	0	0.053422817	0.435923383	0.506676653	0.003977147	0	0
CR11	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0
CR02	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR02	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR02	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR02	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR02	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR02	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR02	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR05	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR05	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR05	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR05	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR05	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR05	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR05	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR03	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR03	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR03	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR03	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR03	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR03	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR03	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR04	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR04	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR04	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR04	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR04	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR04	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR04	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR06	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR06	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR06	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR06	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR06	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR06	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR06	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR07	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR07	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR07	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR07	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR07	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR07	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR07	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR08	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR08	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR08	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR08	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR08	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR08	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR08	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR09	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR09	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR09	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR09	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR09	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR09	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR09	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR10	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR10	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR10	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR10	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR10	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR10	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR10	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR11	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR11	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR11	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR11	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR11	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR11	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR11	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0
CR02	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR02	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR02	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR02	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR02	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR02	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR02	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR05	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR05	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR05	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR05	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR05	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR05	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR05	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR03	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR03	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR03	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR03	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR03	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR03	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR03	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR04	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR04	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR04	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR04	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR04	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR04	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR04	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR06	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR06	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR06	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR06	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR06	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR06	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR06	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR07	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR07	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR07	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR07	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR07	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR07	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR07	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR08	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR08	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR08	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR08	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR08	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR08	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR08	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR09	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR09	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR09	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR09	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR09	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR09	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR09	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR10	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR10	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR10	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR10	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR10	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR10	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR10	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR11	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR11	1960s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR11	1970s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR11	1980s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR11	1990s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR11	2000s	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR11	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0
CR02	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR02	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR02	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR02	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR02	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR02	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR02	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR05	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR05	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR05	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR05	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR05	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR05	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR05	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR03	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR03	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR03	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR03	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR03	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR03	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR03	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR04	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR04	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR04	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR04	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR04	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR04	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR04	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR06	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR06	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR06	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR06	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR06	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR06	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR06	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR07	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR07	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR07	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR07	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR07	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR07	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR07	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR08	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR08	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR08	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR08	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR08	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR08	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR08	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR09	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR09	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR09	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR09	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR09	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR09	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR09	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR10	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR10	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR10	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR10	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR10	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR10	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR10	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR11	1950s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR11	1960s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR11	1970s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR11	1980s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR11	1990s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR11	2000s	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR11	<1950	Electricity	Yes	1	0	0	0	0	0	0	0	0	0
CR02	1950s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR02	1960s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR02	1970s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR02	1980s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR02	1990s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR02	2000s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR02	<1950	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR05	1950s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR05	1960s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR05	1970s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR05	1980s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR05	1990s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR05	2000s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR05	<1950	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR03	1950s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR03	1960s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR03	1970s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR03	1980s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR03	1990s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR03	2000s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR03	<1950	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR04	1950s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR04	1960s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR04	1970s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR04	1980s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR04	1990s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR04	2000s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR04	<1950	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR06	1950s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR06	1960s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR06	1970s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR06	1980s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR06	1990s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR06	2000s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR06	<1950	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR07	1950s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR07	1960s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR07	1970s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR07	1980s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR07	1990s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR07	2000s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR07	<1950	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR08	1950s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR08	1960s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR08	1970s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR08	1980s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR08	1990s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR08	2000s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR08	<1950	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR09	1950s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR09	1960s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR09	1970s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR09	1980s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR09	1990s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR09	2000s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR09	<1950	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR10	1950s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
CR10	1960s	Natural Gas	No	1	0	0	0	0	0	0	0	0	0
