Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Option=None	"Option=Gas Boiler, 80% AFUE"	"Option=Gas Boiler, 76% AFUE"	"Option=Gas Boiler, 72% AFUE"	"Option=Propane Boiler, 80% AFUE"	"Option=Propane Boiler, 76% AFUE"	"Option=Propane Boiler, 72% AFUE"	"Option=Oil Boiler, 90% AFUE"	"Option=Oil Boiler, 80% AFUE"	"Option=Oil Boiler, 76% AFUE"	Option=Electric Boiler	"Option=Gas Furnace, 96% AFUE"	"Option=Gas Furnace, 92.5% AFUE"	"Option=Gas Furnace, 80% AFUE"	"Option=Gas Furnace, 76% AFUE"	"Option=Gas Furnace, 60% AFUE"	"Option=FIXME Propane Furnace, 96% AFUE"	"Option=FIXME Propane Furnace, 92% AFUE"	"Option=FIXME Propane Furnace, 80% AFUE"	"Option=FIXME Propane Furnace, 76% AFUE"	"Option=FIXME Propane Furnace, 60% AFUE"	"Option=FIXME Oil Furnace, 95% AFUE"	"Option=FIXME Oil Furnace, 90% AFUE"	"Option=FIXME Oil Furnace, 80% AFUE"	"Option=FIXME Oil Furnace, 76% AFUE"	"Option=FIXME Gas Wall/Floor Furnace, 68% AFUE"	"Option=FIXME Gas Wall/Floor Furnace, 60% AFUE"	"Option=FIXME Propane Wall/Floor Furnace, 68% AFUE"	"Option=FIXME Propane Wall/Floor Furnace, 60% AFUE"	"Option=FIXME Oil Wall/Floor Furnace, 68% AFUE"	"Option=FIXME Oil Wall/Floor Furnace, 60% AFUE"	Option=Electric Furnace	Option=Electric Baseboard
CR03	1980s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346015602	0.653984398
CR03	1990s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340377437	0.659622563
CR03	2000s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR03	<1950	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	1950s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.635356721	0.364643279
CR04	1960s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	1970s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	1980s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	1990s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0.336895468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340645241	0.322459291
CR04	2000s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR04	<1950	Electricity	No	0	0	0	0	0	0	0	0	0	0	0.323557696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347489642	0.328952662
CR05	1950s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354045941	0.645954059
CR05	1960s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390741172	0.609258828
CR05	1970s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37424767	0.62575233
CR05	1980s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.929369309	0.070630691
CR05	1990s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804123115	0.195876885
CR05	2000s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR05	<1950	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443414557	0.556585443
CR06	1950s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08831889	0.91168111
CR06	1960s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	1970s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.819027999	0.180972001
CR06	1980s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48528877	0.51471123
CR06	1990s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734006609	0.265993391
CR06	2000s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78084267	0.21915733
CR06	<1950	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231832392	0.768167608
CR07	1950s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0.132571717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366105563	0.50132272
CR07	1960s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	1970s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	1980s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	1990s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	2000s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933096689	0.066903311
CR07	<1950	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR08	1950s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563948408	0.436051592
CR08	1960s	Electricity	No	-1.00E-09	0	0	0	0	0	0	0	0	0	0.069532632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613957313	0.316510056
CR08	1970s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694745389	0.305254611
CR08	1980s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707139521	0.292860479
CR08	1990s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80795313	0.19204687
CR08	2000s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959850585	0.040149415
CR08	<1950	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341835509	0.658164491
CR09	1950s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658514542	0.341485458
CR09	1960s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0.017675418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.808173195	0.174151387
CR09	1970s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895975258	0.104024742
CR09	1980s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947482609	0.052517391
CR09	1990s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92836032	0.07163968
CR09	2000s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966965198	0.033034802
CR09	<1950	Electricity	No	0	0	0	0	0	0	0	0	0	0	0.021893562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.719862199	0.258244239
CR10	1950s	Electricity	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR10	1960s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72264256	0.27735744
CR10	1970s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	1980s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.626311127	0.373688873
CR10	1990s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	2000s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	<1950	Electricity	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR11	1950s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577690765	0.422309235
CR11	1960s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0.06068348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514751857	0.424564663
CR11	1970s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.665996637	0.334003363
CR11	1980s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881440515	0.118559485
CR11	1990s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80299298	0.19700702
CR11	2000s	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933324034	0.066675966
CR11	<1950	Electricity	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596003942	0.403996058
CR02	1950s	Fuel Oil	No	1.00E-09	0	0	0	0	0	0	0.06316726	0.140101766	0.039915087	0	0	0	0	0	0	0	0	0	0	0	0	0.055091759	0.607443468	0.094280659	0	0	0	0	0	0	0	0
CR02	1960s	Fuel Oil	No	0	0	0	0	0	0	0	0.051060026	0.113332038	0.025549481	0	0	0	0	0	0	0	0	0	0	0	0	0.063471025	0.685602216	0.060985214	0	0	0	0	0	0	0	0
CR02	1970s	Fuel Oil	No	1.00E-09	0	0	0	0	0	0	0.057811984	0.128615814	0.005024059	0	0	0	0	0	0	0	0	0	0	0	0	0.051444601	0.580067486	0.177036055	0	0	0	0	0	0	0	0
CR02	1980s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064816751	0.716430538	0.218752711	0	0	0	0	0	0	0	0
CR02	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR02	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR02	<1950	Fuel Oil	No	1.00E-09	0	0	0	0	0	0	0.038828229	0.086424123	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073090932	0.739030539	0	0	0	0	0	0.043838323	0.018787853	0	0
CR03	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR03	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR03	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR03	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR03	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR03	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR03	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR04	1950s	Fuel Oil	No	0	0	0	0	0	0	0	0.14407306	0.319546709	0.091039071	0	0	0	0	0	0	0	0	0	0	0	0	0.031598461	0.348405625	0.054075669	0	0	0	0	0.005565901	0.005695504	0	0
CR04	1960s	Fuel Oil	No	0	0	0	0	0	0	0	0.208291616	0.462320821	0.104225226	0	0	0	0	0	0	0	0	0	0	0	0	0.017642288	0.190568713	0.016951336	0	0	0	0	0	0	0	0
CR04	1970s	Fuel Oil	No	0	0	0	0	0	0	0	0.173218338	0.385363313	0.015053267	0	0	0	0	0	0	0	0	0	0	0	0	0.02336307	0.263432064	0.08039922	0	0	0	0	0.033590149	0.025580579	0	0
CR04	1980s	Fuel Oil	No	0	0	0	0	0	0	0	0.1797338	0.39836627	0.135619829	0	0	0	0	0	0	0	0	0	0	0	0	0.018555746	0.205099807	0.062624548	0	0	0	0	0	0	0	0
CR04	1990s	Fuel Oil	No	0	0	0	0	0	0	0	0.192084724	0.427388088	0.012491721	0	0	0	0	0	0	0	0	0	0	0	0.03486058	0.130557265	0.195232164	0.007385458	0	0	0	0	0	0	0	0
CR04	2000s	Fuel Oil	No	-1.00E-09	0	0	0	0	0	0	0.21416747	0.476695336	0	0	0	0	0	0	0	0	0	0	0	0	0.024573734	0.145279376	0.10467289	0.002992645	0	0	0	0	0.022132985	0.009485565	0	0
CR04	<1950	Fuel Oil	No	1.00E-09	0	0	0	0	0	0	0.171062802	0.380752688	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039422012	0.398600343	0	0	0	0	0	0.007113508	0.003048646	0	0
CR05	1950s	Fuel Oil	No	1.00E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05681148	0.62640516	0.097223683	0	0	0	0	0.108516428	0.111043248	0	0
CR05	1960s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078353636	0.846361409	0.075284955	0	0	0	0	0	0	0	0
CR05	1970s	Fuel Oil	No	0	0	0	0	0	0	0	0.111759016	0.24863317	0.009712241	0	0	0	0	0	0	0	0	0	0	0	0	0.020669022	0.233055115	0.071128203	0	0	0	0	0.173167511	0.131875722	0	0
CR05	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR05	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR05	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR05	<1950	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.91	0	0	0	0	0	0	0	0	0
CR06	1950s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049652017	0.547464696	0.084971417	0	0	0	0	0.157126578	0.160785292	0	0
CR06	1960s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078353636	0.846361409	0.075284955	0	0	0	0	0	0	0	0
CR06	1970s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063625898	0.717418612	0.21895549	0	0	0	0	0	0	0	0
CR06	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR06	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR06	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR06	<1950	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.91	0	0	0	0	0	0	0	0	0
CR07	1950s	Fuel Oil	No	1.00E-09	0	0	0	0	0	0	0.113176582	0.251019896	0.071515736	0	0	0	0	0	0	0	0	0	0	0	0	0.030224021	0.333250998	0.051723535	0	0	0	0	0.073686713	0.075402518	0	0
CR07	1960s	Fuel Oil	No	0	0	0	0	0	0	0	0.105770561	0.234766688	0.052925609	0	0	0	0	0	0	0	0	0	0	0	0	0.041078982	0.443727525	0.039470144	0	0	0	0	0.039572286	0.042688205	0	0
CR07	1970s	Fuel Oil	No	0	0	0	0	0	0	0	0.166636319	0.370720126	0.014481267	0	0	0	0	0	0	0	0	0	0	0	0	0.017488284	0.197190468	0.060182347	0	0	0	0	0.098379942	0.074921247	0	0
CR07	1980s	Fuel Oil	No	1.00E-09	0	0	0	0	0	0	0.095334612	0.211301903	0.071935628	0	0	0	0	0	0	0	0	0	0	0	0	0.040278935	0.445209893	0.135939028	0	0	0	0	0	0	0	0
CR07	1990s	Fuel Oil	No	0	0	0	0	0	0	0	0.081325181	0.180948349	0.005288768	0	0	0	0	0	0	0	0	0	0	0	0.029755197	0.324042184	0.240142275	0	0	0	0	0	0.096948632	0.041549414	0	0
CR07	2000s	Fuel Oil	No	0	0	0	0	0	0	0	0.152435088	0.339291002	0	0	0	0	0	0	0	0	0	0	0	0	0.040096236	0.335365228	0.130990464	0.001821982	0	0	0	0	0	0	0	0
CR07	<1950	Fuel Oil	No	0	0	0	0	0	0	0	0.208198489	0.463409539	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027258607	0.275614802	0	0	0	0	0	0.017862994	0.007655569	0	0
CR08	1950s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072794137	0.80263044	0.124575423	0	0	0	0	0	0	0	0
CR08	1960s	Fuel Oil	No	0	0	0	0	0	0	0	0.169029151	0.375174466	0.084579023	0	0	0	0	0	0	0	0	0	0	0	0	0.02908623	0.314184048	0.027947082	0	0	0	0	0	0	0	0
CR08	1970s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063625898	0.717418612	0.21895549	0	0	0	0	0	0	0	0
CR08	1980s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064816751	0.716430538	0.218752711	0	0	0	0	0	0	0	0
CR08	1990s	Fuel Oil	No	-1.00E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022321884	0.37182898	0.592709486	0.013139651	0	0	0	0	0	0	0	0
CR08	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR08	<1950	Fuel Oil	No	0	0	0	0	0	0	0	0.130372097	0.290183055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052150036	0.527294812	0	0	0	0	0	0	0	0	0
CR09	1950s	Fuel Oil	No	-1.00E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040546713	0.447069325	0.069389158	0	0	0	0	0.218948282	0.224046523	0	0
CR09	1960s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078353636	0.846361409	0.075284955	0	0	0	0	0	0	0	0
CR09	1970s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063625898	0.717418612	0.21895549	0	0	0	0	0	0	0	0
CR09	1980s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064816751	0.716430538	0.218752711	0	0	0	0	0	0	0	0
CR09	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR09	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR09	<1950	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.91	0	0	0	0	0	0	0	0	0
CR10	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR10	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR10	1970s	Fuel Oil	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063625898	0.717418612	0.21895549	0	0	0	0	0	0	0	0
CR10	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR10	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR10	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR10	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR11	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
