Dependency=Location Heating Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Option=Uninsulated, Unvented	Option=Uninsulated, Vented	Option=Wall R-13, Unvented	Option=Ceiling R-13, Vented	Option=Ceiling R-19, Vented	Option=Ceiling R-30, Vented	Option=None	Count	Weight
H1	1970s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	21562.905
H1	1980s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	9585.425
H1	1990s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	10052.715
H1	2000s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	6561.945
H1	<1950	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	5000.46
H1	1950s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1846.34
H1	1960s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H1	1970s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H1	1980s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H1	1990s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H1	2000s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H2	<1950	Crawl	0.367636147171	0.248203035635	0.0405587295494	0.135583677197	0.14100758529	0.0670108251584	0.0	33.0	52312.3192218
H2	1950s	Crawl	0.636921234263	0.125046833364	0.0	0.0401970126555	0.164427355206	0.0334075645112	0.0	8.0	25230.4257152
H2	1960s	Crawl	0.321139133895	0.248369429649	0.014077215105	0.147054333395	0.117251611609	0.152108276348	0.0	9.0	36081.9861966
H2	1970s	Crawl	0.199838014132	0.182290025497	0.0534397621655	0.162703182265	0.148092163246	0.253636852694	0.0	15.0	40939.9363112
H2	1980s	Crawl	0.357699956511	0.0197702855857	0.2090699058	0.126558385182	0.261239146619	0.0256623203019	0.0	8.0	28283.1856022
H2	1990s	Crawl	0.14517372154	0.0275134050476	0.165008762366	0.0117648786289	0.235663436433	0.414875795986	0.0	23.0	37679.822273
H2	2000s	Crawl	0.107660193026	0.0138669398451	0.162341082971	0.0287101784365	0.119028600339	0.568393005382	0.0	21.0	43785.2546802
H2	<1950	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	22044.355
H2	1950s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	4391.28
H2	1960s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H2	1970s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2489.11
H2	1980s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2476.615
H2	1990s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	3417.355
H2	2000s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	4978.22
H2	<1950	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1534.86
H2	1950s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	572.335
H2	1960s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H2	1970s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2130.88
H2	1980s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H2	1990s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1065.44
H2	2000s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1925.05
H2	<1950	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	2727.32
H2	1950s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	952.14
H2	1960s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	952.14
H2	1970s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H2	1980s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H2	1990s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H2	2000s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	952.14
H3	<1950	Crawl	0.591459219373	0.0906784966835	0.0646217465078	0.115809176684	0.122710939535	0.0147204212168	0.0	16.0	21745.1907181
H3	1950s	Crawl	0.816395211546	0.0363980436987	0.0	0.0273550470048	0.114004763526	0.00584693422439	0.0	6.0	13163.6311276
H3	1960s	Crawl	0.579936289869	0.101853467129	0.0251762794083	0.140991797371	0.114535490735	0.0375066754886	0.0	6.0	13361.9311046
H3	1970s	Crawl	0.403486264402	0.0835803486318	0.106856984711	0.174411719185	0.161739811572	0.0699248714977	0.0	8.0	13560.0833583
H3	1980s	Crawl	0.457857314901	0.00574665116884	0.265027257235	0.0860064774229	0.180877160728	0.00448513854393	0.0	11.0	14776.885223
H3	1990s	Crawl	0.287354585436	0.0123670206641	0.323463199011	0.0123636453496	0.252322822431	0.112128727109	0.0	12.0	12730.4738833
H3	2000s	Crawl	0.25106080117	0.00734336323524	0.374921152948	0.0355458262756	0.150144451967	0.180984404404	0.0	13.0	12556.5395851
H3	<1950	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	10988.735
H3	1950s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	2830.235
H3	1960s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1065.44
H3	1970s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1637.775
H3	1980s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	3299.445
H3	1990s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1637.775
H3	2000s	Heated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H3	<1950	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H3	1950s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1065.44
H3	1960s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1892.88
H3	1970s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1168.565
H3	1980s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H3	1990s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2210.11
H3	2000s	Slab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H3	<1950	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H3	1950s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H3	1960s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1892.88
H3	1970s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H3	1980s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	596.23
H3	1990s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
H3	2000s	Unheated Basement	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	572.335
