Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	sample_count	sample_weight
1A	Single-Family Attached	Ducted Heating	1940-59	0.903220	0.000000	0.011928	0.084853	83.000000	38482.429688
1A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Attached	Non-Ducted Heating	1940-59	0.098591	0.000000	0.032055	0.869354	56.000000	14740.148438
1A	Single-Family Attached	None	1940-59	0.098591	0.000000	0.032055	0.869354	56.000000	14740.148438
1A	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	32.000000	13993.928711
1A	Single-Family Detached	Ducted Heating	1940-59	0.903220	0.000000	0.011928	0.084853	83.000000	38482.429688
1A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Detached	Non-Ducted Heating	1940-59	0.098591	0.000000	0.032055	0.869354	56.000000	14740.148438
1A	Single-Family Detached	None	1940-59	0.098591	0.000000	0.032055	0.869354	56.000000	14740.148438
1A	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	9.000000	10553.760742
1A	Mobile Home	Ducted Heating	1960-79	0.784691	0.000000	0.000000	0.215309	10.000000	12178.087891
1A	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Mobile Home	Non-Ducted Heating	1960-79	0.338418	0.000000	0.104256	0.557326	20.000000	11804.386719
1A	Mobile Home	None	1960-79	0.338418	0.000000	0.104256	0.557326	20.000000	11804.386719
1A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	11.000000	5825.860352
1A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.968885	0.000000	0.019153	0.011962	92.000000	42970.640625
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.579163	0.000000	0.043206	0.377631	21.000000	4643.040527
1A	Multi-Family with 2 - 4 Units	None	1960-79	0.579163	0.000000	0.043206	0.377631	21.000000	4643.040527
1A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	11.000000	5825.860352
1A	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.968885	0.000000	0.019153	0.011962	92.000000	42970.640625
1A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.579163	0.000000	0.043206	0.377631	21.000000	4643.040527
1A	Multi-Family with 5+ Units	None	1960-79	0.579163	0.000000	0.043206	0.377631	21.000000	4643.040527
1A	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	69.000000	29375.980469
1A	Single-Family Attached	Ducted Heating	1960-79	0.939910	0.000000	0.028352	0.031739	193.000000	84994.828125
1A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Attached	Non-Ducted Heating	1960-79	0.338891	0.000000	0.143602	0.517507	57.000000	13119.635742
1A	Single-Family Attached	None	1960-79	0.338891	0.000000	0.143602	0.517507	57.000000	13119.635742
1A	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	69.000000	29375.980469
1A	Single-Family Detached	Ducted Heating	1960-79	0.939910	0.000000	0.028352	0.031739	193.000000	84994.828125
1A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Detached	Non-Ducted Heating	1960-79	0.338891	0.000000	0.143602	0.517507	57.000000	13119.635742
1A	Single-Family Detached	None	1960-79	0.338891	0.000000	0.143602	0.517507	57.000000	13119.635742
1A	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	13.000000	16266.307617
1A	Mobile Home	Ducted Heating	1980-99	0.822492	0.000000	0.000000	0.177508	27.000000	37187.968750
1A	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Mobile Home	Non-Ducted Heating	1980-99	0.047955	0.000000	0.215389	0.736656	24.000000	16548.480469
1A	Mobile Home	None	1980-99	0.047955	0.000000	0.215389	0.736656	24.000000	16548.480469
1A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	13.000000	4943.804199
1A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.966721	0.000000	0.020607	0.012673	90.000000	40560.128906
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.722156	0.000000	0.184750	0.093094	32.000000	6711.081543
1A	Multi-Family with 2 - 4 Units	None	1980-99	0.722156	0.000000	0.184750	0.093094	32.000000	6711.081543
1A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	13.000000	4943.804199
1A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.966721	0.000000	0.020607	0.012673	90.000000	40560.128906
1A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.722156	0.000000	0.184750	0.093094	32.000000	6711.081543
1A	Multi-Family with 5+ Units	None	1980-99	0.722156	0.000000	0.184750	0.093094	32.000000	6711.081543
1A	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	116.000000	49206.761719
1A	Single-Family Attached	Ducted Heating	1980-99	0.966617	0.000000	0.010114	0.023269	245.000000	113449.210938
1A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Attached	Non-Ducted Heating	1980-99	0.569054	0.000000	0.112543	0.318403	37.000000	8731.218750
1A	Single-Family Attached	None	1980-99	0.569054	0.000000	0.112543	0.318403	37.000000	8731.218750
1A	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	116.000000	49206.761719
1A	Single-Family Detached	Ducted Heating	1980-99	0.966617	0.000000	0.010114	0.023269	245.000000	113449.210938
1A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Detached	Non-Ducted Heating	1980-99	0.569054	0.000000	0.112543	0.318403	37.000000	8731.218750
1A	Single-Family Detached	None	1980-99	0.569054	0.000000	0.112543	0.318403	37.000000	8731.218750
1A	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	6.000000	3353.898438
1A	Mobile Home	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000	11.000000	6929.973145
1A	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Mobile Home	Non-Ducted Heating	2000-09	0.726896	0.000000	0.136552	0.136552	6.000000	1955.365234
1A	Mobile Home	None	2000-09	0.726896	0.000000	0.136552	0.136552	6.000000	1955.365234
1A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	5.000000	1072.139771
1A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.978900	0.000000	0.021100	0.000000	40.000000	8845.522461
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000	13.000000	1359.474731
1A	Multi-Family with 2 - 4 Units	None	2000-09	1.000000	0.000000	0.000000	0.000000	13.000000	1359.474731
1A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	5.000000	1072.139771
1A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.978900	0.000000	0.021100	0.000000	40.000000	8845.522461
1A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000	13.000000	1359.474731
1A	Multi-Family with 5+ Units	None	2000-09	1.000000	0.000000	0.000000	0.000000	13.000000	1359.474731
1A	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	66.000000	12879.999023
1A	Single-Family Attached	Ducted Heating	2000-09	0.985765	0.000000	0.005381	0.008854	177.000000	41406.609375
1A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Attached	Non-Ducted Heating	2000-09	0.578514	0.000000	0.100669	0.320817	17.000000	2141.596680
1A	Single-Family Attached	None	2000-09	0.578514	0.000000	0.100669	0.320817	17.000000	2141.596680
1A	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	66.000000	12879.999023
1A	Single-Family Detached	Ducted Heating	2000-09	0.985765	0.000000	0.005381	0.008854	177.000000	41406.609375
1A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Detached	Non-Ducted Heating	2000-09	0.578514	0.000000	0.100669	0.320817	17.000000	2141.596680
1A	Single-Family Detached	None	2000-09	0.578514	0.000000	0.100669	0.320817	17.000000	2141.596680
1A	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	6.000000	3353.898438
1A	Mobile Home	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000	11.000000	6929.973145
1A	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Mobile Home	Non-Ducted Heating	2010s	0.726896	0.000000	0.136552	0.136552	6.000000	1955.365234
1A	Mobile Home	None	2010s	0.726896	0.000000	0.136552	0.136552	6.000000	1955.365234
1A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	5.000000	1072.139771
1A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.978900	0.000000	0.021100	0.000000	40.000000	8845.522461
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000	13.000000	1359.474731
1A	Multi-Family with 2 - 4 Units	None	2010s	1.000000	0.000000	0.000000	0.000000	13.000000	1359.474731
1A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	5.000000	1072.139771
1A	Multi-Family with 5+ Units	Ducted Heating	2010s	0.978900	0.000000	0.021100	0.000000	40.000000	8845.522461
1A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000	13.000000	1359.474731
1A	Multi-Family with 5+ Units	None	2010s	1.000000	0.000000	0.000000	0.000000	13.000000	1359.474731
1A	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	66.000000	12879.999023
1A	Single-Family Attached	Ducted Heating	2010s	0.985765	0.000000	0.005381	0.008854	177.000000	41406.609375
1A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Attached	Non-Ducted Heating	2010s	0.578514	0.000000	0.100669	0.320817	17.000000	2141.596680
1A	Single-Family Attached	None	2010s	0.578514	0.000000	0.100669	0.320817	17.000000	2141.596680
1A	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	66.000000	12879.999023
1A	Single-Family Detached	Ducted Heating	2010s	0.985765	0.000000	0.005381	0.008854	177.000000	41406.609375
1A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Detached	Non-Ducted Heating	2010s	0.578514	0.000000	0.100669	0.320817	17.000000	2141.596680
1A	Single-Family Detached	None	2010s	0.578514	0.000000	0.100669	0.320817	17.000000	2141.596680
1A	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Mobile Home	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
1A	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
1A	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	1.000000	432.995209
1A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	1.000000	0.000000	0.000000	0.000000	4.000000	1941.206299
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.273746	0.726254	6.000000	1338.737671
1A	Multi-Family with 2 - 4 Units	None	<1940	0.000000	0.000000	0.273746	0.726254	6.000000	1338.737671
1A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	1.000000	432.995209
1A	Multi-Family with 5+ Units	Ducted Heating	<1940	1.000000	0.000000	0.000000	0.000000	4.000000	1941.206299
1A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.273746	0.726254	6.000000	1338.737671
1A	Multi-Family with 5+ Units	None	<1940	0.000000	0.000000	0.273746	0.726254	6.000000	1338.737671
1A	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	10.000000	3923.691650
1A	Single-Family Attached	Ducted Heating	<1940	0.913242	0.000000	0.024712	0.062046	25.000000	13363.401367
1A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Attached	Non-Ducted Heating	<1940	0.219372	0.000000	0.157263	0.623365	10.000000	2904.223145
1A	Single-Family Attached	None	<1940	0.219372	0.000000	0.157263	0.623365	10.000000	2904.223145
1A	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	10.000000	3923.691650
1A	Single-Family Detached	Ducted Heating	<1940	0.913242	0.000000	0.024712	0.062046	25.000000	13363.401367
1A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1A	Single-Family Detached	Non-Ducted Heating	<1940	0.219372	0.000000	0.157263	0.623365	10.000000	2904.223145
1A	Single-Family Detached	None	<1940	0.219372	0.000000	0.157263	0.623365	10.000000	2904.223145
2A	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Mobile Home	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
2A	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Mobile Home	Non-Ducted Heating	1940-59	0.000000	0.000000	0.000000	1.000000	3.000000	21122.730469
2A	Mobile Home	None	1940-59	0.000000	0.000000	0.000000	1.000000	3.000000	21122.730469
2A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	1.000000	3503.324707
2A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.895813	0.000000	0.000000	0.104187	16.000000	61374.789062
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.157615	0.000000	0.192165	0.650220	19.000000	34163.968750
2A	Multi-Family with 2 - 4 Units	None	1940-59	0.157615	0.000000	0.192165	0.650220	19.000000	34163.968750
2A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	1.000000	3503.324707
2A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.895813	0.000000	0.000000	0.104187	16.000000	61374.789062
2A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.157615	0.000000	0.192165	0.650220	19.000000	34163.968750
2A	Multi-Family with 5+ Units	None	1940-59	0.157615	0.000000	0.192165	0.650220	19.000000	34163.968750
2A	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	32.000000	113223.609375
2A	Single-Family Attached	Ducted Heating	1940-59	0.903220	0.000000	0.011928	0.084853	83.000000	311357.812500
2A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Single-Family Attached	Non-Ducted Heating	1940-59	0.098591	0.000000	0.032055	0.869354	56.000000	119261.203125
2A	Single-Family Attached	None	1940-59	0.098591	0.000000	0.032055	0.869354	56.000000	119261.203125
2A	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	32.000000	113223.609375
2A	Single-Family Detached	Ducted Heating	1940-59	0.903220	0.000000	0.011928	0.084853	83.000000	311357.812500
2A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Single-Family Detached	Non-Ducted Heating	1940-59	0.098591	0.000000	0.032055	0.869354	56.000000	119261.203125
2A	Single-Family Detached	None	1940-59	0.098591	0.000000	0.032055	0.869354	56.000000	119261.203125
2A	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	9.000000	85389.515625
2A	Mobile Home	Ducted Heating	1960-79	0.784691	0.000000	0.000000	0.215309	10.000000	98531.804688
2A	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Mobile Home	Non-Ducted Heating	1960-79	0.338418	0.000000	0.104256	0.557326	20.000000	95508.218750
2A	Mobile Home	None	1960-79	0.338418	0.000000	0.104256	0.557326	20.000000	95508.218750
2A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	11.000000	47136.503906
2A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.968885	0.000000	0.019153	0.011962	92.000000	347671.562500
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.579163	0.000000	0.043206	0.377631	21.000000	37566.417969
2A	Multi-Family with 2 - 4 Units	None	1960-79	0.579163	0.000000	0.043206	0.377631	21.000000	37566.417969
2A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	11.000000	47136.503906
2A	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.968885	0.000000	0.019153	0.011962	92.000000	347671.562500
2A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.579163	0.000000	0.043206	0.377631	21.000000	37566.417969
2A	Multi-Family with 5+ Units	None	1960-79	0.579163	0.000000	0.043206	0.377631	21.000000	37566.417969
2A	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	69.000000	237678.375000
2A	Single-Family Attached	Ducted Heating	1960-79	0.939910	0.000000	0.028352	0.031739	193.000000	687685.437500
2A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Single-Family Attached	Non-Ducted Heating	1960-79	0.338891	0.000000	0.143602	0.517507	57.000000	106149.773438
2A	Single-Family Attached	None	1960-79	0.338891	0.000000	0.143602	0.517507	57.000000	106149.773438
2A	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	69.000000	237678.375000
2A	Single-Family Detached	Ducted Heating	1960-79	0.939910	0.000000	0.028352	0.031739	193.000000	687685.437500
2A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Single-Family Detached	Non-Ducted Heating	1960-79	0.338891	0.000000	0.143602	0.517507	57.000000	106149.773438
2A	Single-Family Detached	None	1960-79	0.338891	0.000000	0.143602	0.517507	57.000000	106149.773438
2A	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	13.000000	131609.218750
2A	Mobile Home	Ducted Heating	1980-99	0.822492	0.000000	0.000000	0.177508	27.000000	300884.500000
2A	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Mobile Home	Non-Ducted Heating	1980-99	0.047955	0.000000	0.215389	0.736656	24.000000	133892.250000
2A	Mobile Home	None	1980-99	0.047955	0.000000	0.215389	0.736656	24.000000	133892.250000
2A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	13.000000	39999.871094
2A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.966721	0.000000	0.020607	0.012673	90.000000	328168.312500
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.722156	0.000000	0.184750	0.093094	32.000000	54298.750000
2A	Multi-Family with 2 - 4 Units	None	1980-99	0.722156	0.000000	0.184750	0.093094	32.000000	54298.750000
2A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	13.000000	39999.871094
2A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.966721	0.000000	0.020607	0.012673	90.000000	328168.312500
2A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.722156	0.000000	0.184750	0.093094	32.000000	54298.750000
2A	Multi-Family with 5+ Units	None	1980-99	0.722156	0.000000	0.184750	0.093094	32.000000	54298.750000
2A	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	116.000000	398127.437500
2A	Single-Family Attached	Ducted Heating	1980-99	0.966617	0.000000	0.010114	0.023269	245.000000	917907.250000
2A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Single-Family Attached	Non-Ducted Heating	1980-99	0.569054	0.000000	0.112543	0.318403	37.000000	70643.500000
2A	Single-Family Attached	None	1980-99	0.569054	0.000000	0.112543	0.318403	37.000000	70643.500000
2A	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	116.000000	398127.437500
2A	Single-Family Detached	Ducted Heating	1980-99	0.966617	0.000000	0.010114	0.023269	245.000000	917907.250000
2A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Single-Family Detached	Non-Ducted Heating	1980-99	0.569054	0.000000	0.112543	0.318403	37.000000	70643.500000
2A	Single-Family Detached	None	1980-99	0.569054	0.000000	0.112543	0.318403	37.000000	70643.500000
2A	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	6.000000	27136.085938
2A	Mobile Home	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000	11.000000	56069.781250
2A	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
2A	Mobile Home	Non-Ducted Heating	2000-09	0.726896	0.000000	0.136552	0.136552	6.000000	15820.682617
2A	Mobile Home	None	2000-09	0.726896	0.000000	0.136552	0.136552	6.000000	15820.682617
2A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	5.000000	8674.584961
2A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.978900	0.000000	0.021100	0.000000	40.000000	71568.320312
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
