occupants,lighting_interior,lighting_exterior,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures
1,0.0495,0.339,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0261,0.477,0.046
1,0.0495,0.339,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0174,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.339,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0305,0.492,0.391
1,0.342,0.331,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0523,0.551,0.897
0.869,0.433,0.308,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0937,0.626,1
0.41,0.452,0.271,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.155,0.641,0.92
0.246,0.456,0.226,0.289,0.811,0.529,0.529,1,1,0.84,0.205,0.641,0.77
0.246,0.443,0.181,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.244,0.641,0.644
0.246,0.426,0.12,0.301,0.791,0.391,0.391,0.872,0.872,1,0.268,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.288,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.34,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.388,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.427,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.449,0.715,0.448
0.541,0.567,0.286,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.464,0.775,0.586
0.885,0.736,0.361,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.547,0.79,0.69
0.885,0.895,0.451,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.719,0.745,0.69
0.885,0.928,0.624,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.845,0.701,0.632
1,0.807,0.737,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.78,0.671,0.552
1,0.5,0.64,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.492,0.596,0.437
1,0.249,0.444,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.224,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0958,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0479,0.492,0.069
1,0.0495,0.339,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0261,0.477,0.046
1,0.0495,0.339,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0174,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.339,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0305,0.492,0.391
1,0.342,0.331,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0523,0.551,0.897
0.869,0.433,0.308,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0937,0.626,1
0.41,0.452,0.271,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.155,0.641,0.92
0.246,0.456,0.226,0.289,0.811,0.529,0.529,1,1,0.84,0.205,0.641,0.77
0.246,0.443,0.181,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.244,0.641,0.644
0.246,0.426,0.12,0.301,0.791,0.391,0.391,0.872,0.872,1,0.268,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.288,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.34,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.388,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.427,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.449,0.715,0.448
0.541,0.567,0.286,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.464,0.775,0.586
0.885,0.736,0.361,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.547,0.79,0.69
0.885,0.895,0.451,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.719,0.745,0.69
0.885,0.928,0.624,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.845,0.701,0.632
1,0.807,0.737,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.78,0.671,0.552
1,0.5,0.64,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.492,0.596,0.437
1,0.249,0.444,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.224,0.537,0.299
1,0.124,0.345,0.042,0.791,0.122,0.122,0.104,0.104,0.123,0.0966,0.52,0.138
1,0.0743,0.345,0.042,0.771,0.0567,0.0567,0.0812,0.0812,0.0741,0.0483,0.49,0.069
1,0.0495,0.337,0.024,0.752,0.0405,0.0405,0.0464,0.0464,0.0494,0.0264,0.475,0.046
1,0.0495,0.337,0.024,0.732,0.0243,0.0243,0.0464,0.0464,0.0247,0.0176,0.46,0.0575
1,0.0529,0.345,0.042,0.712,0.0243,0.0243,0.0812,0.0812,0.0494,0.0242,0.475,0.115
1,0.14,0.337,0.066,0.712,0.0811,0.0811,0.128,0.128,0.0741,0.0308,0.49,0.391
1,0.33,0.33,0.15,0.752,0.162,0.162,0.255,0.255,0.198,0.0527,0.549,0.897
0.869,0.417,0.307,0.252,0.791,0.251,0.251,0.569,0.569,0.395,0.0944,0.623,1
0.41,0.427,0.27,0.276,0.811,0.47,0.47,0.847,0.847,0.593,0.156,0.638,0.92
0.246,0.424,0.225,0.288,0.811,0.527,0.527,0.998,0.998,0.84,0.206,0.638,0.77
0.246,0.411,0.18,0.252,0.791,0.454,0.454,0.975,0.975,0.963,0.246,0.638,0.644
0.246,0.394,0.12,0.3,0.791,0.389,0.389,0.87,0.87,1,0.27,0.653,0.54
0.246,0.382,0.0899,0.342,0.831,0.332,0.332,0.778,0.778,0.914,0.29,0.668,0.46
0.246,0.378,0.0824,0.276,0.831,0.373,0.373,0.696,0.696,0.827,0.343,0.668,0.402
0.246,0.378,0.0824,0.342,0.831,0.292,0.292,0.569,0.569,0.704,0.391,0.653,0.379
0.246,0.379,0.0899,0.264,0.811,0.308,0.308,0.603,0.603,0.753,0.431,0.683,0.356
0.295,0.386,0.142,0.552,0.87,0.308,0.308,0.58,0.58,0.679,0.452,0.713,0.448
0.541,0.412,0.285,0.9,0.949,0.397,0.397,0.569,0.569,0.667,0.468,0.772,0.586
0.885,0.484,0.36,0.702,0.989,0.705,0.705,0.569,0.569,0.63,0.551,0.787,0.69
0.885,0.619,0.45,0.36,0.949,0.9,0.9,0.569,0.569,0.63,0.725,0.742,0.69
0.885,0.783,0.622,0.21,0.93,0.73,0.73,0.569,0.569,0.642,0.852,0.698,0.632
1,0.88,0.734,0.15,0.91,0.543,0.543,0.545,0.545,0.667,0.786,0.668,0.552
1,0.597,0.637,0.096,0.87,0.357,0.357,0.371,0.371,0.543,0.496,0.594,0.437
1,0.249,0.442,0.066,0.811,0.251,0.251,0.197,0.197,0.296,0.226,0.534,0.299
1,0.124,0.345,0.042,0.791,0.122,0.122,0.104,0.104,0.123,0.0813,0.52,0.138
1,0.0743,0.345,0.042,0.771,0.0567,0.0567,0.0812,0.0812,0.0741,0.0395,0.49,0.069
1,0.0495,0.345,0.024,0.752,0.0405,0.0405,0.0464,0.0464,0.0494,0.0198,0.475,0.046
1,0.0495,0.345,0.024,0.732,0.0243,0.0243,0.0464,0.0464,0.0247,0.0154,0.46,0.0575
1,0.0529,0.345,0.042,0.712,0.0243,0.0243,0.0812,0.0812,0.0494,0.0242,0.475,0.115
1,0.14,0.277,0.066,0.712,0.0811,0.0811,0.128,0.128,0.0741,0.0395,0.49,0.391
1,0.33,0.262,0.15,0.752,0.162,0.162,0.255,0.255,0.198,0.0637,0.549,0.897
0.869,0.417,0.255,0.252,0.791,0.251,0.251,0.569,0.569,0.395,0.0879,0.623,1
0.41,0.427,0.247,0.276,0.811,0.47,0.47,0.847,0.847,0.593,0.108,0.638,0.92
0.246,0.424,0.21,0.288,0.811,0.527,0.527,0.998,0.998,0.84,0.127,0.638,0.77
0.246,0.411,0.165,0.252,0.791,0.454,0.454,0.975,0.975,0.963,0.143,0.638,0.644
0.246,0.394,0.112,0.3,0.791,0.389,0.389,0.87,0.87,1,0.158,0.653,0.54
0.246,0.382,0.0899,0.342,0.831,0.332,0.332,0.778,0.778,0.914,0.167,0.668,0.46
0.246,0.378,0.0824,0.276,0.831,0.373,0.373,0.696,0.696,0.827,0.189,0.668,0.402
0.246,0.378,0.0824,0.342,0.831,0.292,0.292,0.569,0.569,0.704,0.2,0.653,0.379
0.246,0.379,0.0899,0.264,0.811,0.308,0.308,0.603,0.603,0.753,0.224,0.683,0.356
0.295,0.386,0.142,0.552,0.87,0.308,0.308,0.58,0.58,0.679,0.279,0.713,0.448
0.541,0.412,0.277,0.9,0.949,0.397,0.397,0.569,0.569,0.667,0.343,0.772,0.586
0.885,0.484,0.367,0.702,0.989,0.705,0.705,0.569,0.569,0.63,0.461,0.787,0.69
0.885,0.619,0.487,0.36,0.949,0.9,0.9,0.569,0.569,0.63,0.646,0.742,0.69
0.885,0.783,0.682,0.21,0.93,0.73,0.73,0.569,0.569,0.642,0.797,0.698,0.632
1,0.88,0.787,0.15,0.91,0.543,0.543,0.545,0.545,0.667,0.756,0.668,0.552
1,0.597,0.682,0.096,0.87,0.357,0.357,0.371,0.371,0.543,0.457,0.594,0.437
1,0.249,0.472,0.066,0.811,0.251,0.251,0.197,0.197,0.296,0.198,0.534,0.299
1,0.124,0.345,0.042,0.791,0.122,0.122,0.104,0.104,0.123,0.0813,0.52,0.138
1,0.0743,0.345,0.042,0.771,0.0567,0.0567,0.0812,0.0812,0.0741,0.0395,0.49,0.069
1,0.0495,0.345,0.024,0.752,0.0405,0.0405,0.0464,0.0464,0.0494,0.0198,0.475,0.046
1,0.0495,0.345,0.024,0.732,0.0243,0.0243,0.0464,0.0464,0.0247,0.0154,0.46,0.0575
1,0.0529,0.345,0.042,0.712,0.0243,0.0243,0.0812,0.0812,0.0494,0.0242,0.475,0.115
1,0.14,0.277,0.066,0.712,0.0811,0.0811,0.128,0.128,0.0741,0.0395,0.49,0.391
1,0.33,0.262,0.15,0.752,0.162,0.162,0.255,0.255,0.198,0.0637,0.549,0.897
0.869,0.417,0.255,0.252,0.791,0.251,0.251,0.569,0.569,0.395,0.0879,0.623,1
0.41,0.427,0.247,0.276,0.811,0.47,0.47,0.847,0.847,0.593,0.108,0.638,0.92
0.246,0.424,0.21,0.288,0.811,0.527,0.527,0.998,0.998,0.84,0.127,0.638,0.77
0.246,0.411,0.165,0.252,0.791,0.454,0.454,0.975,0.975,0.963,0.143,0.638,0.644
0.246,0.394,0.112,0.3,0.791,0.389,0.389,0.87,0.87,1,0.158,0.653,0.54
0.246,0.382,0.0899,0.342,0.831,0.332,0.332,0.778,0.778,0.914,0.167,0.668,0.46
0.246,0.378,0.0824,0.276,0.831,0.373,0.373,0.696,0.696,0.827,0.189,0.668,0.402
0.246,0.378,0.0824,0.342,0.831,0.292,0.292,0.569,0.569,0.704,0.2,0.653,0.379
0.246,0.379,0.0899,0.264,0.811,0.308,0.308,0.603,0.603,0.753,0.224,0.683,0.356
0.295,0.386,0.142,0.552,0.87,0.308,0.308,0.58,0.58,0.679,0.279,0.713,0.448
0.541,0.412,0.277,0.9,0.949,0.397,0.397,0.569,0.569,0.667,0.343,0.772,0.586
0.885,0.484,0.367,0.702,0.989,0.705,0.705,0.569,0.569,0.63,0.461,0.787,0.69
0.885,0.619,0.487,0.36,0.949,0.9,0.9,0.569,0.569,0.63,0.646,0.742,0.69
0.885,0.783,0.682,0.21,0.93,0.73,0.73,0.569,0.569,0.642,0.797,0.698,0.632
1,0.88,0.787,0.15,0.91,0.543,0.543,0.545,0.545,0.667,0.756,0.668,0.552
1,0.597,0.682,0.096,0.87,0.357,0.357,0.371,0.371,0.543,0.457,0.594,0.437
1,0.249,0.472,0.066,0.811,0.251,0.251,0.197,0.197,0.296,0.198,0.534,0.299
1,0.124,0.345,0.042,0.791,0.122,0.122,0.104,0.104,0.123,0.0813,0.52,0.138
1,0.0743,0.345,0.042,0.771,0.0567,0.0567,0.0812,0.0812,0.0741,0.0395,0.49,0.069
1,0.0495,0.345,0.024,0.752,0.0405,0.0405,0.0464,0.0464,0.0494,0.0198,0.475,0.046
1,0.0495,0.345,0.024,0.732,0.0243,0.0243,0.0464,0.0464,0.0247,0.0154,0.46,0.0575
1,0.0529,0.345,0.042,0.712,0.0243,0.0243,0.0812,0.0812,0.0494,0.0242,0.475,0.115
1,0.14,0.277,0.066,0.712,0.0811,0.0811,0.128,0.128,0.0741,0.0395,0.49,0.391
1,0.33,0.262,0.15,0.752,0.162,0.162,0.255,0.255,0.198,0.0637,0.549,0.897
0.869,0.417,0.255,0.252,0.791,0.251,0.251,0.569,0.569,0.395,0.0879,0.623,1
0.41,0.427,0.247,0.276,0.811,0.47,0.47,0.847,0.847,0.593,0.108,0.638,0.92
0.246,0.424,0.21,0.288,0.811,0.527,0.527,0.998,0.998,0.84,0.127,0.638,0.77
0.246,0.411,0.165,0.252,0.791,0.454,0.454,0.975,0.975,0.963,0.143,0.638,0.644
0.246,0.394,0.112,0.3,0.791,0.389,0.389,0.87,0.87,1,0.158,0.653,0.54
0.246,0.382,0.0899,0.342,0.831,0.332,0.332,0.778,0.778,0.914,0.167,0.668,0.46
0.246,0.378,0.0824,0.276,0.831,0.373,0.373,0.696,0.696,0.827,0.189,0.668,0.402
0.246,0.378,0.0824,0.342,0.831,0.292,0.292,0.569,0.569,0.704,0.2,0.653,0.379
0.246,0.379,0.0899,0.264,0.811,0.308,0.308,0.603,0.603,0.753,0.224,0.683,0.356
0.295,0.386,0.142,0.552,0.87,0.308,0.308,0.58,0.58,0.679,0.279,0.713,0.448
0.541,0.412,0.277,0.9,0.949,0.397,0.397,0.569,0.569,0.667,0.343,0.772,0.586
0.885,0.484,0.367,0.702,0.989,0.705,0.705,0.569,0.569,0.63,0.461,0.787,0.69
0.885,0.619,0.487,0.36,0.949,0.9,0.9,0.569,0.569,0.63,0.646,0.742,0.69
0.885,0.783,0.682,0.21,0.93,0.73,0.73,0.569,0.569,0.642,0.797,0.698,0.632
1,0.88,0.787,0.15,0.91,0.543,0.543,0.545,0.545,0.667,0.756,0.668,0.552
1,0.597,0.682,0.096,0.87,0.357,0.357,0.371,0.371,0.543,0.457,0.594,0.437
1,0.249,0.472,0.066,0.811,0.251,0.251,0.197,0.197,0.296,0.198,0.534,0.299
1,0.124,0.345,0.042,0.791,0.122,0.122,0.104,0.104,0.123,0.0813,0.52,0.138
