occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.192,0.192,0,0.65,0.233,0,0.33,0.579,0.579,0.614,0.494,0.0963
0.667,0.343,0.343,0.517,0.15,0,0.717,0.3,0.692,0.692,0,0.232,0.121
0.667,0.334,0.334,0,0,0,0.917,0.31,0.692,0.692,0,0,0
0.667,0.322,0.322,0,0,0,0,0.319,0.705,0.705,0,0,0
0.333,0.181,0.181,0,0,0,0,0.284,0.591,0.591,0,0,0.149
0.333,0.18,0.18,0,0,0,0,0.302,0.591,0.591,0,0,0
0.333,0.182,0.182,0,0,0,0,0.316,0.585,0.585,0,0,0.186
0.333,0.196,0.196,0,0,0,0,0.321,0.597,0.597,0,0.0841,0.149
0.333,0.234,0.234,0,0,0.483,0,0.354,0.61,0.61,0,0.448,0.215
0.667,0.548,0.548,0,0,0,0.817,0.58,0.805,0.805,0,0,0.112
0.667,0.669,0.669,0,0,0,0,0.673,0.817,0.817,0,0,0.335
0.667,0.677,0.677,0,0.65,0,0,0.711,0.78,0.78,0.792,0,0.0743
0.667,0.565,0.565,0.767,0.15,0,0,0.748,0.742,0.742,0.143,0,0.0372
0.667,0.24,0.24,0,0,0,0,0.493,0.591,0.591,0,0,0.297
0.667,0.212,0.212,0,0,0,0,0.447,0.56,0.56,0,0,0.314
1,0.116,0.116,0,0,0,0,0.405,0.535,0.535,0,0,0
1,0.0743,0.0743,0,0,0,0,0.358,0.529,0.529,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0513,0.0513,0,0,0,0,0.326,0.51,0.51,0,0,0
1,0.0833,0.0833,0,0,0,0,0.34,0.516,0.516,0,0,0
1,0.253,0.253,0,0,0,0,0.487,0.617,0.617,0,0,0.448
0.667,0.316,0.316,0,0,0,0,0.524,0.68,0.68,0,0,0.313
0.333,0.192,0.192,0,0,0,0,0.33,0.579,0.579,0,0,0.222
0.333,0.196,0.196,0,0,0,0,0.279,0.579,0.579,0,0,0.264
0.333,0.192,0.192,0,0,0,0,0.284,0.579,0.579,0,0,0.292
0.333,0.186,0.186,0,0,0,0,0.288,0.585,0.585,0,0,0.157
0.333,0.181,0.181,0,0,0,0,0.284,0.591,0.591,0,0,0.112
0,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.333,0.182,0.182,0,0.15,0,0,0.316,0.585,0.585,0.458,0,0
0.333,0.196,0.196,0,0.65,0,0,0.321,0.597,0.597,0.538,0,0.187
0.667,0.418,0.418,0,0,0,0,0.449,0.755,0.755,0.634,0,0.158
0.667,0.548,0.548,0.25,0,0,0,0.58,0.805,0.805,0.378,0,0.127
0.667,0.669,0.669,0,0,0,0,0.673,0.817,0.817,0,0,0.0743
0.667,0.677,0.677,0,0,0,0,0.711,0.78,0.78,0,0,0.223
0.667,0.565,0.565,0,0,0,0,0.748,0.742,0.742,0,0,0
0.667,0.43,0.43,0,0,0,0,0.729,0.717,0.717,0,0,0.0372
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0.25,0,0.233,0,0.258,0.465,0.465,0,0.424,0
1,0.253,0.253,0.517,0,0.25,0.217,0.487,0.617,0.617,0,0.229,0
1,0.449,0.449,0,0,0,1,0.657,0.787,0.787,0,0,0
0.333,0.192,0.192,0,0,0,0.417,0.33,0.579,0.579,0,0,0
0.333,0.196,0.196,0,0,0,0,0.279,0.579,0.579,0,0,0.0743
0.333,0.192,0.192,0,0,0,0,0.284,0.579,0.579,0,0,0.112
0.333,0.186,0.186,0.25,0,0,0,0.288,0.585,0.585,0,0,0.186
0.333,0.181,0.181,1,0,0,0,0.284,0.591,0.591,0,0,0.186
0.333,0.18,0.18,0.3,0,0,0,0.302,0.591,0.591,0,0,0
0.333,0.182,0.182,0,0,0,0,0.316,0.585,0.585,0,0,0.0372
0.333,0.196,0.196,0,0,0,0,0.321,0.597,0.597,0,0,0.186
0.333,0.234,0.234,0,0,0,0,0.354,0.61,0.61,0,0,0.105
1,0.798,0.798,0,0,0,0,0.741,0.974,0.974,0,0,0.146
0.667,0.669,0.669,0,0,0,0,0.673,0.817,0.817,0,0,0.269
0.667,0.677,0.677,0,0,0,0,0.711,0.78,0.78,0,0,0.0372
0.667,0.565,0.565,0,0,0,0,0.748,0.742,0.742,0,0,0.347
0.667,0.24,0.24,0,0,0,0,0.493,0.591,0.591,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.112
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0743,0.0743,0,0,0,0,0.358,0.529,0.529,0,0,0.167
1,0.0578,0.0578,0,0,0,0,0.344,0.516,0.516,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.183,0.183,0,0,0,0,0.391,0.572,0.572,0,0,0.281
0.667,0.334,0.334,0,0,0,0,0.403,0.692,0.692,0,0,0.52
0.667,0.343,0.343,0,0,0,0,0.3,0.692,0.692,0,0,0.149
0,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.0372
0,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.0372
0,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.0372
0.333,0.18,0.18,0,0,0,0,0.302,0.591,0.591,0,0,0
0.333,0.182,0.182,0,0,0,0,0.316,0.585,0.585,0,0,0
0.333,0.196,0.196,0,0,0,0,0.321,0.597,0.597,0,0,0.153
0.333,0.234,0.234,0,0,0,0,0.354,0.61,0.61,0,0,0.186
0.667,0.548,0.548,0.417,0,0,0,0.58,0.805,0.805,0,0,0.0743
0.667,0.669,0.669,0.1,0,0.483,0,0.673,0.817,0.817,0,0.613,0.223
0.667,0.677,0.677,0.917,0,0,0.633,0.711,0.78,0.78,0,0.136,0.0743
1,0.823,0.823,0.367,0,0,1,0.993,0.88,0.88,0,0,0.08
1,0.621,0.621,0,0,0,0,0.965,0.843,0.843,0,0,0.112
1,0.536,0.536,0,0,0,0,0.825,0.749,0.749,0,0,0.0372
1,0.116,0.116,0,0,0,0,0.405,0.535,0.535,0,0,0.0882
1,0.0743,0.0743,0,0,0,0,0.358,0.529,0.529,0,0,0
1,0.0578,0.0578,0,0,0,0,0.344,0.516,0.516,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.123
1,0.0833,0.0833,0,0,0,0,0.34,0.516,0.516,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.108
0.667,0.183,0.183,0,0,0,0,0.391,0.572,0.572,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.343,0.343,0,0,0,0,0.3,0.692,0.692,0,0,0.19
0.667,0.334,0.334,0,0,0,0,0.31,0.692,0.692,0,0,0.242
0.667,0.322,0.322,0,0,0,0,0.319,0.705,0.705,0,0,0.351
0.667,0.313,0.313,0,0,0,0,0.31,0.717,0.717,0,0,0.184
0.333,0.18,0.18,0,0,0,0,0.302,0.591,0.591,0,0,0.0743
0.667,0.182,0.182,0,0,0,0,0.316,0.585,0.585,0,0,0.149
0.667,0.196,0.196,0,0,0,0,0.321,0.597,0.597,0,0,0.0372
0.667,0.418,0.418,0,0,0,0,0.449,0.755,0.755,0,0,0.186
0.667,0.548,0.548,0,0,0,0,0.58,0.805,0.805,0.1,0,0.186
0.667,0.669,0.669,0,0.817,0,0,0.673,0.817,0.817,0.438,0,0.149
0.667,0.677,0.677,0,0.25,0,0,0.711,0.78,0.78,0,0,0.0372
0.667,0.565,0.565,0,0,0,0,0.748,0.742,0.742,0,0,0.119
1,0.621,0.621,0,0,0,0,0.965,0.843,0.843,0,0,0.206
1,0.374,0.374,0,0,0,0,0.636,0.655,0.655,0,0,0.223
1,0.183,0.183,0,0,0,0,0.552,0.605,0.605,0,0,0.166
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.0502
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.333,0.196,0.196,0,0,0,0,0.279,0.579,0.579,0,0,0.145
0.333,0.192,0.192,0,0,0,0,0.284,0.579,0.579,0,0,0.0978
0.667,0.322,0.322,0,0,0,0,0.319,0.705,0.705,0,0,0
0.667,0.313,0.313,0,0,0,0,0.31,0.717,0.717,0,0,0.0887
0.667,0.311,0.311,0,0,0,0,0.347,0.717,0.717,0,0,0.115
0.333,0.182,0.182,0,0,0,0,0.316,0.585,0.585,0,0,0.149
0.333,0.196,0.196,0,0,0.717,0,0.321,0.597,0.597,0,0.511,0.149
0.667,0.418,0.418,0,0,0,0.483,0.449,0.755,0.755,0,0,0.52
0.667,0.548,0.548,0,0,0,0.867,0.58,0.805,0.805,0,0,0.372
0.667,0.669,0.669,0,0.4,0,0,0.673,0.817,0.817,0.508,0,0.301
1,0.991,0.991,0,0.667,0.233,0,0.937,0.937,0.937,0.139,0.635,0
0.667,0.565,0.565,0,0,0,0.533,0.748,0.742,0.742,0,0.601,0.0372
0.667,0.43,0.43,0,0,0,0,0.729,0.717,0.717,0,0,0.117
1,0.536,0.536,0,0,0,0,0.825,0.749,0.749,0,0,0.368
1,0.183,0.183,0,0,0,0,0.552,0.605,0.605,0,0,0.221
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.253,0.253,0,0,0,0,0.487,0.617,0.617,0,0,0.271
0.667,0.316,0.316,0,0,0,0,0.524,0.68,0.68,0,0,0
0.667,0.192,0.192,0,0,0,0,0.33,0.579,0.579,0,0,0.0372
0.667,0.343,0.343,0,0,0,0,0.3,0.692,0.692,0,0.106,0.263
0.667,0.334,0.334,0,0,0.717,0,0.31,0.692,0.692,0,0.508,0.118
0.333,0.186,0.186,0,0,0,0.733,0.288,0.585,0.585,0,0.454,0.0372
0.333,0.181,0.181,0,0,0,0.9,0.284,0.591,0.591,0,0.731,0
0.333,0.18,0.18,0,0,0,0,0.302,0.591,0.591,0,0.633,0
0.333,0.182,0.182,0,0,0,0,0.316,0.585,0.585,0,0,0.322
0.667,0.343,0.343,0,0,0,0,0.384,0.73,0.73,0,0,0.0173
0.333,0.234,0.234,0,0,0,0,0.354,0.61,0.61,0,0,0.186
0.333,0.299,0.299,0,0.15,0,0,0.419,0.635,0.635,0.391,0,0.297
0.667,0.669,0.669,0,0.65,0,0,0.673,0.817,0.817,0.653,0,0.149
0.667,0.677,0.677,0,0,0,0,0.711,0.78,0.78,0.173,0,0.149
0.667,0.565,0.565,0,0,0,0,0.748,0.742,0.742,0,0,0.26
0.667,0.24,0.24,0,0,0,0,0.493,0.591,0.591,0,0,0
1,0.212,0.212,0,0,0,0,0.447,0.56,0.56,0,0,0.0372
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.112
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.112
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.151,0.151,0,0,0,0,0.372,0.541,0.541,0,0,0.203
1,0.316,0.316,0,0,0,0,0.524,0.68,0.68,0,0,0.0697
0.667,0.334,0.334,0,0,0,0,0.403,0.692,0.692,0,0,0.414
0.333,0.196,0.196,0,0,0,0,0.279,0.579,0.579,0,0,0.247
0.333,0.192,0.192,0.25,0,0,0,0.284,0.579,0.579,0,0,0.163
0.667,0.322,0.322,0.5,0,0,0,0.319,0.705,0.705,0,0,0.135
0.667,0.313,0.313,0.0167,0,0,0,0.31,0.717,0.717,0,0,0.112
0.333,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.0743
0.333,0.0495,0.0495,0.25,0,0.233,0,0.258,0.465,0.465,0,0.502,0.0372
0.667,0.343,0.343,0,0,0,0.967,0.384,0.73,0.73,0,0,0.0372
1,0.602,0.602,0,0,0,0.117,0.545,0.899,0.899,0,0,0.149
0.667,0.548,0.548,0.25,0,0,0,0.58,0.805,0.805,0,0,0.149
0.667,0.669,0.669,0,0,0,0,0.673,0.817,0.817,0,0,0.223
0.667,0.677,0.677,0,0,0.483,0,0.711,0.78,0.78,0,0.124,0.315
1,0.565,0.565,0,0,0,0.267,0.748,0.742,0.742,0,0,0.112
1,0.24,0.24,0,0,0,0,0.493,0.591,0.591,0,0,0.535
1,0.212,0.212,0,0,0,0,0.447,0.56,0.56,0,0,0.111
1,0.116,0.116,0,0,0,0,0.405,0.535,0.535,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0833,0.0833,0.25,0,0,0,0.34,0.516,0.516,0,0,0.194
0.667,0.253,0.253,0,0,0,0,0.487,0.617,0.617,0,0,0.118
0.333,0.183,0.183,0.517,0,0,0,0.391,0.572,0.572,0,0,0
0.333,0.192,0.192,0,0,0,0,0.33,0.579,0.579,0,0,0
0.333,0.196,0.196,0,0,0,0,0.279,0.579,0.579,0,0,0.0743
0.333,0.192,0.192,0,0,0,0,0.284,0.579,0.579,0,0,0.297
0.333,0.186,0.186,0,0,0,0,0.288,0.585,0.585,0,0,0.0372
0.333,0.181,0.181,0,0,0,0,0.284,0.591,0.591,0,0,0.112
0.333,0.18,0.18,0,0,0,0,0.302,0.591,0.591,0,0,0.0372
0.333,0.182,0.182,0,0,0,0,0.316,0.585,0.585,0,0,0.0372
0.333,0.196,0.196,0,0,0,0,0.321,0.597,0.597,0,0,0.0372
0.667,0.418,0.418,0,0,0,0,0.449,0.755,0.755,0,0,0.112
0.667,0.548,0.548,0,0,0,0,0.58,0.805,0.805,0.204,0,0.0372
1,0.979,0.979,0,0.8,0,0,0.881,0.993,0.993,0.753,0,0.149
1,0.991,0.991,0,0,0,0,0.937,0.937,0.937,0,0,0.149
1,0.823,0.823,0,0,0,0,0.993,0.88,0.88,0,0,0
0.667,0.43,0.43,0,0,0,0,0.729,0.717,0.717,0,0,0.267
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.344,0.51,0.51,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0532,0.0532,0,0,0,0,0.394,0.555,0.555,0,0,0.268
1,0.0833,0.0833,0,0,0,0,0.34,0.516,0.516,0,0,0.324
1,0.151,0.151,0.25,0,0,0,0.372,0.541,0.541,0,0,0.133
1,0.316,0.316,0,0,0,0,0.524,0.68,0.68,0,0,0.228
0.667,0.192,0.192,0,0,0,0,0.33,0.579,0.579,0,0,0.421
0.667,0.196,0.196,0,0,0,0,0.279,0.579,0.579,0,0,0.403
0.667,0.192,0.192,0,0,0,0,0.284,0.579,0.579,0,0,0.132
0.333,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.186
0.333,0.181,0.181,0,0,0,0,0.284,0.591,0.591,0,0,0.158
0.333,0.18,0.18,0,0,0,0,0.302,0.591,0.591,0,0,0
0.333,0.182,0.182,0,0,0,0,0.316,0.585,0.585,0,0,0.224
1,0.343,0.343,0,0,0,0,0.384,0.73,0.73,0,0,0.43
1,0.602,0.602,0,0,0,0,0.545,0.899,0.899,0.243,0,0.497
0.667,0.548,0.548,0,0.9,0,0,0.58,0.805,0.805,0.481,0,0.52
0.667,0.669,0.669,0,0.45,0,0,0.673,0.817,0.817,0,0,0.113
0.333,0.363,0.363,0,0,0.233,0,0.484,0.622,0.622,0,0.382,0.112
0.333,0.307,0.307,0,0,0,0.533,0.503,0.604,0.604,0,0,0
0.667,0.43,0.43,0,0,0,0,0.729,0.717,0.717,0,0,0
0.667,0.374,0.374,0,0,0,0,0.636,0.655,0.655,0,0,0.0743
0.667,0.116,0.116,0,0,0,0,0.405,0.535,0.535,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.0867
1,0.0578,0.0578,0,0,0,0,0.344,0.516,0.516,0,0,0.0347
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.14
1,0.0532,0.0532,0.917,0,0,0,0.394,0.555,0.555,0,0,0.222
1,0.117,0.117,0.633,0,0,0,0.422,0.567,0.567,0,0,0.199
1,0.355,0.355,0,0,0,0,0.601,0.693,0.693,0,0,0.0797
1,0.449,0.449,0,0,0,0,0.657,0.787,0.787,0,0,0.111
1,0.477,0.477,0,0,0,0,0.475,0.806,0.806,0,0,0.438
1,0.49,0.49,0,0,0,0,0.322,0.806,0.806,0,0,0.483
0.667,0.334,0.334,0,0,0,0,0.31,0.692,0.692,0,0,0.394
0.667,0.322,0.322,0,0,0,0,0.319,0.705,0.705,0,0,0.34
0.333,0.181,0.181,0,0,0,0,0.284,0.591,0.591,0,0,0.216
0.333,0.18,0.18,0,0,0,0,0.302,0.591,0.591,0,0,0
0.333,0.182,0.182,0.167,0,0,0,0.316,0.585,0.585,0,0,0.0743
0.333,0.196,0.196,0.0833,0,0,0,0.321,0.597,0.597,0,0,0.335
0.333,0.234,0.234,0,0,0,0,0.354,0.61,0.61,0,0,0.0743
0.667,0.299,0.299,0,0,0,0,0.419,0.635,0.635,0,0,0.0743
0.667,0.359,0.359,0,0,0,0,0.465,0.641,0.641,0,0.0749,0.0372
0.667,0.363,0.363,0,0,0.717,0,0.484,0.622,0.622,0,0.56,0.0743
0.667,0.565,0.565,0,0,0,0.267,0.748,0.742,0.742,0,0.131,0.0791
0.667,0.43,0.43,0,0,0,0,0.729,0.717,0.717,0,0,0.049
1,0.374,0.374,0,0,0,0,0.636,0.655,0.655,0,0,0
1,0.116,0.116,0,0,0,0,0.405,0.535,0.535,0,0,0.0372
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.0372
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0495,0.0495,0.417,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.343,0.343,0.35,0.567,0,0,0.3,0.692,0.692,0.798,0,0
1,0.477,0.477,0,0.233,0,0,0.336,0.806,0.806,0.15,0,0
1,0.458,0.458,0,0,0,0,0.35,0.824,0.824,0,0,0.0743
0.333,0.181,0.181,0,0,0,0,0.284,0.591,0.591,0,0,0.0372
0.667,0.311,0.311,0,0,0,0,0.347,0.717,0.717,0.0724,0,0.0743
0.667,0.315,0.315,0,0.817,0,0,0.375,0.705,0.705,0.896,0,0.223
0.667,0.343,0.343,0,0.25,0,0,0.384,0.73,0.73,0,0,0.0372
0.333,0.234,0.234,0,0,0,0,0.354,0.61,0.61,0,0,0.112
0.667,0.548,0.548,0.417,0,0,0,0.58,0.805,0.805,0,0,0.0743
0.667,0.669,0.669,0.1,0,0,0,0.673,0.817,0.817,0,0,0.335
1,0.991,0.991,0,0,0,0,0.937,0.937,0.937,0,0,0.0743
1,0.823,0.823,0,0,0,0,0.993,0.88,0.88,0,0,0.149
1,0.43,0.43,0,0,0,0,0.729,0.717,0.717,0,0,0.26
1,0.212,0.212,0,0,0,0,0.447,0.56,0.56,0,0,0.0372
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0.0372
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0495,0.0495,0,0,0,0,0.258,0.465,0.465,0,0,0
