Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Heat Pump	Dependency=HVAC System Is Shared	Option=None	Option=Propane Boiler, 80% AFUE	Option=Propane Boiler, 76% AFUE	Option=Propane Boiler, 72% AFUE	Option=Propane Furnace, 96% AFUE	Option=Propane Furnace, 92% AFUE	Option=Propane Furnace, 80% AFUE	Option=Propane Furnace, 76% AFUE	Option=Propane Furnace, 60% AFUE	Option=Propane Wall/Floor Furnace, 68% AFUE	Option=Propane Wall/Floor Furnace, 60% AFUE
CR03	<1940	Propane	No	Only Cooling Shared	0.000000	0.402292	0.032618	0.000000	0.000000	0.172831	0.332626	0.000000	0.000000	0.041743	0.017890
CR04	1950s	Propane	No	Only Cooling Shared	0.000000	0.024316	0.004821	0.006595	0.000000	0.225878	0.456293	0.227372	0.054724	0.000000	0.000000
CR04	1960s	Propane	No	Only Cooling Shared	0.000000	0.058096	0.013799	0.021035	0.000000	0.227337	0.438526	0.196136	0.045070	0.000000	0.000000
CR04	1970s	Propane	No	Only Cooling Shared	0.000000	0.012039	0.001986	0.002338	0.000000	0.217028	0.418735	0.251464	0.066319	0.018778	0.011313
CR04	1980s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.195953	0.351631	0.326347	0.101060	0.014857	0.010152
CR04	1990s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.012721	0.211965	0.764397	0.010916	0.000000	0.000000	0.000000
CR04	2000s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.043509	0.503883	0.446166	0.006442	0.000000	0.000000	0.000000
CR04	<1940	Propane	No	Only Cooling Shared	0.000000	0.113706	0.009219	0.000000	0.000000	0.297404	0.572377	0.000000	0.000000	0.005105	0.002188
CR06	1950s	Propane	No	Only Cooling Shared	0.000000	0.088364	0.017520	0.023967	0.000000	0.184638	0.372985	0.185860	0.044732	0.043647	0.038287
CR06	1960s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.250628	0.483454	0.216231	0.049687	0.000000	0.000000
CR06	1970s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.227601	0.439134	0.263715	0.069550	0.000000	0.000000
CR06	1980s	Propane	No	Only Cooling Shared	0.000000	0.037537	0.013712	0.024692	0.000000	0.173461	0.311269	0.288888	0.089460	0.036227	0.024753
CR06	1990s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.004792	0.037434	0.952829	0.004945	0.000000	0.000000	0.000000
CR06	2000s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.020244	0.240299	0.736909	0.002547	0.000000	0.000000	0.000000
CR06	<1940	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.289516	0.557196	0.000000	0.000000	0.107301	0.045986
CR07	1950s	Propane	No	Only Cooling Shared	0.000000	0.146561	0.029059	0.039752	0.000000	0.182452	0.368568	0.183659	0.044203	0.003061	0.002685
CR07	1960s	Propane	No	Only Cooling Shared	0.000000	0.204147	0.048490	0.073917	0.000000	0.158114	0.304997	0.136414	0.031346	0.024666	0.017909
CR07	1970s	Propane	No	Only Cooling Shared	0.000000	0.076509	0.012622	0.014855	0.000000	0.199877	0.385643	0.231591	0.061078	0.011123	0.006701
CR07	1980s	Propane	No	Only Cooling Shared	0.000000	0.110911	0.040516	0.072956	0.000000	0.149121	0.267592	0.248351	0.076907	0.019988	0.013658
CR07	1990s	Propane	No	Only Cooling Shared	0.000000	0.104130	0.008443	0.000000	0.044458	0.484163	0.358805	0.000000	0.000000	0.000000	0.000000
CR07	2000s	Propane	No	Only Cooling Shared	0.000000	0.057274	0.004644	0.000000	0.074003	0.618958	0.241759	0.003363	0.000000	0.000000	0.000000
CR07	<1940	Propane	No	Only Cooling Shared	0.000000	0.317880	0.025774	0.000000	0.000000	0.222190	0.427622	0.000000	0.000000	0.004574	0.001960
CR08	1950s	Propane	No	Only Cooling Shared	0.000000	0.030997	0.006146	0.008407	0.000000	0.191709	0.387268	0.192977	0.046445	0.072475	0.063575
CR08	1960s	Propane	No	Only Cooling Shared	0.000000	0.009731	0.002311	0.003523	0.000000	0.219790	0.423968	0.189625	0.043573	0.062268	0.045209
CR08	1970s	Propane	No	Only Cooling Shared	0.000000	0.015405	0.002541	0.002991	0.000000	0.210216	0.405593	0.243572	0.064238	0.034599	0.020845
CR08	1980s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.194372	0.348794	0.323714	0.100245	0.019530	0.013345
CR08	1990s	Propane	No	Only Cooling Shared	0.000000	0.002730	0.000221	0.000000	0.021986	0.366238	0.583797	0.012942	0.000000	0.008459	0.003625
CR08	2000s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.035075	0.458821	0.499026	0.007077	0.000000	0.000000	0.000000
CR08	<1940	Propane	No	Only Cooling Shared	0.000000	0.096534	0.007827	0.000000	0.000000	0.262071	0.504375	0.000000	0.000000	0.090435	0.038758
CR09	1950s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.192378	0.388619	0.193650	0.046607	0.095220	0.083527
CR09	1960s	Propane	No	Only Cooling Shared	0.000000	0.008298	0.001971	0.003005	0.000000	0.214589	0.413936	0.185138	0.042542	0.075618	0.054902
CR09	1970s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.204579	0.394715	0.237039	0.062515	0.063123	0.038029
CR09	1980s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.184435	0.330963	0.307165	0.095120	0.048902	0.033414
CR09	1990s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.073304	0.242455	0.663983	0.010741	0.000000	0.006661	0.002855
CR09	2000s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.067516	0.267704	0.647418	0.007135	0.000000	0.007158	0.003068
CR09	<1940	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.226369	0.435664	0.000000	0.000000	0.236577	0.101390
CR10	1950s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.136609	0.275962	0.137513	0.033096	0.222043	0.194777
CR10	1960s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.250628	0.483454	0.216231	0.049687	0.000000	0.000000
CR10	1970s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.207998	0.401312	0.241001	0.063560	0.053748	0.032381
CR10	1980s	Propane	No	Only Cooling Shared	0.000000	0.024357	0.008898	0.016022	0.000000	0.175011	0.314051	0.291470	0.090260	0.047485	0.032446
CR10	1990s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.002150	0.016692	0.923656	0.037317	0.000000	0.014130	0.006056
CR10	2000s	Propane	No	Only Cooling Shared	0.000000	0.027851	0.002258	0.000000	0.062283	0.224638	0.664132	0.018838	0.000000	0.000000	0.000000
CR10	<1940	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.341930	0.658070	0.000000	0.000000	0.000000	0.000000
CR11	1950s	Propane	No	Only Cooling Shared	0.000000	0.004925	0.000977	0.001336	0.000000	0.174981	0.353476	0.176139	0.042393	0.130925	0.114848
CR11	1960s	Propane	No	Only Cooling Shared	0.000000	0.006133	0.001457	0.002221	0.000000	0.195450	0.377016	0.168625	0.038748	0.121869	0.088482
CR11	1970s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.213134	0.411222	0.246952	0.065129	0.039666	0.023897
CR11	1980s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.193678	0.347549	0.322559	0.099887	0.021581	0.014746
CR11	1990s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.037777	0.389983	0.532625	0.003065	0.000000	0.025585	0.010965
CR11	2000s	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.053423	0.435923	0.506677	0.003977	0.000000	0.000000	0.000000
CR11	<1940	Propane	No	Only Cooling Shared	0.000000	0.000000	0.000000	0.000000	0.000000	0.200683	0.386230	0.000000	0.000000	0.289161	0.123926
CR02	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	1980s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	1990s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	2000s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1980s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1990s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	2000s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1980s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1990s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	2000s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1980s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1990s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	2000s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR06	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR06	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR06	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR06	1980s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR06	1990s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR06	2000s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR06	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR07	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR07	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR07	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR07	1980s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR07	1990s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR07	2000s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR07	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR08	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR08	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR08	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR08	1980s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR08	1990s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR08	2000s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR08	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR09	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR09	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR09	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR09	1980s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR09	1990s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR09	2000s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR09	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR10	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR10	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR10	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR10	1980s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR10	1990s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR10	2000s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR10	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR11	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR11	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR11	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR11	1980s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR11	1990s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR11	2000s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR11	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	1950s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	1960s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	1970s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	1980s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	1990s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	2000s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	<1940	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1950s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1960s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1970s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1980s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1990s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	2000s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	<1940	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1950s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1960s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1970s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1980s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1990s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	2000s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	<1940	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1950s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1960s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1970s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1980s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1990s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	2000s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	<1940	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
