Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	sampling_probability
CR11	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0
CR11	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0
CR11	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0
CR11	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0
CR11	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0
CR11	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0
CR11	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0
CR11	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0
CR11	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0
CR11	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0
CR11	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0
CR11	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0
CR11	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0
CR11	2000s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0
CR11	2010s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0
CR11	<1940	Single-Family Attached	Heated Basement	0	1	0	0	0.000323292
CR11	1940s	Single-Family Attached	Heated Basement	0	1	0	0	3.62615e-05
CR11	1950s	Single-Family Attached	Heated Basement	0	1	0	0	4.00259e-05
CR11	1960s	Single-Family Attached	Heated Basement	0	1	0	0	1.5272e-05
CR11	1970s	Single-Family Attached	Heated Basement	0	1	0	0	2.83178e-05
CR11	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0
CR11	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0
CR11	2000s	Single-Family Attached	Heated Basement	0	1	0	0	1.20798e-05
CR11	2010s	Single-Family Attached	Heated Basement	0	1	0	0	5.58722e-06
CR11	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0.00169924
CR11	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0.000281518
CR11	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0.000539376
CR11	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0.000156284
CR11	1970s	Single-Family Detached	Heated Basement	0	1	0	0	8.28787e-05
CR11	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0
CR11	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0
CR11	2000s	Single-Family Detached	Heated Basement	0	1	0	0	5.29579e-05
CR11	2010s	Single-Family Detached	Heated Basement	0	1	0	0	2.37203e-05
CR11	<1940	Mobile Home	Slab	1	0	0	0	0
CR11	1940s	Mobile Home	Slab	1	0	0	0	0
CR11	1950s	Mobile Home	Slab	1	0	0	0	0
CR11	1960s	Mobile Home	Slab	1	0	0	0	0
CR11	1970s	Mobile Home	Slab	1	0	0	0	0
CR11	1980s	Mobile Home	Slab	1	0	0	0	0
CR11	1990s	Mobile Home	Slab	1	0	0	0	0
CR11	2000s	Mobile Home	Slab	1	0	0	0	0
CR11	2010s	Mobile Home	Slab	1	0	0	0	0
CR11	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0.00604879
CR11	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0.00509781
CR11	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0.00662999
CR11	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0.00829336
CR11	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0.00792561
CR11	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0.00599924
CR11	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0.00360356
CR11	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0.00264458
CR11	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0.00130527
CR11	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0.0141982
CR11	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0.0124688
CR11	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0.0241206
CR11	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0.0528849
CR11	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0.0646948
CR11	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0.0563321
CR11	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0.0301209
CR11	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0.0315069
CR11	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0.0195892
CR11	<1940	Single-Family Attached	Slab	1	0	0	0	0.00390939
CR11	1940s	Single-Family Attached	Slab	1	0	0	0	0.00328255
CR11	1950s	Single-Family Attached	Slab	1	0	0	0	0.00362332
CR11	1960s	Single-Family Attached	Slab	1	0	0	0	0.00321802
CR11	1970s	Single-Family Attached	Slab	1	0	0	0	0.00596696
CR11	1980s	Single-Family Attached	Slab	1	0	0	0	0.00555905
CR11	1990s	Single-Family Attached	Slab	1	0	0	0	0.00251848
CR11	2000s	Single-Family Attached	Slab	1	0	0	0	0.00224711
CR11	2010s	Single-Family Attached	Slab	1	0	0	0	0.00103934
CR11	<1940	Single-Family Detached	Slab	1	0	0	0	0.0205475
CR11	1940s	Single-Family Detached	Slab	1	0	0	0	0.0254846
CR11	1950s	Single-Family Detached	Slab	1	0	0	0	0.0488273
CR11	1960s	Single-Family Detached	Slab	1	0	0	0	0.032932
CR11	1970s	Single-Family Detached	Slab	1	0	0	0	0.0174641
CR11	1980s	Single-Family Detached	Slab	1	0	0	0	0.0128222
CR11	1990s	Single-Family Detached	Slab	1	0	0	0	0.00951632
CR11	2000s	Single-Family Detached	Slab	1	0	0	0	0.00985176
CR11	2010s	Single-Family Detached	Slab	1	0	0	0	0.00441268
CR11	<1940	Mobile Home	Unheated Basement	0	1	0	0	0
CR11	1940s	Mobile Home	Unheated Basement	0	1	0	0	0
CR11	1950s	Mobile Home	Unheated Basement	0	1	0	0	0
CR11	1960s	Mobile Home	Unheated Basement	0	1	0	0	0
CR11	1970s	Mobile Home	Unheated Basement	0	1	0	0	0
CR11	1980s	Mobile Home	Unheated Basement	0	0.13	0.19	0.67	0
CR11	1990s	Mobile Home	Unheated Basement	0	0.11	0.13	0.76	0
CR11	2000s	Mobile Home	Unheated Basement	0	0.45	0.41	0.14	0
CR11	2010s	Mobile Home	Unheated Basement	0	0.45	0.41	0.14	0
CR11	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0.00437805
CR11	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0.000178993
CR11	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0.00023279
CR11	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0.000239553
CR11	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0.000228931
CR11	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.13	0.19	0.67	3.68712e-05
CR11	1990s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.11	0.13	0.76	2.21474e-05
CR11	2000s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.45	0.41	0.14	4.26517e-05
CR11	2010s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.45	0.41	0.14	2.10514e-05
CR11	<1940	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0.0102765
CR11	1940s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0.000437802
CR11	1950s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0.000846912
CR11	1960s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0.00152758
CR11	1970s	Multi-Family with 5+ Units	Unheated Basement	0	1	0	0	0.00186871
CR11	1980s	Multi-Family with 5+ Units	Unheated Basement	0	0.13	0.19	0.67	0.000346216
CR11	1990s	Multi-Family with 5+ Units	Unheated Basement	0	0.11	0.13	0.76	0.000185123
CR11	2000s	Multi-Family with 5+ Units	Unheated Basement	0	0.45	0.41	0.14	0.000508143
CR11	2010s	Multi-Family with 5+ Units	Unheated Basement	0	0.45	0.41	0.14	0.000315934
CR11	<1940	Single-Family Attached	Unheated Basement	0	1	0	0	0.00282959
CR11	1940s	Single-Family Attached	Unheated Basement	0	1	0	0	0.000115257
CR11	1950s	Single-Family Attached	Unheated Basement	0	1	0	0	0.000127222
CR11	1960s	Single-Family Attached	Unheated Basement	0	1	0	0	9.29503e-05
CR11	1970s	Single-Family Attached	Unheated Basement	0	1	0	0	0.000172352
CR11	1980s	Single-Family Attached	Unheated Basement	0	0.13	0.19	0.67	3.41658e-05
CR11	1990s	Single-Family Attached	Unheated Basement	0	0.11	0.13	0.76	1.54785e-05
CR11	2000s	Single-Family Attached	Unheated Basement	0	0.45	0.41	0.14	3.62421e-05
CR11	2010s	Single-Family Attached	Unheated Basement	0	0.45	0.41	0.14	1.67628e-05
CR11	<1940	Single-Family Detached	Unheated Basement	0	1	0	0	0.0148721
CR11	1940s	Single-Family Detached	Unheated Basement	0	1	0	0	0.000894817
CR11	1950s	Single-Family Detached	Unheated Basement	0	1	0	0	0.00171443
CR11	1960s	Single-Family Detached	Unheated Basement	0	1	0	0	0.000951219
CR11	1970s	Single-Family Detached	Unheated Basement	0	1	0	0	0.000504439
CR11	1980s	Single-Family Detached	Unheated Basement	0	0.13	0.19	0.67	7.88035e-05
CR11	1990s	Single-Family Detached	Unheated Basement	0	0.11	0.13	0.76	5.84862e-05
CR11	2000s	Single-Family Detached	Unheated Basement	0	0.45	0.41	0.14	0.000158886
CR11	2010s	Single-Family Detached	Unheated Basement	0	0.45	0.41	0.14	7.11661e-05
CR11	<1940	Mobile Home	Unvented Crawlspace	0	1	0	0	0
CR11	1940s	Mobile Home	Unvented Crawlspace	0	1	0	0	0
CR11	1950s	Mobile Home	Unvented Crawlspace	0	1	0	0	0
CR11	1960s	Mobile Home	Unvented Crawlspace	0	1	0	0	0
CR11	1970s	Mobile Home	Unvented Crawlspace	0	1	0	0	0
CR11	1980s	Mobile Home	Unvented Crawlspace	0	1	0	0	0
CR11	1990s	Mobile Home	Unvented Crawlspace	0	1	0	0	0
CR11	2000s	Mobile Home	Unvented Crawlspace	0	1	0	0	0
CR11	2010s	Mobile Home	Unvented Crawlspace	0	1	0	0	0
CR11	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	0
CR11	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	0
CR11	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	0
CR11	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	0
CR11	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	0
CR11	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	0.000102757
CR11	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	6.17229e-05
CR11	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	2.56126e-05
CR11	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	2.16707e-05
CR11	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0
CR11	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0
CR11	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0.000867463
CR11	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0.000463835
CR11	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0.000305785
CR11	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0.000172707
CR11	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0
CR11	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0
CR11	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0
CR11	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0
CR11	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0
CR11	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	8.25059e-05
CR11	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	3.73786e-05
CR11	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	2.27996e-05
CR11	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	4.47332e-06
CR11	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0
CR11	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0
CR11	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0
CR11	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0
CR11	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0
CR11	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0.000196135
CR11	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0.000145567
CR11	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0.000107194
CR11	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	5.35772e-05
CR11	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0
CR11	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0
CR11	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0
CR11	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0
CR11	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0
CR11	1980s	Mobile Home	Vented Crawlspace	0	0.230769	0	0.769231	0
CR11	1990s	Mobile Home	Vented Crawlspace	0	0.030303	0.10101	0.868687	0
CR11	2000s	Mobile Home	Vented Crawlspace	0	0.076923	0.098901	0.824176	0
CR11	2010s	Mobile Home	Vented Crawlspace	0	0.076923	0.098901	0.824176	0
CR11	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0.0158609
CR11	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0.00503976
CR11	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0.00655449
CR11	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0.00335088
CR11	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0.0032023
CR11	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.230769	0	0.769231	0.00130836
CR11	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.030303	0.10101	0.868687	0.000785891
CR11	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.076923	0.098901	0.824176	0.000281729
CR11	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.076923	0.098901	0.824176	0.000130023
CR11	<1940	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0.0372301
CR11	1940s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0.0123269
CR11	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0.0238459
CR11	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0.0213678
CR11	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0.0261396
CR11	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.230769	0	0.769231	0.0123827
CR11	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.030303	0.10101	0.868687	0.00662108
CR11	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.076923	0.098901	0.824176	0.00335582
CR11	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.076923	0.098901	0.824176	0.00210387
CR11	<1940	Single-Family Attached	Vented Crawlspace	0	1	0	0	0.0102511
CR11	1940s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0.00324516
CR11	1950s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0.00358205
CR11	1960s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0.00130022
CR11	1970s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0.00241092
CR11	1980s	Single-Family Attached	Vented Crawlspace	0	0.230769	0	0.769231	0.00122507
CR11	1990s	Single-Family Attached	Vented Crawlspace	0	0.030303	0.10101	0.868687	0.000555008
CR11	2000s	Single-Family Attached	Vented Crawlspace	0	0.076923	0.098901	0.824176	0.00023835
CR11	2010s	Single-Family Attached	Vented Crawlspace	0	0.076923	0.098901	0.824176	0.000116315
CR11	<1940	Single-Family Detached	Vented Crawlspace	0	1	0	0	0.0538789
CR11	1940s	Single-Family Detached	Vented Crawlspace	0	1	0	0	0.0251944
CR11	1950s	Single-Family Detached	Vented Crawlspace	0	1	0	0	0.0482713
CR11	1960s	Single-Family Detached	Vented Crawlspace	0	1	0	0	0.013306
CR11	1970s	Single-Family Detached	Vented Crawlspace	0	1	0	0	0.00705626
CR11	1980s	Single-Family Detached	Vented Crawlspace	0	0.230769	0	0.769231	0.00281985
CR11	1990s	Single-Family Detached	Vented Crawlspace	0	0.030303	0.10101	0.868687	0.00209282
CR11	2000s	Single-Family Detached	Vented Crawlspace	0	0.076923	0.098901	0.824176	0.00103774
CR11	2010s	Single-Family Detached	Vented Crawlspace	0	0.076923	0.098901	0.824176	0.000459249
# Source: Derived from Home Innovation Research Labs 1982-2007 Data
# Source: (pre-1980) Engineering judgment
# Downselected: This characteristic was downselected from project_national.
