Dependency=Bedrooms	Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2015	Dependency=PUMA Metro Status	Dependency=Tenure	Option=1	Option=2	Option=3	Option=4	Option=5	Option=6	Option=7	Option=8	Option=9	Option=10+	source_count	source_weight	sampling_probability
2	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Renter	0.136344	0.391168	0.225686	0.166722	0.0541767	0.0190584	0.00335955	0.0027473	0.000172687	0.000565158	2545	63699	0.00139271
2	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Owner	0.448661	0.381696	0.121394	0.0430975	0.0051511	0	0	0	0	0	292	5824	0.00119955
2	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Renter	0.132627	0.433823	0.205328	0.135455	0.0625149	0.0196573	0.00327053	0.00521241	0	0.00211222	1237	29353	0.00955558
2	Pacific	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Owner	0.296019	0.432078	0.142318	0.0796288	0.0253021	0.0140268	0.00539491	0.00399223	0.000539491	0.000701338	1049	18536	0.00017452
2	Pacific	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Renter	0.143734	0.349654	0.235044	0.168451	0.063051	0.0170812	0.0120435	0.00598237	0.00244018	0.00251889	605	12704	8.65529e-05
2	Pacific	Single-Family Attached	100000-119999	In metro area, principal city	Owner	0.328614	0.370245	0.14814	0.0978445	0.0426881	0	0.00570583	0.00401522	0.00274725	0	253	4732	0.000825644
2	Pacific	Single-Family Attached	100000-119999	In metro area, principal city	Renter	0.100141	0.442475	0.23488	0.131083	0.0315049	0.016315	0.0213783	0.0140647	0	0.00815752	170	3555	0.000749013
2	Pacific	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Owner	0.183786	0.468825	0.164021	0.114242	0.0363173	0.0206205	0.00829361	0.00115238	0.00190317	0.000838091	3327	57273	0.000640327
2	Pacific	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Renter	0.134138	0.340278	0.215958	0.151286	0.0956947	0.0281184	0.0158569	0.0132295	0.00221259	0.0032267	1037	21694	0.000141107
2	Pacific	Single-Family Detached	100000-119999	In metro area, principal city	Owner	0.256028	0.382458	0.170783	0.118334	0.0416544	0.0127897	0.0120857	0.00404811	0	0.00181872	966	17045	0.00385719
2	Pacific	Single-Family Detached	100000-119999	In metro area, principal city	Renter	0.123506	0.386312	0.207029	0.148406	0.0856574	0.0328685	0.00483779	0.011383	0	0	322	7028	0.000946399
3	Pacific	Mobile Home	100000-119999	In metro area, not/partially in principal city	Owner	0.0669978	0.362069	0.210645	0.190405	0.0965142	0.0541604	0.00777736	0.00721514	0.00271739	0.00149925	601	10672	3.40456e-05
3	Pacific	Mobile Home	100000-119999	In metro area, not/partially in principal city	Renter	0.0839724	0.195936	0.20092	0.234279	0.152991	0.095092	0.0191718	0.00383436	0.0138037	0	127	2608	8.28943e-06
3	Pacific	Mobile Home	100000-119999	In metro area, principal city	Owner	0.0957563	0.22198	0.211099	0.26877	0.153428	0	0.0304679	0.0184984	0	0	48	919	0.000136877
3	Pacific	Mobile Home	100000-119999	In metro area, principal city	Renter	0.0486891	0.258427	0	0.284644	0.11236	0.131086	0	0	0.164794	0	10	267	6.51381e-05
3	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Owner	0.23405	0.366353	0.155138	0.132304	0.0463398	0.0288784	0.0161182	0.0157824	0.00503694	0	151	2978	4.66094e-05
3	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Renter	0.0615658	0.172954	0.297153	0.201423	0.162396	0.0510083	0.0311981	0.0135231	0.00676157	0.00201661	328	8430	0.0001288
3	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Owner	0.189286	0.265476	0.292857	0.15	0.0607143	0.0190476	0.022619	0	0	0	45	840	0.000122968
3	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Renter	0.0530688	0.273189	0.28288	0.204892	0.0895247	0.0733733	0.00323027	0	0.0027688	0.0170743	102	2167	0.000709371
3	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Owner	0.187088	0.365854	0.194548	0.149785	0.0671449	0.0321377	0	0	0	0.00344333	172	3485	5.59727e-05
3	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Renter	0.0621268	0.125698	0.260258	0.283857	0.140435	0.0763822	0.0338085	0.0118474	0	0.00558659	390	10382	0.000261129
3	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Owner	0.216565	0.375424	0.181263	0.173116	0.035981	0.0176511	0	0	0	0	75	1473	0.000221333
3	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Renter	0.100023	0.118495	0.362244	0.16738	0.136517	0.0545168	0.0425772	0.0148682	0.00337914	0	174	4439	0.00177009
3	Pacific	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Owner	0.21069	0.339048	0.208627	0.143669	0.0639498	0.019162	0.00463005	0.00490511	0.00201705	0.00330063	1189	21814	0.000154641
3	Pacific	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Renter	0.0640129	0.21508	0.236686	0.254976	0.138246	0.0430339	0.0247445	0.020979	0	0.00224135	512	11154	7.77561e-05
3	Pacific	Single-Family Attached	100000-119999	In metro area, principal city	Owner	0.211344	0.277766	0.244339	0.155273	0.0489541	0.0405435	0.00366616	0.0142333	0.0015096	0.00237222	278	4637	0.000621108
3	Pacific	Single-Family Attached	100000-119999	In metro area, principal city	Renter	0.0830728	0.146494	0.362662	0.201876	0.114337	0.0562751	0.0200983	0	0	0.0151854	106	2239	0.000533807
3	Pacific	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Owner	0.105357	0.386377	0.201378	0.179174	0.0763842	0.0306415	0.011329	0.0056009	0.0020799	0.00167724	18452	330304	0.00202534
3	Pacific	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Renter	0.0548899	0.226567	0.23724	0.239159	0.131909	0.0651374	0.02311	0.0138149	0.00521611	0.00295627	3101	70359	0.000469985
3	Pacific	Single-Family Detached	100000-119999	In metro area, principal city	Owner	0.123621	0.34479	0.188646	0.173031	0.1023	0.0333079	0.0180754	0.00719196	0.00594026	0.00309742	2729	47136	0.0120345
3	Pacific	Single-Family Detached	100000-119999	In metro area, principal city	Renter	0.0550906	0.221834	0.244643	0.222662	0.109997	0.0606088	0.0469971	0.0196818	0.0101168	0.00836936	522	10873	0.00290787
4	Pacific	Mobile Home	100000-119999	In metro area, not/partially in principal city	Owner	0.0174353	0.207537	0.15973	0.215973	0.190664	0.134421	0.0551181	0	0.011811	0.00731159	113	1778	4.03155e-06
4	Pacific	Mobile Home	100000-119999	In metro area, not/partially in principal city	Renter	0	0	0.336667	0.446667	0.17	0.0466667	0	0	0	0	14	300	1.01448e-06
4	Pacific	Mobile Home	100000-119999	In metro area, principal city	Owner	0	0	0.15493	0.394366	0.197183	0	0.0880282	0.119718	0.0457746	0	16	284	2.04778e-05
4	Pacific	Mobile Home	100000-119999	In metro area, principal city	Renter	0.0422014	0.164475	0.14921	0.25585	0.189774	0.123382	0.0370253	0.0148418	0.0164792	0.00676068	829	18933	8.17029e-06
4	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Owner	0.0451128	0.390977	0.0977444	0.214286	0.0413534	0.165414	0.0451128	0	0	0	16	266	4.46666e-06
4	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Renter	0	0.088	0.1344	0.2624	0.2192	0.1344	0.1328	0	0	0.0288	33	625	1.26507e-05
4	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Owner	0.0692308	0.269231	0.103846	0.388462	0	0.115385	0.0538462	0	0	0	17	260	1.2522e-05
4	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Renter	0	0.165103	0.161351	0.356473	0.202627	0.0994371	0	0.0150094	0	0	21	533	7.07773e-05
4	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Owner	0.358871	0.423387	0.120968	0	0.0483871	0.0483871	0	0	0	0	11	248	6.41442e-06
4	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Renter	0	0.0898876	0	0.272472	0.0870787	0.384831	0.123596	0	0	0.0421348	13	356	2.97811e-05
4	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Owner	0.205042	0.384874	0.236975	0	0.0487395	0.0386555	0.0857143	0	0	0	32	595	2.52196e-05
4	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Renter	0.0485437	0.124272	0.161165	0.0213592	0.157282	0.291262	0.196117	0	0	0	23	515	0.000202821
4	Pacific	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Owner	0.110482	0.235127	0.20916	0.250708	0.0889991	0.046034	0.0205382	0.0153447	0.00188857	0.0217186	212	4236	2.54767e-05
4	Pacific	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Renter	0.0289017	0.0699422	0.142197	0.283237	0.293642	0.0479769	0.0468208	0.0566474	0.0306358	0	71	1730	1.28879e-05
4	Pacific	Single-Family Attached	100000-119999	In metro area, principal city	Owner	0.0802048	0.273891	0.183447	0.147611	0.140785	0.0921502	0.0264505	0.0153584	0.03157	0.00853242	74	1172	9.40649e-05
4	Pacific	Single-Family Attached	100000-119999	In metro area, principal city	Renter	0.0322581	0.193548	0.126551	0.0694789	0.37469	0.0967742	0	0.0173697	0.0272953	0.0620347	23	403	7.86859e-05
4	Pacific	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Owner	0.0691922	0.323996	0.188403	0.208263	0.116703	0.0544859	0.0214679	0.00862122	0.00434373	0.00452354	11534	211339	0.000826541
4	Pacific	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Renter	0.0446667	0.134727	0.161788	0.256091	0.193515	0.103788	0.0451212	0.0340909	0.0104545	0.0157576	1483	33000	0.000213034
4	Pacific	Single-Family Detached	100000-119999	In metro area, principal city	Owner	0.0816912	0.284102	0.214387	0.206849	0.114827	0.0541037	0.0202793	0.00903004	0.00658121	0.00814999	1503	26135	0.00496719
4	Pacific	Single-Family Detached	100000-119999	In metro area, principal city	Renter	0.033235	0.155556	0.13943	0.287119	0.146706	0.108948	0.0613569	0.019469	0.0379548	0.0102262	227	5085	0.00120254
5	Pacific	Mobile Home	100000-119999	In metro area, not/partially in principal city	Owner	0	0.304029	0.223443	0	0.010989	0.190476	0.0732601	0.106227	0.0915751	0	15	273	2.90861e-07
5	Pacific	Mobile Home	100000-119999	In metro area, not/partially in principal city	Renter	0.187654	0.0691358	0.214815	0.0345679	0.241975	0.037037	0.091358	0.123457	0	0	14	405	7.2003e-08
5	Pacific	Mobile Home	100000-119999	In metro area, principal city	Owner	0.0653192	0.276255	0.162592	0.190586	0.136802	0.0803664	0.0367743	0.0261346	0.0104676	0.0147028	1617	29042	1.47713e-06
5	Pacific	Mobile Home	100000-119999	In metro area, principal city	Renter	0.0535343	0.12448	0.0901767	0.143711	0.177755	0.165281	0.0571726	0.0777027	0.0337838	0.0764033	173	3848	5.79124e-07
5	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Owner	0.104294	0.245399	0.0858896	0.423313	0.0674847	0	0	0	0	0.0736196	12	163	9.80452e-07
5	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Renter	0.0327511	0.172489	0.177948	0.0665939	0.162664	0.149563	0.0229258	0.0524017	0.0927948	0.069869	47	916	2.77837e-06
5	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Owner	0.0581683	0.209777	0.17698	0.158416	0.168317	0.0980817	0.0451733	0.0303218	0.0241337	0.0306312	208	3232	2.75342e-06
5	Pacific	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Renter	0	0.159459	0.00675676	0.0783784	0.275676	0.222973	0.160811	0.0459459	0	0.05	31	740	1.5457e-05
5	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Owner	0.207547	0.137466	0.231806	0.0431267	0.137466	0.0512129	0.0269542	0.0269542	0	0.137466	21	371	5.58199e-07
5	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Renter	0.137755	0.265306	0.331633	0.102041	0.0357143	0	0	0.127551	0	0	11	196	2.61328e-06
5	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Owner	0.0629851	0.20597	0.177612	0.164776	0.168358	0.0946269	0.0435821	0.0292537	0.0232836	0.0295522	214	3350	2.1938e-06
5	Pacific	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Renter	0.252747	0.0373626	0.21978	0.158242	0.118681	0	0.0857143	0.0307692	0.0373626	0.0593407	24	455	1.76167e-05
5	Pacific	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Owner	0.078125	0.0917969	0.142578	0.123047	0.0820312	0.269531	0.107422	0.0332031	0.0664062	0.00585938	33	512	6.79842e-06
5	Pacific	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Renter	0.0824176	0.351648	0	0.197802	0.230769	0	0.0934066	0	0.043956	0	10	182	3.58119e-06
5	Pacific	Single-Family Attached	100000-119999	In metro area, principal city	Owner	0.0342466	0.178082	0.0821918	0.369863	0.0205479	0.157534	0	0.0856164	0	0.0719178	20	292	2.42573e-05
5	Pacific	Single-Family Attached	100000-119999	In metro area, principal city	Renter	0	0.0803279	0.211475	0.144262	0.267213	0.0852459	0.0393443	0.0409836	0.0590164	0.0721311	30	610	2.05618e-05
5	Pacific	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Owner	0.0635157	0.240833	0.171533	0.206475	0.146887	0.0782993	0.0467897	0.0220999	0.0101867	0.0133808	2410	46335	0.000196911
5	Pacific	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Renter	0.0256263	0.119637	0.146127	0.216527	0.178232	0.0990498	0.09833	0.0465016	0.0397351	0.0302332	276	6946	5.58576e-05
5	Pacific	Single-Family Detached	100000-119999	In metro area, principal city	Owner	0.0937328	0.276971	0.134534	0.210807	0.145745	0.0589965	0.0165411	0.0181952	0.0213196	0.0231575	309	5441	0.00120838
5	Pacific	Single-Family Detached	100000-119999	In metro area, principal city	Renter	0.0232258	0.190968	0.154839	0.114839	0.256774	0.0580645	0.0709677	0.0606452	0	0.0696774	41	775	0.000293176
1	Pacific	Mobile Home	120000-139999	In metro area, not/partially in principal city	Owner	0.237327	0.525346	0.0368664	0	0.156682	0.0437788	0	0	0	0	26	434	7.71746e-06
1	Pacific	Mobile Home	120000-139999	In metro area, not/partially in principal city	Renter	0.351807	0.180723	0.0771084	0.106024	0.284337	0	0	0	0	0	14	415	6.6419e-07
1	Pacific	Mobile Home	120000-139999	In metro area, principal city	Owner	0.233686	0.454733	0.119636	0.0867137	0.0534979	0.0285126	0.0149912	0.00823045	0	0	203	3402	7.15193e-06
1	Pacific	Mobile Home	120000-139999	In metro area, principal city	Renter	0.329769	0.493064	0.105202	0.0508671	0.0124277	0.00867052	0	0	0	0	169	3460	5.94432e-06
1	Pacific	Multi-Family with 2 - 4 Units	120000-139999	In metro area, not/partially in principal city	Owner	0.37691	0.327674	0.195246	0.10017	0	0	0	0	0	0	31	589	4.38594e-05
1	Pacific	Multi-Family with 2 - 4 Units	120000-139999	In metro area, not/partially in principal city	Renter	0.364927	0.466314	0.0896631	0.0632431	0.0137054	0.00214663	0	0	0	0	283	6056	0.000155486
1	Pacific	Multi-Family with 2 - 4 Units	120000-139999	In metro area, principal city	Owner	0.577348	0.350829	0.0220994	0	0	0	0	0	0	0.0497238	20	362	0.000126466
1	Pacific	Multi-Family with 2 - 4 Units	120000-139999	In metro area, principal city	Renter	0.426268	0.427147	0.0691879	0.05365	0.0076224	0.00908824	0.00703606	0	0	0	170	3411	0.000705597
1	Pacific	Multi-Family with 5+ Units	120000-139999	In metro area, not/partially in principal city	Owner	0.625502	0.339423	0.0259408	0.00913409	0	0	0	0	0	0	139	2737	0.000201729
1	Pacific	Multi-Family with 5+ Units	120000-139999	In metro area, not/partially in principal city	Renter	0.408716	0.4746	0.0849138	0.0205385	0.00609737	0.00282404	0.000385097	0.00192548	0	0	1339	31161	0.00091194
1	Pacific	Multi-Family with 5+ Units	120000-139999	In metro area, principal city	Owner	0.651126	0.301618	0.0304472	0.0123692	0	0.00444022	0	0	0	0	137	3153	0.00116721
1	Pacific	Multi-Family with 5+ Units	120000-139999	In metro area, principal city	Renter	0.480163	0.42067	0.0649453	0.0221514	0.00857251	0.00349758	0	0	0	0	1230	29163	0.0066957
1	Pacific	Single-Family Attached	120000-139999	In metro area, not/partially in principal city	Owner	0.325444	0.389053	0.107988	0.109467	0.0680473	0	0	0	0	0	44	676	4.75879e-05
1	Pacific	Single-Family Attached	120000-139999	In metro area, not/partially in principal city	Renter	0.26189	0.417542	0.121062	0.182829	0	0.016677	0	0	0	0	71	1619	1.87564e-05
1	Pacific	Single-Family Attached	120000-139999	In metro area, principal city	Owner	0.293173	0.473896	0.100402	0.0682731	0	0.064257	0	0	0	0	14	249	0.000209691
1	Pacific	Single-Family Attached	120000-139999	In metro area, principal city	Renter	0.403329	0.444302	0.0460948	0.0601793	0.0332907	0.0128041	0	0	0	0	46	781	0.000182923
1	Pacific	Single-Family Detached	120000-139999	In metro area, not/partially in principal city	Owner	0.152803	0.393153	0.15602	0.139706	0.0882353	0.0301011	0.0153952	0.00643382	0.0117188	0.00643382	265	4352	9.27054e-05
1	Pacific	Single-Family Detached	120000-139999	In metro area, not/partially in principal city	Renter	0.298054	0.457015	0.103812	0.0689376	0.0429846	0.0198702	0.00648824	0.00283861	0	0	126	2466	1.68813e-05
1	Pacific	Single-Family Detached	120000-139999	In metro area, principal city	Owner	0.194194	0.427427	0.132132	0.188188	0.023023	0.013013	0.022022	0	0	0	65	999	0.000502329
1	Pacific	Single-Family Detached	120000-139999	In metro area, principal city	Renter	0.262467	0.541557	0.140857	0.0551181	0	0	0	0	0	0	53	1143	0.000121545
2	Pacific	Mobile Home	120000-139999	In metro area, not/partially in principal city	Owner	0.125282	0.440992	0.218492	0.092458	0.0498622	0.0518667	0.013781	0.00175395	0.0055124	0	227	3991	3.38991e-05
2	Pacific	Mobile Home	120000-139999	In metro area, not/partially in principal city	Renter	0.059322	0.432203	0.260829	0.182674	0.00847458	0.0527307	0.00376648	0	0	0	48	1062	3.2043e-06
2	Pacific	Mobile Home	120000-139999	In metro area, principal city	Owner	0	0.485207	0.204142	0.201183	0.056213	0	0	0	0	0.0532544	19	338	2.98224e-05
2	Pacific	Mobile Home	120000-139999	In metro area, principal city	Renter	0.145299	0.42735	0.188034	0.173789	0	0.0655271	0	0	0	0	12	351	2.61966e-05
2	Pacific	Multi-Family with 2 - 4 Units	120000-139999	In metro area, not/partially in principal city	Owner	0.294909	0.429174	0.13321	0.110789	0.0221577	0.00975996	0	0	0	0	204	3791	8.26505e-05
2	Pacific	Multi-Family with 2 - 4 Units	120000-139999	In metro area, not/partially in principal city	Renter	0.126334	0.375893	0.225663	0.144928	0.0797455	0.0378226	0.00402969	0.00169671	0.0019795	0.0019088	665	14145	0.000301186
2	Pacific	Multi-Family with 2 - 4 Units	120000-139999	In metro area, principal city	Owner	0.464256	0.299411	0.124474	0.0765349	0.0353238	0	0	0	0	0	67	1189	0.000241053
2	Pacific	Multi-Family with 2 - 4 Units	120000-139999	In metro area, principal city	Renter	0.154581	0.495221	0.147165	0.13118	0.0441661	0.0166447	0.00807515	0.00296638	0	0	290	6068	0.00132797
2	Pacific	Multi-Family with 5+ Units	120000-139999	In metro area, not/partially in principal city	Owner	0.291203	0.461764	0.108283	0.101799	0.031445	0	0.00550593	0	0	0	421	8173	0.000204548
2	Pacific	Multi-Family with 5+ Units	120000-139999	In metro area, not/partially in principal city	Renter	0.132078	0.397656	0.227802	0.156315	0.0585713	0.0196983	0.00571001	0.00216931	0	0	1663	40105	0.000922332
2	Pacific	Multi-Family with 5+ Units	120000-139999	In metro area, principal city	Owner	0.312759	0.488393	0.11625	0.0583048	0.0145762	0.00971747	0	0	0	0	268	5557	0.00116081
2	Pacific	Multi-Family with 5+ Units	120000-139999	In metro area, principal city	Renter	0.138647	0.465687	0.174573	0.153471	0.0453872	0.0130799	0.00453436	0.00305197	0	0.00156958	977	22936	0.00644924
2	Pacific	Single-Family Attached	120000-139999	In metro area, not/partially in principal city	Owner	0.277823	0.40453	0.159635	0.112238	0.0334686	0.00412441	0.00520622	0.00141988	0	0.0015551	833	14790	0.00015432
2	Pacific	Single-Family Attached	120000-139999	In metro area, not/partially in principal city	Renter	0.101171	0.452917	0.208085	0.138379	0.05983	0.0304318	0.00562701	0	0	0.00355994	409	8708	7.22676e-05
2	Pacific	Single-Family Attached	120000-139999	In metro area, principal city	Owner	0.263933	0.417874	0.190523	0.0667812	0.0304444	0.0164498	0.00491039	0.00908421	0	0	230	4073	0.000673029
2	Pacific	Single-Family Attached	120000-139999	In metro area, principal city	Renter	0.137752	0.376822	0.224497	0.132894	0.0707842	0.0218598	0.00971548	0	0	0.0256766	140	2882	0.000524477
2	Pacific	Single-Family Detached	120000-139999	In metro area, not/partially in principal city	Owner	0.142433	0.47708	0.16892	0.134801	0.0411014	0.0223464	0.00725758	0.00401536	0.00189545	0.000149641	2290	40096	0.000551518
2	Pacific	Single-Family Detached	120000-139999	In metro area, not/partially in principal city	Renter	0.110959	0.417894	0.201078	0.160834	0.0752425	0.018613	0.00927057	0.00352138	0.000862379	0.00172476	677	13915	9.60695e-05
2	Pacific	Single-Family Detached	120000-139999	In metro area, principal city	Owner	0.168784	0.392081	0.218051	0.14411	0.0483646	0.0205755	0.00286909	0.00393475	0.00122961	0	709	12199	0.00292779
