Dependency=REEDS Balancing Area	Option=AZNMc	Option=CAMXc	Option=ERCTc	Option=FRCCc	Option=MROEc	Option=MROWc	Option=NEWEc	Option=NWPPc	Option=NYSTc	Option=RFCEc	Option=RFCMc	Option=RFCWc	Option=RMPAc	Option=SPNOc	Option=SPSOc	Option=SRMVc	Option=SRMWc	Option=SRSOc	Option=SRTVc	Option=SRVCc	source_count	source_weight	sampling_probability
132	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	67578	1.4938e+06	0
133	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25181	462657	0
134	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	69518	727127	0
14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19680	136189	0
15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	83769	366023	0
16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	46393	183801	0
17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	53004	203283	0
18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	47444	171451	0
19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3255	5675	0
2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	53364	601407	0
20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16561	84210	0
21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37358	99491	0
22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5185	18880	0
23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9975	26697	0
24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33686	122919	0
25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	100151	954957	0
26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15255	69090	0
27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15677	112617	0
28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179181	2.29925e+06	0
29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24145	32725	0
3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	39918	321479	0
30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22663	468953	0
31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136613	802434	0
32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9211	73763	0
33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	122458	1.73389e+06	0
34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	78604	550974	0
35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12024	26820	0
36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54240	122169	0
37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79529	227965	0
38	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79149	302103	0
39	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27364	52227	0
4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7205	51812	0
40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114303	272787	0
41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51685	489992	0
42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30974	125286	0
43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178338	2.05086e+06	0
44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21953	64827	0
45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75568	319576	0
46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61539	402041	0
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	31996	110011	0
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	80684	351598	0
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9653	12426	0
5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	132423	1.42228e+06	0
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	191581	1.11801e+06	0
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	67884	569026	0
52	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28728	50554	0
53	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	209919	1.19872e+06	0
54	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	83931	693380	0
55	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	74468	443279	0
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	52148	415919	0
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24924	190671	0
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	180746	1.85956e+06	0
59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17538	286261	0
6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	47854	255324	0
60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39165	77887	0
61	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50426	178100	0
62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23519	134946	0
63	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283213	3.63122e+06	0
64	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93112	1.22211e+06	0
65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143459	1.64844e+06	0
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	51159	541266	0
67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107032	2.17915e+06	0
68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28512	141886	0
69	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26075	145714	0
7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16344	28690	0
70	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114364	897329	0
71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17977	59679	0
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	107068	1.25841e+06	0
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18495	82202	0
74	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27152	141384	0
75	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46705	420007	0
76	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48328	427999	0
77	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25737	130476	0
78	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20629	307129	0
79	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	50158	961945	0
8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21021	42002	0
80	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	223161	3.80402e+06	0
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	130325	816820	0
82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	29073	265477	0
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	68995	424008	0
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	41626	201827	0
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	134063	925472	0
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23701	152137	0
87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	129731	998255	0
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	42047	296987	0
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	125755	1.09175e+06	0
9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334181	5.78898e+06	0
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	126511	1.11758e+06	0
91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	46186	504583	0
92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	240116	2.87348e+06	0
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35852	310185	0
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	291086	4.15652e+06	0
95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	56375	763218	0
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	125533	1.42882e+06	0
97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145503	2.24405e+06	0
98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	143484	2.20972e+06	0
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	195323	2.76685e+06	0
# Created by: sources\spatial\tsv_maker.py
# Source: Pieter Gagnon, Will Frazier, Wesley Cole, and Elaine Hale. 2021. Cambium Documentation: Version 2021. Golden, CO.: National Renewable Energy Laboratory. NREL/TP-6A40-81611. https://www.nrel.gov/docs/fy22osti/81611.pdf
