nsrdb_gid_old,nsrdb_gid_new
1399,4241
1400,4242
1401,4243
1402,4244
1403,4245
1404,4246
1405,4247
1406,4248
1407,4249
1408,4250
1409,4251
1410,4252
1411,4253
1412,4254
1413,4255
1414,4256
1415,4257
1416,4258
1417,4259
1418,4260
1419,4261
1420,4262
1421,4263
1422,4264
1423,4265
1424,4266
1425,4267
1426,4268
1427,4269
1428,4270
1429,4271
1430,4272
1431,4273
1432,4274
1433,4275
1434,4276
1435,4277
1436,4278
1437,4279
1438,4280
1439,4281
1440,4282
1441,4283
1442,4284
1443,4285
1444,4286
1445,4287
1446,4288
1447,4289
1448,4290
1449,4291
1450,4292
1451,4293
1452,4294
1453,4295
1454,4296
1455,4297
1456,4298
1457,4299
1458,4300
1459,4301
1460,4302
1461,4303
1462,4304
1463,4305
1464,4306
1465,4307
1466,4308
1467,4309
1468,4310
1469,4311
1470,4312
1471,4313
1472,4314
1473,4315
1474,4316
1475,4317
1476,4318
1477,4319
1478,4320
1479,4321
1480,4322
1481,4323
1482,4324
1483,4325
1484,4326
1485,4327
1486,4328
1487,4329
1488,4330
1489,4331
1490,4332
1491,4333
1492,4334
1493,4335
1494,4336
1495,4337
1496,4338
1497,4339
1498,4340
1499,4341
1500,4342
1501,4343
1502,4344
1503,4345
1504,4346
1505,4347
1506,4348
1507,4349
1508,4350
1509,4351
1510,4352
1511,4353
1512,4354
1513,4355
1514,4356
1515,4357
1516,4358
1517,4359
1518,4360
1519,4361
1520,4362
1521,4363
1522,4364
1523,4365
1524,4366
1525,4367
1526,4368
1555,4434
1556,4435
1557,4436
1558,4437
1559,4438
1560,4439
1561,4440
1562,4441
1563,4442
1564,4443
1565,4444
1566,4445
1567,4446
1568,4447
1569,4448
1570,4449
1571,4450
1572,4451
1573,4452
1574,4453
1575,4454
1576,4455
1577,4456
1578,4457
1579,4458
1580,4459
1581,4460
1582,4461
1583,4462
1584,4463
1585,4464
1586,4465
1587,4466
1588,4467
1589,4468
1590,4469
1591,4470
1592,4471
1593,4472
1594,4473
1595,4474
1596,4475
1597,4476
1598,4477
1599,4478
1600,4479
1601,4480
1602,4481
1603,4482
1604,4483
1605,4484
1606,4485
1607,4486
1608,4487
1609,4488
1610,4489
1611,4490
1612,4491
1613,4492
1614,4493
1615,4494
1616,4495
1617,4496
1618,4497
1619,4498
1620,4499
1621,4500
1622,4501
1623,4502
1624,4503
1625,4504
1626,4505
1627,4506
1628,4507
1629,4508
1630,4509
1631,4510
1632,4511
1633,4512
1634,4513
1635,4514
1636,4515
1637,4516
1638,4517
1639,4518
1640,4519
1641,4520
1642,4521
1643,4522
1644,4523
1645,4524
1646,4525
1647,4526
1648,4527
1649,4528
1650,4529
1651,4530
1652,4531
1653,4532
1654,4533
1655,4534
1656,4535
1657,4536
1658,4537
1659,4538
1660,4539
1661,4540
1662,4541
1663,4542
1664,4543
1665,4544
1666,4545
1667,4546
1668,4547
1669,4548
1670,4549
1671,4550
1672,4551
1673,4552
1674,4553
1675,4554
1676,4555
1677,4556
1678,4557
1679,4558
1680,4559
1681,4560
1682,4561
1683,4562
1684,4563
1685,4564
1686,4565
1687,4566
1688,4567
1689,4568
1690,4569
1691,4570
1692,4571
1693,4572
1694,4573
1695,4574
1696,4575
1697,4576
1698,4577
1699,4578
1700,4579
1701,4580
1702,4581
1703,4582
1704,4583
1705,4584
1706,4585
1707,4586
1708,4587
1709,4588
1710,4589
1711,4590
1712,4591
1713,4592
1714,4593
1715,4594
1716,4595
1717,4596
1718,4597
1719,4598
1720,4599
1721,4600
1722,4601
1723,4602
1724,4603
1725,4604
1726,4605
1727,4606
1728,4607
1729,4608
1730,4609
1731,4610
1732,4611
1733,4612
1734,4613
1735,4614
1736,4615
1737,4616
1738,4617
1739,4618
1740,4619
1741,4620
1742,4621
1743,4622
1744,4623
1745,4624
1746,4625
1747,4626
1748,4627
1749,4628
1750,4629
1751,4630
1752,4631
1753,4632
1754,4633
1755,4634
1756,4635
1757,4636
1758,4637
1759,4638
1760,4639
1761,4640
1762,4641
1763,4642
1764,4643
1765,4644
1766,4645
1767,4646
1768,4647
1769,4648
1770,4649
1771,4650
1772,4651
1773,4652
1774,4653
1775,4654
1776,4655
1777,4656
1778,4657
1779,4658
1780,4659
1781,4660
1782,4661
1783,4662
1784,4663
1785,4664
1786,4665
1787,4666
1788,4667
1789,4668
1790,4669
1791,4670
1792,4671
1793,4672
1794,4673
1795,4674
1796,4675
1797,4676
1798,4677
1799,4678
1800,4679
1801,4680
1802,4681
1803,4682
1804,4683
1805,4684
1806,4685
1807,4686
1808,4687
1809,4688
1810,4689
1811,4690
1812,4691
1813,4692
1814,4693
1815,4694
1816,4695
1817,4696
1818,4697
1819,4698
1820,4699
1821,4700
1822,4701
1823,4702
1824,4703
1825,4704
1826,4705
1827,4706
1828,4707
1829,4708
1830,4709
1831,4710
1832,4711
1833,4712
1834,4713
1835,4714
1836,4715
1837,4716
1838,4717
1839,4718
1840,4719
1841,4720
1842,4721
1843,4722
1875,4782
1876,4783
1877,4784
1878,4785
1879,4786
1880,4787
1881,4788
1882,4789
1883,4790
1884,4791
1885,4792
1886,4793
1887,4794
1888,4795
1889,4796
1890,4797
1891,4798
1892,4799
1893,4800
1894,4801
1895,4802
1896,4803
1897,4804
1898,4805
1899,4806
1900,4807
1901,4808
1902,4809
1903,4810
1904,4811
1905,4812
1906,4813
1907,4814
1908,4815
1909,4816
1910,4817
1911,4818
1912,4819
1913,4820
1914,4821
1915,4822
1916,4823
1917,4824
1918,4825
1919,4826
1920,4827
1921,4828
1922,4829
1923,4830
1924,4831
1925,4832
1926,4833
1927,4834
1928,4835
1929,4836
1930,4837
1931,4838
1932,4839
1933,4840
1934,4841
1935,4842
1936,4843
1937,4844
1938,4845
1939,4846
1940,4847
1941,4848
1942,4849
1943,4850
1944,4851
1945,4852
1946,4853
1947,4854
1948,4855
1949,4856
1950,4857
1951,4858
1952,4859
1953,4860
1954,4861
1955,4862
1956,4863
1957,4864
1958,4865
1959,4866
1960,4867
1961,4868
1962,4869
1963,4870
1964,4871
1965,4872
1966,4873
1967,4874
1968,4875
1969,4876
1970,4877
1971,4878
1972,4879
1973,4880
1974,4881
1975,4882
1976,4883
1977,4884
1978,4885
1979,4886
1980,4887
1981,4888
1982,4889
1983,4890
1984,4891
1985,4892
1986,4893
1987,4894
1988,4895
1989,4896
1990,4897
1991,4898
1992,4899
1993,4900
1994,4901
1995,4902
1996,4903
1997,4904
1998,4905
1999,4906
2000,4907
2001,4908
2002,4909
2003,4910
2004,4911
2005,4912
2006,4913
2007,4914
2008,4915
2009,4916
2010,4917
2011,4918
2012,4919
2013,4920
2014,4921
2015,4922
2016,4923
2017,4924
2018,4925
2019,4926
2020,4927
2021,4928
2022,4929
2023,4930
2024,4931
2025,4932
2026,4933
2027,4934
2028,4935
2029,4936
2030,4937
2031,4938
2032,4939
2033,4940
2034,4941
2035,4942
2036,4943
2037,4944
2038,4945
2039,4946
2040,4947
2041,4948
2042,4949
2043,4950
2044,4951
2045,4952
2046,4953
2047,4954
2048,4955
2049,4956
2050,4957
2051,4958
2052,4959
2053,4960
2054,4961
2055,4962
2056,4963
2057,4964
2058,4965
2059,4966
2060,4967
2061,4968
2062,4969
2063,4970
2064,4971
2065,4972
2066,4973
2067,4974
2068,4975
2069,4976
2070,4977
2071,4978
2072,4979
2073,4980
2074,4981
2075,4982
2076,4983
2077,4984
2078,4985
2079,4986
2080,4987
2081,4988
2082,4989
2083,4990
2084,4991
2085,4992
2086,4993
2087,4994
2088,4995
2089,4996
2090,4997
2091,4998
2092,4999
2093,5000
2094,5001
2095,5002
2096,5003
2097,5004
2098,5005
2099,5006
2100,5007
2101,5008
2102,5009
2103,5010
2104,5011
2105,5012
2106,5013
2107,5014
2108,5015
2109,5016
2110,5017
2111,5018
2112,5019
2113,5020
2114,5021
2115,5022
2116,5023
2117,5024
2118,5025
2119,5026
2120,5027
2121,5028
2122,5029
2123,5030
2124,5031
2125,5032
2126,5033
2127,5034
2128,5035
2129,5036
2130,5037
2131,5038
2132,5039
2133,5040
2134,5041
2135,5042
2136,5043
2137,5044
2138,5045
2139,5046
2140,5047
2141,5048
2142,5049
2143,5050
2144,5051
2145,5052
2146,5053
2147,5054
2148,5055
2149,5056
2150,5057
2151,5058
2152,5059
2153,5060
2154,5061
2155,5062
2156,5063
2157,5064
2158,5065
2159,5066
2160,5067
2161,5068
2162,5069
2163,5070
2164,5071
2165,5072
2166,5073
2167,5074
2168,5075
2169,5076
2173,5080
2174,5081
2175,5082
2176,5083
2177,5084
2178,5085
2205,5132
2206,5133
2207,5134
2208,5135
2209,5136
2210,5137
2211,5138
2212,5139
2213,5140
2214,5141
2215,5142
2216,5143
2217,5144
2218,5145
2219,5146
2220,5147
2221,5148
2222,5149
2223,5150
2224,5151
2225,5152
2226,5153
2227,5154
2228,5155
2229,5156
2230,5157
2231,5158
2232,5159
2233,5160
2234,5161
2235,5162
2236,5163
2237,5164
2238,5165
2239,5166
2240,5167
2241,5168
2242,5169
2243,5170
2244,5171
2245,5172
2246,5173
2247,5174
2248,5175
2249,5176
2250,5177
2251,5178
2252,5179
2253,5180
2254,5181
2255,5182
2256,5183
2257,5184
2258,5185
2259,5186
2260,5187
2261,5188
2262,5189
2263,5190
2264,5191
2265,5192
2266,5193
2267,5194
2268,5195
2269,5196
2270,5197
2271,5198
2272,5199
2273,5200
2274,5201
2275,5202
2276,5203
2277,5204
2278,5205
2279,5206
2280,5207
2281,5208
2282,5209
2283,5210
2284,5211
2285,5212
2286,5213
2287,5214
2288,5215
2289,5216
2290,5217
2291,5218
2292,5219
2293,5220
2294,5221
2295,5222
2296,5223
2297,5224
2298,5225
2299,5226
2300,5227
2301,5228
2302,5229
2303,5230
2304,5231
2305,5232
2306,5233
2307,5234
2308,5235
2309,5236
2310,5237
2311,5238
2312,5239
2313,5240
2314,5241
2315,5242
2316,5243
2317,5244
2318,5245
2319,5246
2320,5247
2321,5248
2322,5249
2323,5250
2324,5251
2325,5252
2326,5253
2327,5254
2328,5255
2329,5256
2330,5257
2331,5258
2332,5259
2333,5260
2334,5261
2335,5262
2336,5263
2337,5264
2338,5265
2339,5266
2340,5267
2341,5268
2342,5269
2343,5270
2344,5271
2345,5272
2346,5273
2347,5274
2348,5275
2349,5276
2350,5277
2351,5278
2352,5279
2353,5280
2354,5281
2355,5282
2356,5283
2357,5284
2358,5285
2359,5286
2360,5287
2361,5288
2362,5289
2363,5290
2364,5291
2365,5292
2366,5293
2367,5294
2368,5295
2369,5296
2370,5297
2371,5298
2372,5299
2373,5300
2374,5301
2375,5302
2376,5303
2377,5304
2378,5305
2379,5306
2380,5307
2381,5308
2382,5309
2383,5310
2384,5311
2385,5312
2386,5313
2387,5314
2388,5315
2389,5316
2390,5317
2391,5318
2392,5319
2393,5320
2394,5321
2395,5322
2396,5323
2397,5324
2398,5325
2399,5326
2400,5327
2401,5328
2402,5329
2403,5330
2404,5331
2405,5332
2406,5333
2407,5334
2408,5335
2409,5336
2410,5337
2411,5338
2412,5339
2413,5340
2414,5341
2415,5342
2416,5343
2417,5344
2418,5345
2419,5346
2420,5347
2421,5348
2422,5349
2423,5350
2424,5351
2425,5352
2426,5353
2427,5354
2428,5355
2429,5356
2430,5357
2431,5358
2432,5359
2433,5360
2434,5361
2435,5362
2436,5363
2437,5364
2438,5365
2439,5366
2440,5367
2441,5368
2442,5369
2443,5370
2444,5371
2445,5372
2446,5373
2447,5374
2448,5375
2449,5376
2450,5377
2451,5378
2452,5379
2453,5380
2454,5381
2455,5382
2456,5383
2457,5384
2458,5385
2459,5386
2460,5387
2461,5388
2462,5389
2463,5390
2464,5391
2465,5392
2466,5393
2467,5394
2468,5395
2469,5396
2470,5397
2471,5398
2472,5399
2473,5400
2474,5401
2475,5402
2476,5403
2477,5404
2478,5405
2479,5406
2480,5407
2481,5408
2482,5409
2483,5410
2484,5411
2485,5412
2486,5413
2487,5414
2488,5415
2489,5416
2490,5417
2491,5418
2492,5419
2493,5420
2494,5421
2495,5422
2496,5423
2497,5424
2498,5425
2499,5426
2500,5427
2501,5428
2502,5429
2503,5430
2504,5431
2505,5432
2506,5433
2507,5434
2508,5435
2509,5436
2510,5437
2511,5438
2545,5483
2546,5484
2547,5485
2548,5486
2549,5487
2550,5488
2551,5489
2552,5490
2553,5491
2554,5492
2555,5493
2556,5494
2557,5495
2558,5496
2559,5497
2560,5498
2561,5499
2562,5500
2563,5501
2564,5502
2565,5503
2566,5504
2567,5505
2568,5506
2569,5507
2570,5508
2571,5509
2572,5510
2573,5511
2574,5512
2575,5513
2576,5514
2577,5515
2578,5516
2579,5517
2580,5518
2581,5519
2582,5520
2583,5521
2584,5522
2585,5523
2586,5524
2587,5525
2588,5526
2589,5527
2590,5528
2591,5529
2592,5530
2593,5531
2594,5532
2595,5533
2596,5534
2597,5535
2598,5536
2599,5537
2600,5538
2601,5539
2602,5540
2603,5541
2604,5542
2605,5543
2606,5544
2607,5545
2608,5546
2609,5547
2610,5548
2611,5549
2612,5550
2613,5551
2614,5552
2615,5553
2616,5554
2617,5555
2618,5556
2619,5557
2620,5558
2621,5559
2622,5560
2623,5561
2624,5562
2625,5563
2626,5564
2627,5565
2628,5566
2629,5567
2630,5568
2631,5569
2632,5570
2633,5571
2634,5572
2635,5573
2636,5574
2637,5575
2638,5576
2639,5577
2640,5578
2641,5579
2642,5580
2643,5581
2644,5582
2645,5583
2646,5584
2647,5585
2648,5586
2649,5587
2650,5588
2651,5589
2652,5590
2653,5591
2654,5592
2655,5593
2656,5594
2657,5595
2658,5596
2659,5597
2660,5598
2661,5599
2662,5600
2663,5601
2664,5602
2665,5603
2666,5604
2667,5605
2668,5606
2669,5607
2670,5608
2671,5609
2672,5610
2673,5611
2674,5612
2675,5613
2676,5614
2677,5615
2678,5616
2679,5617
2680,5618
2681,5619
2682,5620
2683,5621
2684,5622
2685,5623
2686,5624
2687,5625
2688,5626
2689,5627
2690,5628
2691,5629
2692,5630
2693,5631
2694,5632
2695,5633
2696,5634
2697,5635
2698,5636
2699,5637
2700,5638
2701,5639
2702,5640
2703,5641
2704,5642
2705,5643
2706,5644
2707,5645
2708,5646
2709,5647
2710,5648
2711,5649
2712,5650
2713,5651
2714,5652
2715,5653
2716,5654
2717,5655
2718,5656
2719,5657
2720,5658
2721,5659
2722,5660
2723,5661
2724,5662
2725,5663
2726,5664
2727,5665
2728,5666
2729,5667
2730,5668
2731,5669
2732,5670
2733,5671
2734,5672
2735,5673
2736,5674
2737,5675
2738,5676
2739,5677
2740,5678
2741,5679
2742,5680
2743,5681
2744,5682
2745,5683
2746,5684
2747,5685
2748,5686
2749,5687
2750,5688
2751,5689
2752,5690
2753,5691
2754,5692
2755,5693
2756,5694
2757,5695
2758,5696
2759,5697
2760,5698
2761,5699
2762,5700
2763,5701
2764,5702
2765,5703
2766,5704
2767,5705
2768,5706
2769,5707
2770,5708
2771,5709
2772,5710
2773,5711
2774,5712
2775,5713
2776,5714
2777,5715
2778,5716
2779,5717
2780,5718
2781,5719
2782,5720
2783,5721
2784,5722
2785,5723
2786,5724
2787,5725
2788,5726
2789,5727
2790,5728
2791,5729
2792,5730
2793,5731
2794,5732
2795,5733
2796,5734
2797,5735
2798,5736
2799,5737
2800,5738
2801,5739
2802,5740
2803,5741
2804,5742
2805,5743
2806,5744
2807,5745
2808,5746
2809,5747
2810,5748
2811,5749
2812,5750
2813,5751
2814,5752
2815,5753
2816,5754
2817,5755
2818,5756
2819,5757
2820,5758
2821,5759
2822,5760
2823,5761
2824,5762
2825,5763
2826,5764
2827,5765
2828,5766
2829,5767
2830,5768
2831,5769
2832,5770
2833,5771
2834,5772
2835,5773
2836,5774
2837,5775
2838,5776
2839,5777
2840,5778
2841,5779
2842,5780
2843,5781
2844,5782
2845,5783
2846,5784
2847,5785
2848,5786
2849,5787
2850,5788
2851,5789
2852,5790
2878,5817
2879,5818
2880,5819
2881,5820
2897,5836
2898,5837
2899,5838
2900,5839
2901,5840
2902,5841
2903,5842
2904,5843
2905,5844
2906,5845
2907,5846
2908,5847
2909,5848
2910,5849
2911,5850
2912,5851
2913,5852
2914,5853
2915,5854
2916,5855
2917,5856
2918,5857
2919,5858
2920,5859
2921,5860
2922,5861
2923,5862
2924,5863
2925,5864
2926,5865
2927,5866
2928,5867
2929,5868
2930,5869
2931,5870
2932,5871
2933,5872
2934,5873
2935,5874
2936,5875
2937,5876
2938,5877
2939,5878
2940,5879
2941,5880
2942,5881
2943,5882
2944,5883
2945,5884
2946,5885
2947,5886
2948,5887
2949,5888
2950,5889
2951,5890
2952,5891
2953,5892
2954,5893
2955,5894
2956,5895
2957,5896
2958,5897
2959,5898
2960,5899
2961,5900
2962,5901
2963,5902
2964,5903
2965,5904
2966,5905
2967,5906
2968,5907
2969,5908
2970,5909
2971,5910
2972,5911
2973,5912
2974,5913
2975,5914
2976,5915
2977,5916
2978,5917
2979,5918
2980,5919
2981,5920
2982,5921
2983,5922
2984,5923
2985,5924
2986,5925
2987,5926
2988,5927
2989,5928
2990,5929
2991,5930
2992,5931
2993,5932
2994,5933
2995,5934
2996,5935
2997,5936
2998,5937
2999,5938
3000,5939
3001,5940
3002,5941
3003,5942
3004,5943
3005,5944
3006,5945
3007,5946
3008,5947
3009,5948
3010,5949
3011,5950
3012,5951
3013,5952
3014,5953
3015,5954
3016,5955
3017,5956
3018,5957
3019,5958
3020,5959
3021,5960
3022,5961
3023,5962
3024,5963
3025,5964
3026,5965
3027,5966
3028,5967
3029,5968
3030,5969
3031,5970
3032,5971
3033,5972
3034,5973
3035,5974
3036,5975
3037,5976
3038,5977
3039,5978
3040,5979
3041,5980
3042,5981
3043,5982
3044,5983
3045,5984
3046,5985
3047,5986
3048,5987
3049,5988
3050,5989
3051,5990
3052,5991
3053,5992
3054,5993
3055,5994
3056,5995
3057,5996
3058,5997
3059,5998
3060,5999
3061,6000
3062,6001
3063,6002
3064,6003
3065,6004
3066,6005
3067,6006
3068,6007
3069,6008
3070,6009
3071,6010
3072,6011
3073,6012
3074,6013
3075,6014
3076,6015
3077,6016
3078,6017
3079,6018
3080,6019
3081,6020
3082,6021
3083,6022
3084,6023
3085,6024
3086,6025
3087,6026
3088,6027
3089,6028
3090,6029
3091,6030
3092,6031
3093,6032
3094,6033
3095,6034
3096,6035
3097,6036
3098,6037
3099,6038
3100,6039
3101,6040
3102,6041
3103,6042
3104,6043
3105,6044
3106,6045
3107,6046
3108,6047
3109,6048
3110,6049
3111,6050
3112,6051
3113,6052
3114,6053
3115,6054
3116,6055
3117,6056
3118,6057
3119,6058
3120,6059
3121,6060
3122,6061
3123,6062
3124,6063
3125,6064
3126,6065
3127,6066
3128,6067
3129,6068
3130,6069
3131,6070
3132,6071
3133,6072
3134,6073
3135,6074
3136,6075
3137,6076
3138,6077
3139,6078
3140,6079
3141,6080
3142,6081
3143,6082
3144,6083
3145,6084
3146,6085
3147,6086
3148,6087
3149,6088
3150,6089
3151,6090
3152,6091
3153,6092
3154,6093
3155,6094
3156,6095
3157,6096
3158,6097
3159,6098
3160,6099
3161,6100
3162,6101
3163,6102
3164,6103
3165,6104
3166,6105
3167,6106
3168,6107
3169,6108
3170,6109
3171,6110
3172,6111
3173,6112
3174,6113
3175,6114
3176,6115
3177,6116
3178,6117
3179,6118
3180,6119
3181,6120
3182,6121
3183,6122
3184,6123
3185,6124
3186,6125
3187,6126
3188,6127
3189,6128
3190,6129
3191,6130
3192,6131
3193,6132
3194,6133
3195,6134
3196,6135
3197,6136
3198,6137
3199,6138
3200,6139
3201,6140
3202,6141
3203,6142
3204,6143
3205,6144
3228,6167
3229,6168
3230,6169
3231,6170
3232,6171
3233,6172
3234,6173
3248,6187
3249,6188
3250,6189
3251,6190
3252,6191
3253,6192
3254,6193
3255,6194
3256,6195
3257,6196
3258,6197
3259,6198
3260,6199
3261,6200
3262,6201
3263,6202
3264,6203
3265,6204
3266,6205
3267,6206
3268,6207
3269,6208
3270,6209
3271,6210
3272,6211
3273,6212
3274,6213
3275,6214
3276,6215
3277,6216
3278,6217
3279,6218
3280,6219
3281,6220
3282,6221
3283,6222
3284,6223
3285,6224
3286,6225
3287,6226
3288,6227
3289,6228
3290,6229
3291,6230
3292,6231
3293,6232
3294,6233
3295,6234
3296,6235
3297,6236
3298,6237
3299,6238
3300,6239
3301,6240
3302,6241
3303,6242
3304,6243
3305,6244
3306,6245
3307,6246
3308,6247
3309,6248
3310,6249
3311,6250
3312,6251
3313,6252
3314,6253
3315,6254
3316,6255
3317,6256
3318,6257
3319,6258
3320,6259
3321,6260
3322,6261
3323,6262
3324,6263
3325,6264
3326,6265
3327,6266
3328,6267
3329,6268
3330,6269
3331,6270
3332,6271
3333,6272
3334,6273
3335,6274
3336,6275
3337,6276
3338,6277
3339,6278
3340,6279
3341,6280
3342,6281
3343,6282
3344,6283
3345,6284
3346,6285
3347,6286
3348,6287
3349,6288
3350,6289
3351,6290
3352,6291
3353,6292
3354,6293
3355,6294
3356,6295
3357,6296
3358,6297
3359,6298
3360,6299
3361,6300
3362,6301
3363,6302
3364,6303
3365,6304
3366,6305
3367,6306
3368,6307
3369,6308
3370,6309
3371,6310
3372,6311
3373,6312
3374,6313
3375,6314
3376,6315
3377,6316
3378,6317
3379,6318
3380,6319
3381,6320
3382,6321
3383,6322
3384,6323
3385,6324
3386,6325
3387,6326
3388,6327
3389,6328
3390,6329
3391,6330
3392,6331
3393,6332
3394,6333
3395,6334
3396,6335
3397,6336
3398,6337
3399,6338
3400,6339
3401,6340
3402,6341
3403,6342
3404,6343
3405,6344
3406,6345
3407,6346
3408,6347
3409,6348
3410,6349
3411,6350
3412,6351
3413,6352
3414,6353
3415,6354
3416,6355
3417,6356
3418,6357
3419,6358
3420,6359
3421,6360
3422,6361
3423,6362
3424,6363
3425,6364
3426,6365
3427,6366
3428,6367
3429,6368
3430,6369
3431,6370
3432,6371
3433,6372
3434,6373
3435,6374
3436,6375
3437,6376
3438,6377
3439,6378
3440,6379
3441,6380
3442,6381
3443,6382
3444,6383
3445,6384
3446,6385
3447,6386
3448,6387
3449,6388
3450,6389
3451,6390
3452,6391
3453,6392
3454,6393
3455,6394
3456,6395
3457,6396
3458,6397
3459,6398
3460,6399
3461,6400
3462,6401
3463,6402
3464,6403
3465,6404
3466,6405
3467,6406
3468,6407
3469,6408
3470,6409
3471,6410
3472,6411
3473,6412
3474,6413
3475,6414
3476,6415
3477,6416
