Dependency=Location Region,Dependency=Vintage,Dependency=Heating Fuel,Dependency=HVAC System Is Combined,"Option=AC, SEER 10","Option=AC, SEER 13","Option=AC, SEER 15","Option=AC, SEER 8",Option=None,"Option=Room AC, EER 9.8","Option=FIXME Room AC, EER 9.8, 20% Conditioned","Option=FIXME Room AC, EER 9.8, 30% Conditioned",# Samples
H1C2,1960s,Natural Gas,No,0.20833333333333334,0.0,0.0,0.125,0.4166666666666667,0.0,0.0,0.25,24
H1C2,1960s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H1C2,1970s,Electricity,No,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10
H1C2,1970s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H1C2,1970s,Natural Gas,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H1C2,1970s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H1C2,1980s,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
H1C2,1980s,Natural Gas,No,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,9
H1C2,1980s,Other Fuel,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
H1C2,1990s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
H1C2,1990s,Natural Gas,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
H1C2,1990s,None,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
H1C2,1990s,Other Fuel,No,0,0,0,0,0,0,0,0,0
H1C2,2000s,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
H1C2,2000s,Natural Gas,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H1C2,pre-1950,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H1C2,pre-1950,Fuel Oil,No,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,7
H1C2,pre-1950,Natural Gas,No,0.0,0.08695652173913043,0.0,0.043478260869565216,0.8260869565217391,0.0,0.043478260869565216,0.0,23
H1C2,pre-1950,Other Fuel,No,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,7
H1C3,1950s,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H1C3,1950s,Natural Gas,No,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,3
H1C3,1950s,Other Fuel,No,0,0,0,0,0,0,0,0,0
H1C3,1960s,Electricity,No,0,0,0,0,0,0,0,0,0
H1C3,1960s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H1C3,1960s,Natural Gas,No,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2
H1C3,1970s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
H1C3,1970s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
H1C3,1970s,Natural Gas,No,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,3
H1C3,1970s,None,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
H1C3,1970s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
H1C3,1980s,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
H1C3,1980s,Natural Gas,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
H1C3,1980s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H1C3,1990s,Electricity,No,0,0,0,0,0,0,0,0,0
H1C3,1990s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H1C3,1990s,Natural Gas,No,0.125,0.5,0.0,0.375,0.0,0.0,0.0,0.0,8
H1C3,1990s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
H1C3,2000s,Electricity,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
H1C3,2000s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H1C3,2000s,Natural Gas,No,0.6666666666666666,0.0,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,15
H1C3,2000s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H1C3,pre-1950,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H1C3,pre-1950,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H1C3,pre-1950,Fuel Oil,No,0,0,0,0,0,0,0,0,0
H1C3,pre-1950,Natural Gas,No,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,6
H2,1950s,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H2,1950s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H2,1950s,Fuel Oil,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H2,1950s,Natural Gas,No,0.7272727272727273,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,11
H2,1950s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
H2,1960s,Electricity,No,0,0,0,0,0,0,0,0,0
H2,1960s,Natural Gas,No,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,5
H2,1960s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
H2,1970s,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
H2,1970s,Electricity,Yes,0,0,0,0,0,0,0,0,0
H2,1970s,Natural Gas,No,0.10526315789473684,0.05263157894736842,0.0,0.10526315789473684,0.7368421052631579,0.0,0.0,0.0,19
H2,1970s,Other Fuel,No,0,0,0,0,0,0,0,0,0
H2,1970s,Propane/LPG,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H2,1980s,Electricity,No,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,3
H2,1980s,Fuel Oil,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H2,1980s,Natural Gas,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H2,1980s,Other Fuel,No,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,5
H2,1990s,Electricity,No,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,6
H2,1990s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
H2,1990s,Natural Gas,No,0.5,0.0625,0.0,0.125,0.25,0.0,0.0625,0.0,16
H2,1990s,None,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
H2,1990s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
H2,2000s,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H2,2000s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H2,2000s,Natural Gas,No,0.5,0.1875,0.0,0.0625,0.1875,0.0,0.0625,0.0,16
H2,2000s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H2,2000s,Propane/LPG,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H2,pre-1950,Electricity,No,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.0,0.2222222222222222,0.1111111111111111,9
H2,pre-1950,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H2,pre-1950,Fuel Oil,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7
H2,pre-1950,Natural Gas,No,0.0,0.0,0.0,0.125,0.5,0.125,0.0,0.25,8
H2,pre-1950,Other Fuel,No,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,4
H3,1950s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
H3,1950s,Electricity,Yes,0,0,0,0,0,0,0,0,0
H3,1950s,Fuel Oil,No,0,0,0,0,0,0,0,0,0
H3,1950s,Natural Gas,No,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,5
H3,1950s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H3,1960s,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H3,1960s,Fuel Oil,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H3,1960s,Natural Gas,No,0.16666666666666666,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,6
H3,1960s,Other Fuel,No,0,0,0,0,0,0,0,0,0
H3,1960s,Propane/LPG,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H3,1970s,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H3,1970s,Natural Gas,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
H3,1970s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H3,1970s,Propane/LPG,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H3,1980s,Electricity,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H3,1980s,Electricity,Yes,0,0,0,0,0,0,0,0,0
H3,1980s,Natural Gas,No,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,2
H3,1980s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
H3,1980s,Propane/LPG,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H3,1990s,Electricity,No,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,5
H3,1990s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H3,1990s,Natural Gas,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H3,1990s,Other Fuel,No,0,0,0,0,0,0,0,0,0
H3,1990s,Propane/LPG,No,0,0,0,0,0,0,0,0,0
H3,2000s,Electricity,No,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,3
H3,2000s,Fuel Oil,No,0,0,0,0,0,0,0,0,0
H3,2000s,Natural Gas,No,0.3333333333333333,0.0,0.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,9
H3,2000s,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H3,pre-1950,Electricity,No,0,0,0,0,0,0,0,0,0
H3,pre-1950,Fuel Oil,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H3,pre-1950,Natural Gas,No,0.2727272727272727,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,11
H3,pre-1950,Other Fuel,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H1C1 OR,pre-1950,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,pre-1950,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,pre-1950,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,pre-1950,None,No,0,0,0,0,0,0,0,0,0
H1C1 OR,pre-1950,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,pre-1950,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,pre-1950,Propane/LPG,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1950s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1950s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1950s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1950s,None,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1950s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1950s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1950s,Propane/LPG,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1960s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1960s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1960s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1960s,None,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1960s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1960s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1960s,Propane/LPG,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1970s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1970s,Fuel Oil,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1970s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1970s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1970s,None,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1970s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1970s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1970s,Propane/LPG,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1980s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1980s,Fuel Oil,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1980s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1980s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1980s,None,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1980s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1980s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1980s,Propane/LPG,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1990s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1990s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1990s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1990s,None,No,0,0,0,0,0,0,0,0,0
H1C1 OR,1990s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1990s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,1990s,Propane/LPG,No,0,0,0,0,0,0,0,0,0
H1C1 OR,2000s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,2000s,Fuel Oil,No,0,0,0,0,0,0,0,0,0
H1C1 OR,2000s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,2000s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,2000s,None,No,0,0,0,0,0,0,0,0,0
H1C1 OR,2000s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,2000s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 OR,2000s,Propane/LPG,No,0,0,0,0,0,0,0,0,0
H1C1 WA,pre-1950,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,pre-1950,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,pre-1950,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,pre-1950,None,No,0,0,0,0,0,0,0,0,0
H1C1 WA,pre-1950,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,pre-1950,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1950s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1950s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1950s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1950s,None,No,0,0,0,0,0,0,0,0,0
H1C1 WA,1950s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1950s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1960s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1960s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1960s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1960s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1960s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1960s,Propane/LPG,No,0,0,0,0,0,0,0,0,0
H1C1 WA,1970s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1970s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1970s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1970s,None,No,0,0,0,0,0,0,0,0,0
H1C1 WA,1970s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1970s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1980s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1980s,Fuel Oil,No,0,0,0,0,0,0,0,0,0
H1C1 WA,1980s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1980s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1980s,None,No,0,0,0,0,0,0,0,0,0
H1C1 WA,1980s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1980s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1990s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1990s,Fuel Oil,No,0,0,0,0,0,0,0,0,0
H1C1 WA,1990s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1990s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1990s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1990s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,1990s,Propane/LPG,No,0,0,0,0,0,0,0,0,0
H1C1 WA,2000s,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,2000s,Fuel Oil,No,0,0,0,0,0,0,0,0,0
H1C1 WA,2000s,Natural Gas,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,2000s,None,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,2000s,None,No,0,0,0,0,0,0,0,0,0
H1C1 WA,2000s,Other Fuel,Yes,0,0,0,0,0,0,0,0,0
H1C1 WA,2000s,Propane/LPG,Yes,0,0,0,0,0,0,0,0,0
H1C2,pre-1950,Electricity,Yes,0,0,0,0,0,0,0,0,0
H1C2,pre-1950,Fuel Oil,Yes,0,0,0,0,0,0,0,0,0
