utility,eiaid,name,label
Eastern Maine Electric Coop,5609,Residential,539f6a7fec4f024411ec904d
Greenwood Utilities Comm,7651,Residential - Single Phase,539f6a7fec4f024411ec9065
"City of Georgetown, Texas (Utility Company)",7129,Residential,539f6a80ec4f024411ec9087
"City of Bay City, Michigan (Utility Company)",1366,Residential Service,539f6a80ec4f024411ec90c1
"Village of Oxford, Nebraska (Utility Company)",14277,Residential,539f6a8eec4f024411ec90f9
"City of Fremont, Nebraska (Utility Company)",6779,Suburban Rate,539f6a8eec4f024411ec90fb
"City of Osage, Iowa (Utility Company)",14201,Rural Residential,539f6a8eec4f024411ec9119
"City of Monroe, North Carolina (Utility Company)",12801,Residential Time-of-Use,539f6a8eec4f024411ec9123
"City of Tulia, Texas (Utility Company)",19264,Residential Service,539f6a8fec4f024411ec9169
"Town of Paoli, Indiana (Utility Company)",14435,Residential: Electric Cooking Range(Separate Meter),539f6a8fec4f024411ec916b
"Village of Westfield, New York (Utility Company)",20480,Residential,539f6a8fec4f024411ec9199
Mohawk Municipal Comm,12759,Single-Phase Residential,539f6a9dec4f024411ec91a9
Menard Electric Coop,12395,Residential - East Bluffs Subdivision (Rate Code 13),539f6a9dec4f024411ec91d3
"Jemez Mountains Elec Coop, Inc",9699,Residential Service,539f6a9eec4f024411ec91f5
"Glades Electric Coop, Inc",7264,Schedule R- Residential,539f6a9eec4f024411ec9237
"City of Palo Alto, California (Utility Company)",14401,Schedule E1 Residential Electric Service,539f6a9eec4f024411ec923b
Melrose Public Utilities,12286,Rural Service,539f6a9eec4f024411ec9257
"City of Ellensburg, Washington (Utility Company)",6149,E100 Residential,561bdfd45457a3ce3ca98901
Intercounty Electric Coop Assn,9331,Residential Single-Phase (100 kW and Under),539f6aacec4f024411ec927f
Holmes-Wayne Electric Coop Inc,8761,FARM & RESIDENTIAL,539f6aacec4f024411ec929f
"City of Hamilton, Ohio (Utility Company)",7977,Residential-Suburban,539f6aadec4f024411ec92cd
"City of St Francis, Kansas (Utility Company)",17872,Residential - Outside City Limits,539f6aadec4f024411ec92ef
Clinton Combined Utility Sys,3804,Residential Rate,539f6aadec4f024411ec92fb
"City of Newport, Tennessee (Utility Company)",13550,Residential,559546905457a3f220ce826c
"City of Longmont, Colorado (Utility Company)",11187,Residential Demand Rate,539f6aadec4f024411ec9323
"City of Azusa, California (Utility Company)",1050,Residential Service,539f6aadec4f024411ec9329
"United Electric Coop, Inc",22646,Residential,539f6aadec4f024411ec932d
"City of New Richmond, Wisconsin (Utility Company)",13481,Rg-1 Residential Service Single Phase,539f6abbec4f024411ec9341
"City of Alta, Iowa (Utility Company)",405,Rural Residential,559441235457a3be34ce8273
"North Central Elec Coop, Inc",13693,Residential TOD,539f6abbec4f024411ec9349
"City of Muscle Shoals, Alabama (Utility Company)",13144,Residential Rate,539f6abbec4f024411ec9363
"City of Greenfield, Iowa (Utility Company)",7626,Residential Rates - Outside city limits,539f6abbec4f024411ec9369
"City of Goodland, Kansas (Utility Company)",7374,Residential- City,539f6abbec4f024411ec9399
"City of Boulder, Nevada (Utility Company)",2008,Residential Rates,539f6abbec4f024411ec93ab
"City of Sylvania, Georgia (Utility Company)",18397,Residential Electric - Multi Unit,539f6abbec4f024411ec93b5
"City of Petoskey, Michigan (Utility Company)",14867,Residential Rate,539f6abcec4f024411ec93f1
North Central Power Co Inc,13697,Residential Service Optional Time-of-Day Rg-2 Option B,539f6acbec4f024411ec93fb
"City of Vineland, New Jersey (Utility Company)",19856,Residential,539f6acbec4f024411ec9407
Carroll Electric Member Corp,3081,Residential Service Rate R-2,539f6acbec4f024411ec940d
"City of Harbor Springs, Michigan (Utility Company)",8083,Residential Outside City,539f6accec4f024411ec941f
"Beauregard Electric Coop, Inc",1458,Residential Three Phase,539f6accec4f024411ec942f
"Town of Templeton, Massachusetts (Utility Company)",18546,Schedule A-2: Residential Time-of-Use,539f6accec4f024411ec943d
"City of Buffalo, Minnesota (Utility Company)",2485,Residential Rate,539f6accec4f024411ec9443
Linn County Rural E C A,11053,Residential Service - Rate Code 1,539f6accec4f024411ec9449
"Town of Bargersville, Indiana (Utility Company)",1208,Residential,539f6accec4f024411ec9475
"City of Alexander City, Alabama (Utility Company)",289,Residential,539f6acdec4f024411ec94b7
Citizens Electric Corporation,3600,Residential,55f1e32a5457a3131951fd7b
"City of Traverse City, Michigan (Utility Company)",19125,Residential Rates,539f6adaec4f024411ec94d3
"City of St Clairsville, Ohio (Utility Company)",17865,Residential,539f6adaec4f024411ec94d7
"Farmers Electric Company, Ltd",6155,Secure Energy Rate Plan (SERP),539f6adaec4f024411ec94e9
"City of Fulton, Missouri (Utility Company)",6839,Residential,539f6adaec4f024411ec94ed
"City of Southport, North Carolina (Utility Company)",17668,Residential (R - 12),539f6adbec4f024411ec94f1
"City of Weimar, Texas (Utility Company)",20331,Residential (RC) Schedule,539f6adbec4f024411ec9507
"Coastal Electric Coop, Inc",3844,PP Residential,539f6adbec4f024411ec9549
"Wiregrass Electric Coop, Inc",20841,Residential 1,539f6adbec4f024411ec9557
"Town of Berlin, Maryland (Utility Company)",1615,Classification #1 Residential Service,539f6adcec4f024411ec956f
Public Utility District No 2,14324,Residential & Farm Three Phase,539f6ae9ec4f024411ec9585
Southwest Arkansas E C C,17671,Single Phase Rural Service-Residential,539f6ae9ec4f024411ec959f
"City of Sallisaw, Oklahoma (Utility Company)",16561,Residential Electric,539f6ae9ec4f024411ec95bd
"City of Covington, Georgia (Utility Company)",4433,Residential,539f6ae9ec4f024411ec95bf
"City of Dike, Iowa (Utility Company)",5155,General Service,539f6ae9ec4f024411ec95cb
North Slope Borough Power & Light,26616,Residential,539f6ae9ec4f024411ec95d3
Blue Ridge Elec Member Corp,1889,Residential Conservation - Single-Phase,539f6aeaec4f024411ec95ed
Anza Electric Coop Inc,694,Residential,539f6aeaec4f024411ec9605
"Alaska Village Elec Coop, Inc",221,Residential Rate: Minto Village,539f6aeaec4f024411ec961f
"Mountain Electric Coop, Inc",13027,Residential Rate,539f6aeaec4f024411ec9621
Southern Pine Elec Power Assn,17647,Residential/Community Service/General Farm,539f6aeaec4f024411ec9633
"City of Lamar, Colorado (Utility Company)",10633,Net Metering Customer Generation Less Than 25 KW (Residential),539f6aeaec4f024411ec9635
"Coastal Electric Coop, Inc",3844,Residential,539f6aeaec4f024411ec9647
"City of Griffin, Georgia (Utility Company)",7679,RESIDENTIAL,539f6af8ec4f024411ec965f
Oconomowoc Utilities,13963,Rg-2 Residential Service Optional Time-of-Day Three Phase 9am-9pm,539f6af8ec4f024411ec966b
"Town of Concord, Massachusetts (Utility Company)",4147,RATE R-6 RESIDENTIAL SERVICE (NET METERING RATE) - 2kW and 4kW AC,539f6af8ec4f024411ec966f
"Socorro Electric Coop, Inc",17492,GENERAL SERVICE - SCHEDULE GS,539f6af9ec4f024411ec96c3
South Utah Valley Electric Service District,18206,Residential Three Phase Service (R1),539f6afaec4f024411ec970d
Louisville Electric System,11247,Residential Service,539f6b06ec4f024411ec971b
"Alaska Village Elec Coop, Inc",221,Residential Rate: Quinhagak Village,539f6b07ec4f024411ec976b
"City of Granbury, Texas (Utility Company)",7480,Residential Inside,539f6b07ec4f024411ec9785
Warren County Rural E M C,20111,Residential Electric Service Rate Schedule,539f6b07ec4f024411ec9797
"Village of New Knoxville, Ohio (Utility Company)",13464,Residential Rate- Rural,539f6b07ec4f024411ec979b
"City of Plymouth, Wisconsin (Utility Company)",15159,Rg-2 Residential Service Optional Time-of-Day Three Phase 8am-8pm,55b7cd505457a3d467995e90
"City of Burlington-Electric, Vermont (Utility Company)",2548,"Residential Service, Time-Of-Use (RT) Rate",539f6b15ec4f024411ec9801
"Entergy Power, Inc",25251,Residential Energy Management time of use (single phase),539f6b15ec4f024411ec9805
Atchison-Holt Electric Coop (Iowa),942,GS-Three Phase-Rate 03,539f6b16ec4f024411ec9811
Carroll Electric Coop Corp,3093,Single Phase Service (under 100 kVA),539f6b16ec4f024411ec9813
"City of West Liberty, Iowa (Utility Company)",20380,Residential Customers,539f6b16ec4f024411ec9853
"City of Shelbina, Missouri (Utility Company)",17035,Residential Electric Rate,539f6b16ec4f024411ec9871
"City of Blaine, Washington (Utility Company)",1818,Low Income Senior/Disabled Service,539f6b17ec4f024411ec9877
"South Central Ark El Coop, Inc",17540,Residential,539f6b17ec4f024411ec9879
"City of Tacoma, Washington (Utility Company)",18429,RS - Schedule A-1 - City of Fife - collectively metered apartments,568d9a2d5457a3d62eabca31
Pioneer Power and Light Co,15086,Residential Service (Three-Phase) Rg-1,539f6b25ec4f024411ec98ad
"City of Centralia, Missouri (Utility Company)",3296,RESIDENTIAL,560c18e45457a3796cefa9fe
"Howell-Oregon Elec Coop, Inc",8934,Residential,539f6b25ec4f024411ec98b5
Tri-County Electric Coop (Michigan),19396,Residential Time-of-Day,539f6b25ec4f024411ec98ef
"City of Sibley, Iowa (Utility Company)",17141,Residential,539f6b25ec4f024411ec98f7
Carroll County REMC,3086,RESIDENTIAL RATE SCHEDULE,539f6b25ec4f024411ec98ff
"City of Brookings, South Dakota (Utility Company)",2285,Residential Electrical Rate,539f6b26ec4f024411ec990d
"Town of Richlands, Virginia (Utility Company)",15982,Schedule R.S. (Residential Electric Service),539f6b26ec4f024411ec995b
"City of Kasota, Minnesota (Utility Company)",10037,Rate Number 1,539f6b33ec4f024411ec996d
"Village of Brocton, New York (Utility Company)",2272,Residential SC.1,539f6b33ec4f024411ec9973
"City of Coffeyville, Kansas (Utility Company)",3892,Residential Rural Domestic Service- Single Phase,539f6b34ec4f024411ec99a5
Delano Municipal Utilities,5015,Residential Rate,539f6b34ec4f024411ec99b5
"City of Winterset, Iowa (Utility Company)",20835,RESIDENTIAL ELECTRIC RATES,539f6b34ec4f024411ec99c3
Cherokee County Elec Coop Assn,3470,Residential,539f6b34ec4f024411ec99c5
"City of Truth or Consequences, New Mexico (Utility Company)",19246,Residential,5668d6785457a3b075b1cdd7
Steuben County Rural E M C,18100,Schedule X-3 Uniform Single Phase,539f6b34ec4f024411ec9a01
"City of Dover, Delaware (Utility Company)",5335,Rate R: Residential,539f6b35ec4f024411ec9a1f
"Barrow Utils & Elec Coop, Inc",1276,Single Phase (Residential & Commercial),5668ce5b5457a3b210b1cdda
"City of Plainview, Nebraska (Utility Company)",15132,Residential Service,539f6b43ec4f024411ec9a5b
Gunnison County Elec Assn.,7787,Residential (General Service): Three Phase,539f6b43ec4f024411ec9aa7
The Potomac Edison Co (West Virginia),15263,Residential Service (R),557896595457a30e1d8ba376
"Town of Concord, Massachusetts (Utility Company)",4147,RATE R-6 RESIDENTIAL SERVICE (NET METERING RATE)- Three Phase - 7kW and 10kW AC,539f6b44ec4f024411ec9ad9
Verdigris Valley Elec Coop Inc,19785,Urban Residential,539f6b52ec4f024411ec9af7
"Town of Windsor, North Carolina (Utility Company)",20811,Residential- Outside Corporate Limits,539f6b52ec4f024411ec9b0f
"City of La Crosse, Kansas (Utility Company)",10559,Residential Service,539f6b52ec4f024411ec9b1b
Wells Rural Electric Co,20332,Residential Service,539f6b53ec4f024411ec9b1d
North Central Power Co Inc,13697,Residential Service Optional Time-of-Day Rg-2 Option A,539f6b53ec4f024411ec9b31
Alaska Power and Telephone Co,219,Schedule No. A-1 Residential (Healy Lake),539f6b53ec4f024411ec9b47
Jefferson Utilities,9690,Rg-2 Residential Service Optional Time-of-Day Three Phase 9am-9pm,55b10fb15457a3b67791234d
Joe Wheeler Elec Member Corp,9739,General Power Rate-Schedule TGSA (under 50 KW),539f6b53ec4f024411ec9b53
"City of Sebewaing, Michigan (Utility Company)",16873,Residential (EO),539f6b53ec4f024411ec9b7d
"Beartooth Electric Coop, Inc",1417,Residential - Net Meter,5668938a5457a3b210b1cdd6
"Town of Groton, Massachusetts (Utility Company)",7715,Time-of-Use Schedule (,539f6b54ec4f024411ec9b9d
Prospect Corporation,15432,Residential Rate,539f6b62ec4f024411ec9bdb
"Village of Penn Yan, New York (Utility Company)",14700,"Residential (per meter, per month)",539f6b62ec4f024411ec9c07
"City of Columbiana, Ohio (Utility Company)",4061,Residential Rates,539f6b63ec4f024411ec9c4d
"City of Wymore, Nebraska (Utility Company)",21056,"Residential Consumers, Cottonwood Beach (RS-1)",539f6b63ec4f024411ec9c61
"North Arkansas Elec Coop, Inc",13676,Residential and Small Commercial: Daily Service Availability - Single Phase,539f6b72ec4f024411ec9c95
"City of Wrangell, Alaska (Utility Company)",21015,Residential,565def545457a358293d4d86
"Village of Chatham, Illinois (Utility Company)",3405,Standard Residential Service (ER01 and ER02),539f6b73ec4f024411ec9cb3
AEP Texas North Company,20404,Residential LSP POLR,539f6b73ec4f024411ec9cbd
"City of Vanceburg, Kentucky (Utility Company)",19716,Fixed Load Rate EL-07,539f6b73ec4f024411ec9cd9
"Empire Electric Assn, Inc",5862,Residential Time of Use: 3 Phase,539f6b73ec4f024411ec9ce5
"City of Cartersville, Georgia (Utility Company)",3108,"Residential Power Service , RP3",539f6b73ec4f024411ec9d25
Navajo Tribal Utility Authority,13314,8 module photvoltaic,539f6b74ec4f024411ec9d43
"City of Greenville,, Texas (Utility Company)",7634,Residential service,539f6b81ec4f024411ec9d5b
"City of Geneva, Illinois (Utility Company)",7096,Residential,539f6b81ec4f024411ec9d65
"Town of Belmont, Massachusetts (Utility Company)",1523,RESIDENTIAL LOW INCOME RATE LI,539f6b81ec4f024411ec9d6d
"City of Lake Crystal, Minnesota (Utility Company)",10596,Residential Service Rate,539f6b81ec4f024411ec9d7b
"City of Bandon, Oregon (Utility Company)",1176,Residential- Outside City,539f6b82ec4f024411ec9d83
"City of Laurinburg, North Carolina (Utility Company)",10770,RESIDENTIAL SERVICE - Schedule AL-1 (Three Phase),539f6b82ec4f024411ec9daf
"City of Alachua, Florida (Utility Company)",201,Residential,539f6b82ec4f024411ec9dc7
Columbia Power System,3855,RESIDENTIAL RATE,5612be715457a3660435c494
Chitina Electric Inc,3465,Residential Electricity Rate,539f6b82ec4f024411ec9de9
"City of Princeton, Kentucky (Utility Company)",15386,Residential,539f6b83ec4f024411ec9e01
"City of Osborne, Kansas (Utility Company)",14214,Residential,565cf9355457a3bb6e3d4d86
"City of West Memphis, Arkansas (Utility Company)",20382,Residential,539f6b90ec4f024411ec9e0f
Penoyer Valley Electric Coop,40497,Residential Rate- Lower Colorado Residence,539f6b90ec4f024411ec9e15
"City of Grant, Nebraska (Utility Company)",7485,Rural Residential Rate 1,539f6b90ec4f024411ec9e1b
"City of Tacoma, Washington (Utility Company)",18429,RS - Schedule A-1 - City of Lakewood,568d9acd5457a35a18abca31
"Town of Maiden, North Carolina (Utility Company)",11515,Residential- All- Electric,539f6b91ec4f024411ec9e3f
"City of Enterprise, Utah (Utility Company)",40433,Residential Service,539f6b91ec4f024411ec9e41
"Lee County Electric Coop, Inc",10857,RS - Single Phase,539f6b91ec4f024411ec9e5f
KEM Electric Coop Inc,10153,Farm/Residential Service,539f6b91ec4f024411ec9e65
Atlantic Municipal Utilities,965,Rural All- Electric Residential (Single Phase),55c279df5457a3c80ee28f8b
"City of Grand Island, Nebraska (Utility Company)",40606,Residential Rate,539f6b91ec4f024411ec9e83
North Plains Electric Coop Inc,13757,Three Phase General Service-Residential,539f6b91ec4f024411ec9e87
"Village of Boonville, New York (Utility Company)",1970,Residential,539f6b92ec4f024411ec9ead
Western Massachusetts Elec Co,20455,R1 - Residential Electric,539f6b92ec4f024411ec9eb7
Harrison County Rural E M C,8179,"Rate Schedule R-1, R-2 - Residential and Farm Service",539f6b92ec4f024411ec9ec9
"Niobrara Electric Assn, Inc",13685,Three Phase Service- Residential,539f6b92ec4f024411ec9ecb
"Borough of Madison, New Jersey (Utility Company)",11476,Residential Service,539f6b92ec4f024411ec9ecd
"Broad River Electric Coop, Inc",2212,"Residential Service Three Phase (Rate Code 10, 410)",539f6b92ec4f024411ec9ecf
Lake Mills Light & Water,10605,Rg-2 Residential Service Optional Time-of-Day Single Phase 7am-7pm,55b0087a5457a3d81f91234e
South Carolina Pub Serv Auth,17543,RESIDENTIAL GENERAL SERVICE SCHEDULE RG-16,57339a1a5457a3324fa31af8
"Holston Electric Coop, Inc",8764,Residential rates,539f6b9fec4f024411ec9f19
Jackson County Rural E M C,9576,"Schedule ""A"" Basic Service, Single Phase, Option T (Time of Use Pricing)",539f6b9fec4f024411ec9f1b
"City of Paullina, Iowa (Utility Company)",14577,Residential Rates,539f6b9fec4f024411ec9f23
"Union Rural Electric Coop, Inc",19501,Single Phase Service,55dcb5365457a33f6a687724
Dixie Electric Membership Corp,5202,Residential Schedule (AWS)- Single Phase,539f6ba0ec4f024411ec9f8d
"City of Torrington, Wyoming (Utility Company)",19032,Residential,564f8f4b5457a36237c58358
South Kentucky Rural Electric Coop Corp,17564,Residential,58dd41985457a351113d33cf
"City of Clay Center, Kansas (Utility Company)",3710,Residential- Rural,539f6badec4f024411ec9fc1
"City of Wadena, Minnesota (Utility Company)",19947,Residential service rate,539f6baeec4f024411ec9fe9
"Tombigbee Electric Coop, Inc",19027,Residential,539f6baeec4f024411ec9fef
Ameren Illinois Company,56697,DS-1,539f6baeec4f024411eca017
"City of Dowagiac, Michigan (Utility Company)",5343,RESIDENTIAL ELECTRIC SERVICE,539f6baeec4f024411eca053
Dixie Electric Membership Corp,5202,Farm Home Schedule,539f6bbcec4f024411eca07d
Four County Elec Member Corp,6640,Residential Service Time-of-Use service - Three Phase,539f6bbcec4f024411eca08b
"Choctawhatche Elec Coop, Inc",3502,RESIDENTIAL SERVICE TIME OF USE: SINGLE PHASE,539f6bbcec4f024411eca08f
"Alaska Village Elec Coop, Inc",221,Residential Rate: Old Harbor Village,539f6bbdec4f024411eca09f
Albemarle Electric Member Corp,240,Residential TOD - Demand/Energy - Single-Phase,539f6bbdec4f024411eca0a1
"City of Bardstown, Kentucky (Utility Company)",690,E-1 Residential Customers,539f6bbdec4f024411eca0f3
Pioneer Power and Light Co,15086,Rural Residential Service (Single-Phase) Fg-1,539f6bbeec4f024411eca10b
"Lea County Electric Coop, Inc",10817,Residential Service - Single Phase,539f6bbeec4f024411eca10f
"City of Carmi, Illinois (Utility Company)",3040,Rate E2: Residential,539f6bcdec4f024411eca129
Pointe Coupee Elec Member Corp,15175,Residential Service - Three Phase,539f6bcdec4f024411eca12f
"Duncan Valley Elec Coop, Inc",5438,Schedule SP - Single Phase 15 kVA or less,539f6bcdec4f024411eca14d
Madisonville Municipal Utils,11488,Residential Electric Service,539f6bcdec4f024411eca15b
"City of Pawhuska, Oklahoma (Utility Company)",14582,Residential- Outside City,560586f15457a3b95b8b4567
"City of Sturgeon Bay, Wisconsin (Utility Company)",18249,Residential,539f6bceec4f024411eca1bb
First Electric Coop Corp,6342,Rate 1,539f6bceec4f024411eca1df
Oklahoma Electric Coop Inc,14062,Residential Time of Peak,539f6bceec4f024411eca1eb
Wisconsin Electric Power Co (Michigan),20847,Residential  Time-of-Use (RG2 )Three Phase,539f6bdcec4f024411eca207
Turlock Irrigation District,19281,Schedule DE Domestic and Farm Service Residential,539f6bdcec4f024411eca235
"Village of Johnson, Vermont (Utility Company)",9806,Standard Residential,539f6bdcec4f024411eca23d
"City of Hallettsville, Texas (Utility Company)",7958,Residential,539f6bddec4f024411eca26f
"City of Menasha, Wisconsin (Utility Company)",12298,Rg-2 Residential Service Optional Time-of-Day Single Phase 9am-9pm,539f6bebec4f024411eca2bb
"City of Burke, South Dakota (Utility Company)",2534,Residential Rate,539f6bebec4f024411eca2e1
"City of Morgan City, Utah (Utility Company)",12928,Residential- Single Phase City Rate,539f6becec4f024411eca317
"City of Savonburg, Kansas (Utility Company)",16876,General Service,539f6becec4f024411eca319
"City of Blakely, Georgia (Utility Company)",1826,Residential,539f6becec4f024411eca34f
"Town of Pendleton, Indiana (Utility Company)",14659,Residential Service,539f6becec4f024411eca36b
Lake Mills Light & Water,10605,Rg-1 Residential Service Three Phase,55b0083e5457a3617d91234f
"City of California, Missouri (Utility Company)",2851,Residential,539f6bfaec4f024411eca3a3
"City of Highlands, North Carolina (Utility Company)",8579,Residential,564cbc315457a37a09c5835a
Otter Tail Power Co (North Dakota),14232,Residential Service (Rate code 101),539f6bfaec4f024411eca3d7
"Town of Argos, Indiana (Utility Company)",789,Residential,539f6bfaec4f024411eca40f
"City of Earlville, Iowa (Utility Company)",5563,Residential Rate,539f6bfbec4f024411eca437
"City of Kaukauna, Wisconsin (Utility Company)",10056,Residential Service (Rg-1) Three Phase,539f6c09ec4f024411eca45b
Northern States Power Co - Minnesota (South Dakota),13781,Residential Heat Pump Service (E06),539f6c0aec4f024411eca467
"Ohop Mutual Light Company, Inc",14012,Residential,539f6c0aec4f024411eca46b
Shawano Municipal Utilities,17011,Residential TOD,539f6c0aec4f024411eca479
"Town of Shrewsbury, Massachusetts (Utility Company)",17127,M-1,55a515125457a3e65f7fe132
"City of Wamego, Kansas (Utility Company)",20069,City Residential,539f6c0aec4f024411eca4a1
Matinicus Plantation Elec Co,11844,General Service Residential,539f6c0aec4f024411eca4b3
"City of Kingman, Kansas (Utility Company)",10321,Residential,539f6c0aec4f024411eca4bf
Carroll County REMC,3086,TE/HABITAT HOME RATE SCHEDULE,539f6c0aec4f024411eca4c7
"Bridger Valley Elec Assn, Inc (Utah)",2215,Small General Service - Single Phase,55956ef05457a3810fce826d
"Town of Wickenburg, Arizona (Utility Company)",20618,Residential,539f6c1aec4f024411eca545
North Slope Borough Power & Light,26616,Aged or Handicapped(seniors over 60) for Nuiqsut only,539f6c1aec4f024411eca555
Cozad Board of Public Works,4459,Residential,539f6c1bec4f024411eca595
